"time","transition1.enableFire","transition2.enableFire","transition3.enableFire","transition4.enableFire","transition4a.enableFire","transition5.enableFire","transition6.enableFire","transition6a.enableFire","transition7.enableFire"
0,1,0,0,0,0,0,0,0,0
0.0030999999999999999,1,0,0,0,0,0,0,0,0
0.0061999999999999998,1,0,0,0,0,0,0,0,0
0.0092999999999999992,1,0,0,0,0,0,0,0,0
0.0124,1,0,0,0,0,0,0,0,0
0.0155,1,0,0,0,0,0,0,0,0
0.018599999999999998,1,0,0,0,0,0,0,0,0
0.021700000000000001,1,0,0,0,0,0,0,0,0
0.024799999999999999,1,0,0,0,0,0,0,0,0
0.027899999999999998,1,0,0,0,0,0,0,0,0
0.031,1,0,0,0,0,0,0,0,0
0.034099999999999998,1,0,0,0,0,0,0,0,0
0.037199999999999997,1,0,0,0,0,0,0,0,0
0.040299999999999996,1,0,0,0,0,0,0,0,0
0.043400000000000001,1,0,0,0,0,0,0,0,0
0.0465,1,0,0,0,0,0,0,0,0
0.049599999999999998,1,0,0,0,0,0,0,0,0
0.052699999999999997,1,0,0,0,0,0,0,0,0
0.055799999999999995,1,0,0,0,0,0,0,0,0
0.058900000000000001,1,0,0,0,0,0,0,0,0
0.062,1,0,0,0,0,0,0,0,0
0.065099999999999991,1,0,0,0,0,0,0,0,0
0.068199999999999997,1,0,0,0,0,0,0,0,0
0.071300000000000002,1,0,0,0,0,0,0,0,0
0.074399999999999994,1,0,0,0,0,0,0,0,0
0.077499999999999999,1,0,0,0,0,0,0,0,0
0.080599999999999991,1,0,0,0,0,0,0,0,0
0.083699999999999997,1,0,0,0,0,0,0,0,0
0.086800000000000002,1,0,0,0,0,0,0,0,0
0.089899999999999994,1,0,0,0,0,0,0,0,0
0.092999999999999999,1,0,0,0,0,0,0,0,0
0.096099999999999991,1,0,0,0,0,0,0,0,0
0.099199999999999997,1,0,0,0,0,0,0,0,0
0.1023,1,0,0,0,0,0,0,0,0
0.10539999999999999,1,0,0,0,0,0,0,0,0
0.1085,1,0,0,0,0,0,0,0,0
0.11159999999999999,1,0,0,0,0,0,0,0,0
0.1147,1,0,0,0,0,0,0,0,0
0.1178,1,0,0,0,0,0,0,0,0
0.12089999999999999,1,0,0,0,0,0,0,0,0
0.124,1,0,0,0,0,0,0,0,0
0.12709999999999999,1,0,0,0,0,0,0,0,0
0.13019999999999998,1,0,0,0,0,0,0,0,0
0.1333,1,0,0,0,0,0,0,0,0
0.13639999999999999,1,0,0,0,0,0,0,0,0
0.13949999999999999,1,0,0,0,0,0,0,0,0
0.1426,1,0,0,0,0,0,0,0,0
0.1457,1,0,0,0,0,0,0,0,0
0.14879999999999999,1,0,0,0,0,0,0,0,0
0.15190000000000001,1,0,0,0,0,0,0,0,0
0.155,1,0,0,0,0,0,0,0,0
0.15809999999999999,1,0,0,0,0,0,0,0,0
0.16119999999999998,1,0,0,0,0,0,0,0,0
0.1643,1,0,0,0,0,0,0,0,0
0.16739999999999999,1,0,0,0,0,0,0,0,0
0.17049999999999998,1,0,0,0,0,0,0,0,0
0.1736,1,0,0,0,0,0,0,0,0
0.1767,1,0,0,0,0,0,0,0,0
0.17979999999999999,1,0,0,0,0,0,0,0,0
0.18290000000000001,1,0,0,0,0,0,0,0,0
0.186,1,0,0,0,0,0,0,0,0
0.18909999999999999,1,0,0,0,0,0,0,0,0
0.19219999999999998,1,0,0,0,0,0,0,0,0
0.1953,1,0,0,0,0,0,0,0,0
0.19839999999999999,1,0,0,0,0,0,0,0,0
0.20149999999999998,1,0,0,0,0,0,0,0,0
0.2046,1,0,0,0,0,0,0,0,0
0.2077,1,0,0,0,0,0,0,0,0
0.21079999999999999,1,0,0,0,0,0,0,0,0
0.21389999999999998,1,0,0,0,0,0,0,0,0
0.217,1,0,0,0,0,0,0,0,0
0.22009999999999999,1,0,0,0,0,0,0,0,0
0.22319999999999998,1,0,0,0,0,0,0,0,0
0.2263,1,0,0,0,0,0,0,0,0
0.22939999999999999,1,0,0,0,0,0,0,0,0
0.23249999999999998,1,0,0,0,0,0,0,0,0
0.2356,1,0,0,0,0,0,0,0,0
0.2387,1,0,0,0,0,0,0,0,0
0.24179999999999999,1,0,0,0,0,0,0,0,0
0.24489999999999998,1,0,0,0,0,0,0,0,0
0.248,1,0,0,0,0,0,0,0,0
0.25109999999999999,1,0,0,0,0,0,0,0,0
0.25419999999999998,1,0,0,0,0,0,0,0,0
0.25729999999999997,1,0,0,0,0,0,0,0,0
0.26039999999999996,1,0,0,0,0,0,0,0,0
0.26350000000000001,1,0,0,0,0,0,0,0,0
0.2666,1,0,0,0,0,0,0,0,0
0.2697,1,0,0,0,0,0,0,0,0
0.27279999999999999,1,0,0,0,0,0,0,0,0
0.27589999999999998,1,0,0,0,0,0,0,0,0
0.27899999999999997,1,0,0,0,0,0,0,0,0
0.28210000000000002,1,0,0,0,0,0,0,0,0
0.28520000000000001,1,0,0,0,0,0,0,0,0
0.2883,1,0,0,0,0,0,0,0,0
0.29139999999999999,1,0,0,0,0,0,0,0,0
0.29449999999999998,1,0,0,0,0,0,0,0,0
0.29759999999999998,1,0,0,0,0,0,0,0,0
0.30069999999999997,1,0,0,0,0,0,0,0,0
0.30380000000000001,1,0,0,0,0,0,0,0,0
0.30690000000000001,1,0,0,0,0,0,0,0,0
0.31,1,0,0,0,0,0,0,0,0
0.31309999999999999,1,0,0,0,0,0,0,0,0
0.31619999999999998,1,0,0,0,0,0,0,0,0
0.31929999999999997,1,0,0,0,0,0,0,0,0
0.32239999999999996,1,0,0,0,0,0,0,0,0
0.32550000000000001,1,0,0,0,0,0,0,0,0
0.3286,1,0,0,0,0,0,0,0,0
0.33169999999999999,1,0,0,0,0,0,0,0,0
0.33479999999999999,1,0,0,0,0,0,0,0,0
0.33789999999999998,1,0,0,0,0,0,0,0,0
0.34099999999999997,1,0,0,0,0,0,0,0,0
0.34409999999999996,1,0,0,0,0,0,0,0,0
0.34720000000000001,1,0,0,0,0,0,0,0,0
0.3503,1,0,0,0,0,0,0,0,0
0.35339999999999999,1,0,0,0,0,0,0,0,0
0.35649999999999998,1,0,0,0,0,0,0,0,0
0.35959999999999998,1,0,0,0,0,0,0,0,0
0.36269999999999997,1,0,0,0,0,0,0,0,0
0.36580000000000001,1,0,0,0,0,0,0,0,0
0.36890000000000001,1,0,0,0,0,0,0,0,0
0.372,1,0,0,0,0,0,0,0,0
0.37509999999999999,1,0,0,0,0,0,0,0,0
0.37819999999999998,1,0,0,0,0,0,0,0,0
0.38129999999999997,1,0,0,0,0,0,0,0,0
0.38439999999999996,1,0,0,0,0,0,0,0,0
0.38750000000000001,1,0,0,0,0,0,0,0,0
0.3906,1,0,0,0,0,0,0,0,0
0.39369999999999999,1,0,0,0,0,0,0,0,0
0.39679999999999999,1,0,0,0,0,0,0,0,0
0.39989999999999998,1,0,0,0,0,0,0,0,0
