"Time","p_start","T_start","h_start","X_start[1]","volume.medium.T","volume.ports[1].m_flow","volume.ports[1].p","volume.ports[1].h_outflow","volume.ports[2].m_flow","volume.ports[2].p","volume.ports[2].h_outflow","volume.ports_H_flow[1]","volume.ports_H_flow[2]","volume.ports_E_flow[1]","volume.ports_E_flow[2]","volume.ports_penetration[1]","volume.ports_penetration[2]","volume.portsData_diameter[1]","volume.portsData_diameter[2]","volume.portsData_height[1]","volume.portsData_height[2]","volume.portsData_zeta_in[1]","volume.portsData_zeta_in[2]","volume.portsData_zeta_out[1]","volume.portsData_zeta_out[2]","fixedMassFlowRate.ports[1].m_flow","fixedMassFlowRate.ports[1].p","fixedMassFlowRate.ports[1].h_outflow","shortPipe.port_b.m_flow","shortPipe.port_b.p","shortPipe.port_b.h_outflow"
0,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
0.000202,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
0.00040399999,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
0.00060600002,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
0.00080799998,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
0.00101,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
0.001212,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
0.0014140001,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
0.001616,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
0.001818,101325,293.14999,71791.273,1,293.14999,1,1101325,71791.273,-1,1101325,71791.273,71791.273,-71791.273,0,0,1,1,0,0,0,0,0,0,0,0,-1,1101325,71791.273,-1,101325,71791.273
