"Time","Hw.x_scaled[1]","Hw.x_scaled[2]"
0,0,0
0.0049999999,0.017155174,4.2909236e-05
0.0049999999,0.017155174,4.2909236e-05
0.0099999998,0.01740572,0.00012931177
0.0099999998,0.01740572,0.00012931177
0.015,0.015728977,0.00021214652
0.015,0.015728977,0.00021214652
0.02,-0.013740542,0.000217081
0.02,-0.013740542,0.000217081
0.025,-0.035930734,9.287912e-05
0.025,-0.035930734,9.287912e-05
0.029999999,-0.04953102,-0.00012079134
0.029999999,-0.04953102,-0.00012079134
0.035,-0.068003856,-0.00041465135
0.035,-0.068003856,-0.00041465135
0.039999999,-0.071552314,-0.00076354609
0.039999999,-0.071552314,-0.00076354609
0.045000002,-0.083951242,-0.0011523176
0.045000002,-0.083951242,-0.0011523176
0.050000001,-0.0879732,-0.0015821338
0.050000001,-0.0879732,-0.0015821338
0.055,-0.093173258,-0.0020350069
0.055,-0.093173258,-0.0020350069
0.059999999,-0.097242162,-0.0025110506
0.059999999,-0.097242162,-0.0025110506
0.064999998,-0.098104708,-0.0029994189
0.064999998,-0.098104708,-0.0029994189
0.07,-0.095512919,-0.0034834598
0.07,-0.095512919,-0.0034834598
0.075000003,-0.087947555,-0.0039421017
0.075000003,-0.087947555,-0.0039421017
0.079999998,-0.091233239,-0.0043900576
0.079999998,-0.091233239,-0.0043900576
0.085000001,-0.080454752,-0.0048192646
0.085000001,-0.080454752,-0.0048192646
0.090000004,-0.076899603,-0.0052126464
0.090000004,-0.076899603,-0.0052126464
0.094999999,-0.078634337,-0.0056014834
0.094999999,-0.078634337,-0.0056014834
0.1,-0.089609966,-0.0060221073
0.1,-0.089609966,-0.0060221073
0.105,-0.077813879,-0.0064406544
0.105,-0.077813879,-0.0064406544
0.11,-0.098244049,-0.006880824
0.11,-0.098244049,-0.006880824
0.115,-0.10170946,-0.0073807118
0.115,-0.10170946,-0.0073807118
0.12,-0.11163298,-0.0079140803
0.12,-0.11163298,-0.0079140803
0.125,-0.10883547,-0.0084652472
0.125,-0.10883547,-0.0084652472
0.13,-0.11479314,-0.0090243258
0.13,-0.11479314,-0.0090243258
0.13500001,-0.11965028,-0.0096104406
0.13500001,-0.11965028,-0.0096104406
0.14,-0.12445432,-0.010220708
0.14,-0.12445432,-0.010220708
0.145,-0.13229881,-0.010862601
0.145,-0.13229881,-0.010862601
0.15000001,-0.13655585,-0.011534742
0.15000001,-0.13655585,-0.011534742
0.155,-0.14761651,-0.012245187
0.155,-0.14761651,-0.012245187
0.16,-0.1506207,-0.012990783
0.16,-0.1506207,-0.012990783
0.16500001,-0.13591066,-0.013707095
0.16500001,-0.13591066,-0.013707095
0.17,-0.1465379,-0.014413229
0.17,-0.1465379,-0.014413229
0.175,-0.14692125,-0.015146878
0.175,-0.14692125,-0.015146878
0.18000001,-0.14182326,-0.015868733
0.18000001,-0.14182326,-0.015868733
0.185,-0.14817058,-0.016593724
0.185,-0.14817058,-0.016593724
0.19,-0.15059404,-0.01734064
0.19,-0.15059404,-0.01734064
0.19499999,-0.15725383,-0.018110266
0.19499999,-0.15725383,-0.018110266
0.2,-0.17847222,-0.018949607
0.2,-0.17847222,-0.018949607
0.205,-0.18350767,-0.019854562
0.205,-0.18350767,-0.019854562
0.20999999,-0.18129088,-0.020766556
0.20999999,-0.18129088,-0.020766556
0.215,-0.18125205,-0.021672914
0.215,-0.18125205,-0.021672914
0.22,-0.18672019,-0.022592852
0.22,-0.18672019,-0.022592852
0.22499999,-0.20879532,-0.023581667
0.22499999,-0.20879532,-0.023581667
0.23,-0.22891417,-0.024675967
0.23,-0.22891417,-0.024675967
0.235,-0.21722686,-0.025791306
0.235,-0.21722686,-0.025791306
0.23999999,-0.19817439,-0.026829785
0.23999999,-0.19817439,-0.026829785
0.245,-0.19842918,-0.027821295
0.245,-0.19842918,-0.027821295
0.25,-0.19171056,-0.028796637
0.25,-0.19171056,-0.028796637
0.255,-0.18685701,-0.029743051
0.255,-0.18685701,-0.029743051
0.25999999,-0.17839348,-0.030656166
0.25999999,-0.17839348,-0.030656166
0.26499999,-0.18290044,-0.031559408
0.26499999,-0.18290044,-0.031559408
0.27000001,-0.191791,-0.032496147
0.27000001,-0.191791,-0.032496147
0.27500001,-0.18378764,-0.033435084
0.27500001,-0.18378764,-0.033435084
0.28,-0.18475606,-0.034356445
0.28,-0.18475606,-0.034356445
0.285,-0.18909843,-0.035291087
0.285,-0.18909843,-0.035291087
0.28999999,-0.191314,-0.03624212
0.28999999,-0.191314,-0.03624212
0.29499999,-0.1760096,-0.037160411
0.29499999,-0.1760096,-0.037160411
0.30000001,-0.17195189,-0.038030311
0.30000001,-0.17195189,-0.038030311
0.30500001,-0.17550538,-0.038898956
0.30500001,-0.17550538,-0.038898956
0.31,-0.16881895,-0.039759763
0.31,-0.16881895,-0.039759763
0.315,-0.15711038,-0.040574573
0.315,-0.15711038,-0.040574573
0.31999999,-0.16630116,-0.04138311
0.31999999,-0.16630116,-0.04138311
0.32499999,-0.18247792,-0.042255081
0.32499999,-0.18247792,-0.042255081
0.33000001,-0.15844049,-0.043107346
0.33000001,-0.15844049,-0.043107346
0.33500001,-0.15800595,-0.043898463
0.33500001,-0.15800595,-0.043898463
0.34,-0.1677485,-0.04471286
0.34,-0.1677485,-0.04471286
0.345,-0.16862455,-0.045553796
0.345,-0.16862455,-0.045553796
0.34999999,-0.15372579,-0.046359655
0.34999999,-0.15372579,-0.046359655
0.35499999,-0.15123422,-0.04712205
0.35499999,-0.15123422,-0.04712205
0.36000001,-0.1546603,-0.047886793
0.36000001,-0.1546603,-0.047886793
0.36500001,-0.14955735,-0.048647329
0.36500001,-0.14955735,-0.048647329
0.37,-0.14449745,-0.049382459
0.37,-0.14449745,-0.049382459
0.375,-0.13639726,-0.050084688
0.375,-0.13639726,-0.050084688
0.38,-0.14180019,-0.050780188
0.38,-0.14180019,-0.050780188
0.38499999,-0.14228918,-0.051490411
0.38499999,-0.14228918,-0.051490411
0.38999999,-0.14812747,-0.052216463
0.38999999,-0.14812747,-0.052216463
0.39500001,-0.15124619,-0.0529649
0.39500001,-0.15124619,-0.0529649
0.40000001,-0.14571297,-0.05370729
0.40000001,-0.14571297,-0.05370729
0.405,-0.13858673,-0.054418031
0.405,-0.13858673,-0.054418031
0.41,-0.14696218,-0.055131912
0.41,-0.14696218,-0.055131912
0.41499999,-0.17762861,-0.055943426
0.41499999,-0.17762861,-0.055943426
0.41999999,-0.17815882,-0.056832898
