"Time","resistor_e.i[1]","resistor_e.i[2]","resistor_s.i[1]","resistor_s.i[2]","resistor_m.i[1]","resistor_m.i[2]"
18.82,-20.262657,4.5209713,-20.262657,4.5209713,-20.262657,4.5209713
18.825001,-19.941534,3.8134475,-19.941534,3.8134475,-19.941534,3.8134475
18.83,-19.600784,3.1051149,-19.600784,3.1051149,-19.600784,3.1051149
18.834999,-19.240746,2.3966715,-19.240746,2.3966715,-19.240746,2.3966715
18.84,-18.861771,1.6888146,-18.861771,1.6888146,-18.861771,1.6888146
18.844999,-18.464237,0.98224169,-18.464237,0.98224169,-18.464237,0.98224169
18.85,-18.048534,0.27764836,-18.048534,0.27764836,-18.048534,0.27764836
18.855,-17.615072,-0.42427146,-17.615072,-0.42427146,-17.615072,-0.42427146
18.860001,-17.164282,-1.1228265,-17.164282,-1.1228265,-17.164282,-1.1228265
18.865,-16.696606,-1.8173289,-16.696606,-1.8173289,-16.696606,-1.8173289
18.870001,-16.212505,-2.5070946,-16.212505,-2.5070946,-16.212505,-2.5070946
18.875,-15.712459,-3.1914446,-15.712459,-3.1914446,-15.712459,-3.1914446
18.879999,-15.196959,-3.869705,-15.196959,-3.869705,-15.196959,-3.869705
18.885,-14.666515,-4.5412073,-14.666515,-4.5412073,-14.666515,-4.5412073
18.889999,-14.121652,-5.2052913,-14.121652,-5.2052913,-14.121652,-5.2052913
18.895,-13.562904,-5.8613024,-13.562904,-5.8613024,-13.562904,-5.8613024
18.9,-12.990827,-6.5085945,-12.990827,-6.5085945,-12.990827,-6.5085945
18.905001,-12.405981,-7.1465311,-12.405981,-7.1465311,-12.405981,-7.1465311
18.91,-11.808946,-7.7744832,-11.808946,-7.7744832,-11.808946,-7.7744832
18.915001,-11.20031,-8.3918333,-11.20031,-8.3918333,-11.20031,-8.3918333
18.92,-10.580674,-8.9979725,-10.580674,-8.9979725,-10.580674,-8.9979725
18.924999,-9.9506493,-9.5923052,-9.9506493,-9.5923052,-9.9506493,-9.5923052
18.93,-9.3108578,-10.174246,-9.3108578,-10.174246,-9.3108578,-10.174246
18.934999,-8.661932,-10.743222,-8.661932,-10.743222,-8.661932,-10.743222
18.940001,-8.0045099,-11.298674,-8.0045099,-11.298674,-8.0045099,-11.298674
18.945,-7.3392415,-11.840054,-7.3392415,-11.840054,-7.3392415,-11.840054
18.950001,-6.6667838,-12.366829,-6.6667838,-12.366829,-6.6667838,-12.366829
18.955,-5.9877996,-12.878481,-5.9877996,-12.878481,-5.9877996,-12.878481
18.959999,-5.3029599,-13.374508,-5.3029599,-13.374508,-5.3029599,-13.374508
18.965,-4.6129394,-13.85442,-4.6129394,-13.85442,-4.6129394,-13.85442
18.969999,-3.9184196,-14.317745,-3.9184196,-14.317745,-3.9184196,-14.317745
18.975,-3.2200859,-14.764029,-3.2200859,-14.764029,-3.2200859,-14.764029
18.98,-2.5186274,-15.19283,-2.5186274,-15.19283,-2.5186274,-15.19283
18.985001,-1.8147361,-15.603729,-1.8147361,-15.603729,-1.8147361,-15.603729
18.99,-1.109107,-15.996322,-1.109107,-15.996322,-1.109107,-15.996322
18.995001,-0.40243629,-16.37022,-0.40243629,-16.37022,-0.40243629,-16.37022
19,0.30457869,-16.72506,0.30457869,-16.72506,0.30457869,-16.72506
19.004999,1.0112402,-17.06049,1.0112402,-17.06049,1.0112402,-17.06049
19.01,1.716851,-17.376179,1.716851,-17.376179,1.716851,-17.376179
19.014999,2.4207146,-17.671822,2.4207146,-17.671822,2.4207146,-17.671822
19.02,3.1221364,-17.947124,3.1221364,-17.947124,3.1221364,-17.947124
19.025,3.8204243,-18.201817,3.8204243,-18.201817,3.8204243,-18.201817
19.030001,4.5148892,-18.43565,4.5148892,-18.43565,4.5148892,-18.43565
19.035,5.2048454,-18.648396,5.2048454,-18.648396,5.2048454,-18.648396
19.040001,5.8896127,-18.839842,5.8896127,-18.839842,5.8896127,-18.839842
19.045,6.5685148,-19.009806,6.5685148,-19.009806,6.5685148,-19.009806
19.049999,7.2408824,-19.158117,7.2408824,-19.158117,7.2408824,-19.158117
19.055,7.9060507,-19.284634,7.9060507,-19.284634,7.9060507,-19.284634
19.059999,8.563365,-19.389231,8.563365,-19.389231,8.563365,-19.389231
19.065001,9.2121754,-19.471806,9.2121754,-19.471806,9.2121754,-19.471806
19.07,9.851841,-19.53228,9.851841,-19.53228,9.851841,-19.53228
19.075001,10.481732,-19.570595,10.481732,-19.570595,10.481732,-19.570595
19.08,11.101228,-19.586714,11.101228,-19.586714,11.101228,-19.586714
19.084999,11.709714,-19.580624,11.709714,-19.580624,11.709714,-19.580624
19.09,12.306592,-19.55233,12.306592,-19.55233,12.306592,-19.55233
19.094999,12.891273,-19.501863,12.891273,-19.501863,12.891273,-19.501863
19.1,13.463179,-19.429274,13.463179,-19.429274,13.463179,-19.429274
19.105,14.021746,-19.334635,14.021746,-19.334635,14.021746,-19.334635
19.110001,14.566423,-19.218042,14.566423,-19.218042,14.566423,-19.218042
19.115,15.096673,-19.079613,15.096673,-19.079613,15.096673,-19.079613
19.120001,15.611972,-18.919483,15.611972,-18.919483,15.611972,-18.919483
19.125,16.111811,-18.737812,16.111811,-18.737812,16.111811,-18.737812
19.129999,16.595697,-18.534782,16.595697,-18.534782,16.595697,-18.534782
19.135,17.063154,-18.310595,17.063154,-18.310595,17.063154,-18.310595
19.139999,17.51372,-18.065472,17.51372,-18.065472,17.51372,-18.065472
19.145,17.946947,-17.799658,17.946947,-17.799658,17.946947,-17.799658
19.15,18.362413,-17.513414,18.362413,-17.513414,18.362413,-17.513414
19.155001,18.759705,-17.207029,18.759705,-17.207029,18.759705,-17.207029
19.16,19.138432,-16.880802,19.138432,-16.880802,19.138432,-16.880802
19.165001,19.498219,-16.535059,19.498219,-16.535059,19.498219,-16.535059
19.17,19.838711,-16.170141,19.838711,-16.170141,19.838711,-16.170141
19.174999,20.159573,-15.786411,20.159573,-15.786411,20.159573,-15.786411
19.18,20.460487,-15.384248,20.460487,-15.384248,20.460487,-15.384248
19.184999,20.741159,-14.964051,20.741159,-14.964051,20.741159,-14.964051
19.190001,21.001308,-14.526236,21.001308,-14.526236,21.001308,-14.526236
19.195,21.240681,-14.071236,21.240681,-14.071236,21.240681,-14.071236
19.200001,21.45904,-13.599502,21.45904,-13.599502,21.45904,-13.599502
19.205,21.65617,-13.111501,21.65617,-13.111501,21.65617,-13.111501
19.209999,21.831875,-12.607715,21.831875,-12.607715,21.831875,-12.607715
19.215,21.985983,-12.088644,21.985983,-12.088644,21.985983,-12.088644
19.219999,22.118341,-11.554801,22.118341,-11.554801,22.118341,-11.554801
19.225,22.228821,-11.006714,22.228821,-11.006714,22.228821,-11.006714
19.23,22.317312,-10.444926,22.317312,-10.444926,22.317312,-10.444926
19.235001,22.383726,-9.8699932,22.383726,-9.8699932,22.383726,-9.8699932
19.24,22.427998,-9.2824831,22.427998,-9.2824831,22.427998,-9.2824831
19.245001,22.450085,-8.6829767,22.450085,-8.6829767,22.450085,-8.6829767
19.25,22.449965,-8.0720692,22.449965,-8.0720692,22.449965,-8.0720692
19.254999,22.427639,-7.4503632,22.427639,-7.4503632,22.427639,-7.4503632
19.26,22.383127,-6.8184738,22.383127,-6.8184738,22.383127,-6.8184738
19.264999,22.316473,-6.1770263,22.316473,-6.1770263,22.316473,-6.1770263
19.27,22.227745,-5.5266552,22.227745,-5.5266552,22.227745,-5.5266552
19.275,22.117029,-4.8680038,22.117029,-4.8680038,22.117029,-4.8680038
19.280001,21.984436,-4.2017231,21.984436,-4.2017231,21.984436,-4.2017231
19.285,21.830095,-3.5284724,21.830095,-3.5284724,21.830095,-3.5284724
19.290001,21.654158,-2.8489177,21.654158,-2.8489177,21.654158,-2.8489177
19.295,21.4568,-2.1637309,21.4568,-2.1637309,21.4568,-2.1637309
19.299999,21.238216,-1.4735892,21.238216,-1.4735892,21.238216,-1.4735892
19.305,20.998621,-0.77917558,20.998621,-0.77917558,20.998621,-0.77917558
19.309999,20.738251,-0.081176512,20.738251,-0.081176512,20.738251,-0.081176512
19.315001,20.457365,0.6197176,20.457365,0.6197176,20.457365,0.6197176
19.32,20.156237,1.3228137,20.156237,1.3228137,20.156237,1.3228137
19.325001,19.835167,2.0274167,19.835167,2.0274167,19.835167,2.0274167
19.33,19.494471,2.7328296,19.494471,2.7328296,19.494471,2.7328296
19.334999,19.134485,3.4383547,19.134485,3.4383547,19.134485,3.4383547
19.34,18.755564,4.1432948,18.755564,4.1432948,18.755564,4.1432948
19.344999,18.358082,4.8469524,18.358082,4.8469524,18.358082,4.8469524
19.35,17.942432,5.5486317,17.942432,5.5486317,17.942432,5.5486317
19.355,17.509026,6.2476392,17.509026,6.2476392,17.509026,6.2476392
19.360001,17.058287,6.9432836,17.058287,6.9432836,17.058287,6.9432836
19.365,16.590664,7.6348763,16.590664,7.6348763,16.590664,7.6348763
19.370001,16.106617,8.3217344,16.106617,8.3217344,16.106617,8.3217344
19.375,15.606623,9.0031776,15.606623,9.0031776,15.606623,9.0031776
19.379999,15.091176,9.6785326,15.091176,9.6785326,15.091176,9.6785326
19.385,14.560785,10.347132,14.560785,10.347132,14.560785,10.347132
19.389999,14.015974,11.008313,14.015974,11.008313,14.015974,11.008313
19.395,13.45728,11.661423,13.45728,11.661423,13.45728,11.661423
19.4,12.885255,12.305816,12.885255,12.305816,12.885255,12.305816
19.405001,12.300462,12.940854,12.300462,12.940854,12.300462,12.940854
19.41,11.70348,13.56591,11.70348,13.56591,11.70348,13.56591
19.415001,11.094896,14.180366,11.094896,14.180366,11.094896,14.180366
19.42,10.475313,14.783611,10.475313,14.783611,10.475313,14.783611
19.424999,9.8453407,15.375051,9.8453407,15.375051,9.8453407,15.375051
19.43,9.2056026,15.954103,9.2056026,15.954103,9.2056026,15.954103
19.434999,8.5567284,16.520189,8.5567284,16.520189,8.5567284,16.520189
19.440001,7.8993592,17.072752,7.8993592,17.072752,7.8993592,17.072752
19.445,7.2341437,17.611246,7.2341437,17.611246,7.2341437,17.611246
19.450001,6.5617385,18.135136,6.5617385,18.135136,6.5617385,18.135136
19.455,5.8828073,18.643906,5.8828073,18.643906,5.8828073,18.643906
19.459999,5.1980195,19.137051,5.1980195,19.137051,5.1980195,19.137051
19.465,4.5080514,19.61408,4.5080514,19.61408,4.5080514,19.61408
19.469999,3.8135841,20.074528,3.8135841,20.074528,3.8135841,20.074528
19.475,3.1153028,20.517933,3.1153028,20.517933,3.1153028,20.517933
19.48,2.4138968,20.943859,2.4138968,20.943859,2.4138968,20.943859
19.485001,1.7100579,21.351883,1.7100579,21.351883,1.7100579,21.351883
19.49,1.0044811,21.741602,1.0044811,21.741602,1.0044811,21.741602
19.495001,0.29786265,22.112629,0.29786265,22.112629,0.29786265,22.112629
19.5,-0.40910009,22.464598,-0.40910009,22.464598,-0.40910009,22.464598
19.504999,-1.1157094,22.797157,-1.1157094,22.797157,-1.1157094,22.797157
19.51,-1.8212678,23.109982,-1.8212678,23.109982,-1.8212678,23.109982
19.514999,-2.5250793,23.402756,-2.5250793,23.402756,-2.5250793,23.402756
19.52,-3.2264488,23.675194,-3.2264488,23.675194,-3.2264488,23.675194
19.525,-3.9246845,23.927023,-3.9246845,23.927023,-3.9246845,23.927023
19.530001,-4.6190972,24.157995,-4.6190972,24.157995,-4.6190972,24.157995
19.535,-5.3090019,24.36788,-5.3090019,24.36788,-5.3090019,24.36788
19.540001,-5.9937167,24.556469,-5.9937167,24.556469,-5.9937167,24.556469
19.545,-6.6725669,24.723574,-6.6725669,24.723574,-6.6725669,24.723574
19.549999,-7.344882,24.86903,-7.344882,24.86903,-7.344882,24.86903
19.555,-8.0099993,24.992691,-8.0099993,24.992691,-8.0099993,24.992691
19.559999,-8.6672611,25.094435,-8.6672611,25.094435,-8.6672611,25.094435
19.565001,-9.3160191,25.174158,-9.3160191,25.174158,-9.3160191,25.174158
19.57,-9.9556341,25.231783,-9.9556341,25.231783,-9.9556341,25.231783
19.575001,-10.585473,25.267248,-10.585473,25.267248,-10.585473,25.267248
19.58,-11.204916,25.280519,-11.204916,25.280519,-11.204916,25.280519
19.584999,-11.813351,25.271584,-11.813351,25.271584,-11.813351,25.271584
19.59,-12.410177,25.240444,-12.410177,25.240444,-12.410177,25.240444
19.594999,-12.994806,25.187134,-12.994806,25.187134,-12.994806,25.187134
19.6,-13.56666,25.111702,-13.56666,25.111702,-13.56666,25.111702
19.605,-14.125175,25.014223,-14.125175,25.014223,-14.125175,25.014223
19.610001,-14.669801,24.894793,-14.669801,24.894793,-14.669801,24.894793
19.615,-15.199999,24.753525,-15.199999,24.753525,-15.199999,24.753525
19.620001,-15.715246,24.590557,-15.715246,24.590557,-15.715246,24.590557
19.625,-16.215034,24.406052,-16.215034,24.406052,-16.215034,24.406052
19.629999,-16.698868,24.20019,-16.698868,24.20019,-16.698868,24.20019
19.635,-17.166273,23.973169,-17.166273,23.973169,-17.166273,23.973169
19.639999,-17.616787,23.725216,-17.616787,23.725216,-17.616787,23.725216
19.645,-18.049965,23.456573,-18.049965,23.456573,-18.049965,23.456573
19.65,-18.465378,23.167503,-18.465378,23.167503,-18.465378,23.167503
19.655001,-18.862619,22.85829,-18.862619,22.85829,-18.862619,22.85829
19.66,-19.241293,22.529238,-19.241293,22.529238,-19.241293,22.529238
19.665001,-19.601028,22.180672,-19.601028,22.180672,-19.601028,22.180672
19.67,-19.941471,21.812931,-19.941471,21.812931,-19.941471,21.812931
19.674999,-20.262281,21.42638,-20.262281,21.42638,-20.262281,21.42638
19.68,-20.563145,21.021399,-20.563145,21.021399,-20.563145,21.021399
19.684999,-20.843763,20.598383,-20.843763,20.598383,-20.843763,20.598383
19.690001,-21.103863,20.157751,-21.103863,20.157751,-21.103863,20.157751
19.695,-21.343184,19.699938,-21.343184,19.699938,-21.343184,19.699938
19.700001,-21.561491,19.225389,-21.561491,19.225389,-21.561491,19.225389
19.705,-21.75857,18.734575,-21.75857,18.734575,-21.75857,18.734575
19.709999,-21.934223,18.22798,-21.934223,18.22798,-21.934223,18.22798
19.715,-22.088282,17.706099,-22.088282,17.706099,-22.088282,17.706099
19.719999,-22.220589,17.169449,-22.220589,17.169449,-22.220589,17.169449
19.725,-22.331017,16.618555,-22.331017,16.618555,-22.331017,16.618555
19.73,-22.419456,16.053961,-22.419456,16.053961,-22.419456,16.053961
19.735001,-22.485819,15.476224,-22.485819,15.476224,-22.485819,15.476224
19.74,-22.530041,14.885912,-22.530041,14.885912,-22.530041,14.885912
19.745001,-22.552076,14.283606,-22.552076,14.283606,-22.552076,14.283606
19.75,-22.551907,13.669897,-22.551907,13.669897,-22.551907,13.669897
19.754999,-22.529528,13.045393,-22.529528,13.045393,-22.529528,13.045393
19.76,-22.484964,12.410707,-22.484964,12.410707,-22.484964,12.410707
19.764999,-22.418261,11.766464,-22.418261,11.766464,-22.418261,11.766464
19.77,-22.329483,11.113299,-22.329483,11.113299,-22.329483,11.113299
19.775,-22.218716,10.451855,-22.218716,10.451855,-22.218716,10.451855
19.780001,-22.086071,9.7827835,-22.086071,9.7827835,-22.086071,9.7827835
19.785,-21.931679,9.1067429,-21.931679,9.1067429,-21.931679,9.1067429
19.790001,-21.755692,8.4243994,-21.755692,8.4243994,-21.755692,8.4243994
19.795,-21.558283,7.7364254,-21.558283,7.7364254,-21.558283,7.7364254
19.799999,-21.339649,7.0434985,-21.339649,7.0434985,-21.339649,7.0434985
19.805,-21.100002,6.3463006,-21.100002,6.3463006,-21.100002,6.3463006
19.809999,-20.839582,5.6455188,-20.839582,5.6455188,-20.839582,5.6455188
19.815001,-20.558645,4.941843,-20.558645,4.941843,-20.558645,4.941843
19.82,-20.257467,4.2359667,-20.257467,4.2359667,-20.257467,4.2359667
19.825001,-19.936346,3.5285852,-19.936346,3.5285852,-19.936346,3.5285852
19.83,-19.595598,2.820395,-19.595598,2.820395,-19.595598,2.820395
19.834999,-19.235563,2.1120939,-19.235563,2.1120939,-19.235563,2.1120939
19.84,-18.85659,1.4043794,-18.85659,1.4043794,-18.85659,1.4043794
19.844999,-18.459059,0.69794852,-18.459059,0.69794852,-18.459059,0.69794852
19.85,-18.04336,-0.0065026823,-18.04336,-0.0065026823,-18.04336,-0.0065026823
19.855,-17.609901,-0.70828044,-17.609901,-0.70828044,-17.609901,-0.70828044
19.860001,-17.159113,-1.4066936,-17.159113,-1.4066936,-17.159113,-1.4066936
19.865,-16.691439,-2.101054,-16.691439,-2.101054,-16.691439,-2.101054
19.870001,-16.20734,-2.790678,-16.20734,-2.790678,-16.20734,-2.790678
19.875,-15.707297,-3.4748862,-15.707297,-3.4748862,-15.707297,-3.4748862
19.879999,-15.1918,-4.1530046,-15.1918,-4.1530046,-15.1918,-4.1530046
19.885,-14.661359,-4.8243656,-14.661359,-4.8243656,-14.661359,-4.8243656
19.889999,-14.116498,-5.488308,-14.116498,-5.488308,-14.116498,-5.488308
19.895,-13.557754,-6.1441774,-13.557754,-6.1441774,-13.557754,-6.1441774
19.9,-12.985678,-6.7913284,-12.985678,-6.7913284,-12.985678,-6.7913284
19.905001,-12.400835,-7.4291234,-12.400835,-7.4291234,-12.400835,-7.4291234
19.91,-11.803802,-8.0569344,-11.803802,-8.0569344,-11.803802,-8.0569344
19.915001,-11.195168,-8.6741428,-11.195168,-8.6741428,-11.195168,-8.6741428
19.92,-10.575536,-9.2801418,-10.575536,-9.2801418,-10.575536,-9.2801418
19.924999,-9.9455137,-9.8743334,-9.9455137,-9.8743334,-9.9455137,-9.8743334
19.93,-9.3057251,-10.456133,-9.3057251,-10.456133,-9.3057251,-10.456133
19.934999,-8.6568003,-11.024968,-8.6568003,-11.024968,-8.6568003,-11.024968
19.940001,-7.9993815,-11.580278,-7.9993815,-11.580278,-7.9993815,-11.580278
19.945,-7.334116,-12.121517,-7.334116,-12.121517,-7.334116,-12.121517
19.950001,-6.6616607,-12.648152,-6.6616607,-12.648152,-6.6616607,-12.648152
19.955,-5.9826794,-13.159664,-5.9826794,-13.159664,-5.9826794,-13.159664
19.959999,-5.2978415,-13.65555,-5.2978415,-13.65555,-5.2978415,-13.65555
19.965,-4.6078238,-14.135322,-4.6078238,-14.135322,-4.6078238,-14.135322
19.969999,-3.9133067,-14.598507,-3.9133067,-14.598507,-3.9133067,-14.598507
19.975,-3.2149756,-15.04465,-3.2149756,-15.04465,-3.2149756,-15.04465
19.98,-2.5135195,-15.473311,-2.5135195,-15.473311,-2.5135195,-15.473311
19.985001,-1.8096309,-15.88407,-1.8096309,-15.88407,-1.8096309,-15.88407
19.99,-1.1040044,-16.276522,-1.1040044,-16.276522,-1.1040044,-16.276522
19.995001,-0.39733616,-16.650282,-0.39733616,-16.650282,-0.39733616,-16.650282
20,0.30967626,-17.00498,0.30967626,-17.00498,0.30967626,-17.00498
20.004999,1.0163352,-17.340269,1.0163352,-17.340269,1.0163352,-17.340269
20.01,1.7219435,-17.655821,1.7219435,-17.655821,1.7219435,-17.655821
20.014999,2.4258044,-17.951323,2.4258044,-17.951323,2.4258044,-17.951323
20.02,3.1272237,-18.226484,3.1272237,-18.226484,3.1272237,-18.226484
20.025,3.8255091,-18.481039,3.8255091,-18.481039,3.8255091,-18.481039
20.030001,4.5199714,-18.714731,4.5199714,-18.714731,4.5199714,-18.714731
20.035,5.2099252,-18.927338,5.2099252,-18.927338,5.2099252,-18.927338
20.040001,5.89469,-19.118647,5.89469,-19.118647,5.89469,-19.118647
20.045,6.5735898,-19.288469,6.5735898,-19.288469,6.5735898,-19.288469
20.049999,7.2459545,-19.436642,7.2459545,-19.436642,7.2459545,-19.436642
20.055,7.9111204,-19.563019,7.9111204,-19.563019,7.9111204,-19.563019
20.059999,8.5684319,-19.667477,8.5684319,-19.667477,8.5684319,-19.667477
20.065001,9.2172394,-19.749912,9.2172394,-19.749912,9.2172394,-19.749912
20.07,9.8569031,-19.810247,9.8569031,-19.810247,9.8569031,-19.810247
20.075001,10.486793,-19.848425,10.486793,-19.848425,10.486793,-19.848425
20.08,11.106284,-19.864405,11.106284,-19.864405,11.106284,-19.864405
20.084999,11.714768,-19.858175,11.714768,-19.858175,11.714768,-19.858175
20.09,12.311645,-19.829742,12.311645,-19.829742,12.311645,-19.829742
20.094999,12.896322,-19.779137,12.896322,-19.779137,12.896322,-19.779137
20.1,13.468225,-19.706409,13.468225,-19.706409,13.468225,-19.706409
20.105,14.026791,-19.611631,14.026791,-19.611631,14.026791,-19.611631
20.110001,14.571465,-19.494902,14.571465,-19.494902,14.571465,-19.494902
20.115,15.101712,-19.356333,15.101712,-19.356333,15.101712,-19.356333
20.120001,15.617008,-19.196064,15.617008,-19.196064,15.617008,-19.196064
20.125,16.116844,-19.014256,16.116844,-19.014256,16.116844,-19.014256
20.129999,16.600729,-18.811087,16.600729,-18.811087,16.600729,-18.811087
20.135,17.068184,-18.586761,17.068184,-18.586761,17.068184,-18.586761
20.139999,17.518745,-18.341501,17.518745,-18.341501,17.518745,-18.341501
20.145,17.951973,-18.075548,17.951973,-18.075548,17.951973,-18.075548
20.15,18.367435,-17.789167,18.367435,-17.789167,18.367435,-17.789167
20.155001,18.764725,-17.482645,18.764725,-17.482645,18.764725,-17.482645
20.16,19.143448,-17.156281,19.143448,-17.156281,19.143448,-17.156281
20.165001,19.503233,-16.810398,19.503233,-16.810398,19.503233,-16.810398
20.17,19.843721,-16.445343,19.843721,-16.445343,19.843721,-16.445343
20.174999,20.164581,-16.061476,20.164581,-16.061476,20.164581,-16.061476
20.18,20.465494,-15.659175,20.465494,-15.659175,20.465494,-15.659175
20.184999,20.746162,-15.23884,20.746162,-15.23884,20.746162,-15.23884
20.190001,21.006311,-14.800888,21.006311,-14.800888,21.006311,-14.800888
20.195,21.24568,-14.345751,21.24568,-14.345751,21.24568,-14.345751
20.200001,21.464037,-13.873879,21.464037,-13.873879,21.464037,-13.873879
20.205,21.661163,-13.385741,21.661163,-13.385741,21.661163,-13.385741
20.209999,21.836866,-12.881819,21.836866,-12.881819,21.836866,-12.881819
20.215,21.990973,-12.362611,21.990973,-12.362611,21.990973,-12.362611
20.219999,22.123329,-11.82863,22.123329,-11.82863,22.123329,-11.82863
20.225,22.233805,-11.280407,22.233805,-11.280407,22.233805,-11.280407
20.23,22.322292,-10.718482,22.322292,-10.718482,22.322292,-10.718482
20.235001,22.388704,-10.143412,22.388704,-10.143412,22.388704,-10.143412
20.24,22.432976,-9.5557652,22.432976,-9.5557652,22.432976,-9.5557652
20.245001,22.455059,-8.9561234,22.455059,-8.9561234,22.455059,-8.9561234
20.25,22.454937,-8.3450785,22.454937,-8.3450785,22.454937,-8.3450785
20.254999,22.432608,-7.7232356,22.432608,-7.7232356,22.432608,-7.7232356
20.26,22.388094,-7.0912099,22.388094,-7.0912099,22.388094,-7.0912099
20.264999,22.321438,-6.4496264,22.321438,-6.4496264,22.321438,-6.4496264
20.27,22.232708,-5.799119,22.232708,-5.799119,22.232708,-5.799119
20.275,22.121988,-5.1403313,22.121988,-5.1403313,22.121988,-5.1403313
20.280001,21.989393,-4.4739146,21.989393,-4.4739146,21.989393,-4.4739146
20.285,21.835049,-3.800528,21.835049,-3.800528,21.835049,-3.800528
20.290001,21.659111,-3.1208372,21.659111,-3.1208372,21.659111,-3.1208372
20.295,21.46175,-2.4355142,21.46175,-2.4355142,21.46175,-2.4355142
20.299999,21.243162,-1.7452369,21.243162,-1.7452369,21.243162,-1.7452369
20.305,21.003565,-1.0506874,21.003565,-1.0506874,21.003565,-1.0506874
20.309999,20.743193,-0.35255268,20.743193,-0.35255268,20.743193,-0.35255268
20.315001,20.462303,0.3484771,20.462303,0.3484771,20.462303,0.3484771
20.32,20.161175,1.0517088,20.161175,1.0517088,20.161175,1.0517088
20.325001,19.840101,1.7564472,19.840101,1.7564472,19.840101,1.7564472
20.33,19.499403,2.4619956,19.499403,2.4619956,19.499403,2.4619956
20.334999,19.139414,3.1676562,19.139414,3.1676562,19.139414,3.1676562
20.34,18.76049,3.8727314,18.76049,3.8727314,18.76049,3.8727314
20.344999,18.363007,4.5765243,18.363007,4.5765243,18.363007,4.5765243
20.35,17.947355,5.2783389,17.947355,5.2783389,17.947355,5.2783389
20.355,17.513945,5.9774814,17.513945,5.9774814,17.513945,5.9774814
20.360001,17.063204,6.6732607,17.063204,6.6732607,17.063204,6.6732607
20.365,16.595579,7.3649883,16.595579,7.3649883,16.595579,7.3649883
20.370001,16.111528,8.051981,16.111528,8.051981,16.111528,8.051981
20.375,15.611532,8.7335596,15.611532,8.7335596,15.611532,8.7335596
20.379999,15.096084,9.409049,15.096084,9.409049,15.096084,9.409049
20.385,14.56569,10.077783,14.56569,10.077783,14.56569,10.077783
20.389999,14.020877,10.7391,14.020877,10.7391,14.020877,10.7391
20.395,13.46218,11.392344,13.46218,11.392344,13.46218,11.392344
20.4,12.890152,12.036871,12.890152,12.036871,12.890152,12.036871
20.405001,12.305357,12.672044,12.305357,12.672044,12.305357,12.672044
20.41,11.708372,13.297235,11.708372,13.297235,11.708372,13.297235
20.415001,11.099787,13.911823,11.099787,13.911823,11.099787,13.911823
20.42,10.480201,14.515203,10.480201,14.515203,10.480201,14.515203
20.424999,9.8502264,15.106779,9.8502264,15.106779,9.8502264,15.106779
20.43,9.2104855,15.685963,9.2104855,15.685963,9.2104855,15.685963
20.434999,8.5616093,16.252184,8.5616093,16.252184,8.5616093,16.252184
20.440001,7.9042373,16.804882,7.9042373,16.804882,7.9042373,16.804882
20.445,7.2390194,17.343508,7.2390194,17.343508,7.2390194,17.343508
20.450001,6.5666118,17.867533,6.5666118,17.867533,6.5666118,17.867533
20.455,5.8876781,18.376436,5.8876781,18.376436,5.8876781,18.376436
20.459999,5.202888,18.869715,5.202888,18.869715,5.202888,18.869715
20.465,4.5129175,19.346878,4.5129175,19.346878,4.5129175,19.346878
20.469999,3.8184478,19.807459,3.8184478,19.807459,3.8184478,19.807459
20.475,3.1201639,20.250998,3.1201639,20.250998,3.1201639,20.250998
20.48,2.4187553,20.677057,2.4187553,20.677057,2.4187553,20.677057
20.485001,1.7149141,21.085215,1.7149141,21.085215,1.7149141,21.085215
20.49,1.0093349,21.475067,1.0093349,21.475067,1.0093349,21.475067
20.495001,0.30271402,21.846228,0.30271402,21.846228,0.30271402,21.846228
20.5,-0.40425113,22.19833,-0.40425113,22.19833,-0.40425113,22.19833
20.504999,-1.1108629,22.531023,-1.1108629,22.531023,-1.1108629,22.531023
20.51,-1.8164238,22.843979,-1.8164238,22.843979,-1.8164238,22.843979
20.514999,-2.5202374,23.136887,-2.5202374,23.136887,-2.5202374,23.136887
20.52,-3.2216096,23.409458,-3.2216096,23.409458,-3.2216096,23.409458
20.525,-3.9198477,23.661421,-3.9198477,23.661421,-3.9198477,23.661421
20.530001,-4.6142631,23.892525,-4.6142631,23.892525,-4.6142631,23.892525
20.535,-5.3041697,24.102541,-5.3041697,24.102541,-5.3041697,24.102541
20.540001,-5.9888873,24.291264,-5.9888873,24.291264,-5.9888873,24.291264
20.545,-6.6677399,24.4585,-6.6677399,24.4585,-6.6677399,24.4585
20.549999,-7.3400574,24.60409,-7.3400574,24.60409,-7.3400574,24.60409
20.555,-8.0051765,24.727882,-8.0051765,24.727882,-8.0051765,24.727882
20.559999,-8.6624413,24.829758,-8.6624413,24.829758,-8.6624413,24.829758
20.565001,-9.311202,24.909615,-9.311202,24.909615,-9.311202,24.909615
20.57,-9.950819,24.967371,-9.950819,24.967371,-9.950819,24.967371
20.575001,-10.580661,25.00297,-10.580661,25.00297,-10.580661,25.00297
20.58,-11.200106,25.016373,-11.200106,25.016373,-11.200106,25.016373
20.584999,-11.808543,25.007568,-11.808543,25.007568,-11.808543,25.007568
20.59,-12.405372,24.976561,-12.405372,24.976561,-12.405372,24.976561
20.594999,-12.990003,24.923382,-12.990003,24.923382,-12.990003,24.923382
