"Time","resistor_e.i[1]","resistor_e.i[2]","resistor_s.i[1]","resistor_s.i[2]","resistor_m.i[1]","resistor_m.i[2]"
54.459999,5.2476335,16.412628,5.2476335,16.412628,5.2476335,16.412628
54.465,4.5576406,16.891022,4.5576406,16.891022,4.5576406,16.891022
54.470001,3.8631485,17.352829,3.8631485,17.352829,3.8631485,17.352829
54.474998,3.1648424,17.797594,3.1648424,17.797594,3.1648424,17.797594
54.48,2.4634113,18.22488,2.4634113,18.22488,2.4634113,18.22488
54.485001,1.7595478,18.634264,1.7595478,18.634264,1.7595478,18.634264
54.490002,1.0539463,19.025341,1.0539463,19.025341,1.0539463,19.025341
54.494999,0.34730312,19.397726,0.34730312,19.397726,0.34730312,19.397726
54.5,-0.35968435,19.751051,-0.35968435,19.751051,-0.35968435,19.751051
54.505001,-1.0663183,20.084969,-1.0663183,20.084969,-1.0663183,20.084969
54.509998,-1.7719015,20.399147,-1.7719015,20.399147,-1.7719015,20.399147
54.514999,-2.4757376,20.693277,-2.4757376,20.693277,-2.4757376,20.693277
54.52,-3.1771319,20.96707,-3.1771319,20.96707,-3.1771319,20.96707
54.525002,-3.8753922,21.220253,-3.8753922,21.220253,-3.8753922,21.220253
54.529999,-4.5698295,21.452578,-4.5698295,21.452578,-4.5698295,21.452578
54.535,-5.2597585,21.663815,-5.2597585,21.663815,-5.2597585,21.663815
54.540001,-5.9444985,21.853754,-5.9444985,21.853754,-5.9444985,21.853754
54.544998,-6.623373,22.022211,-6.623373,22.022211,-6.623373,22.022211
54.549999,-7.2957129,22.169018,-7.2957129,22.169018,-7.2957129,22.169018
54.555,-7.9608541,22.294027,-7.9608541,22.294027,-7.9608541,22.294027
54.560001,-8.6181412,22.39712,-8.6181412,22.39712,-8.6181412,22.39712
54.564999,-9.2669239,22.478193,-9.2669239,22.478193,-9.2669239,22.478193
54.57,-9.9065628,22.537165,-9.9065628,22.537165,-9.9065628,22.537165
54.575001,-10.536427,22.573977,-10.536427,22.573977,-10.536427,22.573977
54.580002,-11.155894,22.588594,-11.155894,22.588594,-11.155894,22.588594
54.584999,-11.764354,22.581003,-11.764354,22.581003,-11.764354,22.581003
54.59,-12.361204,22.55121,-12.361204,22.55121,-12.361204,22.55121
54.595001,-12.945857,22.499245,-12.945857,22.499245,-12.945857,22.499245
54.599998,-13.517736,22.425156,-13.517736,22.425156,-13.517736,22.425156
54.605,-14.076276,22.329021,-14.076276,22.329021,-14.076276,22.329021
54.610001,-14.620926,22.210932,-14.620926,22.210932,-14.620926,22.210932
54.615002,-15.151148,22.071005,-15.151148,22.071005,-15.151148,22.071005
54.619999,-15.66642,21.90938,-15.66642,21.90938,-15.66642,21.90938
54.625,-16.166231,21.726213,-16.166231,21.726213,-16.166231,21.726213
54.630001,-16.650091,21.52169,-16.650091,21.52169,-16.650091,21.52169
54.634998,-17.117521,21.296011,-17.117521,21.296011,-17.117521,21.296011
54.639999,-17.568058,21.049395,-17.568058,21.049395,-17.568058,21.049395
54.645,-18.001261,20.782089,-18.001261,20.782089,-18.001261,20.782089
54.650002,-18.416698,20.494356,-18.416698,20.494356,-18.416698,20.494356
54.654999,-18.813963,20.18648,-18.813963,20.18648,-18.813963,20.18648
54.66,-19.192663,19.858763,-19.192663,19.858763,-19.192663,19.858763
54.665001,-19.552422,19.511532,-19.552422,19.511532,-19.552422,19.511532
54.669998,-19.892887,19.145126,-19.892887,19.145126,-19.892887,19.145126
54.674999,-20.213722,18.759909,-20.213722,18.759909,-20.213722,18.759909
54.68,-20.51461,18.356258,-20.51461,18.356258,-20.51461,18.356258
54.685001,-20.795254,17.934576,-20.795254,17.934576,-20.795254,17.934576
54.689999,-21.055378,17.495275,-21.055378,17.495275,-21.055378,17.495275
54.695,-21.294724,17.038792,-21.294724,17.038792,-21.294724,17.038792
54.700001,-21.513054,16.565575,-21.513054,16.565575,-21.513054,16.565575
54.705002,-21.710157,16.076092,-21.710157,16.076092,-21.710157,16.076092
54.709999,-21.885836,15.570824,-21.885836,15.570824,-21.885836,15.570824
54.715,-22.039917,15.050271,-22.039917,15.050271,-22.039917,15.050271
54.720001,-22.172249,14.514948,-22.172249,14.514948,-22.172249,14.514948
54.724998,-22.282701,13.965382,-22.282701,13.965382,-22.282701,13.965382
54.73,-22.371164,13.402115,-22.371164,13.402115,-22.371164,13.402115
54.735001,-22.437551,12.825703,-22.437551,12.825703,-22.437551,12.825703
54.740002,-22.481796,12.236715,-22.481796,12.236715,-22.481796,12.236715
54.744999,-22.503857,11.635733,-22.503857,11.635733,-22.503857,11.635733
54.75,-22.50371,11.023349,-22.50371,11.023349,-22.50371,11.023349
54.755001,-22.481356,10.400167,-22.481356,10.400167,-22.481356,10.400167
54.759998,-22.436817,9.7668037,-22.436817,9.7668037,-22.436817,9.7668037
54.764999,-22.370138,9.1238823,-22.370138,9.1238823,-22.370138,9.1238823
54.77,-22.281384,8.4720383,-22.281384,8.4720383,-22.281384,8.4720383
54.775002,-22.170641,7.8119144,-22.170641,7.8119144,-22.170641,7.8119144
54.779999,-22.038019,7.1441622,-22.038019,7.1441622,-22.038019,7.1441622
54.785,-21.883652,6.4694409,-21.883652,6.4694409,-21.883652,6.4694409
54.790001,-21.707689,5.7884159,-21.707689,5.7884159,-21.707689,5.7884159
54.794998,-21.510303,5.1017594,-21.510303,5.1017594,-21.510303,5.1017594
54.799999,-21.291693,4.4101496,-21.291693,4.4101496,-21.291693,4.4101496
54.805,-21.052071,3.714268,-21.052071,3.714268,-21.052071,3.714268
54.810001,-20.791676,3.0148017,-20.791676,3.0148017,-20.791676,3.0148017
54.814999,-20.510761,2.3124411,-20.510761,2.3124411,-20.510761,2.3124411
54.82,-20.209608,1.6078793,-20.209608,1.6078793,-20.209608,1.6078793
54.825001,-19.88851,0.90181142,-19.88851,0.90181142,-19.88851,0.90181142
54.830002,-19.547787,0.19493432,-19.547787,0.19493432,-19.547787,0.19493432
54.834999,-19.187775,-0.51205444,-19.187775,-0.51205444,-19.187775,-0.51205444
54.84,-18.808826,-1.2184572,-18.808826,-1.2184572,-18.808826,-1.2184572
54.845001,-18.41132,-1.923577,-18.41132,-1.923577,-18.41132,-1.923577
54.849998,-17.995644,-2.6267178,-17.995644,-2.6267178,-17.995644,-2.6267178
54.855,-17.562208,-3.3271856,-17.562208,-3.3271856,-17.562208,-3.3271856
54.860001,-17.111444,-4.0242896,-17.111444,-4.0242896,-17.111444,-4.0242896
54.865002,-16.643795,-4.7173419,-16.643795,-4.7173419,-16.643795,-4.7173419
54.869999,-16.159719,-5.4056578,-16.159719,-5.4056578,-16.159719,-5.4056578
54.875,-15.659699,-6.0885587,-15.659699,-6.0885587,-15.659699,-6.0885587
54.880001,-15.144227,-6.7653708,-15.144227,-6.7653708,-15.144227,-6.7653708
54.884998,-14.61381,-7.4354262,-14.61381,-7.4354262,-14.61381,-7.4354262
54.889999,-14.068973,-8.0980635,-14.068973,-8.0980635,-14.068973,-8.0980635
54.895,-13.510251,-8.7526283,-13.510251,-8.7526283,-13.510251,-8.7526283
54.900002,-12.938199,-9.3984747,-12.938199,-9.3984747,-12.938199,-9.3984747
54.904999,-12.35338,-10.034966,-12.35338,-10.034966,-12.35338,-10.034966
54.91,-11.756371,-10.661475,-11.756371,-10.661475,-11.756371,-10.661475
54.915001,-11.147761,-11.277382,-11.147761,-11.277382,-11.147761,-11.277382
54.919998,-10.528152,-11.882079,-10.528152,-11.882079,-10.528152,-11.882079
54.924999,-9.8981543,-12.47497,-9.8981543,-12.47497,-9.8981543,-12.47497
54.93,-9.2583885,-13.05547,-9.2583885,-13.05547,-9.2583885,-13.05547
54.935001,-8.6094885,-13.623006,-8.6094885,-13.623006,-8.6094885,-13.623006
54.939999,-7.9520931,-14.177017,-7.9520931,-14.177017,-7.9520931,-14.177017
54.945,-7.2868509,-14.716958,-7.2868509,-14.716958,-7.2868509,-14.716958
54.950001,-6.6144195,-15.242295,-6.6144195,-15.242295,-6.6144195,-15.242295
54.955002,-5.9354615,-15.752511,-5.9354615,-15.752511,-5.9354615,-15.752511
54.959999,-5.2506475,-16.247101,-5.2506475,-16.247101,-5.2506475,-16.247101
54.965,-4.5606532,-16.725576,-4.5606532,-16.725576,-4.5606532,-16.725576
54.970001,-3.8661597,-17.187468,-3.8661597,-17.187468,-3.8661597,-17.187468
54.974998,-3.1678522,-17.632317,-3.1678522,-17.632317,-3.1678522,-17.632317
54.98,-2.4664197,-18.059685,-2.4664197,-18.059685,-2.4664197,-18.059685
54.985001,-1.7625546,-18.469151,-1.7625546,-18.469151,-1.7625546,-18.469151
54.990002,-1.0569516,-18.86031,-1.0569516,-18.86031,-1.0569516,-18.86031
54.994999,-0.35030693,-19.232777,-0.35030693,-19.232777,-0.35030693,-19.232777
55,0.356682,-19.586185,0.356682,-19.586185,0.356682,-19.586185
55.005001,1.0633175,-19.920185,1.0633175,-19.920185,1.0633175,-19.920185
55.009998,1.7689022,-20.234446,1.7689022,-20.234446,1.7689022,-20.234446
55.014999,2.4727397,-20.528658,2.4727397,-20.528658,2.4727397,-20.528658
55.02,3.1741354,-20.802532,3.1741354,-20.802532,3.1741354,-20.802532
55.025002,3.8723974,-21.055798,3.8723974,-21.055798,3.8723974,-21.055798
55.029999,4.5668364,-21.288206,4.5668364,-21.288206,4.5668364,-21.288206
55.035,5.2567668,-21.499525,5.2567668,-21.499525,5.2567668,-21.499525
55.040001,5.9415078,-21.689547,5.9415078,-21.689547,5.9415078,-21.689547
55.044998,6.6203842,-21.858086,6.6203842,-21.858086,6.6203842,-21.858086
55.049999,7.2927256,-22.004972,7.2927256,-22.004972,7.2927256,-22.004972
55.055,7.9578686,-22.130066,7.9578686,-22.130066,7.9578686,-22.130066
55.060001,8.6151562,-22.23324,8.6151562,-22.23324,8.6151562,-22.23324
55.064999,9.2639408,-22.314394,9.2639408,-22.314394,9.2639408,-22.314394
55.07,9.9035816,-22.373447,9.9035816,-22.373447,9.9035816,-22.373447
55.075001,10.533446,-22.410343,10.533446,-22.410343,10.533446,-22.410343
55.080002,11.152916,-22.425043,11.152916,-22.425043,11.152916,-22.425043
55.084999,11.761376,-22.417532,11.761376,-22.417532,11.761376,-22.417532
55.09,12.358229,-22.387821,12.358229,-22.387821,12.358229,-22.387821
55.095001,12.942883,-22.335938,12.942883,-22.335938,12.942883,-22.335938
55.099998,13.514764,-22.26193,13.514764,-22.26193,13.514764,-22.26193
55.105,14.073305,-22.165876,14.073305,-22.165876,14.073305,-22.165876
55.110001,14.617956,-22.047869,14.617956,-22.047869,14.617956,-22.047869
55.115002,15.14818,-21.908024,15.14818,-21.908024,15.14818,-21.908024
55.119999,15.663453,-21.746479,15.663453,-21.746479,15.663453,-21.746479
55.125,16.163267,-21.563396,16.163267,-21.563396,16.163267,-21.563396
55.130001,16.647127,-21.358953,16.647127,-21.358953,16.647127,-21.358953
55.134998,17.114559,-21.133354,17.114559,-21.133354,17.114559,-21.133354
55.139999,17.565098,-20.886822,17.565098,-20.886822,17.565098,-20.886822
55.145,17.998301,-20.619596,17.998301,-20.619596,17.998301,-20.619596
55.150002,18.41374,-20.331944,18.41374,-20.331944,18.41374,-20.331944
55.154999,18.811007,-20.024149,18.811007,-20.024149,18.811007,-20.024149
55.16,19.189707,-19.696514,19.189707,-19.696514,19.189707,-19.696514
55.165001,19.549469,-19.349363,19.549469,-19.349363,19.549469,-19.349363
55.169998,19.889936,-18.983038,19.889936,-18.983038,19.889936,-18.983038
55.174999,20.210772,-18.597902,20.210772,-18.597902,20.210772,-18.597902
55.18,20.511662,-18.194334,20.511662,-18.194334,20.511662,-18.194334
55.185001,20.792307,-17.772732,20.792307,-17.772732,20.792307,-17.772732
55.189999,21.052431,-17.333513,21.052431,-17.333513,21.052431,-17.333513
55.195,21.291779,-16.87711,21.291779,-16.87711,21.291779,-16.87711
55.200001,21.510111,-16.403973,21.510111,-16.403973,21.510111,-16.403973
55.205002,21.707216,-15.91457,21.707216,-15.91457,21.707216,-15.91457
55.209999,21.882895,-15.409384,21.882895,-15.409384,21.882895,-15.409384
55.215,22.036978,-14.888912,22.036978,-14.888912,22.036978,-14.888912
55.220001,22.169312,-14.353669,22.169312,-14.353669,22.169312,-14.353669
55.224998,22.279766,-13.804183,22.279766,-13.804183,22.279766,-13.804183
55.23,22.368231,-13.240997,22.368231,-13.240997,22.368231,-13.240997
55.235001,22.434618,-12.664666,22.434618,-12.664666,22.434618,-12.664666
55.240002,22.478867,-12.075759,22.478867,-12.075759,22.478867,-12.075759
55.244999,22.500927,-11.474857,22.500927,-11.474857,22.500927,-11.474857
55.25,22.500782,-10.862554,22.500782,-10.862554,22.500782,-10.862554
55.255001,22.47843,-10.239452,22.47843,-10.239452,22.47843,-10.239452
55.259998,22.433893,-9.6061687,22.433893,-9.6061687,22.433893,-9.6061687
55.264999,22.367214,-8.9633284,22.367214,-8.9633284,22.367214,-8.9633284
55.27,22.278461,-8.3115644,22.278461,-8.3115644,22.278461,-8.3115644
55.275002,22.167719,-7.6515203,22.167719,-7.6515203,22.167719,-7.6515203
55.279999,22.035101,-6.9838486,22.035101,-6.9838486,22.035101,-6.9838486
55.285,21.880733,-6.309207,21.880733,-6.309207,21.880733,-6.309207
55.290001,21.704773,-5.6282625,21.704773,-5.6282625,21.704773,-5.6282625
55.294998,21.507389,-4.9416862,21.507389,-4.9416862,21.507389,-4.9416862
55.299999,21.28878,-4.2501559,21.28878,-4.2501559,21.28878,-4.2501559
55.305,21.04916,-3.5543542,21.04916,-3.5543542,21.04916,-3.5543542
55.310001,20.788765,-2.8549681,20.788765,-2.8549681,20.788765,-2.8549681
55.314999,20.507853,-2.1526873,20.507853,-2.1526873,20.507853,-2.1526873
55.32,20.206699,-1.4482054,20.206699,-1.4482054,20.206699,-1.4482054
55.325001,19.885605,-0.74221724,19.885605,-0.74221724,19.885605,-0.74221724
55.330002,19.544882,-0.035419956,19.544882,-0.035419956,19.544882,-0.035419956
55.334999,19.184872,0.67148906,19.184872,0.67148906,19.184872,0.67148906
55.34,18.805925,1.3778121,18.805925,1.3778121,18.805925,1.3778121
55.345001,18.408419,2.0828521,18.408419,2.0828521,18.408419,2.0828521
55.349998,17.992744,2.7859135,17.992744,2.7859135,17.992744,2.7859135
55.355,17.559311,3.4863019,17.559311,3.4863019,17.559311,3.4863019
55.360001,17.108547,4.1833262,17.108547,4.1833262,17.108547,4.1833262
55.365002,16.6409,4.8762989,16.6409,4.8762989,16.6409,4.8762989
55.369999,16.156826,5.5645356,16.156826,5.5645356,16.156826,5.5645356
55.375,15.656808,6.2473569,15.656808,6.2473569,15.656808,6.2473569
55.380001,15.141336,6.9240899,15.141336,6.9240899,15.141336,6.9240899
55.384998,14.610921,7.5940657,14.610921,7.5940657,14.610921,7.5940657
55.389999,14.066085,8.2566233,14.066085,8.2566233,14.066085,8.2566233
55.395,13.507365,8.911109,13.507365,8.911109,13.507365,8.911109
55.400002,12.935315,9.5568771,12.935315,9.5568771,12.935315,9.5568771
55.404999,12.350497,10.19329,12.350497,10.19329,12.350497,10.19329
55.41,11.753489,10.819718,11.753489,10.819718,11.753489,10.819718
55.415001,11.144881,11.435546,11.144881,11.435546,11.144881,11.435546
55.419998,10.525273,12.040164,10.525273,12.040164,10.525273,12.040164
55.424999,9.8952761,12.632977,9.8952761,12.632977,9.8952761,12.632977
55.43,9.2555132,13.213397,9.2555132,13.213397,9.2555132,13.213397
55.435001,8.6066141,13.780854,8.6066141,13.780854,8.6066141,13.780854
55.439999,7.9492197,14.334786,7.9492197,14.334786,7.9492197,14.334786
55.445,7.2839794,14.874649,7.2839794,14.874649,7.2839794,14.874649
55.450001,6.6115494,15.399907,6.6115494,15.399907,6.6115494,15.399907
55.455002,5.9325929,15.910044,5.9325929,15.910044,5.9325929,15.910044
55.459999,5.2477803,16.404554,5.2477803,16.404554,5.2477803,16.404554
55.465,4.5577874,16.882952,4.5577874,16.882952,4.5577874,16.882952
55.470001,3.8632953,17.344765,3.8632953,17.344765,3.8632953,17.344765
55.474998,3.164989,17.789534,3.164989,17.789534,3.164989,17.789534
55.48,2.463558,18.216824,2.463558,18.216824,2.463558,18.216824
55.485001,1.7596945,18.626211,1.7596945,18.626211,1.7596945,18.626211
55.490002,1.0540929,19.017292,1.0540929,19.017292,1.0540929,19.017292
55.494999,0.3474496,19.389681,0.3474496,19.389681,0.3474496,19.389681
55.5,-0.3595379,19.743011,-0.3595379,19.743011,-0.3595379,19.743011
55.505001,-1.066172,20.076931,-1.066172,20.076931,-1.066172,20.076931
55.509998,-1.7717552,20.391115,-1.7717552,20.391115,-1.7717552,20.391115
55.514999,-2.4755914,20.685249,-2.4755914,20.685249,-2.4755914,20.685249
55.52,-3.1769857,20.959045,-3.1769857,20.959045,-3.1769857,20.959045
55.525002,-3.8752463,21.212233,-3.8752463,21.212233,-3.8752463,21.212233
55.529999,-4.5696836,21.444561,-4.5696836,21.444561,-4.5696836,21.444561
55.535,-5.2596126,21.655802,-5.2596126,21.655802,-5.2596126,21.655802
55.540001,-5.9443526,21.845747,-5.9443526,21.845747,-5.9443526,21.845747
55.544998,-6.6232276,22.014206,-6.6232276,22.014206,-6.6232276,22.014206
55.549999,-7.295567,22.161016,-7.295567,22.161016,-7.295567,22.161016
55.555,-7.9607086,22.286032,-7.9607086,22.286032,-7.9607086,22.286032
55.560001,-8.6179953,22.389128,-8.6179953,22.389128,-8.6179953,22.389128
55.564999,-9.266778,22.470203,-9.266778,22.470203,-9.266778,22.470203
55.57,-9.9064169,22.529181,-9.9064169,22.529181,-9.9064169,22.529181
55.575001,-10.536282,22.565996,-10.536282,22.565996,-10.536282,22.565996
55.580002,-11.155748,22.580618,-11.155748,22.580618,-11.155748,22.580618
55.584999,-11.764208,22.57303,-11.764208,22.57303,-11.764208,22.57303
55.59,-12.361059,22.543242,-12.361059,22.543242,-12.361059,22.543242
55.595001,-12.945712,22.49128,-12.945712,22.49128,-12.945712,22.49128
55.599998,-13.517591,22.417196,-13.517591,22.417196,-13.517591,22.417196
55.605,-14.076131,22.321064,-14.076131,22.321064,-14.076131,22.321064
55.610001,-14.620781,22.202978,-14.620781,22.202978,-14.620781,22.202978
55.615002,-15.151004,22.063055,-15.151004,22.063055,-15.151004,22.063055
55.619999,-15.666275,21.901434,-15.666275,21.901434,-15.666275,21.901434
55.625,-16.166088,21.718273,-16.166088,21.718273,-16.166088,21.718273
55.630001,-16.649946,21.513754,-16.649946,21.513754,-16.649946,21.513754
55.634998,-17.117376,21.288076,-17.117376,21.288076,-17.117376,21.288076
55.639999,-17.567915,21.041466,-17.567915,21.041466,-17.567915,21.041466
55.645,-18.001116,20.774164,-18.001116,20.774164,-18.001116,20.774164
55.650002,-18.416553,20.486435,-18.416553,20.486435,-18.416553,20.486435
55.654999,-18.81382,20.178562,-18.81382,20.178562,-18.81382,20.178562
55.66,-19.192518,19.850851,-19.192518,19.850851,-19.192518,19.850851
55.665001,-19.552279,19.503622,-19.552279,19.503622,-19.552279,19.503622
55.669998,-19.892744,19.13722,-19.892744,19.13722,-19.892744,19.13722
55.674999,-20.213579,18.752007,-20.213579,18.752007,-20.213579,18.752007
55.68,-20.514467,18.348362,-20.514467,18.348362,-20.514467,18.348362
55.685001,-20.795111,17.926683,-20.795111,17.926683,-20.795111,17.926683
55.689999,-21.055233,17.487387,-21.055233,17.487387,-21.055233,17.487387
55.695,-21.294579,17.030907,-21.294579,17.030907,-21.294579,17.030907
55.700001,-21.512911,16.557693,-21.512911,16.557693,-21.512911,16.557693
55.705002,-21.710012,16.068213,-21.710012,16.068213,-21.710012,16.068213
55.709999,-21.885693,15.56295,-21.885693,15.56295,-21.885693,15.56295
55.715,-22.039774,15.042401,-22.039774,15.042401,-22.039774,15.042401
55.720001,-22.172106,14.507082,-22.172106,14.507082,-22.172106,14.507082
55.724998,-22.282558,13.95752,-22.282558,13.95752,-22.282558,13.95752
55.73,-22.371021,13.394257,-22.371021,13.394257,-22.371021,13.394257
55.735001,-22.437408,12.817849,-22.437408,12.817849,-22.437408,12.817849
55.740002,-22.481653,12.228866,-22.481653,12.228866,-22.481653,12.228866
55.744999,-22.503714,11.627887,-22.503714,11.627887,-22.503714,11.627887
55.75,-22.503567,11.015507,-22.503567,11.015507,-22.503567,11.015507
55.755001,-22.481215,10.392329,-22.481215,10.392329,-22.481215,10.392329
55.759998,-22.436674,9.7589693,-22.436674,9.7589693,-22.436674,9.7589693
55.764999,-22.369995,9.1160526,-22.369995,9.1160526,-22.369995,9.1160526
55.77,-22.28124,8.4642115,-22.28124,8.4642115,-22.28124,8.4642115
55.775002,-22.170498,7.8040919,-22.170498,7.8040919,-22.170498,7.8040919
55.779999,-22.037878,7.136344,-22.037878,7.136344,-22.037878,7.136344
55.785,-21.883509,6.4616261,-21.883509,6.4616261,-21.883509,6.4616261
55.790001,-21.707546,5.7806053,-21.707546,5.7806053,-21.707546,5.7806053
55.794998,-21.510162,5.0939527,-21.510162,5.0939527,-21.510162,5.0939527
55.799999,-21.291552,4.4023466,-21.291552,4.4023466,-21.291552,4.4023466
55.805,-21.051929,3.7064688,-21.051929,3.7064688,-21.051929,3.7064688
55.810001,-20.791533,3.0070064,-20.791533,3.0070064,-20.791533,3.0070064
55.814999,-20.51062,2.3046498,-20.51062,2.3046498,-20.51062,2.3046498
55.82,-20.209465,1.6000919,-20.209465,1.6000919,-20.209465,1.6000919
55.825001,-19.888369,0.89402795,-19.888369,0.89402795,-19.888369,0.89402795
55.830002,-19.547646,0.18715471,-19.547646,0.18715471,-19.547646,0.18715471
55.834999,-19.187634,-0.51983017,-19.187634,-0.51983017,-19.187634,-0.51983017
55.84,-18.808685,-1.2262291,-18.808685,-1.2262291,-18.808685,-1.2262291
55.845001,-18.411179,-1.9313449,-18.411179,-1.9313449,-18.411179,-1.9313449
55.849998,-17.995502,-2.6344817,-17.995502,-2.6344817,-17.995502,-2.6344817
55.855,-17.562067,-3.3349459,-17.562067,-3.3349459,-17.562067,-3.3349459
55.860001,-17.111303,-4.0320458,-17.111303,-4.0320458,-17.111303,-4.0320458
55.865002,-16.643654,-4.7250943,-16.643654,-4.7250943,-16.643654,-4.7250943
55.869999,-16.159578,-5.4134064,-16.159578,-5.4134064,-16.159578,-5.4134064
55.875,-15.659559,-6.0963035,-15.659559,-6.0963035,-15.659559,-6.0963035
55.880001,-15.144086,-6.7731118,-15.144086,-6.7731118,-15.144086,-6.7731118
55.884998,-14.613668,-7.4431629,-14.613668,-7.4431629,-14.613668,-7.4431629
55.889999,-14.068831,-8.1057959,-14.068831,-8.1057959,-14.068831,-8.1057959
55.895,-13.510111,-8.7603569,-13.510111,-8.7603569,-13.510111,-8.7603569
55.900002,-12.938059,-9.4062004,-12.938059,-9.4062004,-12.938059,-9.4062004
55.904999,-12.35324,-10.042688,-12.35324,-10.042688,-12.35324,-10.042688
55.91,-11.75623,-10.669192,-11.75623,-10.669192,-11.75623,-10.669192
55.915001,-11.147621,-11.285095,-11.147621,-11.285095,-11.147621,-11.285095
55.919998,-10.528011,-11.889789,-10.528011,-11.889789,-10.528011,-11.889789
55.924999,-9.8980141,-12.482677,-9.8980141,-12.482677,-9.8980141,-12.482677
55.93,-9.2582483,-13.063172,-9.2582483,-13.063172,-9.2582483,-13.063172
55.935001,-8.6093483,-13.630704,-8.6093483,-13.630704,-8.6093483,-13.630704
55.939999,-7.9519529,-14.184712,-7.9519529,-14.184712,-7.9519529,-14.184712
55.945,-7.2867112,-14.724649,-7.2867112,-14.724649,-7.2867112,-14.724649
55.950001,-6.6142793,-15.249983,-6.6142793,-15.249983,-6.6142793,-15.249983
55.955002,-5.9353218,-15.760194,-5.9353218,-15.760194,-5.9353218,-15.760194
55.959999,-5.2505078,-16.25478,-5.2505078,-16.25478,-5.2505078,-16.25478
55.965,-4.5605135,-16.733252,-4.5605135,-16.733252,-4.5605135,-16.733252
55.970001,-3.86602,-17.195139,-3.86602,-17.195139,-3.86602,-17.195139
55.974998,-3.1677125,-17.639984,-3.1677125,-17.639984,-3.1677125,-17.639984
55.98,-2.4662802,-18.067348,-2.4662802,-18.067348,-2.4662802,-18.067348
55.985001,-1.7624152,-18.47681,-1.7624152,-18.47681,-1.7624152,-18.47681
55.990002,-1.0568122,-18.867966,-1.0568122,-18.867966,-1.0568122,-18.867966
55.994999,-0.35016757,-19.240429,-0.35016757,-19.240429,-0.35016757,-19.240429
56,0.3568213,-19.593834,0.3568213,-19.593834,0.3568213,-19.593834
56.005001,1.0634567,-19.92783,1.0634567,-19.92783,1.0634567,-19.92783
56.009998,1.7690413,-20.242086,1.7690413,-20.242086,1.7690413,-20.242086
56.014999,2.4728787,-20.536295,2.4728787,-20.536295,2.4728787,-20.536295
56.02,3.1742744,-20.810165,3.1742744,-20.810165,3.1742744,-20.810165
56.025002,3.8725364,-21.063427,3.8725364,-21.063427,3.8725364,-21.063427
56.029999,4.5669751,-21.295832,4.5669751,-21.295832,4.5669751,-21.295832
56.035,5.2569056,-21.507145,5.2569056,-21.507145,5.2569056,-21.507145
56.040001,5.9416466,-21.697165,5.9416466,-21.697165,5.9416466,-21.697165
56.044998,6.620523,-21.8657,6.620523,-21.8657,6.620523,-21.8657
56.049999,7.2928643,-22.012583,7.2928643,-22.012583,7.2928643,-22.012583
56.055,7.9580069,-22.137672,7.9580069,-22.137672,7.9580069,-22.137672
56.060001,8.6152945,-22.240843,8.6152945,-22.240843,8.6152945,-22.240843
56.064999,9.2640791,-22.321993,9.2640791,-22.321993,9.2640791,-22.321993
56.07,9.9037199,-22.381042,9.9037199,-22.381042,9.9037199,-22.381042
56.075001,10.533585,-22.417934,10.533585,-22.417934,10.533585,-22.417934
56.080002,11.153054,-22.432631,11.153054,-22.432631,11.153054,-22.432631
56.084999,11.761515,-22.425117,11.761515,-22.425117,11.761515,-22.425117
56.09,12.358367,-22.395401,12.358367,-22.395401,12.358367,-22.395401
56.095001,12.943022,-22.343513,12.943022,-22.343513,12.943022,-22.343513
56.099998,13.514902,-22.269503,13.514902,-22.269503,13.514902,-22.269503
56.105,14.073443,-22.173445,14.073443,-22.173445,14.073443,-22.173445
56.110001,14.618094,-22.055433,14.618094,-22.055433,14.618094,-22.055433
56.115002,15.148318,-21.915585,15.148318,-21.915585,15.148318,-21.915585
56.119999,15.66359,-21.754038,15.66359,-21.754038,15.66359,-21.754038
56.125,16.163404,-21.57095,16.163404,-21.57095,16.163404,-21.57095
56.130001,16.647264,-21.366503,16.647264,-21.366503,16.647264,-21.366503
56.134998,17.114697,-21.1409,17.114697,-21.1409,17.114697,-21.1409
56.139999,17.565235,-20.894363,17.565235,-20.894363,17.565235,-20.894363
56.145,17.998438,-20.627134,17.998438,-20.627134,17.998438,-20.627134
56.150002,18.413877,-20.339479,18.413877,-20.339479,18.413877,-20.339479
56.154999,18.811144,-20.031679,18.811144,-20.031679,18.811144,-20.031679
56.16,19.189844,-19.704041,19.189844,-19.704041,19.189844,-19.704041
56.165001,19.549606,-19.356886,19.549606,-19.356886,19.549606,-19.356886
56.169998,19.890072,-18.990559,19.890072,-18.990559,19.890072,-18.990559
56.174999,20.210909,-18.605417,20.210909,-18.605417,20.210909,-18.605417
56.18,20.511799,-18.201847,20.511799,-18.201847,20.511799,-18.201847
56.185001,20.792444,-17.780241,20.792444,-17.780241,20.792444,-17.780241
56.189999,21.052568,-17.341017,21.052568,-17.341017,21.052568,-17.341017
56.195,21.291916,-16.884611,21.291916,-16.884611,21.291916,-16.884611
56.200001,21.510248,-16.41147,21.510248,-16.41147,21.510248,-16.41147
56.205002,21.707352,-15.922064,21.707352,-15.922064,21.707352,-15.922064
56.209999,21.883032,-15.416873,21.883032,-15.416873,21.883032,-15.416873
56.215,22.037115,-14.896398,22.037115,-14.896398,22.037115,-14.896398
