"Time","smee.inertiaRotor.phi","smee.inertiaRotor.w","smee.is[1]","smee.is[2]","smee.idq_sr[1]","smee.idq_sr[2]","smee.idq_rr[2]","smee.lesigma.i","smee.idq_dr[1]"
2.0234001,303.73364,159.39059,-36.901909,28.332848,5.0460486,-38.294785,34.298748,9.6587124,-1.6124222
2.0235,303.74957,159.39003,-37.399605,27.624428,5.0348148,-38.465305,34.435902,9.6592989,-1.6056015
2.0236001,303.7655,159.38937,-37.862839,26.881393,5.0229764,-38.634617,34.571781,9.6599274,-1.5985836
2.0237,303.78146,159.38864,-38.290833,26.104319,5.01054,-38.802719,34.706375,9.6605978,-1.5913713
2.0237999,303.79739,159.38783,-38.682854,25.293827,4.9975114,-38.969597,34.839676,9.6613092,-1.5839676
2.0239,303.81332,159.38695,-39.038193,24.450579,4.9838982,-39.135242,34.971684,9.6620617,-1.5763756
2.0239999,303.82928,159.38599,-39.356197,23.575283,4.9697065,-39.299656,35.102386,9.6628542,-1.5685983
2.0241001,303.84521,159.38495,-39.636246,22.668688,4.9549437,-39.46283,35.231785,9.6636868,-1.5606387
2.0242,303.86115,159.38383,-39.877758,21.731583,4.9396157,-39.624752,35.359867,9.6645594,-1.5525
2.0243001,303.87708,159.38264,-40.0802,20.764797,4.9237294,-39.785419,35.486633,9.6654701,-1.544185
2.0244,303.89304,159.38139,-40.24308,19.769203,4.9072924,-39.944828,35.61208,9.66642,-1.535697
2.0244999,303.90897,159.38005,-40.36594,18.745708,4.8903108,-40.102974,35.736198,9.667408,-1.5270388
2.0246,303.9249,159.37865,-40.448383,17.695257,4.8727922,-40.259846,35.85899,9.6684341,-1.5182135
2.0246999,303.94083,159.37715,-40.490047,16.618835,4.854743,-40.41544,35.980446,9.6694984,-1.5092243
2.0248001,303.95679,159.37561,-40.49062,15.51746,4.8361707,-40.569756,36.100563,9.670599,-1.5000741
2.0249,303.97272,159.37398,-40.449829,14.392185,4.8170819,-40.722786,36.219341,9.6717367,-1.4907658
2.0250001,303.98865,159.37228,-40.367458,13.244098,4.7974839,-40.874531,36.336777,9.6729097,-1.4813025
2.0251,304.00458,159.37051,-40.243332,12.074315,4.7773829,-41.024979,36.452866,9.674119,-1.4716871
2.0251999,304.02054,159.36867,-40.077324,10.883989,4.7567863,-41.174129,36.567608,9.6753635,-1.4619225
2.0253,304.03647,159.36678,-39.869362,9.6742983,4.7357016,-41.321983,36.680996,9.6766434,-1.4520117
2.0253999,304.0524,159.36479,-39.619411,8.4464512,4.7141347,-41.468533,36.793034,9.6779575,-1.4419575
2.0255001,304.06833,159.36275,-39.327488,7.2016816,4.6920938,-41.613777,36.903717,9.679306,-1.4317631
2.0256,304.08426,159.36064,-38.993671,5.9412503,4.6695848,-41.75771,37.013046,9.6806879,-1.4214311
2.0257001,304.10022,159.35846,-38.618065,4.6664424,4.646615,-41.900333,37.121017,9.6821022,-1.4109644
2.0258,304.11615,159.35622,-38.200844,3.3785655,4.6231914,-42.041645,37.227631,9.6835508,-1.4003658
2.0258999,304.13208,159.35391,-37.742222,2.078948,4.5993204,-42.181637,37.332882,9.6850309,-1.3896381
2.026,304.14801,159.35153,-37.242458,0.768938,4.5750084,-42.320316,37.436779,9.6865425,-1.3787838
2.0260999,304.16394,159.34909,-36.701866,-0.55009776,4.5502629,-42.457672,37.53931,9.6880856,-1.3678058
2.0262001,304.17987,159.34659,-36.120804,-1.8767765,4.5250897,-42.593712,37.640488,9.6896601,-1.3567069
2.0263,304.19583,159.34402,-35.499683,-3.2097011,4.4994974,-42.728428,37.740299,9.6912661,-1.3454897
2.0264001,304.21176,159.3414,-34.838955,-4.5474596,4.4734907,-42.861824,37.838757,9.6929007,-1.334157
2.0265,304.22769,159.33871,-34.139126,-5.8886294,4.4470768,-42.993893,37.935848,9.6945667,-1.3227111
2.0265999,304.24362,159.33595,-33.400745,-7.2317777,4.4202619,-43.124641,38.031586,9.6962605,-1.3111546
2.0267,304.25955,159.33315,-32.624405,-8.5754633,4.3930526,-43.254066,38.125961,9.6979847,-1.2994901
2.0267999,304.27548,159.33028,-31.810755,-9.9182377,4.3654552,-43.382168,38.218983,9.6997366,-1.2877198
2.0269001,304.29141,159.32735,-30.960476,-11.25865,4.3374753,-43.508942,38.310646,9.7015162,-1.2758462
2.027,304.30734,159.32436,-30.074301,-12.595242,4.3091197,-43.634396,38.400955,9.7033243,-1.2638718
2.0271001,304.32327,159.3213,-29.153006,-13.926558,4.280395,-43.758526,38.489914,9.7051601,-1.2517992
2.0272,304.3392,159.31819,-28.197409,-15.251141,4.251307,-43.881332,38.577518,9.7070217,-1.2396305
2.0272999,304.35513,159.31503,-27.208368,-16.567533,4.2218609,-44.002819,38.663773,9.7089109,-1.2273678
2.0274,304.37109,159.31181,-26.186789,-17.874287,4.1920633,-44.122982,38.74868,9.7108259,-1.2150135
2.0274999,304.38702,159.30853,-25.13361,-19.169954,4.1619201,-44.241825,38.832241,9.7127666,-1.2025696
2.0276,304.40295,159.30521,-24.049812,-20.453094,4.1314359,-44.359352,38.914459,9.7147331,-1.1900383
2.0276999,304.41888,159.30182,-22.936417,-21.722279,4.1006174,-44.475559,38.995338,9.7167244,-1.1774217
2.0278001,304.43481,159.29837,-21.794477,-22.976089,4.0694695,-44.590454,39.074879,9.7187395,-1.1647218
2.0279,304.45074,159.29488,-20.625088,-24.213118,4.0379987,-44.704033,39.15308,9.7207804,-1.1519411
2.0280001,304.46667,159.29132,-19.429373,-25.431969,4.0062099,-44.816299,39.229954,9.7228441,-1.139081
2.0281,304.48257,159.28772,-18.208494,-26.631266,3.974108,-44.927254,39.305492,9.7249317,-1.1261437
2.0281999,304.4985,159.28407,-16.963644,-27.809649,3.9416983,-45.036903,39.379707,9.7270422,-1.1131308
2.0283,304.51443,159.28036,-15.696044,-28.965775,3.9089859,-45.145245,39.452599,9.7291765,-1.1000444
2.0283999,304.53036,159.27661,-14.406948,-30.098324,3.8759758,-45.252281,39.52417,9.7313328,-1.0868859
2.0285001,304.5463,159.27281,-13.097638,-31.205996,3.8426728,-45.358021,39.594425,9.733511,-1.0736575
2.0286,304.56223,159.26897,-11.76942,-32.287514,3.8090823,-45.46246,39.663364,9.7357111,-1.0603607
2.0287001,304.57816,159.26506,-10.423626,-33.341633,3.7752087,-45.565601,39.730999,9.7379332,-1.0469972
2.0288,304.59409,159.26111,-9.061615,-34.367123,3.7410564,-45.66745,39.797325,9.7401762,-1.0335685
2.0288999,304.61002,159.25711,-7.6847634,-35.362793,3.70663,-45.768009,39.862347,9.7424402,-1.0200763
2.029,304.62595,159.25307,-6.2944717,-36.327473,3.6719341,-45.867283,39.926075,9.7447243,-1.0065219
2.0290999,304.64185,159.24896,-4.8921585,-37.260033,3.6369727,-45.965271,39.988506,9.7470293,-0.99290693
2.0292001,304.65778,159.24483,-3.4792595,-38.159367,3.6017499,-46.061977,40.049648,9.7493544,-0.97923273
2.0293,304.67371,159.24065,-2.0572257,-39.024406,3.5662706,-46.157406,40.109505,9.7516985,-0.96550077
2.0294001,304.68964,159.23642,-0.62752318,-39.854118,3.5305386,-46.251564,40.168083,9.7540627,-0.95171249
2.0295,304.70557,159.23215,0.80836946,-40.647503,3.4945576,-46.344448,40.22538,9.7564459,-0.93786901
2.0295999,304.72147,159.22783,2.2489631,-41.403603,3.4583316,-46.436066,40.281406,9.7588472,-0.92397171
2.0297,304.7374,159.22346,3.6927593,-42.121498,3.4218643,-46.526417,40.336166,9.7612677,-0.91002166
2.0297999,304.75333,159.21907,5.1382523,-42.800304,3.385159,-46.615509,40.389664,9.7637072,-0.89602011
2.0299001,304.76926,159.21463,6.5839305,-43.439178,3.3482196,-46.703346,40.441898,9.7661638,-0.88196814
2.03,304.78516,159.21014,8.0282784,-44.037327,3.3110497,-46.789932,40.492882,9.7686386,-0.86786693
2.0301001,304.80109,159.20561,9.46978,-44.59399,3.2736528,-46.875267,40.542614,9.7711306,-0.85371763
2.0302,304.81702,159.20105,10.906915,-45.108459,3.2360322,-46.959358,40.591103,9.7736397,-0.83952117
2.0302999,304.83292,159.19644,12.338167,-45.580063,3.1981909,-47.042206,40.638351,9.7761669,-0.82527852
2.0304,304.84885,159.1918,13.762022,-46.008183,3.1601319,-47.123817,40.684368,9.7787104,-0.81099063
2.0304999,304.86478,159.18712,15.176971,-46.392242,3.1218584,-47.204201,40.729153,9.78127,-0.79665846
2.0306001,304.88068,159.1824,16.581512,-46.731709,3.0833733,-47.283352,40.772713,9.7838469,-0.78228271
2.0307,304.89661,159.17764,17.974148,-47.026108,3.0446794,-47.361279,40.815052,9.7864399,-0.76786441
2.0308001,304.91251,159.17284,19.353397,-47.274998,3.00578,-47.437984,40.856178,9.7890482,-0.75340438
2.0309,304.92844,159.16801,20.717783,-47.478004,2.9666777,-47.513474,40.896091,9.7916727,-0.7389034
2.0309999,304.94437,159.16315,22.065849,-47.634789,2.9273748,-47.587753,40.934803,9.7943125,-0.72436219
2.0311,304.96027,159.15823,23.396147,-47.745064,2.8878741,-47.660824,40.972313,9.7969675,-0.70978147
2.0311999,304.9762,159.15331,24.707251,-47.808601,2.8481781,-47.732689,41.008629,9.7996387,-0.69516188
2.0313001,304.9921,159.14833,25.997747,-47.825207,2.8082891,-47.80336,41.043758,9.8023243,-0.68050408
2.0314,305.00803,159.14333,27.266249,-47.794754,2.7682092,-47.872833,41.077702,9.8050241,-0.66580874
2.0315001,305.02393,159.13829,28.511385,-47.717163,2.7279415,-47.941116,41.110466,9.8077393,-0.65107656
2.0316,305.03983,159.13322,29.73181,-47.592392,2.6874878,-48.008213,41.142056,9.8104687,-0.63630801
2.0316999,305.05576,159.12811,30.926203,-47.420471,2.6468501,-48.074131,41.172482,9.8132124,-0.62150371
2.0318,305.07166,159.12299,32.093269,-47.201462,2.6060309,-48.13887,41.20174,9.8159695,-0.60666424
2.0318999,305.08759,159.11781,33.231735,-46.935493,2.5650318,-48.202438,41.229839,9.8187408,-0.59178996
2.0320001,305.10349,159.11263,34.34037,-46.62273,2.5238552,-48.264835,41.25679,9.8215265,-0.57688147
2.0321,305.11942,159.10739,35.417961,-46.263405,2.4825027,-48.326073,41.282593,9.8243256,-0.56193924
2.0322001,305.13531,159.10214,36.463329,-45.857784,2.4409761,-48.38615,41.307251,9.8271379,-0.54696369
2.0323,305.15121,159.09686,37.475338,-45.406197,2.3992779,-48.445072,41.330772,9.8299637,-0.5319553
2.0323999,305.16714,159.09155,38.452869,-44.909019,2.3574095,-48.502846,41.353165,9.8328028,-0.51691443
2.0325,305.18304,159.08621,39.394855,-44.366669,2.3153725,-48.559471,41.374432,9.8356543,-0.50184155
2.0325999,305.19894,159.08084,40.300259,-43.779621,2.2731688,-48.614956,41.394573,9.8385191,-0.48673698
2.0327001,305.21484,159.07545,41.168076,-43.148403,2.2307999,-48.669308,41.413601,9.8413973,-0.47160113
2.0328,305.23077,159.07002,41.997353,-42.473576,2.1882675,-48.722523,41.431522,9.8442869,-0.45643434
2.0329001,305.24667,159.06459,42.78717,-41.755764,2.1455729,-48.774612,41.448334,9.8471899,-0.44123694
2.033,305.26257,159.05911,43.536648,-40.995632,2.1027184,-48.825581,41.464046,9.8501053,-0.4260093
2.0330999,305.27847,159.05362,44.244949,-40.193886,2.0597048,-48.875431,41.478664,9.8530321,-0.41075173
2.0332,305.29437,159.0481,44.911285,-39.351284,2.0165339,-48.924164,41.492195,9.8559713,-0.39546454
2.0332999,305.3103,159.04256,45.534904,-38.468624,1.9732072,-48.97179,41.504639,9.858923,-0.38014802
2.0334001,305.3262,159.03699,46.115105,-37.546753,1.929726,-49.018311,41.516006,9.861886,-0.36480248
2.0335,305.3421,159.0314,46.65123,-36.586552,1.8860916,-49.063732,41.526299,9.8648605,-0.34942821
2.0336001,305.358,159.02579,47.142666,-35.588955,1.8423057,-49.108059,41.535522,9.8678465,-0.3340255
2.0337,305.3739,159.02016,47.588852,-34.554928,1.7983693,-49.151291,41.543686,9.8708448,-0.3185946
2.0337999,305.3898,159.0145,47.989273,-33.485481,1.7542841,-49.193436,41.550789,9.8738537,-0.30313584
2.0339,305.4057,159.00883,48.343456,-32.381657,1.7100513,-49.234501,41.556839,9.8768749,-0.28764942
2.0339999,305.4216,159.00313,48.65099,-31.244541,1.6656722,-49.27449,41.561844,9.8799067,-0.2721357
2.0341001,305.4375,158.99742,48.911499,-30.075256,1.6211482,-49.3134,41.565804,9.8829489,-0.2565949
2.0342,305.4534,158.99168,49.124664,-28.874954,1.5764805,-49.351246,41.568726,9.8860025,-0.24102727
2.0343001,305.4693,158.98593,49.290215,-27.644825,1.5316705,-49.388027,41.570618,9.8890667,-0.22543311
2.0344,305.4852,158.98016,49.407936,-26.386089,1.4867194,-49.423744,41.571484,9.8921423,-0.2098127
2.0344999,305.5011,158.97437,49.477657,-25.099998,1.4416286,-49.458408,41.571323,9.8952274,-0.19416629
2.0346,305.517,158.96857,49.49926,-23.787832,1.3963993,-49.492023,41.570152,9.898324,-0.17849414
2.0346999,305.5329,158.96274,49.472679,-22.450903,1.3510329,-49.52459,41.567966,9.9014301,-0.16279656
2.0348001,305.5488,158.95691,49.397896,-21.090544,1.3055307,-49.556114,41.564774,9.9045467,-0.14707384
2.0349,305.5647,158.95105,49.274944,-19.708118,1.2598939,-49.586601,41.560581,9.9076738,-0.13132626
2.0350001,305.58057,158.94518,49.103916,-18.30501,1.214124,-49.616055,41.555389,9.9108114,-0.11555412
2.0351,305.59647,158.93929,48.884941,-16.882626,1.1682222,-49.644478,41.54921,9.9139576,-0.099757731
2.0352001,305.61237,158.9334,48.618206,-15.442392,1.1221898,-49.671879,41.542046,9.9171143,-0.083937362
2.0353,305.62827,158.92747,48.303955,-13.985758,1.0760281,-49.698257,41.533897,9.9202814,-0.068093337
2.0353999,305.64417,158.92154,47.942467,-12.514187,1.0297387,-49.723621,41.524773,9.9234571,-0.052225996
2.0355,305.66003,158.9156,47.534088,-11.029158,0.9833228,-49.747974,41.514679,9.9266424,-0.036335681
2.0355999,305.67593,158.90965,47.079197,-9.5321655,0.93678188,-49.77132,41.503616,9.9298372,-0.020422734
2.0357001,305.69183,158.90369,46.578232,-8.0247164,0.89011735,-49.793663,41.491596,9.9330416,-0.004487521
2.0358,305.70773,158.89771,46.031681,-6.5083284,0.84333068,-49.815006,41.478619,9.9362545,0.011469587
2.0359001,305.7236,158.89171,45.440067,-4.9845285,0.79642326,-49.835358,41.464691,9.939477,0.027448244
2.036,305.7395,158.88571,44.803974,-3.4548514,0.7493965,-49.854717,41.449814,9.942708,0.043448102
2.0360999,305.75537,158.8797,44.124023,-1.9208372,0.70225203,-49.873096,41.434002,9.9459476,0.059468716
2.0362,305.77127,158.87369,43.40089,-0.38403082,0.65499133,-49.890491,41.417252,9.9491968,0.075509675
2.0362999,305.78717,158.86765,42.635288,1.1540203,0.60761595,-49.90691,41.399567,9.9524536,0.091570549
2.0364001,305.80304,158.8616,41.82798,2.6917679,0.56012756,-49.922356,41.380962,9.9557199,0.10765089
2.0365,305.81894,158.85556,40.979763,4.2276645,0.51252776,-49.936836,41.361431,9.9589939,0.12375025
2.0366001,305.83481,158.8495,40.091488,5.7601652,0.46481824,-49.950356,41.340988,9.9622755,0.13986814
2.0367,305.85071,158.84344,39.16404,7.2877283,0.41700038,-49.962914,41.319633,9.9655657,0.15600419
2.0367999,305.86658,158.83737,38.198349,8.8088188,0.36907613,-49.974518,41.297375,9.9688635,0.17215784
2.0369,305.88248,158.83128,37.195377,10.32191,0.32104719,-49.985172,41.274212,9.9721699,0.18832859
2.0369999,305.89835,158.8252,36.156136,11.82548,0.27291533,-49.994881,41.250156,9.9754829,0.20451589
2.0371001,305.91425,158.81911,35.081665,13.318025,0.22468238,-50.003647,41.225208,9.9788046,0.22071922
2.0372,305.93011,158.813,33.973042,14.798045,0.17635022,-50.011478,41.199375,9.9821329,0.23693798
2.0373001,305.94598,158.8069,32.831383,16.264059,0.12792073,-50.018379,41.172661,9.9854689,0.25317162
2.0374,305.96188,158.8008,31.657833,17.714602,0.079395667,-50.024349,41.145069,9.9888115,0.26941964
2.0374999,305.97775,158.79469,30.453573,19.148222,0.030776991,-50.0294,41.116611,9.9921608,0.2856814
2.0376,305.99362,158.78857,29.219812,20.56349,-0.017933246,-50.033531,41.087284,9.9955177,0.30195627
2.0376999,306.00952,158.78246,27.95779,21.958992,-0.066733018,-50.036747,41.057098,9.9988813,0.31824362
2.0378001,306.02539,158.77632,26.668777,23.33334,-0.11562024,-50.039051,41.026058,10.002251,0.33454278
2.0379,306.04126,158.7702,25.354067,24.685167,-0.16459282,-50.040455,40.994164,10.005628,0.35085312
2.0380001,306.05716,158.76407,24.014982,26.01313,-0.21364859,-50.040955,40.961426,10.009009,0.36717388
2.0381,306.07303,158.75793,22.652866,27.315912,-0.26278543,-50.040562,40.927849,10.012399,0.38350445
2.0381999,306.0889,158.7518,21.269087,28.592224,-0.31200129,-50.039276,40.893436,10.015793,0.39984417
2.0383,306.10477,158.74567,19.865032,29.840803,-0.36129376,-50.037102,40.858196,10.019193,0.41619223
2.0383999,306.12064,158.73953,18.442112,31.060419,-0.41066059,-50.034046,40.822128,10.022599,0.4325479
2.0385001,306.13654,158.7334,17.001751,32.249874,-0.46009943,-50.030117,40.785244,10.026011,0.44891042
2.0386,306.1524,158.72726,15.545392,33.407993,-0.50960791,-50.025311,40.747543,10.029427,0.46527901
2.0387001,306.16827,158.72113,14.074494,34.533646,-0.55918354,-50.019638,40.709034,10.032848,0.48165286
2.0388,306.18414,158.715,12.590528,35.625732,-0.60882413,-50.013103,40.66972,10.036275,0.49803126
2.0388999,306.20001,158.70886,11.094975,36.683186,-0.6585272,-50.005711,40.629612,10.039706,0.51441336
2.039,306.21588,158.70273,9.5893297,37.704975,-0.70829016,-49.997463,40.588707,10.043142,0.53079832
2.0390999,306.23175,158.69659,8.0750942,38.690117,-0.75811046,-49.988365,40.547012,10.046582,0.5471853
2.0392001,306.24762,158.69048,6.5537767,39.637653,-0.80798554,-49.978424,40.504536,10.050027,0.56357342
2.0393,306.26349,158.68434,5.0268917,40.546677,-0.85791278,-49.967648,40.461285,10.053475,0.57996184
2.0394001,306.27936,158.67822,3.4959574,41.416309,-0.90788954,-49.956032,40.417259,10.056928,0.5963496
2.0395,306.29523,158.6721,1.9624938,42.245728,-0.95791322,-49.943592,40.372471,10.060384,0.61273593
2.0395999,306.3111,158.66599,0.42802203,43.034138,-1.0079811,-49.930325,40.32692,10.063844,0.62911987
2.0397,306.32697,158.65988,-1.1059378,43.7808,-1.0580903,-49.916237,40.280609,10.067307,0.64550048
2.0397999,306.34283,158.65378,-2.6378684,44.485008,-1.1082383,-49.901337,40.233555,10.070772,0.6618768
2.0399001,306.35867,158.64767,-4.1662564,45.146107,-1.1584221,-49.885628,40.185753,10.074242,0.67824793
2.04,306.37454,158.64157,-5.6895947,45.763481,-1.2086388,-49.869114,40.137211,10.077713,0.69461286
2.0401001,306.39041,158.63548,-7.2063823,46.336563,-1.2588857,-49.851803,40.087936,10.081187,0.71097064
2.0402,306.40628,158.62939,-8.7151279,46.864838,-1.30916,-49.833694,40.037933,10.084664,0.72732037
2.0402999,306.42215,158.62332,-10.214352,47.34782,-1.3594586,-49.8148,39.987209,10.088142,0.74366099
2.0404,306.43802,158.61725,-11.702583,47.785088,-1.4097786,-49.79512,39.935764,10.091623,0.75999147
2.0404999,306.45386,158.61119,-13.178367,48.176262,-1.460117,-49.774666,39.883614,10.095105,0.77631086
2.0406001,306.46973,158.60513,-14.640262,48.521,-1.5104707,-49.753437,39.830757,10.098589,0.7926181
2.0407,306.4856,158.59908,-16.086845,48.819019,-1.560837,-49.731441,39.777199,10.102075,0.80891222
2.0408001,306.50143,158.59303,-17.516708,49.070084,-1.6112126,-49.708683,39.722946,10.10556,0.82519215
2.0409,306.5173,158.58701,-18.928463,49.273998,-1.6615945,-49.685169,39.668011,10.109048,0.84145683
2.0409999,306.53317,158.58098,-20.320745,49.430622,-1.7119797,-49.6609,39.612389,10.112535,0.85770524
2.0411,306.54901,158.57497,-21.692209,49.53986,-1.762365,-49.635891,39.556091,10.116024,0.87393636
2.0411999,306.56488,158.56895,-23.041533,49.601665,-1.8127474,-49.610138,39.499123,10.119513,0.89014906
2.0413001,306.58075,158.56296,-24.36742,49.616035,-1.8631234,-49.583652,39.441494,10.123001,0.90634233
2.0414,306.59659,158.55698,-25.668598,49.583023,-1.9134902,-49.556438,39.383202,10.12649,0.92251503
2.0415001,306.61246,158.55099,-26.943825,49.502724,-1.9638445,-49.5285,39.324261,10.129977,0.93866616
2.0416,306.6283,158.54503,-28.191885,49.375282,-2.0141833,-49.499844,39.264671,10.133465,0.95479465
2.0416999,306.64417,158.53908,-29.411592,49.200886,-2.0645032,-49.470478,39.204441,10.136951,0.9708994
2.0418,306.66,158.53313,-30.601791,48.979778,-2.1148009,-49.440403,39.143578,10.140437,0.98697931
2.0418999,306.67587,158.52719,-31.761358,48.712238,-2.1650736,-49.40963,39.082088,10.143921,1.0030333
2.0420001,306.69171,158.52129,-32.889206,48.398602,-2.2153177,-49.378162,39.019974,10.147404,1.0190603
2.0421,306.70758,158.51537,-33.984272,48.039238,-2.2655299,-49.346004,38.957249,10.150885,1.0350591
2.0422001,306.72342,158.50948,-35.045544,47.634575,-2.3157072,-49.313168,38.893909,10.154364,1.0510287
2.0423,306.73926,158.5036,-36.072025,47.185074,-2.3658464,-49.279652,38.829967,10.157841,1.0669682
2.0423999,306.75513,158.49773,-37.062775,46.691242,-2.4159443,-49.245464,38.76543,10.161316,1.0828762
2.0425,306.77097,158.49187,-38.01688,46.153641,-2.4659972,-49.210613,38.700302,10.164787,1.0987518
2.0425999,306.7868,158.48602,-38.933464,45.572861,-2.5160024,-49.175106,38.63459,10.168257,1.1145939
2.0427001,306.80267,158.48021,-39.811703,44.949539,-2.5659564,-49.138947,38.568302,10.171723,1.1304014
2.0427999,306.81851,158.4744,-40.650791,44.284359,-2.6158559,-49.102139,38.501438,10.175186,1.1461731
2.0429001,306.83435,158.4686,-41.449986,43.578033,-2.6656976,-49.064693,38.434013,10.178645,1.1619081
2.043,306.85022,158.46281,-42.208572,42.831326,-2.7154787,-49.026611,38.366028,10.182101,1.1776053
2.0431001,306.86606,158.45705,-42.92588,42.045029,-2.7651954,-48.987904,38.297493,10.185553,1.1932635
2.0432,306.8819,158.45129,-43.601288,41.219982,-2.8148448,-48.948574,38.228413,10.189,1.2088817
2.0432999,306.89774,158.44556,-44.234203,40.357052,-2.8644235,-48.90863,38.158794,10.192444,1.2244589
2.0434,306.91357,158.43983,-44.824097,39.457153,-2.9139287,-48.86808,38.088642,10.195882,1.239994
2.0434999,306.92944,158.43413,-45.370461,38.521221,-2.9633567,-48.826927,38.017963,10.199316,1.255486
2.0436001,306.94528,158.42844,-45.872852,37.550236,-3.0127046,-48.785179,37.94677,10.202744,1.2709337
2.0437,306.96112,158.42276,-46.330864,36.545204,-3.0619693,-48.74284,37.875061,10.206168,1.2863363
2.0438001,306.97696,158.41711,-46.744133,35.507168,-3.1111474,-48.699921,37.802849,10.209586,1.3016926
2.0439,306.9928,158.41148,-47.112339,34.437195,-3.1602359,-48.656422,37.730137,10.212998,1.3170017
2.0439999,307.00864,158.40585,-47.435211,33.336388,-3.2092316,-48.612358,37.656933,10.216405,1.3322625
2.0441,307.02448,158.40025,-47.712528,32.205868,-3.2581315,-48.56773,37.583244,10.219806,1.347474
2.0441999,307.04031,158.39468,-47.944107,31.046795,-3.3069324,-48.522545,37.509075,10.2232,1.3626351
2.0443001,307.05615,158.38911,-48.12981,29.860348,-3.3556314,-48.47681,37.434437,10.226587,1.3777452
2.0444,307.07199,158.38358,-48.269554,28.64773,-3.4042253,-48.430534,37.359337,10.229968,1.3928028
2.0445001,307.08783,158.37804,-48.363293,27.410168,-3.4527113,-48.383724,37.283775,10.233341,1.4078075
2.0446,307.10367,158.37254,-48.41103,26.148911,-3.5010862,-48.336384,37.207767,10.236709,1.4227579
2.0446999,307.11951,158.36705,-48.412811,24.865225,-3.5493472,-48.288517,37.13131,10.240067,1.4376533
2.0448,307.13535,158.36159,-48.368729,23.560402,-3.597491,-48.240139,37.05442,10.243419,1.4524926
2.0448999,307.15118,158.35614,-48.278923,22.235746,-3.645515,-48.19125,36.9771,10.246763,1.4672751
2.0450001,307.16702,158.35071,-48.143574,20.892578,-3.6934164,-48.141861,36.899357,10.250098,1.4819998
2.0451,307.18286,158.34531,-47.96291,19.532236,-3.7411921,-48.091976,36.821198,10.253427,1.4966657
2.0452001,307.1987,158.33992,-47.737198,18.156069,-3.7888393,-48.041603,36.742626,10.256745,1.5112721
2.0453,307.21451,158.33455,-47.466759,16.76544,-3.8363557,-47.990749,36.663658,10.260056,1.5258181
2.0453999,307.23035,158.32921,-47.151947,15.361721,-3.8837378,-47.939419,36.584293,10.263358,1.5403028
2.0455,307.24619,158.32388,-46.793163,13.946296,-3.9309833,-47.887623,36.504539,10.266651,1.5547253
2.0455999,307.26202,158.31857,-46.390846,12.520555,-3.9780893,-47.835369,36.424404,10.269935,1.569085
2.0457001,307.27786,158.31329,-45.94548,11.085894,-4.0250535,-47.782658,36.343899,10.273209,1.5833809
2.0458,307.29367,158.30804,-45.457596,9.6437159,-4.0718727,-47.729504,36.263023,10.276474,1.5976123
2.0459001,307.30951,158.30281,-44.927753,8.195426,-4.1185446,-47.675907,36.181793,10.279729,1.6117785
2.046,307.32535,158.29759,-44.356556,6.7424316,-4.1650672,-47.62188,36.100204,10.282974,1.6258786
2.0460999,307.34119,158.2924,-43.744652,5.2861428,-4.2114372,-47.567429,36.018276,10.286209,1.6399119
2.0462,307.35699,158.28723,-43.092716,3.8279669,-4.2576523,-47.512558,35.936008,10.289434,1.6538776
2.0462999,307.37283,158.28209,-42.40147,2.3693109,-4.3037105,-47.457275,35.853409,10.292648,1.6677753
2.0464001,307.38867,158.27696,-41.671673,0.9115774,-4.3496089,-47.401588,35.770485,10.295853,1.6816039
2.0465,307.40448,158.27187,-40.90411,-0.54383487,-4.3953457,-47.345505,35.687244,10.299046,1.695363
2.0466001,307.42032,158.26678,-40.099606,-1.9955337,-4.440918,-47.289032,35.603691,10.302228,1.709052
2.0467,307.43613,158.26173,-39.259026,-3.4421341,-4.4863238,-47.232178,35.51984,10.305399,1.7226701
2.0467999,307.45197,158.2567,-38.383255,-4.8822603,-4.5315609,-47.174946,35.435692,10.308558,1.7362167
2.0469,307.4678,158.25171,-37.473225,-6.3145452,-4.5766273,-47.117344,35.351254,10.311707,1.7496911
2.0469999,307.48361,158.24672,-36.529881,-7.7376347,-4.6215205,-47.059383,35.266537,10.314843,1.7630929
2.0471001,307.49945,158.24176,-35.554214,-9.1501865,-4.6662388,-47.001068,35.181545,10.317968,1.7764214
2.0472,307.51526,158.23683,-34.547234,-10.550874,-4.7107797,-46.942406,35.096287,10.321081,1.7896762
2.0473001,307.5311,158.23193,-33.509979,-11.938381,-4.7551417,-46.883404,35.010769,10.324183,1.8028567
2.0474,307.54691,158.22705,-32.443523,-13.311414,-4.7993226,-46.824066,34.924995,10.327271,1.8159622
2.0474999,307.56274,158.22218,-31.348951,-14.668693,-4.8433204,-46.764404,34.838978,10.330348,1.8289925
2.0476,307.57855,158.21736,-30.227385,-16.008957,-4.8871331,-46.704422,34.75272,10.333412,1.841947
2.0476999,307.59436,158.21255,-29.07996,-17.330969,-4.9307594,-46.644131,34.666233,10.336464,1.8548251
2.0478001,307.6102,158.20776,-27.907839,-18.633509,-4.9741969,-46.58353,34.579521,10.339502,1.8676265
2.0479,307.62601,158.20302,-26.712204,-19.915379,-5.0174446,-46.522636,34.492588,10.342528,1.8803508
2.0480001,307.64185,158.19829,-25.494257,-21.175406,-5.0605006,-46.461449,34.405449,10.345541,1.8929976
