"time","bodyBox.body.Q[1]","bodyBox.body.Q[2]","bodyBox.body.Q[3]","bodyBox.body.Q[4]","bodyBox.body.w_a[1]","bodyBox.body.w_a[2]","bodyBox.body.w_a[3]","bodyBox.v_0[1]","bodyBox.v_0[2]","bodyBox.v_0[3]","bodyBox1.body.Q[1]","bodyBox1.body.Q[2]","bodyBox1.body.Q[3]","bodyBox1.body.Q[4]","bodyBox1.body.w_a[1]","bodyBox1.body.w_a[2]","bodyBox1.body.w_a[3]","bodyBox2.body.Q[1]","bodyBox2.body.Q[2]","bodyBox2.body.Q[3]","bodyBox2.body.Q[4]","bodyBox2.body.frame_a.r_0[1]","bodyBox2.body.frame_a.r_0[2]","bodyBox2.body.frame_a.r_0[3]","bodyBox2.body.w_a[1]","bodyBox2.body.w_a[2]","bodyBox2.body.w_a[3]","bodyBox2.v_0[1]","bodyBox2.v_0[2]","bodyBox2.v_0[3]","universal.phi_a","universal.phi_b","universal.w_a","universal.w_b","universalSpherical.rRod_0[1]","universalSpherical.rRod_0[2]","universalSpherical.rRod_0[3]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.1415926535898002,0,0,1,0,0
0.00040000000000000002,-3.0216797094458628e-23,-1.5877798730350871e-28,-3.797219709061746e-18,1,-2.2574204109642857e-19,-1.99665638630812e-24,-4.4058325374348909e-14,-3.0774524508427977e-09,-0.0039226599999851661,-5.8568587331913236e-25,0,2.6571295375279052e-26,-3.797568726625328e-18,1,-1.0521255598313925e-53,3.1728666643441992e-22,-4.4061229721971852e-14,-1.7054025480019749e-23,-2.7491788397323694e-23,-3.7972266405855307e-18,1,0.99999999999969225,-7.8453203970099084e-07,-4.697083396203876e-28,1.1769211530932507e-19,2.6316014240447092e-19,-4.4058272793346355e-14,-3.0774524592278738e-09,-0.0039226599999851652,-2.5138535803369357e-24,-7.8453203970153898e-07,3.1415926535898002,-0.0039226599999883458,-1.0681984441316532e-22,0.99999999999969225,-7.8453203970099074e-07,-5.9210005505730816e-29
0.00080000000000000004,-7.6592643100506986e-23,1.0459227156721385e-26,-2.4301802304992885e-16,1,-2.7203690306113222e-19,5.9258252740578687e-23,-1.4098510449837707e-12,-2.4619618703961488e-08,-0.0078453199995253495,0,0,4.2513087187572318e-25,-2.430189468451177e-16,1,2.0222613566395505e-52,2.5382655962171704e-21,-1.4098541344324387e-12,5.7154436161646397e-21,1.2795560699153067e-20,-2.4302058069089207e-16,1,0.99999999999507605,-3.1381280438949308e-06,-1.1967327280019237e-26,3.4894220964134748e-19,7.8012761921436247e-19,-1.4098512011384564e-12,-2.4619618679101177e-08,-0.0078453199995253513,-3.593065785777214e-23,-3.1381280439300314e-06,3.1415926535898002,-0.0078453199996271709,-8.5454941729867877e-22,0.99999999999507605,-3.1381280438949304e-06,6.5342181526302895e-27
0.0012000000000000001,-1.3037938068985903e-22,7.3958126370403875e-26,-3.1974917195216279e-15,1,-2.9868065152324845e-19,3.0350899438378283e-22,-1.0937987435094586e-11,-8.30912124649407e-08,-0.011767979996317544,0,0,2.0934708904073103e-24,-3.1974936897604761e-15,1,7.8382477488124954e-52,8.3903634445336058e-21,-1.0937992877655421e-11,-1.1894764539284423e-19,-2.6595599002159877e-19,-3.197438538940361e-15,1,0.99999999997507261,-7.0607880442412795e-06,-6.7355210542361395e-26,8.5236121582401478e-20,1.9005672332698652e-19,-1.0937987397103851e-11,-8.3091212471010843e-08,-0.011767979996317544,-1.34416849539867e-22,-7.0607880447031386e-06,3.1415926535898002,-0.011767979997107506,-2.824755696332845e-21,0.99999999997507261,-7.0607880442412795e-06,2.9329423723105035e-26
0.0016000000000000001,-1.8806183609671215e-22,2.7171761196650988e-25,-1.5553024240409285e-14,1,-3.2169870669878702e-19,8.240620111598751e-22,-4.5114987574653102e-11,-1.9695694730930634e-07,-0.015690639984811287,0,0,6.802014823681157e-24,-1.5553028187388435e-14,1,9.4427624776959869e-52,2.0306013324215002e-20,-4.5114996814276791e-11,-8.1226168303099659e-19,-1.8162394306090754e-18,-1.5552661013567894e-14,1,0.99999999992121724,-1.2552512038033248e-05,-2.3449110186814341e-25,-8.0020448298731845e-19,-1.7907720096091474e-18,-4.5114987933799421e-11,-1.969569472522867e-07,-0.015690639984811291,-3.5031098941620722e-22,-1.2552512040279791e-05,3.1415926535898002,-0.015690639988069584,-6.8363578428500403e-21,0.99999999992121724,-1.2552512038033248e-05,6.8585381811992657e-26
0.002,-2.5057665531339304e-22,5.8407656885736178e-25,-3.5714985654665106e-14,1,-3.3608763012619276e-19,1.5968896056326665e-21,-9.9993946971378005e-11,-3.846815368102437e-07,-0.01961329996633537,4.6842095120090418e-22,0,1.412372510381015e-23,-3.571499239624589e-14,1,8.6260332126062427e-52,3.7689516194933313e-20,-9.9993961517938185e-11,-1.9702472929178021e-18,-4.4055524861321365e-18,-3.5714104578800284e-14,1,0.99999999980765919,-1.9613300025825751e-05,-4.9704445284583815e-25,-4.9089392961353162e-19,-1.1005102965043126e-18,-9.999394719421444e-11,-3.8468153677525171e-07,-0.019613299966335374,-6.7084347678050544e-22,-1.9613300030984574e-05,3.1415926535898002,-0.019613299973557145,-1.2688803843448269e-20,0.99999999980765919,-1.9613300025825751e-05,1.2397196769083953e-25
0.0024000000000000002,-3.1520105541905962e-22,5.9877098184425099e-25,-2.0463262967050277e-13,1,-3.4952034254342673e-19,1.7221375479356729e-21,-3.5000783119748323e-10,-6.6472969064356228e-07,-0.023535959882164028,5.0516033246701529e-22,-6.3108872417680944e-30,3.3494979128871866e-23,-2.0463264198702287e-13,1,-2.2761951750686903e-46,6.7122507325818553e-20,-3.5000785345503602e-10,-2.7876502004415526e-18,-6.2332497367651266e-18,-2.0463138312263845e-13,1,0.99999999960116215,-2.8243151913348848e-05,-8.3267661206661552e-25,2.610407523140547e-19,5.7978223993140724e-19,-3.5000783108738037e-10,-6.647296906621375e-07,-0.023535959882164014,-9.504305238234288e-22,-2.8243151942906875e-05,3.1415926535898002,-0.023535959907442356,-2.2597910797314305e-20,0.99999999960116215,-2.8243151913348854e-05,8.1659595998497604e-24
0.0028,-3.8164039443539196e-22,2.7118830245756626e-25,-5.3755857398190664e-13,1,-3.6282715786513092e-19,1.1024294264358037e-21,-8.1403264893768642e-10,-1.055566118969616e-06,-0.027458619725942334,0,-1.2621774483536189e-29,6.5936920701209435e-23,-5.3755859486607009e-13,1,-7.0749176810656305e-46,1.0931720876785874e-19,-8.1403268140705219e-10,-3.1773309900273848e-18,-7.1044769674592456e-18,-5.3755715331539559e-13,1,0.99999999926110372,-3.844206769040124e-05,-1.2389507455720541e-24,-1.295578689596925e-18,-2.9016378713195905e-18,-8.1403264952842738e-10,-1.0555661188772903e-06,-0.027458619725942334,-1.1729421086001932e-21,-3.8442067768048574e-05,3.1415926535898002,-0.027458619784733566,-3.6803460116584291e-20,0.99999999926110372,-3.8442067690401247e-05,2.5057308436208178e-23
0.0032000000000000002,-4.5065005348124909e-22,-2.8429714636923567e-25,-9.9538929544223307e-13,1,-3.7387937923207731e-19,-1.2588380610599975e-23,-1.4436754975881115e-09,-1.5756555333256566e-06,-0.031381279513962579,-3.6926833828547255e-24,-2.4454688061851366e-29,1.088316175345685e-22,-9.9538932734229446e-13,1,-1.3764673026903191e-45,1.6244767877025912e-19,-1.4436755425220362e-09,-3.3626911934191024e-18,-7.5187868754001432e-18,-9.9538779208582267e-13,1,0.99999999873947554,-5.0210047383136249e-05,-1.7221167292311599e-24,2.75757960039316e-19,6.1140933937994987e-19,-1.4436754974820818e-09,-1.5756555333452845e-06,-0.031381279513962565,-1.3764285392882381e-21,-5.0210047526914684e-05,3.1415926535898002,-0.031381279618228008,-5.4690718108477217e-20,0.99999999873947554,-5.0210047383136262e-05,4.8585195859285598e-23
0.0036000000000000003,-5.2223003255663082e-22,-1.0676853646361665e-24,-1.5781247940514812e-12,1,-3.8267700664426581e-19,-1.6229158732035358e-21,-2.2389363771487574e-09,-2.2434626441699459e-06,-0.035303939246224741,0,1.1044052673094165e-29,1.6217906962894897e-22,-1.5781248394156951e-12,1,-2.2345461212581369e-45,2.2651391733301954e-19,-2.2389364367999873e-09,-3.3437308104147447e-18,-7.4761794605746181e-18,-1.5781232994339187e-12,1,0.99999999798088357,-6.3547090991553857e-05,-2.2820231017501658e-24,-1.3685193161347134e-18,-3.0656921237697718e-18,-2.2389363777852728e-09,-2.2434626440724338e-06,-0.035303939246224741,-1.5650257189503284e-21,-6.3547091219505182e-05,3.1415926535898002,-0.035303939407925686,-7.6259684772993066e-20,0.99999999798088357,-6.3547090991553871e-05,7.8752117534151652e-23
