"Time","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.38589999,0.32713315,-0.31586686
0.38600001,0.31690693,-0.325057
0.38609999,0.30639929,-0.33392277
0.38620001,0.29562053,-0.34245545
0.3863,0.28458127,-0.3506467
0.38640001,0.27329233,-0.35848853
0.3865,0.26176479,-0.36597323
0.38659999,0.25001001,-0.37309352
0.3867,0.23803952,-0.3798424
0.38679999,0.22586507,-0.3862133
0.38690001,0.21349864,-0.39220002
0.38699999,0.20095235,-0.39779666
0.38710001,0.18823858,-0.40299782
0.3872,0.17536978,-0.40779844
0.38730001,0.16235863,-0.4121938
0.3874,0.14921789,-0.41617966
0.38749999,0.13596049,-0.41975215
0.3876,0.12259948,-0.42290777
0.38769999,0.10914797,-0.4256435
0.38780001,0.095619194,-0.42795673
0.38789999,0.082026452,-0.42984521
0.38800001,0.068383105,-0.43130714
0.3881,0.054702576,-0.43234113
0.38820001,0.040998306,-0.43294623
0.3883,0.027283773,-0.43312192
0.38839999,0.013572463,-0.43286806
0.38850001,-0.00012214651,-0.43218496
0.38859999,-0.013786587,-0.4310734
0.38870001,-0.027407421,-0.42953449
0.3888,-0.040971257,-0.42756984
0.38890001,-0.054464761,-0.42518139
0.389,-0.067874663,-0.42237166
0.38909999,-0.08118777,-0.41914338
0.3892,-0.094391003,-0.41549981
0.38929999,-0.10747138,-0.41144466
0.38940001,-0.12041602,-0.40698195
0.38949999,-0.13321222,-0.40211615
0.38960001,-0.1458474,-0.39685211
0.3897,-0.15830912,-0.39119509
0.38980001,-0.17058513,-0.38515073
0.3899,-0.18266337,-0.37872502
0.38999999,-0.19453196,-0.37192443
0.3901,-0.20617923,-0.36475566
0.39019999,-0.21759374,-0.35722587
0.39030001,-0.22876428,-0.3493425
0.39039999,-0.23967984,-0.34111345
0.39050001,-0.25032973,-0.33254689
0.3906,-0.26070347,-0.32365128
0.39070001,-0.27079085,-0.31443548
0.3908,-0.28058195,-0.30490866
0.39089999,-0.2900672,-0.29508024
0.391,-0.29923725,-0.28495997
0.39109999,-0.30808309,-0.27455795
0.39120001,-0.31659603,-0.26388445
0.39129999,-0.32476774,-0.25295004
0.39140001,-0.33259019,-0.24176562
0.3915,-0.34005567,-0.23034224
0.39160001,-0.34715688,-0.21869123
0.3917,-0.35388684,-0.20682417
0.39179999,-0.36023897,-0.1947528
0.3919,-0.36620703,-0.18248907
0.39199999,-0.37178516,-0.17004518
0.39210001,-0.37696791,-0.15743342
0.39219999,-0.3817502,-0.14466633
0.39230001,-0.38612735,-0.13175653
0.3924,-0.39009508,-0.11871683
0.39250001,-0.39364952,-0.10556015
0.3926,-0.39678723,-0.092299521
0.39269999,-0.39950505,-0.078948081
0.3928,-0.40180045,-0.065519072
0.39289999,-0.40367115,-0.052025795
0.39300001,-0.40511534,-0.038481615
0.39309999,-0.40613163,-0.024899954
0.39320001,-0.40671909,-0.011294274
0.3933,-0.40687716,0.0023219497
0.39340001,-0.40660569,0.015935224
0.3935,-0.40590501,0.029532058
0.39359999,-0.40477586,0.043098982
0.3937,-0.40321937,0.05662255
0.39379999,-0.40123713,0.070089363
0.39390001,-0.39883113,0.08348608
0.39399999,-0.39600378,0.096799418
0.39410001,-0.39275789,0.11001619
0.3942,-0.38909671,0.12312329
0.39430001,-0.38502389,0.13610773
0.3944,-0.3805435,0.14895664
0.39449999,-0.37565997,0.16165729
0.3946,-0.3703782,0.17419709
0.39469999,-0.36470339,0.1865636
0.39480001,-0.35864118,0.19874457
0.39489999,-0.35219762,0.2107279
0.39500001,-0.34537908,0.22250172
0.3951,-0.33819231,0.23405437
0.39520001,-0.33064449,0.24537437
0.3953,-0.32274309,0.2564505
0.39539999,-0.31449589,0.26727176
0.3955,-0.30591112,0.27782744
0.39559999,-0.29699728,0.28810704
0.39570001,-0.28776321,0.29810035
0.39579999,-0.27821803,0.30779746
0.39590001,-0.26837122,0.31718877
0.396,-0.2582325,0.32626492
0.39610001,-0.24781197,0.33501688
0.3962,-0.23711991,0.34343597
0.39629999,-0.22616693,0.35151383
0.3964,-0.21496385,0.35924241
0.39649999,-0.2035218,0.36661404
0.39660001,-0.19185209,0.3736214
0.39669999,-0.17996627,0.38025746
0.39680001,-0.16787611,0.38651568
0.3969,-0.15559359,0.39238974
0.39700001,-0.14313087,0.39787385
0.3971,-0.13050029,0.40296251
0.39719999,-0.11771433,0.40765062
0.3973,-0.10478568,0.41193354
0.39739999,-0.091727123,0.41580692
0.39750001,-0.078551598,0.41926694
0.3976,-0.065272138,0.42231005
0.39770001,-0.051901899,0.42493325
0.3978,-0.038454112,0.42713389
0.39789999,-0.024942089,0.42890966
0.398,-0.011379215,0.43025881
0.39809999,0.0022210865,0.43117994
0.39820001,0.015845351,0.43167207
0.39829999,0.029480085,0.43173465
0.39840001,0.04311179,0.43136755
0.3985,0.056726966,0.43057108
0.39860001,0.070312135,0.42934594
0.3987,0.083853841,0.42769331
0.39879999,0.097338676,0.42561474
0.3989,0.11075328,0.42311224
0.39899999,0.12408438,0.42018819
0.39910001,0.13731876,0.41684541
0.39919999,0.15044332,0.41308719
0.39930001,0.16344504,0.4089171
0.3994,0.17631105,0.40433925
0.39950001,0.18902862,0.39935806
0.3996,0.20158513,0.39397842
0.39969999,0.21396813,0.38820556
0.3998,0.22616537,0.38204512
0.39989999,0.23816475,0.37550309
0.40000001,0.24995439,0.36858591
0.40009999,0.26152259,0.36130032
0.40020001,0.27285787,0.35365346
0.4003,0.28394899,0.34565282
0.40040001,0.29478499,0.33730623
0.4005,0.30535507,0.32862186
0.40059999,0.31564879,0.31960821
0.4007,0.32565591,0.31027415
0.40079999,0.33536649,0.30062884
0.40090001,0.34477091,0.29068169
0.40099999,0.35385984,0.28044251
0.40110001,0.36262423,0.26992133
0.4012,0.37105539,0.25912845
0.40130001,0.37914494,0.24807452
0.4014,0.38688481,0.23677035
0.40149999,0.39426735,0.22522704
0.4016,0.4012852,0.21345596
0.40169999,0.40793136,0.20146865
0.40180001,0.4141992,0.18927686
0.40189999,0.42008254,0.17689262
0.40200001,0.42557546,0.16432807
0.4021,0.43067247,0.15159556
0.40220001,0.43536851,0.13870761
0.4023,0.43965888,0.12567687
0.40239999,0.44353926,0.11251617
0.4025,0.44700581,0.09923844
0.40259999,0.450055,0.085856736
0.40270001,0.45268378,0.072384201
0.40279999,0.45488951,0.058834098
0.40290001,0.45666993,0.045219742
0.403,0.45802319,0.03155452
0.40310001,0.45894796,0.017851876
0.4032,0.45944321,0.0041252831
0.40329999,0.45950842,-0.0096117593
0.4034,0.45914343,-0.023345739
0.40349999,0.4583486,-0.037063148
0.40360001,0.45712459,-0.050750494
0.40369999,0.45547256,-0.06439431
0.40380001,0.45339411,-0.077981181
0.4039,0.4508912,-0.091497734
0.40400001,0.44796622,-0.10493068
0.4041,0.44462204,-0.11826681
0.40419999,0.44086185,-0.13149299
0.4043,0.43668932,-0.1445962
0.40439999,0.43210852,-0.15756358
0.40450001,0.42712387,-0.17038235
0.40459999,0.42174026,-0.1830399
0.40470001,0.41596293,-0.1955238
0.4048,0.40979752,-0.20782173
0.40490001,0.40325004,-0.21992162
0.405,0.39632693,-0.23181157
0.40509999,0.38903487,-0.24347985
0.4052,0.38138109,-0.254915
0.40529999,0.37337303,-0.2661058
0.40540001,0.36501855,-0.2770412
0.40549999,0.35632581,-0.28771046
0.40560001,0.34730336,-0.29810309
0.4057,0.33796,-0.30820885
0.40580001,0.32830495,-0.31801781
0.4059,0.3183476,-0.32752031
0.40599999,0.30809778,-0.33670706
0.4061,0.29756549,-0.34556895
0.40619999,0.28676111,-0.35409731
0.40630001,0.2756952,-0.36228374
0.4064,0.26437867,-0.3701202
0.40650001,0.25282261,-0.377599
0.4066,0.24103832,-0.38471276
0.40669999,0.22903742,-0.39145452
0.4068,0.21683167,-0.39781761
0.40689999,0.20443305,-0.40379581
0.40700001,0.19185376,-0.40938327
0.40709999,0.17910615,-0.41457447
0.40720001,0.16620271,-0.41936433
0.4073,0.15315615,-0.42374814
0.40740001,0.13997927,-0.42772162
0.4075,0.12668502,-0.43128085
0.40759999,0.11328647,-0.43442234
0.4077,0.099796779,-0.43714306
0.40779999,0.08622919,-0.43944031
0.40790001,0.072597042,-0.44131187
0.40799999,0.058913738,-0.44275591
0.40810001,0.045192715,-0.443771
0.4082,0.031447466,-0.4443562
0.40830001,0.017691493,-0.44451097
0.4084,0.0039383145,-0.44423515
0.40849999,-0.0097985491,-0.44352904
0.4086,-0.023505596,-0.44239336
0.40869999,-0.03716936,-0.44082925
0.40880001,-0.050776407,-0.4388383
0.40889999,-0.064313367,-0.43642247
0.40900001,-0.077766933,-0.43358418
0.4091,-0.091123879,-0.43032625
0.40920001,-0.10437109,-0.42665195
0.4093,-0.11749553,-0.42256486
0.40939999,-0.13048431,-0.41806909
0.4095,-0.14332466,-0.41316906
0.40959999,-0.15600397,-0.40786967
0.40970001,-0.16850977,-0.40217611
0.40979999,-0.18082976,-0.39609408
0.40990001,-0.19295187,-0.3896296
0.41,-0.20486416,-0.38278902
0.41010001,-0.21655492,-0.37557915
0.4102,-0.2280127,-0.36800709
0.41029999,-0.23922619,-0.36008039
0.4104,-0.25018442,-0.35180685
0.41049999,-0.2608766,-0.34319466
0.41060001,-0.27129227,-0.33425233
0.41069999,-0.28142112,-0.32498872
0.41080001,-0.29125327,-0.315413
0.4109,-0.30077907,-0.30553463
0.41100001,-0.30998912,-0.29536337
0.4111,-0.31887442,-0.28490928
0.41119999,-0.32742622,-0.27418271
0.4113,-0.33563614,-0.26319423
0.41139999,-0.34349614,-0.25195473
0.41150001,-0.35099849,-0.24047533
0.41159999,-0.35813585,-0.22876735
0.41170001,-0.36490121,-0.21684238
0.4118,-0.37128794,-0.2047122
0.41190001,-0.3772898,-0.19238882
0.412,-0.38290089,-0.17988439
0.41209999,-0.38811573,-0.16721128
0.4122,-0.39292923,-0.15438202
0.41229999,-0.39733663,-0.14140928
0.41240001,-0.40133372,-0.1283059
0.41249999,-0.40491652,-0.11508482
0.41260001,-0.40808156,-0.1017591
0.4127,-0.41082579,-0.088341914
0.41280001,-0.4131465,-0.074846521
0.4129,-0.41504148,-0.061286263
0.41299999,-0.41650888,-0.047674537
0.4131,-0.41754732,-0.034024797
0.41319999,-0.41815576,-0.020350533
0.41330001,-0.41833371,-0.0066652559
0.41339999,-0.41808102,0.0070175054
0.41350001,-0.41739798,0.020684231
0.4136,-0.41628528,0.034321412
0.41370001,-0.41474408,0.047915574
0.4138,-0.41277593,0.061453275
0.41389999,-0.41038284,0.074921139
0.414,-0.4075672,0.088305853
0.41409999,-0.40433183,0.10159419
0.41420001,-0.40067995,0.11477302
0.41429999,-0.39661524,0.12782931
0.41440001,-0.3921417,0.14075015
0.4145,-0.38726383,0.15352277
0.41460001,-0.38198647,0.16613457
0.4147,-0.37631488,0.17857303
0.41479999,-0.37025467,0.19082589
0.4149,-0.36381188,0.20288104
0.41499999,-0.3569929,0.21472655
0.41510001,-0.34980452,0.22635071
0.4152,-0.34225383,0.23774201
0.41530001,-0.33434838,0.24888921
0.4154,-0.32609597,0.25978127
0.41549999,-0.31750482,0.27040744
0.4156,-0.30858341,0.28075719
0.41569999,-0.29934058,0.29082027
0.41580001,-0.28978553,0.30058676
0.41589999,-0.27992773,0.310047
0.41600001,-0.26977691,0.31919158
0.4161,-0.25934318,0.32801151
0.41620001,-0.24863681,0.33649802
0.4163,-0.23766845,0.34464273
0.41639999,-0.22644897,0.35243759
0.4165,-0.21498945,0.35987481
0.41659999,-0.20330128,0.36694714
0.41670001,-0.19139603,0.37364751
0.41679999,-0.17928545,0.37996927
0.41690001,-0.16698158,0.38590619
0.417,-0.15449657,0.39145237
0.41710001,-0.1418428,0.3966023
0.4172,-0.12903281,0.40135092
0.41729999,-0.11607925,0.40569344
0.4174,-0.10299498,0.40962562
0.41749999,-0.08979293,0.41314352
0.41760001,-0.076486193,0.41624364
0.41769999,-0.063087925,0.4189229
0.41780001,-0.049611408,0.42117864
0.4179,-0.036069974,0.42300859
0.41800001,-0.022477034,0.42441094
0.4181,-0.0088460455,0.42538422
0.41819999,0.0048094927,0.42592755
0.4183,0.018476063,0.42604026
0.41839999,0.032140136,0.42572227
0.41850001,0.045788173,0.42497388
0.41859999,0.059406664,0.42379573
0.41870001,0.072982132,0.42218903
0.4188,0.086501122,0.42015532
0.41890001,0.099950247,0.41769654
0.419,0.11331619,0.41481513
0.41909999,0.12658572,0.41151392
0.4192,0.1397457,0.40779611
0.41929999,0.15278307,0.40366533
0.41940001,0.16568494,0.3991257
0.41949999,0.17843851,0.39418158
0.41960001,0.19103116,0.3888379
0.4197,0.20345041,0.38309985
0.41980001,0.21568395,0.37697312
0.4199,0.22771968,0.3704637
0.41999999,0.23954564,0.36357799
0.4201,0.25115013,0.35632277
0.42019999,0.26252162,0.34870514
0.42030001,0.27364889,0.34073263
0.42039999,0.28452086,0.33241311
0.42050001,0.29512677,0.3237547
0.4206,0.30545607,0.31476596
0.42070001,0.31549859,0.30545571
0.4208,0.32524428,0.29583314
0.42089999,0.33468354,0.28590775
0.421,0.34380695,0.27568924
0.42109999,0.35260546,0.26518771
0.42120001,0.36107039,0.25441352
0.42129999,0.36919326,0.24337724
0.42140001,0.37696606,0.23208976
0.4215,0.384381,0.2205622
0.42160001,0.39143077,0.20880592
0.4217,0.39810833,0.19683249
0.42179999,0.40440702,0.18465371
0.4219,0.41032061,0.17228158
0.42199999,0.41584319,0.15972829
0.42210001,0.42096925,0.14700621
0.42219999,0.42569366,0.13412787
0.42230001,0.43001172,0.12110595
0.4224,0.43391913,0.10795332
0.42250001,0.43741196,0.09468291
0.4226,0.4404867,0.081307806
0.42269999,0.4431403,0.067841195
0.4228,0.44537002,0.054296352
0.42289999,0.44717363,0.040686619
0.42300001,0.44854933,0.027025424
0.42309999,0.44949564,0.013326221
0.42320001,0.45001164,-0.00039747774
0.4233,0.45009673,-0.014132143
0.42340001,0.44975075,-0.027864238
0.4235,0.44897401,-0.041580223
0.42359999,0.44776723,-0.055266574
0.4237,0.4461315,-0.068909794
0.42379999,0.44406843,-0.082496442
0.42390001,0.44157997,-0.096013106
0.42399999,0.43866852,-0.10944647
0.42410001,0.43533692,-0.12278328
0.4242,0.43158838,-0.13601039
0.42429999,0.42742655,-0.14911476
0.4244,0.42285547,-0.16208345
0.42449999,0.41787961,-0.17490369
0.42460001,0.41250381,-0.18756282
0.42469999,0.40673333,-0.20004839
0.42480001,0.40057382,-0.21234803
0.4249,0.39403129,-0.22444965
0.42500001,0.38711211,-0.23634131
0.4251,0.37982312,-0.24801128
0.42519999,0.3721714,-0.25944802
0.4253,0.36416447,-0.27064028
0.42539999,0.3558102,-0.28157702
0.42550001,0.34711671,-0.29224744
0.42559999,0.3380926,-0.30264103
0.42570001,0.32874668,-0.31274754
0.4258,0.31908813,-0.32255697
0.42590001,0.30912641,-0.33205965
0.426,0.29887134,-0.34124622
0.42609999,0.28833294,-0.35010761
0.4262,0.27752161,-0.3586351
0.42629999,0.2664479,-0.36682022
0.42640001,0.25512275,-0.37465495
0.42649999,0.24355723,-0.38213155
0.42660001,0.23176272,-0.38924259
0.4267,0.21975084,-0.39598113
0.42680001,0.20753333,-0.40234047
0.4269,0.19512226,-0.40831438
0.42699999,0.18252978,-0.41389689
0.4271,0.16976829,-0.41908255
0.42719999,0.15685032,-0.42386624
0.42730001,0.14378858,-0.42824322
0.42739999,0.13059589,-0.43220919
0.42750001,0.11728526,-0.4357602
0.4276,0.10386973,-0.43889275
0.42770001,0.090362512,-0.44160378
0.4278,0.076776892,-0.4438906
0.42789999,0.063126214,-0.44575092
0.428,0.049423907,-0.44718292
0.42809999,0.035683449,-0.44818524
0.42820001,0.021918347,-0.44875678
0.42829999,0.0081421407,-0.44889706
0.42840001,-0.0056316219,-0.4486059
0.4285,-0.019389397,-0.44788358
0.42860001,-0.033117652,-0.44673085
0.4287,-0.046802886,-0.4451488
0.42879999,-0.060431641,-0.44313899
0.4289,-0.073990509,-0.44070342
0.42899999,-0.087466158,-0.43784451
0.42910001,-0.10084534,-0.43456501
0.42919999,-0.11411488,-0.43086821
0.42930001,-0.12726174,-0.42675772
0.4294,-0.14027299,-0.42223763
0.42950001,-0.15313584,-0.41731235
0.4296,-0.16583762,-0.4119868
0.42969999,-0.17836584,-0.40626615
0.4298,-0.19070821,-0.40015608
0.42989999,-0.20285256,-0.39366263
0.43000001,-0.21478696,-0.38679218
0.43009999,-0.22649968,-0.3795515
0.43020001,-0.23797919,-0.37194777
0.4303,-0.2492142,-0.36398843
0.43040001,-0.26019368,-0.35568139
0.4305,-0.27090684,-0.34703481
0.43059999,-0.28134313,-0.33805719
0.4307,-0.29149228,-0.32875744
0.43079999,-0.30134436,-0.31914473
0.43090001,-0.31088963,-0.30922848
0.43099999,-0.32011876,-0.2990185
0.43110001,-0.32902268,-0.2885249
0.4312,-0.33759257,-0.277758
0.43130001,-0.3458201,-0.2667284
0.4314,-0.35369715,-0.255447
0.43149999,-0.36121598,-0.24392495
0.4316,-0.36836922,-0.23217358
0.43169999,-0.37514985,-0.22020449
0.43180001,-0.38155121,-0.20802948
0.43189999,-0.38756701,-0.19566058
0.43200001,-0.39319137,-0.18310997
0.4321,-0.39841875,-0.17039005
0.43220001,-0.40324405,-0.15751337
0.4323,-0.40766257,-0.1444926
0.43239999,-0.41166991,-0.13134062
0.4325,-0.41526222,-0.11807039
0.43259999,-0.41843596,-0.10469499
0.43270001,-0.42118803,-0.091227636
0.43279999,-0.42351577,-0.077681601
0.43290001,-0.42541689,-0.064070247
0.433,-0.42688957,-0.050407011
0.43309999,-0.42793238,-0.036705367
0.4332,-0.42854434,-0.022978835
0.43329999,-0.42872488,-0.0092409523
0.43340001,-0.42847383,0.0044947248
0.43349999,-0.42779151,0.018214645
0.43360001,-0.42667857,0.031905271
0.4337,-0.42513618,0.045553099
0.43380001,-0.42316592,0.059144665
0.4339,-0.42076972,0.072666556
0.43399999,-0.41795,0.086105429
0.4341,-0.41470957,0.099448033
0.43419999,-0.41105166,0.1126812
0.43430001,-0.40697992,0.12579186
0.43439999,-0.40249839,0.13876709
0.43450001,-0.39761153,0.1515941
0.4346,-0.39232421,0.16426022
0.43470001,-0.38664165,0.17675294
0.4348,-0.38056952,0.18905996
0.43489999,-0.3741138,0.20116912
0.435,-0.36728093,0.21306847
0.43509999,-0.36007771,0.22474629
0.43520001,-0.3525112,0.23619102
0.43529999,-0.34458897,0.2473914
0.43540001,-0.33631885,0.25833637
0.4355,-0.32770899,0.2690151
0.43560001,-0.31876799,0.2794171
0.4357,-0.30950469,0.2895321
0.43579999,-0.29992819,0.29935008
0.4359,-0.29004806,0.30886137
0.43599999,-0.27987406,0.31805658
0.43610001,-0.26941621,0.32692665
0.43619999,-0.25868493,0.33546281
0.43630001,-0.2476908,0.34365666
0.4364,-0.23644471,0.35150009
0.43650001,-0.22495781,0.35898536
0.4366,-0.21324144,0.36610511
0.43669999,-0.20130721,0.37285227
0.4368,-0.18916693,0.37922019
0.43689999,-0.1768326,0.38520262
0.43700001,-0.16431643,0.39079359
0.43709999,-0.15163082,0.39598766
0.43720001,-0.13878828,0.40077963
0.4373,-0.12580156,0.40516484
0.43740001,-0.11268349,0.40913889
0.4375,-0.099447049,0.41269791
0.43759999,-0.086105332,0.41583836
0.4377,-0.072671533,0.41855714
0.43779999,-0.059158951,0.42085156
0.43790001,-0.045580946,0.42271936
0.43799999,-0.031950958,0.42415869
0.43810001,-0.018282466,0.42516813
0.4382,-0.0045889947,0.42574671
0.43830001,0.0091159083,0.42589378
0.4384,0.022818685,0.42560929
0.43849999,0.036505781,0.42489344
0.4386,0.050163649,0.42374697
0.43869999,0.06377878,0.422171
0.43880001,0.077337705,0.42016709
0.43889999,0.090827011,0.41773719
0.43900001,0.10423334,0.4148837
0.4391,0.11754344,0.41160947
0.43920001,0.13074413,0.40791771
0.4393,0.14382234,0.40381202
0.43939999,0.15676515,0.39929649
0.4395,0.16955975,0.39437559
0.43959999,0.18219344,0.38905415
0.43970001,0.19465376,0.38333738
0.43979999,0.20692837,0.377231
0.43990001,0.21900509,0.37074095
0.44,0.23087199,0.36387369
0.44010001,0.24251732,0.35663599
0.4402,0.25392956,0.34903497
0.44029999,0.26509738,0.34107813
0.4404,0.27600974,0.33277333
0.44049999,0.28665584,0.32412875
0.44060001,0.29702511,0.31515294
0.44069999,0.3071073,0.30585474
0.44080001,0.31689242,0.29624334
0.4409,0.32637078,0.28632823
0.44100001,0.33553296,0.27611914
0.4411,0.34436989,0.26562622
0.44119999,0.35287285,0.25485975
0.4413,0.36103335,0.24383041
0.44139999,0.36884332,0.23254907
0.44150001,0.37629503,0.22102687
0.44159999,0.38338107,0.20927516
0.44170001,0.3900944,0.19730555
0.4418,0.39642838,0.18512984
0.44190001,0.40237668,0.17276005
0.442,0.40793341,0.16020843
0.44209999,0.41309306,0.14748731
0.44220001,0.41785049,0.13460928
0.44229999,0.42220095,0.12158705
0.44240001,0.4261401,0.10843346
0.4425,0.42966405,0.095161498
0.44260001,0.43276927,0.081784271
0.4427,0.43545261,0.06831497
0.44279999,0.43771142,0.054766905
0.4429,0.4395434,0.04115345
0.44299999,0.44094676,0.027488032
0.44310001,0.44192001,0.013784153
0.44319999,0.44246218,5.5339307e-05
0.44330001,0.44257268,-0.013684859
0.4434,0.44225138,-0.027422875
0.44350001,0.44149855,-0.041145142
0.4436,0.44031486,-0.054838117
0.44369999,0.43870145,-0.068488277
0.4438,0.43665993,-0.082082145
0.44389999,0.43419218,-0.095606297
0.44400001,0.43130064,-0.10904738
0.44409999,0.42798814,-0.12239213
0.44420001,0.4242579,-0.13562734
0.4443,0.42011353,-0.14873998
0.44440001,0.41555911,-0.16171707
0.4445,0.41059908,-0.17454581
0.44459999,0.40523827,-0.18721354
0.4447,0.39948198,-0.19970772
0.44479999,0.39333582,-0.21201602
0.44490001,0.38680583,-0.22412629
0.44499999,0.3798984,-0.23602659
0.44510001,0.37262031,-0.2477051
0.4452,0.3649787,-0.25915036
0.44530001,0.3569811,-0.27035099
0.4454,0.34863532,-0.28129598
0.44549999,0.33994955,-0.29197451
0.4456,0.33093238,-0.302376
0.44569999,0.32159263,-0.3124902
0.44580001,0.31193948,-0.32230711
0.44589999,0.30198243,-0.33181703
0.44600001,0.29173127,-0.34101051
0.4461,0.28119606,-0.34987855
0.44620001,0.27038717,-0.35841233
0.4463,0.25931522,-0.36660343
0.44639999,0.24799111,-0.37444374
0.4465,0.236426,-0.38192552
0.44659999,0.22463122,-0.38904136
0.44670001,0.2126184,-0.39578426
0.44679999,0.20039935,-0.4021475
0.44690001,0.18798609,-0.4081248
0.447,0.17539084,-0.41371024
0.44710001,0.16262601,-0.41889834
0.4472,0.14970413,-0.42368388
0.44729999,0.13663794,-0.4280622
0.4474,0.1234403,-0.43202892
0.44749999,0.11012418,-0.4355801
0.44760001,0.096702702,-0.43871224
0.44769999,0.083189078,-0.44142225
0.44780001,0.069596604,-0.44370741
0.4479,0.055938665,-0.44556543
0.44800001,0.042228706,-0.44699451
0.4481,0.028480219,-0.44799316
0.44819999,0.014706745,-0.44856045
0.4483,0.00092184322,-0.44869575
0.44839999,-0.012860917,-0.44839892
0.44850001,-0.026627963,-0.44767022
0.44859999,-0.040365741,-0.4465104
0.44870001,-0.054060724,-0.44492054
0.4488,-0.067699432,-0.44290218
0.44890001,-0.08126843,-0.44045737
0.449,-0.094754353,-0.43758842
0.44909999,-0.10814394,-0.43429816
0.4492,-0.12142399,-0.43058988
0.44929999,-0.13458143,-0.42646715
0.44940001,-0.14760332,-0.42193404
0.44949999,-0.16047682,-0.41699502
0.44960001,-0.17318925,-0.41165495
0.4497,-0.1857281,-0.40591905
0.44980001,-0.19808105,-0.39979297
0.4499,-0.21023589,-0.39328277
0.44999999,-0.22218069,-0.38639483
0.4501,-0.23390368,-0.37913591
0.45019999,-0.24539329,-0.37151319
0.45030001,-0.25663823,-0.36353418
0.45039999,-0.26762745,-0.3552067
0.45050001,-0.27835011,-0.34653896
0.4506,-0.28879565,-0.33753949
0.45070001,-0.2989538,-0.32821721
0.4508,-0.30881453,-0.31858122
0.45089999,-0.31836817,-0.30864105
0.45100001,-0.32760531,-0.29840648
0.45109999,-0.33651686,-0.28788763
0.45120001,-0.34509403,-0.27709481
0.4513,-0.35332841,-0.26603869
0.45140001,-0.36121187,-0.25473014
0.4515,-0.36873665,-0.2431803
0.45159999,-0.37589538,-0.23140058
0.4517,-0.38268098,-0.21940257
0.45179999,-0.38908681,-0.20719807
0.45190001,-0.39510655,-0.19479914
0.45199999,-0.40073431,-0.18221799
0.45210001,-0.40596452,-0.16946702
0.4522,-0.41079205,-0.15655878
0.45230001,-0.41521218,-0.14350599
0.4524,-0.41922057,-0.13032155
0.45249999,-0.42281327,-0.11701842
0.4526,-0.42598674,-0.10360973
0.45269999,-0.42873791,-0.090108678
0.45280001,-0.43106404,-0.076528586
0.45289999,-0.43296289,-0.062882833
0.45300001,-0.43443263,-0.049184874
0.4531,-0.43547177,-0.035448205
0.45320001,-0.43607932,-0.021686368
0.4533,-0.43625471,-0.0079129292
0.45339999,-0.43599781,0.005858534
0.4535,-0.43530887,0.019614451
0.45359999,-0.43418857,0.033341255
0.45370001,-0.43263811,0.047025423
0.45379999,-0.43065894,0.060653463
0.45390001,-0.42825311,0.07421194
0.454,-0.42542297,0.087687485
0.45410001,-0.42217135,0.10106682
0.4542,-0.41850147,0.11433675
0.45429999,-0.41441697,0.1274842
0.4544,-0.40992191,0.14049622
0.45449999,-0.40502074,0.15335996
0.45460001,-0.39971834,0.16606276
0.45469999,-0.3940199,0.17859207
0.45480001,-0.38793114,0.19093557
0.4549,-0.38145801,0.20308107
0.45500001,-0.37460697,0.21501662
0.4551,-0.36738476,0.22673044
0.45519999,-0.35979858,0.23821098
0.4553,-0.35185587,0.24944693
0.45539999,-0.34356454,0.26042721
0.45550001,-0.33493277,0.27114099
0.45559999,-0.3259691,0.28157774
0.45570001,-0.31668237,0.29172713
0.4558,-0.30708182,0.30157921
0.45590001,-0.29717687,0.31112421
0.456,-0.28697735,0.32035273
0.45609999,-0.27649337,0.32925573
0.4562,-0.26573524,0.33782437
0.45629999,-0.25471362,0.34605026
0.45640001,-0.24343944,0.35392526
0.45649999,-0.23192379,0.36144161
0.45660001,-0.22017807,0.3685919
0.4567,-0.2082139,0.3753691
0.45680001,-0.19604309,0.38176653
0.4569,-0.18367767,0.38777789
0.45699999,-0.17112988,0.39339727
0.4571,-0.15841211,0.39861909
0.45719999,-0.14553693,0.40343824
0.45730001,-0.13251707,0.40784997
0.45739999,-0.11936537,0.41184992
0.45750001,-0.10609486,0.41543418
0.4576,-0.092718646,0.41859919
0.45770001,-0.079249941,0.42134187
0.4578,-0.065702058,0.4236595
0.45789999,-0.052088395,0.42554983
0.458,-0.038422391,0.42701095
0.45809999,-0.02471756,0.42804149
0.45820001,-0.010987447,0.4286404
0.45829999,0.0027543833,0.42880711
0.45840001,0.016494347,0.42854145
0.4585,0.030218866,0.42784375
0.45860001,0.043914374,0.42671463
0.4587,0.057567339,0.42515522
0.45879999,0.071164265,0.42316714
0.4589,0.084691711,0.42075229
0.45899999,0.098136313,0.41791308
0.45910001,0.11148478,0.41465235
0.45919999,0.12472392,0.41097328
0.45930001,0.13784064,0.40687954
0.4594,0.15082198,0.40237519
0.45950001,0.16365512,0.39746463
0.4596,0.17632735,0.39215276
0.45969999,0.18882616,0.38644481
0.4598,0.20113918,0.38034645
0.45989999,0.21325424,0.37386367
0.46000001,0.22515939,0.3670029
0.4601,0.23684283,0.35977092
0.46020001,0.24829301,0.35217485
