"Time","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.is[1]","smrE.is[1]","loadInertiaM.phi","loadInertiaE.phi","smrE.idq_sr[1]","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertiaM.w","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","vfController.x","smrM.is[2]","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrE.idq_rr[1]","smrE.is[2]","smrE.idq_sr[2]","smrE.idq_rr[2]","loadInertiaE.w"
1.2492,0.10674208,55.35693,55.357311,112.91235,112.91234,41.769775,-0.037869327,155.53008,-0.43006265,235.36812,-4.1088629,-0.43332806,4.7374568,-4.1093831,45.391613,-30.476845,155.53015
1.2493,0.093075521,54.49535,54.495758,112.9279,112.92789,41.764626,-0.037991256,155.5313,-0.4300437,235.39954,-2.156404,-0.43646449,4.7405,-2.1569393,45.441284,-30.483585,155.53139
1.2494,0.079317279,53.577938,53.578373,112.94345,112.94344,41.759495,-0.03811321,155.53253,-0.43002471,235.43095,-0.19992651,-0.43917003,4.7435231,-0.20047984,45.490646,-30.490021,155.53262
1.2495,0.065480947,52.605618,52.606052,112.95901,112.959,41.754387,-0.038235195,155.53378,-0.43000573,235.46237,1.7585607,-0.44144204,4.7465258,1.7580117,45.539696,-30.496153,155.53387
1.2496001,0.051580179,51.579353,51.579746,112.97456,112.97455,41.749294,-0.038357198,155.53503,-0.42998675,235.49379,3.7170553,-0.44327828,4.7495093,3.7165494,45.588436,-30.501984,155.53513
1.2497,0.037628684,50.500034,50.500458,112.99011,112.9901,41.744221,-0.038479228,155.5363,-0.42996776,235.52521,5.6736689,-0.44467691,4.7524734,5.6731467,45.636864,-30.507513,155.53638
1.2498,0.02364024,49.368801,49.369251,113.00567,113.00566,41.739166,-0.038601279,155.53757,-0.42994872,235.55661,7.6263528,-0.44563654,4.7554178,7.6258178,45.684986,-30.512743,155.53766
1.2499,0.0096286563,48.186794,48.187233,113.02122,113.02121,41.734127,-0.03872335,155.53883,-0.4299297,235.58803,9.573101,-0.44615632,4.7583437,9.5725803,45.7328,-30.517675,155.53893
1.25,-0.0043922365,46.955166,46.95557,113.03677,113.03677,41.729107,-0.038845439,155.54013,-0.42991066,235.61945,11.511948,-0.44623569,4.761251,11.511456,45.780308,-30.522314,155.54021
1.2501,-0.01840861,45.675049,45.675484,113.05233,113.05232,41.724106,-0.038967546,155.54141,-0.42989162,235.65086,13.440983,-0.44587454,4.7641397,13.440477,45.827515,-30.526657,155.5415
1.2502,-0.032406621,44.347778,44.348232,113.06789,113.06787,41.71912,-0.039089669,155.54271,-0.42987254,235.68228,15.358195,-0.44507328,4.7670097,15.357682,45.874416,-30.530706,155.5428
1.2503,-0.046372455,42.974709,42.975136,113.08344,113.08343,41.714153,-0.03921181,155.54402,-0.42985347,235.7137,17.261612,-0.44383273,4.7698622,17.261122,45.921017,-30.534466,155.54411
1.2503999,-0.06029233,41.557137,41.557549,113.09899,113.09898,41.709202,-0.039333962,155.54533,-0.4298344,235.74512,19.149334,-0.44215405,4.7726965,19.148861,45.967316,-30.537935,155.54543
1.2505,-0.074152507,40.096443,40.096886,113.11455,113.11454,41.704266,-0.039456129,155.54666,-0.42981529,235.77654,21.019461,-0.44003892,4.7755136,21.018976,46.013313,-30.541119,155.54674
1.2506,-0.087939307,38.594139,38.594597,113.1301,113.13009,41.699348,-0.039578311,155.54799,-0.42979619,235.80794,22.870052,-0.43748948,4.7783127,22.869566,46.059013,-30.544014,155.54807
1.2507,-0.10163913,37.051762,37.05217,113.14566,113.14565,41.69445,-0.039700501,155.54932,-0.42977706,235.83936,24.699202,-0.43450823,4.7810946,24.698746,46.10442,-30.546623,155.54941
1.2508,-0.11523844,35.470726,35.471146,113.16121,113.1612,41.689564,-0.039822701,155.55066,-0.42975795,235.87077,26.505106,-0.4310981,4.7838593,26.504652,46.149529,-30.54895,155.55075
1.2509,-0.12872383,33.85265,33.853096,113.17677,113.17676,41.684696,-0.03994491,155.55202,-0.42973879,235.90219,28.285906,-0.42726249,4.7866068,28.285444,46.194344,-30.550997,155.55209
1.251,-0.14208199,32.199188,32.199638,113.19232,113.19231,41.679844,-0.040067125,155.55336,-0.42971966,235.93361,30.039762,-0.42300513,4.7893376,30.039307,46.238865,-30.552761,155.55345
1.2510999,-0.15529972,30.512026,30.512421,113.20788,113.20787,41.675007,-0.040189352,155.55473,-0.42970049,235.96503,31.764879,-0.41833034,4.7920513,31.76445,46.283096,-30.554249,155.55481
1.2512,-0.168364,28.792704,28.793125,113.22343,113.22343,41.670185,-0.040311579,155.55609,-0.4296813,235.99644,33.459549,-0.41324264,4.7947483,33.459114,46.327034,-30.555458,155.55618
1.2513,-0.18126193,27.043026,27.043472,113.23899,113.23898,41.665382,-0.040433813,155.55748,-0.42966214,236.02786,35.122005,-0.40774706,4.7974286,35.121571,46.370686,-30.556393,155.55756
1.2514,-0.19398078,25.264774,25.265211,113.25455,113.25453,41.660591,-0.040556047,155.55885,-0.42964295,236.05927,36.750546,-0.40184912,4.8000922,36.750118,46.414047,-30.557053,155.55894
1.2515,-0.206508,23.459723,23.460117,113.2701,113.27009,41.655819,-0.040678285,155.56024,-0.42962372,236.09068,38.343506,-0.39555457,4.8027391,38.343098,46.457123,-30.557442,155.56033
1.2516,-0.21883123,21.629578,21.630001,113.28566,113.28564,41.651062,-0.040800527,155.56165,-0.4296045,236.1221,39.899284,-0.38886961,4.8053699,39.898876,46.499916,-30.55756,155.56174
1.2517,-0.23093829,19.776249,19.776691,113.30122,113.3012,41.64632,-0.040922765,155.56305,-0.42958528,236.15352,41.416271,-0.38180086,4.8079839,41.415859,46.542423,-30.557407,155.56313
1.2517999,-0.24281725,17.901628,17.902046,113.31677,113.31676,41.641594,-0.041045003,155.56445,-0.42956606,236.18494,42.892902,-0.37435538,4.8105817,42.892502,46.584648,-30.55699,155.56454
1.2519,-0.2544564,16.007551,16.007946,113.33233,113.33231,41.636883,-0.041167237,155.56587,-0.4295468,236.21635,44.327675,-0.36654043,4.8131628,44.32729,46.626591,-30.556305,155.56596
1.252,-0.26584423,14.095866,14.096286,113.34789,113.34787,41.632187,-0.041289471,155.56729,-0.42952755,236.24777,45.719131,-0.35836375,4.8157277,45.718746,46.668251,-30.555357,155.56738
1.2521,-0.27696952,12.168554,12.168986,113.36344,113.36343,41.627506,-0.041411698,155.56873,-0.42950827,236.27919,47.06583,-0.3498334,4.8182764,47.065449,46.709637,-30.554144,155.5688
1.2522,-0.28782132,10.227588,10.227981,113.379,113.37899,41.622841,-0.041533921,155.57016,-0.42948899,236.31059,48.366386,-0.34095788,4.8208084,48.366016,46.75074,-30.552671,155.57024
1.2523,-0.29838884,8.2748241,8.2752161,113.39455,113.39455,41.618195,-0.041656137,155.57159,-0.4294697,236.34201,49.619473,-0.33174586,4.8233242,49.619106,46.791573,-30.55094,155.57169
1.2524,-0.30866173,6.3122396,6.312655,113.41011,113.4101,41.61356,-0.041778345,155.57304,-0.42945042,236.37343,50.823799,-0.3222065,4.8258233,50.823441,46.832127,-30.54895,155.57312
1.2525001,-0.31862983,4.3418479,4.342267,113.42567,113.42566,41.608944,-0.041900545,155.57449,-0.42943111,236.40485,51.978123,-0.31234917,4.8283057,51.977768,46.872406,-30.546703,155.57458
1.2526,-0.32828331,2.3656635,2.3660326,113.44122,113.44122,41.604343,-0.042022735,155.57596,-0.4294118,236.43626,53.081261,-0.30218366,4.8307719,53.08091,46.912415,-30.544201,155.57603
1.2527,-0.33761263,0.38554907,0.38593817,113.45679,113.45677,41.599758,-0.042144917,155.57742,-0.42939246,236.46768,54.132065,-0.29171994,4.8332214,54.131718,46.952156,-30.541447,155.5775
1.2528,-0.34660858,-1.5964335,-1.5960255,113.47234,113.47233,41.595188,-0.042267084,155.57889,-0.42937312,236.4991,55.129452,-0.2809684,4.8356543,55.129116,46.991623,-30.538439,155.57896
1.2529,-0.35526231,-3.5782678,-3.5778649,113.4879,113.48789,41.590633,-0.04238924,155.58037,-0.42935377,236.53052,56.072395,-0.2699396,4.8380704,56.072063,47.030823,-30.535183,155.58044
1.253,-0.36356527,-5.5579524,-5.5575867,113.50346,113.50345,41.586098,-0.042511385,155.58185,-0.4293344,236.56192,56.959923,-0.25864452,4.8404698,56.959591,47.069752,-30.531675,155.58192
1.2531,-0.37150925,-7.5335832,-7.5331984,113.51901,113.519,41.581573,-0.042633511,155.58333,-0.42931506,236.59334,57.791092,-0.2470942,4.8428521,57.790771,47.108421,-30.527924,155.58342
1.2532001,-0.37908646,-9.5031099,-9.5027113,113.53458,113.53456,41.577068,-0.042755622,155.58482,-0.42929569,236.62476,58.565052,-0.23530009,4.8452172,58.564739,47.14682,-30.523924,155.5849
1.2533,-0.38628939,-11.464527,-11.464143,113.55013,113.55013,41.572582,-0.042877719,155.58632,-0.42927629,236.65617,59.281006,-0.22327386,4.8475657,59.280693,47.184959,-30.51968,155.5864
1.2534,-0.39311096,-13.415879,-13.415517,113.56569,113.56568,41.568108,-0.042999797,155.58781,-0.42925689,236.68759,59.938194,-0.21102735,4.8498964,59.937878,47.222836,-30.515196,155.58791
1.2535,-0.39954442,-15.355247,-15.354868,113.58125,113.58124,41.563652,-0.043121856,155.58932,-0.42923748,236.71901,60.535908,-0.19857265,4.85221,60.535606,47.260448,-30.510468,155.58942
1.2536,-0.40558338,-17.28063,-17.280241,113.59681,113.5968,41.559216,-0.043243896,155.59085,-0.42921808,236.75043,61.073536,-0.18592207,4.854506,61.073246,47.297802,-30.505501,155.59093
1.2537,-0.41122201,-19.190062,-19.189697,113.61237,113.61236,41.554794,-0.043365918,155.59236,-0.42919865,236.78185,61.550529,-0.1730881,4.8567848,61.550232,47.3349,-30.500296,155.59245
1.2538,-0.41645461,-21.081667,-21.081308,113.62793,113.62791,41.550388,-0.043487918,155.59389,-0.42917922,236.81325,61.966343,-0.16008338,4.8590455,61.966045,47.371738,-30.494854,155.59398
1.2539001,-0.42127609,-22.953543,-22.953171,113.64349,113.64348,41.546001,-0.043609891,155.59541,-0.42915979,236.84467,62.320526,-0.14692077,4.8612881,62.320248,47.408321,-30.489178,155.5955
1.2539999,-0.42568171,-24.803768,-24.803391,113.65905,113.65903,41.54163,-0.043731846,155.59695,-0.42914033,236.87608,62.61272,-0.13361327,4.863513,62.612453,47.444649,-30.483267,155.59703
1.2541,-0.42966709,-26.630453,-26.630106,113.67461,113.6746,41.537277,-0.043853775,155.5985,-0.42912087,236.9075,62.842625,-0.12017402,4.8657193,62.842331,47.480721,-30.477123,155.59857
1.2542,-0.43322831,-28.431826,-28.431471,113.69017,113.69016,41.532944,-0.043975677,155.60004,-0.42910141,236.93892,63.009903,-0.10661624,4.8679075,63.009628,47.516544,-30.470751,155.60011
1.2543,-0.43636185,-30.20603,-30.205666,113.70573,113.70572,41.528625,-0.044097554,155.60159,-0.42908195,236.97034,63.114399,-0.092953362,4.8700771,63.114143,47.552113,-30.464146,155.60167
1.2544,-0.43906462,-31.951263,-31.950899,113.72129,113.72128,41.524326,-0.044219404,155.60313,-0.42906246,237.00175,63.155994,-0.079198852,4.8722277,63.155746,47.587433,-30.457315,155.60323
1.2545,-0.44133401,-33.665749,-33.665409,113.73685,113.73684,41.520046,-0.044341229,155.60471,-0.42904297,237.03317,63.134632,-0.065366298,4.8743596,63.134357,47.622505,-30.450256,155.60478
1.2546,-0.44316772,-35.347809,-35.347458,113.75241,113.7524,41.515785,-0.044463024,155.60626,-0.42902347,237.06458,63.050228,-0.051469326,4.8764725,63.049976,47.65733,-30.442974,155.60635
1.2546999,-0.44456396,-36.995708,-36.995354,113.76797,113.76796,41.511543,-0.044584788,155.60783,-0.42900395,237.09599,62.902885,-0.037521679,4.8785658,62.902657,47.691906,-30.435467,155.60791
1.2548,-0.44552135,-38.607773,-38.607422,113.78353,113.78352,41.507317,-0.044706523,155.60941,-0.42898443,237.12741,62.692753,-0.023537118,4.88064,62.692516,47.726238,-30.427736,155.60948
1.2549,-0.44603902,-40.182373,-40.182034,113.79909,113.79908,41.503113,-0.044828225,155.61098,-0.42896491,237.15883,62.419994,-0.0095294481,4.8826942,62.419739,47.760323,-30.419786,155.61107
1.255,-0.44611633,-41.717941,-41.717598,113.81465,113.81464,41.498928,-0.044949897,155.61256,-0.42894539,237.19025,62.084793,0.0044875168,4.8847289,62.084568,47.794167,-30.411615,155.61266
1.2551,-0.44575331,-43.212902,-43.212555,113.83022,113.8302,41.494762,-0.045071531,155.61415,-0.42892584,237.22166,61.687519,0.018499933,4.8867435,61.687313,47.82777,-30.403227,155.61424
1.2552,-0.44495031,-44.665733,-44.665394,113.84577,113.84576,41.490616,-0.045193136,155.61575,-0.42890629,237.25308,61.228565,0.032493968,4.8887377,61.22834,47.86113,-30.394621,155.61583
1.2553,-0.44370812,-46.074978,-46.074642,113.86134,113.86133,41.486488,-0.045314703,155.61734,-0.42888674,237.2845,60.708317,0.046455812,4.8907113,60.708088,47.894253,-30.385799,155.61743
1.2553999,-0.4420279,-47.439201,-47.438869,113.8769,113.87688,41.48238,-0.045436237,155.61894,-0.42886716,237.3159,60.127243,0.060371689,4.8926644,60.127045,47.927135,-30.376764,155.61902
1.2555,-0.43991143,-48.757023,-48.756691,113.89246,113.89245,41.478294,-0.045557734,155.62054,-0.42884758,237.34732,59.48595,0.074227862,4.8945966,59.485767,47.959782,-30.367516,155.62064
1.2556,-0.43736073,-50.0271,-50.026768,113.90802,113.90801,41.474228,-0.045679189,155.62216,-0.428828,237.37874,58.785088,0.088010654,4.8965077,58.78487,47.992191,-30.358055,155.62224
1.2557,-0.43437833,-51.248138,-51.247814,113.92358,113.92358,41.470184,-0.045800611,155.62376,-0.42880842,237.41016,58.025234,0.10170646,4.8983974,58.025036,48.024364,-30.348385,155.62386
1.2558,-0.43096715,-52.418907,-52.418583,113.93915,113.93914,41.466164,-0.045921993,155.62538,-0.42878884,237.44157,57.207157,0.11530177,4.9002657,57.206989,48.056301,-30.338507,155.62547
1.2559,-0.42713061,-53.538208,-53.537884,113.95471,113.9547,41.462158,-0.046043333,155.62701,-0.42876923,237.47299,56.331692,0.12878315,4.9021125,56.331532,48.088009,-30.328419,155.62709
1.256,-0.42287254,-54.604908,-54.604584,113.97028,113.97026,41.458179,-0.046164632,155.62863,-0.42874962,237.50441,55.399712,0.14213732,4.9039369,55.399509,48.119484,-30.318125,155.62871
1.2561001,-0.41819701,-55.617905,-55.617584,113.98583,113.98582,41.45422,-0.04628589,155.63026,-0.42872998,237.53583,54.412003,0.15535109,4.9057393,54.411831,48.150726,-30.307627,155.63034
1.2562,-0.41310874,-56.576172,-56.575863,114.0014,114.00139,41.450283,-0.046407107,155.6319,-0.42871037,237.56723,53.369602,0.1684114,4.9075198,53.369465,48.18174,-30.296925,155.63197
1.2563,-0.40761274,-57.478741,-57.478432,114.01696,114.01695,41.446369,-0.04652828,155.63353,-0.42869073,237.59865,52.273563,0.18130539,4.909277,52.273426,48.212521,-30.286018,155.63362
1.2564,-0.40171444,-58.324684,-58.324371,114.03252,114.03252,41.442474,-0.046649408,155.63518,-0.42867109,237.63007,51.124958,0.19402033,4.9110117,51.124786,48.243076,-30.274912,155.63525
1.2565,-0.39541963,-59.113117,-59.112812,114.04809,114.04808,41.438606,-0.046770494,155.63681,-0.42865145,237.66148,49.924812,0.20654365,4.9127235,49.924679,48.273407,-30.263605,155.6369
1.2566,-0.38873455,-59.843243,-59.842949,114.06365,114.06364,41.434761,-0.046891533,155.63846,-0.42863181,237.6929,48.674381,0.218863,4.914412,48.674274,48.303509,-30.2521,155.63855
1.2567,-0.38166583,-60.514324,-60.514023,114.07922,114.07921,41.430935,-0.047012523,155.64012,-0.42861214,237.72432,47.374924,0.23096624,4.9160771,47.374802,48.333389,-30.240396,155.6402
1.2568001,-0.3742204,-61.125652,-61.125351,114.09478,114.09477,41.427135,-0.047133468,155.64177,-0.42859247,237.75574,46.027679,0.24284141,4.9177184,46.027542,48.363041,-30.228497,155.64186
1.2569,-0.36640564,-61.676579,-61.676292,114.11034,114.11034,41.423359,-0.047254365,155.64343,-0.4285728,237.78716,44.633923,0.25447679,4.9193358,44.633823,48.392471,-30.2164,155.64351
1.257,-0.35822922,-62.166557,-62.166283,114.12591,114.1259,41.419605,-0.047375213,155.6451,-0.42855313,237.81856,43.195087,0.26586089,4.9209294,43.195011,48.42168,-30.204111,155.64517
1.2571,-0.34969929,-62.595089,-62.594803,114.14147,114.14146,41.415878,-0.04749601,155.64676,-0.42853343,237.84998,41.712635,0.27698249,4.9224987,41.712528,48.450672,-30.191629,155.64685
1.2572,-0.34082422,-62.961685,-62.961403,114.15704,114.15703,41.41217,-0.047616757,155.64844,-0.42851377,237.88139,40.187931,0.28783062,4.9240437,40.187836,48.479439,-30.178955,155.64851
1.2573,-0.33161277,-63.265961,-63.265701,114.1726,114.17259,41.408493,-0.047737453,155.6501,-0.42849407,237.91281,38.622498,0.29839456,4.9255638,38.622437,48.507988,-30.16609,155.65019
1.2574,-0.32207406,-63.507618,-63.507366,114.18817,114.18816,41.404835,-0.0478581,155.65178,-0.42847437,237.94423,37.017921,0.30866387,4.9270592,37.017876,48.53632,-30.153034,155.65187
1.2575001,-0.3122175,-63.686413,-63.686138,114.20374,114.20372,41.401203,-0.047978692,155.65346,-0.42845464,237.97565,35.375835,0.31862849,4.9285293,35.375744,48.564434,-30.139791,155.65355
1.2575999,-0.3020528,-63.802067,-63.801811,114.2193,114.21929,41.397598,-0.048099231,155.65515,-0.42843494,238.00706,33.697712,0.32827848,4.9299746,33.697655,48.592331,-30.126362,155.65523
1.2577,-0.29159001,-63.854485,-63.854256,114.23486,114.23486,41.39402,-0.048219714,155.65683,-0.42841521,238.03848,31.985296,0.3376044,4.9313941,31.985275,48.62001,-30.112745,155.65691
1.2578,-0.28083944,-63.843616,-63.843388,114.25043,114.25042,41.390465,-0.048340145,155.65852,-0.42839548,238.06989,30.240311,0.34659702,4.9327879,30.240294,48.64748,-30.098944,155.6586
1.2579,-0.26981175,-63.769451,-63.769203,114.266,114.26598,41.386932,-0.048460517,155.66022,-0.42837575,238.1013,28.464491,0.35524747,4.9341564,28.464439,48.674732,-30.084959,155.66029
1.258,-0.25851777,-63.631973,-63.631752,114.28156,114.28156,41.38343,-0.048580837,155.66191,-0.42835602,238.13272,26.659481,0.36354718,4.9354982,26.659468,48.701775,-30.070791,155.66199
1.2581,-0.24696869,-63.431347,-63.431149,114.29713,114.29712,41.379951,-0.048701096,155.6636,-0.42833626,238.16414,24.827148,0.371488,4.9368148,24.827166,48.728603,-30.05644,155.6637
1.2582,-0.23517589,-63.167774,-63.167568,114.3127,114.31268,41.376499,-0.0488213,155.66531,-0.42831653,238.19556,22.969337,0.37906209,4.9381046,22.969349,48.755222,-30.04191,155.66539
1.2582999,-0.22315103,-62.841476,-62.841259,114.32826,114.32825,41.373074,-0.048941445,155.66701,-0.42829677,238.22697,21.087864,0.38626197,4.9393678,21.087856,48.781631,-30.027201,155.6671
1.2584,-0.21090594,-62.452705,-62.452522,114.34383,114.34382,41.369675,-0.049061529,155.66872,-0.42827702,238.25839,19.184523,0.3930805,4.9406047,19.184551,48.807831,-30.012312,155.66881
1.2585,-0.19845274,-62.001884,-62.001724,114.3594,114.35938,41.366302,-0.049181554,155.67043,-0.42825726,238.28981,17.261269,0.39951104,4.9418149,17.261322,48.833824,-29.997246,155.67052
1.2586,-0.18580374,-61.489468,-61.489288,114.37496,114.37495,41.362961,-0.04930152,155.67215,-0.4282375,238.32121,15.320043,0.40554717,4.9429979,15.320074,48.859608,-29.982004,155.67223
1.2587,-0.17297138,-60.915886,-60.91571,114.39053,114.39052,41.359642,-0.049421422,155.67386,-0.42821771,238.35263,13.362697,0.41118297,4.9441538,13.362731,48.885185,-29.966587,155.67395
1.2588,-0.15996833,-60.281677,-60.281536,114.4061,114.40609,41.35635,-0.049541265,155.67558,-0.42819795,238.38405,11.391165,0.41641283,4.9452829,11.391234,48.910557,-29.950994,155.67566
1.2589,-0.14680746,-59.587505,-59.587383,114.42166,114.42165,41.353085,-0.049661044,155.67731,-0.42817816,238.41547,9.4074516,0.42123166,4.9463844,9.4075394,48.935726,-29.935228,155.67738
1.2589999,-0.13350175,-58.834076,-58.833916,114.43723,114.43723,41.34985,-0.049780756,155.67902,-0.42815837,238.44688,7.4135652,0.42563468,4.9474583,7.4136138,48.96069,-29.919291,155.67911
1.2591,-0.12006433,-58.021996,-58.02187,114.4528,114.45279,41.346642,-0.049900409,155.68076,-0.42813858,238.4783,5.4113593,0.42961752,4.9485049,5.4114356,48.985451,-29.903183,155.68083
1.2592,-0.10650843,-57.152122,-57.152027,114.46837,114.46836,41.34346,-0.050019994,155.68248,-0.4281188,238.50972,3.4028831,0.43317625,4.9495239,3.4029913,49.010006,-29.886904,155.68256
1.2593,-0.092847481,-56.225327,-56.225243,114.48394,114.48392,41.340309,-0.050139517,155.6842,-0.42809898,238.54114,1.3901573,0.4363074,4.9505148,1.3902743,49.034363,-29.870455,155.6843
1.2594,-0.079094954,-55.242531,-55.242416,114.4995,114.4995,41.337181,-0.050258972,155.68594,-0.42807919,238.57254,-0.62480199,0.43900791,4.951478,-0.62471777,49.058517,-29.853838,155.68604
1.2595,-0.065264396,-54.204582,-54.204506,114.51508,114.51507,41.334084,-0.05037836,155.68768,-0.4280594,238.60396,-2.6400995,0.441275,4.9524131,-2.6399846,49.082474,-29.837055,155.68776
1.2596,-0.051369485,-53.112568,-53.112526,114.53064,114.53063,41.331017,-0.050497677,155.68942,-0.42803958,238.63538,-4.653667,0.4431065,4.95332,-4.6535258,49.106232,-29.820105,155.6895
1.2596999,-0.037423927,-51.967587,-51.967545,114.54621,114.5462,41.327976,-0.050616931,155.69116,-0.42801976,238.66679,-6.6634812,0.44450065,4.9541988,-6.6633415,49.129791,-29.802988,155.69124
1.2598,-0.023441495,-50.770748,-50.770687,114.56178,114.56178,41.324963,-0.050736114,155.6929,-0.42799994,238.69821,-8.6675568,0.44545603,4.9550495,-8.6674356,49.153152,-29.785709,155.69299
1.2599,-0.0094359722,-49.52314,-49.523121,114.57735,114.57734,41.32198,-0.050855227,155.69466,-0.42798012,238.72963,-10.663967,0.44597167,4.9558716,-10.663819,49.176315,-29.768267,155.69473
1.26,0.0045788069,-48.226059,-48.22607,114.59292,114.59291,41.319023,-0.050974272,155.6964,-0.42796031,238.76105,-12.650676,0.4460471,4.9566655,-12.650508,49.199284,-29.75066,155.69649
1.2601,0.018589005,-46.880817,-46.88081,114.60849,114.60848,41.316097,-0.051093247,155.69815,-0.42794049,238.79247,-14.625684,0.44568226,4.9574308,-14.625528,49.222057,-29.732893,155.69823
1.2602,0.0325808,-45.48867,-45.488663,114.62406,114.62405,41.313202,-0.051212147,155.69991,-0.42792064,238.82387,-16.58707,0.44487751,4.9581676,-16.586918,49.244637,-29.714966,155.69998
1.2603,0.046540387,-44.050957,-44.050991,114.63963,114.63962,41.310329,-0.051330976,155.70166,-0.42790082,238.85529,-18.532904,0.44363356,4.9588757,-18.53273,49.267021,-29.696878,155.70174
1.2604001,0.060453981,-42.569153,-42.569214,114.6552,114.65519,41.307491,-0.051449735,155.70341,-0.42788097,238.8867,-20.461216,0.44195175,4.9595556,-20.461027,49.289215,-29.678633,155.70349
1.2605,0.074307844,-41.044758,-41.044785,114.67077,114.67076,41.30468,-0.051568419,155.70517,-0.42786115,238.91812,-22.370062,0.43983373,4.9602065,-22.369898,49.311214,-29.660229,155.70525
1.2606,0.088088319,-39.479153,-39.479206,114.68634,114.68633,41.301899,-0.051687028,155.70692,-0.42784131,238.94954,-24.257614,0.43728155,4.9608288,-24.257441,49.333023,-29.641668,155.70702
1.2607,0.10178179,-37.87392,-37.874016,114.70191,114.7019,41.299145,-0.051805563,155.70869,-0.42782146,238.98096,-26.121973,0.43429771,4.961422,-26.12178,49.354641,-29.622953,155.70877
1.2608,0.11537474,-36.230682,-36.230793,114.71748,114.71748,41.296421,-0.051924024,155.71045,-0.42780164,239.01237,-27.961262,0.4308852,4.961987,-27.961063,49.376072,-29.604082,155.71054
1.2609,0.12885377,-34.55109,-34.551159,114.73306,114.73305,41.293724,-0.05204241,155.71222,-0.42778179,239.04378,-29.773638,0.42704743,4.962523,-29.773462,49.397312,-29.585058,155.7123
1.261,0.14220557,-32.836662,-32.836773,114.74863,114.74862,41.291058,-0.052160718,155.71399,-0.42776194,239.0752,-31.557364,0.42278808,4.9630303,-31.557175,49.418362,-29.56588,155.71407
1.2611001,0.15541695,-31.089165,-31.089314,114.7642,114.76419,41.288422,-0.052278947,155.71576,-0.42774209,239.10661,-33.310627,0.41811141,4.9635086,-33.310425,49.439228,-29.546549,155.71584
1.2612,0.16847488,-29.310358,-29.310511,114.77977,114.77976,41.285812,-0.052397102,155.71753,-0.42772222,239.13803,-35.03167,0.41302207,4.9639583,-35.031471,49.459904,-29.527069,155.71761
1.2613,0.18136647,-27.501991,-27.502117,114.79534,114.79533,41.283234,-0.052515175,155.7193,-0.42770237,239.16945,-36.718784,0.40752509,4.9643793,-36.718601,49.480396,-29.507437,155.71938
1.2614,0.194079,-25.665749,-25.665915,114.81091,114.81091,41.280682,-0.052633174,155.72107,-0.42768252,239.20087,-38.370327,0.40162581,4.9647717,-38.370132,49.500702,-29.487656,155.72116
1.2615,0.20659992,-23.803514,-23.803713,114.82648,114.82648,41.27816,-0.05275109,155.72284,-0.42766267,239.23228,-39.984627,0.3953301,4.9651351,-39.984428,49.520824,-29.467726,155.72293
1.2616,0.21891688,-21.917164,-21.917353,114.84206,114.84205,41.275669,-0.052868925,155.72462,-0.42764279,239.2637,-41.560066,0.38864422,4.9654703,-41.559875,49.540764,-29.447649,155.7247
1.2617,0.23101772,-20.008512,-20.00869,114.85763,114.85762,41.273205,-0.052986681,155.72641,-0.42762294,239.2951,-43.095097,0.38157475,4.9657764,-43.09491,49.56052,-29.427425,155.72649
1.2618001,0.24289048,-18.079397,-18.079613,114.8732,114.87319,41.270771,-0.05310436,155.72818,-0.4276031,239.32652,-44.588192,0.37412861,4.9660544,-44.588005,49.580093,-29.407057,155.72827
1.2618999,0.25452346,-16.131781,-16.132023,114.88878,114.88876,41.268364,-0.053221952,155.72997,-0.42758322,239.35794,-46.037857,0.36631319,4.9663038,-46.03767,49.599483,-29.386541,155.73004
1.262,0.2659052,-14.167627,-14.167843,114.90435,114.90434,41.265987,-0.053339463,155.73175,-0.42756337,239.38936,-47.442638,0.35813624,4.9665246,-47.442463,49.618694,-29.365883,155.73183
1.2621,0.27702442,-12.188785,-12.189011,114.91992,114.91991,41.263641,-0.053456891,155.73354,-0.42754349,239.42078,-48.801155,0.34960577,4.9667168,-48.800983,49.637726,-29.345081,155.73361
1.2622,0.28787017,-10.19722,-10.197481,114.93549,114.93549,41.261322,-0.053574238,155.73532,-0.42752364,239.45219,-50.112049,0.34073022,4.9668813,-50.111881,49.656578,-29.324137,155.7354
1.2623,0.29843172,-8.1949425,-8.19522,114.95107,114.95106,41.259029,-0.053691499,155.73711,-0.42750376,239.48361,-51.374008,0.33151838,4.9670167,-51.373844,49.675247,-29.303051,155.73718
1.2624,0.30869871,-6.1839681,-6.1842036,114.96664,114.96664,41.256767,-0.053808674,155.73889,-0.42748389,239.51503,-52.585777,0.32197934,4.9671245,-52.585617,49.693745,-29.281826,155.73897
1.2625,0.31866097,-4.1661515,-4.166419,114.98222,114.98221,41.254536,-0.053925764,155.74068,-0.42746404,239.54643,-53.746143,0.31212246,4.9672041,-53.745995,49.712063,-29.26046,155.74077
