"Time","thetaQS","theta","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.stator.stray.port_p.Phi.re","smee.stator.stray.port_p.Phi.im","smee.excitation.electroMagneticConverter.Phi.re","smeeQS.short.port_p.reference.gamma","constantSpeed.phi","constantSpeedQS.phi"
14.9996,3.1415088,3.1415088,0.4490124,-0.032055605,-0.081185549,0.0080101518,0.34601122,4.7123051,2352.99,2353.7754
14.9997,3.1415298,3.1415298,0.44979799,-0.017935982,-0.081397042,0.00545695,0.34601098,4.712326,2353.0059,2353.7913
14.9998,3.1415508,3.1415508,0.45013967,-0.0037986413,-0.081528261,0.002898366,0.34601071,4.712347,2353.0215,2353.8069
14.9999,3.1415718,3.1415718,0.45003715,0.010342462,-0.081579074,0.00033692305,0.34601048,4.712368,2353.0371,2353.8225
15,3.1415927,3.1415927,0.44949046,0.024473377,-0.081549436,-0.0022248526,0.34601024,4.712389,2353.053,2353.8384
15.0001,-3.1415718,-3.1415718,0.44850019,0.038580153,-0.081439368,-0.0047844346,0.34601,4.71241,2353.0686,2353.854
15.0002,-3.1415508,-3.1415508,0.44706732,0.052648876,-0.081248984,-0.0073392983,0.34600976,4.712431,2353.0842,2353.8696
15.0003,-3.1415298,-3.1415298,0.44519323,0.066665649,-0.080978468,-0.0098869242,0.34600952,4.7124519,2353.1001,2353.8855
15.0004,-3.1415088,-3.1415088,0.44287977,0.080616653,-0.080628097,-0.012424801,0.34600928,4.7124729,2353.1157,2353.9011
15.0005,-3.1414878,-3.1414878,0.44012928,0.094488114,-0.080198199,-0.014950423,0.34600905,4.7124939,2353.1313,2353.9167
15.0006,-3.1414671,-3.1414671,0.4369444,0.10826634,-0.079689212,-0.017461302,0.34600881,4.7125149,2353.147,2353.9324
15.0007,-3.1414461,-3.1414461,0.4333283,0.12193774,-0.07910163,-0.019954961,0.34600854,4.7125354,2353.1628,2353.9482
15.0008,-3.1414251,-3.1414251,0.42928457,0.13548881,-0.078436039,-0.022428939,0.3460083,4.7125564,2353.1785,2353.9639
15.0009,-3.1414042,-3.1414042,0.42481717,0.14890619,-0.077693097,-0.024880799,0.34600806,4.7125773,2353.1941,2353.9795
15.001,-3.1413832,-3.1413832,0.41993055,0.16217664,-0.076873526,-0.027308119,0.34600782,4.7125983,2353.21,2353.9954
15.0011,-3.1413622,-3.1413622,0.41462949,0.17528704,-0.075978138,-0.02970851,0.34600759,4.7126193,2353.2256,2354.011
15.0012,-3.1413412,-3.1413414,0.40891922,0.18822448,-0.075007826,-0.0320796,0.34600735,4.7126403,2353.2412,2354.0266
15.0013,-3.1413205,-3.1413205,0.40280542,0.20097618,-0.073963538,-0.034419056,0.34600711,4.7126613,2353.2571,2354.0425
15.0014,-3.1412995,-3.1412995,0.39629406,0.21352954,-0.072846301,-0.036724564,0.34600684,4.7126822,2353.2727,2354.0581
15.0015,-3.1412785,-3.1412785,0.3893916,0.2258722,-0.071657218,-0.038993858,0.3460066,4.7127032,2353.2883,2354.0737
15.0016,-3.1412575,-3.1412575,0.38210487,0.23799196,-0.070397474,-0.041224692,0.34600636,4.7127242,2353.304,2354.0894
15.0017,-3.1412365,-3.1412365,0.37444103,0.24987687,-0.069068298,-0.043414872,0.34600613,4.7127452,2353.3198,2354.1052
15.0018,-3.1412156,-3.1412156,0.36640766,0.2615152,-0.067671001,-0.045562234,0.34600589,4.7127662,2353.3354,2354.1208
15.0019,-3.1411948,-3.1411948,0.35801268,0.27289546,-0.066206969,-0.047664661,0.34600565,4.7127872,2353.3511,2354.1365
15.002,-3.1411738,-3.1411738,0.34926435,0.28400639,-0.064677641,-0.049720082,0.34600538,4.7128077,2353.3669,2354.1523
15.0021,-3.1411529,-3.1411529,0.34017137,0.29483709,-0.063084528,-0.051726468,0.34600514,4.7128286,2353.3826,2354.168
15.0022,-3.1411319,-3.1411319,0.33074263,0.3053768,-0.061429199,-0.053681839,0.3460049,4.7128496,2353.3982,2354.1836
15.0023,-3.1411109,-3.1411109,0.32098749,0.31561518,-0.059713285,-0.055584271,0.34600466,4.7128706,2353.4138,2354.1992
15.0024,-3.1410899,-3.1410899,0.31091559,0.32554206,-0.057938483,-0.057431884,0.3460044,4.7128916,2353.4297,2354.2151
15.0025,-3.1410692,-3.1410692,0.30053681,0.33514774,-0.056106538,-0.059222855,0.34600416,4.7129126,2353.4453,2354.2307
15.0026,-3.1410482,-3.1410482,0.28986144,0.34442264,-0.054219257,-0.06095542,0.34600392,4.7129335,2353.4609,2354.2463
15.0027,-3.1410272,-3.1410272,0.2789,0.35335764,-0.052278508,-0.062627867,0.34600368,4.7129545,2353.4768,2354.2622
15.0028,-3.1410062,-3.1410062,0.2676633,0.36194396,-0.050286196,-0.064238556,0.34600341,4.7129755,2353.4924,2354.2778
15.0029,-3.1409853,-3.1409853,0.25616243,0.37017307,-0.048244294,-0.065785885,0.34600317,4.7129965,2353.5081,2354.2935
15.003,-3.1409643,-3.1409643,0.24440877,0.37803689,-0.046154808,-0.067268342,0.34600294,4.7130175,2353.5239,2354.3093
15.0031,-3.1409433,-3.1409433,0.23241389,0.38552761,-0.044019807,-0.068684451,0.3460027,4.7130384,2353.5396,2354.325
15.0032,-3.1409225,-3.1409225,0.22018962,0.39263791,-0.041841388,-0.07003282,0.34600243,4.7130589,2353.5552,2354.3406
15.0033,-3.1409016,-3.1409016,0.20774803,0.39936072,-0.039621707,-0.071312129,0.34600219,4.7130799,2353.5708,2354.3562
15.0034,-3.1408806,-3.1408806,0.19510141,0.40568939,-0.037362948,-0.072521105,0.34600195,4.7131009,2353.5867,2354.3721
15.0035,-3.1408596,-3.1408596,0.18226224,0.41161773,-0.035067342,-0.073658556,0.34600168,4.7131219,2353.6023,2354.3877
15.0036,-3.1408386,-3.1408386,0.16924319,0.41713986,-0.032737151,-0.07472337,0.34600145,4.7131429,2353.6179,2354.4033
15.0037,-3.1408176,-3.1408176,0.15605707,0.4222503,-0.03037467,-0.075714484,0.34600121,4.7131639,2353.6338,2354.4192
15.0038,-3.1407969,-3.1407969,0.14271696,0.42694408,-0.027982235,-0.076630935,0.34600094,4.7131848,2353.6494,2354.4348
15.0039,-3.1407759,-3.1407759,0.12923598,0.43121648,-0.025562204,-0.0774718,0.3460007,4.7132058,2353.665,2354.4504
15.004,-3.1407549,-3.1407549,0.11562744,0.43506336,-0.023116961,-0.078236267,0.34600046,4.7132268,2353.6809,2354.4663
15.0041,-3.140734,-3.140734,0.10190478,0.43848088,-0.020648919,-0.078923576,0.34600019,4.7132478,2353.6965,2354.4819
15.0042,-3.140713,-3.140713,0.088081531,0.44146568,-0.018160513,-0.079533048,0.34599996,4.7132688,2353.7122,2354.4976
15.0043,-3.140692,-3.140692,0.074171342,0.44401479,-0.015654197,-0.080064081,0.34599972,4.7132897,2353.7278,2354.5132
15.0044,-3.140671,-3.140671,0.060187943,0.44612572,-0.01313244,-0.080516152,0.34599945,4.7133107,2353.7437,2354.5291
15.0045,-3.1406503,-3.1406503,0.046145126,0.4477964,-0.010597732,-0.080888823,0.34599921,4.7133312,2353.7593,2354.5447
15.0046,-3.1406293,-3.1406293,0.032056756,0.44902512,-0.0080525717,-0.081181712,0.34599897,4.7133522,2353.7749,2354.5603
15.0047,-3.1406083,-3.1406083,0.017936733,0.44981074,-0.0054994696,-0.081394546,0.3459987,4.7133732,2353.7908,2354.5762
15.0048,-3.1405873,-3.1405873,0.0037989912,0.45015246,-0.002940943,-0.081527099,0.34599847,4.7133942,2353.8064,2354.5918
15.0049,-3.1405663,-3.1405663,-0.010342515,0.45004991,-0.00037951555,-0.081579253,0.34599823,4.7134151,2353.822,2354.6074
15.005,-3.1405454,-3.1405454,-0.024473831,0.44950324,0.0021822865,-0.081550948,0.34599796,4.7134361,2353.8379,2354.6233
15.0051,-3.1405246,-3.1405246,-0.03858101,0.44851294,0.0047419369,-0.081442215,0.34599772,4.7134571,2353.8535,2354.6389
15.0052,-3.1405036,-3.1405036,-0.052650128,0.44708002,0.007296911,-0.081253164,0.34599745,4.7134781,2353.8691,2354.6545
15.0053,-3.1404827,-3.1404827,-0.066667303,0.4452059,0.0098446896,-0.080983981,0.34599721,4.7134991,2353.8848,2354.6702
15.0054,-3.1404617,-3.1404617,-0.080618702,0.4428924,0.012382759,-0.080634922,0.34599698,4.7135201,2353.9006,2354.686
15.0055,-3.1404407,-3.1404407,-0.094490558,0.4401418,0.014908616,-0.080206349,0.34599671,4.713541,2353.9163,2354.7017
15.0056,-3.1404197,-3.1404197,-0.10826918,0.43695685,0.017419772,-0.079698667,0.34599647,4.713562,2353.9319,2354.7173
15.0057,-3.1403987,-3.1403987,-0.12194096,0.43334067,0.019913748,-0.079112388,0.3459962,4.713583,2353.9478,2354.7332
15.0058,-3.140378,-3.140378,-0.13549243,0.42929682,0.022388084,-0.078448087,0.34599596,4.7136035,2353.9634,2354.7488
15.0059,-3.140357,-3.140357,-0.14891019,0.42482933,0.024840342,-0.077706419,0.34599569,4.7136245,2353.979,2354.7644
15.006,-3.140336,-3.140336,-0.162181,0.41994256,0.027268102,-0.076888107,0.34599546,4.7136455,2353.9946,2354.78
15.0061,-3.1403151,-3.1403151,-0.17529179,0.41464135,0.02966897,-0.075993977,0.34599519,4.7136664,2354.0105,2354.7959
15.0062,-3.1402941,-3.1402941,-0.18822961,0.40893093,0.032040577,-0.075024895,0.34599495,4.7136874,2354.0261,2354.8115
15.0063,-3.1402731,-3.1402731,-0.20098166,0.40281695,0.034380585,-0.073981822,0.34599468,4.7137084,2354.0417,2354.8271
15.0064,-3.1402524,-3.1402524,-0.2135354,0.39630541,0.036686689,-0.072865784,0.34599444,4.7137294,2354.0576,2354.843
15.0065,-3.1402314,-3.1402314,-0.2258784,0.38940278,0.038956612,-0.071677886,0.3459942,4.7137504,2354.0732,2354.8586
15.0066,-3.1402104,-3.1402104,-0.23799852,0.38211584,0.041188113,-0.070419297,0.34599394,4.7137713,2354.0889,2354.8743
15.0067,-3.1401894,-3.1401894,-0.24988376,0.37445179,0.043378994,-0.069091253,0.3459937,4.7137923,2354.1047,2354.8901
15.0068,-3.1401684,-3.1401684,-0.26152241,0.36641821,0.045527097,-0.067695081,0.34599343,4.7138133,2354.1204,2354.9058
15.0069,-3.1401474,-3.1401474,-0.272903,0.35802299,0.047630299,-0.066232137,0.34599316,4.7138343,2354.136,2354.9214
15.007,-3.1401265,-3.1401265,-0.28401425,0.34927443,0.049686525,-0.064703874,0.34599292,4.7138553,2354.1516,2354.937
15.0071,-3.1401057,-3.1401057,-0.29484525,0.34018117,0.051693752,-0.063111804,0.34599265,4.7138758,2354.1675,2354.9529
15.0072,-3.1400847,-3.1400847,-0.30538529,0.33075219,0.053649995,-0.061457485,0.34599242,4.7138968,2354.1831,2354.9685
15.0073,-3.1400638,-3.1400638,-0.31562397,0.32099679,0.055553332,-0.059742559,0.34599218,4.7139177,2354.1987,2354.9841
15.0074,-3.1400428,-3.1400428,-0.32555115,0.31092459,0.057401877,-0.05796871,0.34599191,4.7139387,2354.2146,2355
15.0075,-3.1400218,-3.1400218,-0.33515707,0.30054554,0.059193812,-0.056137692,0.34599164,4.7139597,2354.2302,2355.0156
15.0076,-3.1400008,-3.1400008,-0.34443226,0.28986987,0.060927372,-0.054251313,0.3459914,4.7139807,2354.2458,2355.0312
15.0077,-3.1399801,-3.1399801,-0.35336754,0.2789081,0.062600844,-0.052311424,0.34599113,4.7140017,2354.2617,2355.0471
15.0078,-3.1399591,-3.1399591,-0.36195406,0.26767111,0.064212576,-0.050319947,0.3459909,4.7140226,2354.2773,2355.0627
15.0079,-3.1399381,-3.1399381,-0.37018344,0.25616992,0.065760978,-0.048278842,0.34599063,4.7140436,2354.293,2355.0784
15.008,-3.1399171,-3.1399171,-0.37804747,0.24441592,0.06724453,-0.046190124,0.34599036,4.7140646,2354.3086,2355.094
15.0081,-3.1398962,-3.1398962,-0.38553843,0.2324207,0.068661757,-0.044055849,0.34599012,4.7140856,2354.3245,2355.1099
15.0082,-3.1398752,-3.1398752,-0.39264894,0.22019608,0.070011273,-0.04187813,0.34598985,4.7141066,2354.3401,2355.1255
15.0083,-3.1398542,-3.1398542,-0.39937192,0.20775415,0.071291745,-0.039659105,0.34598961,4.7141275,2354.3557,2355.1411
15.0084,-3.1398335,-3.1398335,-0.4057008,0.19510718,0.072501905,-0.037400968,0.34598935,4.714148,2354.3716,2355.157
15.0085,-3.1398125,-3.1398125,-0.41162932,0.18226764,0.073640563,-0.035105944,0.34598911,4.714169,2354.3872,2355.1726
15.0086,-3.1397915,-3.1397915,-0.4171516,0.16924821,0.074706592,-0.0327763,0.34598884,4.71419,2354.4028,2355.1882
15.0087,-3.1397705,-3.1397705,-0.42226222,0.15606174,0.075698949,-0.030414328,0.34598857,4.714211,2354.4187,2355.2039
15.0088,-3.1397495,-3.1397495,-0.42695612,0.14272125,0.076616645,-0.028022362,0.34598833,4.714232,2354.4343,2355.2197
15.0089,-3.1397285,-3.1397285,-0.43122867,0.12923989,0.077458784,-0.025602758,0.34598807,4.7142529,2354.45,2355.2354
15.009,-3.1397078,-3.1397078,-0.43507564,0.11563096,0.078224525,-0.023157904,0.3459878,4.7142739,2354.4656,2355.251
15.0091,-3.1396868,-3.1396868,-0.43849325,0.10190792,0.07891313,-0.020690212,0.34598756,4.7142949,2354.4814,2355.2668
15.0092,-3.1396658,-3.1396658,-0.44147813,0.088084273,0.079523899,-0.018202113,0.34598729,4.7143159,2354.4971,2355.2825
15.0093,-3.1396449,-3.1396449,-0.44402736,0.074173696,0.080056243,-0.015696062,0.34598702,4.7143369,2354.5127,2355.2981
15.0094,-3.1396239,-3.1396239,-0.44613835,0.060189899,0.08050964,-0.013174532,0.34598678,4.7143579,2354.5286,2355.314
15.0095,-3.1396029,-3.1396029,-0.44780907,0.046146683,0.08088363,-0.010640007,0.34598652,4.7143788,2354.5442,2355.3296
15.0096,-3.1395819,-3.1395822,-0.44903788,0.032057915,0.081177853,-0.0080949897,0.34598625,4.7143998,2354.5598,2355.3452
15.0097,-3.1395612,-3.1395612,-0.4498235,0.017937491,0.081392013,-0.0055419877,0.34598601,4.7144203,2354.5754,2355.3608
15.0098,-3.1395402,-3.1395402,-0.45016524,0.0037993488,0.081525907,-0.0029835196,0.34598574,4.7144413,2354.5913,2355.3767
15.0099,-3.1395192,-3.1395192,-0.45006272,-0.010342558,0.081579395,-0.0004221088,0.34598547,4.7144623,2354.6069,2355.3923
15.01,-3.1394982,-3.1394982,-0.44951603,-0.024474274,0.081552424,0.0021397187,0.34598523,4.7144833,2354.6226,2355.408
15.0101,-3.1394773,-3.1394773,-0.4485257,-0.038581856,0.081445031,0.0046994365,0.34598497,4.7145042,2354.6384,2355.4238
15.0102,-3.1394563,-3.1394563,-0.44709274,-0.052651376,0.081257313,0.00725452,0.3459847,4.7145252,2354.6541,2355.4395
15.0103,-3.1394355,-3.1394355,-0.44521856,-0.06666895,0.080989458,0.0098024495,0.34598443,4.7145462,2354.6697,2355.4551
15.0104,-3.1394145,-3.1394145,-0.44290501,-0.080620743,0.080641724,0.012340712,0.34598419,4.7145672,2354.6855,2355.4709
15.0105,-3.1393936,-3.1393936,-0.44015437,-0.094492994,0.080214463,0.014866804,0.34598392,4.7145882,2354.7012,2355.4866
15.0106,-3.1393726,-3.1393726,-0.43696931,-0.10827201,0.079708099,0.017378235,0.34598365,4.7146091,2354.7168,2355.5022
15.0107,-3.1393516,-3.1393516,-0.43335304,-0.12194419,0.079123117,0.019872528,0.34598342,4.7146301,2354.7324,2355.5178
15.0108,-3.1393306,-3.1393306,-0.4293091,-0.13549604,0.078460105,0.022347221,0.34598315,4.7146511,2354.7483,2355.5337
15.0109,-3.1393096,-3.1393099,-0.42484146,-0.14891417,0.077719711,0.024799876,0.34598288,4.7146721,2354.7639,2355.5493
15.011,-3.1392889,-3.1392889,-0.41995457,-0.16218539,0.076902665,0.027228072,0.34598261,4.7146926,2354.7795,2355.5649
15.0111,-3.1392679,-3.1392679,-0.41465321,-0.17529653,0.07600978,0.029629417,0.34598234,4.7147136,2354.7954,2355.5808
15.0112,-3.1392469,-3.1392469,-0.40894264,-0.18823472,0.075041935,0.03200154,0.3459821,4.7147346,2354.811,2355.5964
15.0113,-3.139226,-3.139226,-0.40282851,-0.20098715,0.074000075,0.034342106,0.34598184,4.7147555,2354.8267,2355.6121
15.0114,-3.139205,-3.139205,-0.3963168,-0.21354122,0.072885238,0.036648799,0.34598157,4.7147765,2354.8425,2355.6279
15.0115,-3.139184,-3.139184,-0.38941398,-0.2258846,0.071698524,0.038919352,0.3459813,4.7147975,2354.8582,2355.6436
15.0116,-3.1391633,-3.1391633,-0.38212684,-0.23800506,0.07044109,0.04115152,0.34598106,4.7148185,2354.8738,2355.6592
15.0117,-3.1391423,-3.1391423,-0.37446257,-0.24989064,0.069114193,0.043343104,0.34598079,4.7148395,2354.8894,2355.6748
15.0118,-3.1391213,-3.1391213,-0.36642876,-0.26152962,0.067719132,0.045491941,0.34598053,4.7148604,2354.9053,2355.6907
15.0119,-3.1391003,-3.1391003,-0.3580333,-0.27291054,0.066257276,0.047595918,0.34598026,4.7148814,2354.9209,2355.7063
15.012,-3.1390793,-3.1390793,-0.3492845,-0.28402212,0.064730085,0.049652949,0.34597999,4.7149024,2354.9365,2355.7219
15.0121,-3.1390584,-3.1390584,-0.34019101,-0.29485345,0.063139051,0.051661015,0.34597972,4.7149234,2354.9524,2355.7378
15.0122,-3.1390376,-3.1390376,-0.33076176,-0.30539379,0.061485752,0.053618133,0.34597948,4.7149444,2354.968,2355.7534
15.0123,-3.1390166,-3.1390166,-0.32100609,-0.31563273,0.05977181,0.055522371,0.34597921,4.7149649,2354.9836,2355.769
15.0124,-3.1389956,-3.1389956,-0.31093362,-0.32556021,0.057998922,0.057371851,0.34597895,4.7149858,2354.9993,2355.7847
15.0125,-3.1389747,-3.1389747,-0.30055425,-0.33516642,0.056168832,0.059164748,0.34597868,4.7150068,2355.0151,2355.8005
15.0126,-3.1389537,-3.1389537,-0.28987828,-0.34444186,0.054283347,0.060899299,0.34597841,4.7150278,2355.0308,2355.8162
15.0127,-3.1389327,-3.1389327,-0.27891624,-0.3533774,0.052344326,0.062573791,0.34597814,4.7150488,2355.0464,2355.8318
15.0128,-3.1389117,-3.1389117,-0.26767892,-0.3619642,0.05035368,0.064186566,0.34597787,4.7150698,2355.0623,2355.8477
15.0129,-3.138891,-3.138891,-0.2561774,-0.37019381,0.048313376,0.06573604,0.3459776,4.7150908,2355.0779,2355.8633
15.013,-3.13887,-3.13887,-0.24442308,-0.37805808,0.046225421,0.067220688,0.34597737,4.7151117,2355.0935,2355.8789
15.0131,-3.138849,-3.138849,-0.23242751,-0.38554925,0.04409188,0.06863904,0.3459771,4.7151327,2355.1094,2355.8948
15.0132,-3.138828,-3.138828,-0.22020255,-0.39265996,0.041914854,0.069989696,0.34597683,4.7151537,2355.125,2355.9104
15.0133,-3.1388071,-3.1388071,-0.20776027,-0.39938316,0.039696489,0.07127133,0.34597656,4.7151747,2355.1406,2355.926
15.0134,-3.1387861,-3.1387861,-0.19511294,-0.40571222,0.037438974,0.072482675,0.34597629,4.7151957,2355.1562,2355.9417
15.0135,-3.1387653,-3.1387653,-0.18227305,-0.41164088,0.035144538,0.073622532,0.34597602,4.7152166,2355.1721,2355.9575
15.0136,-3.1387444,-3.1387444,-0.16925326,-0.41716334,0.032815438,0.074689791,0.34597576,4.7152371,2355.1877,2355.9731
15.0137,-3.1387234,-3.1387234,-0.15606642,-0.42227411,0.030453974,0.075683378,0.34597549,4.7152581,2355.2034,2355.9888
15.0138,-3.1387024,-3.1387024,-0.14272554,-0.42696816,0.028062478,0.076602332,0.34597522,4.7152791,2355.2192,2356.0046
15.0139,-3.1386814,-3.1386814,-0.12924381,-0.43124083,0.025643304,0.077445731,0.34597495,4.7153001,2355.2349,2356.0203
15.014,-3.1386604,-3.1386604,-0.11563449,-0.43508792,0.023198839,0.07821276,0.34597468,4.7153211,2355.2505,2356.0359
15.0141,-3.1386395,-3.1386395,-0.10191106,-0.43850565,0.020731496,0.078902647,0.34597442,4.715342,2355.2664,2356.0518
15.0142,-3.1386187,-3.1386187,-0.08808703,-0.44149062,0.018243706,0.079514727,0.34597415,4.715363,2355.282,2356.0674
15.0143,-3.1385977,-3.1385977,-0.074176058,-0.44403991,0.015737923,0.080048375,0.34597388,4.715384,2355.2976,2356.083
15.0144,-3.1385767,-3.1385767,-0.060191866,-0.44615099,0.013216619,0.080503091,0.34597364,4.715405,2355.3132,2356.0986
15.0145,-3.1385558,-3.1385558,-0.046148252,-0.44782177,0.01068228,0.080878407,0.34597334,4.715426,2355.3291,2356.1145
15.0146,-3.1385348,-3.1385348,-0.032059085,-0.44905061,0.0081374049,0.081173956,0.34597307,4.7154469,2355.3447,2356.1301
15.0147,-3.1385138,-3.1385138,-0.01793826,-0.44983628,0.0055845045,0.08138945,0.34597284,4.7154679,2355.3604,2356.1458
15.0148,-3.1384931,-3.1384931,-0.0037997165,-0.45017803,0.0030260959,0.081524678,0.34597254,4.7154889,2355.3762,2356.1616
15.0149,-3.1384721,-3.1384721,0.010342592,-0.45007548,0.00046470261,0.081579506,0.34597227,4.7155094,2355.3918,2356.1772
15.015,-3.1384511,-3.1384511,0.02447471,-0.44952878,-0.0020971494,0.081553876,0.34597203,4.7155304,2355.4075,2356.1929
15.0151,-3.1384301,-3.1384301,0.03858269,-0.44853845,-0.0046569337,0.081447817,0.34597173,4.7155514,2355.4233,2356.2085
15.0152,-3.1384091,-3.1384091,0.052652612,-0.44710547,-0.0072121257,0.081261434,0.34597147,4.7155724,2355.439,2356.2244
15.0153,-3.1383882,-3.1383882,0.066670582,-0.44523126,-0.0097602056,0.080994904,0.3459712,4.7155933,2355.4546,2356.24
15.0154,-3.1383672,-3.1383672,0.080622777,-0.44291764,-0.012298659,0.080648497,0.34597093,4.7156143,2355.4702,2356.2556
15.0155,-3.1383464,-3.1383464,0.094495423,-0.44016692,-0.014824986,0.080222555,0.34597066,4.7156353,2355.4861,2356.2715
15.0156,-3.1383255,-3.1383255,0.10827483,-0.4369818,-0.017336691,0.079717495,0.34597039,4.7156563,2355.5017,2356.2871
15.0157,-3.1383045,-3.1383045,0.12194739,-0.43336543,-0.019831298,0.079133816,0.34597012,4.7156773,2355.5173,2356.3027
15.0158,-3.1382835,-3.1382835,0.13549963,-0.42932138,-0.022306347,0.078472085,0.34596986,4.7156982,2355.5332,2356.3186
15.0159,-3.1382625,-3.1382625,0.14891817,-0.42485362,-0.024759399,0.077732973,0.34596959,4.7157192,2355.5488,2356.3342
15.016,-3.1382415,-3.1382415,0.16218974,-0.41996658,-0.027188033,0.076917194,0.34596932,4.7157402,2355.5645,2356.3499
15.0161,-3.1382208,-3.1382208,0.17530127,-0.4146651,-0.029589854,0.07602556,0.34596905,4.7157612,2355.5801,2356.3655
15.0162,-3.1381998,-3.1381998,0.18823981,-0.40895438,-0.031962492,0.075058945,0.34596878,4.7157817,2355.5959,2356.3813
15.0163,-3.1381788,-3.1381788,0.20099261,-0.40284005,-0.034303609,0.074018307,0.34596851,4.7158027,2355.6116,2356.397
15.0164,-3.1381578,-3.1381578,0.21354707,-0.39632818,-0.036610894,0.072904669,0.34596825,4.7158237,2355.6272,2356.4126
15.0165,-3.1381369,-3.1381369,0.22589079,-0.38942516,-0.038882077,0.071719132,0.34596795,4.7158446,2355.6431,2356.4285
15.0166,-3.1381159,-3.1381159,0.23801158,-0.38213781,-0.041114908,0.07046286,0.34596768,4.7158656,2355.6587,2356.4441
15.0167,-3.1380949,-3.1380949,0.24989752,-0.37447336,-0.043307196,0.069137096,0.34596741,4.7158866,2355.6743,2356.4597
15.0168,-3.1380742,-3.1380742,0.26153684,-0.36643931,-0.045456771,0.067743152,0.34596714,4.7159076,2355.6902,2356.4756
15.0169,-3.1380532,-3.1380532,0.27291808,-0.35804361,-0.047561515,0.066282399,0.34596688,4.7159286,2355.7058,2356.4912
15.017,-3.1380322,-3.1380322,0.28402999,-0.3492946,-0.049619354,0.064756274,0.34596661,4.7159495,2355.7214,2356.5068
15.0171,-3.1380112,-3.1380112,0.29486161,-0.34020084,-0.051628258,0.063166283,0.34596634,4.7159705,2355.7371,2356.5225
15.0172,-3.1379902,-3.1379902,0.30540225,-0.33077133,-0.053586248,0.061513994,0.34596607,4.7159915,2355.7529,2356.5383
15.0173,-3.1379693,-3.1379693,0.31564152,-0.32101539,-0.055491388,0.059801038,0.34596577,4.7160125,2355.7686,2356.554
15.0174,-3.1379485,-3.1379485,0.32556927,-0.31094262,-0.057341799,0.058029108,0.3459655,4.7160335,2355.7842,2356.5696
15.0175,-3.1379275,-3.1379275,0.33517575,-0.30056298,-0.059135661,0.056199946,0.34596524,4.716054,2355.8,2356.5854
15.0176,-3.1379066,-3.1379066,0.34445149,-0.28988671,-0.060871202,0.054315358,0.34596497,4.7160749,2355.8157,2356.6011
15.0177,-3.1378856,-3.1378856,0.35338727,-0.27892435,-0.062546715,0.052377205,0.3459647,4.7160959,2355.8313,2356.6167
15.0178,-3.1378646,-3.1378646,0.36197433,-0.26768672,-0.064160533,0.050387394,0.34596443,4.7161169,2355.8472,2356.6326
15.0179,-3.1378436,-3.1378436,0.37020415,-0.25618491,-0.065711081,0.04834789,0.34596413,4.7161379,2355.8628,2356.6482
15.018,-3.1378226,-3.1378229,0.37806866,-0.24443023,-0.067196824,0.046260703,0.34596387,4.7161589,2355.8784,2356.6638
15.0181,-3.1378019,-3.1378019,0.38556007,-0.23243433,-0.068616293,0.044127893,0.3459636,4.7161798,2355.894,2356.6794
15.0182,-3.1377809,-3.1377809,0.39267096,-0.22020905,-0.069968097,0.041951563,0.34596333,4.7162008,2355.9099,2356.6953
15.0183,-3.1377599,-3.1377599,0.39939436,-0.20776641,-0.071250893,0.039733861,0.34596303,4.7162218,2355.9255,2356.7109
15.0184,-3.1377389,-3.1377389,0.40572363,-0.19511873,-0.072463423,0.037476968,0.34596276,4.7162428,2355.9412,2356.7266
15.0185,-3.137718,-3.137718,0.41165248,-0.18227847,-0.073604479,0.035183117,0.34596249,4.7162638,2355.957,2356.7424
15.0186,-3.137697,-3.137697,0.41717508,-0.16925831,-0.074672952,0.032854564,0.34596223,4.7162848,2355.9727,2356.7581
15.0187,-3.1376762,-3.1376762,0.422286,-0.1560711,-0.075667784,0.030493611,0.34596196,4.7163057,2355.9883,2356.7737
15.0188,-3.1376553,-3.1376553,0.4269802,-0.14272985,-0.076587982,0.028102584,0.34596166,4.7163262,2356.0039,2356.7893
15.0189,-3.1376343,-3.1376343,0.43125299,-0.12924773,-0.077432655,0.025683841,0.34596139,4.7163472,2356.0198,2356.8052
15.019,-3.1376133,-3.1376133,0.43510023,-0.11563804,-0.078200959,0.023239767,0.34596112,4.7163682,2356.0354,2356.8208
15.0191,-3.1375923,-3.1375923,0.43851805,-0.10191421,-0.078892142,0.020772774,0.34596083,4.7163892,2356.051,2356.8364
15.0192,-3.1375713,-3.1375713,0.44150311,-0.088089794,-0.079505518,0.018285293,0.34596056,4.7164102,2356.0669,2356.8523
15.0193,-3.1375504,-3.1375506,0.44405249,-0.074178427,-0.080040485,0.01577978,0.34596029,4.7164311,2356.0825,2356.8679
15.0194,-3.1375296,-3.1375296,0.44616362,-0.060193837,-0.080496512,0.013258703,0.34596002,4.7164521,2356.0981,2356.8835
15.0195,-3.1375086,-3.1375086,0.44783446,-0.046149831,-0.080873147,0.010724549,0.34595972,4.7164731,2356.114,2356.8994
15.0196,-3.1374876,-3.1374876,0.44906333,-0.032060262,-0.08117003,0.0081798183,0.34595945,4.7164941,2356.1296,2356.915
