"Time","terminalBoxQS.plugSupply.pin[3].i.re","inertiaLoad.phi","terminalBoxQS.plugSupply.pin[3].i.im","terminalBoxQS.plugSupply.pin[1].i.re","inertiaLoad.w","inertiaLoadQS.phi","terminalBoxQS.plugSupply.pin[1].v.re","terminalBoxQS.plugSupply.pin[1].v.im","inertiaLoadQS.w","terminalBoxQS.plugSupply.pin[3].v.im","terminalBoxQS.plugSupply.pin[2].i.re","terminalBoxQS.plugSupply.pin[2].i.im","terminalBoxQS.plugSupply.pin[2].v.re","terminalBoxQS.plugSupply.pin[1].i.im","terminalBoxQS.plugSupply.pin[3].v.re","terminalBoxQS.plugSupply.pin[2].v.im"
0.0052,-46.515728,0.0042295279,-88.632324,-53.499981,1.6267136,0.0042295265,-1.9554455,3.4793572,1.626713,-3.4331441,100.01571,4.0323596,3.9909346,84.599968,-2.0354891,-0.046213169
0.0052999998,-46.515728,0.0043937634,-88.632324,-53.499981,1.6579943,0.004393762,-1.9621844,3.4974592,1.6579937,-3.4480309,100.01571,4.0323596,4.0099807,84.599968,-2.0477962,-0.049428008
0.0054000001,-46.515728,0.0045611267,-88.632324,-53.499981,1.6892748,0.0045611253,-1.9689232,3.5155606,1.6892742,-3.4629178,100.01571,4.0323596,4.0290265,84.599968,-2.0601032,-0.052642833
0.0055,-46.515728,0.0047316183,-88.632324,-53.499981,1.7205553,0.0047316165,-1.975662,3.5336623,1.7205546,-3.4778047,100.01571,4.0323596,4.0480723,84.599968,-2.0724103,-0.055857647
0.0055999998,-46.515728,0.0049052378,-88.632324,-53.499981,1.7518355,0.004905236,-1.9824008,3.5517638,1.7518349,-3.4926913,100.01571,4.0323596,4.0671182,84.599968,-2.0847173,-0.05907245
0.0057000001,-46.515728,0.0050819851,-88.632324,-53.499981,1.7831156,0.0050819833,-1.9891396,3.5698652,1.783115,-3.5075779,100.01571,4.0323596,4.0861635,84.599968,-2.0970242,-0.062287234
0.0057999999,-46.515728,0.0052618603,-88.632324,-53.499981,1.8143957,0.0052618589,-1.9958782,3.5879664,1.814395,-3.5224645,100.01571,4.0323596,4.1052094,84.59996,-2.1093311,-0.065502003
0.0059000002,-46.515728,0.0054448638,-88.632324,-53.499981,1.8456755,0.0054448619,-2.0026169,3.6060677,1.8456748,-3.5373509,100.01571,4.0323596,4.1242547,84.59996,-2.1216378,-0.068716764
0.0060000001,-46.515728,0.0056309956,-88.632324,-53.499981,1.8769552,0.0056309933,-2.0093555,3.6241689,1.8769546,-3.5522373,100.01571,4.0323596,4.1433001,84.59996,-2.1339445,-0.071931504
0.0060999999,-46.515728,0.0058202548,-88.632324,-53.499981,1.9082347,0.0058202529,-2.0160942,3.6422698,1.908234,-3.5671237,100.01571,4.0323601,4.1623454,84.59996,-2.1462512,-0.075146228
0.0062000002,-46.515728,0.0060126423,-88.632324,-53.499981,1.9395142,0.00601264,-2.0228326,3.6603708,1.9395134,-3.58201,100.01571,4.0323601,4.1813908,84.59996,-2.1585579,-0.078360938
0.0063,-46.515728,0.0062081576,-88.632324,-53.499981,1.9707934,0.0062081553,-2.0295713,3.6784718,1.9707927,-3.5968962,100.01571,4.0323601,4.2004356,84.59996,-2.1708643,-0.081575632
0.0063999998,-46.515728,0.0064068008,-88.632324,-53.499981,2.0020726,0.0064067985,-2.0363097,3.6965725,2.0020716,-3.6117823,100.01571,4.0323601,4.2194805,84.59996,-2.1831708,-0.084790312
0.0065000001,-46.515728,0.0066085719,-88.632324,-53.499981,2.0333514,0.00660857,-2.0430481,3.7146733,2.0333507,-3.6266685,100.01571,4.0323601,4.2385254,84.59996,-2.1954772,-0.088004977
0.0066,-46.515728,0.0068134712,-88.632324,-53.499981,2.0646303,0.0068134684,-2.0497868,3.732774,2.0646293,-3.6415544,100.01571,4.0323601,4.2575703,84.59996,-2.2077837,-0.091219619
0.0066999998,-46.515728,0.0070214979,-88.632324,-53.499981,2.0959089,0.0070214951,-2.056525,3.7508745,2.0959079,-3.6564403,100.01571,4.0323601,4.2766151,84.59996,-2.2200899,-0.094434246
0.0068000001,-46.515728,0.007232652,-88.632324,-53.499981,2.1271873,0.0072326497,-2.0632634,3.7689748,2.1271863,-3.6713259,100.01571,4.0323601,4.2956595,84.59996,-2.2323964,-0.097648859
0.0068999999,-46.515728,0.0074469345,-88.632324,-53.499981,2.1584654,0.0074469321,-2.0700018,3.7870753,2.1584647,-3.6862118,100.01571,4.0323601,4.3147044,84.59996,-2.2447023,-0.10086346
0.0070000002,-46.515728,0.0076643447,-88.632324,-53.499981,2.1897435,0.0076643419,-2.07674,3.8051755,2.1897428,-3.7010975,100.01571,4.0323601,4.3337488,84.59996,-2.2570086,-0.10407803
0.0071,-46.515728,0.0078848824,-88.632324,-53.499981,2.2210214,0.0078848796,-2.0834785,3.8232756,2.2210207,-3.7159829,100.01571,4.0323601,4.3527927,84.59996,-2.2693145,-0.10729259
0.0071999999,-46.515728,0.0081085479,-88.632324,-53.499981,2.2522993,0.0081085451,-2.0902166,3.8413756,2.2522984,-3.7308686,100.01571,4.0323601,4.3718371,84.59996,-2.2816205,-0.11050713
0.0073000002,-46.515728,0.0083353417,-88.632324,-53.499981,2.2835767,0.0083353389,-2.0969548,3.8594756,2.283576,-3.7457538,100.01571,4.0323601,4.3908811,84.59996,-2.2939265,-0.11372165
0.0074,-46.515728,0.0085652629,-88.632324,-53.499977,2.3148541,0.0085652601,-2.103693,3.8775754,2.3148534,-3.7606392,100.0157,4.0323601,4.4099255,84.59996,-2.3062322,-0.11693616
0.0074999998,-46.515724,0.0087983115,-88.632324,-53.499977,2.3461313,0.0087983087,-2.110431,3.8956752,2.3461306,-3.7755244,100.0157,4.0323601,4.4289689,84.59996,-2.318538,-0.12015065
0.0076000001,-46.515724,0.0090344884,-88.632324,-53.499977,2.3774085,0.0090344846,-2.1171691,3.9137747,2.3774076,-3.7904096,100.0157,4.0323606,4.4480128,84.59996,-2.3308437,-0.12336511
0.0077,-46.515724,0.0092737926,-88.632324,-53.499977,2.4086852,0.0092737889,-2.1239071,3.9318743,2.4086843,-3.8052945,100.0157,4.0323606,4.4670563,84.59996,-2.3431494,-0.12657957
0.0077999998,-46.515724,0.0095162243,-88.632324,-53.499977,2.4399619,0.0095162205,-2.130645,3.9499736,2.439961,-3.8201795,100.0157,4.0323606,4.4861002,84.59996,-2.3554549,-0.12979399
0.0078999996,-46.515724,0.0097617833,-88.632324,-53.499977,2.4712384,0.0097617805,-2.137383,3.9680729,2.4712374,-3.8350644,100.0157,4.0323606,4.5051436,84.59996,-2.3677604,-0.13300839
0.0080000004,-46.515724,0.010010471,-88.632324,-53.499977,2.5025146,0.010010467,-2.1441209,3.986172,2.5025136,-3.8499491,100.0157,4.0323606,4.5241866,84.59996,-2.3800657,-0.13622278
0.0081000002,-46.515724,0.010262285,-88.632324,-53.499977,2.5337906,0.010262282,-2.1508589,4.004271,2.5337896,-3.8648338,100.0157,4.0323606,4.5432301,84.59996,-2.3923709,-0.13943715
0.0082,-46.515724,0.010517227,-88.632317,-53.499977,2.5650666,0.010517224,-2.1575966,4.0223699,2.5650656,-3.8797185,100.0157,4.0323606,4.562273,84.59996,-2.4046762,-0.1426515
0.0082999999,-46.515724,0.010775298,-88.632317,-53.499977,2.5963421,0.010775294,-2.1643343,4.0404687,2.5963411,-3.894603,100.0157,4.0323606,4.581316,84.59996,-2.4169815,-0.14586583
0.0083999997,-46.515724,0.011036495,-88.632317,-53.499977,2.6276176,0.011036491,-2.171072,4.0585675,2.6276166,-3.9094872,100.0157,4.0323606,4.6003585,84.59996,-2.4292865,-0.14908013
0.0085000005,-46.515724,0.01130082,-88.632317,-53.499977,2.6588929,0.011300816,-2.1778097,4.0766659,2.6588919,-3.9243717,100.0157,4.0323606,4.6194015,84.59996,-2.4415915,-0.15229441
0.0086000003,-46.515724,0.011568272,-88.632317,-53.499977,2.6901679,0.011568269,-2.1845474,4.0947647,2.690167,-3.9392557,100.0157,4.0323606,4.6384439,84.59996,-2.4538963,-0.15550867
0.0087000001,-46.515724,0.011838852,-88.632317,-53.499977,2.7214427,0.011838849,-2.1912851,4.1128631,2.7214417,-3.9541399,100.0157,4.0323606,4.6574864,84.59996,-2.4662011,-0.15872291
0.0088,-46.515724,0.01211256,-88.632317,-53.499977,2.7527173,0.012112556,-2.1980226,4.1309609,2.7527163,-3.9690239,100.0157,4.0323606,4.6765285,84.59996,-2.4785058,-0.16193713
0.0088999998,-46.515724,0.012389395,-88.632317,-53.499977,2.7839916,0.012389391,-2.2047601,4.1490593,2.7839906,-3.9839077,100.0157,4.0323606,4.6955705,84.59996,-2.4908106,-0.16515133
0.0089999996,-46.515724,0.012669357,-88.632317,-53.499977,2.8152659,0.012669353,-2.2114975,4.1671572,2.8152647,-3.9987915,100.0157,4.0323606,4.7146125,84.59996,-2.5031152,-0.16836549
0.0091000004,-46.515724,0.012952446,-88.632317,-53.499977,2.8465397,0.012952441,-2.218235,4.1852551,2.8465385,-4.0136752,100.0157,4.032361,4.7336545,84.59996,-2.5154195,-0.17157964
0.0092000002,-46.515724,0.013238663,-88.632317,-53.499977,2.8778136,0.013238658,-2.2249722,4.2033525,2.8778124,-4.0285587,100.0157,4.032361,4.752696,84.59996,-2.527724,-0.17479378
0.0093,-46.515724,0.013528007,-88.632317,-53.499977,2.9090869,0.013528002,-2.2317095,4.2214503,2.9090858,-4.0434422,100.0157,4.032361,4.7717381,84.59996,-2.5400283,-0.17800787
0.0093999999,-46.515724,0.013820479,-88.632317,-53.499977,2.9403603,0.013820474,-2.2384467,4.2395477,2.9403591,-4.0583258,100.0157,4.032361,4.7907791,84.59996,-2.5523324,-0.18122196
0.0094999997,-46.515724,0.014116078,-88.632317,-53.499977,2.9716332,0.014116072,-2.2451839,4.2576447,2.971632,-4.0732088,100.0157,4.032361,4.8098207,84.59996,-2.5646365,-0.18443601
0.0096000005,-46.515724,0.014414804,-88.632317,-53.499977,3.0029061,0.014414798,-2.2519212,4.2757421,3.0029049,-4.0880919,100.0157,4.032361,4.8288617,84.59996,-2.5769405,-0.18765004
0.0097000003,-46.515724,0.014716657,-88.632317,-53.499977,3.0341785,0.014716651,-2.2586582,4.293839,3.0341773,-4.1029749,100.0157,4.032361,4.8479028,84.59996,-2.5892446,-0.19086406
0.0098000001,-46.515724,0.015021637,-88.632317,-53.499977,3.0654509,0.015021631,-2.2653954,4.3119359,3.0654497,-4.1178579,100.0157,4.032361,4.8669438,84.59996,-2.6015484,-0.19407803
0.0098999999,-46.515724,0.015329746,-88.632317,-53.499977,3.0967228,0.01532974,-2.2721324,4.3300328,3.0967216,-4.1327405,100.0157,4.032361,4.8859844,84.59996,-2.613852,-0.19729199
0.0099999998,-46.515724,0.01564098,-88.632317,-53.499977,3.1279948,0.015640974,-2.2788692,4.3481293,3.1279933,-4.1476231,100.0157,4.032361,4.905025,84.59996,-2.6261556,-0.20050593
0.0101,-46.515724,0.015955342,-88.632317,-53.499977,3.1592662,0.015955336,-2.2856061,4.3662257,3.159265,-4.1625056,100.0157,4.032361,4.9240656,84.599953,-2.6384592,-0.20371982
0.0102,-46.515724,0.016272832,-88.632317,-53.499977,3.1905377,0.016272826,-2.2923429,4.3843222,3.1905363,-4.1773882,100.0157,4.032361,4.9431057,84.599953,-2.6507628,-0.20693371
0.0103,-46.515724,0.016593449,-88.632317,-53.499977,3.2218087,0.016593441,-2.2990797,4.4024181,3.2218072,-4.1922708,100.0157,4.032361,4.9621458,84.599953,-2.6630659,-0.21014756
0.0104,-46.515724,0.016917191,-88.632317,-53.499977,3.2530794,0.016917186,-2.3058164,4.4205141,3.2530782,-4.2071528,100.0157,4.032361,4.9811859,84.599953,-2.6753693,-0.2133614
0.0105,-46.515724,0.017244063,-88.632317,-53.499977,3.2843499,0.017244056,-2.3125532,4.4386101,3.2843487,-4.2220349,100.0157,4.032361,5.0002255,84.599953,-2.6876724,-0.21657519
0.0106,-46.51572,0.017574061,-88.632317,-53.499977,3.3156204,0.017574053,-2.3192897,4.4567056,3.315619,-4.2369165,100.0157,4.0323615,5.0192652,84.599953,-2.6999755,-0.21978897
0.0107,-46.51572,0.017907185,-88.632317,-53.499977,3.3468904,0.017907178,-2.3260264,4.4748011,3.346889,-4.2517986,100.0157,4.0323615,5.0383048,84.599953,-2.7122784,-0.22300272
0.0108,-46.51572,0.018243438,-88.632317,-53.499977,3.37816,0.01824343,-2.332763,4.4928966,3.3781588,-4.2666802,100.0157,4.0323615,5.057344,84.599953,-2.7245812,-0.22621644
0.0109,-46.51572,0.018582817,-88.632317,-53.499977,3.4094296,0.01858281,-2.3394992,4.5109921,3.4094281,-4.2815619,100.0157,4.0323615,5.0763831,84.599953,-2.7368839,-0.22943012
0.011,-46.51572,0.018925322,-88.632317,-53.499977,3.4406989,0.018925315,-2.3462358,4.5290871,3.4406974,-4.296443,100.0157,4.0323615,5.0954223,84.599953,-2.7491865,-0.2326438
0.0111,-46.51572,0.019270957,-88.632317,-53.499977,3.4719677,0.019270949,-2.352972,4.5471821,3.4719663,-4.3113246,100.0157,4.0323615,5.1144609,84.599953,-2.7614892,-0.23585743
0.0112,-46.51572,0.019619716,-88.632317,-53.499977,3.5032365,0.019619709,-2.3597083,4.5652766,3.5032349,-4.3262057,100.0157,4.0323615,5.1334996,84.599953,-2.7737916,-0.23907104
0.0113,-46.51572,0.019971602,-88.632317,-53.499977,3.5345049,0.019971594,-2.3664443,4.5833712,3.5345032,-4.3410869,100.0157,4.0323615,5.1525383,84.599953,-2.7860937,-0.24228463
0.0114,-46.51572,0.020326614,-88.632317,-53.499977,3.565773,0.020326607,-2.3731806,4.6014657,3.5657713,-4.3559675,100.01569,4.0323615,5.1715765,84.599953,-2.7983959,-0.24549818
0.0115,-46.51572,0.020684753,-88.632317,-53.499977,3.5970407,0.020684745,-2.3799167,4.6195602,3.5970392,-4.3708482,100.01569,4.0323615,5.1906147,84.599953,-2.810698,-0.24871169
0.0116,-46.51572,0.021046018,-88.632317,-53.499977,3.6283083,0.021046009,-2.3866527,4.6376543,3.6283069,-4.3857288,100.01569,4.0323615,5.2096524,84.599953,-2.823,-0.2519252
0.0117,-46.51572,0.021410409,-88.632317,-53.499977,3.6595755,0.021410402,-2.3933887,4.6557479,3.659574,-4.4006095,100.01569,4.0323615,5.2286906,84.599953,-2.8353019,-0.25513867
0.0118,-46.51572,0.021777928,-88.632317,-53.499977,3.6908426,0.02177792,-2.4001245,4.673842,3.690841,-4.4154897,100.01569,4.0323615,5.2477279,84.599953,-2.8476036,-0.2583521
0.0119,-46.51572,0.022148574,-88.632317,-53.499977,3.7221093,0.022148564,-2.4068604,4.6919355,3.7221076,-4.4303699,100.01569,4.0323615,5.2667656,84.599953,-2.8599052,-0.26156551
0.012,-46.51572,0.022522345,-88.632317,-53.499977,3.7533755,0.022522336,-2.4135962,4.7100291,3.7533741,-4.44525,100.01569,4.032362,5.2858028,84.599953,-2.8722067,-0.26477888
0.0121,-46.51572,0.022899244,-88.632317,-53.499977,3.7846417,0.022899235,-2.420332,4.7281222,3.7846401,-4.4601302,100.01569,4.032362,5.3048401,84.599953,-2.8845081,-0.2679922
0.0122,-46.51572,0.023279268,-88.632317,-53.499977,3.8159075,0.023279259,-2.4270675,4.7462153,3.8159058,-4.4750099,100.01569,4.032362,5.3238769,84.599953,-2.8968093,-0.27120551
0.0123,-46.51572,0.023662418,-88.632317,-53.499977,3.847173,0.023662411,-2.4338031,4.7643085,3.8471713,-4.4898896,100.01569,4.032362,5.3429136,84.599953,-2.9091105,-0.2744188
0.0124,-46.51572,0.024048697,-88.632317,-53.499977,3.8784382,0.024048688,-2.4405386,4.7824011,3.8784366,-4.5047688,100.01569,4.032362,5.3619499,84.599953,-2.9214115,-0.27763206
0.0125,-46.51572,0.0244381,-88.632317,-53.499977,3.909703,0.024438091,-2.447274,4.8004937,3.9097013,-4.5196481,100.01569,4.032362,5.3809862,84.599953,-2.9337122,-0.28084528
0.0126,-46.51572,0.02483063,-88.632317,-53.499977,3.9409676,0.024830621,-2.4540095,4.8185859,3.9409659,-4.5345273,100.01569,4.032362,5.4000225,84.599953,-2.9460132,-0.28405845
