"Time","terminalBoxQS.plugSupply.pin[3].i.re","inertiaLoad.phi","terminalBoxQS.plugSupply.pin[3].i.im","terminalBoxQS.plugSupply.pin[1].i.re","inertiaLoad.w","inertiaLoadQS.phi","terminalBoxQS.plugSupply.pin[1].v.re","terminalBoxQS.plugSupply.pin[1].v.im","inertiaLoadQS.w","terminalBoxQS.plugSupply.pin[3].v.im","terminalBoxQS.plugSupply.pin[2].i.re","terminalBoxQS.plugSupply.pin[2].i.im","terminalBoxQS.plugSupply.pin[2].v.re","terminalBoxQS.plugSupply.pin[1].i.im","terminalBoxQS.plugSupply.pin[3].v.re","terminalBoxQS.plugSupply.pin[2].v.im"
0,-46.515736,0,-88.632332,-53.499985,0,0,-1.6049995,2.5379992,0,-2.6589699,100.01572,4.0323577,3.0004716,84.599976,-1.395472,0.12097073
9.9999997e-05,-46.515736,1.5642045e-06,-88.632332,-53.499985,0.031284086,1.5642039e-06,-1.6117392,2.556103,0.031284079,-2.6738584,100.01572,4.0323577,3.0195196,84.599976,-1.4077805,0.11775555
0.00019999999,-46.515736,6.2568174e-06,-88.632332,-53.499985,0.062568173,6.2568156e-06,-1.6184787,2.5742066,0.06256815,-2.6887469,100.01572,4.0323582,3.0385678,84.599976,-1.420089,0.11454035
0.00030000001,-46.515736,1.4077838e-05,-88.632332,-53.499985,0.093852252,1.4077834e-05,-1.6252183,2.5923104,0.093852222,-2.7036355,100.01572,4.0323582,3.0576158,84.599976,-1.4323975,0.11132517
0.00039999999,-46.515736,2.5027264e-05,-88.632332,-53.499985,0.12513632,2.5027257e-05,-1.6319579,2.610414,0.12513629,-2.718524,100.01572,4.0323582,3.0766637,84.599976,-1.444706,0.10810997
0.00050000002,-46.515736,3.9105096e-05,-88.632332,-53.499985,0.15642038,3.9105085e-05,-1.6386975,2.6285176,0.15642034,-2.7334125,100.01572,4.0323582,3.0957117,84.599976,-1.4570143,0.10489479
0.00060000003,-46.515736,5.6311335e-05,-88.632332,-53.499985,0.18770443,5.6311317e-05,-1.645437,2.6466215,0.18770437,-2.748301,100.01572,4.0323582,3.1147599,84.599976,-1.4693228,0.1016796
0.00069999998,-46.515736,7.6645963e-05,-88.632332,-53.499985,0.21898843,7.6645942e-05,-1.6521766,2.6647251,0.21898837,-2.7631893,100.01572,4.0323582,3.1338079,84.599976,-1.4816313,0.098464414
0.00079999998,-46.515736,0.00010010899,-88.632332,-53.499985,0.25027242,0.00010010895,-1.6589162,2.6828287,0.25027236,-2.7780778,100.01572,4.0323582,3.1528559,84.599976,-1.4939396,0.095249236
0.00089999998,-46.515736,0.00012670041,-88.632332,-53.499985,0.2815564,0.00012670037,-1.6656557,2.7009323,0.28155631,-2.7929664,100.01572,4.0323582,3.1719038,84.599976,-1.5062481,0.092034057
0.001,-46.515736,0.00015642024,-88.632332,-53.499985,0.31284037,0.00015642018,-1.6723953,2.7190359,0.31284025,-2.8078549,100.01572,4.0323582,3.1909518,84.599976,-1.5185565,0.088818878
0.0011,-46.515736,0.00018926845,-88.632332,-53.499985,0.34412429,0.00018926839,-1.6791348,2.7371395,0.3441242,-2.8227432,100.01572,4.0323582,3.2099998,84.599976,-1.530865,0.085603707
0.0012000001,-46.515736,0.00022524506,-88.632332,-53.499985,0.3754082,0.00022524499,-1.6858745,2.7552431,0.37540808,-2.8376317,100.01572,4.0323582,3.2290478,84.599976,-1.5431733,0.082388528
0.0013,-46.515732,0.00026435003,-88.632332,-53.499985,0.40669206,0.00026434995,-1.692614,2.7733467,0.40669194,-2.85252,100.01572,4.0323582,3.2480958,84.599976,-1.5554817,0.079173364
0.0014,-46.515732,0.00030658339,-88.632332,-53.499985,0.43797588,0.0003065833,-1.6993535,2.7914503,0.43797576,-2.8674085,100.01572,4.0323582,3.2671435,84.599976,-1.56779,0.0759582
0.0015,-46.515732,0.00035194514,-88.632332,-53.499985,0.46925968,0.00035194503,-1.7060931,2.8095539,0.46925953,-2.8822968,100.01572,4.0323582,3.2861915,84.599976,-1.5800984,0.072743036
0.0016,-46.515732,0.00040043527,-88.632332,-53.499985,0.50054348,0.00040043515,-1.7128326,2.8276572,0.5005433,-2.8971851,100.01572,4.0323582,3.3052392,84.599968,-1.5924067,0.069527879
0.0017,-46.515732,0.00045205379,-88.632332,-53.499981,0.53182721,0.00045205365,-1.7195721,2.8457608,0.53182703,-2.9120734,100.01572,4.0323586,3.3242872,84.599968,-1.6047151,0.066312723
0.0018,-46.515732,0.00050680066,-88.632332,-53.499981,0.56311089,0.00050680048,-1.7263116,2.8638642,0.56311071,-2.9269619,100.01572,4.0323586,3.3433349,84.599968,-1.6170233,0.063097574
0.0019,-46.515732,0.00056467589,-88.632332,-53.499981,0.59439451,0.00056467566,-1.7330511,2.8819675,0.59439433,-2.9418502,100.01572,4.0323586,3.3623827,84.599968,-1.6293317,0.059882428
0.0020000001,-46.515732,0.00062567944,-88.632332,-53.499981,0.62567806,0.00062567921,-1.7397906,2.9000711,0.62567788,-2.9567382,100.01572,4.0323586,3.3814304,84.599968,-1.6416399,0.056667291
0.0020999999,-46.515732,0.00068981136,-88.632332,-53.499981,0.65696162,0.00068981113,-1.7465301,2.9181745,0.65696138,-2.9716265,100.01572,4.0323586,3.4004781,84.599968,-1.6539482,0.053452156
0.0022,-46.515732,0.00075707166,-88.632332,-53.499981,0.68824512,0.00075707142,-1.7532694,2.9362779,0.68824488,-2.9865148,100.01572,4.0323586,3.4195259,84.599968,-1.6662564,0.050237026
0.0023000001,-46.515732,0.00082746032,-88.632332,-53.499981,0.71952856,0.00082746003,-1.7600089,2.954381,0.71952832,-3.0014031,100.01572,4.0323586,3.4385736,84.599968,-1.6785647,0.047021899
0.0024000001,-46.515732,0.00090097729,-88.632332,-53.499981,0.75081193,0.000900977,-1.7667484,2.9724844,0.7508117,-3.0162911,100.01572,4.0323586,3.4576211,84.599968,-1.6908728,0.04380678
0.0024999999,-46.515732,0.00097762258,-88.632332,-53.499981,0.78209525,0.00097762223,-1.7734878,2.9905877,0.78209496,-3.0311792,100.01572,4.0323586,3.4766688,84.599968,-1.7031809,0.040591672
0.0026,-46.515732,0.0010573962,-88.632332,-53.499981,0.81337851,0.0010573958,-1.7802272,3.0086908,0.81337821,-3.0460675,100.01572,4.0323586,3.4957163,84.599968,-1.7154891,0.037376568
0.0027000001,-46.515732,0.0011402981,-88.632332,-53.499981,0.84466165,0.0011402977,-1.7869666,3.026794,0.84466141,-3.0609555,100.01572,4.0323586,3.5147638,84.599968,-1.7277972,0.034161467
0.0027999999,-46.515732,0.0012263284,-88.632332,-53.499981,0.87594479,0.001226328,-1.7937059,3.0448971,0.8759445,-3.0758436,100.01572,4.0323586,3.5338113,84.599968,-1.7401053,0.030946376
0.0029,-46.515732,0.001315487,-88.632332,-53.499981,0.90722787,0.0013154865,-1.8004453,3.0630002,0.90722758,-3.0907316,100.01572,4.0323586,3.5528588,84.599968,-1.7524134,0.027731288
0.003,-46.515732,0.0014077739,-88.632332,-53.499981,0.93851084,0.0014077735,-1.8071847,3.0811033,0.93851054,-3.1056194,100.01572,4.0323586,3.5719061,84.599968,-1.7647214,0.024516208
0.0031000001,-46.515732,0.001503189,-88.632324,-53.499981,0.96979374,0.0015031885,-1.8139241,3.0992064,0.96979344,-3.1205075,100.01572,4.0323591,3.5909534,84.599968,-1.7770294,0.021301139
0.0031999999,-46.515732,0.0016017325,-88.632324,-53.499981,1.0010766,0.001601732,-1.8206633,3.1173093,1.0010762,-3.1353953,100.01572,4.0323591,3.6100008,84.599968,-1.7893374,0.018086076
0.0033,-46.515732,0.0017034041,-88.632324,-53.499981,1.0323594,0.0017034037,-1.8274027,3.1354122,1.032359,-3.1502833,100.01572,4.0323591,3.6290479,84.599968,-1.8016453,0.014871021
0.0034,-46.515732,0.0018082041,-88.632324,-53.499981,1.063642,0.0018082035,-1.834142,3.1535151,1.0636417,-3.1651711,100.01571,4.0323591,3.6480951,84.599968,-1.8139532,0.011655974
0.0035000001,-46.515732,0.0019161324,-88.632324,-53.499981,1.0949246,0.0019161318,-1.8408812,3.171618,1.0949242,-3.180059,100.01571,4.0323591,3.6671424,84.599968,-1.826261,0.008440936
0.0035999999,-46.515732,0.0020271889,-88.632324,-53.499981,1.1262071,0.0020271882,-1.8476205,3.1897206,1.1262068,-3.1949465,100.01571,4.0323591,3.6861894,84.599968,-1.8385689,0.0052259066
0.0037,-46.515732,0.0021413737,-88.632324,-53.499981,1.1574895,0.002141373,-1.8543597,3.2078235,1.1574892,-3.2098343,100.01571,4.0323591,3.7052364,84.599968,-1.8508768,0.0020108859
0.0038000001,-46.515732,0.0022586866,-88.632324,-53.499981,1.1887718,0.0022586859,-1.8610989,3.2259262,1.1887715,-3.2247219,100.01571,4.0323591,3.7242835,84.599968,-1.8631846,-0.0012041256
0.0038999999,-46.515732,0.002379128,-88.632324,-53.499981,1.2200541,0.0023791271,-1.8678381,3.2440288,1.2200537,-3.2396097,100.01571,4.0323591,3.7433305,84.599968,-1.8754922,-0.0044191275
0.0040000002,-46.515732,0.0025026973,-88.632324,-53.499981,1.2513362,0.0025026966,-1.8745773,3.2621315,1.2513359,-3.2544973,100.01571,4.0323591,3.7623773,84.599968,-1.8878,-0.0076341201
0.0041,-46.515732,0.0026293951,-88.632324,-53.499981,1.2826183,0.0026293942,-1.8813164,3.2802339,1.2826179,-3.2693849,100.01571,4.0323591,3.781424,84.599968,-1.9001076,-0.010849103
0.0041999999,-46.515732,0.002759221,-88.632324,-53.499981,1.3139002,0.0027592201,-1.8880556,3.2983363,1.3138999,-3.2842722,100.01571,4.0323591,3.8004708,84.599968,-1.9124153,-0.014064075
0.0043000001,-46.515732,0.002892175,-88.632324,-53.499981,1.3451821,0.0028921741,-1.8947947,3.3164387,1.3451817,-3.2991598,100.01571,4.0323591,3.8195176,84.599968,-1.9247228,-0.017279036
0.0044,-46.515728,0.0030282571,-88.632324,-53.499981,1.3764639,0.0030282561,-1.9015337,3.3345411,1.3764634,-3.3140471,100.01571,4.0323591,3.8385642,84.599968,-1.9370304,-0.020493986
0.0044999998,-46.515728,0.0031674674,-88.632324,-53.499981,1.4077455,0.0031674665,-1.9082729,3.3526433,1.407745,-3.3289344,100.01571,4.0323591,3.8576107,84.599968,-1.9493378,-0.023708925
0.0046000001,-46.515728,0.0033098061,-88.632324,-53.499981,1.439027,0.0033098049,-1.9150119,3.3707454,1.4390265,-3.3438218,100.01571,4.0323596,3.8766572,84.599968,-1.9616454,-0.026923854
0.0046999999,-46.515728,0.0034552726,-88.632324,-53.499981,1.4703084,0.0034552715,-1.9217509,3.3888476,1.4703079,-3.3587089,100.01571,4.0323596,3.8957036,84.599968,-1.9739528,-0.03013877
0.0048000002,-46.515728,0.0036038675,-88.632324,-53.499981,1.5015897,0.0036038663,-1.9284898,3.4069498,1.5015892,-3.373596,100.01571,4.0323596,3.9147499,84.599968,-1.9862601,-0.033353675
0.0049000001,-46.515728,0.0037555904,-88.632324,-53.499981,1.5328709,0.0037555892,-1.9352288,3.4250517,1.5328703,-3.3884833,100.01571,4.0323596,3.9337962,84.599968,-1.9985675,-0.036568567
0.0049999999,-46.515728,0.0039104414,-88.632324,-53.499981,1.5641519,0.00391044,-1.9419677,3.4431536,1.5641514,-3.4033701,100.01571,4.0323596,3.9528425,84.599968,-2.0108747,-0.039783444
0.0051000002,-46.515728,0.0040684207,-88.632324,-53.499981,1.5954329,0.0040684193,-1.9487066,3.4612556,1.5954323,-3.4182572,100.01571,4.0323596,3.9718885,84.599968,-2.0231819,-0.042998314
