"Time","smee.is[1]","smee.is[2]","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.excitation.electroMagneticConverter.Phi.re","speed.phi","speed.w","voltageController.I.y","loadInductor.inductor[2].i","loadInductor.inductor[3].i"
4.0156002,-0.00051849085,0.0015526629,0.46875906,0.16441777,-0.44775957,0.21022315,-0.46898454,551.72919,157.07964,116.20979,-0.0015526629,0.001034172
4.0156999,-0.00056579756,0.0015614884,0.46333703,0.17926861,-0.44789591,0.21005279,-0.46911174,551.74487,157.07964,116.20076,-0.0015614884,0.00099569082
4.0158,-0.00061253918,0.0015687342,0.4574447,0.19394071,-0.44803208,0.20988256,-0.46923894,551.76056,157.07964,116.19172,-0.0015687342,0.000956195
4.0159001,-0.00065866829,0.0015743928,0.45108798,0.20841922,-0.4481681,0.20971246,-0.46936607,551.77631,157.07964,116.18267,-0.0015743928,0.00091572449
4.0159998,-0.00070413807,0.0015784582,0.4442732,0.22268941,-0.44830394,0.2095425,-0.46949315,551.79199,157.07964,116.17361,-0.0015784582,0.0008743201
4.0160999,-0.0007489025,0.0015809261,0.43700725,0.23673682,-0.4484396,0.2093727,-0.46962023,551.80768,157.07964,116.16455,-0.0015809261,0.00083202368
4.0162001,-0.00079291617,0.001581794,0.42929736,0.25054717,-0.44857508,0.209203,-0.46974725,551.82343,157.07964,116.15548,-0.001581794,0.00078887778
4.0163002,-0.00083613436,0.0015810605,0.42115125,0.26410645,-0.44871041,0.20903346,-0.46987423,551.83911,157.07964,116.1464,-0.0015810605,0.0007449261
4.0163999,-0.0008785135,0.0015787266,0.41257712,0.27740091,-0.4488456,0.20886406,-0.47000119,551.8548,157.07964,116.13731,-0.0015787266,0.00070021307
4.0165,-0.00092001021,0.0015747938,0.40358359,0.29041705,-0.4489806,0.20869479,-0.47012809,551.87054,157.07964,116.12822,-0.0015747938,0.00065478362
4.0166001,-0.00096058252,0.0015692662,0.39417967,0.30314159,-0.44911543,0.20852566,-0.47025493,551.88623,157.07964,116.11912,-0.0015692662,0.00060868374
4.0166998,-0.0010001891,0.001562149,0.38437483,0.31556165,-0.4492501,0.20835666,-0.47038174,551.90192,157.07964,116.11001,-0.001562149,0.00056195998
4.0167999,-0.0010387897,0.0015534492,0.37417889,0.32766461,-0.44938463,0.2081878,-0.47050852,551.91766,157.07964,116.10089,-0.0015534492,0.00051465945
4.0169001,-0.0010763453,0.0015431754,0.36360216,0.33943811,-0.44951901,0.20801908,-0.47063524,551.93335,157.07964,116.09177,-0.0015431754,0.00046683001
4.0170002,-0.0011128178,0.0015313377,0.35265526,0.35087025,-0.44965321,0.2078505,-0.47076192,551.9491,157.07964,116.08263,-0.0015313377,0.00041851998
4.0170999,-0.0011481699,0.0015179481,0.34134918,0.36194935,-0.44978729,0.20768206,-0.47088856,551.96478,157.07964,116.07349,-0.0015179481,0.00036977819
4.0172,-0.0011823658,0.0015030197,0.32969534,0.37266418,-0.44992119,0.20751373,-0.47101513,551.98047,157.07964,116.06435,-0.0015030197,0.0003206539
4.0173001,-0.0012153708,0.0014865677,0.31770548,0.38300377,-0.45005494,0.20734556,-0.47114167,551.99622,157.07964,116.05519,-0.0014865677,0.00027119688
4.0173998,-0.0012471514,0.0014686085,0.30539167,0.39295766,-0.45018855,0.20717753,-0.47126818,552.0119,157.07964,116.04603,-0.0014686085,0.00022145708
4.0174999,-0.0012776749,0.0014491597,0.2927663,0.40251565,-0.45032203,0.20700963,-0.4713946,552.02759,157.07964,116.03686,-0.0014491597,0.0001714847
4.0176001,-0.0013069105,0.0014282408,0.27984211,0.41166803,-0.45045534,0.20684186,-0.47152096,552.04333,157.07964,116.02768,-0.0014282408,0.00012133028
4.0177002,-0.0013348283,0.0014058729,0.26663214,0.42040548,-0.45058852,0.20667423,-0.47164732,552.05902,157.07964,116.01849,-0.0014058729,7.1044531e-05
4.0177999,-0.0013614,0.0013820783,0.25314969,0.42871907,-0.45072156,0.20650674,-0.47177359,552.07471,157.07964,116.00929,-0.0013820783,2.0678322e-05
4.0179,-0.0013865983,0.001356881,0.23940837,0.4366003,-0.45085445,0.20633937,-0.47189984,552.09045,157.07964,116.00009,-0.001356881,-2.9717427e-05
4.0180001,-0.0014103978,0.0013303061,0.22542204,0.44404116,-0.45098719,0.20617215,-0.47202602,552.10614,157.07964,115.99088,-0.0013303061,-8.0091748e-05
4.0180998,-0.001432774,0.0013023805,0.21120481,0.45103401,-0.45111981,0.20600507,-0.47215214,552.12189,157.07964,115.98167,-0.0013023805,-0.00013039359
4.0181999,-0.0014537042,0.0012731322,0.19677104,0.45757172,-0.45125228,0.20583811,-0.47227821,552.13757,157.07964,115.97243,-0.0012731322,-0.00018057199
4.0183001,-0.001473167,0.001242591,0.18213528,0.46364757,-0.4513846,0.2056713,-0.47240424,552.15326,157.07964,115.9632,-0.001242591,-0.00023057613
4.0184002,-0.0014911424,0.001210787,0.16731232,0.46925536,-0.45151681,0.20550463,-0.47253019,552.16901,157.07964,115.95396,-0.001210787,-0.00028035545
4.0184999,-0.0015076122,0.0011777525,0.15231712,0.47438931,-0.45164886,0.20533808,-0.4726561,552.18469,157.07964,115.94471,-0.0011777525,-0.00032985964
4.0186,-0.0015225591,0.0011435205,0.13716483,0.47904417,-0.4517808,0.20517166,-0.47278196,552.20038,157.07964,115.93546,-0.0011435205,-0.0003790386
4.0187001,-0.001535968,0.0011081256,0.12187075,0.48321512,-0.45191261,0.20500539,-0.47290775,552.21613,157.07964,115.92619,-0.0011081256,-0.00042784255
4.0187998,-0.0015478252,0.0010716032,0.10645033,0.48689789,-0.45204428,0.20483924,-0.47303349,552.23181,157.07964,115.91692,-0.0010716032,-0.00047622199
4.0188999,-0.0015581183,0.0010339902,0.090919144,0.49008864,-0.45217583,0.20467323,-0.47315916,552.2475,157.07964,115.90763,-0.0010339902,-0.00052412803
4.0190001,-0.0015668367,0.00099532458,0.0752929,0.49278408,-0.45230722,0.20450737,-0.47328478,552.26324,157.07964,115.89835,-0.00099532458,-0.00057151221
4.0191002,-0.0015739715,0.00095564529,0.059587386,0.49498138,-0.4524385,0.20434162,-0.47341034,552.27893,157.07964,115.88905,-0.00095564529,-0.00061832619
4.0191998,-0.0015795151,0.00091499247,0.043818474,0.49667823,-0.45256966,0.20417602,-0.47353584,552.29462,157.07964,115.87975,-0.00091499247,-0.00066452264
4.0193,-0.0015834619,0.00087340723,0.028002115,0.49787286,-0.4527007,0.20401056,-0.47366127,552.31036,157.07964,115.87043,-0.00087340723,-0.00071005459
4.0194001,-0.0015858073,0.00083093112,0.01215429,0.49856392,-0.4528316,0.20384522,-0.47378665,552.32605,157.07964,115.86111,-0.00083093112,-0.00075487618
4.0194998,-0.0015865489,0.00078760704,-0.0037089651,0.49875066,-0.4529624,0.20368001,-0.47391197,552.3418,157.07964,115.85178,-0.00078760704,-0.00079894182
4.0195999,-0.0015856856,0.00074347859,-0.019571606,0.49843282,-0.45309305,0.20351495,-0.47403723,552.35748,157.07964,115.84245,-0.00074347859,-0.00084220705
4.0197001,-0.0015832182,0.00069859036,-0.03541759,0.49761057,-0.45322359,0.20335001,-0.47416243,552.37317,157.07964,115.8331,-0.00069859036,-0.00088462781
4.0198002,-0.0015791487,0.00065298751,-0.051230885,0.49628472,-0.453354,0.20318522,-0.47428754,552.38892,157.07964,115.82375,-0.00065298751,-0.00092616118
4.0198998,-0.001573481,0.00060671591,-0.066995487,0.4944565,-0.4534843,0.20302054,-0.47441262,552.4046,157.07964,115.81438,-0.00060671591,-0.0009667651
4.02,-0.0015662208,0.00055982248,-0.082695432,0.49212766,-0.45361447,0.20285602,-0.47453764,552.42029,157.07964,115.80502,-0.00055982248,-0.0010063982
4.0201001,-0.0015573751,0.00051235477,-0.098314852,0.48930046,-0.45374453,0.20269161,-0.47466257,552.43604,157.07964,115.79564,-0.00051235477,-0.0010450203
4.0201998,-0.0015469526,0.00046436084,-0.11383791,0.48597771,-0.45387447,0.20252734,-0.47478744,552.45172,157.07964,115.78625,-0.00046436084,-0.0010825918
4.0202999,-0.001534964,0.00041588905,-0.1292489,0.48216265,-0.45400429,0.20236322,-0.47491229,552.46741,157.07964,115.77686,-0.00041588905,-0.0011190749
4.0204,-0.0015214205,0.00036698801,-0.14453222,0.47785908,-0.45413399,0.20219921,-0.47503701,552.48315,157.07964,115.76746,-0.00036698801,-0.0011544325
4.0205002,-0.0015063361,0.00031770722,-0.15967236,0.47307122,-0.45426357,0.20203534,-0.4751617,552.49884,157.07964,115.75805,-0.00031770722,-0.0011886288
4.0205998,-0.0014897255,0.00026809642,-0.17465404,0.4678039,-0.45439306,0.20187162,-0.47528633,552.51453,157.07964,115.74863,-0.00026809642,-0.0012216291
4.0207,-0.0014716053,0.00021820563,-0.18946202,0.4620623,-0.4545224,0.201708,-0.47541088,552.53027,157.07964,115.7392,-0.00021820563,-0.0012533996
4.0208001,-0.0014519935,0.00016808513,-0.20408133,0.45585218,-0.45465165,0.20154454,-0.47553536,552.54596,157.07964,115.72977,-0.00016808513,-0.0012839083
4.0208998,-0.0014309096,0.00011778543,-0.21849714,0.44917971,-0.45478079,0.20138121,-0.47565979,552.56171,157.07964,115.72033,-0.00011778543,-0.0013131241
4.0209999,-0.001408375,6.7357898e-05,-0.23269483,0.44205159,-0.4549098,0.20121799,-0.47578412,552.57739,157.07964,115.71088,-6.7357898e-05,-0.0013410171
4.0211,-0.0013844123,1.6853512e-05,-0.24666002,0.43447489,-0.45503873,0.20105493,-0.4759084,552.59308,157.07964,115.70142,-1.6853512e-05,-0.0013675587
4.0212002,-0.0013590456,-3.3676381e-05,-0.26037854,0.42645726,-0.45516753,0.20089199,-0.47603264,552.60883,157.07964,115.69196,3.3676381e-05,-0.001392722
4.0212998,-0.0013323001,-8.4181236e-05,-0.27383646,0.41800669,-0.45529622,0.20072918,-0.47615677,552.62451,157.07964,115.68249,8.4181236e-05,-0.0014164813
4.0214,-0.0013042027,-0.00013460986,-0.28702015,0.40913168,-0.45542479,0.2005665,-0.47628087,552.6402,157.07964,115.673,0.00013460986,-0.0014388126
4.0215001,-0.0012747817,-0.0001849113,-0.29991621,0.39984107,-0.45555326,0.20040396,-0.47640488,552.65594,157.07964,115.66351,0.0001849113,-0.001459693
4.0215998,-0.0012440664,-0.00023503476,-0.31251153,0.39014426,-0.45568162,0.20024155,-0.47652882,552.67163,157.07964,115.65401,0.00023503476,-0.0014791011
4.0216999,-0.0012120876,-0.0002849297,-0.32479337,0.3800509,-0.45580989,0.20007926,-0.47665268,552.68732,157.07964,115.64451,0.0002849297,-0.0014970172
4.0218,-0.0011788773,-0.00033454585,-0.33674923,0.36957118,-0.45593801,0.19991712,-0.47677648,552.70306,157.07964,115.63499,0.00033454585,-0.0015134232
4.0219002,-0.0011444689,-0.00038383287,-0.34836698,0.35871562,-0.45606607,0.1997551,-0.47690022,552.71875,157.07964,115.62547,0.00038383287,-0.0015283019
4.0219998,-0.0011088975,-0.0004327404,-0.35963479,0.34749511,-0.45619401,0.19959322,-0.47702387,552.7345,157.07964,115.61594,0.0004327404,-0.0015416378
4.0221,-0.0010721987,-0.00048121886,-0.37054121,0.33592093,-0.45632184,0.19943146,-0.47714746,552.75018,157.07964,115.6064,0.00048121886,-0.0015534175
4.0222001,-0.0010344096,-0.00052921905,-0.38107517,0.32400474,-0.45644954,0.19926985,-0.47727099,552.76587,157.07964,115.59686,0.00052921905,-0.0015636287
4.0222998,-0.000995568,-0.00057669287,-0.3912259,0.31175852,-0.45657718,0.19910835,-0.47739443,552.78162,157.07964,115.5873,0.00057669287,-0.0015722609
4.0223999,-0.00095571304,-0.00062359212,-0.40098312,0.29919457,-0.45670468,0.19894698,-0.47751781,552.7973,157.07964,115.57774,0.00062359212,-0.0015793052
4.0225,-0.00091488485,-0.00066986936,-0.41033691,0.28632557,-0.45683211,0.19878575,-0.47764114,552.81299,157.07964,115.56816,0.00066986936,-0.0015847542
4.0226002,-0.0008731244,-0.00071547774,-0.4192777,0.27316445,-0.4569594,0.19862466,-0.47776437,552.82874,157.07964,115.55858,0.00071547774,-0.0015886021
4.0226998,-0.00083047349,-0.00076037145,-0.42779636,0.25972444,-0.45708662,0.19846368,-0.47788751,552.84442,157.07964,115.54899,0.00076037145,-0.0015908449
4.0228,-0.00078697497,-0.00080450525,-0.4358843,0.24601914,-0.45721373,0.19830285,-0.47801062,552.86011,157.07964,115.53939,0.00080450525,-0.0015914802
4.0229001,-0.00074267318,-0.00084783364,-0.44353315,0.2320623,-0.45734072,0.19814213,-0.47813365,552.87585,157.07964,115.52979,0.00084783364,-0.0015905069
4.0229998,-0.00069761282,-0.00089031266,-0.45073515,0.21786799,-0.45746762,0.19798155,-0.47825658,552.89154,157.07964,115.52017,0.00089031266,-0.0015879255
4.0230999,-0.00065183948,-0.00093189895,-0.45748296,0.20345055,-0.45759442,0.19782111,-0.47837946,552.90723,157.07964,115.51055,0.00093189895,-0.0015837384
4.0232,-0.00060539908,-0.00097255065,-0.46376964,0.18882447,-0.45772111,0.19766079,-0.47850224,552.92297,157.07964,115.50092,0.00097255065,-0.0015779497
4.0233002,-0.00055833848,-0.0010122267,-0.46958876,0.17400451,-0.45784771,0.1975006,-0.47862497,552.93866,157.07964,115.49129,0.0010122267,-0.0015705652
4.0233998,-0.00051070517,-0.0010508867,-0.4749344,0.15900564,-0.45797423,0.19734053,-0.47874761,552.95441,157.07964,115.48164,0.0010508867,-0.0015615919
4.0235,-0.00046254709,-0.0010884916,-0.479801,0.14384295,-0.45810062,0.19718061,-0.47887021,552.97009,157.07964,115.47198,0.0010884916,-0.0015510387
4.0236001,-0.00041391261,-0.0011250033,-0.48418358,0.12853175,-0.45822692,0.19702081,-0.4789927,552.98578,157.07964,115.46232,0.0011250033,-0.001538916
4.0237002,-0.0003648506,-0.0011603852,-0.48807767,0.1130875,-0.45835313,0.19686113,-0.47911513,553.00153,157.07964,115.45265,0.0011603852,-0.0015252358
4.0237999,-0.00031541046,-0.0011946014,-0.49147919,0.097525768,-0.45847923,0.1967016,-0.4792375,553.01721,157.07964,115.44297,0.0011946014,-0.0015100118
4.0239,-0.0002656428,-0.0012276161,-0.49438462,0.081862263,-0.45860523,0.19654219,-0.47935975,553.0329,157.07964,115.43328,0.0012276161,-0.0014932589
4.0240002,-0.00021559777,-0.0012593961,-0.49679095,0.066112794,-0.45873114,0.19638291,-0.47948194,553.04865,157.07964,115.42358,0.0012593961,-0.0014749938
4.0240998,-0.00016532622,-0.0012899085,-0.49869564,0.050293278,-0.45885697,0.19622375,-0.4796041,553.06433,157.07964,115.41388,0.0012899085,-0.0014552347
4.0242,-0.00011487825,-0.0013191232,-0.50009668,0.034419663,-0.45898268,0.19606473,-0.47972614,553.08002,157.07964,115.40417,0.0013191232,-0.0014340014
4.0243001,-6.4305154e-05,-0.00134701,-0.5009926,0.018507997,-0.45910829,0.19590583,-0.47984812,553.09576,157.07964,115.39445,0.00134701,-0.0014113152
4.0244002,-1.3658022e-05,-0.0013735407,-0.50138235,0.0025743498,-0.45923382,0.19574706,-0.47997001,553.11145,157.07964,115.38471,0.0013735407,-0.0013871987
4.0244999,3.7012258e-05,-0.0013986883,-0.50126547,-0.013365186,-0.45935926,0.19558842,-0.48009184,553.12714,157.07964,115.37498,0.0013986883,-0.001361676
4.0246,8.7654662e-05,-0.0014224276,-0.50064194,-0.029294504,-0.45948458,0.19542992,-0.48021358,553.14288,157.07964,115.36523,0.0014224276,-0.0013347729
4.0247002,0.0001382183,-0.0014447345,-0.49951237,-0.045197502,-0.45960981,0.19527154,-0.48033527,553.15857,157.07964,115.35548,0.0014447345,-0.0013065161
4.0247998,0.00018865168,-0.0014655858,-0.49787778,-0.061058111,-0.45973498,0.19511329,-0.48045686,553.17432,157.07964,115.34571,0.0014655858,-0.0012769342
4.0249,0.00023890352,-0.00148496,-0.4957397,-0.076860301,-0.45986,0.19495516,-0.48057836,553.19,157.07964,115.33594,0.00148496,-0.0012460564
4.0250001,0.00028892292,-0.0015028369,-0.49310023,-0.092588082,-0.45998496,0.19479716,-0.48069981,553.20569,157.07964,115.32616,0.0015028369,-0.001213914
4.0251002,0.00033865936,-0.0015191984,-0.48996192,-0.10822556,-0.46010983,0.1946393,-0.48082119,553.22144,157.07964,115.31637,0.0015191984,-0.001180539
4.0251999,0.00038806285,-0.0015340281,-0.48632789,-0.12375692,-0.46023458,0.19448155,-0.48094246,553.23712,157.07964,115.30657,0.0015340281,-0.0011459653
4.0253,0.00043708328,-0.0015473106,-0.48220167,-0.13916646,-0.46035928,0.19432394,-0.48106366,553.25281,157.07964,115.29677,0.0015473106,-0.0011102274
4.0254002,0.0004856711,-0.0015590325,-0.47758737,-0.15443856,-0.46048385,0.19416647,-0.48118481,553.26855,157.07964,115.28695,0.0015590325,-0.0010733614
4.0254998,0.00053377735,-0.0015691814,-0.47248954,-0.16955779,-0.46060833,0.1940091,-0.48130584,553.28424,157.07964,115.27713,0.0015691814,-0.001035404
4.0256,0.0005813535,-0.0015777474,-0.46691325,-0.18450885,-0.46073273,0.19385187,-0.48142684,553.29993,157.07964,115.2673,0.0015777474,-0.00099639397
4.0257001,0.00062835176,-0.0015847218,-0.4608641,-0.19927658,-0.46085703,0.19369477,-0.48154774,553.31567,157.07964,115.25746,0.0015847218,-0.00095637009
4.0258002,0.00067472365,-0.0015900963,-0.454348,-0.21384606,-0.46098125,0.1935378,-0.48166856,553.33136,157.07964,115.24761,0.0015900963,-0.00091537263
4.0258999,0.00072042242,-0.0015938652,-0.44737154,-0.22820251,-0.46110535,0.19338095,-0.48178929,553.34711,157.07964,115.23775,0.0015938652,-0.00087344286
4.026,0.00076540152,-0.0015960245,-0.43994164,-0.2423314,-0.46122938,0.19322424,-0.48190996,553.36279,157.07964,115.22789,0.0015960245,-0.00083062291
4.0261002,0.00080961594,-0.0015965719,-0.43206573,-0.2562184,-0.4613533,0.19306764,-0.48203054,553.37848,157.07964,115.21802,0.0015965719,-0.00078695599
4.0261998,0.0008530207,-0.0015955067,-0.42375168,-0.26984948,-0.46147716,0.19291116,-0.48215103,553.39423,157.07964,115.20813,0.0015955067,-0.00074248598
4.0263,0.00089557189,-0.0015928296,-0.41500783,-0.28321078,-0.4616009,0.19275483,-0.48227146,553.40991,157.07964,115.19824,0.0015928296,-0.00069725775
4.0264001,0.0009372264,-0.0015885432,-0.4058429,-0.29628876,-0.46172458,0.19259861,-0.48239183,553.4256,157.07964,115.18835,0.0015885432,-0.00065131683
4.0265002,0.00097794214,-0.0015826517,-0.39626607,-0.30907017,-0.46184814,0.19244252,-0.48251209,553.44135,157.07964,115.17844,0.0015826517,-0.00060470961
4.0265999,0.0010176781,-0.0015751611,-0.38628697,-0.32154205,-0.46197161,0.19228657,-0.48263228,553.45703,157.07964,115.16852,0.0015751611,-0.00055748312
4.0267,0.0010563937,-0.0015660786,-0.37591559,-0.33369175,-0.46209502,0.19213074,-0.48275241,553.47272,157.07964,115.15859,0.0015660786,-0.00050968485
4.0268002,0.0010940495,-0.0015554123,-0.36516228,-0.34550691,-0.46221831,0.19197503,-0.48287243,553.48846,157.07964,115.14866,0.0015554123,-0.00046136283
4.0268998,0.0011306072,-0.001543173,-0.35403791,-0.35697556,-0.46234152,0.19181944,-0.48299238,553.50415,157.07964,115.13872,0.001543173,-0.00041256574
4.027,0.0011660296,-0.0015293724,-0.34255359,-0.36808604,-0.46246463,0.191664,-0.48311225,553.51984,157.07964,115.12877,0.0015293724,-0.00036334273
4.0271001,0.0012002812,-0.0015140248,-0.33072087,-0.37882707,-0.46258768,0.19150867,-0.48323205,553.53558,157.07964,115.11881,0.0015140248,-0.00031374357
4.0272002,0.0012333271,-0.0014971452,-0.31855163,-0.38918769,-0.46271062,0.19135346,-0.48335174,553.55127,157.07964,115.10884,0.0014971452,-0.00026381816
4.0272999,0.0012651336,-0.0014787505,-0.30605811,-0.39915746,-0.46283346,0.19119839,-0.48347139,553.56702,157.07964,115.09887,0.0014787505,-0.00021361692
4.0274,0.0012956685,-0.0014588592,-0.29325283,-0.40872619,-0.46295622,0.19104344,-0.48359093,553.5827,157.07964,115.08888,0.0014588592,-0.00016319061
4.0275002,0.001324901,-0.0014374912,-0.28014871,-0.41788408,-0.46307889,0.1908886,-0.48371041,553.59839,157.07964,115.07889,0.0014374912,-0.00011259024
4.0275998,0.0013528013,-0.0014146684,-0.26675889,-0.42662191,-0.46320149,0.19073391,-0.48382983,553.61414,157.07964,115.06889,0.0014146684,-6.1867067e-05
4.0276999,0.0013793408,-0.0013904127,-0.25309688,-0.43493071,-0.46332398,0.19057932,-0.48394912,553.62982,157.07964,115.05888,0.0013904127,-1.1071836e-05
4.0278001,0.0014044924,-0.0013647482,-0.23917636,-0.44280204,-0.46344638,0.19042487,-0.48406833,553.64551,157.07964,115.04886,0.0013647482,3.9744195e-05
4.0279002,0.0014282303,-0.0013377005,-0.22501139,-0.45022789,-0.46356872,0.19027056,-0.48418751,553.66125,157.07964,115.03883,0.0013377005,9.0529851e-05
4.0279999,0.0014505306,-0.0013092968,-0.21061622,-0.45720059,-0.46369094,0.19011636,-0.48430657,553.67694,157.07964,115.02879,0.0013092968,0.00014123377
4.0281,0.0014713705,-0.0012795657,-0.19600531,-0.46371311,-0.4638131,0.18996228,-0.48442557,553.69263,157.07964,115.01875,0.0012795657,0.00019180472
4.0282001,0.0014907287,-0.001248537,-0.1811934,-0.46975872,-0.46393514,0.18980832,-0.48454449,553.70837,157.07964,115.00869,0.001248537,0.00024219175
4.0282998,0.0015085854,-0.0012162416,-0.16619541,-0.47533128,-0.46405712,0.1896545,-0.48466331,553.72406,157.07964,114.99863,0.0012162416,0.00029234387
4.0283999,0.0015249226,-0.0011827125,-0.15102641,-0.48042506,-0.46417898,0.18950079,-0.48478204,553.73981,157.07964,114.98856,0.0011827125,0.00034221009
4.0285001,0.0015397234,-0.0011479835,-0.13570173,-0.48503479,-0.46430078,0.18934722,-0.48490071,553.75549,157.07964,114.97848,0.0011479835,0.00039173986
4.0286002,0.0015529728,-0.0011120897,-0.12023679,-0.4891558,-0.46442249,0.18919377,-0.48501933,553.77118,157.07964,114.96839,0.0011120897,0.00044088304
4.0286999,0.0015646567,-0.0010750662,-0.10464717,-0.49278376,-0.46454409,0.18904045,-0.48513782,553.78693,157.07964,114.9583,0.0010750662,0.00048959063
4.0288,0.0015747632,-0.0010369499,-0.088948607,-0.49591494,-0.46466562,0.18888724,-0.48525622,553.80261,157.07964,114.94819,0.0010369499,0.00053781329
4.0289001,0.0015832818,-0.00099777931,-0.073156908,-0.49854609,-0.46478707,0.18873417,-0.4853746,553.8183,157.07964,114.93807,0.00099777931,0.00058550248
4.0289998,0.0015902036,-0.00095759396,-0.057287995,-0.50067449,-0.46490842,0.18858121,-0.48549283,553.83405,157.07964,114.92795,0.00095759396,0.00063260959
4.0290999,0.0015955213,-0.00091643399,-0.041357882,-0.50229782,-0.46502969,0.18842837,-0.48561102,553.84973,157.07964,114.91782,0.00091643399,0.0006790873
4.0292001,0.0015992294,-0.00087434071,-0.025382644,-0.50341439,-0.46515089,0.18827568,-0.48572913,553.86542,157.07964,114.90768,0.00087434071,0.0007248887
4.0293002,0.0016013238,-0.00083135691,-0.0093783857,-0.50402302,-0.46527198,0.18812309,-0.48584715,553.88116,157.07964,114.89753,0.00083135691,0.00076996692
4.0293999,0.0016018025,-0.00078752625,0.0066387383,-0.50412291,-0.46539298,0.18797062,-0.48596504,553.89685,157.07964,114.88737,0.00078752625,0.00081427628
4.0295,0.0016006648,-0.00074289332,0.022652561,-0.50371397,-0.46551391,0.18781829,-0.48608291,553.91254,157.07964,114.8772,0.00074289332,0.00085777149
4.0296001,0.0015979114,-0.0006975024,0.038646918,-0.50279641,-0.46563476,0.18766609,-0.48620069,553.92828,157.07964,114.86703,0.0006975024,0.00090040901
4.0296998,0.0015935445,-0.00065139856,0.054605667,-0.50137109,-0.46575549,0.18751399,-0.48631838,553.94397,157.07964,114.85685,0.00065139856,0.00094214594
4.0297999,0.0015875683,-0.00060462812,0.07051269,-0.49943942,-0.46587616,0.18736203,-0.48643598,553.95972,157.07964,114.84666,0.00060462812,0.0009829402
4.0299001,0.0015799885,-0.00055723818,0.086351916,-0.49700317,-0.46599674,0.18721019,-0.48655352,553.9754,157.07964,114.83645,0.00055723818,0.0010227503
4.0300002,0.0015708125,-0.00050927664,0.10210736,-0.49406472,-0.46611723,0.18705846,-0.48667094,553.99109,157.07964,114.82624,0.00050927664,0.0010615359
4.0300999,0.0015600491,-0.00046079129,0.11776309,-0.49062696,-0.46623763,0.18690686,-0.4867883,554.00684,157.07964,114.81602,0.00046079129,0.0010992578
4.0302,0.001547709,-0.00041183099,0.1333033,-0.48669326,-0.46635798,0.1867554,-0.4869056,554.02252,157.07964,114.80579,0.00041183099,0.0011358779
4.0303001,0.0015338047,-0.00036244621,0.14871228,-0.4822675,-0.4664782,0.18660404,-0.48702279,554.03821,157.07964,114.79556,0.00036244621,0.0011713584
4.0303998,0.0015183501,-0.00031268693,0.16397443,-0.47735402,-0.46659836,0.18645281,-0.48713988,554.05396,157.07964,114.78531,0.00031268693,0.0012056632
4.0304999,0.001501361,-0.0002626041,0.17907436,-0.47195774,-0.46671841,0.18630171,-0.48725691,554.06964,157.07964,114.77505,0.0002626041,0.0012387569
4.0306001,0.0014828534,-0.00021224614,0.19399679,-0.46608394,-0.46683839,0.18615073,-0.48737386,554.08533,157.07964,114.76479,0.00021224614,0.0012706072
4.0307002,0.0014628459,-0.00016166444,0.2087266,-0.45973852,-0.46695828,0.18599986,-0.48749071,554.10107,157.07964,114.75452,0.00016166444,0.0013011815
4.0307999,0.0014413585,-0.00011090949,0.22324891,-0.4529278,-0.46707809,0.18584913,-0.48760751,554.11676,157.07964,114.74424,0.00011090949,0.0013304489
4.0309,0.0014184122,-6.0032758e-05,0.23754904,-0.4456585,-0.46719784,0.18569851,-0.48772421,554.13245,157.07964,114.73396,6.0032758e-05,0.0013583794
4.0310001,0.0013940299,-9.0850926e-06,0.25161248,-0.43793792,-0.46731746,0.18554801,-0.48784083,554.14819,157.07964,114.72366,9.0850926e-06,0.0013849449
4.0310998,0.0013682357,4.1882668e-05,0.26542506,-0.42977375,-0.467437,0.18539764,-0.48795736,554.16388,157.07964,114.71335,-4.1882668e-05,0.0014101183
4.0311999,0.0013410557,9.2818249e-05,0.27897272,-0.42117411,-0.46755648,0.18524739,-0.48807383,554.17963,157.07964,114.70303,-9.2818249e-05,0.001433874
4.0313001,0.0013125178,0.00014366927,0.29224175,-0.41214764,-0.46767586,0.18509726,-0.48819017,554.19531,157.07964,114.69271,-0.00014366927,0.0014561871
4.0314002,0.0012826507,0.00019438383,0.30521876,-0.40270334,-0.46779516,0.18494725,-0.48830646,554.211,157.07964,114.68237,-0.00019438383,0.0014770346
4.0314999,0.0012514845,0.00024491092,0.31789055,-0.39285067,-0.46791437,0.18479738,-0.48842266,554.22675,157.07964,114.67204,-0.00024491092,0.0014963954
4.0316,0.0012190494,0.00029520103,0.3302443,-0.38259947,-0.46803349,0.1846476,-0.48853877,554.24243,157.07964,114.66168,-0.00029520103,0.0015142504
4.0317001,0.0011853783,0.00034520298,0.34226748,-0.37196004,-0.46815255,0.18449797,-0.48865482,554.25812,157.07964,114.65132,-0.00034520298,0.0015305813
4.0317998,0.0011505047,0.00039486663,0.35394791,-0.36094305,-0.46827149,0.18434845,-0.48877078,554.27386,157.07964,114.64095,-0.00039486663,0.0015453714
