"Time","source.i","load.i","lightningImpulseCurrent.v"
0.000161,-60.707535,0,-6.1852384e-06
0.000162,-61.092255,0,-1.2711558e-05
0.000163,-61.456764,0,-2.5788111e-05
0.000164,-61.812675,0,-5.1644773e-05
0.000165,-62.179867,0,-0.00010209996
0.000166,-62.567078,0,-0.00019926057
0.00016700001,-62.963505,0,-0.00038389827
0.000168,-63.349442,0,-0.00073014683
0.00016900001,-63.71553,0,-0.0013708846
0.00017,-64.071777,0,-0.0025408824
0.00017100001,-64.437683,0,-0.0046489546
0.000172,-64.823189,0,-0.0083966283
0.00017299999,-65.219093,0,-0.014970046
0.000174,-65.606125,0,-0.026344912
0.00017499999,-65.973785,0,-0.045762584
0.000176,-66.330475,0,-0.078459732
0.00017699999,-66.695213,0,-0.13276555
0.000178,-67.079025,0,-0.22171913
0.000179,-67.474297,0,-0.36540505
0.00018,-67.862312,0,-0.59425223
0.000181,-68.231522,0,-0.95358729
0.000182,-68.58876,0,-1.5097636
0.000183,-68.952446,0,-2.3581889
0.000184,-69.334579,0,-3.6335275
0.000185,-69.729126,0,-5.5222292
0.000186,-70.117989,0,-8.2773046
0.000187,-70.488731,0,-12.234922
0.00018800001,-70.846619,0,-17.831877
0.000189,-71.209366,0,-25.622353
0.00019000001,-71.589851,0,-36.291641
0.000191,-71.983574,0,-50.663639
0.00019200001,-72.373169,0,-69.698357
0.000193,-72.745407,0,-94.475075
0.00019399999,-73.104019,0,-126.15707
0.000195,-73.465965,0,-165.93451
0.00019599999,-73.844826,0,-214.94394
0.000197,-74.237633,0,-274.1658
0.00019799999,-74.627846,0,-344.30527
0.000199,-75.001541,0,-425.66602
0.00019999999,-75.360962,0,-518.03247
0.000201,-75.722214,0,-620.57843
0.000202,-76.099495,0,-731.82367
0.000203,-76.491318,0,-849.65833
0.000204,-76.882019,0,-971.45032
0.000205,-77.257126,0,-1094.2411
0.000206,-77.617432,0,-1215.0209
0.000207,-77.978104,0,-1331.0601
0.000208,-78.353851,0,-1440.2544
0.00020900001,-78.744614,0,-1541.4302
0.00021,-79.135689,0,-1634.5507
0.00021100001,-79.512161,0,-1720.7708
0.000212,-79.873405,0,-1802.3035
0.00021300001,-80.233612,0,-1882.0948
0.000214,-80.607887,0,-1963.3419
0.00021499999,-80.997528,0,-2048.9241
0.000216,-81.388855,0,-2140.8545
0.00021699999,-81.766624,0,-2239.866
0.000218,-82.128868,0,-2345.2334
0.00021899999,-82.488731,0,-2454.8994
0.00022,-82.861588,0,-2565.8977
0.00022099999,-83.250053,0,-2675.0103
0.000222,-83.641525,0,-2779.5115
0.000223,-84.020523,0,-2877.8308
0.000224,-84.38382,0,-2969.9546
0.000225,-84.743446,0,-3057.4473
0.000226,-85.114944,0,-3143.0591
0.000227,-85.50219,0,-3230.0007
0.000228,-85.893684,0,-3321.0659
0.000229,-86.273857,0,-3417.8438
0.00023000001,-86.638229,0,-3520.2542
0.000231,-86.997734,0,-3626.5613
0.00023200001,-87.36795,0,-3733.886
0.000233,-87.753937,0,-3839.0823
0.00023400001,-88.145348,0,-3939.7183
0.000235,-88.526604,0,-4034.8525
0.00023600001,-88.892097,0,-4125.3438
0.000237,-89.251579,0,-4213.5718
0.00023799999,-89.620583,0,-4302.6387
0.000239,-90.00528,0,-4395.3149
0.00023999999,-90.396507,0,-4493.0728
0.000241,-90.778778,0,-4595.5698
0.00024199999,-91.145409,0,-4700.769
0.000243,-91.504967,0,-4805.6826
0.000244,-91.872841,0,-4907.4712
0.000245,-92.256226,0,-5004.5083
0.00024600001,-92.647163,0,-5096.9941
0.00024699999,-93.030357,0,-5186.8755
0.000248,-93.398148,1.4012985e-45,-5277.0859
0.000249,-93.757881,2.8025969e-45,-5370.3848
0.00025000001,-94.12471,1.1210388e-44,-5468.2573
0.00025099999,-94.506775,3.7835059e-44,-5570.3184
0.000252,-94.897316,1.2891946e-43,-5674.4736
0.00025300001,-95.281357,4.3300123e-43,-5777.7935
0.00025400001,-95.650307,1.4405348e-42,-5877.7388
0.00025499999,-96.010307,4.7447966e-42,-5973.2354
0.000256,-96.376175,1.5512374e-41,-6065.1265
0.00025700001,-96.756905,5.0309417e-41,-6155.8003
0.00025799999,-97.146973,1.6186819e-40,-6248.1426
0.00025899999,-97.531761,5.1672741e-40,-6344.2617
0.00026,-97.901871,1.6366592e-39,-6444.5552
0.00026100001,-98.26223,5.1436552e-39,-6547.5376
0.00026199999,-98.62722,1.6041091e-38,-6650.5244
0.00026299999,-99.006622,4.963958e-38,-6750.8662
0.000264,-99.396126,1.5243113e-37,-6847.1729
0.00026500001,-99.78157,4.6450282e-37,-6939.9531
0.00026599999,-100.15283,1.404716e-36,-7031.3667
0.000267,-100.51363,4.2159965e-36,-7124.1904
0.000268,-100.87783,1.2558148e-35,-7220.4888
0.00026900001,-101.25592,3.7125251e-35,-7320.623
0.00026999999,-101.64477,1.0893016e-34,-7423.0869
0.000271,-102.03078,3.1723199e-34,-7525.2529
0.000272,-102.40318,9.1700177e-34,-7624.6772
0.00027300001,-102.76449,2.6312019e-33,-7720.3101
0.00027399999,-103.12801,7.4940777e-33,-7813.0142
0.000275,-103.50479,2.1187385e-32,-7905.1157
0.00027600001,-103.89291,5.9462858e-32,-7999.2163
0.00027700001,-104.2794,1.6566717e-31,-8096.8594
0.00027799999,-104.65292,4.5821348e-31,-8197.7441
0.000279,-105.01481,1.2581882e-30,-8299.8936
0.00028000001,-105.37772,3.429836e-30,-8400.6973
0.00028099999,-105.75322,9.2824805e-30,-8498.2852
0.00028199999,-106.14056,2.4941905e-29,-8592.5098
0.000283,-106.52742,6.6539748e-29,-8685.0137
0.00028400001,-106.90202,1.7625338e-28,-8778.3379
0.00028499999,-107.26456,4.635475e-28,-8874.5479
0.00028599999,-107.62695,1.2104931e-27,-8974.1191
0.000287,-108.00121,3.1387196e-27,-9075.6924
0.00028800001,-108.38769,8.081182e-27,-9176.8281
0.00028899999,-108.77483,2.0660572e-26,-9275.3584
0.00029,-109.15049,5.2451904e-26,-9370.5859
0.000291,-109.51373,1.3223138e-25,-9463.6611
0.00029200001,-109.87571,3.3103347e-25,-9556.9229
0.00029299999,-110.24875,8.2296676e-25,-9652.5732
0.000294,-110.63432,2.0317675e-24,-9751.4385
0.00029500001,-111.02165,4.9814969e-24,-9852.502
0.00029600001,-111.39831,1.2129393e-23,-9953.5078
0.00029699999,-111.7623,2.9330461e-23,-10052.259
0.000298,-112.12395,7.043804e-23,-10147.886
0.00029900001,-112.49583,1.6800082e-22,-10241.342
0.00030000001,-112.88043,3.9796036e-22,-10334.83
0.00030099999,-113.26786,9.3626374e-22,-10430.51
0.000302,-113.64548,2.1877037e-21,-10529.221
0.00030300001,-114.01027,5.0771191e-21,-10630.005
0.00030399999,-114.37169,1.1702829e-20,-10730.685
0.00030499999,-114.74244,2.6792587e-20,-10829.171
0.000306,-115.12604,6.0925167e-20,-10924.712
0.00030700001,-115.51347,1.3760603e-19,-11018.335
0.00030799999,-115.89199,3.0870326e-19,-11112.209
0.000309,-116.25761,6.878804e-19,-11208.326
0.00031,-116.61889,1.522499e-18,-11307.287
0.00031100001,-116.98857,3.3471746e-18,-11407.95
0.00031199999,-117.37112,7.3093856e-18,-11508.141
0.000313,-117.75846,1.5854953e-17,-11606.003
0.000314,-118.13785,3.4161302e-17,-11701.14
0.00031500001,-118.50433,7.3112635e-17,-11794.849
0.00031599999,-118.86555,1.5543249e-16,-11889.3
0.000317,-119.23421,3.2823615e-16,-11986.175
0.00031800001,-119.61569,6.8853508e-16,-12085.611
0.00031900001,-120.00285,1.4347039e-15,-12186.134
0.00031999999,-120.38303,2.9695927e-15,-12285.599
0.000321,-120.7504,6.1056426e-15,-12382.556
0.00032200001,-121.11164,1.2470022e-14,-12477.166
0.00032299999,-121.47935,2.5299128e-14,-12571.088
0.00032399999,-121.85974,5.0985292e-14,-12666.396
0.000325,-122.24664,1.0206712e-13,-12764.255
0.00032600001,-122.62753,2.0296837e-13,-12864.165
0.00032699999,-122.99581,4.0093327e-13,-12964.31
0.00032799999,-123.35715,7.8671428e-13,-13062.738
0.000329,-123.72398,1.5334198e-12,-13158.639
0.00033000001,-124.10326,2.9689467e-12,-13252.858
0.00033099999,-124.48981,5.7100457e-12,-13347.334
0.000332,-124.87137,1.0908639e-11,-13443.812
0.000333,-125.24055,2.0701088e-11,-13542.698
0.00033400001,-125.60208,3.9021592e-11,-13642.802
0.00033499999,-125.96808,7.3063736e-11,-13742.138
0.000336,-126.34624,1.358878e-10,-13839.254
0.000337,-126.73238,2.5103664e-10,-13934.191
0.00033800001,-127.11452,4.606463e-10,-14028.448
0.00033899999,-127.48462,8.3959067e-10,-14123.958
0.00034,-127.84641,1.5199584e-09,-14221.793
0.00034100001,-128.21165,2.7330915e-09,-14321.442
0.00034200001,-128.5887,4.881231e-09,-14421.176
0.00034299999,-128.97433,8.6586649e-09,-14519.224
0.000344,-129.35698,1.5254999e-08,-14614.981
0.00034500001,-129.728,2.6693542e-08,-14709.408
0.00034599999,-130.0901,4.6390035e-08,-14804.36
0.00034699999,-130.45467,8.0068112e-08,-14901.315
0.000348,-130.8306,1.3724681e-07,-15000.355
0.00034900001,-131.21567,2.3363805e-07,-15100.13
0.00034999999,-131.59875,3.9497883e-07,-15198.793
0.000351,-131.97067,6.6310542e-07,-15295.288
0.000352,-132.33318,1.1055004e-06,-15390.069
0.00035300001,-132.69713,1.8301694e-06,-15484.778
0.00035399999,-133.07196,3.0086226e-06,-15581.085
0.000355,-133.45639,4.9110627e-06,-15679.527
0.000356,-133.83983,7.9597839e-06,-15779.141
0.00035700001,-134.21265,1.2809461e-05,-15878.151
0.00035799999,-134.57559,2.0466778e-05,-15975.226
0.000359,-134.93903,3.246696e-05,-16070.405
0.00036000001,-135.31276,5.1131799e-05,-16165.07
0.00036100001,-135.6965,7.9943071e-05,-16260.946
0.00036199999,-136.08022,0.00012407746,-16358.883
0.000363,-136.45389,0.00019116506,-16458.256
0.00036400001,-136.81734,0.00029235339,-16557.422
0.00036500001,-137.18033,0.00044378362,-16654.904
0.00036599999,-137.55299,0.00066861534,-16750.443
0.000367,-137.93599,0.00099977199,-16845.172
0.00036800001,-138.3199,0.0014836162,-16940.791
0.00036899999,-138.69441,0.0021848099,-17038.344
0.00036999999,-139.05843,0.0031926511,-17137.467
0.000371,-139.42102,0.004629225,-17236.666
0.00037200001,-139.79265,0.006659722,-17334.408
0.00037299999,-140.17487,0.0095052971,-17430.227
0.000374,-140.55888,0.013458808,-17525.061
0.000375,-140.9342,0.01890371,-17620.549
0.00037600001,-141.29881,0.026336247,-17717.838
0.00037699999,-141.66112,0.036390897,-17816.748
0.000378,-142.03174,0.049868666,-17915.91
0.000379,-142.4131,0.067767523,-18013.789
0.00038000001,-142.79718,0.091313653,-18109.799
0.00038099999,-143.17326,0.12199163,-18204.74
0.000382,-143.5385,0.16157089,-18300.184
0.00038300001,-143.90057,0.21212517,-18397.318
0.00038400001,-144.27022,0.27604082,-18496.068
0.00038499999,-144.65073,0.3560093,-18595.156
0.000386,-145.03476,0.45499873,-18693.074
0.00038700001,-145.41156,0.57619965,-18789.191
0.00038799999,-145.77747,0.72294044,-18884.223
0.00038899999,-146.13939,0.89856893,-18979.686
0.00039,-146.50812,1.1062998,-19076.756
0.00039100001,-146.88771,1.3490282,-19175.398
0.00039199999,-147.27162,1.6291173,-19274.395
0.00039299999,-147.64911,1.9481667,-19372.277
0.000394,-148.0157,2.3067799,-19468.422
0.00039500001,-148.37756,2.7043474,-19563.521
0.00039599999,-148.74541,3.1388705,-19659.047
0.000397,-149.12407,3.6068511,-19756.131
0.000398,-149.5078,4.1032729,-19854.717
0.00039900001,-149.88591,4.6216979,-19953.609
0.00039999999,-150.25322,5.1544948,-20051.391
0.000401,-150.61507,5.6932015,-20147.502
0.00040200001,-150.98207,6.2290196,-20242.654
0.00040300001,-151.35977,6.7534122,-20338.281
0.00040399999,-151.74324,7.2587638,-20435.439
0.000405,-152.12193,7.7390437,-20534.006
0.00040600001,-152.48996,8.190403,-20632.777
0.00040700001,-152.85188,8.6116276,-20730.408
0.00040799999,-153.21811,9.0043707,-20826.434
0.000409,-153.59485,9.3731136,-20921.629
0.00041000001,-153.97798,9.7248125,-21017.395
0.00041099999,-154.35718,10.068232,-21114.68
0.00041199999,-154.72595,10.413022,-21213.25
0.000413,-155.088,10.76861,-21311.883
0.00041400001,-155.45352,11.143042,-21409.312
0.00041499999,-155.82927,11.54192,-21505.219
0.000416,-156.21201,11.967601,-21600.461
0.000417,-156.59166,12.418793,-21696.404
0.00041800001,-156.96118,12.890635,-21793.855
0.00041899999,-157.32341,13.375316,-21892.438
0.00042,-157.68826,13.863166,-21990.896
0.000421,-158.06303,14.344088,-22088.086
0.00042200001,-158.44531,14.809136,-22183.855
0.00042299999,-158.82536,15.25198,-22279.166
0.000424,-159.19562,15.669998,-22375.328
0.00042500001,-159.55811,16.064795,-22472.969
0.00042600001,-159.92235,16.441996,-22571.549
0.00042699999,-160.29614,16.810314,-22669.797
0.000428,-160.6779,17.180027,-22766.711
0.00042900001,-161.05827,17.561083,-22862.344
0.00042999999,-161.42926,17.961224,-22957.76
0.00043099999,-161.79205,18.384443,-23054.182
0.000432,-162.15576,18.830158,-23152.021
0.00043300001,-162.52859,19.293257,-23250.568
0.00043399999,-162.90977,19.765089,-23348.557
0.00043499999,-163.29041,20.235235,-23445.172
0.000436,-163.66211,20.693697,-23540.693
0.00043700001,-164.02525,21.133062,-23636.264
0.00043799999,-164.38849,21.550171,-23732.979
0.000439,-164.76036,21.946865,-23831.008
0.00044,-165.14091,22.329618,-23929.471
0.00044100001,-165.52173,22.70809,-24027.148
0.00044199999,-165.89415,23.092884,-24123.459
0.000443,-166.25769,23.493031,-24218.914
0.000444,-166.62053,23.91379,-24314.701
0.00044500001,-166.99146,24.355326,-24411.732
0.00044599999,-167.37134,24.812628,-24509.914
0.000447,-167.75227,25.276733,-24608.225
0.00044800001,-168.12537,25.73699,-24705.549
0.00044900001,-168.48935,26.183805,-24801.572
0.00044999999,-168.85184,26.611179,-24897.027
0.000451,-169.22185,27.01832,-24993.094
0.00045200001,-169.60101,27.409895,-25090.447
0.00045299999,-169.98201,27.794786,-25188.721
0.00045399999,-170.35576,28.18367,-25286.799
0.000455,-170.72023,28.58604,-25383.738
0.00045600001,-171.08244,29.007519,-25479.52
0.00045699999,-171.45155,29.448227,-25575.059
0.00045799999,-171.82997,29.902719,-25671.461
0.000459,-172.21095,30.361557,-25769.115
0.00046000001,-172.58531,30.814064,-25867.395
0.00046099999,-172.9503,31.251526,-25965.16
0.000462,-173.3123,31.669813,-26061.707
0.000463,-173.68056,32.070671,-26157.318
0.00046400001,-174.05818,32.461201,-26253.041
0.00046499999,-174.43909,32.851673,-26349.816
0.000466,-174.81403,33.252308,-26447.717
0.00046700001,-175.17955,33.670052,-26545.896
0.00046800001,-175.54141,34.106312,-26643.281
0.00046899999,-175.90884,34.556515,-26739.459
0.00047,-176.28564,35.011566,-26835.004
0.00047100001,-176.66641,35.460819,-26931.004
0.00047200001,-177.0419,35.895618,-27028.16
0.00047299999,-177.40799,36.312199,-27126.219
0.000474,-177.76976,36.712971,-27224.184
0.00047500001,-178.13641,37.105705,-27321.141
0.00047599999,-178.51237,37.500889,-27417.014
0.00047699999,-178.89294,37.9081,-27512.613
0.000478,-179.26891,38.332649,-27608.971
0.00047900001,-179.63559,38.773724,-27706.479
0.00047999999,-179.99733,39.224644,-27804.574
0.000481,-180.36325,39.675262,-27902.215
0.000482,-180.73836,40.115582,-27998.736
0.00048300001,-181.11864,40.539413,-28094.408
0.00048399999,-181.49507,40.946617,-28190.191
0.000485,-181.86234,41.343178,-28286.953
0.000486,-182.22411,41.738987,-28384.734
0.00048700001,-182.58934,42.144154,-28482.729
0.00048799999,-182.96358,42.565208,-28579.957
0.000489,-183.34354,43.002625,-28676.084
0.00049000001,-183.72035,43.45063,-28771.689
0.00049100001,-184.08824,43.899422,-28867.777
0.00049200002,-184.45009,44.338951,-28964.945
0.00049300003,-184.81468,44.762825,-29062.877
0.00049399998,-185.18803,45.170815,-29160.625
0.00049499999,-185.56761,45.568943,-29257.398
0.00049599999,-185.94478,45.967102,-29353.223
0.000497,-186.31326,46.375118,-29448.916
0.00049800001,-186.67526,46.79879,-29545.395
0.00049900002,-187.03925,47.237568,-29642.91
0.00050000002,-187.41173,47.684761,-29740.842
0.00050099997,-187.79086,48.130283,-29838.219
0.00050199998,-188.16832,48.564789,-29934.545
0.00050299999,-188.53741,48.983532,-30030.207
0.000504,-188.8996,49.388351,-30126.141
0.000505,-189.26305,49.786888,-30223.045
0.00050600001,-189.63464,50.189377,-30320.797
0.00050700002,-190.01329,50.604313,-30418.555
0.00050800003,-190.39098,51.034859,-30515.48
0.00050899998,-190.76067,51.477474,-30611.439
0.00050999998,-191.12311,51.923466,-30707.107
0.00051099999,-191.48607,52.362724,-30803.402
0.000512,-191.8568,52.788113,-30900.699
0.00051300001,-192.23488,53.198589,-30998.523
0.00051400001,-192.61276,53.599655,-31095.959
0.00051500002,-192.98303,54.000916,-31192.416
0.00051599997,-193.34575,54.411835,-31288.141
0.00051699998,-193.70828,54.837513,-31383.992
0.00051799999,-194.07814,55.276424,-31480.711
0.00051899999,-194.45566,55.721104,-31578.299
0.00052,-194.83365,56.161514,-31676.014
0.00052100001,-195.2045,56.589615,-31773.01
0.00052200002,-195.56754,57.003021,-31869.059
0.00052300002,-195.92969,57.406078,-31964.73
0.00052399997,-196.29871,57.807861,-32060.912
0.00052499998,-196.6756,58.217979,-32158.047
0.00052599999,-197.05365,58.642113,-32255.76
0.000527,-197.42505,59.079376,-32353.186
0.000528,-197.78844,59.522739,-32449.707
0.00052900001,-198.15028,59.962337,-32545.48
0.00053000002,-198.51848,60.390144,-32641.293
0.00053100003,-198.89468,60.803757,-32737.893
0.00053199998,-199.27275,61.20755,-32835.344
0.00053299998,-199.64467,61.61055,-32932.988
0.00053399999,-200.00845,62.022118,-33029.992
0.000535,-200.37004,62.447414,-33126.086
0.00053600001,-200.73743,62.884941,-33221.77
0.00053700001,-201.11295,63.327244,-33317.887
0.00053800002,-201.49095,63.764595,-33414.91
0.00053899997,-201.86337,64.189728,-33512.516
0.00053999998,-202.22757,64.60144,-33609.891
0.00054099999,-202.58894,65.005119,-33706.422
0.00054199999,-202.95557,65.410133,-33802.215
0.000543,-203.33035,65.825096,-33898.016
0.00054400001,-203.70825,66.253624,-33994.547
0.00054500002,-204.08113,66.692497,-34091.898
0.00054600002,-204.44579,67.133331,-34189.453
0.00054699997,-204.80701,67.566788,-34286.418
0.00054799998,-205.17288,67.987297,-34382.512
0.00054899999,-205.54692,68.39592,-34478.199
0.00055,-205.92464,68.799744,-34574.297
0.000551,-206.29794,69.208282,-34671.246
0.00055200001,-206.66307,69.628548,-34768.758
0.00055300002,-207.02419,70.061493,-34866.051
0.00055400003,-207.38936,70.501488,-34962.539
0.00055499998,-207.76262,70.939278,-35058.324
0.00055599998,-208.14011,71.366814,-35154.121
0.00055699999,-208.51381,71.781433,-35250.613
0.000558,-208.87941,72.187241,-35347.883
0.00055900001,-209.24049,72.592949,-35445.32
0.00056000001,-209.60498,73.007278,-35542.18
0.00056100002,-209.97748,73.434303,-35638.203
0.00056199997,-210.35468,73.871376,-35733.852
0.00056299998,-210.72873,74.310478,-35829.887
0.00056399999,-211.09482,74.742577,-35926.723
0.00056499999,-211.4559,75.162415,-36024.043
0.000566,-211.81976,75.571358,-36121.086
0.00056700001,-212.19145,75.976608,-36217.309
0.00056800002,-212.56833,76.387329,-36312.828
0.00056900003,-212.94267,76.809662,-36408.324
0.00056999997,-213.30927,77.243393,-36504.414
0.00057099998,-213.67039,77.682091,-36601.117
0.00057199999,-214.03368,78.116653,-36697.805
0.000573,-214.40457,78.540268,-36793.738
0.00057400001,-214.78105,78.952202,-36888.688
0.00057500001,-215.15565,79.358139,-36983.086
0.00057600002,-215.52275,79.767036,-37077.621
0.00057700003,-215.88399,80.186172,-37172.586
0.00057799998,-216.24672,80.617065,-37267.59
0.00057899999,-216.61681,81.054688,-37361.836
0.00057999999,-216.99286,81.490257,-37454.785
0.000581,-217.36768,81.916199,-37546.555
0.00058200001,-217.73524,82.330376,-37637.762
0.00058300002,-218.09663,82.737282,-37728.91
0.00058400002,-218.45888,83.145493,-37819.906
0.00058499997,-218.82816,83.562782,-37910.086
0.00058599998,-219.20374,83.991722,-37998.75
0.00058699999,-219.5787,84.428246,-38085.746
0.000588,-219.94678,84.863953,-38171.574
0.000589,-220.30835,85.29097,-38256.926
0.00059000001,-220.67014,85.706444,-38342.102
0.00059100002,-221.03862,86.114159,-38426.762
0.00059200003,-221.41368,86.522339,-38510.297
0.00059299998,-221.78876,86.938896,-38592.422
0.00059399998,-222.1573,87.366837,-38673.527
0.00059499999,-222.5191,87.802536,-38754.445
