"time","inductor.i","thyristor_v4_1.vControl"
4.9200000000000003e-06,9.29756744859509e-06,0
4.9599999999999999e-06,9.3720533576754704e-06,0
5.0000000000000004e-06,9.4465392667558524e-06,0
5.04e-06,9.5210251758362311e-06,0
5.0800000000000005e-06,9.5955110849166132e-06,0
5.1200000000000001e-06,9.6699969939969935e-06,0
5.1599999999999997e-06,9.7444829030773739e-06,0
5.2000000000000002e-06,9.8189688121577543e-06,0
5.2399999999999998e-06,9.8934547212381346e-06,0
5.2800000000000003e-06,9.9613582719286327e-06,0
5.3199999999999999e-06,1.0028758757553813e-05,0
5.3600000000000004e-06,1.0096159243178993e-05,0
5.4e-06,1.0163559728804171e-05,0
5.4400000000000004e-06,1.0230960214429353e-05,0
5.48e-06,1.0298360700054532e-05,0
5.5200000000000005e-06,1.0365761185679712e-05,0
5.5600000000000001e-06,1.043316167130489e-05,0
5.5999999999999997e-06,1.050056215693007e-05,0
5.6400000000000002e-06,1.0567962642555251e-05,0
5.6799999999999998e-06,1.0635363128180431e-05,0
5.7200000000000003e-06,1.0702763613805609e-05,0
5.7599999999999999e-06,1.0770164099430789e-05,0
5.8000000000000004e-06,1.0837564585055969e-05,0
5.84e-06,1.090496507068115e-05,0
5.8800000000000005e-06,1.097236555630633e-05,0
5.9200000000000001e-06,1.1039766041931508e-05,0
5.9600000000000005e-06,1.1107166527556688e-05,0
6.0000000000000002e-06,1.1174567013181868e-05,0
6.0399999999999998e-06,1.1241967498807048e-05,0
6.0800000000000002e-06,1.1309367984432227e-05,0
6.1199999999999999e-06,1.1376768470057407e-05,0
6.1600000000000003e-06,1.1444168955682586e-05,0
6.1999999999999999e-06,1.1511569441307766e-05,0
6.2400000000000004e-06,1.1578969926932946e-05,0
6.28e-06,1.1646370412558126e-05,0
6.3200000000000005e-06,1.1713770898183306e-05,0
6.3600000000000001e-06,1.1781171383808486e-05,0
6.3999999999999997e-06,1.1848571869433663e-05,0
6.4400000000000002e-06,1.1915972355058845e-05,0
6.4799999999999998e-06,1.1983372840684023e-05,0
6.5200000000000003e-06,1.2050773326309203e-05,0
6.5599999999999999e-06,1.2118173811934383e-05,0
6.6000000000000003e-06,1.2185574297559564e-05,0
6.64e-06,1.2252974783184744e-05,0
6.6800000000000004e-06,1.2320375268809924e-05,0
6.72e-06,1.2387775754435104e-05,0
6.7600000000000005e-06,1.2455176240060284e-05,0
6.8000000000000001e-06,1.2522576725685463e-05,0
6.8399999999999997e-06,1.2589977211310641e-05,0
6.8800000000000002e-06,1.2657377696935821e-05,0
6.9199999999999998e-06,1.2724778182561001e-05,0
6.9600000000000003e-06,1.2792178668186181e-05,0
6.9999999999999999e-06,1.2859579153811362e-05,0
7.0400000000000004e-06,1.2926979639436542e-05,0
7.08e-06,1.299438012506172e-05,0
7.1200000000000004e-06,1.3061780610686902e-05,0
7.1600000000000001e-06,1.3129181096312079e-05,0
7.2000000000000005e-06,1.3196581581937261e-05,0
7.2400000000000001e-06,1.3263982067562439e-05,0
7.2799999999999998e-06,1.3331382553187619e-05,0
7.3200000000000002e-06,1.3398783038812799e-05,0
7.3599999999999998e-06,1.3466183524437978e-05,0
7.4000000000000003e-06,1.3533584010063158e-05,0
7.4399999999999999e-06,1.3600984495688338e-05,0
7.4800000000000004e-06,1.3668384981313516e-05,0
7.52e-06,1.3735785466938697e-05,0
7.5600000000000005e-06,1.3803185952563877e-05,0
7.6000000000000001e-06,1.3870586438189057e-05,0
7.6399999999999997e-06,1.3937986923814235e-05,0
7.680000000000001e-06,1.4005387409439417e-05,0
7.7200000000000006e-06,1.4072787895064597e-05,0
7.7600000000000002e-06,1.4140188380689776e-05,0
7.7999999999999999e-06,1.4207588866314954e-05,0
7.8399999999999995e-06,1.4274989351940134e-05,0
7.8800000000000008e-06,1.4342389837565316e-05,0
7.9200000000000004e-06,1.4409790323190495e-05,0
7.96e-06,1.4477190808815675e-05,0
7.9999999999999996e-06,1.4544591294440853e-05,0
8.0400000000000009e-06,1.4611991780066035e-05,0
8.0800000000000006e-06,1.4679392265691215e-05,0
8.1200000000000002e-06,1.4746792751316394e-05,0
8.1599999999999998e-06,1.4814193236941572e-05,0
8.1999999999999994e-06,1.4881593722566752e-05,0
8.2400000000000007e-06,1.4948994208191934e-05,0
8.2800000000000003e-06,1.5016394693817112e-05,0
8.32e-06,1.5083795179442293e-05,0
8.3599999999999996e-06,1.5151195665067471e-05,0
8.4000000000000009e-06,1.5218596150692653e-05,0
8.4400000000000005e-06,1.5285996636317833e-05,0
8.4800000000000001e-06,1.535339712194301e-05,0
8.5199999999999997e-06,1.542079760756819e-05,0
8.5599999999999994e-06,1.548819809319337e-05,0
8.6000000000000007e-06,1.555559857881855e-05,0
8.6400000000000003e-06,1.562299906444373e-05,0
8.6799999999999999e-06,1.569039955006891e-05,0
8.7199999999999995e-06,1.5757800035694087e-05,0
8.7600000000000008e-06,1.5825200521319271e-05,0
8.8000000000000004e-06,1.5892601006944447e-05,0
8.8400000000000001e-06,1.5960001492569628e-05,0
8.8799999999999997e-06,1.6027401978194808e-05,0
8.920000000000001e-06,1.6094802463819988e-05,0
8.9600000000000006e-06,1.6162202949445168e-05,0
9.0000000000000002e-06,1.6229603435070348e-05,0
9.0399999999999998e-06,1.6297003920695525e-05,0
9.0799999999999995e-06,1.6364404406320705e-05,0
9.1200000000000008e-06,1.6431804891945888e-05,0
9.1600000000000004e-06,1.6499205377571065e-05,0
9.2e-06,1.6566605863196245e-05,0
9.2399999999999996e-06,1.6634006348821426e-05,0
9.2800000000000009e-06,1.6701406834446606e-05,0
9.3200000000000006e-06,1.6768807320071786e-05,0
9.3600000000000002e-06,1.6836207805696966e-05,0
9.3999999999999998e-06,1.6903608291322143e-05,0
9.4399999999999994e-06,1.6971008776947323e-05,0
9.4800000000000007e-06,1.7038409262572503e-05,0
9.5200000000000003e-06,1.7105809748197683e-05,0
9.5599999999999999e-06,1.7173210233822863e-05,0
9.5999999999999996e-06,1.7240610719448043e-05,0
9.6400000000000009e-06,1.7308011205073223e-05,0
9.6800000000000005e-06,1.7375411690698404e-05,0
9.7200000000000001e-06,1.7442812176323584e-05,0
9.7599999999999997e-06,1.751021266194876e-05,0
9.800000000000001e-06,1.7577613147573944e-05,0
9.8400000000000007e-06,1.7645013633199121e-05,0
9.8800000000000003e-06,1.7712414118824301e-05,0
9.9199999999999999e-06,1.7779814604449481e-05,0
9.9599999999999995e-06,1.7847215090074658e-05,0
1.0000000000000001e-05,1.7914615575699841e-05,0
1.004e-05,1.7982016061325021e-05,0
1.008e-05,1.8049416546950198e-05,0
1.012e-05,1.8116817032575378e-05,0
1.0160000000000001e-05,1.8184217518200562e-05,0
1.0200000000000001e-05,1.8251618003825739e-05,0
1.024e-05,1.8319018489450919e-05,0
1.028e-05,1.8386418975076099e-05,0
1.0319999999999999e-05,1.8453819460701276e-05,0
1.0360000000000001e-05,1.8521219946326459e-05,0
1.04e-05,1.8588620431951639e-05,0
1.044e-05,1.8656020917576816e-05,0
1.048e-05,1.8723421403201996e-05,0
1.0520000000000001e-05,1.8777649994508151e-05,0
1.0560000000000001e-05,1.8829680708465857e-05,0
1.06e-05,1.8881711422423563e-05,0
1.064e-05,1.8933742136381269e-05,0
1.0679999999999999e-05,1.8985772850338978e-05,0
1.0720000000000001e-05,1.9037803564296684e-05,0
1.076e-05,1.908983427825439e-05,0
1.08e-05,1.9141864992212099e-05,0
1.084e-05,1.9193895706169805e-05,0
1.0880000000000001e-05,1.9245926420127514e-05,0
1.092e-05,1.929795713408522e-05,0
1.096e-05,1.9349987848042926e-05,0
1.1e-05,1.9402018562000632e-05,0
1.1040000000000001e-05,1.9454049275958341e-05,0
1.1080000000000001e-05,1.9506079989916047e-05,0
1.112e-05,1.9558110703873753e-05,0
1.116e-05,1.9610141417831462e-05,0
1.1199999999999999e-05,1.9662172131789168e-05,0
1.1240000000000001e-05,1.9714202845746877e-05,0
1.128e-05,1.9766233559704583e-05,0
1.132e-05,1.9818264273662289e-05,0
1.136e-05,1.9870294987619995e-05,0
1.1400000000000001e-05,1.9922325701577704e-05,0
1.1440000000000001e-05,1.997435641553541e-05,0
1.148e-05,2.0026387129493116e-05,0
1.152e-05,2.0078417843450825e-05,0
1.1559999999999999e-05,2.0130448557408528e-05,0
1.1600000000000001e-05,2.0182479271366237e-05,0
1.164e-05,2.0234509985323946e-05,0
1.168e-05,2.0286540699281652e-05,0
1.172e-05,2.0338571413239358e-05,0
1.1760000000000001e-05,2.0390602127197067e-05,0
1.1800000000000001e-05,2.0442632841154773e-05,0
1.184e-05,2.0494663555112479e-05,0
1.188e-05,2.0546694269070185e-05,0
1.1920000000000001e-05,2.0598724983027894e-05,0
1.1960000000000001e-05,2.06507556969856e-05,0
1.2e-05,2.0702786410943309e-05,0
1.204e-05,2.0754817124901012e-05,0
1.208e-05,2.0806847838858721e-05,0
1.2120000000000001e-05,2.085887855281643e-05,0
1.216e-05,2.0910909266774136e-05,0
1.22e-05,2.0962939980731842e-05,0
1.224e-05,2.1014970694689548e-05,0
1.2280000000000001e-05,2.1067001408647257e-05,0
1.2320000000000001e-05,2.1119032122604963e-05,0
1.236e-05,2.1171062836562669e-05,0
1.24e-05,2.1223093550520375e-05,0
1.2439999999999999e-05,2.1275124264478084e-05,0
1.2480000000000001e-05,2.132715497843579e-05,0
1.252e-05,2.1379185692393499e-05,0
1.256e-05,2.1431216406351205e-05,0
1.26e-05,2.1483247120308911e-05,0
1.2640000000000001e-05,2.153527783426662e-05,0
1.2680000000000001e-05,2.1587308548224326e-05,0
1.272e-05,2.1639339262182032e-05,0
1.276e-05,2.1691369976139737e-05,0
1.2799999999999999e-05,2.1743400690097443e-05,0
1.2840000000000001e-05,2.1795431404055153e-05,0
1.288e-05,2.1847462118012858e-05,0
1.292e-05,2.1899492831970568e-05,0
1.296e-05,2.1951523545928274e-05,0
1.3000000000000001e-05,2.2003554259885979e-05,0
1.3040000000000001e-05,2.2055584973843689e-05,0
1.308e-05,2.2107615687801395e-05,0
1.312e-05,2.21596464017591e-05,0
1.3160000000000001e-05,2.221167711571681e-05,0
1.3200000000000001e-05,2.2263707829674516e-05,0
1.324e-05,2.2315738543632221e-05,0
1.328e-05,2.2367769257589927e-05,0
1.332e-05,2.2419799971547636e-05,0
1.3360000000000001e-05,2.2471830685505342e-05,0
1.34e-05,2.2523861399463052e-05,0
1.344e-05,2.2575892113420757e-05,0
1.348e-05,2.2627922827378463e-05,0
1.3520000000000001e-05,2.2679953541336173e-05,0
1.3560000000000001e-05,2.2731984255293878e-05,0
1.36e-05,2.2784014969251584e-05,0
1.364e-05,2.283604568320929e-05,0
1.3679999999999999e-05,2.2888076397166996e-05,0
1.3720000000000001e-05,2.2940107111124705e-05,0
1.376e-05,2.2992137825082411e-05,0
1.38e-05,2.3044168539040117e-05,0
1.384e-05,2.3096199252997826e-05,0
1.3880000000000001e-05,2.3148229966955536e-05,0
1.3920000000000001e-05,2.3200260680913241e-05,0
1.396e-05,2.3252291394870947e-05,0
1.4e-05,2.3304322108828653e-05,0
1.4040000000000001e-05,2.3356352822786362e-05,0
1.4080000000000001e-05,2.3408383536744068e-05,0
1.412e-05,2.3460414250701774e-05,0
1.416e-05,2.351244496465948e-05,0
1.42e-05,2.3564475678617189e-05,0
1.4240000000000001e-05,2.3616506392574895e-05,0
1.428e-05,2.3668537106532604e-05,0
1.432e-05,2.372056782049031e-05,0
1.436e-05,2.3772598534448016e-05,0
1.4400000000000001e-05,2.3824629248405725e-05,0
1.4440000000000001e-05,2.3876659962363431e-05,0
1.448e-05,2.3928690676321137e-05,0
1.452e-05,2.3980721390278843e-05,0
1.456e-05,2.4032752104236549e-05,0
1.4600000000000001e-05,2.4084782818194258e-05,0
1.464e-05,2.4136813532151964e-05,0
1.468e-05,2.4188844246109673e-05,0
1.472e-05,2.4240874960067379e-05,0
1.4760000000000001e-05,2.4292905674025088e-05,0
1.4800000000000001e-05,2.4344936387982794e-05,0
1.484e-05,2.43969671019405e-05,0
1.488e-05,2.4448997815898206e-05,0
1.4920000000000001e-05,2.4501028529855915e-05,0
1.4960000000000001e-05,2.4553059243813621e-05,0
1.5e-05,2.4605089957771327e-05,0
1.504e-05,2.4657120671729033e-05,0
1.508e-05,2.4709151385686742e-05,0
1.5120000000000001e-05,2.4761182099644448e-05,0
1.5160000000000001e-05,2.4813212813602157e-05,0
1.52e-05,2.4865243527559863e-05,0
1.524e-05,2.4917274241517569e-05,0
1.5279999999999999e-05,2.4969304955475275e-05,0
1.5319999999999999e-05,2.5021335669432981e-05,0
1.5360000000000002e-05,2.5073366383390693e-05,0
1.5400000000000002e-05,2.5125397097348399e-05,0
1.5440000000000001e-05,2.5177427811306105e-05,0
1.5480000000000001e-05,2.5229458525263811e-05,0
1.552e-05,2.5281489239221517e-05,0
1.556e-05,2.5333519953179226e-05,0
1.56e-05,2.5385550667136932e-05,0
1.5639999999999999e-05,2.5437581381094638e-05,0
1.5679999999999999e-05,2.5489612095052343e-05,0
1.5720000000000002e-05,2.5541642809010056e-05,0
1.5760000000000002e-05,2.5579074187731411e-05,0
1.5800000000000001e-05,2.561250702240714e-05,0
1.5840000000000001e-05,2.5645939857082869e-05,0
1.588e-05,2.5679372691758601e-05,0
1.592e-05,2.571280552643433e-05,0
1.596e-05,2.5746238361110059e-05,0
1.5999999999999999e-05,2.5779671195785788e-05,0
1.6039999999999999e-05,2.5813104030461517e-05,0
1.6080000000000002e-05,2.5846536865137249e-05,0
1.6120000000000002e-05,2.5879969699812978e-05,0
1.6160000000000001e-05,2.5913402534488707e-05,0
1.6200000000000001e-05,2.5946835369164436e-05,0
1.624e-05,2.5980268203840164e-05,0
1.628e-05,2.6013701038515897e-05,0
1.632e-05,2.6047133873191626e-05,0
1.6359999999999999e-05,2.6080566707867354e-05,0
1.6399999999999999e-05,2.6113999542543083e-05,0
1.6440000000000002e-05,2.6147432377218815e-05,0
1.6480000000000001e-05,2.6180865211894544e-05,0
1.6520000000000001e-05,2.6214298046570273e-05,0
1.6560000000000001e-05,2.6247730881246002e-05,0
1.66e-05,2.6281163715921734e-05,0
1.664e-05,2.6314596550597463e-05,0
1.668e-05,2.6348029385273192e-05,0
1.6719999999999999e-05,2.6381462219948921e-05,0
1.6759999999999999e-05,2.641489505462465e-05,0
1.6800000000000002e-05,2.6448327889300382e-05,0
1.6840000000000001e-05,2.6481760723976111e-05,0
1.6880000000000001e-05,2.651519355865184e-05,0
1.6920000000000001e-05,2.6548626393327572e-05,0
1.696e-05,2.6582059228003297e-05,0
1.7e-05,2.661549206267903e-05,0
1.7039999999999999e-05,2.6648924897354759e-05,0
1.7079999999999999e-05,2.6682357732030487e-05,0
1.7119999999999999e-05,2.6715790566706216e-05,0
1.7160000000000002e-05,2.6749223401381948e-05,0
1.7200000000000001e-05,2.6782656236057677e-05,0
1.7240000000000001e-05,2.6816089070733406e-05,0
1.7280000000000001e-05,2.6849521905409135e-05,0
1.732e-05,2.6882954740084867e-05,0
1.736e-05,2.6916387574760596e-05,0
1.7399999999999999e-05,2.6949820409436325e-05,0
1.7439999999999999e-05,2.6983253244112054e-05,0
1.7480000000000002e-05,2.7016686078787786e-05,0
1.7520000000000002e-05,2.7050118913463515e-05,0
1.7560000000000001e-05,2.7083551748139244e-05,0
1.7600000000000001e-05,2.7116984582814973e-05,0
1.7640000000000001e-05,2.7150417417490705e-05,0
1.768e-05,2.7183850252166434e-05,0
1.772e-05,2.7217283086842163e-05,0
1.7759999999999999e-05,2.7250715921517891e-05,0
1.7799999999999999e-05,2.728414875619362e-05,0
1.7840000000000002e-05,2.7317581590869353e-05,0
1.7880000000000002e-05,2.7351014425545081e-05,0
1.7920000000000001e-05,2.738444726022081e-05,0
1.7960000000000001e-05,2.7417880094896539e-05,0
1.8e-05,2.7451312929572268e-05,0
1.804e-05,2.7484745764248e-05,0
1.808e-05,2.7518178598923729e-05,0
1.8119999999999999e-05,2.7551611433599458e-05,0
1.8159999999999999e-05,2.7585044268275187e-05,0
1.8200000000000002e-05,2.7618477102950919e-05,0
1.8240000000000002e-05,2.7651909937626648e-05,0
1.8280000000000001e-05,2.7685342772302377e-05,0
1.8320000000000001e-05,2.7718775606978106e-05,0
1.836e-05,2.7752208441653838e-05,0
1.84e-05,2.7785641276329567e-05,0
1.844e-05,2.7819074111005296e-05,0
1.8479999999999999e-05,2.7852506945681024e-05,0
1.8519999999999999e-05,2.7885939780356753e-05,0
1.8560000000000002e-05,2.7919372615032486e-05,0
1.8600000000000001e-05,2.7952805449708214e-05,0
1.8640000000000001e-05,2.7986238284383943e-05,0
1.8680000000000001e-05,2.8019671119059672e-05,0
1.872e-05,2.8053103953735404e-05,0
1.876e-05,2.8086536788411133e-05,0
1.88e-05,2.8119969623086862e-05,0
1.8839999999999999e-05,2.8153402457762591e-05,0
1.8879999999999999e-05,2.818683529243832e-05,0
1.8920000000000002e-05,2.8220268127114052e-05,0
1.8960000000000001e-05,2.8253700961789781e-05,0
1.9000000000000001e-05,2.828713379646551e-05,0
1.9040000000000001e-05,2.8320566631141239e-05,0
1.908e-05,2.8353999465816971e-05,0
1.912e-05,2.83874323004927e-05,0
1.916e-05,2.8420865135168429e-05,0
1.9199999999999999e-05,2.8454297969844157e-05,0
1.9239999999999999e-05,2.8487730804519886e-05,0
1.9280000000000002e-05,2.8521163639195619e-05,0
1.9320000000000001e-05,2.8554596473871347e-05,0
1.9360000000000001e-05,2.8588029308547076e-05,0
1.9400000000000001e-05,2.8621462143222809e-05,0
1.944e-05,2.8654894977898537e-05,0
1.948e-05,2.8688327812574266e-05,0
1.9519999999999999e-05,2.8721760647249995e-05,0
1.9559999999999999e-05,2.8755193481925724e-05,0
1.9600000000000002e-05,2.8788626316601456e-05,0
1.9640000000000002e-05,2.8822059151277185e-05,0
1.9680000000000001e-05,2.8855491985952914e-05,0
1.9720000000000001e-05,2.8888924820628643e-05,0
1.9760000000000001e-05,2.8922357655304375e-05,0
1.98e-05,2.8955790489980104e-05,0
1.984e-05,2.8989223324655833e-05,0
1.9879999999999999e-05,2.9022656159331562e-05,0
1.9919999999999999e-05,2.905608899400729e-05,0
1.9960000000000002e-05,2.9089521828683023e-05,0
2.0000000000000002e-05,2.9122954663358752e-05,0
2.0000000000000002e-05,2.9122954663358752e-05,0
2.0039728150702974e-05,2.9125544227359941e-05,1.5000000000011018
2.0039728150702974e-05,2.9125544227359941e-05,1.5000000000011018
2.0040000000000001e-05,2.9138020164827193e-05,1.5101588814755678
2.0075763797142443e-05,0.0060000000126016811,2.8180476095750153
2.0075763797142443e-05,0.0060000000126016811,2.8180476095750153
2.0080000000000001e-05,0.01441845496318927,2.9616067968976232
2.012e-05,0.33072184721120484,3.5997078140544634
2.016e-05,0.72424782068643423,3.821631254879772
2.02e-05,1.0751820695983332,3.9548350495037474
2.0239999999999999e-05,1.3745774752914148,4.0508013136194707
2.0279999999999999e-05,1.6263982241177179,4.1262205561249798
2.0320000000000002e-05,1.8368768371798376,4.1885707587679084
2.0360000000000002e-05,2.0122405065251812,4.2418481654988618
2.0400000000000001e-05,2.1581035460695741,4.2884426143383383
2.0440000000000001e-05,2.2793314120215817,4.3299014144012284
2.048e-05,2.3800634233120701,4.3672813695585448
2.052e-05,2.4637833192145226,4.4013382488824
2.056e-05,2.5334046299212298,4.4326318496431663
2.0599999999999999e-05,2.5913540994778863,4.4615880530178265
2.0639999999999999e-05,2.6396471978997074,4.4885384958145433
2.0680000000000002e-05,2.6799557711258539,4.5137489605234089
2.0720000000000002e-05,2.7136636130438889,4.5374330060216694
2.0760000000000001e-05,2.74191516943791,4.5597656145116838
2.0800000000000001e-05,2.7656561477536599,4.5808921041201254
2.084e-05,2.7856677675375776,4.6009348992482781
2.088e-05,2.802595119662489,4.619997951274458
2.092e-05,2.8169706584429952,4.6381701592343871
2.0959999999999999e-05,2.8292337923808688,4.6555282616805149
2.0999999999999999e-05,2.8397471293047438,4.672139069115727
2.1040000000000002e-05,2.848809920169753,4.6880611202183342
2.1080000000000001e-05,2.8566691434477511,4.7033459881733126
2.1120000000000001e-05,2.8635286129503061,4.7180393646983827
2.1160000000000001e-05,2.8695565679945312,4.7321819724696708
2.12e-05,2.8748919151283685,4.7458102848984938
2.124e-05,2.8796493683215125,4.7589571085865634
2.128e-05,2.883923687525185,4.7716520764897101
2.1319999999999999e-05,2.887793177135527,4.7839220658230976
2.1359999999999999e-05,2.8913225875560129,4.7957915484749725
2.1400000000000002e-05,2.8945654515231451,4.8072828786277437
2.1440000000000001e-05,2.8975658946214886,4.8184165242096988
2.1480000000000001e-05,2.9003605101423102,4.829211308650903
2.1520000000000001e-05,2.9029801320388793,4.8396846458677985
2.156e-05,2.9054498627720706,4.8498525808088324
2.16e-05,2.9077908068120908,4.8597300190706001
2.1639999999999999e-05,2.9100202168111844,4.8693307814051625
2.1679999999999999e-05,2.9121528652873598,4.8786677909037248
2.1720000000000002e-05,2.9142004557205743,4.8877530371114855
2.1760000000000002e-05,2.916173139349358,4.8965977834131795
2.1800000000000001e-05,2.9180791506989134,4.9052125507197344
2.1840000000000001e-05,2.9199254636745771,4.9136072269667928
2.1880000000000001e-05,2.9217180129432578,4.9217911202779003
2.192e-05,2.9234615976261606,4.9297729746040613
2.196e-05,2.9251604931248547,4.9375610708066056
2.1999999999999999e-05,2.9268180729427904,4.9451632005703869
2.2039999999999999e-05,2.9284373284619414,4.9525867573241067
2.2080000000000002e-05,2.9300206896020011,4.9598387281894603
2.2120000000000002e-05,2.931570255979929,4.9669257462840903
2.2160000000000001e-05,2.933087817683977,4.973854110362562
2.2200000000000001e-05,2.9345748702226251,4.980629801081375
2.2240000000000001e-05,2.9360327497578895,4.9872585206779538
