"time","Q1.vbc","Q1.vbe","Q2.vbc","Q2.vbe","VCC.T0","VCC.counter","VCC.counter2","VEE.T0","VEE.counter","VEE.counter2"
0,0,0,0,0,0,-1,-1,0,-1,-1
2.0000000000000001e-09,-0.00016249649639290384,0.51346648751924273,-0.00016249650648371013,0.51346648631028524,0,-1,-1,0,-1,-1
0.00050000000000000001,-6.3705681488125441,0.51808937533621691,-6.3801901277725825,0.51803756513537946,0,-1,-1,0,-1,-1
0.001,-6.3611745715419517,0.51813662384870485,-6.3893509761698484,0.51799062578122423,0,-1,-1,0,-1,-1
0.0015,-6.3505629588589692,0.51818955758027052,-6.3997302600526194,0.51793781524017601,0,-1,-1,0,-1,-1
0.002,-6.3396229037634306,0.51824395051200189,-6.4104382182997997,0.51788335042652811,0,-1,-1,0,-1,-1
0.0025000000000000001,-6.3285941589418684,0.51829866529548863,-6.4212351606216602,0.51782836948727462,0,-1,-1,0,-1,-1
0.0030000000000000001,-6.317554228404151,0.51835333513542003,-6.4320436680215458,0.51777324145657833,0,-1,-1,0,-1,-1
0.0035000000000000001,-6.3065211909577128,0.5184078746349462,-6.442845723708424,0.51771805299947893,0,-1,-1,0,-1,-1
0.0040000000000000001,-6.2955013880076356,0.51846225390301282,-6.4536350223933887,0.51766283503873711,0,-1,-1,0,-1,-1
0.0045000000000000005,-6.2845008891876519,0.51851644460350643,-6.464405563135208,0.51760761732947669,0,-1,-1,0,-1,-1
0.0050000000000000001,-6.2735241850725014,0.51857042589860491,-6.4751529109379247,0.5175524222103155,0,-1,-1,0,-1,-1
0.0054999999999999997,-6.262573477910589,0.51862418782511588,-6.4858749173803121,0.51749726120065154,0,-1,-1,0,-1,-1
0.0060000000000000001,-6.2516515204440797,0.51867771788760819,-6.496568885357517,0.51744214851288151,0,-1,-1,0,-1,-1
0.0065000000000000006,-6.2407606709727137,0.51873100549347861,-6.5072325115528358,0.51738709652903758,0,-1,-1,0,-1,-1
