"Time","vC","iLL","iL","vCC"
0.0228,12.900904,0.012336728,0.0019634513,0.012336728
0.023,12.877161,0.012359475,0.0019670713,0.012359475
0.0232,12.853462,0.012382262,0.0019706984,0.012382262
0.023399999,12.829807,0.012405092,0.0019743317,0.012405092
0.023600001,12.806195,0.012427964,0.001977972,0.012427964
0.023800001,12.782627,0.012450879,0.0019816188,0.012450879
0.024,12.759103,0.012473835,0.0019852726,0.012473835
0.0242,12.735621,0.012496834,0.001988933,0.012496834
0.0244,12.712183,0.012519876,0.0019926,0.012519876
0.024599999,12.688787,0.012542959,0.0019962739,0.012542959
0.024800001,12.665436,0.012566085,0.0019999545,0.012566085
0.025,12.642126,0.012589254,0.002003642,0.012589254
0.0252,12.61886,0.012612466,0.0020073364,0.012612466
0.0254,12.595637,0.01263572,0.0020110374,0.01263572
0.025599999,12.572456,0.012659018,0.0020147453,0.012659018
0.025800001,12.549318,0.012682358,0.0020184598,0.012682358
0.026000001,12.526223,0.012705741,0.0020221814,0.012705741
0.0262,12.50317,0.012729167,0.00202591,0.012729167
0.0264,12.48016,0.012752637,0.0020296453,0.012752637
0.0266,12.457191,0.01277615,0.0020333873,0.01277615
0.026799999,12.434265,0.012799706,0.0020371366,0.012799706
0.027000001,12.411382,0.012823306,0.0020408926,0.012823306
0.0272,12.38854,0.012846949,0.0020446554,0.012846949
0.0274,12.365741,0.012870636,0.0020484254,0.012870636
0.0276,12.342983,0.012894366,0.0020522021,0.012894366
0.027799999,12.320268,0.012918141,0.0020559859,0.012918141
0.028000001,12.297593,0.012941958,0.0020597766,0.012941958
0.028200001,12.274961,0.012965821,0.0020635745,0.012965821
0.0284,12.252371,0.012989726,0.0020673792,0.012989726
0.0286,12.229822,0.013013677,0.0020711909,0.013013677
0.0288,12.207314,0.01303767,0.0020750097,0.01303767
0.028999999,12.184849,0.013061709,0.0020788356,0.013061709
0.029200001,12.162424,0.013085792,0.0020826685,0.013085792
0.0294,12.14004,0.013109919,0.0020865083,0.013109919
0.0296,12.117699,0.01313409,0.0020903554,0.01313409
0.0298,12.095397,0.013158306,0.0020942094,0.013158306
0.029999999,12.073137,0.013182567,0.0020980707,0.013182567
0.030200001,12.050918,0.013206873,0.0021019392,0.013206873
0.030400001,12.02874,0.013231223,0.0021058146,0.013231223
0.0306,12.006602,0.013255619,0.0021096973,0.013255619
0.0308,11.984506,0.013280059,0.002113587,0.013280059
0.030999999,11.96245,0.013304545,0.0021174839,0.013304545
0.031199999,11.940434,0.013329075,0.0021213882,0.013329075
0.031399999,11.91846,0.01335365,0.0021252995,0.01335365
0.031599998,11.896525,0.013378271,0.0021292181,0.013378271
0.031800002,11.874631,0.013402938,0.0021331438,0.013402938
0.032000002,11.852777,0.01342765,0.0021370768,0.01342765
0.032200001,11.830964,0.013452407,0.002141017,0.013452407
0.032400001,11.809191,0.01347721,0.0021449646,0.01347721
0.032600001,11.787457,0.013502059,0.0021489195,0.013502059
0.0328,11.765764,0.013526954,0.0021528816,0.013526954
0.033,11.74411,0.013551895,0.0021568509,0.013551895
0.033199999,11.722497,0.013576881,0.0021608276,0.013576881
0.033399999,11.700923,0.013601913,0.0021648118,0.013601913
0.033599999,11.679389,0.013626992,0.0021688032,0.013626992
0.033799998,11.657895,0.013652117,0.0021728019,0.013652117
0.034000002,11.63644,0.013677288,0.002176808,0.013677288
0.034200002,11.615025,0.013702506,0.0021808215,0.013702506
0.034400001,11.593649,0.01372777,0.0021848425,0.01372777
0.034600001,11.572312,0.013753081,0.0021888709,0.013753081
0.0348,11.551015,0.013778439,0.0021929066,0.013778439
0.035,11.529757,0.013803842,0.0021969499,0.013803842
0.0352,11.508537,0.013829294,0.0022010005,0.013829294
0.035399999,11.487357,0.013854791,0.0022050585,0.013854791
0.035599999,11.466216,0.013880337,0.0022091242,0.013880337
0.035799999,11.445114,0.013905928,0.0022131973,0.013905928
0.035999998,11.424051,0.013931568,0.0022172779,0.013931568
0.036200002,11.403027,0.013957255,0.0022213662,0.013957255
0.036400001,11.382041,0.013982989,0.0022254616,0.013982989
0.036600001,11.361094,0.01400877,0.0022295651,0.01400877
0.036800001,11.340185,0.014034599,0.0022336757,0.014034599
0.037,11.319315,0.014060475,0.0022377942,0.014060475
0.0372,11.298483,0.014086399,0.0022419202,0.014086399
0.0374,11.277689,0.014112371,0.0022460537,0.014112371
0.037599999,11.256934,0.014138391,0.0022501948,0.014138391
0.037799999,11.236217,0.014164459,0.0022543438,0.014164459
0.037999999,11.215539,0.014190575,0.0022585001,0.014190575
0.038199998,11.194898,0.01421674,0.0022626643,0.01421674
0.038400002,11.174295,0.014242952,0.0022668361,0.014242952
0.038600001,11.15373,0.014269212,0.0022710157,0.014269212
0.038800001,11.133204,0.014295521,0.0022752029,0.014295521
0.039000001,11.112714,0.014321879,0.0022793978,0.014321879
0.0392,11.092262,0.014348285,0.0022836006,0.014348285
0.0394,11.071849,0.01437474,0.0022878109,0.01437474
0.0396,11.051472,0.014401244,0.0022920291,0.014401244
0.039799999,11.031134,0.014427796,0.0022962552,0.014427796
0.039999999,11.010832,0.014454397,0.0023004888,0.014454397
0.040199999,10.990568,0.014481048,0.0023047305,0.014481048
0.040399998,10.970341,0.014507748,0.0023089799,0.014507748
0.040600002,10.950151,0.014534497,0.0023132369,0.014534497
0.040800001,10.929999,0.014561295,0.0023175022,0.014561295
0.041000001,10.909883,0.014588143,0.0023217751,0.014588143
0.041200001,10.889806,0.014615039,0.0023260559,0.014615039
0.0414,10.869764,0.014641986,0.0023303444,0.014641986
0.0416,10.84976,0.014668982,0.0023346411,0.014668982
0.0418,10.829792,0.014696029,0.0023389456,0.014696029
0.041999999,10.809861,0.014723125,0.0023432581,0.014723125
0.042199999,10.789968,0.014750271,0.0023475785,0.014750271
0.042399999,10.77011,0.014777467,0.0023519068,0.014777467
0.042599998,10.750289,0.014804713,0.0023562433,0.014804713
0.042800002,10.730504,0.01483201,0.0023605877,0.01483201
0.043000001,10.710756,0.014859356,0.00236494,0.014859356
0.043200001,10.691045,0.014886754,0.0023693005,0.014886754
0.043400001,10.671369,0.014914202,0.0023736688,0.014914202
0.0436,10.65173,0.0149417,0.0023780453,0.0149417
0.0438,10.632127,0.014969248,0.00238243,0.014969248
0.044,10.612559,0.014996848,0.0023868226,0.014996848
0.044199999,10.593028,0.015024499,0.0023912233,0.015024499
0.044399999,10.573533,0.0150522,0.0023956322,0.0150522
0.044599999,10.554074,0.015079954,0.0024000492,0.015079954
0.044799998,10.534651,0.015107757,0.0024044742,0.015107757
0.045000002,10.515263,0.015135612,0.0024089075,0.015135612
0.045200001,10.495911,0.015163519,0.002413349,0.015163519
0.045400001,10.476594,0.015191477,0.0024177986,0.015191477
0.045600001,10.457314,0.015219486,0.0024222564,0.015219486
0.0458,10.438068,0.015247548,0.0024267226,0.015247548
0.046,10.418859,0.015275661,0.0024311969,0.015275661
0.0462,10.399684,0.015303825,0.0024356795,0.015303825
0.046399999,10.380545,0.015332042,0.0024401704,0.015332042
0.046599999,10.361441,0.015360311,0.0024446694,0.015360311
0.046799999,10.342371,0.015388631,0.0024491767,0.015388631
0.046999998,10.323338,0.015417005,0.0024536925,0.015417005
0.047200002,10.304338,0.01544543,0.0024582166,0.01544543
0.047400001,10.285375,0.015473908,0.0024627489,0.015473908
0.047600001,10.266446,0.015502438,0.0024672896,0.015502438
0.047800001,10.247552,0.015531021,0.0024718386,0.015531021
0.048,10.228693,0.015559657,0.0024763963,0.015559657
0.0482,10.209868,0.015588345,0.0024809621,0.015588345
0.0484,10.191078,0.015617086,0.0024855365,0.015617086
0.048599999,10.172323,0.01564588,0.0024901191,0.01564588
0.048799999,10.153602,0.015674727,0.0024947103,0.015674727
0.048999999,10.134915,0.015703628,0.0024993101,0.015703628
0.049199998,10.116263,0.015732583,0.0025039183,0.015732583
0.049400002,10.097646,0.01576159,0.0025085348,0.01576159
0.049600001,10.079062,0.015790651,0.00251316,0.015790651
0.049800001,10.060513,0.015819764,0.0025177936,0.015819764
0.050000001,10.041998,0.015848933,0.002522436,0.015848933
0.0502,10.023517,0.015878154,0.0025270865,0.015878154
0.0504,10.00507,0.015907429,0.0025317459,0.015907429
0.0506,9.9866571,0.015936758,0.002536414,0.015936758
0.050799999,9.9682779,0.015966142,0.0025410906,0.015966142
0.050999999,9.9499321,0.015995581,0.0025457756,0.015995581
0.051199999,9.9316206,0.016025072,0.0025504695,0.016025072
0.051399998,9.9133434,0.016054619,0.002555172,0.016054619
0.051600002,9.8950987,0.01608422,0.0025598831,0.01608422
0.051800001,9.8768883,0.016113875,0.002564603,0.016113875
0.052000001,9.8587112,0.016143586,0.0025693316,0.016143586
0.052200001,9.8405676,0.01617335,0.0025740687,0.01617335
0.0524,9.8224573,0.016203171,0.0025788147,0.016203171
0.0526,9.8043795,0.016233046,0.0025835694,0.016233046
0.0528,9.7863359,0.016262975,0.0025883329,0.016262975
0.052999999,9.7683258,0.016292959,0.0025931052,0.016292959
0.053199999,9.7503481,0.016323,0.0025978861,0.016323
0.053399999,9.7324038,0.016353097,0.0026026762,0.016353097
0.053599998,9.7144928,0.016383247,0.0026074748,0.016383247
0.053800002,9.6966143,0.016413454,0.0026122825,0.016413454
0.054000001,9.6787691,0.016443716,0.0026170989,0.016443716
0.054200001,9.6609564,0.016474036,0.0026219243,0.016474036
0.054400001,9.643177,0.016504411,0.0026267583,0.016504411
0.0546,9.6254301,0.016534841,0.0026316016,0.016534841
0.0548,9.6077156,0.016565327,0.0026364536,0.016565327
0.055,9.5900335,0.016595868,0.0026413146,0.016595868
0.055199999,9.5723848,0.016626468,0.0026461845,0.016626468
0.055399999,9.5547676,0.016657123,0.0026510635,0.016657123
0.055599999,9.5371838,0.016687835,0.0026559515,0.016687835
0.055799998,9.5196314,0.016718604,0.0026608484,0.016718604
0.056000002,9.5021114,0.016749429,0.0026657544,0.016749429
0.056200001,9.4846239,0.016780311,0.0026706695,0.016780311
0.056400001,9.4671688,0.01681125,0.0026755936,0.01681125
0.056600001,9.4497461,0.016842246,0.0026805266,0.016842246
0.0568,9.4323549,0.016873298,0.0026854689,0.016873298
0.057,9.4149961,0.01690441,0.0026904203,0.01690441
0.0572,9.3976688,0.016935578,0.0026953807,0.016935578
0.057399999,9.380374,0.016966803,0.0027003505,0.016966803
0.057599999,9.3631105,0.016998084,0.0027053293,0.016998084
0.057799999,9.3458786,0.017029425,0.0027103173,0.017029425
0.057999998,9.3286791,0.017060824,0.0027153145,0.017060824
0.058200002,9.3115101,0.01709228,0.0027203208,0.01709228
0.058400001,9.2943735,0.017123794,0.0027253365,0.017123794
0.058600001,9.2772684,0.017155366,0.0027303614,0.017155366
0.058800001,9.2601948,0.017186997,0.0027353955,0.017186997
0.059,9.2431526,0.017218687,0.002740439,0.017218687
0.0592,9.2261419,0.017250434,0.0027454917,0.017250434
0.0594,9.2091627,0.017282238,0.0027505537,0.017282238
0.059599999,9.192214,0.017314103,0.0027556252,0.017314103
0.059799999,9.1752968,0.017346026,0.0027607058,0.017346026
0.059999999,9.158411,0.017378008,0.0027657959,0.017378008
0.060199998,9.1415558,0.017410049,0.0027708954,0.017410049
0.060400002,9.124732,0.01744215,0.0027760044,0.01744215
0.060600001,9.1079397,0.017474309,0.0027811227,0.017474309
0.060800001,9.091177,0.017506527,0.0027862503,0.017506527
0.061000001,9.0744467,0.017538805,0.0027913875,0.017538805
0.0612,9.0577459,0.017571142,0.0027965342,0.017571142
0.0614,9.0410767,0.017603539,0.0028016903,0.017603539
0.0616,9.024437,0.017635996,0.0028068561,0.017635996
0.061799999,9.0078287,0.017668514,0.0028120312,0.017668514
0.061999999,8.991251,0.017701089,0.0028172159,0.017701089
0.062199999,8.9747038,0.017733727,0.0028224101,0.017733727
0.062399998,8.9581871,0.017766424,0.0028276141,0.017766424
0.062600002,8.9417009,0.01779918,0.0028328276,0.01779918
0.062799998,8.9252443,0.017831998,0.0028380505,0.017831998
0.063000001,8.9088192,0.017864875,0.0028432833,0.017864875
0.063199997,8.8924236,0.017897815,0.0028485255,0.017897815
0.0634,8.8760576,0.017930813,0.0028537777,0.017930813
0.063600004,8.8597231,0.017963873,0.0028590392,0.017963873
0.0638,8.8434172,0.017996995,0.0028643108,0.017996995
0.064000003,8.8271427,0.018030178,0.0028695918,0.018030178
0.064199999,8.8108969,0.01806342,0.0028748827,0.01806342
0.064400002,8.7946815,0.018096726,0.0028801833,0.018096726
0.064599998,8.7784967,0.018130092,0.0028854937,0.018130092
0.064800002,8.7623405,0.018163519,0.0028908139,0.018163519
0.064999998,8.7462149,0.018197009,0.0028961438,0.018197009
0.065200001,8.7301188,0.018230559,0.0029014838,0.018230559
0.065399997,8.7140512,0.018264173,0.0029068333,0.018264173
0.0656,8.6980143,0.018297847,0.0029121928,0.018297847
0.065800004,8.6820068,0.018331584,0.0029175621,0.018331584
0.066,8.666029,0.018365383,0.0029229415,0.018365383
0.066200003,8.6500797,0.018399244,0.0029283308,0.018399244
0.066399999,8.634161,0.018433169,0.0029337299,0.018433169
0.066600002,8.6182709,0.018467154,0.002939139,0.018467154
0.066799998,8.6024103,0.018501204,0.0029445582,0.018501204
0.067000002,8.5865784,0.018535316,0.0029499873,0.018535316
0.067199998,8.570776,0.018569492,0.0029554262,0.018569492
0.067400001,8.5550022,0.018603729,0.0029608754,0.018603729
0.067599997,8.539258,0.01863803,0.0029663346,0.01863803
0.0678,8.5235424,0.018672394,0.0029718038,0.018672394
0.068000004,8.5078564,0.018706821,0.0029772832,0.018706821
0.0682,8.492198,0.018741312,0.0029827724,0.018741312
0.068400003,8.4765692,0.018775867,0.0029882721,0.018775867
0.068599999,8.4609699,0.018810485,0.0029937818,0.018810485
0.068800002,8.4453983,0.018845167,0.0029993015,0.018845167
0.068999998,8.4298553,0.018879913,0.0030048315,0.018879913
0.069200002,8.4143419,0.018914724,0.0030103717,0.018914724
0.069399998,8.3988562,0.018949598,0.0030159221,0.018949598
0.069600001,8.383399,0.018984536,0.0030214828,0.018984536
0.069799997,8.3679705,0.01901954,0.0030270538,0.01901954
0.07,8.3525705,0.019054607,0.003032635,0.019054607
0.070200004,8.3371983,0.01908974,0.0030382264,0.01908974
0.0704,8.3218546,0.019124936,0.0030438281,0.019124936
0.070600003,8.3065395,0.019160198,0.0030494402,0.019160198
0.070799999,8.2912521,0.019195525,0.0030550626,0.019195525
0.071000002,8.2759933,0.019230917,0.0030606955,0.019230917
0.071199998,8.2607622,0.019266374,0.0030663388,0.019266374
0.071400002,8.2455597,0.019301897,0.0030719924,0.019301897
0.071599998,8.2303848,0.019337485,0.0030776565,0.019337485
0.071800001,8.2152376,0.019373139,0.0030833308,0.019373139
0.071999997,8.200119,0.019408859,0.0030890158,0.019408859
0.0722,8.1850271,0.019444644,0.0030947113,0.019444644
0.072400004,8.1699638,0.019480495,0.0031004171,0.019480495
0.0726,8.1549282,0.019516412,0.0031061335,0.019516412
0.072800003,8.1399202,0.019552397,0.0031118605,0.019552397
0.072999999,8.124939,0.019588446,0.0031175981,0.019588446
0.073200002,8.1099863,0.019624563,0.0031233463,0.019624563
0.073399998,8.0950613,0.019660747,0.0031291049,0.019660747
0.073600002,8.080163,0.019696996,0.0031348744,0.019696996
0.073799998,8.0652924,0.019733313,0.0031406542,0.019733313
0.074000001,8.0504494,0.019769697,0.0031464449,0.019769697
0.074199997,8.035634,0.019806147,0.0031522461,0.019806147
0.0744,8.0208454,0.019842666,0.0031580583,0.019842666
0.074600004,8.0060835,0.01987925,0.0031638809,0.01987925
0.0748,7.9913497,0.019915903,0.0031697145,0.019915903
0.075000003,7.9766426,0.019952623,0.0031755585,0.019952623
0.075199999,7.9619627,0.01998941,0.0031814135,0.01998941
0.075400002,7.9473095,0.020026267,0.0031872794,0.020026267
0.075599998,7.9326835,0.02006319,0.0031931559,0.02006319
0.075800002,7.9180846,0.020100182,0.0031990435,0.020100182
0.075999998,7.9035125,0.020137243,0.0032049417,0.020137243
0.076200001,7.888967,0.020174371,0.0032108508,0.020174371
0.076399997,7.8744483,0.020211568,0.0032167709,0.020211568
0.0766,7.8599563,0.020248832,0.0032227018,0.020248832
0.076800004,7.8454909,0.020286167,0.0032286437,0.020286167
0.077,7.8310523,0.020323571,0.0032345967,0.020323571
0.077200003,7.8166404,0.020361042,0.0032405604,0.020361042
0.077399999,7.8022547,0.020398583,0.0032465353,0.020398583
0.077600002,7.7878957,0.020436194,0.0032525212,0.020436194
0.077799998,7.7735634,0.020473873,0.0032585179,0.020473873
0.078000002,7.7592568,0.020511622,0.0032645259,0.020511622
0.078199998,7.744977,0.020549441,0.003270545,0.020549441
0.078400001,7.7307234,0.020587329,0.0032765751,0.020587329
0.078599997,7.716496,0.020625288,0.0032826164,0.020625288
0.0788,7.7022948,0.020663315,0.0032886688,0.020663315
0.079000004,7.6881194,0.020701414,0.0032947322,0.020701414
0.0792,7.6739707,0.020739581,0.003300807,0.020739581
0.079400003,7.6598477,0.020777822,0.0033068929,0.020777822
0.079599999,7.6457505,0.020816131,0.0033129901,0.020816131
0.079800002,7.6316795,0.02085451,0.0033190984,0.02085451
0.079999998,7.6176343,0.020892961,0.0033252181,0.020892961
0.080200002,7.6036153,0.020931482,0.003331349,0.020931482
0.080399998,7.5896215,0.020970076,0.0033374913,0.020970076
0.080600001,7.575654,0.021008739,0.0033436448,0.021008739
0.080799997,7.5617118,0.021047475,0.0033498097,0.021047475
0.081,7.5477958,0.021086281,0.003355986,0.021086281
0.081200004,7.533905,0.02112516,0.0033621737,0.02112516
0.0814,7.5200396,0.02116411,0.0033683726,0.02116411
0.081600003,7.5061998,0.02120313,0.0033745831,0.02120313
0.081799999,7.4923859,0.021242226,0.003380805,0.021242226
0.082000002,7.4785972,0.021281391,0.0033870386,0.021281391
0.082199998,7.4648337,0.021320628,0.0033932833,0.021320628
0.082400002,7.4510956,0.021359939,0.0033995397,0.021359939
0.082599998,7.4373827,0.021399321,0.0034058078,0.021399321
0.082800001,7.4236951,0.021438777,0.0034120872,0.021438777
0.082999997,7.4100327,0.021478305,0.0034183783,0.021478305
0.0832,7.3963957,0.021517906,0.003424681,0.021517906
0.083400004,7.3827834,0.021557579,0.0034309954,0.021557579
0.0836,7.3691964,0.021597328,0.0034373214,0.021597328
0.083800003,7.3556342,0.021637147,0.0034436591,0.021637147
0.083999999,7.3420973,0.021677041,0.0034500083,0.021677041
0.084200002,7.3285851,0.021717008,0.0034563693,0.021717008
0.084399998,7.3150978,0.021757049,0.0034627421,0.021757049
0.084600002,7.3016353,0.021797165,0.0034691265,0.021797165
0.084799998,7.2881975,0.021837354,0.0034755226,0.021837354
0.085000001,7.2747846,0.021877617,0.0034819308,0.021877617
0.085199997,7.2613959,0.021917954,0.0034883507,0.021917954
0.0854,7.2480326,0.021958364,0.0034947824,0.021958364
0.085600004,7.2346935,0.021998851,0.003501226,0.021998851
0.0858,7.2213788,0.022039412,0.0035076814,0.022039412
0.086000003,7.2080889,0.022080047,0.0035141488,0.022080047
0.086199999,7.1948233,0.022120757,0.003520628,0.022120757
0.086400002,7.181582,0.022161543,0.0035271191,0.022161543
0.086599998,7.1683655,0.022202404,0.0035336222,0.022202404
0.086800002,7.1551728,0.02224334,0.0035401375,0.02224334
0.086999997,7.1420045,0.022284351,0.0035466647,0.022284351
0.087200001,7.128861,0.022325439,0.003553204,0.022325439
0.087399997,7.1157408,0.022366602,0.0035597552,0.022366602
0.0876,7.1026454,0.022407841,0.0035663187,0.022407841
0.087800004,7.0895739,0.022449154,0.003572894,0.022449154
0.088,7.0765266,0.022490546,0.0035794815,0.022490546
0.088200003,7.0635028,0.022532014,0.0035860813,0.022532014
0.088399999,7.0505033,0.022573557,0.0035926932,0.022573557
0.088600002,7.037528,0.022615178,0.0035993173,0.022615178
0.088799998,7.0245762,0.022656875,0.0036059537,0.022656875
0.089000002,7.0116487,0.022698648,0.0036126021,0.022698648
0.089199997,6.9987445,0.0227405,0.0036192629,0.0227405
0.089400001,6.9858642,0.022782428,0.0036259359,0.022782428
0.089599997,6.9730077,0.022824433,0.0036326214,0.022824433
0.0898,6.9601746,0.022866515,0.003639319,0.022866515
0.090000004,6.9473653,0.022908676,0.0036460292,0.022908676
0.0902,6.9345794,0.022950916,0.0036527514,0.022950916
0.090400003,6.9218173,0.022993231,0.0036594863,0.022993231
0.090599999,6.9090786,0.023035625,0.0036662335,0.023035625
0.090800002,6.8963633,0.023078097,0.0036729933,0.023078097
0.090999998,6.8836713,0.023120647,0.0036797654,0.023120647
0.091200002,6.8710027,0.023163278,0.0036865501,0.023163278
0.091399997,6.8583579,0.023205984,0.0036933471,0.023205984
0.091600001,6.8457355,0.023248771,0.0037001569,0.023248771
0.091799997,6.833137,0.023291636,0.0037069791,0.023291636
0.092,6.8205614,0.023334581,0.0037138138,0.023334581
0.092200004,6.8080091,0.023377605,0.0037206612,0.023377605
0.092399999,6.7954798,0.023420706,0.0037275213,0.023420706
0.092600003,6.7829738,0.02346389,0.003734394,0.02346389
0.092799999,6.7704906,0.023507152,0.0037412792,0.023507152
