"Time","volume.medium.p","volume.medium.T","volume.medium.X[1]","volume.medium.X[2]","volume.medium.X[3]","volume.medium.X[4]","volume.medium.X[5]","volume.medium.X[6]"
0,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.000202,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.00040399999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.00060600002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.00080799998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.00101,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.001212,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0014140001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.001616,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.001818,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.00202,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0022219999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0024240001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.002626,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0028280001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.00303,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0032319999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0034340001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.003636,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0038379999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.00404,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0042420002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0044439998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.004646,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0048480001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0050499998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0052519999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0054540001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0056560002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0058579999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.00606,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0062620002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0064639999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.006666,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0068680001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0070699998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.007272,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0074740001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0076759998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0078779999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0080800001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0082820002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0084840003,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0086859995,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0088879997,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0090899998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.009292,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0094940001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0096960003,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0098980004,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.0101,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.010302,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.010504,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.010706,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.010908,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.01111,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.011312,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.011514,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.011716,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.011918,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.01212,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.012322,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.012524,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.012726,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.012928,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.01313,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.013332,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.013534,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.013736,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.013938,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.01414,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.014342,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.014544,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.014746,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.014948,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.01515,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.015352,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.015554,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.015756,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.015958,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.01616,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.016362,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.016564,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.016766001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.016968001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.017170001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.017371999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.017573999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.017775999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.017978,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.01818,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.018382,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.018584,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.018786,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.018988,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.01919,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.019392001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.019594001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.019796001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.019997999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.020199999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.020401999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.020603999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.020806,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
