"Time","volume.medium.p","volume.medium.T","volume.medium.X[1]","volume.medium.X[2]","volume.medium.X[3]","volume.medium.X[4]","volume.medium.X[5]","volume.medium.X[6]"
0.021008,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.02121,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.021412,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.021614,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.021816,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.022018,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.022220001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.022422001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.022624001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.022825999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.023027999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.023229999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.023432,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.023634,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.023836,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.024038,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.02424,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.024442,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.024644,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.024846001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.025048001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.025250001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.025451999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.025653999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.025855999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.026058,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.02626,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.026462,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.026664,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.026866,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.027068,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.02727,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.027472001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.027674001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.027876001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.028077999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.028279999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.028481999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.028684,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.028886,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.029088,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.02929,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.029492,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.029694,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.029896,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.030098001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.030300001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.030502001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.030703999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.030905999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.031107999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.03131,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.031512,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.031714,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.031916,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.032118,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.03232,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.032522,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.032724001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.032926001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.033128001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.033330001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.033532001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.033734001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.033936001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.034138002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.034340002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.034542002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.034743998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.034945998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.035147998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.035349999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.035551999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.035753999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.035955999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.036157999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.036359999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.036561999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.036764,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.036966,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.037168,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.03737,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.037572,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.037774,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.037976,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.038178001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.038380001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.038582001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.038784001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.038986001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.039188001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.039390001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.039592002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.039794002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.039995998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.040197998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.040399998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.040601999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.040803999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.041005999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.041207999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.041409999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.041611999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.041813999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.042016,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.042218,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.04242,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.042622,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.042824,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.043026,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.043228,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.043430001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.043632001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.043834001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.044036001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.044238001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.044440001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.044642001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.044844002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.045046002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.045248002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.045449998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.045651998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.045853999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.046055999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.046257999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.046459999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.046661999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.046863999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.047065999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.047268,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.04747,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.047672,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.047874,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.048076,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.048278,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.04848,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.048682,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.048884001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.049086001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.049288001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.049490001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.049692001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.049894001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.050096001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.050298002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.050500002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.050701998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.050903998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.051105998,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.051307999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.051509999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.051711999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.051913999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.052115999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.052317999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.052519999,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.052722,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.052924,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.053126,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.053328,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.05353,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.053732,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.053934,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.054136001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.054338001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.054540001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.054742001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.054944001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.055146001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.055348001,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.055550002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.055752002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
0.055954002,1101325,293.14999,0.92000002,0.048,0.0049999999,0.0020000001,0.015,0.0099999998
