"time","inductor.i","meanCurrent.x","meanVoltage.x","meanCurrent.y","meanVoltage.y","chopperStepDown.vDC1","chopperStepDown.iDC1","chopperStepDown.vDC2","chopperStepDown.iDC2"
0,0,0,0,0,0,60,0.00030000000000000008,30,0
5.0000000000000004e-06,0.00035998701263451191,5.9959883588752534e-09,5.9999684749210675e-05,0,0,60,0.00047999350631725604,12.0006493682744,-0.00035998701263451191
1.0000000000000001e-05,0.00036001992003501166,2.3967153357493787e-08,0.00011999674879387723,0,0,60,0.00048000996001750602,11.999003998249414,-0.00036001992003501166
1.5000000000000002e-05,0.00036004555554090134,5.3886882071664301e-08,0.00017998799051321734,0,0,60,0.00048002277777045083,11.997722222954925,-0.00036004555554090134
2.0000000000000002e-05,0.00036008421169716608,9.5730169876529535e-08,0.0002399704743230311,0,0,60,0.00048004210584858323,11.99578941514169,-0.00036008421169716608
2.5000000000000001e-05,0.00036013497499998371,1.4947324161505826e-07,0.00029994146818951024,0,0,60,0.00048006748749999202,11.993251250000814,-0.00036013497499998371
3.0000000000000004e-05,0.00036019761953233421,2.1509131944531711e-07,0.00035989818689330871,0,0,60,0.00048009880976616724,11.990119023383286,-0.00036019761953233421
3.5000000000000004e-05,0.0003602720934850491,2.9255804112448182e-07,0.0004198377205404583,0,0,60,0.00048013604674252466,11.986395325747539,-0.0003602720934850491
4.0000000000000003e-05,0.00036035839582666509,3.8184468064940504e-07,0.00047975696061380429,0,0,60,0.00048017919791333276,11.982080208666739,-0.00036035839582666509
4.5000000000000003e-05,0.00036045649436656406,4.8292315918469777e-07,0.0005396529251427795,0,0,60,0.00048022824718328222,11.977175281671791,-0.00036045649436656406
5.0000000000000002e-05,0.00036056636143050444,5.9576437852286267e-07,0.00059952259908154382,0,0,60,0.00048028318071525236,11.971681928474773,-0.00036056636143050444
5.5000000000000002e-05,0.00036068796239996484,7.2033835941336958e-07,0.00065936310699522165,0,0,60,0.00048034398119998269,11.965601880001753,-0.00036068796239996484
6.0000000000000008e-05,0.0003608212672420263,8.5661580805391761e-07,0.00071917148947541203,0,0,60,0.00048041063362101331,11.958936637898683,-0.0003608212672420263
6.5000000000000008e-05,0.00036096624517558296,1.0045670500851291e-06,0.00077894480699190998,0,0,60,0.00048048312258779167,11.95168774122085,-0.00036096624517558296
7.0000000000000007e-05,0.0003611228695278639,1.1641600201516276e-06,0.00083868013638198065,0,0,60,0.00048056143476393206,11.943856523606803,-0.0003611228695278639
7.5000000000000007e-05,0.00036129110895244133,1.3353653729037974e-06,0.00089837453586319633,0,0,60,0.00048064555447622088,11.935444552377932,-0.00036129110895244133
8.0000000000000007e-05,0.00036147093324187209,1.5181526370008023e-06,0.00095802507654167484,0,0,60,0.00048073546662093621,11.926453337906391,-0.00036147093324187209
8.5000000000000006e-05,0.00036166230482060756,1.7124854663870467e-06,0.0010176289834244157,0,0,60,0.00048083115241030403,11.916884758969617,-0.00036166230482060756
9.0000000000000006e-05,0.00036186519498786863,1.918334591010325e-06,0.0010771832961471786,0,0,60,0.00048093259749393459,11.906740250606566,-0.00036186519498786863
9.5000000000000005e-05,0.00036207957212760382,2.1356684012923663e-06,0.0011366851149989489,0,0,60,0.00048103978606380199,11.896021393619808,-0.00036207957212760382
0.0001,0.00036230539721111447,2.3644478518783505e-06,0.0011961316709664536,0,0,60,0.00048115269860555729,11.884730139444278,-0.00036230539721111447
0.000105,0.00036254263984857683,2.6046425632437121e-06,0.0012555200427181747,0,0,60,0.00048127131992428852,11.872868007571153,-0.00036254263984857683
0.00011,0.00036279126692052307,2.8562194177027416e-06,0.0013148473570509186,0,0,60,0.0004813956334602617,11.860436653973844,-0.00036279126692052307
