"Time","aimcM.is[1]","aimcM.is[2]","aimcM.is[3]","aimcM.is[4]","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimcM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertiaM.phi","loadInertiaM.w","aimc3.is[1]","aimc3.is[2]","aimc3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia3.phi","loadInertia3.w"
0.1224,-141.72687,-388.64969,-98.471848,327.79074,0.0092578027,0.3244645,-0.15497409,-0.035498414,0.089700192,9.0037479,-236.21146,-405.26318,0.0092578027,0.3244645,-0.15497409,-0.035498414,0.089700192,9.0037479
0.1225,-130.85901,-390.91766,-110.74139,322.47571,-0.0012652755,0.33279133,-0.15362355,-0.033325009,0.090598702,8.9662981,-218.09834,-422.85855,-0.0012652755,0.33279133,-0.15362355,-0.033325009,0.090598702,8.9662981
0.1226,-119.81532,-392.79037,-122.94248,316.80774,-0.012047742,0.34077531,-0.15233243,-0.031105712,0.091493413,8.927681,-199.6922,-440.08304,-0.012047742,0.34077531,-0.15233243,-0.031105712,0.091493413,8.927681
0.1227,-108.60711,-394.26642,-135.06294,310.79294,-0.02307866,0.34840855,-0.15110201,-0.028842404,0.092384197,8.8879547,-181.01184,-456.91977,-0.02307866,0.34840855,-0.15110201,-0.028842404,0.092384197,8.8879547
0.1228,-97.245804,-395.34473,-147.09068,304.43768,-0.034346893,0.35568351,-0.14993358,-0.026537005,0.093270965,8.8471746,-162.07634,-473.35229,-0.034346893,0.35568351,-0.14993358,-0.026537005,0.093270965,8.8471746
0.1229,-85.742989,-396.02466,-159.0137,297.74878,-0.045841061,0.362593,-0.14882833,-0.024191471,0.094153598,8.8054008,-142.90498,-489.36444,-0.045841061,0.362593,-0.14882833,-0.024191471,0.094153598,8.8054008
0.123,-74.110252,-396.30569,-170.82014,290.73306,-0.057549719,0.36913007,-0.14778745,-0.021807771,0.095032014,8.7626925,-123.51708,-504.94049,-0.057549719,0.36913007,-0.14778745,-0.021807771,0.095032014,8.7626925
0.1231,-62.359444,-396.18805,-182.49823,283.39792,-0.069461033,0.37528831,-0.14681202,-0.019387938,0.095906109,8.7191095,-103.9324,-520.06519,-0.069461033,0.37528831,-0.14681202,-0.019387938,0.095906109,8.7191095
0.1232,-50.502506,-395.67215,-194.03633,275.7511,-0.081562988,0.38106161,-0.1459031,-0.016934022,0.096775807,8.6747141,-84.170845,-534.72369,-0.081562988,0.38106161,-0.1459031,-0.016934022,0.096775807,8.6747141
0.1233,-38.551476,-394.75891,-205.42294,267.80054,-0.093843415,0.38644424,-0.14506163,-0.014448114,0.097641028,8.6295681,-64.252457,-548.90167,-0.093843415,0.38644424,-0.14506163,-0.014448114,0.097641028,8.6295681
0.1234,-26.518452,-393.44952,-216.64671,259.55447,-0.10628998,0.39143088,-0.14428857,-0.011932319,0.098501697,8.5837345,-44.197422,-562.58527,-0.10628998,0.39143088,-0.14428857,-0.011932319,0.098501697,8.5837345
0.1235,-14.415559,-391.74551,-227.69647,251.02135,-0.11889024,0.39601645,-0.14358477,-0.0093887644,0.099357747,8.5372772,-24.025932,-575.76093,-0.11889024,0.39601645,-0.14358477,-0.0093887644,0.099357747,8.5372772
0.1236,-2.2550879,-389.64896,-238.5612,242.21002,-0.13163151,0.40019646,-0.14295101,-0.0068196212,0.10020913,8.4902611,-3.7584796,-588.41583,-0.13163151,0.40019646,-0.14295101,-0.0068196212,0.10020913,8.4902611
0.1237,9.9506531,-387.16229,-249.2301,233.12961,-0.14450097,0.40396675,-0.14238806,-0.0042270762,0.10105579,8.4427509,16.584423,-600.53766,-0.14450097,0.40396675,-0.14238806,-0.0042270762,0.10105579,8.4427509
0.1238,22.18931,-384.28827,-259.69254,223.78947,-0.15748571,0.40732366,-0.14189655,-0.0016133396,0.10189766,8.3948116,36.982185,-612.1145,-0.15748571,0.40732366,-0.14189655,-0.0016133396,0.10189766,8.3948116
0.1239,34.448559,-381.03,-269.93805,214.19911,-0.17057271,0.41026366,-0.14147711,0.0010193732,0.10273473,8.3465109,57.414265,-623.13495,-0.17057271,0.41026366,-0.14147711,0.0010193732,0.10273473,8.3465109
0.124,46.716015,-377.39093,-279.95645,204.36835,-0.1837489,0.41278386,-0.14113028,0.0036688184,0.10356695,8.2979145,77.860023,-633.5882,-0.1837489,0.41278386,-0.14113028,0.0036688184,0.10356695,8.2979145
0.1241,58.979271,-373.37506,-289.73773,194.30728,-0.197001,0.41488174,-0.14085653,0.0063327327,0.10439431,8.2490902,98.298782,-643.46405,-0.197001,0.41488174,-0.14085653,0.0063327327,0.10439431,8.2490902
0.1242,71.225937,-368.98663,-299.27222,184.02623,-0.21031572,0.41655523,-0.14065629,0.0090088425,0.10521676,8.2001038,118.7099,-652.75299,-0.21031572,0.41655523,-0.14065629,0.0090088425,0.10521676,8.2001038
0.1243,83.443665,-364.23029,-308.55035,173.53568,-0.22367972,0.41780263,-0.14052987,0.011694863,0.10603432,8.1510248,139.07277,-661.4458,-0.22367972,0.41780263,-0.14052987,0.011694863,0.10603432,8.1510248
0.1244,95.62014,-359.11087,-317.56287,162.84622,-0.23707965,0.41862255,-0.14047757,0.01438851,0.10684697,8.1019211,159.36691,-669.53387,-0.23707965,0.41862255,-0.14047757,0.01438851,0.10684697,8.1019211
0.1245,107.74308,-353.63379,-326.30078,151.96881,-0.25050205,0.41901419,-0.14049959,0.017087478,0.10765471,8.0528584,179.57179,-677.00946,-0.25050205,0.41901419,-0.14049959,0.017087478,0.10765471,8.0528584
0.1246,119.80024,-347.80472,-334.75537,140.91452,-0.26393345,0.41897717,-0.14059608,0.019789455,0.10845754,8.0039072,199.66707,-683.86517,-0.26393345,0.41897717,-0.14059608,0.019789455,0.10845754,8.0039072
0.1247,131.77946,-341.62976,-342.91827,129.69463,-0.27736041,0.41851148,-0.1407671,0.022492135,0.10925549,7.9551353,219.63243,-690.09442,-0.27736041,0.41851148,-0.1407671,0.022492135,0.10925549,7.9551353
0.1248,143.66867,-335.1152,-350.78125,118.32047,-0.29076949,0.41761747,-0.14101265,0.025193201,0.11004858,7.9066105,239.44778,-695.69104,-0.29076949,0.41761747,-0.14101265,0.025193201,0.11004858,7.9066105
0.1249,155.45587,-328.26764,-358.33646,106.80355,-0.30414724,0.41629592,-0.1413327,0.027890353,0.11083682,7.8584003,259.09314,-700.64948,-0.30414724,0.41629592,-0.1413327,0.027890353,0.11083682,7.8584003
0.125,167.1292,-321.09421,-365.57632,95.155609,-0.31748027,0.41454813,-0.14172709,0.030581271,0.11162026,7.8105731,278.54868,-704.96503,-0.31748027,0.41454813,-0.14172709,0.030581271,0.11162026,7.8105731
0.1251,178.67685,-313.60223,-372.49368,83.388466,-0.33075523,0.41237584,-0.14219561,0.033263654,0.11239895,7.7631965,297.79477,-708.63342,-0.33075523,0.41237584,-0.14219561,0.033263654,0.11239895,7.7631965
0.1252,190.0872,-305.79938,-379.08163,71.514061,-0.3439588,0.40978116,-0.14273801,0.035935201,0.11317292,7.7163382,316.81201,-711.65131,-0.3439588,0.40978116,-0.14273801,0.035935201,0.11317292,7.7163382
0.12530001,201.34874,-297.69348,-385.33344,59.544327,-0.35707778,0.40676641,-0.14335397,0.038593624,0.11394224,7.670064,335.58121,-714.01538,-0.35707778,0.40676641,-0.14335397,0.038593624,0.11394224,7.670064
0.12540001,212.45007,-289.29282,-391.24286,47.491421,-0.37009901,0.40333459,-0.14404306,0.04123665,0.11470696,7.6244416,354.08347,-715.72351,-0.37009901,0.40333459,-0.14404306,0.04123665,0.11470696,7.6244416
0.12549999,223.38005,-280.60596,-396.80408,35.367554,-0.38300946,0.39948907,-0.14480481,0.043862008,0.11546715,7.5795364,372.30008,-716.77411,-0.38300946,0.39948907,-0.14480481,0.043862008,0.11546715,7.5795364
0.1256,234.12761,-271.64175,-402.01144,23.185003,-0.39579621,0.39523363,-0.14563866,0.046467446,0.11622289,7.5354142,390.21271,-717.16626,-0.39579621,0.39523363,-0.14563866,0.046467446,0.11622289,7.5354142
0.1257,244.68193,-262.40924,-406.85974,10.956075,-0.40844643,0.3905724,-0.14654404,0.04905073,0.11697426,7.4921398,407.80322,-716.89948,-0.40844643,0.3905724,-0.14654404,0.04905073,0.11697426,7.4921398
0.1258,255.0323,-252.91766,-411.34399,-1.3069152,-0.42094743,0.38550973,-0.14752027,0.051609647,0.11772134,7.4497771,425.05383,-715.974,-0.42094743,0.38550973,-0.14752027,0.051609647,0.11772134,7.4497771
0.1259,265.1683,-243.17671,-415.45978,-13.591538,-0.43328673,0.38005072,-0.14856659,0.054142006,0.11846424,7.4083896,441.94714,-714.39087,-0.43328673,0.38005072,-0.14856659,0.054142006,0.11846424,7.4083896
0.126,275.07968,-233.19626,-419.20288,-25.885374,-0.44545195,0.3742007,-0.14968221,0.056645632,0.11920305,7.3680401,458.46613,-712.15173,-0.44545195,0.3742007,-0.14968221,0.056645632,0.11920305,7.3680401
0.1261,284.75644,-222.98637,-422.56958,-38.175991,-0.4574309,0.36796543,-0.15086624,0.059118379,0.11993788,7.3287902,474.59406,-709.25885,-0.4574309,0.36796543,-0.15086624,0.059118379,0.11993788,7.3287902
0.12620001,294.18875,-212.5573,-425.55637,-50.451004,-0.46921155,0.36135083,-0.15211776,0.061558131,0.12066884,7.2907004,490.31458,-705.7149,-0.46921155,0.36135083,-0.15211776,0.061558131,0.12066884,7.2907004
0.12630001,303.36707,-201.91954,-428.16019,-62.698013,-0.48078212,0.35436344,-0.15343578,0.063962802,0.12139606,7.2538309,505.61176,-701.5235,-0.48078212,0.35436344,-0.15343578,0.063962802,0.12139606,7.2538309
0.12639999,312.2821,-191.08386,-430.37842,-74.904633,-0.49213099,0.34701011,-0.15481922,0.066330329,0.12211965,7.2182403,520.47015,-696.6889,-0.49213099,0.34701011,-0.15481922,0.066330329,0.12211965,7.2182403
0.1265,320.92484,-180.06119,-432.20877,-87.058533,-0.50324678,0.33929804,-0.15626696,0.068658687,0.12283975,7.1839852,534.87476,-691.21582,-0.50324678,0.33929804,-0.15626696,0.068658687,0.12283975,7.1839852
0.1266,329.28653,-168.86264,-433.64938,-99.147423,-0.51411843,0.33123484,-0.1577778,0.070945889,0.12355649,7.151123,548.81091,-685.10986,-0.51411843,0.33123484,-0.1577778,0.070945889,0.12355649,7.151123
0.1267,337.35861,-157.49937,-434.69858,-111.15912,-0.52473491,0.3228282,-0.15935051,0.073189981,0.12427002,7.119709,562.26434,-678.37671,-0.52473491,0.3228282,-0.15935051,0.073189981,0.12427002,7.119709
0.1268,345.1329,-145.98289,-435.35529,-123.08147,-0.53508556,0.31408647,-0.16098382,0.07538905,0.12498049,7.0897961,575.2215,-671.02325,-0.53508556,0.31408647,-0.16098382,0.07538905,0.12498049,7.0897961
0.1269,352.60153,-134.3248,-435.61884,-134.90244,-0.54516011,0.30501822,-0.1626763,0.077541225,0.12568803,7.0614371,587.66925,-663.05682,-0.54516011,0.30501822,-0.1626763,0.077541225,0.12568803,7.0614371
0.127,359.7569,-122.53684,-435.48883,-146.61006,-0.55494839,0.29563239,-0.16442658,0.079644673,0.12639283,7.0346828,599.59485,-654.48529,-0.55494839,0.29563239,-0.16442658,0.079644673,0.12639283,7.0346828
0.12710001,366.59167,-110.63082,-434.96527,-158.1925,-0.56444049,0.28593805,-0.16623317,0.081697606,0.12709503,7.0095835,610.98615,-645.31708,-0.56444049,0.28593805,-0.16623317,0.081697606,0.12709503,7.0095835
0.12720001,373.09885,-98.61869,-434.04855,-169.63806,-0.57362694,0.27594468,-0.16809456,0.08369828,0.12779479,6.986186,621.83142,-635.56116,-0.57362694,0.27594468,-0.16809456,0.08369828,0.12779479,6.986186
0.12729999,379.27179,-86.51255,-432.7395,-180.93517,-0.58249855,0.26566216,-0.17000915,0.085645013,0.12849231,6.9645381,632.11963,-625.22736,-0.58249855,0.26566216,-0.17000915,0.085645013,0.12849231,6.9645381
0.1274,385.10422,-74.324593,-431.03934,-192.07237,-0.59104627,0.25510055,-0.1719753,0.087536156,0.12918776,6.9446831,641.84033,-614.32587,-0.59104627,0.25510055,-0.1719753,0.087536156,0.12918776,6.9446831
0.1275,390.59015,-62.067074,-428.94971,-203.03842,-0.5992617,0.24427025,-0.17399135,0.089370124,0.12988131,6.9266648,650.98358,-602.86761,-0.5992617,0.24427025,-0.17399135,0.089370124,0.12988131,6.9266648
0.1276,395.72382,-49.752247,-426.47238,-213.82219,-0.60713631,0.23318172,-0.17605557,0.091145359,0.13057315,6.9105253,659.53967,-590.86365,-0.60713631,0.23318172,-0.17605557,0.091145359,0.13057315,6.9105253
0.1277,400.5,-37.392525,-423.60986,-224.41277,-0.61466229,0.22184591,-0.17816618,0.092860386,0.13126348,6.8963032,667.5,-578.32593,-0.61466229,0.22184591,-0.17816618,0.092860386,0.13126348,6.8963032
0.1278,404.91376,-25.000341,-420.36481,-234.79941,-0.62183207,0.21027395,-0.18032135,0.094513774,0.13195248,6.8840361,674.85626,-565.26697,-0.62183207,0.21027395,-0.18032135,0.094513774,0.13195248,6.8840361
0.1279,408.96054,-12.588157,-416.74045,-244.97162,-0.62863845,0.19847719,-0.18251923,0.09610416,0.13264035,6.8737607,681.60089,-551.69977,-0.62863845,0.19847719,-0.18251923,0.09610416,0.13264035,6.8737607
0.12800001,412.63611,-0.16844492,-412.74023,-254.91904,-0.6350745,0.1864672,-0.1847579,0.097630225,0.13332729,6.8655105,687.72687,-537.63763,-0.6350745,0.1864672,-0.1847579,0.097630225,0.13332729,6.8655105
0.12809999,415.93652,12.246344,-408.36789,-264.63156,-0.64113361,0.17425567,-0.18703544,0.099090695,0.13401352,6.8593183,693.22754,-523.09448,-0.64113361,0.17425567,-0.18703544,0.099090695,0.13401352,6.8593183
0.12819999,418.8584,24.6437,-403.62775,-274.09937,-0.6468097,0.16185462,-0.18934986,0.10048439,0.13469923,6.8552132,698.09729,-508.08472,-0.6468097,0.16185462,-0.18934986,0.10048439,0.13469923,6.8552132
0.1283,421.39859,37.011154,-398.52441,-283.31281,-0.65209705,0.14927626,-0.19169913,0.10181018,0.13538463,6.8532238,702.33093,-492.62332,-0.65209705,0.14927626,-0.19169913,0.10181018,0.13538463,6.8532238
0.1284,423.55441,49.336262,-393.06293,-292.26251,-0.65699035,0.13653289,-0.19408119,0.103067,0.13606994,6.8533764,705.92401,-476.72565,-0.65699035,0.13653289,-0.19408119,0.103067,0.13606994,6.8533764
0.1285,425.32346,61.606647,-387.24844,-300.93936,-0.66148448,0.12363697,-0.19649398,0.10425383,0.13675538,6.8556943,708.87244,-460.40729,-0.66148448,0.12363697,-0.19649398,0.10425383,0.13675538,6.8556943
0.1286,426.70374,73.809959,-381.0867,-309.33447,-0.66557491,0.11060114,-0.19893537,0.10536973,0.13744116,6.8602004,711.17291,-443.68445,-0.66557491,0.11060114,-0.19893537,0.10536973,0.13744116,6.8602004
0.1287,427.69376,85.933907,-374.58368,-317.43936,-0.6692574,0.097438216,-0.20140325,0.10641384,0.13812749,6.8669138,712.82294,-426.57376,-0.6692574,0.097438216,-0.20140325,0.10641384,0.13812749,6.8669138
0.1288,428.29233,97.966293,-367.74582,-325.2457,-0.67252821,0.084161118,-0.20389539,0.10738534,0.13881461,6.8758521,713.82056,-409.09225,-0.67252821,0.084161118,-0.20389539,0.10738534,0.13881461,6.8758521
0.12890001,428.49866,109.895,-360.5798,-332.74557,-0.67538404,0.070782863,-0.20640965,0.10828352,0.13950273,6.8870306,714.16443,-391.25732,-0.67538404,0.070782863,-0.20640965,0.10828352,0.13950273,6.8870306
0.12899999,428.31219,121.70802,-353.0925,-339.93118,-0.67782176,0.057316497,-0.20894378,0.10910767,0.14019209,6.9004631,713.85364,-373.0864,-0.67782176,0.057316497,-0.20894378,0.10910767,0.14019209,6.9004631
0.12909999,427.73303,133.39345,-345.29135,-346.79523,-0.67983884,0.043775268,-0.21149559,0.10985719,0.14088289,6.9161611,712.88837,-354.59772,-0.67983884,0.043775268,-0.21149559,0.10985719,0.14088289,6.9161611
0.1292,426.76157,144.93951,-337.18402,-353.33069,-0.6814332,0.030172462,-0.21406281,0.11053158,0.1415754,6.9341326,711.26923,-335.8096,-0.6814332,0.030172462,-0.21406281,0.11053158,0.1415754,6.9341326
0.1293,425.39856,156.33458,-328.77847,-359.53085,-0.68260318,0.016521424,-0.21664317,0.11113036,0.14226981,6.9543839,708.99756,-316.74075,-0.68260318,0.016521424,-0.21664317,0.11113036,0.14226981,6.9543839
0.1294,423.64511,167.56714,-320.08292,-365.38925,-0.6833474,0.0028355122,-0.21923438,0.11165313,0.14296634,6.9769206,706.0752,-297.41006,-0.6833474,0.0028355122,-0.21923438,0.11165313,0.14296634,6.9769206
0.1295,421.50272,178.62585,-311.10587,-370.89984,-0.68366492,-0.010871878,-0.22183417,0.11209958,0.14366525,7.0017443,702.50452,-277.8367,-0.68366492,-0.010871878,-0.22183417,0.11209958,0.14366525,7.0017443
0.1296,418.97339,189.49959,-301.8562,-376.05698,-0.68355531,-0.024587287,-0.22444025,0.11246945,0.14436677,7.0288553,698.289,-258.04016,-0.68355531,-0.024587287,-0.22444025,0.11246945,0.14436677,7.0288553
0.12970001,416.05945,200.17735,-292.34305,-380.85529,-0.68301862,-0.038297266,-0.22705029,0.11276258,0.1450711,7.0582509,693.43243,-238.04013,-0.68301862,-0.038297266,-0.22705029,0.11276258,0.1450711,7.0582509
0.12980001,412.76367,210.64838,-282.57581,-385.28983,-0.68205529,-0.051988371,-0.22966199,0.11297886,0.14577849,7.0899262,687.93945,-217.85655,-0.68205529,-0.051988371,-0.22966199,0.11297886,0.14577849,7.0899262
0.12989999,409.0889,220.90204,-272.56393,-389.3558,-0.68066585,-0.06564723,-0.23227304,0.11311824,0.14648917,7.1238756,681.81482,-197.50934,-0.68066585,-0.06564723,-0.23227304,0.11311824,0.14648917,7.1238756
0.13,405.03876,230.92799,-262.31741,-393.04907,-0.67885172,-0.079260424,-0.23488115,0.11318076,0.14720334,7.1600895,675.06458,-177.01883,-0.67885172,-0.079260424,-0.23488115,0.11318076,0.14720334,7.1600895
0.1301,400.61703,240.71609,-251.84633,-396.36569,-0.67661452,-0.092814632,-0.23748399,0.11316653,0.14792126,7.1985569,667.69507,-156.40543,-0.67661452,-0.092814632,-0.23748399,0.11316653,0.14792126,7.1985569
0.1302,395.82803,250.25645,-241.16104,-399.30219,-0.67395639,-0.10629656,-0.24007927,0.11307574,0.14864314,7.2392635,659.71338,-135.68965,-0.67395639,-0.10629656,-0.24007927,0.11307574,0.14864314,7.2392635
0.1303,390.67627,259.5394,-230.27209,-401.85538,-0.67087978,-0.11969301,-0.24266469,0.11290864,0.14936918,7.2821951,651.12714,-114.89211,-0.67087978,-0.11969301,-0.24266469,0.11290864,0.14936918,7.2821951
0.1304,385.16656,268.55548,-219.19016,-404.02246,-0.66738749,-0.13299087,-0.24523796,0.11266553,0.15009965,7.3273335,641.94427,-94.033455,-0.66738749,-0.13299087,-0.24523796,0.11266553,0.15009965,7.3273335
0.1305,379.30435,277.29559,-207.92624,-405.80106,-0.66348284,-0.14617711,-0.24779682,0.11234681,0.15083472,7.3746586,632.17389,-73.134521,-0.66348284,-0.14617711,-0.24779682,0.11234681,0.15083472,7.3746586
0.13060001,373.09525,285.75085,-196.49149,-407.18927,-0.65916967,-0.15923883,-0.250339,0.11195294,0.15157466,7.4241481,621.82538,-52.216125,-0.65916967,-0.15923883,-0.250339,0.11195294,0.15157466,7.4241481
0.13070001,366.54529,293.91272,-184.89723,-408.18549,-0.65445209,-0.17216323,-0.25286224,0.11148448,0.15231963,7.4757776,610.90881,-31.299141,-0.65445209,-0.17216323,-0.25286224,0.11148448,0.15231963,7.4757776
0.13079999,359.66071,301.77283,-173.15486,-408.78839,-0.64933449,-0.18493767,-0.25536433,0.11094198,0.15306987,7.5295224,599.43451,-10.40436,-0.64933449,-0.18493767,-0.25536433,0.11094198,0.15306987,7.5295224
0.1309,352.44824,309.32315,-161.27602,-408.99722,-0.64382178,-0.19754963,-0.25784308,0.11032613,0.1538256,7.5853529,587.4137,10.447377,-0.64382178,-0.19754963,-0.25784308,0.11032613,0.1538256,7.5853529
0.131,344.91489,316.55609,-149.27246,-408.81152,-0.63791937,-0.20998679,-0.26029629,0.10963766,0.15458702,7.6432395,574.85815,31.235256,-0.63791937,-0.20998679,-0.26029629,0.10963766,0.15458702,7.6432395
0.1311,337.06799,323.46423,-137.15613,-408.23135,-0.63163298,-0.22223699,-0.26272178,0.10887738,0.15535432,7.7031493,561.78003,51.938538,-0.63163298,-0.22223699,-0.26272178,0.10887738,0.15535432,7.7031493
0.1312,328.91525,330.04056,-124.93899,-407.25708,-0.62496865,-0.23428826,-0.26511747,0.10804615,0.15612771,7.7650476,548.19208,72.53656,-0.62496865,-0.23428826,-0.26511747,0.10804615,0.15612771,7.7650476
0.1313,320.46448,336.27823,-112.63309,-405.88931,-0.61793274,-0.24612877,-0.26748118,0.10714488,0.15690739,7.8289003,534.10742,93.008797,-0.61793274,-0.24612877,-0.26748118,0.10714488,0.15690739,7.8289003
0.1314,311.72397,342.17093,-100.25069,-404.12927,-0.61053205,-0.25774696,-0.26981089,0.10617459,0.15769355,7.8946676,519.53992,113.3348,-0.61053205,-0.25774696,-0.26981089,0.10617459,0.15769355,7.8946676
0.13150001,302.7023,347.71268,-87.804047,-401.97855,-0.60277385,-0.26913151,-0.27210453,0.10513633,0.1584864,7.9623098,504.50381,133.49426,-0.60277385,-0.26913151,-0.27210453,0.10513633,0.1584864,7.9623098
0.13160001,293.40833,352.89774,-75.305534,-399.43912,-0.59466571,-0.28027129,-0.27436012,0.10403121,0.15928608,8.031786,489.01389,153.46707,-0.59466571,-0.28027129,-0.27436012,0.10403121,0.15928608,8.031786
0.13169999,283.8511,357.72073,-62.767521,-396.51318,-0.58621538,-0.29115543,-0.27657565,0.10286041,0.1600928,8.1030521,473.08514,173.23326,-0.58621538,-0.29115543,-0.27657565,0.10286041,0.1600928,8.1030521
0.1318,274.03992,362.17667,-50.202427,-393.20349,-0.57743102,-0.30177322,-0.27874923,0.10162516,0.16090675,8.1760635,456.73322,192.77307,-0.57743102,-0.30177322,-0.27874923,0.10162516,0.16090675,8.1760635
0.1319,263.9845,366.26099,-37.622746,-389.51312,-0.56832129,-0.31211439,-0.2808789,0.10032675,0.16172808,8.2507734,439.97415,212.067,-0.56832129,-0.31211439,-0.2808789,0.10032675,0.16172808,8.2507734
0.132,253.69469,369.96948,-25.040976,-385.44565,-0.55889505,-0.32216883,-0.28296286,0.098966546,0.16255696,8.3271322,422.82449,231.09575,-0.55889505,-0.32216883,-0.28296286,0.098966546,0.16255696,8.3271322
0.1321,243.18065,373.29828,-12.469618,-381.00494,-0.54916149,-0.33192679,-0.28499928,0.097545959,0.16339356,8.4050922,405.30109,249.84032,-0.54916149,-0.33192679,-0.28499928,0.097545959,0.16339356,8.4050922
0.1322,232.45256,376.24377,0.078884535,-376.19504,-0.53912997,-0.34137863,-0.28698638,0.0960664,0.16423804,8.4846001,387.42093,268.28192,-0.53912997,-0.34137863,-0.28698638,0.0960664,0.16423804,8.4846001
0.1323,221.52104,378.80295,12.592042,-371.02063,-0.52881026,-0.35051522,-0.28892246,0.094529413,0.16509053,8.5656042,369.20175,286.4021,-0.52881026,-0.35051522,-0.28892246,0.094529413,0.16509053,8.5656042
0.13240001,210.39688,380.97308,25.057419,-365.48672,-0.5182125,-0.35932764,-0.29080585,0.092936546,0.16595121,8.6480503,350.66147,304.18277,-0.5182125,-0.35932764,-0.29080585,0.092936546,0.16595121,8.6480503
0.13249999,199.09103,382.75186,37.462624,-359.59869,-0.50734705,-0.36780739,-0.29263487,0.091289416,0.16682018,8.7318821,331.81839,321.60614,-0.50734705,-0.36780739,-0.29263487,0.091289416,0.16682018,8.7318821
0.13259999,187.61461,384.13736,49.79533,-353.36215,-0.49622449,-0.37594616,-0.29440802,0.089589678,0.16769762,8.8170433,312.69101,338.65475,-0.49622449,-0.37594616,-0.29440802,0.089589678,0.16769762,8.8170433
0.1327,175.97885,385.12793,62.043285,-346.78305,-0.48485553,-0.38373601,-0.29612371,0.087839007,0.16858365,8.9034758,293.2981,355.31149,-0.48485553,-0.38373601,-0.29612371,0.087839007,0.16858365,8.9034758
0.1328,164.19528,385.72247,74.194305,-339.86786,-0.47325134,-0.39116943,-0.29778051,0.086039163,0.16947836,8.9911203,273.65881,371.55972,-0.47325134,-0.39116943,-0.29778051,0.086039163,0.16947836,8.9911203
0.1329,152.27553,385.92029,86.236313,-332.62329,-0.46142331,-0.39823923,-0.29937699,0.084191926,0.1703819,9.079916,253.79256,387.38318,-0.46142331,-0.39823923,-0.29937699,0.084191926,0.1703819,9.079916
0.133,140.23137,385.72101,98.157318,-325.05646,-0.44938296,-0.40493855,-0.30091178,0.082299136,0.17129438,9.1698027,233.71895,402.76605,-0.44938296,-0.40493855,-0.30091178,0.082299136,0.17129438,9.1698027
0.1331,128.07462,385.1246,109.94547,-317.17456,-0.43714198,-0.41126084,-0.3023836,0.080362625,0.17221591,9.2607183,213.4577,417.69284,-0.43714198,-0.41126084,-0.3023836,0.080362625,0.17221591,9.2607183
0.1332,115.81728,384.1315,121.58904,-308.98532,-0.42471233,-0.41720003,-0.30379114,0.078384303,0.17314656,9.3525982,193.02879,432.14856,-0.42471233,-0.41720003,-0.30379114,0.078384303,0.17314656,9.3525982
0.13330001,103.47148,382.74258,133.07645,-300.49683,-0.41210619,-0.42275041,-0.30513328,0.076366104,0.17408645,9.4453802,172.45247,446.11877,-0.41210619,-0.42275041,-0.30513328,0.076366104,0.17408645,9.4453802
0.13339999,91.049423,380.95911,144.39626,-291.71732,-0.39933586,-0.42790663,-0.30640885,0.074310005,0.17503567,9.5389977,151.74904,459.58951,-0.39933586,-0.42790663,-0.30640885,0.074310005,0.17503567,9.5389977
0.13349999,78.56337,378.78271,155.53722,-282.65543,-0.38641387,-0.43266377,-0.3076168,0.072217986,0.17599428,9.6333866,130.93895,472.54724,-0.38641387,-0.43266377,-0.3076168,0.072217986,0.17599428,9.6333866
0.1336,66.025612,376.21524,166.4882,-273.31989,-0.37335271,-0.43701714,-0.30875608,0.070092075,0.17696238,9.7284794,110.04268,484.97885,-0.37335271,-0.43701714,-0.30875608,0.070092075,0.17696238,9.7284794
0.1337,53.448555,373.25925,177.23834,-263.71994,-0.36016518,-0.44096264,-0.30982578,0.067934312,0.17794,9.8242121,89.080925,496.87195,-0.36016518,-0.44096264,-0.30982578,0.067934312,0.17794,9.8242121
0.1338,40.844646,369.91751,187.77695,-253.86497,-0.34686425,-0.44449657,-0.31082496,0.065746792,0.17892723,9.9205151,68.074409,508.21457,-0.34686425,-0.44449657,-0.31082496,0.065746792,0.17892723,9.9205151
0.1339,28.226353,366.19324,198.09352,-243.76471,-0.33346286,-0.44761556,-0.31175289,0.0635316,0.17992412,10.017321,47.043922,518.99542,-0.33346286,-0.44761556,-0.31175289,0.0635316,0.17992412,10.017321
0.134,15.606122,362.08994,208.17776,-233.429,-0.31997412,-0.45031661,-0.31260872,0.061290864,0.18093072,10.114563,26.010202,529.20355,-0.31997412,-0.45031661,-0.31260872,0.061290864,0.18093072,10.114563
