"time","body.frame_a.r_0[1]","body.frame_a.r_0[2]","body.frame_a.r_0[3]","body.v_0[1]","body.v_0[2]","body.v_0[3]","body.w_a[1]","body.w_a[2]","body.w_a[3]"
0,0,-0.29999999999999999,0,0,0,0,0,0,0
0.001,0,-0.30000367034574899,0,0,-0.0073406694949539903,0,0,0,0
0.002,0,-0.30001468112807278,0,0,-0.01468102268178008,0,0,0,0
0.0030000000000000001,0,-0.3000330313908825,0,0,-0.02202066855920384,0,0,0,0
0.0040000000000000001,0,-0.30005872096020225,0,0,-0.029359564925985449,0,0,0,0
0.0050000000000000001,0,-0.30009174804143812,0,0,-0.036697257303196638,0,0,0,0
0.0060000000000000001,0,-0.30013211272482904,0,0,-0.044033801185410795,0,0,0,0
0.0070000000000000001,0,-0.30017981192297027,0,0,-0.051368602585440688,0,0,0,0
0.0080000000000000002,0,-0.30023484574970416,0,0,-0.058701732220220182,0,0,0,0
0.0090000000000000011,0,-0.3002972102754754,0,0,-0.066032622920768752,0,0,0,0
0.01,0,-0.30036690578951608,0,0,-0.073361365861585814,0,0,0,0
0.010999999999999999,0,-0.30044392729129904,0,0,-0.08068744182676002,0,0,0,0
0.012,0,-0.30052827352137729,0,0,-0.088010720045107751,0,0,0,0
0.013000000000000001,0,-0.30061994219119087,0,0,-0.095330962890335297,0,0,0,0
0.014,0,-0.3007189293529598,0,0,-0.10264787175728721,0,0,0,0
0.014999999999999999,0,-0.30082523028910702,0,0,-0.10996111974959868,0,0,0,0
0.016,0,-0.30093884314202768,0,0,-0.11727048507922594,0,0,0,0
0.017000000000000001,0,-0.30105976484358654,0,0,-0.12457570146930576,0,0,0,0
0.018000000000000002,0,-0.30118798888184733,0,0,-0.13187650143536048,0,0,0,0
0.019,0,-0.30132350998651053,0,0,-0.13917261792830876,0,0,0,0
0.02,0,-0.30146632571354565,0,0,-0.14646378489013809,0,0,0,0
0.021000000000000001,0,-0.30161643207672117,0,0,-0.15374973572204256,0,0,0,0
0.021999999999999999,0,-0.30177381662999642,0,0,-0.16103023799043281,0,0,0,0
0.023,0,-0.30193847365782361,0,0,-0.16830503208040337,0,0,0,0
0.024,0,-0.30211039948183027,0,0,-0.1755738501498488,0,0,0,0
0.025000000000000001,0,-0.3022895883525451,0,0,-0.18283643272086481,0,0,0,0
0.026000000000000002,0,-0.30247603452049665,0,0,-0.19009252031554699,0,0,0,0
0.027,0,-0.30266973223621363,0,0,-0.19734185345599103,0,0,0,0
0.028000000000000001,0,-0.30287067575022469,0,0,-0.20458417266429266,0,0,0,0
0.029000000000000001,0,-0.30307885922854383,0,0,-0.21181921850632213,0,0,0,0
0.029999999999999999,0,-0.3032942613083095,0,0,-0.21904673959119234,0,0,0,0
