"Time","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.1603,-0.26479605,0.40311551
0.1604,-0.26303568,0.4040598
0.1605,-0.26126936,0.40499678
0.16060001,-0.25949714,0.40592644
0.16069999,-0.25771904,0.40684873
0.1608,-0.25593504,0.40776363
0.1609,-0.25414523,0.40867108
0.161,-0.25234962,0.40957102
0.1611,-0.25054827,0.41046345
0.1612,-0.24874116,0.41134831
0.1613,-0.24692835,0.41222554
0.16140001,-0.24510989,0.41309515
0.16150001,-0.24328578,0.413957
0.16159999,-0.24145606,0.41481116
0.1617,-0.23962077,0.41565752
0.1618,-0.23777996,0.41649604
0.1619,-0.23593363,0.41732672
0.162,-0.23408183,0.4181495
0.1621,-0.2322246,0.41896433
0.1622,-0.23036195,0.41977116
0.16230001,-0.22849394,0.42056996
0.16240001,-0.2266206,0.4213607
0.16249999,-0.22474195,0.42214334
0.1626,-0.22285804,0.42291784
0.1627,-0.22096892,0.42368412
0.1628,-0.21907458,0.4244422
0.1629,-0.2171751,0.425192
0.163,-0.2152705,0.42593351
0.1631,-0.21336082,0.42666665
0.16320001,-0.21144609,0.42739141
0.16329999,-0.20952635,0.42810774
0.16339999,-0.20760162,0.42881563
0.1635,-0.20567195,0.429515
0.1636,-0.20373739,0.43020585
0.1637,-0.20179796,0.43088812
0.1638,-0.19985372,0.43156177
0.1639,-0.19790469,0.43222675
0.164,-0.19595093,0.43288305
0.16410001,-0.19399247,0.4335306
0.16419999,-0.19202933,0.43416941
0.16429999,-0.19006157,0.43479937
0.1644,-0.18808924,0.43542051
0.1645,-0.18611236,0.43603277
0.1646,-0.18413098,0.43663609
0.1647,-0.18214515,0.43723047
0.1648,-0.18015489,0.43781585
0.1649,-0.17816027,0.43839219
0.16500001,-0.1761613,0.43895948
0.16509999,-0.17415805,0.43951765
0.1652,-0.17215055,0.4400667
0.1653,-0.17013885,0.44060653
0.1654,-0.16812298,0.44113719
0.1655,-0.16610301,0.44165859
0.1656,-0.16407895,0.44217068
0.1657,-0.16205086,0.44267347
0.16580001,-0.1600188,0.44316691
0.16590001,-0.1579828,0.44365093
0.16599999,-0.15594289,0.44412556
0.1661,-0.1538991,0.44459072
0.1662,-0.15185152,0.4450464
0.1663,-0.14980017,0.44549257
0.1664,-0.1477451,0.44592914
0.1665,-0.14568636,0.44635615
0.1666,-0.14362399,0.4467735
0.16670001,-0.14155807,0.4471812
0.16680001,-0.13948859,0.44757921
0.16689999,-0.13741565,0.4479675
0.167,-0.13533928,0.44834602
0.1671,-0.13325951,0.44871476
0.1672,-0.1311764,0.44907364
0.1673,-0.12909,0.44942269
0.1674,-0.12700036,0.44976187
0.1675,-0.12490754,0.45009109
0.16760001,-0.12281156,0.4504104
0.16769999,-0.1207125,0.45071968
0.16779999,-0.1186104,0.45101896
0.1679,-0.1165053,0.45130822
0.168,-0.11439727,0.45158738
0.1681,-0.11228634,0.45185643
0.1682,-0.11017257,0.45211536
0.1683,-0.10805602,0.45236412
0.1684,-0.10593672,0.45260268
0.16850001,-0.10381474,0.45283103
0.16859999,-0.10169013,0.45304912
0.16869999,-0.099562913,0.45325691
0.1688,-0.097433157,0.45345441
0.1689,-0.09530092,0.45364156
0.169,-0.093166254,0.45381838
0.1691,-0.091029212,0.45398477
0.1692,-0.088889852,0.45414075
0.1693,-0.08674822,0.45428628
0.16940001,-0.084604375,0.45442134
0.16949999,-0.082458377,0.45454589
0.1696,-0.08031027,0.45465991
0.1697,-0.078160115,0.45476335
0.1698,-0.076007962,0.45485625
0.1699,-0.073853865,0.45493853
0.17,-0.071697891,0.45501018
0.1701,-0.069540083,0.45507115
0.17020001,-0.06738051,0.45512146
0.17030001,-0.065219216,0.45516104
0.17039999,-0.06305626,0.45518991
0.1705,-0.060891703,0.45520803
0.1706,-0.058725595,0.45521536
0.1707,-0.056558002,0.45521188
0.1708,-0.054388978,0.45519757
0.1709,-0.052218579,0.45517242
0.171,-0.050046865,0.45513642
0.17110001,-0.047873892,0.45508951
0.17120001,-0.045699719,0.45503166
0.17129999,-0.043524407,0.45496291
0.1714,-0.041347977,0.45488319
0.1715,-0.039170515,0.4547925
0.1716,-0.036992088,0.45469078
0.1717,-0.034812748,0.45457807
0.1718,-0.03263256,0.4544543
0.1719,-0.030451581,0.45431951
0.17200001,-0.028269872,0.45417359
0.17209999,-0.026087491,0.4540166
0.17219999,-0.023904502,0.45384848
0.1723,-0.021720963,0.45366922
0.1724,-0.019536937,0.45347881
0.1725,-0.017352482,0.45327723
0.1726,-0.015167663,0.45306447
0.1727,-0.012982539,0.45284051
0.1728,-0.010797173,0.45260531
0.17290001,-0.008611626,0.45235884
0.17299999,-0.0064259605,0.45210114
0.17309999,-0.0042402395,0.45183218
0.1732,-0.0020545253,0.45155191
0.1733,0.0001311189,0.45126036
0.1734,0.0023166304,0.45095748
0.1735,0.0045019458,0.45064327
0.1736,0.0066870013,0.45031771
0.1737,0.0088717332,0.4499808
0.17380001,0.011056078,0.4496325
0.17389999,0.013239971,0.44927281
0.17399999,0.015423369,0.44890171
0.1741,0.01760621,0.4485192
0.1742,0.019788412,0.44812527
0.1743,0.021969913,0.44771993
0.1744,0.024150643,0.44730312
0.1745,0.026330542,0.44687483
0.17460001,0.028509542,0.44643509
0.17470001,0.030687582,0.44598386
0.17479999,0.032864589,0.44552115
0.1749,0.035040505,0.44504693
0.175,0.037215263,0.44456121
0.1751,0.039388791,0.44406396
0.1752,0.041561026,0.44355521
0.1753,0.043731906,0.44303489
0.1754,0.045901362,0.44250304
0.17550001,0.048069324,0.44195965
0.17560001,0.050235726,0.4414047
0.17569999,0.052400507,0.44083819
0.1758,0.054563589,0.44026008
0.1759,0.056724917,0.43967044
0.176,0.058884416,0.43906918
0.1761,0.061042015,0.43845636
0.1762,0.063197657,0.43783194
0.1763,0.065351263,0.43719596
0.17640001,0.067502767,0.43654832
0.17649999,0.06965211,0.43588912
0.17659999,0.071799211,0.4352183
0.1767,0.073944055,0.43453589
0.1768,0.076086529,0.43384185
0.1769,0.078226566,0.43313619
0.177,0.080364093,0.43241891
0.1771,0.082499057,0.43169004
0.1772,0.084631369,0.43094954
0.17730001,0.086760975,0.43019742
0.17739999,0.088887803,0.4294337
0.17749999,0.091011778,0.42865834
0.1776,0.093132831,0.42787141
0.1777,0.095250897,0.42707282
0.1778,0.097365908,0.42626265
0.1779,0.099477783,0.42544085
0.178,0.10158647,0.42460746
0.1781,0.10369188,0.42376244
0.17820001,0.10579395,0.42290586
0.17829999,0.10789262,0.42203766
0.17839999,0.1099878,0.42115787
0.1785,0.11207944,0.42026651
0.1786,0.11416746,0.41936356
0.1787,0.11625178,0.41844904
0.1788,0.11833235,0.41752294
0.1789,0.12040908,0.4165853
0.17900001,0.1224819,0.41563609
0.17910001,0.12455075,0.41467533
0.17919999,0.12661555,0.41370302
0.1793,0.12867627,0.41271919
0.1794,0.1307328,0.41172382
0.1795,0.1327851,0.41071695
0.1796,0.13483307,0.40969855
0.1797,0.13687663,0.40866867
0.1798,0.13891573,0.40762728
0.17990001,0.14095029,0.40657446
0.18000001,0.14298025,0.40551013
0.18009999,0.14500552,0.40443438
0.1802,0.14702603,0.40334716
0.1803,0.14904173,0.40224853
0.1804,0.15105253,0.40113848
0.1805,0.15305836,0.40001705
0.1806,0.15505914,0.39888421
0.1807,0.15705483,0.39774001
0.18080001,0.15904532,0.39658445
0.18089999,0.16103056,0.39541757
0.18099999,0.16301048,0.39423934
0.1811,0.16498499,0.39304981
0.1812,0.16695403,0.39184898
0.1813,0.16891752,0.39063689
0.1814,0.17087542,0.38941354
0.1815,0.1728276,0.38817894
0.1816,0.17477404,0.38693312
0.18170001,0.17671464,0.38567612
0.18179999,0.17864934,0.38440794
0.18189999,0.18057807,0.38312858
0.182,0.18250076,0.38183805
0.1821,0.18441737,0.38053641
0.1822,0.18632779,0.37922367
0.1823,0.18823195,0.37789986
0.1824,0.19012976,0.37656498
0.1825,0.19202119,0.37521908
0.18260001,0.19390613,0.37386215
0.18269999,0.19578454,0.37249425
0.18279999,0.19765632,0.37111539
0.1829,0.19952142,0.36972558
0.183,0.20137975,0.36832485
0.1831,0.20323125,0.36691326
0.1832,0.20507585,0.36549079
0.1833,0.20691347,0.36405748
0.18340001,0.20874403,0.36261338
0.18350001,0.21056749,0.36115849
0.18359999,0.21238375,0.35969287
0.1837,0.21419275,0.35821649
0.1838,0.21599442,0.35672945
0.1839,0.21778867,0.35523173
0.184,0.21957545,0.35372341
0.1841,0.22135468,0.35220444
0.1842,0.22312629,0.35067493
0.18430001,0.22489022,0.34913486
0.18440001,0.22664636,0.34758431
0.18449999,0.22839469,0.34602329
0.1846,0.23013511,0.34445179
0.1847,0.2318676,0.34286988
0.1848,0.23359203,0.34127757
0.1849,0.23530836,0.33967492
0.185,0.23701651,0.33806196
0.1851,0.23871641,0.33643875
0.18520001,0.24040797,0.33480528
0.18529999,0.24209115,0.33316159
0.18539999,0.24376586,0.33150777
0.1855,0.24543205,0.32984379
0.1856,0.24708962,0.32816976
0.1857,0.24873853,0.32648566
0.1858,0.2503787,0.32479152
0.1859,0.25201005,0.32308745
0.186,0.25363252,0.32137343
0.18610001,0.25524601,0.31964952
0.18619999,0.25685051,0.31791574
0.18629999,0.25844592,0.31617218
0.1864,0.26003218,0.31441882
0.1865,0.2616092,0.31265575
0.1866,0.26317692,0.31088299
0.1867,0.26473528,0.3091006
0.1868,0.26628423,0.30730861
0.1869,0.26782367,0.30550706
0.18700001,0.26935351,0.30369604
0.18709999,0.27087373,0.3018755
0.18719999,0.27238426,0.30004558
0.1873,0.27388501,0.29820627
0.1874,0.27537596,0.2963576
0.1875,0.27685702,0.29449967
0.1876,0.27832809,0.29263249
0.1877,0.27978912,0.29075611
0.18780001,0.28124005,0.28887063
0.18790001,0.28268081,0.28697604
0.18799999,0.28411135,0.28507242
0.1881,0.28553158,0.28315979
0.1882,0.28694144,0.28123826
0.1883,0.28834087,0.27930781
0.1884,0.2897298,0.27736855
0.1885,0.29110816,0.27542049
0.1886,0.29247591,0.27346373
0.18870001,0.29383296,0.27149826
0.18880001,0.29517928,0.26952419
0.18889999,0.29651475,0.26754153
0.189,0.29783934,0.26555037
0.1891,0.29915297,0.26355076
0.1892,0.3004556,0.26154274
0.1893,0.30174714,0.25952634
0.1894,0.30302757,0.25750169
0.1895,0.30429676,0.25546882
0.18960001,0.30555472,0.25342774
0.18970001,0.30680132,0.25137857
0.18979999,0.30803657,0.24932131
0.1899,0.30926034,0.24725607
0.19,0.31047264,0.24518283
0.1901,0.31167334,0.24310172
0.1902,0.31286243,0.24101277
0.1903,0.31403983,0.23891605
0.1904,0.31520545,0.23681164
0.19050001,0.31635931,0.23469958
0.19059999,0.31750125,0.23257993
0.19069999,0.31863129,0.23045278
0.1908,0.31974933,0.22831817
0.1909,0.32085529,0.22617616
0.191,0.32194918,0.22402683
0.1911,0.32303089,0.22187024
0.1912,0.32410035,0.21970645
0.1913,0.32515755,0.21753553
0.19140001,0.32620242,0.21535754
0.19149999,0.32723486,0.21317257
0.19159999,0.32825488,0.21098065
0.1917,0.32926235,0.20878187
0.1918,0.3302573,0.20657629
0.1919,0.33123958,0.20436399
0.192,0.3322092,0.20214504
0.1921,0.33316609,0.19991949
0.19220001,0.3341102,0.19768742
0.19230001,0.33504143,0.19544891
0.19239999,0.33595979,0.19320402
0.1925,0.33686522,0.19095282
0.1926,0.33775762,0.18869536
0.1927,0.33863696,0.18643171
0.1928,0.33950323,0.18416195
0.1929,0.34035632,0.18188617
0.193,0.34119621,0.17960444
0.19310001,0.34202284,0.17731683
0.19320001,0.34283611,0.17502342
0.19329999,0.34363607,0.17272429
0.1934,0.34442258,0.1704195
0.1935,0.34519565,0.16810912
0.1936,0.34595519,0.16579325
0.1937,0.34670115,0.16347195
0.1938,0.34743351,0.16114531
0.1939,0.34815222,0.15881339
0.19400001,0.34885722,0.15647629
0.19410001,0.34954846,0.15413406
0.19419999,0.35022587,0.1517868
0.1943,0.35088944,0.14943458
0.1944,0.35153913,0.14707749
0.1945,0.35217488,0.14471559
0.1946,0.35279661,0.14234899
0.1947,0.35340434,0.13997775
0.1948,0.35399798,0.13760196
0.19490001,0.35457748,0.13522169
0.19499999,0.35514283,0.13283704
0.19509999,0.355694,0.13044807
0.1952,0.35623088,0.12805487
0.1953,0.35675347,0.12565748
0.1954,0.35726175,0.12325602
0.1955,0.35775563,0.12085058
0.1956,0.35823512,0.11844124
0.1957,0.35870013,0.11602809
0.19580001,0.35915065,0.11361121
0.19589999,0.35958666,0.11119068
0.19599999,0.36000806,0.10876661
0.1961,0.36041483,0.10633906
0.1962,0.360807,0.10390812
0.1963,0.36118445,0.1014739
0.1964,0.36154717,0.099036463
0.1965,0.36189514,0.096595906
0.19660001,0.3622283,0.094152316
0.19670001,0.36254662,0.091705784
0.19679999,0.36285007,0.089256398
0.1969,0.36313865,0.086804248
0.197,0.36341226,0.084349424
0.1971,0.36367089,0.081892014
0.1972,0.36391455,0.079432115
0.1973,0.36414313,0.07696981
0.1974,0.36435667,0.074505195
0.19750001,0.36455512,0.072038367
0.19760001,0.36473843,0.069569409
0.19769999,0.36490658,0.067098416
0.1978,0.36505952,0.064625487
0.1979,0.36519724,0.062150665
0.198,0.36531973,0.059674051
0.1981,0.36542693,0.057195768
0.1982,0.36551884,0.054715905
0.1983,0.3655954,0.052234564
0.19840001,0.36565661,0.049751833
0.19850001,0.36570245,0.047267806
0.19859999,0.36573288,0.044782583
0.1987,0.36574787,0.042296261
0.1988,0.36574739,0.039808925
0.1989,0.36573145,0.037320685
0.199,0.36569998,0.034831628
0.1991,0.36565301,0.032341853
0.1992,0.36559048,0.029851459
0.19930001,0.36551237,0.027360542
0.19939999,0.3654187,0.024869202
0.19949999,0.36530942,0.022377534
0.1996,0.36518449,0.019885639
0.1997,0.36504391,0.017393613
0.1998,0.36488768,0.014901558
0.1999,0.36471575,0.012409572
0.2,0.36452815,0.0099177556
0.2001,0.36432481,0.0074262088
0.20020001,0.36410573,0.0049350318
0.20029999,0.36387092,0.0024443245
0.20039999,0.36362037,-4.5810935e-05
0.2005,0.363354,-0.0025352801
0.2006,0.36307186,-0.0050240452
0.2007,0.36277393,-0.0075119459
0.2008,0.36246014,-0.0099988803
0.2009,0.36213055,-0.012484748
0.20100001,0.36178514,-0.014969447
0.20110001,0.36142385,-0.017452873
0.20119999,0.36104673,-0.019934928
0.2013,0.36065376,-0.022415504
0.2014,0.3602449,-0.024894502
0.2015,0.35982016,-0.027371818
0.2016,0.35937953,-0.02984735
0.2017,0.35892302,-0.032320991
0.2018,0.35845059,-0.034792639
0.20190001,0.35796228,-0.03726219
0.20200001,0.35745808,-0.039729539
0.20209999,0.35693794,-0.042194586
0.2022,0.35640192,-0.044657219
0.2023,0.35584995,-0.047117338
0.2024,0.3552821,-0.049574833
0.2025,0.35469833,-0.052029606
0.2026,0.35409862,-0.054481544
0.2027,0.35348302,-0.056930546
0.20280001,0.35285151,-0.059376504
0.20290001,0.35220408,-0.061819326
0.20299999,0.35154074,-0.064258955
0.2031,0.35086146,-0.066695228
0.2032,0.35016629,-0.069128051
0.2033,0.34945524,-0.071557306
0.2034,0.3487283,-0.073982902
0.2035,0.34798545,-0.076404713
0.2036,0.34722674,-0.07882265
0.20370001,0.34645215,-0.081236593
0.20379999,0.3456617,-0.083646439
0.20389999,0.3448554,-0.08605209
0.204,0.34403327,-0.088453427
0.2041,0.34319529,-0.090850353
0.2042,0.34234148,-0.093242757
0.2043,0.34147188,-0.095630527
0.2044,0.34058648,-0.098013557
0.2045,0.33968532,-0.10039174
0.20460001,0.33876836,-0.10276497
0.20469999,0.33783567,-0.10513315
0.20479999,0.33688724,-0.10749614
0.2049,0.33592311,-0.10985387
0.205,0.33494326,-0.11220621
0.2051,0.33394772,-0.11455305
0.2052,0.33293653,-0.11689429
0.2053,0.33190969,-0.11922984
0.2054,0.33086717,-0.12155961
0.20550001,0.32980907,-0.12388345
0.20559999,0.32873538,-0.12620126
0.2057,0.32764614,-0.12851295
0.2058,0.32654133,-0.13081838
0.2059,0.32542101,-0.13311747
0.206,0.32428521,-0.1354101
0.2061,0.32313395,-0.13769615
0.2062,0.32196724,-0.13997553
0.20630001,0.32078511,-0.14224814
0.20640001,0.31958762,-0.14451385
0.20649999,0.31837475,-0.14677255
0.2066,0.31714657,-0.14902414
0.2067,0.3159031,-0.15126853
0.2068,0.31464434,-0.15350558
0.2069,0.31337035,-0.15573519
0.207,0.31208119,-0.15795729
0.2071,0.31077683,-0.1601717
0.20720001,0.30945736,-0.16237839
0.20730001,0.30812278,-0.16457719
0.20739999,0.30677313,-0.16676801
0.2075,0.30540848,-0.16895077
0.2076,0.30402881,-0.17112532
0.2077,0.30263421,-0.17329159
0.2078,0.30122465,-0.17544951
0.2079,0.29980022,-0.17759889
0.208,0.29836094,-0.17973968
0.20810001,0.29690689,-0.18187174
0.20819999,0.29543805,-0.18399498
0.20829999,0.29395452,-0.18610927
0.2084,0.29245633,-0.18821454
0.2085,0.2909435,-0.19031064
0.2086,0.2894161,-0.19239749
0.2087,0.28787416,-0.194475
0.2088,0.28631774,-0.19654302
0.2089,0.28474689,-0.19860147
0.20900001,0.28316164,-0.20065024
0.20909999,0.28156203,-0.20268923
0.20919999,0.27994815,-0.20471832
0.2093,0.27832001,-0.20673741
0.2094,0.2766777,-0.2087464
0.2095,0.27502126,-0.21074519
0.2096,0.27335072,-0.21273366
0.2097,0.27166617,-0.21471171
0.2098,0.26996762,-0.21667923
0.20990001,0.26825514,-0.21863613
0.20999999,0.26652884,-0.22058229
0.2101,0.26478869,-0.22251764
0.2102,0.26303476,-0.22444206
0.2103,0.26126713,-0.22635546
0.2104,0.25948587,-0.22825772
0.2105,0.25769103,-0.23014872
0.2106,0.25588265,-0.23202838
0.21070001,0.25406086,-0.23389658
0.21080001,0.25222564,-0.23575324
0.21089999,0.25037712,-0.23759824
0.211,0.24851531,-0.23943149
0.2111,0.24664031,-0.24125287
0.2112,0.24475217,-0.2430623
0.2113,0.24285097,-0.24485968
0.2114,0.24093677,-0.24664488
0.2115,0.23900963,-0.24841784
0.21160001,0.23706964,-0.25017843
0.21170001,0.23511684,-0.25192654
0.21179999,0.23315133,-0.25366211
0.2119,0.23117316,-0.25538501
0.212,0.22918242,-0.25709516
0.2121,0.22717917,-0.25879246
0.2122,0.22516349,-0.2604768
0.2123,0.22313546,-0.26214808
0.2124,0.22109513,-0.26380622
0.21250001,0.21904257,-0.26545113
0.21259999,0.21697786,-0.26708269
0.21269999,0.21490109,-0.26870084
0.2128,0.21281232,-0.27030545
0.2129,0.21071166,-0.27189645
0.213,0.20859918,-0.27347371
0.2131,0.20647496,-0.27503717
0.2132,0.20433907,-0.27658668
0.2133,0.20219161,-0.27812222
0.21340001,0.20003265,-0.27964365
0.21349999,0.19786227,-0.28115091
0.21359999,0.19568057,-0.28264388
0.2137,0.19348763,-0.28412247
0.2138,0.19128354,-0.2855866
0.2139,0.18906838,-0.28703615
0.214,0.18684223,-0.28847107
0.2141,0.1846052,-0.28989124
0.2142,0.18235736,-0.2912966
0.21430001,0.1800988,-0.29268703
0.21439999,0.17782962,-0.29406247
0.2145,0.17554992,-0.29542279
0.2146,0.17325979,-0.29676792
0.2147,0.17095931,-0.29809782
0.2148,0.16864859,-0.29941231
0.2149,0.16632764,-0.30071139
0.215,0.16399662,-0.30199498
0.21510001,0.16165563,-0.30326292
0.21520001,0.15930475,-0.30451518
0.21529999,0.15694411,-0.30575168
0.2154,0.15457377,-0.3069723
0.2155,0.15219386,-0.30817693
0.2156,0.14980446,-0.30936557
0.2157,0.14740567,-0.31053811
0.2158,0.14499761,-0.31169444
0.2159,0.14258036,-0.3128345
0.21600001,0.14015403,-0.3139582
0.21610001,0.13771874,-0.31506547
0.21619999,0.13527457,-0.31615624
0.2163,0.13282163,-0.3172304
0.2164,0.13036004,-0.31828791
0.2165,0.12788989,-0.31932867
0.2166,0.12541129,-0.32035258
0.2167,0.12292436,-0.32135963
0.2168,0.1204292,-0.3223497
0.21690001,0.11792591,-0.32332268
0.21699999,0.11541462,-0.32427859
0.21709999,0.11289543,-0.32521728
0.2172,0.11036845,-0.32613871
0.2173,0.10783373,-0.32704279
0.2174,0.10529142,-0.32792947
0.2175,0.10274165,-0.32879868
0.2176,0.10018453,-0.32965031
0.2177,0.097620174,-0.33048436
0.21780001,0.095048696,-0.33130071
0.21789999,0.092470214,-0.33209929
0.21799999,0.089884847,-0.33288005
0.2181,0.087292708,-0.3336429
0.2182,0.084693909,-0.33438784
0.2183,0.082088582,-0.33511472
0.2184,0.079476833,-0.33582354
0.2185,0.076858789,-0.3365142
0.2186,0.074234568,-0.33718663
0.21870001,0.071604297,-0.33784083
0.21879999,0.068968087,-0.33847666
0.2189,0.066326067,-0.3390941
0.219,0.063678354,-0.3396931
0.2191,0.061025079,-0.34027359
0.2192,0.058366366,-0.34083551
0.2193,0.055702336,-0.34137878
0.2194,0.053033117,-0.34190339
0.21950001,0.050358836,-0.34240922
0.21960001,0.047679618,-0.34289628
0.21969999,0.044995505,-0.34336448
0.2198,0.042306695,-0.34381381
0.2199,0.039613321,-0.34424415
0.22,0.036915507,-0.34465548
0.2201,0.034213383,-0.34504774
0.2202,0.031507079,-0.34542093
0.2203,0.028796725,-0.34577495
0.22040001,0.026082452,-0.34610975
0.22050001,0.023364389,-0.34642529
0.22059999,0.020642672,-0.34672156
0.2207,0.01791743,-0.34699845
0.2208,0.015188797,-0.34725598
0.2209,0.012456908,-0.34749407
0.221,0.0097218947,-0.34771267
0.2211,0.0069838939,-0.34791175
0.2212,0.00424304,-0.34809127
0.22130001,0.0014994693,-0.34825119
0.22139999,-0.0012466824,-0.3483915
0.22149999,-0.0039952775,-0.34851208
0.2216,-0.006746179,-0.34861299
0.2217,-0.0094992481,-0.34869412
0.2218,-0.012254347,-0.34875548
0.2219,-0.015011336,-0.34879702
0.222,-0.017770084,-0.34881869
0.2221,-0.02053052,-0.34882045
0.22220001,-0.023292441,-0.3488023
0.22229999,-0.026055707,-0.34876418
0.22239999,-0.028820178,-0.3487061
0.2225,-0.031585708,-0.34862798
0.2226,-0.034352165,-0.34852985
0.2227,-0.0371194,-0.34841162
0.2228,-0.039887272,-0.34827331
0.2229,-0.042655636,-0.34811488
0.223,-0.045424353,-0.3479363
0.22310001,-0.04819328,-0.34773755
0.22319999,-0.050962269,-0.34751862
0.2233,-0.053731177,-0.34727949
0.2234,-0.056499857,-0.34702012
0.2235,-0.059268169,-0.34674048
0.2236,-0.062035963,-0.34644061
0.2237,-0.064803094,-0.34612045
0.2238,-0.06756942,-0.34577996
0.22390001,-0.070334777,-0.34541917
0.22400001,-0.073099039,-0.34503809
0.22409999,-0.07586205,-0.34463662
0.2242,-0.078623705,-0.3442148
0.2243,-0.081383854,-0.34377262
0.2244,-0.084142327,-0.34331003
0.2245,-0.086898968,-0.34282708
0.2246,-0.089653634,-0.34232372
0.2247,-0.092406169,-0.34179997
0.22480001,-0.095156431,-0.34125581
0.22490001,-0.097904265,-0.34069124
0.22499999,-0.10064954,-0.34010625
0.2251,-0.10339207,-0.33950087
0.2252,-0.10613175,-0.33887506
0.2253,-0.10886839,-0.33822882
0.2254,-0.11160186,-0.33756217
0.2255,-0.11433201,-0.33687511
0.2256,-0.11705868,-0.33616766
0.22570001,-0.11978173,-0.33543977
0.22579999,-0.12250099,-0.33469149
0.22589999,-0.12521634,-0.33392283
0.226,-0.12792759,-0.33313379
0.2261,-0.13063461,-0.33232439
0.2262,-0.13333723,-0.3314946
0.2263,-0.13603534,-0.33064446
0.2264,-0.13872878,-0.32977393
0.2265,-0.14141741,-0.32888308
0.22660001,-0.14410104,-0.32797191
0.22669999,-0.14677954,-0.32704046
0.22679999,-0.14945273,-0.3260887
0.2269,-0.15212049,-0.32511666
0.227,-0.15478264,-0.3241244
0.2271,-0.15743904,-0.32311189
0.2272,-0.16008954,-0.32207918
0.2273,-0.16273399,-0.3210263
0.2274,-0.16537222,-0.31995323
0.22750001,-0.16800408,-0.31886005
0.22759999,-0.17062944,-0.31774676
0.2277,-0.17324811,-0.31661338
0.2278,-0.17585997,-0.31545994
0.2279,-0.17846484,-0.31428647
0.228,-0.18106259,-0.31309304
0.2281,-0.18365304,-0.31187963
0.2282,-0.18623607,-0.3106463
0.22830001,-0.18881148,-0.30939308
0.22840001,-0.19137916,-0.30811998
0.22849999,-0.19393897,-0.30682707
0.2286,-0.19649076,-0.30551434
0.2287,-0.19903436,-0.30418184
0.2288,-0.2015696,-0.30282965
0.2289,-0.20409635,-0.30145776
0.229,-0.20661443,-0.30006629
0.2291,-0.2091237,-0.29865521
0.22920001,-0.21162403,-0.29722461
0.22930001,-0.21411523,-0.29577449
0.22939999,-0.21659717,-0.29430494
0.2295,-0.21906969,-0.29281601
0.2296,-0.22153264,-0.29130772
0.2297,-0.22398588,-0.28978014
0.2298,-0.22642924,-0.28823331
0.2299,-0.22886258,-0.28666732
0.23,-0.23128574,-0.28508216
0.23010001,-0.23369856,-0.28347796
0.23019999,-0.23610091,-0.28185472
0.23029999,-0.23849264,-0.28021252
0.2304,-0.24087358,-0.27855143
0.2305,-0.24324359,-0.27687147
0.2306,-0.24560252,-0.27517277
0.2307,-0.24795024,-0.27345529
0.2308,-0.25028658,-0.27171916
0.2309,-0.2526114,-0.26996443
0.23100001,-0.25492457,-0.26819119
0.23109999,-0.25722587,-0.2663995
0.23119999,-0.25951523,-0.26458943
0.2313,-0.26179245,-0.26276103
0.2314,-0.26405743,-0.26091436
0.2315,-0.26630995,-0.25904956
0.2316,-0.26854995,-0.25716665
0.2317,-0.2707772,-0.25526571
0.2318,-0.27299163,-0.25334683
0.23190001,-0.27519304,-0.2514101
0.23199999,-0.27738127,-0.24945556
0.2321,-0.27955624,-0.24748333
0.2322,-0.28171775,-0.24549347
0.2323,-0.28386569,-0.24348608
0.2324,-0.28599989,-0.24146122
0.2325,-0.28812021,-0.239419
0.2326,-0.29022652,-0.23735949
0.23270001,-0.29231864,-0.23528279
0.23280001,-0.29439652,-0.23318894
0.23289999,-0.29645997,-0.23107804
0.233,-0.29850882,-0.2289502
0.2331,-0.30054295,-0.22680551
0.2332,-0.30256224,-0.22464406
0.2333,-0.3045665,-0.22246598
0.2334,-0.30655563,-0.22027132
0.2335,-0.3085295,-0.2180602
0.23360001,-0.31048793,-0.21583271
0.23370001,-0.3124308,-0.21358897
0.23379999,-0.314358,-0.21132904
0.2339,-0.31626934,-0.20905307
0.234,-0.31816471,-0.20676114
0.2341,-0.32004401,-0.20445333
0.2342,-0.32190704,-0.2021298
0.2343,-0.32375371,-0.19979061
0.2344,-0.32558388,-0.19743589
0.23450001,-0.32739741,-0.19506574
0.23459999,-0.32919419,-0.19268028
0.23469999,-0.33097404,-0.19027962
0.2348,-0.33273685,-0.18786387
0.2349,-0.33448249,-0.18543315
0.235,-0.33621088,-0.1829875
0.2351,-0.33792186,-0.18052709
0.2352,-0.33961526,-0.17805204
0.2353,-0.34129101,-0.17556247
0.23540001,-0.34294894,-0.17305851
0.23549999,-0.34458894,-0.17054027
0.23559999,-0.3462109,-0.16800787
0.2357,-0.34781468,-0.16546142
0.2358,-0.34940013,-0.16290107
0.2359,-0.3509672,-0.16032694
0.236,-0.3525157,-0.15773915
0.2361,-0.35404551,-0.15513782
0.2362,-0.35555655,-0.15252309
0.23630001,-0.35704869,-0.14989509
0.23639999,-0.35852179,-0.14725395
0.23649999,-0.35997576,-0.1445998
0.2366,-0.36141044,-0.14193276
0.2367,-0.36282575,-0.13925299
0.2368,-0.36422154,-0.13656062
0.2369,-0.36559775,-0.13385577
