"time","n_nt[1]","n_nt[2]","n_nt[3]","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","Nu[1]","Nu[2]","Nu[3]","m_flow_1[1]","m_flow_1[2]","m_flow_1[3]","m_flow_2[1]","m_flow_2[2]","m_flow_2[3]","m_flow_3[1]","m_flow_3[2]","m_flow_3[3]","kc_1[1]","kc_1[2]","kc_1[3]","kc_2[1]","kc_2[2]","kc_2[3]","kc_3[1]","kc_3[2]","kc_3[3]","Re_1[1]","Re_1[2]","Re_1[3]","Re_2[1]","Re_2[2]","Re_2[3]","Re_3[1]","Re_3[2]","Re_3[3]","input_Nu.y"
0,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,10,10,10,0.00026705425280465532,0.0040808152577102696,0.028882194060579611,0.00017219938885250878,0.0028239845738939821,0.02330101949162779,0.00013696964681861123,0.0023257500647847216,0.020695834947327432,25.690000000000001,598.5,387,25.690000000000001,598.5,387,25.690000000000001,598.5,387,1864.1668599812956,518.75552724394265,32.257852295302634,1202.0343830386046,358.98650491252954,26.024367938057299,956.11387476899426,295.65065431851775,23.114697777411621,10
0.000202,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,212,212,212,0.015573318835886132,0.21231846887223535,7.7621606555169471,0.013505950772420946,0.20010755353237722,5.8953224530135602,0.012294275139352119,0.19217390102214296,4.5204483320010347,544.62800000000004,12688.200000000001,8204.3999999999996,544.62800000000004,12688.200000000001,8204.3999999999996,544.62800000000004,12688.200000000001,8204.3999999999996,108709.24004725432,26990.042995781925,8669.377104554027,94278.018709938391,25437.784580434418,6584.3488387210245,85819.941235074104,24429.254217992562,5048.7838388033533,212
0.00040400000000000001,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,414,414,414,0.037604468498534244,0.46965165829990424,11.588398061608835,0.031775177060796564,0.43719929840337296,10.707938607474576,0.028501232804468354,0.41667320487941878,9.906250672153794,1063.566,24777.900000000001,16021.800000000001,1063.566,24777.900000000001,16021.800000000001,1063.566,24777.900000000001,16021.800000000001,262497.23876689421,59702.382547712092,12942.812870326909,221805.98670377079,55577.020333231136,11959.448138274562,198952.28443175528,52967.731797525194,11064.061487583767,414
0.00060599999999999998,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,616,616,616,0.063223934351892497,0.75250925564533411,14.2141314340808,0.052525081277435298,0.69468830287785766,13.662879915760367,0.046677968717910218,0.65875962605517191,13.169331951268905,1582.5040000000001,36867.599999999999,23839.200000000001,1582.5040000000001,36867.599999999999,23839.200000000001,1582.5040000000001,36867.599999999999,23839.200000000001,441333.40674654272,95659.399168017306,15875.433540293687,366650.27726348204,88309.167181414363,15259.753512029762,325834.62521685398,83741.893607068007,14708.52124394724,616
0.00080800000000000002,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,818,818,818,0.091437883258562974,1.0534545356422795,16.503659394376214,0.075000363573384743,0.96626322730897418,16.07758091718599,0.066197593852265035,0.91281069294563633,15.736212870249545,2101.442,48957.300000000003,31656.600000000002,2101.442,48957.300000000003,31656.600000000002,2101.442,48957.300000000003,31656.600000000002,638280.31168684026,133915.73216457351,18432.554187508562,523538.53492953978,122831.92408478509,17956.677024070726,462090.97729726497,116037.00789891077,17575.410974361526,818
0.00101,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,1020,1020,1020,0.12171553040069326,1.3686242232901247,19.826929438564761,0.098810271188083137,1.248706916266398,19.097612104250224,0.086741603585646143,1.1759948769000141,18.611218310234342,2620.3800000000001,61047,39474,2620.3800000000001,61047,39474,2620.3800000000001,61047,39474,849632.82080360479,173980.27984978375,22144.237378819642,689743.11788746121,158736.32443836634,21329.679772933585,605498.02554268658,149493.12916084842,20786.437831832893,1020
0.001212,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,1222,1222,1222,0.1537197040614828,1.6956063356182502,24.339112552753509,0.12371240535290649,1.54003941079073,23.308493072196985,0.10811497565462838,1.4465851209454943,22.621622630894151,3139.3180000000002,73136.699999999997,47291.400000000001,3139.3180000000002,73136.699999999997,47291.400000000001,3139.3180000000002,73136.699999999997,47291.400000000001,1073037.3136845739,215546.42959391361,27183.789987654174,863571.96639049635,195770.67474734399,26032.715006760332,754694.42095149227,183890.71294062515,25265.565350640634,1222
0.0014140000000000001,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,1424,1424,1424,0.18721482635005762,2.0327362307005283,28.951572483365837,0.14954063458870454,1.8389102947173857,27.678474038438974,0.13018542062090324,1.7234120331067031,26.833718476341254,3658.2560000000003,85226.400000000009,55108.800000000003,3658.2560000000003,85226.400000000009,55108.800000000003,3658.2560000000003,85226.400000000009,55108.800000000003,1306849.3435834423,258402.57118049235,32335.339445691039,1043865.4029776835,233763.30935051598,30913.445336549175,908756.71975062753,219081.10547363016,29969.957452954615,1424
0.001616,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,1626,1626,1626,0.2220259174861022,2.3787889419492334,33.651435446128055,0.17617355923623362,2.1443358722365855,32.122709498901465,0.15285709402700479,2.0056290138386812,31.112298512583919,4177.1940000000004,97316.100000000006,62926.200000000004,4177.1940000000004,97316.100000000006,62926.200000000004,4177.1940000000004,97316.100000000006,62926.200000000004,1549847.4676502824,302392.9861689778,37584.507322028767,1229775.9997605004,272589.18028412422,35877.108787755424,1067015.8816254579,254956.68655027915,34748.604205111253,1626
0.001818,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,1828,1828,1828,0.25801731068796158,2.7328216985327511,38.428886883051277,0.20351838342214748,2.4555658077426497,36.632507302024948,0.17605727027142701,2.292593756613956,35.4493871928494,4696.1320000000005,109405.8,70743.600000000006,4696.1320000000005,109405.8,70743.600000000006,4696.1320000000005,109405.8,70743.600000000006,1801084.6666344909,347397.82900181849,42920.33196460989,1420655.9970046671,312152.90446460497,40913.99729801558,1228964.2469720789,291435.8058040964,39592.597904003575,1828
0.0020200000000000001,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,2030,2030,2030,0.29508041524340312,3.0940844046276785,43.276181721846832,0.23150176297354833,2.7720078879794059,41.201036365089088,0.19972883687388224,2.5838017218163616,39.838733616645982,5215.0700000000006,121495.5,78561,5215.0700000000006,121495.5,78561,5215.0700000000006,121495.5,78561,2059802.9252454673,393321.74707670853,48334.163081930201,1615993.4171810756,352379.19941026141,46016.48138956396,1394203.143266367,328454.32587573817,44494.957063933114,2030
0.002222,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,2232,2232,2232,0.33312614536421159,3.4619647622056999,48.187043054587946,0.26006420781319506,3.0931822107534543,45.822781289732475,0.22382573364680225,2.8788458053975816,44.275303238443001,5734.0079999999998,133585.20000000001,86378.400000000009,5734.0079999999998,133585.20000000001,86378.400000000009,5734.0079999999998,133585.20000000001,86378.400000000009,2325380.3819238394,440086.90472443699,53818.990141190559,1815372.9909977147,393207.05968476762,51178.401041963079,1562411.0482920408,365960.495469963,49450.058717830216,2232
0.0024239999999999999,1,5,10,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,2434,2434,2434,0.37207996747599459,3.8359526516996683,53.156274880270161,0.28915645805703361,3.4186916314806495,50.493192221890936,0.24831001705294553,3.1773904219650833,48.754952237498919,6252.9459999999999,145674.89999999999,94195.800000000003,6252.9459999999999,145674.89999999999,94195.800000000003,6252.9459999999999,145674.89999999999,94195.800000000003,2597296.756547201,487628.45525915798,59369.009849449423,2018450.8608211051,434586.00004556042,56394.674628794273,1733323.0979477675,403911.65478321572,54453.27472847169,2434
