"time","bodyOfConstraint.r_0[1]","bodyOfConstraint.r_0[2]","bodyOfConstraint.r_0[3]","bodyOfConstraint.v_0[1]","bodyOfConstraint.v_0[2]","bodyOfConstraint.v_0[3]","jointPrismatic_x.s","jointPrismatic_x.v","jointPrismatic_y.s","jointPrismatic_y.v"
0,0.20000000000000007,-0.29999999999999993,0.20000000000000004,0,0,0,0,0,0,0
0.002,0.20000198589407542,-0.30002081645049333,0.19999344959527443,0.0019858892264973155,-0.020816399666421435,-0.0065503887315694169,-1.8765095466805523e-05,-0.018765049648375925,-1.1315802308917534e-05,-0.011315774679306353
0.0040000000000000001,0.20000794335746716,-0.30008326350811526,0.19997379910291649,0.0039716007009700082,-0.041630936108481342,-0.013100191154072053,-7.5058314056277537e-05,-0.037528419683648215,-4.5261962296111413e-05,-0.022630536511655992
0.0060000000000000001,0.20001787192074966,-0.30018733625227639,0.19994105007130963,0.0059569963224939404,-0.06244216173081904,-0.019648951746260704,-0.00016887522007850661,-0.056288805163595884,-0.00010183580513425616,-0.033943498585614136
0.0080000000000000002,0.2000317707419037,-0.30033302585680027,0.19989520527782598,0.0079419115835065637,-0.083248352139583967,-0.026196127885480688,-0.00030020785713166646,-0.075044651624587483,-0.00018103253292235975,-0.045253723522355217
0.01,0.20004963876787776,-0.30052032128343475,0.19983626819592126,0.0099262045251308755,-0.10404801929975346,-0.032741251325157178,-0.00046904627472689871,-0.093794617669863065,-0.00028284614527715701,-0.056560402427483551
0.012,0.20007147460456032,-0.30074920791888671,0.19976424342402524,0.01190971541787105,-0.12483948890191546,-0.039283795202927699,-0.00067537729963687923,-0.11253719398466405,-0.00040726869842684827,-0.067862625148025796
0.014,0.20009727660322432,-0.30101966848094441,0.19967913640040799,0.013892277348737781,-0.14562101133816188,-0.045823208961918396,-0.0009191853527233052,-0.13127080337601857,-0.00055429079777765137,-0.079159440598819242
0.016,0.20012704260525785,-0.3013316803427018,0.19958095424517822,0.015873729118298718,-0.1663908968909775,-0.052358960891230676,-0.0012004500368466378,-0.14999392263945419,-0.00072390014336556538,-0.090449930251060559
0.018000000000000002,0.20016076992317341,-0.30168521533349535,0.1994697058229237,0.017853912193880064,-0.18714748379622415,-0.058890528076179088,-0.0015191459574183902,-0.16870505376921235,-0.00091608142164510296,-0.10173319077137512
0.02,0.2001984555666283,-0.30208024210808865,0.1993454009971887,0.019832668936947826,-0.20788911966227711,-0.065417390551368387,-0.001875244858115336,-0.18740270720843388,-0.0011308175933761409,-0.1130083239212773
0.021999999999999999,0.2002400969331119,-0.3025167333865601,0.19920804835226719,0.021809839925690629,-0.22861413340492023,-0.071939022469322877,-0.0022687221473130775,-0.20608537654972839,-0.0013680938292197815,-0.12427442130100712
0.024,0.20028569027722221,-0.30299464990902597,0.19905766024224059,0.02378526607952124,-0.24932085751670227,-0.07845489910808319,-0.002699542433989113,-0.22475155861000112,-0.0016278887875412402,-0.13553057645513075
0.026000000000000002,0.20033523238226808,-0.30351395795762698,0.19889424727725713,0.025758788417953409,-0.27000762553944496,-0.084964496075869492,-0.0031676753230074441,-0.24339975115202825,-0.00191018413934503,-0.14677588349859799
0.028000000000000001,0.20038872031088395,-0.30407462674244046,0.19871781914611836,0.027730248013385531,-0.2906727715693172,-0.091467289155340664,-0.0036730930586350626,-0.2620284524383043,-0.0022149631472589272,-0.15800943684770108
0.029999999999999999,0.20044614607511191,-0.30467657253245273,0.19852840219683329,0.029699491387781145,-0.31131468682567498,-0.097962772104362134,-0.0042157201611224748,-0.28063621222531238,-0.002542180295184967,-0.16923036197084154
0.032000000000000001,0.20050750483255181,-0.30531974456886923,0.19832601240189685,0.031666361512482796,-0.33193172530971415,-0.10445042696919589,-0.0047955108736956013,-0.2992215467190355,-0.0028918079906917293,-0.18043776410466508
0.034000000000000002,0.20057279288995714,-0.30600410413850698,0.19811066194335769,0.033630700061698687,-0.35252222742586575,-0.11092973151754977,-0.0054124302981584044,-0.3177829598685839,-0.0032638251893305987,-0.19163074109462921
