"Time","vLV.y","iLV.y","vHV.y","iHV.y"
0.0086589996,13.49464,-149.46407,23.957853,4.214664
0.0086599998,13.484211,-148.42108,23.971743,2.8256495
0.0086599998,13.484211,-148.42108,23.971743,2.8256495
0.0086599998,13.484211,-148.42108,23.971743,2.8256495
0.0086610001,13.47543,-147.543,23.507666,49.233379
0.0086620003,13.470035,-147.00345,23.193356,80.664452
0.0086629996,13.467353,-146.73532,22.979454,102.05466
0.0086639998,13.466856,-146.68559,22.832993,116.70074
0.0086650001,13.46812,-146.812,22.731785,126.82156
0.0086660003,13.470807,-147.08075,22.660957,133.90428
0.0086669996,13.474647,-147.46465,22.610514,138.94861
0.0086679999,13.479419,-147.94183,22.573719,142.62804
0.0086690001,13.484946,-148.4946,22.546101,145.38988
0.0086700004,13.491087,-149.10866,22.524656,147.53447
0.0086709997,13.497724,-149.77235,22.507349,149.26515
0.0086719999,13.504763,-150.47624,22.492826,150.71744
0.0086730001,13.512127,-151.21265,22.480179,151.98204
0.0086740004,13.519753,-151.9753,22.468798,153.12024
0.0086749997,13.527591,-152.75905,22.458269,154.17313
0.0086749997,13.527591,-152.75905,22.458269,154.17313
0.0086759999,13.533496,-153.34955,22.966631,103.33684
0.0086770002,13.535848,-153.58475,23.307301,69.269951
0.0086780004,13.535292,-153.52914,23.535688,46.431149
0.0086789997,13.532355,-153.23549,23.688772,31.122759
0.00868,13.52747,-152.74698,23.791367,20.863272
0.0086810002,13.52099,-152.09908,23.86013,13.987035
0.0086820005,13.513208,-151.3208,23.906229,9.3770323
0.0086829998,13.504359,-150.43597,23.937136,6.2863727
0.008684,13.49464,-149.46407,23.957853,4.214664
0.0086850002,13.484211,-148.4211,23.971743,2.8256497
0.0086850002,13.484211,-148.4211,23.971743,2.8256497
0.0086850002,13.484211,-148.4211,23.971743,2.8256497
0.0086859995,13.47543,-147.54301,23.507666,49.233379
0.0086869998,13.470035,-147.00345,23.193356,80.664459
0.008688,13.467353,-146.73532,22.979454,102.05467
0.0086890003,13.466856,-146.68559,22.832993,116.70075
0.0086899996,13.46812,-146.81201,22.731785,126.82157
0.0086909998,13.470807,-147.08075,22.660957,133.90428
0.0086920001,13.474647,-147.46466,22.610514,138.94861
0.0086930003,13.479419,-147.94183,22.573719,142.62804
0.0086939996,13.484946,-148.49461,22.546101,145.38989
0.0086949999,13.491087,-149.10866,22.524654,147.53447
0.0086960001,13.497724,-149.77235,22.507349,149.26515
0.0086970003,13.504763,-150.47626,22.492826,150.71744
0.0086979996,13.512127,-151.21266,22.480179,151.98206
0.0086989999,13.519753,-151.9753,22.468798,153.12024
0.0087000001,13.527591,-152.75905,22.458269,154.17314
0.0087000001,13.527591,-152.75905,22.458269,154.17314
0.0087010004,13.533496,-153.34955,22.966631,103.33685
0.0087019997,13.535848,-153.58475,23.307301,69.269951
0.0087029999,13.535292,-153.52916,23.535688,46.431149
0.0087040002,13.532355,-153.23549,23.688772,31.122761
0.0087050004,13.52747,-152.74698,23.791367,20.863272
0.0087059997,13.52099,-152.09908,23.86013,13.987035
0.0087069999,13.513208,-151.32082,23.906229,9.3770323
0.0087080002,13.50436,-150.43597,23.937136,6.2863731
0.0087090004,13.49464,-149.46408,23.957853,4.2146645
0.0087099997,13.484211,-148.4211,23.971743,2.8256497
0.0087099997,13.484211,-148.4211,23.971743,2.8256497
0.0087099997,13.484211,-148.4211,23.971743,2.8256497
0.008711,13.47543,-147.54301,23.507666,49.233383
0.0087120002,13.470035,-147.00346,23.193356,80.664459
0.0087130005,13.467353,-146.73532,22.979454,102.05467
0.0087139998,13.466856,-146.68561,22.832993,116.70075
0.008715,13.468121,-146.81201,22.731785,126.82158
0.0087160002,13.470807,-147.08075,22.660957,133.9043
0.0087169996,13.474647,-147.46466,22.610514,138.94861
0.0087179998,13.479419,-147.94183,22.573719,142.62805
0.008719,13.484946,-148.49461,22.546101,145.38989
0.0087200003,13.491087,-149.10866,22.524654,147.53447
0.0087209996,13.497724,-149.77235,22.507349,149.26515
0.0087219998,13.504763,-150.47626,22.492826,150.71744
0.0087230001,13.512127,-151.21266,22.480179,151.98206
0.0087240003,13.519753,-151.9753,22.468798,153.12024
0.0087249996,13.527591,-152.75905,22.458269,154.17314
0.0087249996,13.527591,-152.75905,22.458269,154.17314
0.0087259999,13.533496,-153.34956,22.966631,103.33685
0.0087270001,13.535848,-153.58476,23.307301,69.269958
0.0087280003,13.535292,-153.52916,23.535688,46.431152
0.0087289996,13.532355,-153.23549,23.688772,31.122761
0.0087299999,13.52747,-152.74699,23.791367,20.863272
0.0087310001,13.52099,-152.09909,23.86013,13.987036
0.0087320004,13.513208,-151.32082,23.906229,9.3770332
0.0087329997,13.50436,-150.43597,23.937136,6.2863731
0.0087339999,13.49464,-149.46408,23.957853,4.2146645
0.0087350002,13.484211,-148.4211,23.971743,2.8256497
0.0087350002,13.484211,-148.4211,23.971743,2.8256497
0.0087350002,13.484211,-148.4211,23.971743,2.8256497
0.0087360004,13.47543,-147.54301,23.507666,49.233383
0.0087369997,13.470035,-147.00346,23.193356,80.664459
0.0087379999,13.467353,-146.73534,22.979454,102.05468
0.0087390002,13.466856,-146.68561,22.832993,116.70076
0.0087400004,13.468121,-146.81201,22.731785,126.82158
0.0087409997,13.470808,-147.08076,22.660957,133.9043
0.008742,13.474647,-147.46466,22.610514,138.94862
0.0087430002,13.479419,-147.94185,22.573719,142.62805
0.0087440005,13.484946,-148.49461,22.546101,145.38989
0.0087449998,13.491087,-149.10867,22.524654,147.53448
0.008746,13.497724,-149.77237,22.507349,149.26517
0.0087470002,13.504763,-150.47626,22.492826,150.71745
0.0087479996,13.512127,-151.21266,22.480179,151.98206
0.0087489998,13.519753,-151.97531,22.468798,153.12025
0.00875,13.527591,-152.75906,22.458269,154.17314
0.00875,13.527591,-152.75906,22.458269,154.17314
0.0087510003,13.533496,-153.34956,22.966631,103.33685
0.0087519996,13.535848,-153.58476,23.307301,69.269958
0.0087529998,13.535292,-153.52916,23.535688,46.431152
0.0087540001,13.532355,-153.2355,23.688772,31.122763
0.0087550003,13.52747,-152.74699,23.791367,20.863274
0.0087559996,13.520991,-152.09909,23.86013,13.987036
0.0087569999,13.513208,-151.32082,23.906229,9.3770332
0.0087580001,13.50436,-150.43599,23.937136,6.2863731
0.0087590003,13.494641,-149.46408,23.957853,4.2146645
0.0087599996,13.484211,-148.42111,23.971743,2.82565
0.0087599996,13.484211,-148.42111,23.971743,2.82565
0.0087599996,13.484211,-148.42111,23.971743,2.82565
0.0087609999,13.47543,-147.54303,23.507666,49.233387
0.0087620001,13.470035,-147.00346,23.193356,80.664467
0.0087630004,13.467354,-146.73534,22.979454,102.05468
0.0087639997,13.466856,-146.68561,22.832993,116.70076
0.0087649999,13.468121,-146.81203,22.731785,126.82159
0.0087660002,13.470808,-147.08076,22.660957,133.9043
0.0087670004,13.474647,-147.46468,22.610514,138.94862
0.0087679997,13.479419,-147.94185,22.573719,142.62805
0.0087689999,13.484946,-148.49461,22.546101,145.38991
0.0087700002,13.491087,-149.10867,22.524654,147.53448
0.0087710004,13.497724,-149.77237,22.507349,149.26517
0.0087719997,13.504763,-150.47627,22.492825,150.71745
0.008773,13.512127,-151.21268,22.480179,151.98207
0.0087740002,13.519753,-151.97531,22.468798,153.12025
0.0087750005,13.527591,-152.75906,22.458269,154.17316
0.0087750005,13.527591,-152.75906,22.458269,154.17316
0.0087759998,13.533496,-153.34956,22.966631,103.33685
0.008777,13.535848,-153.58476,23.307301,69.269958
0.0087780003,13.535292,-153.52917,23.535688,46.431152
0.0087789996,13.532355,-153.2355,23.688772,31.122763
0.0087799998,13.52747,-152.74699,23.791367,20.863274
0.008781,13.520991,-152.09909,23.86013,13.987037
0.0087820003,13.513208,-151.32082,23.906229,9.3770332
0.0087829996,13.50436,-150.43599,23.937136,6.2863736
0.0087839998,13.494641,-149.4641,23.957853,4.2146645
0.0087850001,13.484211,-148.42111,23.971743,2.82565
0.0087850001,13.484211,-148.42111,23.971743,2.82565
0.0087850001,13.484211,-148.42111,23.971743,2.82565
0.0087860003,13.47543,-147.54303,23.507666,49.233387
0.0087869996,13.470035,-147.00348,23.193356,80.664467
0.0087879999,13.467354,-146.73534,22.979454,102.05468
0.0087890001,13.466856,-146.68562,22.832993,116.70077
0.0087900003,13.468121,-146.81203,22.731785,126.82159
0.0087909997,13.470808,-147.08076,22.660957,133.9043
0.0087919999,13.474647,-147.46468,22.610514,138.94862
0.0087930001,13.479419,-147.94185,22.573719,142.62807
0.0087940004,13.484946,-148.49463,22.546101,145.38991
0.0087949997,13.491087,-149.10867,22.524654,147.53448
0.0087959999,13.497724,-149.77237,22.507349,149.26517
0.0087970002,13.504763,-150.47627,22.492825,150.71745
0.0087980004,13.512127,-151.21268,22.480179,151.98207
0.0087989997,13.519753,-151.97531,22.468798,153.12025
0.0088,13.527591,-152.75906,22.458269,154.17316
0.0088,13.527591,-152.75906,22.458269,154.17316
0.0088010002,13.533496,-153.34958,22.966631,103.33686
0.0088020004,13.535848,-153.58478,23.307301,69.269958
0.0088029997,13.535292,-153.52917,23.535688,46.431156
0.008804,13.532355,-153.2355,23.688772,31.122763
0.0088050002,13.52747,-152.74701,23.791367,20.863274
0.0088060005,13.520991,-152.09909,23.86013,13.987037
0.0088069998,13.513208,-151.32083,23.906229,9.3770342
0.008808,13.50436,-150.43599,23.937136,6.2863736
0.0088090003,13.494641,-149.4641,23.957853,4.2146649
0.0088099996,13.484211,-148.42111,23.971743,2.82565
0.0088099996,13.484211,-148.42111,23.971743,2.82565
0.0088099996,13.484211,-148.42111,23.971743,2.82565
0.0088109998,13.47543,-147.54303,23.507666,49.233387
0.008812,13.470035,-147.00348,23.193356,80.664467
0.0088130003,13.467354,-146.73535,22.979454,102.05469
0.0088139996,13.466856,-146.68562,22.832993,116.70077
0.0088149998,13.468121,-146.81203,22.731785,126.82159
0.0088160001,13.470808,-147.08078,22.660957,133.90431
0.0088170003,13.474647,-147.46468,22.610514,138.94862
0.0088179996,13.479419,-147.94186,22.573719,142.62807
0.0088189999,13.484946,-148.49463,22.546101,145.38991
0.0088200001,13.491087,-149.10867,22.524654,147.53448
0.0088210003,13.497724,-149.77238,22.507349,149.26517
0.0088219997,13.504763,-150.47627,22.492825,150.71745
0.0088229999,13.512127,-151.21268,22.480179,151.98207
0.0088240001,13.519753,-151.97533,22.468798,153.12025
0.0088250004,13.527591,-152.75908,22.458269,154.17316
0.0088250004,13.527591,-152.75908,22.458269,154.17316
0.0088259997,13.533496,-153.34958,22.966631,103.33686
0.0088269999,13.535848,-153.58478,23.307301,69.269966
0.0088280002,13.535292,-153.52917,23.535688,46.431156
0.0088290004,13.532355,-153.2355,23.688772,31.122765
0.0088299997,13.52747,-152.74701,23.791367,20.863276
0.008831,13.520991,-152.09911,23.86013,13.987038
0.0088320002,13.513208,-151.32083,23.906229,9.3770342
0.0088330004,13.50436,-150.436,23.937136,6.2863741
0.0088339997,13.494641,-149.4641,23.957853,4.2146649
0.008835,13.484211,-148.42113,23.971743,2.8256502
0.008835,13.484211,-148.42113,23.971743,2.8256502
0.008835,13.484211,-148.42113,23.971743,2.8256502
0.0088360002,13.47543,-147.54305,23.507666,49.233391
0.0088369995,13.470035,-147.00348,23.193356,80.664474
0.0088379998,13.467354,-146.73535,22.979454,102.05469
0.008839,13.466856,-146.68562,22.832993,116.70078
0.0088400003,13.468121,-146.81204,22.731785,126.82159
0.0088409996,13.470808,-147.08078,22.660957,133.90431
0.0088419998,13.474647,-147.46469,22.610514,138.94864
0.008843,13.479419,-147.94186,22.573719,142.62807
0.0088440003,13.484946,-148.49463,22.546101,145.38991
0.0088449996,13.491087,-149.10869,22.524654,147.5345
0.0088459998,13.497724,-149.77238,22.507349,149.26518
0.0088470001,13.504763,-150.47629,22.492825,150.71747
0.0088480003,13.512127,-151.21269,22.480179,151.98207
0.0088489996,13.519753,-151.97533,22.468798,153.12027
0.0088499999,13.527591,-152.75908,22.458269,154.17316
0.0088499999,13.527591,-152.75908,22.458269,154.17316
0.0088510001,13.533496,-153.34958,22.966631,103.33686
0.0088520003,13.535848,-153.58478,23.307301,69.269966
0.0088529997,13.535292,-153.52917,23.535688,46.431156
0.0088539999,13.532355,-153.23552,23.688772,31.122765
0.0088550001,13.527471,-152.74701,23.791367,20.863276
0.0088560004,13.520991,-152.09911,23.86013,13.987038
0.0088569997,13.513208,-151.32083,23.906229,9.3770342
0.0088579999,13.50436,-150.436,23.937136,6.2863741
0.0088590002,13.494641,-149.4641,23.957853,4.2146649
0.0088600004,13.484211,-148.42113,23.971743,2.8256502
0.0088600004,13.484211,-148.42113,23.971743,2.8256502
0.0088600004,13.484211,-148.42113,23.971743,2.8256502
0.0088609997,13.47543,-147.54305,23.507666,49.233391
0.008862,13.470035,-147.00348,23.193356,80.664474
0.0088630002,13.467354,-146.73535,22.979452,102.0547
0.0088640004,13.466856,-146.68562,22.832993,116.70078
0.0088649997,13.468121,-146.81204,22.731785,126.8216
0.008866,13.470808,-147.08078,22.660957,133.90431
0.0088670002,13.474647,-147.46469,22.610514,138.94864
0.0088679995,13.479419,-147.94186,22.573719,142.62807
0.0088689998,13.484946,-148.49464,22.546101,145.38992
0.00887,13.491087,-149.10869,22.524654,147.5345
0.0088710003,13.497724,-149.77238,22.507349,149.26518
0.0088719996,13.504763,-150.47629,22.492825,150.71747
0.0088729998,13.512127,-151.21269,22.480179,151.98209
0.0088740001,13.519753,-151.97533,22.468798,153.12027
0.0088750003,13.527591,-152.75908,22.458269,154.17317
0.0088750003,13.527591,-152.75908,22.458269,154.17317
0.0088759996,13.533496,-153.34958,22.966631,103.33687
0.0088769998,13.535848,-153.58478,23.307301,69.269966
0.0088780001,13.535292,-153.52919,23.535688,46.43116
0.0088790003,13.532355,-153.23552,23.688772,31.122766
0.0088799996,13.527471,-152.74702,23.791367,20.863276
0.0088809999,13.520991,-152.09911,23.86013,13.987038
0.0088820001,13.513208,-151.32085,23.906229,9.3770342
0.0088830004,13.50436,-150.436,23.937136,6.2863741
0.0088839997,13.494641,-149.46411,23.957853,4.2146649
0.0088849999,13.484211,-148.42113,23.971743,2.8256502
0.0088849999,13.484211,-148.42113,23.971743,2.8256502
0.0088849999,13.484211,-148.42113,23.971743,2.8256502
0.0088860001,13.47543,-147.54305,23.507666,49.233395
0.0088870004,13.470035,-147.00349,23.193356,80.664474
0.0088879997,13.467354,-146.73535,22.979452,102.0547
0.0088889999,13.466856,-146.68564,22.832993,116.70078
0.0088900002,13.468121,-146.81204,22.731785,126.8216
0.0088910004,13.470808,-147.08078,22.660957,133.90431
0.0088919997,13.474647,-147.46469,22.610514,138.94864
0.008893,13.479419,-147.94186,22.573719,142.62808
0.0088940002,13.484946,-148.49464,22.546101,145.38992
0.0088950004,13.491087,-149.10869,22.524654,147.5345
0.0088959998,13.497724,-149.77238,22.507349,149.26518
0.008897,13.504763,-150.47629,22.492825,150.71747
0.0088980002,13.512127,-151.21269,22.480179,151.98209
0.0088989995,13.519753,-151.97533,22.468798,153.12027
0.0088999998,13.527591,-152.75908,22.458269,154.17317
0.0088999998,13.527591,-152.75908,22.458269,154.17317
0.008901,13.533496,-153.34959,22.966631,103.33687
0.0089020003,13.535848,-153.58479,23.307301,69.269966
0.0089029996,13.535292,-153.52919,23.535688,46.43116
0.0089039998,13.532355,-153.23552,23.688772,31.122766
0.0089050001,13.527471,-152.74702,23.791367,20.863276
0.0089060003,13.520991,-152.09911,23.86013,13.987039
0.0089069996,13.513208,-151.32085,23.906229,9.3770351
0.0089079998,13.50436,-150.436,23.937136,6.2863746
0.0089090001,13.494641,-149.46411,23.957853,4.2146654
0.0089100003,13.484211,-148.42113,23.971743,2.8256505
0.0089100003,13.484211,-148.42113,23.971743,2.8256505
0.0089100003,13.484211,-148.42113,23.971743,2.8256505
0.0089109996,13.47543,-147.54305,23.507666,49.233395
0.0089119999,13.470035,-147.00349,23.193356,80.664474
0.0089130001,13.467354,-146.73537,22.979452,102.0547
0.0089140004,13.466856,-146.68564,22.832993,116.70078
0.0089149997,13.468121,-146.81204,22.731785,126.82161
0.0089159999,13.470808,-147.0808,22.660957,133.90433
0.0089170001,13.474647,-147.46469,22.610514,138.94864
0.0089180004,13.479419,-147.94188,22.573719,142.62808
0.0089189997,13.484946,-148.49464,22.546101,145.38992
0.0089199999,13.491087,-149.1087,22.524654,147.5345
0.0089210002,13.497724,-149.7724,22.507349,149.26518
0.0089220004,13.504763,-150.47629,22.492825,150.71747
0.0089229997,13.512127,-151.21269,22.480179,151.98209
0.008924,13.519753,-151.97534,22.468798,153.12029
0.0089250002,13.527591,-152.75909,22.458269,154.17317
0.0089250002,13.527591,-152.75909,22.458269,154.17317
0.0089260004,13.533496,-153.34959,22.966631,103.33687
0.0089269998,13.535848,-153.58479,23.307301,69.269974
0.008928,13.535292,-153.52919,23.535688,46.43116
0.0089290002,13.532355,-153.23553,23.688772,31.122768
0.0089299995,13.527471,-152.74702,23.791367,20.863277
0.0089309998,13.520991,-152.09912,23.86013,13.987039
0.008932,13.513208,-151.32085,23.906229,9.3770351
0.0089330003,13.50436,-150.43602,23.937136,6.2863746
0.0089339996,13.494641,-149.46411,23.957853,4.2146654
0.0089349998,13.484211,-148.42114,23.971743,2.8256505
0.0089349998,13.484211,-148.42114,23.971743,2.8256505
0.0089349998,13.484211,-148.42114,23.971743,2.8256505
0.0089360001,13.47543,-147.54306,23.507666,49.233395
0.0089370003,13.470035,-147.00349,23.193356,80.664482
0.0089379996,13.467354,-146.73537,22.979452,102.0547
0.0089389998,13.466856,-146.68564,22.832993,116.70078
0.0089400001,13.468121,-146.81206,22.731785,126.82161
0.0089410003,13.470808,-147.0808,22.660957,133.90433
0.0089419996,13.474647,-147.46471,22.610514,138.94865
0.0089429999,13.479419,-147.94188,22.573719,142.62808
0.0089440001,13.484946,-148.49464,22.546101,145.38992
0.0089450004,13.491087,-149.1087,22.524654,147.53452
0.0089459997,13.497724,-149.7724,22.507349,149.2652
0.0089469999,13.504763,-150.4763,22.492825,150.71748
0.0089480001,13.512127,-151.21271,22.480179,151.98209
0.0089490004,13.519753,-151.97534,22.468798,153.12029
0.0089499997,13.527591,-152.75909,22.458269,154.17317
0.0089499997,13.527591,-152.75909,22.458269,154.17317
0.0089509999,13.533496,-153.34959,22.966631,103.33688
0.0089520002,13.535848,-153.58479,23.307301,69.269974
0.0089530004,13.535292,-153.52919,23.535688,46.43116
0.0089539997,13.532355,-153.23553,23.688772,31.122768
0.008955,13.527471,-152.74702,23.791367,20.863277
0.0089560002,13.520991,-152.09912,23.86013,13.987039
0.0089570004,13.513208,-151.32085,23.906229,9.3770351
0.0089579998,13.50436,-150.43602,23.937136,6.2863746
0.008959,13.494641,-149.46411,23.957853,4.2146654
0.0089600002,13.484211,-148.42114,23.971743,2.8256505
0.0089600002,13.484211,-148.42114,23.971743,2.8256505
0.0089600002,13.484211,-148.42114,23.971743,2.8256505
0.0089609995,13.47543,-147.54306,23.507666,49.233398
0.0089619998,13.470035,-147.00349,23.193356,80.664482
0.008963,13.467354,-146.73537,22.979452,102.0547
0.0089640003,13.466856,-146.68564,22.832993,116.70078
0.0089649996,13.468121,-146.81206,22.731785,126.82161
0.0089659998,13.470808,-147.0808,22.660957,133.90433
0.0089670001,13.474647,-147.46471,22.610514,138.94865
0.0089680003,13.479419,-147.94188,22.573719,142.62808
0.0089689996,13.484946,-148.49466,22.546101,145.38994
0.0089699998,13.491087,-149.1087,22.524654,147.53452
0.0089710001,13.497724,-149.7724,22.507347,149.2652
0.0089720003,13.504763,-150.4763,22.492825,150.71748
0.0089729996,13.512127,-151.21271,22.480179,151.9821
0.0089739999,13.519753,-151.97534,22.468798,153.12029
0.0089750001,13.527591,-152.75909,22.458269,154.17319
0.0089750001,13.527591,-152.75909,22.458269,154.17319
0.0089760004,13.533496,-153.34959,22.966631,103.33688
0.0089769997,13.535848,-153.58479,23.307301,69.269974
0.0089779999,13.535292,-153.52921,23.535688,46.431164
0.0089790002,13.532355,-153.23553,23.688772,31.122768
0.0089800004,13.527471,-152.74702,23.791367,20.863277
0.0089809997,13.520991,-152.09912,23.86013,13.98704
0.0089819999,13.513208,-151.32085,23.906229,9.3770351
0.0089830002,13.50436,-150.43602,23.937136,6.2863746
0.0089840004,13.494641,-149.46413,23.957853,4.2146654
0.0089849997,13.484211,-148.42114,23.971743,2.8256505
0.0089849997,13.484211,-148.42114,23.971743,2.8256505
0.0089849997,13.484211,-148.42114,23.971743,2.8256505
0.008986,13.47543,-147.54306,23.507666,49.233398
0.0089870002,13.470035,-147.00351,23.193356,80.664482
0.0089880005,13.467354,-146.73537,22.979452,102.0547
0.0089889998,13.466857,-146.68565,22.832993,116.70079
0.00899,13.468121,-146.81206,22.731783,126.82162
0.0089910002,13.470808,-147.0808,22.660957,133.90433
0.0089919996,13.474648,-147.46471,22.610514,138.94865
0.0089929998,13.479419,-147.94188,22.573719,142.62808
0.008994,13.484946,-148.49466,22.546101,145.38994
0.0089950003,13.491087,-149.1087,22.524654,147.53452
0.0089959996,13.497725,-149.7724,22.507347,149.2652
0.0089969998,13.504763,-150.4763,22.492825,150.71748
0.0089980001,13.512127,-151.21271,22.480179,151.9821
0.0089990003,13.519753,-151.97534,22.468798,153.12029
0.0089999996,13.527591,-152.75909,22.458267,154.17319
0.0089999996,13.527591,-152.75909,22.458267,154.17319
0.0090009999,13.533496,-153.34961,22.966631,103.33688
0.0090020001,13.535848,-153.58481,23.307301,69.269974
0.0090030003,13.535292,-153.52921,23.535688,46.431164
0.0090039996,13.532355,-153.23553,23.688772,31.12277
0.0090049999,13.527471,-152.74704,23.791367,20.863277
0.0090060001,13.520991,-152.09912,23.86013,13.98704
0.0090070004,13.513208,-151.32086,23.906229,9.3770361
0.0090079997,13.50436,-150.43602,23.937136,6.286375
0.0090089999,13.494641,-149.46413,23.957853,4.2146654
0.0090100002,13.484212,-148.42114,23.971743,2.8256507
0.0090100002,13.484212,-148.42114,23.971743,2.8256507
0.0090100002,13.484212,-148.42114,23.971743,2.8256507
0.0090110004,13.47543,-147.54306,23.507666,49.233398
0.0090119997,13.470035,-147.00351,23.193356,80.664482
0.0090129999,13.467354,-146.73538,22.979452,102.05471
0.0090140002,13.466857,-146.68565,22.832993,116.70079
0.0090150004,13.468121,-146.81206,22.731783,126.82162
0.0090159997,13.470808,-147.0808,22.660957,133.90433
0.009017,13.474648,-147.46471,22.610514,138.94865
0.0090180002,13.479419,-147.94188,22.573719,142.6281
0.0090190005,13.484946,-148.49466,22.546101,145.38994
0.0090199998,13.491087,-149.1087,22.524654,147.53452
0.009021,13.497725,-149.77242,22.507347,149.2652
0.0090220002,13.504763,-150.4763,22.492825,150.71748
0.0090229996,13.512127,-151.21271,22.480179,151.9821
0.0090239998,13.519753,-151.97534,22.468798,153.12029
0.009025,13.527591,-152.75909,22.458267,154.17319
0.009025,13.527591,-152.75909,22.458267,154.17319
0.0090260003,13.533496,-153.34961,22.966631,103.33688
0.0090269996,13.535848,-153.58481,23.307301,69.269974
0.0090279998,13.535292,-153.52921,23.535688,46.431164
0.0090290001,13.532355,-153.23553,23.688772,31.12277
0.0090300003,13.527471,-152.74704,23.791367,20.863279
0.0090309996,13.520991,-152.09914,23.86013,13.98704
0.0090319999,13.513208,-151.32086,23.906229,9.3770361
0.0090330001,13.50436,-150.43602,23.937136,6.286375
0.0090340003,13.494641,-149.46413,23.957853,4.2146659
0.0090349996,13.484212,-148.42114,23.971743,2.8256507
0.0090349996,13.484212,-148.42114,23.971743,2.8256507
0.0090349996,13.484212,-148.42114,23.971743,2.8256507
0.0090359999,13.47543,-147.54306,23.507666,49.233398
0.0090370001,13.470036,-147.00351,23.193356,80.66449
0.0090380004,13.467354,-146.73538,22.979452,102.05471
0.0090389997,13.466857,-146.68565,22.832993,116.70079
0.0090399999,13.468121,-146.81206,22.731783,126.82162
0.0090410002,13.470808,-147.08081,22.660957,133.90434
0.0090420004,13.474648,-147.46471,22.610514,138.94865
0.0090429997,13.479419,-147.94189,22.573719,142.6281
0.0090439999,13.484946,-148.49466,22.546101,145.38994
0.0090450002,13.491087,-149.10872,22.524654,147.53452
0.0090460004,13.497725,-149.77242,22.507347,149.2652
0.0090469997,13.504763,-150.4763,22.492825,150.71748
0.009048,13.512127,-151.21271,22.480179,151.9821
0.0090490002,13.519753,-151.97536,22.468798,153.1203
0.0090500005,13.527591,-152.75911,22.458267,154.17319
0.0090500005,13.527591,-152.75911,22.458267,154.17319
0.0090509998,13.533496,-153.34961,22.966631,103.33688
0.009052,13.535848,-153.58481,23.307301,69.269981
0.0090530002,13.535292,-153.52921,23.535688,46.431164
0.0090539996,13.532355,-153.23555,23.688772,31.12277
0.0090549998,13.527471,-152.74704,23.791367,20.863279
0.009056,13.520991,-152.09914,23.86013,13.98704
0.0090570003,13.513208,-151.32086,23.906229,9.3770361
0.0090579996,13.50436,-150.43604,23.937136,6.286375
0.0090589998,13.494641,-149.46413,23.957853,4.2146659
0.0090600001,13.484212,-148.42116,23.971743,2.8256507
0.0090600001,13.484212,-148.42116,23.971743,2.8256507
0.0090600001,13.484212,-148.42116,23.971743,2.8256507
0.0090610003,13.47543,-147.54308,23.507666,49.233402
0.0090619996,13.470036,-147.00351,23.193356,80.66449
0.0090629999,13.467354,-146.73538,22.979452,102.05471
0.0090640001,13.466857,-146.68565,22.832993,116.7008
0.0090650003,13.468121,-146.81207,22.731783,126.82162
0.0090659996,13.470808,-147.08081,22.660957,133.90434
0.0090669999,13.474648,-147.46472,22.610514,138.94867
0.0090680001,13.479419,-147.94189,22.573719,142.6281
0.0090690004,13.484946,-148.49466,22.546101,145.38994
0.0090699997,13.491087,-149.10872,22.524654,147.53453
0.0090709999,13.497725,-149.77242,22.507347,149.26521
0.0090720002,13.504764,-150.47632,22.492825,150.7175
0.0090730004,13.512127,-151.21272,22.480179,151.9821
0.0090739997,13.519753,-151.97536,22.468798,153.1203
0.009075,13.527591,-152.75911,22.458267,154.17319
0.009075,13.527591,-152.75911,22.458267,154.17319
0.0090760002,13.533496,-153.34961,22.966631,103.33688
0.0090770004,13.535848,-153.58481,23.307301,69.269981
0.0090779997,13.535292,-153.52921,23.535688,46.431168
0.009079,13.532355,-153.23555,23.688772,31.122772
0.0090800002,13.527471,-152.74704,23.791367,20.863279
0.0090810005,13.520991,-152.09914,23.86013,13.987041
0.0090819998,13.513208,-151.32086,23.906229,9.3770361
0.009083,13.50436,-150.43604,23.937136,6.286375
0.0090840003,13.494641,-149.46413,23.957853,4.2146659
0.0090849996,13.484212,-148.42116,23.971743,2.8256507
0.0090849996,13.484212,-148.42116,23.971743,2.8256507
0.0090849996,13.484212,-148.42116,23.971743,2.8256507
0.0090859998,13.47543,-147.54308,23.507666,49.233402
0.009087,13.470036,-147.00351,23.193356,80.66449
0.0090880003,13.467354,-146.73538,22.979452,102.05471
0.0090889996,13.466857,-146.68565,22.832993,116.7008
0.0090899998,13.468121,-146.81207,22.731783,126.82162
0.0090910001,13.470808,-147.08081,22.660957,133.90434
0.0090920003,13.474648,-147.46472,22.610514,138.94867
0.0090929996,13.479419,-147.94189,22.573719,142.6281
0.0090939999,13.484946,-148.49467,22.546101,145.38994
0.0090950001,13.491087,-149.10872,22.524654,147.53453
0.0090960003,13.497725,-149.77242,22.507347,149.26521
0.0090969997,13.504764,-150.47632,22.492825,150.7175
0.0090979999,13.512127,-151.21272,22.480179,151.98212
0.0090990001,13.519753,-151.97536,22.468798,153.1203
0.0091000004,13.527591,-152.75911,22.458267,154.1732
0.0091000004,13.527591,-152.75911,22.458267,154.1732
0.0091009997,13.533496,-153.34961,22.966631,103.33688
0.0091019999,13.535848,-153.58481,23.307301,69.269981
0.0091030002,13.535292,-153.52922,23.535688,46.431168
