"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe2.mediums[2].h","pipe2.mediums[2].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valve.filter.x[1]","valve.filter.x[2]"
0,113032.10847375267,452687.11115872499,113032.10847375267,450562.88174847956,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034773,1,1
0.001,113032.10847375267,452687.11115872493,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.002,113032.10847375267,452687.11115872493,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.0030000000000000001,113032.10847375267,452687.11115872493,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034773,1,1
0.0040000000000000001,113032.10847375267,452687.11115872493,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034773,1,1
0.0050000000000000001,113032.10847375267,452687.11115872493,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034773,1,1
0.0060000000000000001,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034773,1,1
0.0070000000000000001,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.0080000000000000002,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.0090000000000000011,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.01,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.010999999999999999,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.012,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.013000000000000001,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.014,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.014999999999999999,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.016,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034779,1,1
0.017000000000000001,113032.10847375267,452687.11115872505,113032.10847375267,450562.88174847962,113032.10847375267,403249.87391586299,113032.10847375267,355936.75185034785,1,1
