"time","aimc.is[1]","aimc.is[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","loadInertia.phi","loadInertia.w","vfController.x"
0,0,0,0,0,0,0,0,0,0
5.0000000000000002e-05,6.4495007556029661e-11,-0.00023990207284009399,-6.2303519438782702e-11,0.00026759682377038973,6.4495007449491758e-11,-0.00027701501543054489,1.7362067198606034e-30,1.768153264912008e-25,3.9270563724396225e-07
0.0001,9.1301959282610801e-10,-0.00095799088774884311,-8.8196225822769498e-10,0.0010685117043938389,9.1301959240067465e-10,-0.0011061920667138985,6.4229202730696484e-28,4.1725002920920175e-23,1.5708028203895142e-06
0.00015000000000000001,4.4639013499509493e-09,-0.002151776298505085,-4.3118935671524172e-09,0.0023998554695105318,4.4639013489953696e-09,-0.0024846546731208882,2.0652546074852265e-26,9.5149683638650383e-22,3.5342982164321398e-06
0.00020000000000000001,1.4184577299069452e-08,-0.0038187289630613186,-1.3700908885160215e-08,0.0042586927870280683,1.4184577297373598e-08,-0.0044094802001018226,3.1501328991171828e-25,1.0000415541267964e-20,6.2831917438453885e-06
0.00025000000000000001,3.453277012490395e-08,-0.0059563467788386771,-3.3353810985901055e-08,0.0066421193448362214,3.4532770122258805e-08,-0.0068777768947944126,2.3301759511960178e-24,5.8363153518130092e-20,9.817483474335068e-06
0.00030000000000000003,7.2217077096520548e-08,-0.0085621671224532844,-6.974790349935479e-08,0.009547275332283554,7.2217077092718191e-08,-0.0098866972914410309,1.609416498195134e-23,2.9543509940243601e-19,1.4137173352365063e-05
0.00035,1.3372402045754576e-07,-0.011633722241043613,-1.2914610632243664e-07,0.012971295115968867,1.3372402045237937e-07,-0.013433388129488522,5.232446860851948e-23,8.811965099712147e-19,1.9242261357001657e-05
0.00040000000000000002,2.276237313198068e-07,-0.015168559630010193,-2.1982160027803364e-07,0.016911329552553235,2.2762373131307063e-07,-0.017515012552587996,1.600868633241599e-22,2.5228335317121275e-18,2.5132747550738589e-05
0.00045000000000000004,3.6199212921412879e-07,-0.019164227943443728,-3.4957070177580275e-07,0.02136453112697179,3.6199212920561822e-07,-0.02212873532766392,3.9308552616788495e-22,5.9171853817140919e-18,3.1808631926466752e-05
0.00050000000000000001,5.4926191133224495e-07,-0.023618325006405403,-5.3039286482521792e-07,0.02632810685791934,5.4926191132175646e-07,-0.027271775484000092,9.4299284779503812e-22,1.3422869493181864e-17,3.9269914469316751e-05
0.00055000000000000003,8.0022364782322878e-07,-0.028528428267943318,-7.7270262419443495e-07,0.031799241071984542,8.002236478105596e-07,-0.032941329470769512,2.0621329829464618e-21,2.7800191349199098e-17,4.7516595183081921e-05
0.00060000000000000006,1.1291478285679961e-06,-0.033892154345793922,-1.0902707618922818e-06,0.037775161531061072,1.1291478285529448e-06,-0.039134636956118143,4.2688980000027581e-21,5.4556749440026056e-17,5.6548674061783645e-05
0.00065000000000000008,1.5503239600814565e-06,-0.039707119454738829,-1.4968851249892879e-06,0.044253095518690368,1.5503239600638223e-06,-0.045848937131920488,8.4913072243920804e-21,1.0239227216640706e-16,6.6366151105192521e-05
0.00069999999999999999,2.0792567851024363e-06,-0.045970953205784371,-2.0075053091380481e-06,0.051230285159489707,2.0792567850820199e-06,-0.053081483957061991,1.5827403741461713e-20,1.815916190175146e-16,7.6969026311933848e-05
