"Time","aimc.wMechanical","currentQuasiRMSSensor.I"
0.0052,0.0092694052,13.871675
0.0052999998,0.0098769879,14.054109
0.0054000001,0.010508869,14.234147
0.0055,0.011165336,14.411861
0.0055999998,0.011846634,14.587322
0.0057000001,0.012552997,14.760597
0.0057999999,0.01328465,14.931754
0.0059000002,0.01404182,15.100859
0.0060000001,0.014824715,15.267977
0.0060999999,0.015633523,15.43317
0.0062000002,0.016468426,15.596502
0.0063,0.017329603,15.758034
0.0063999998,0.018217219,15.917822
0.0065000001,0.019131426,16.075926
0.0066,0.020072371,16.232401
0.0066999998,0.021040194,16.387302
0.0068000001,0.022035023,16.540684
0.0068999999,0.02305698,16.692595
0.0070000002,0.024106182,16.843086
0.0071,0.025182731,16.992208
0.0071999999,0.026286697,17.140007
0.0073000002,0.027418187,17.286526
0.0074,0.028577287,17.431812
0.0074999998,0.029764069,17.575909
0.0076000001,0.030978607,17.718855
0.0077,0.032220963,17.860691
0.0077999998,0.033491202,18.001457
0.0078999996,0.034789383,18.141191
0.0080000004,0.036115568,18.279928
0.0081000002,0.037469793,18.417702
0.0082,0.038852111,18.554548
0.0082999999,0.040262554,18.6905
0.0083999997,0.041701172,18.825586
0.0085000005,0.04316799,18.959839
0.0086000003,0.044663046,19.093288
0.0087000001,0.046186313,19.22596
0.0088,0.047737844,19.357883
0.0088999998,0.049317669,19.489084
0.0089999996,0.050925799,19.619587
0.0091000004,0.052562252,19.749414
0.0092000002,0.054227043,19.878593
0.0093,0.055920187,20.007147
0.0093999999,0.057641663,20.135092
0.0094999997,0.059391461,20.262453
0.0096000005,0.061169609,20.38925
0.0097000003,0.0629761,20.515501
0.0098000001,0.064810947,20.641226
0.0098999999,0.066674136,20.766441
0.0099999998,0.068565667,20.891165
0.0101,0.070485547,21.015413
0.0102,0.07243371,21.139202
0.0103,0.074410178,21.262548
0.0104,0.076414943,21.385466
0.0105,0.07844799,21.507967
0.0106,0.080509305,21.630068
0.0107,0.08259888,21.751781
0.0108,0.0847167,21.873117
0.0109,0.086862728,21.994091
0.011,0.089036949,22.114712
0.0111,0.091239348,22.234993
0.0112,0.09346991,22.354942
0.0113,0.095728613,22.474573
0.0114,0.098015435,22.593893
0.0115,0.10033035,22.712912
0.0116,0.10267335,22.83164
0.0117,0.10504438,22.950087
0.0118,0.10744344,23.068256
0.0119,0.10987049,23.186161
0.012,0.11232553,23.303806
0.0121,0.11480851,23.421202
0.0122,0.11731943,23.538353
0.0123,0.11985824,23.655266
0.0124,0.12242492,23.771948
0.0125,0.12501945,23.888405
0.0126,0.12764178,24.004644
0.0127,0.13029191,24.12067
0.0128,0.1329698,24.23649
0.0129,0.13567543,24.352106
0.013,0.13840877,24.467527
0.0131,0.14116979,24.582754
0.0132,0.14395845,24.697794
0.0133,0.14677472,24.812653
0.0134,0.1496186,24.92733
0.0135,0.15249003,25.041834
0.0136,0.155389,25.156168
0.0137,0.15831548,25.270332
0.0138,0.16126943,25.384335
0.0139,0.16425084,25.498177
0.014,0.16725965,25.611862
0.0141,0.17029583,25.725393
0.0142,0.17335939,25.838774
0.0143,0.17645028,25.952007
0.0144,0.17956845,26.065094
0.0145,0.18271391,26.17804
0.0146,0.18588661,26.290844
0.0147,0.1890865,26.403511
0.0148,0.19231357,26.516043
0.0149,0.19556779,26.628439
0.015,0.19884913,26.740705
0.0151,0.20215756,26.852842
0.0152,0.20549305,26.964851
0.0153,0.20885557,27.076736
0.0154,0.21224509,27.188496
0.0155,0.21566157,27.300131
0.0156,0.21910501,27.411646
0.015699999,0.22257534,27.523043
0.015799999,0.22607256,27.634319
0.015900001,0.22959663,27.74548
0.016000001,0.23314753,27.856525
0.016100001,0.23672523,27.967455
0.0162,0.24032967,28.07827
0.0163,0.24396086,28.188974
0.0164,0.24761873,28.299566
0.0165,0.25130332,28.410048
0.0166,0.25501451,28.520418
0.0167,0.25875235,28.630682
0.016799999,0.26251674,28.740835
0.016899999,0.26630771,28.850882
0.017000001,0.27012521,28.960821
0.017100001,0.2739692,29.070654
0.017200001,0.27783966,29.180382
0.0173,0.28173658,29.290005
0.0174,0.28565991,29.399523
0.0175,0.28960961,29.508936
0.0176,0.29358569,29.618244
0.0177,0.29758811,29.727451
0.0178,0.30161682,29.836554
0.017899999,0.30567181,29.945555
0.017999999,0.30975303,30.054451
0.018100001,0.31386051,30.163246
0.018200001,0.31799415,30.27194
0.018300001,0.32215396,30.380531
0.0184,0.32633993,30.489021
0.0185,0.33055198,30.597408
0.0186,0.33479014,30.705696
0.0187,0.33905435,30.813881
0.0188,0.34334457,30.921967
0.0189,0.34766081,31.029949
0.018999999,0.35200301,31.137831
0.019099999,0.35637116,31.245613
0.019200001,0.36076522,31.353292
0.019300001,0.36518517,31.460871
0.019400001,0.36963096,31.56835
0.0195,0.37410262,31.675726
0.0196,0.37860006,31.783001
0.0197,0.38312328,31.890175
0.0198,0.38767228,31.997248
0.0199,0.39224699,32.104221
0.02,0.3968474,32.21109
0.020099999,0.40147346,32.31786
0.020199999,0.40612522,32.424522
0.020300001,0.41080257,32.53109
0.020400001,0.4155055,32.63755
0.020500001,0.42023402,32.743912
0.0206,0.42498806,32.850166
0.0207,0.42976764,32.956322
0.0208,0.4345727,33.062374
0.0209,0.43940324,33.16832
0.021,0.4442592,33.274166
0.0211,0.44914055,33.37991
0.021199999,0.45404732,33.485546
0.021299999,0.45897943,33.59108
0.021400001,0.4639369,33.696507
0.021500001,0.46891963,33.801834
0.021600001,0.47392768,33.907051
0.0217,0.47896099,34.012169
0.0218,0.48401952,34.117176
0.0219,0.48910326,34.22208
0.022,0.49421215,34.326878
0.0221,0.49934623,34.431568
0.0222,0.50450546,34.536156
0.022299999,0.50968975,34.640633
0.022399999,0.51489913,34.745007
0.022500001,0.52013355,34.84927
0.022600001,0.52539301,34.953426
0.022700001,0.53067744,35.057472
0.0228,0.5359869,35.161415
0.0229,0.54132128,35.265247
0.023,0.54668063,35.368969
0.0231,0.55206484,35.47258
0.0232,0.55747396,35.576084
0.0233,0.56290793,35.679478
0.023399999,0.56836671,35.782764
0.023499999,0.57385033,35.885937
0.023600001,0.5793587,35.988998
0.023700001,0.5848918,36.091949
0.023800001,0.59044969,36.19479
0.0239,0.5960322,36.29752
0.024,0.60163945,36.400135
0.0241,0.60727137,36.50264
0.0242,0.61292791,36.60503
0.0243,0.61860901,36.707306
0.0244,0.62431473,36.809471
0.024499999,0.630045,36.911522
0.024599999,0.63579983,37.013458
0.024700001,0.64157915,37.11528
0.024800001,0.64738297,37.216988
0.024900001,0.65321124,37.318581
0.025,0.65906394,37.420059
0.0251,0.66494107,37.52142
0.0252,0.67084259,37.622665
0.0253,0.67676848,37.723793
0.0254,0.68271863,37.824806
0.0255,0.68869317,37.925701
0.025599999,0.69469202,38.026478
0.025699999,0.70071507,38.12714
0.025800001,0.70676243,38.22768
0.025900001,0.71283394,38.328106
0.026000001,0.71892971,38.42841
0.0261,0.72504961,38.528595
0.0262,0.73119372,38.628662
0.0263,0.73736191,38.728611
0.0264,0.74355417,38.828438
0.0265,0.74977058,38.928146
0.0266,0.75601101,39.027733
0.026699999,0.76227546,39.127197
0.026799999,0.76856387,39.226543
0.026900001,0.77487636,39.325764
0.027000001,0.78121275,39.424866
0.027100001,0.78757304,39.523846
0.0272,0.79395729,39.622704
0.0273,0.80036539,39.721436
0.0274,0.80679739,39.820045
0.0275,0.81325322,39.918533
0.0276,0.81973284,40.016899
0.0277,0.82623625,40.115139
0.027799999,0.83276349,40.213253
0.027899999,0.8393144,40.311245
0.028000001,0.84588909,40.409111
0.028100001,0.85248744,40.506855
0.028200001,0.85910946,40.604469
0.0283,0.86575514,40.701958
0.0284,0.87242442,40.799324
0.0285,0.87911737,40.896561
0.0286,0.88583386,40.993671
0.0287,0.89257389,41.090656
0.0288,0.89933747,41.187515
0.028899999,0.90612453,41.284245
0.028999999,0.91293514,41.380848
0.029100001,0.91976911,41.477322
0.029200001,0.92662662,41.573666
0.029300001,0.9335075,41.669884
0.0294,0.94041175,41.765972
0.0295,0.94733936,41.861935
0.0296,0.95429033,41.957764
0.0297,0.96126467,42.053467
0.0298,0.96826226,42.149036
0.029899999,0.97528309,42.244476
0.029999999,0.98232722,42.339787
0.030099999,0.98939455,42.434967
0.030200001,0.99648505,42.530018
0.030300001,1.0035988,42.624935
0.030400001,1.0107356,42.719723
0.0305,1.0178957,42.814377
0.0306,1.0250788,42.908897
0.0307,1.032285,43.003288
0.0308,1.0395142,43.097549
0.0309,1.0467665,43.191673
0.030999999,1.0540417,43.285667
0.031099999,1.0613401,43.379528
0.031199999,1.0686613,43.473255
0.031300001,1.0760055,43.566849
0.031399999,1.0833726,43.660305
0.031500001,1.0907626,43.753632
0.031599998,1.0981754,43.846825
0.0317,1.1056112,43.93988
0.031800002,1.1130697,44.032803
0.0319,1.120551,44.125587
0.032000002,1.1280551,44.218239
0.032099999,1.135582,44.310757
0.032200001,1.1431316,44.403137
0.032299999,1.1507039,44.49538
0.032400001,1.1582989,44.58749
0.032499999,1.1659164,44.679462
0.032600001,1.1735568,44.771301
0.032699998,1.1812197,44.862999
0.0328,1.1889051,44.954563
0.032900002,1.1966132,45.045986
0.033,1.2043438,45.137276
0.033100002,1.2120968,45.228428
0.033199999,1.2198725,45.319439
0.033300001,1.2276706,45.410313
0.033399999,1.235491,45.501053
0.033500001,1.2433339,45.591652
0.033599999,1.2511992,45.68211
0.0337,1.259087,45.77243
0.033799998,1.2669971,45.862614
0.0339,1.2749294,45.95266
0.034000002,1.2828841,46.042564
0.0341,1.2908611,46.132328
0.034200002,1.2988603,46.221954
0.034299999,1.3068818,46.31144
0.034400001,1.3149254,46.400784
0.034499999,1.3229913,46.48999
0.034600001,1.3310794,46.579056
0.034699999,1.3391894,46.66798
0.0348,1.3473217,46.756763
0.034899998,1.355476,46.845406
0.035,1.3636525,46.933907
0.035100002,1.371851,47.02227
0.0352,1.3800714,47.110489
0.035300002,1.3883139,47.198566
0.035399999,1.3965783,47.286503
0.035500001,1.4048648,47.374298
0.035599999,1.4131731,47.461948
0.035700001,1.4215033,47.549461
0.035799999,1.4298553,47.636829
0.0359,1.4382293,47.724052
0.035999998,1.4466251,47.811134
0.0361,1.4550427,47.898075
0.036200002,1.463482,47.984871
0.0363,1.4719431,48.071526
0.036400001,1.480426,48.158039
0.036499999,1.4889306,48.244404
0.036600001,1.4974568,48.330627
0.036699999,1.5060047,48.41671
0.036800001,1.5145742,48.502644
0.036899999,1.5231653,48.588436
0.037,1.5317781,48.674084
0.037099998,1.5404124,48.75959
0.0372,1.5490682,48.844948
0.037300002,1.5577456,48.930164
0.0374,1.5664444,49.015236
0.037500001,1.5751647,49.100159
0.037599999,1.5839064,49.18494
0.037700001,1.5926696,49.269577
0.037799999,1.6014541,49.354065
0.037900001,1.6102601,49.438412
0.037999999,1.6190875,49.522614
0.0381,1.627936,49.606667
0.038199998,1.6368059,49.690575
0.0383,1.6456971,49.774338
0.038400002,1.6546096,49.857956
0.0385,1.6635432,49.941425
0.038600001,1.672498,50.02475
0.038699999,1.6814741,50.107929
0.038800001,1.6904713,50.19096
0.038899999,1.6994896,50.273846
0.039000001,1.708529,50.356586
0.039099999,1.7175895,50.439178
0.0392,1.7266711,50.521626
0.039299998,1.7357737,50.603924
0.0394,1.7448972,50.686077
0.039500002,1.7540418,50.768082
0.0396,1.7632073,50.849937
0.039700001,1.7723938,50.931648
0.039799999,1.7816012,51.01321
0.039900001,1.7908294,51.094627
0.039999999,1.8000785,51.175892
0.040100001,1.8093485,51.257015
0.040199999,1.8186393,51.337986
0.0403,1.8279507,51.418812
0.040399998,1.837283,51.499485
0.0405,1.8466361,51.580013
0.040600002,1.8560098,51.660397
0.0407,1.8654044,51.740627
0.040800001,1.8748194,51.820709
0.040899999,1.8842552,51.900646
0.041000001,1.8937116,51.980431
0.041099999,1.9031885,52.06007
0.041200001,1.912686,52.139561
0.041299999,1.922204,52.218899
0.0414,1.9317427,52.298092
0.041499998,1.9413017,52.377132
0.0416,1.9508812,52.456028
0.041700002,1.9604812,52.534775
0.0418,1.9701015,52.613369
0.041900001,1.9797423,52.691814
0.041999999,1.9894035,52.770111
0.042100001,1.9990849,52.848259
0.042199999,2.0087867,52.926258
0.042300001,2.0185087,53.004108
0.042399999,2.0282512,53.081806
0.0425,2.0380137,53.159355
0.042599998,2.0477965,53.236755
0.0427,2.0575995,53.314007
0.042800002,2.0674226,53.391106
0.0429,2.077266,53.46806
0.043000001,2.0871294,53.544857
0.043099999,2.0970128,53.62151
0.043200001,2.1069164,53.698009
0.043299999,2.1168401,53.774361
0.043400001,2.1267836,53.850559
0.043499999,2.1367474,53.926609
0.0436,2.1467309,54.00251
0.043699998,2.1567345,54.078259
0.0438,2.1667578,54.153858
0.043900002,2.1768012,54.229309
0.044,2.1868644,54.304607
0.044100001,2.1969473,54.379753
0.044199999,2.2070503,54.45475
0.044300001,2.2171729,54.529598
0.044399999,2.2273152,54.604294
0.044500001,2.2374775,54.678837
0.044599999,2.2476592,54.753231
0.0447,2.2578609,54.827477
0.044799998,2.2680819,54.901569
0.0449,2.2783229,54.97551
0.045000002,2.2885833,55.049301
0.0451,2.2988634,55.12294
0.045200001,2.3091629,55.19643
0.045299999,2.3194821,55.269768
0.045400001,2.3298206,55.342957
0.045499999,2.3401787,55.415993
0.045600001,2.3505564,55.488876
0.045699999,2.3609533,55.561611
0.0458,2.3713698,55.634193
0.045899998,2.3818057,55.706623
0.046,2.3922608,55.778904
0.046100002,2.4027352,55.851032
0.0462,2.413229,55.923008
0.046300001,2.4237421,55.994835
0.046399999,2.4342744,56.066509
0.046500001,2.4448259,56.138035
0.046599999,2.4553967,56.209404
0.046700001,2.4659865,56.280624
0.046799999,2.4765956,56.351696
0.0469,2.4872239,56.422611
0.046999998,2.4978712,56.493378
0.0471,2.5085375,56.563992
0.047200002,2.519223,56.634457
0.0473,2.5299273,56.704769
0.047400001,2.5406508,56.774929
0.047499999,2.551393,56.844936
0.047600001,2.5621545,56.914791
0.047699999,2.5729346,56.984497
0.047800001,2.5837338,57.05405
0.047899999,2.5945518,57.123455
0.048,2.6053886,57.192703
0.048099998,2.6162443,57.261803
0.0482,2.6271188,57.33075
0.048300002,2.6380122,57.399548
0.0484,2.6489241,57.468189
0.048500001,2.6598547,57.536682
0.048599999,2.670804,57.605022
0.048700001,2.681772,57.673214
0.048799999,2.6927586,57.741249
0.048900001,2.703764,57.809135
0.048999999,2.7147877,57.876869
0.0491,2.7258301,57.944454
0.049199998,2.736891,58.011883
0.0493,2.7479703,58.079163
0.049400002,2.7590683,58.14629
0.0495,2.7701845,58.213264
0.049600001,2.7813191,58.28009
0.049699999,2.7924724,58.346764
0.049800001,2.8036439,58.413284
0.049899999,2.8148336,58.479652
0.050000001,2.8260419,58.545872
0.050099999,2.8372684,58.611938
0.0502,2.8485131,58.677853
0.050299998,2.859776,58.743614
0.0504,2.871057,58.809227
0.050500002,2.8823564,58.874687
0.0506,2.8936739,58.939995
0.050700001,2.9050095,59.00515
0.050799999,2.9163632,59.070156
0.050900001,2.9277351,59.13501
0.050999999,2.9391251,59.199715
0.051100001,2.9505329,59.264263
0.051199999,2.9619586,59.328663
0.0513,2.9734025,59.39291
0.051399998,2.9848645,59.457008
0.0515,2.9963441,59.520954
0.051600002,3.0078416,59.584747
0.0517,3.0193572,59.648392
0.051800001,3.0308905,59.711884
0.051899999,3.0424416,59.775223
0.052000001,3.0540106,59.838409
0.052099999,3.0655973,59.901447
0.052200001,3.0772016,59.964336
0.052299999,3.0888238,60.027069
0.0524,3.1004634,60.089653
0.052499998,3.1121209,60.152088
0.0526,3.123796,60.214367
0.052700002,3.1354885,60.276501
0.0528,3.1471989,60.338478
0.052900001,3.1589267,60.400307
0.052999999,3.1706719,60.461987
0.053100001,3.1824348,60.523514
0.053199999,3.1942151,60.584888
0.053300001,3.2060127,60.646114
0.053399999,3.2178278,60.707188
0.0535,3.2296603,60.768112
0.053599998,3.2415099,60.828884
0.0537,3.2533772,60.889507
0.053800002,3.2652617,60.949978
0.0539,3.2771633,61.0103
0.054000001,3.2890823,61.070469
0.054099999,3.3010185,61.130489
0.054200001,3.3129718,61.190357
0.054299999,3.3249426,61.250076
0.054400001,3.3369303,61.309647
0.054499999,3.3489351,61.369064
0.0546,3.3609569,61.428333
0.054699998,3.3729959,61.48745
0.0548,3.385052,61.546417
0.054900002,3.3971248,61.605232
0.055,3.409215,61.663898
0.055100001,3.4213219,61.722416
0.055199999,3.4334457,61.780785
0.055300001,3.4455864,61.839001
0.055399999,3.4577439,61.897068
0.055500001,3.4699185,61.954983
0.055599999,3.4821098,62.012753
0.0557,3.4943178,62.07037
0.055799998,3.5065427,62.127838
0.0559,3.518784,62.185154
0.056000002,3.5310423,62.242321
0.0561,3.5433173,62.299343
0.056200001,3.5556087,62.356213
0.056299999,3.5679171,62.41293
0.056400001,3.5802419,62.469501
0.056499999,3.5925832,62.525925
0.056600001,3.6049411,62.582195
0.056699999,3.6173155,62.638317
0.0568,3.6297064,62.69429
0.056899998,3.6421139,62.750114
0.057,3.6545377,62.80579
0.057100002,3.6669779,62.861317
0.0572,3.6794343,62.916695
0.057300001,3.6919072,62.971924
0.057399999,3.7043965,63.027004
0.057500001,3.716902,63.081936
0.057599999,3.7294238,63.136719
0.057700001,3.741962,63.191353
0.057799999,3.7545161,63.245838
0.0579,3.7670865,63.300179
0.057999998,3.7796731,63.354366
0.0581,3.7922759,63.408405
0.058200002,3.8048947,63.462299
0.0583,3.8175297,63.516045
0.058400001,3.8301804,63.569641
0.058499999,3.8428473,63.623089
0.058600001,3.8555305,63.676392
0.058699999,3.8682294,63.729542
0.058800001,3.8809443,63.782547
0.058899999,3.8936749,63.835403
0.059,3.9064214,63.888115
0.059099998,3.919184,63.940678
0.0592,3.9319623,63.993092
0.059300002,3.9447563,64.045357
0.0594,3.9575663,64.097481
0.059500001,3.9703918,64.149452
0.059599999,3.9832332,64.201279
0.059700001,3.9960902,64.25296
0.059799999,4.0089626,64.304489
0.059900001,4.0218511,64.355873
0.059999999,4.0347548,64.407112
0.0601,4.0476747,64.458206
0.060199998,4.0606093,64.509148
0.0603,4.0735598,64.559944
0.060400002,4.0865259,64.610596
0.0605,4.0995073,64.661102
0.060600001,4.1125045,64.711464
0.060699999,4.1255169,64.761673
0.060800001,4.1385446,64.811745
0.060899999,4.1515875,64.861664
0.061000001,4.1646457,64.911438
0.061099999,4.1777196,64.961067
0.0612,4.1908083,65.010551
0.061299998,4.2039127,65.059891
0.0614,4.217032,65.109077
0.061500002,4.2301664,65.158127
0.0616,4.2433162,65.207031
0.061700001,4.2564812,65.255783
0.061799999,4.2696609,65.304398
0.061900001,4.282856,65.352859
0.061999999,4.2960658,65.401184
0.062100001,4.3092909,65.449356
0.062199999,4.3225312,65.497391
0.0623,4.3357859,65.545273
0.062399998,4.3490562,65.593018
0.0625,4.3623409,65.64061
0.062600002,4.3756404,65.688065
0.062700003,4.3889551,65.735374
0.062799998,4.4022846,65.782539
0.062899999,4.4156284,65.829559
0.063000001,4.4289875,65.876434
0.063100003,4.4423614,65.923164
0.063199997,4.4557495,65.969757
0.063299999,4.4691525,66.016205
0.0634,4.4825702,66.0625
0.063500002,4.4960027,66.108658
0.063600004,4.5094495,66.154678
0.063699998,4.5229111,66.200546
0.0638,4.536387,66.246277
0.063900001,4.5498772,66.291862
0.064000003,4.5633821,66.337303
0.064099997,4.5769019,66.382599
0.064199999,4.5904355,66.427757
0.064300001,4.6039839,66.472771
0.064400002,4.6175466,66.517647
0.064499997,4.6311235,66.56237
0.064599998,4.6447148,66.606956
0.0647,4.6583204,66.651405
0.064800002,4.6719398,66.695709
0.064900003,4.6855741,66.739868
0.064999998,4.6992221,66.783882
0.065099999,4.7128849,66.827759
0.065200001,4.7265611,66.871498
0.065300003,4.740252,66.915092
0.065399997,4.7539568,66.958542
0.065499999,4.7676754,67.001854
0.0656,4.7814083,67.045021
0.065700002,4.795155,67.088051
0.065800004,4.8089161,67.130943
0.065899998,4.8226905,67.173691
0.066,4.8364792,67.216293
0.066100001,4.8502817,67.258759
0.066200003,4.8640985,67.301086
0.066299997,4.8779287,67.343277
0.066399999,4.8917727,67.385315
0.066500001,4.9056306,67.427223
0.066600002,4.9195018,67.468987
0.066699997,4.9333873,67.510612
0.066799998,4.9472861,67.552101
0.0669,4.9611988,67.593445
0.067000002,4.9751253,67.634651
0.067100003,4.9890652,67.67572
0.067199998,5.0030184,67.716652
0.067299999,5.0169854,67.757439
0.067400001,5.0309658,67.798088
0.067500003,5.04496,67.8386
0.067599997,5.0589671,67.878975
0.067699999,5.072988,67.919205
0.0678,5.0870223,67.959305
0.067900002,5.1010699,67.99926
0.068000004,5.1151309,68.039078
0.068099998,5.1292052,68.078766
0.0682,5.1432929,68.118309
0.068300001,5.1573939,68.157715
0.068400003,5.1715083,68.196983
0.068499997,5.1856356,68.236115
0.068599999,5.1997757,68.275108
0.068700001,5.2139297,68.313965
0.068800002,5.2280965,68.352684
0.068899997,5.2422762,68.391266
0.068999998,5.2564692,68.42971
0.0691,5.2706752,68.468018
0.069200002,5.284894,68.506187
0.069300003,5.2991261,68.544228
0.069399998,5.3133707,68.582123
0.069499999,5.3276286,68.619888
0.069600001,5.3418994,68.657516
0.069700003,5.3561831,68.695007
0.069799997,5.3704796,68.732361
0.069899999,5.3847885,68.769585
0.07,5.3991108,68.806664
0.070100002,5.4134455,68.843613
0.070200004,5.427793,68.880432
0.070299998,5.4421535,68.917107
0.0704,5.4565263,68.953651
0.070500001,5.4709115,68.990067
0.070600003,5.4853096,69.026337
0.070699997,5.4997206,69.062477
0.070799999,5.5141435,69.098488
0.070900001,5.5285792,69.134361
0.071000002,5.5430279,69.170097
0.071099997,5.5574884,69.205704
0.071199998,5.5719614,69.241173
0.0713,5.5864472,69.276505
0.071400002,5.600945,69.311714
0.071500003,5.6154556,69.346779
0.071599998,5.6299782,69.381721
0.071699999,5.6445131,69.416527
0.071800001,5.6590605,69.451195
0.071900003,5.6736197,69.485733
0.071999997,5.6881914,69.520142
0.072099999,5.7027755,69.554413
0.0722,5.7173715,69.588554
0.072300002,5.7319794,69.622566
0.072400004,5.7465997,69.656448
0.072499998,5.7612319,69.690193
0.0726,5.7758765,69.723808
0.072700001,5.7905331,69.757286
0.072800003,5.8052011,69.790642
0.072899997,5.8198814,69.82386
0.072999999,5.8345737,69.856949
0.073100001,5.849278,69.889908
0.073200002,5.8639941,69.922737
0.073299997,5.8787217,69.955437
0.073399998,5.8934617,69.987999
0.0735,5.9082131,70.020439
0.073600002,5.9229765,70.05275
0.073700003,5.9377513,70.084923
0.073799998,5.952538,70.116974
0.073899999,5.9673362,70.148888
0.074000001,5.9821463,70.180679
0.074100003,5.9969678,70.212341
0.074199997,6.0118012,70.243866
0.074299999,6.0266457,70.275269
0.0744,6.041502,70.306541
0.074500002,6.0563698,70.337685
0.074600004,6.071249,70.368698
0.074699998,6.0861402,70.39959
0.0748,6.1010423,70.430344
0.074900001,6.1159558,70.460976
0.075000003,6.1308808,70.491486
0.075099997,6.1458168,70.521858
0.075199999,6.1607642,70.552109
0.075300001,6.1757231,70.58223
0.075400002,6.1906934,70.612221
0.075499997,6.2056746,70.64209
0.075599998,6.2206674,70.671829
0.0757,6.235671,70.701439
0.075800002,6.2506857,70.730927
0.075900003,6.2657118,70.760292
0.075999998,6.2807488,70.78952
0.076099999,6.2957969,70.818634
0.076200001,6.3108559,70.847618
0.076300003,6.3259258,70.876472
0.076399997,6.3410072,70.905205
0.076499999,6.3560991,70.933807
0.0766,6.371202,70.962296
0.076700002,6.3863158,70.990646
0.076800004,6.4014406,71.018883
0.076899998,6.4165759,71.046989
0.077,6.4317222,71.074974
0.077100001,6.4468794,71.102829
0.077200003,6.4620471,71.130562
0.077299997,6.4772258,71.158173
0.077399999,6.492415,71.185661
0.077500001,6.5076146,71.213028
0.077600002,6.5228252,71.240265
0.077699997,6.5380464,71.26738
0.077799998,6.553278,71.294373
0.0779,6.5685205,71.321243
0.078000002,6.5837731,71.347992
0.078100003,6.5990362,71.374619
0.078199998,6.6143103,71.401123
0.078299999,6.6295943,71.427505
0.078400001,6.6448889,71.453766
0.078500003,6.6601939,71.479904
0.078599997,6.6755095,71.50592
0.078699999,6.690835,71.531815
0.0788,6.706171,71.557587
0.078900002,6.7215171,71.583237
0.079000004,6.7368736,71.608772
0.079099998,6.7522402,71.634178
0.0792,6.7676172,71.65947
0.079300001,6.7830043,71.684639
0.079400003,6.7984014,71.709686
0.079499997,6.8138084,71.734619
0.079599999,6.829226,71.75943
0.079700001,6.8446531,71.784119
0.079800002,6.8600907,71.808693
0.079899997,6.8755379,71.833145
0.079999998,6.8909955,71.857475
0.0801,6.9064627,71.881691
0.080200002,6.9219398,71.905785
0.080300003,6.937427,71.929756
0.080399998,6.9529238,71.953621
0.080499999,6.9684305,71.977356
0.080600001,6.9839473,72.000977
0.080700003,6.9994736,72.024483
0.080799997,7.0150099,72.047867
0.080899999,7.0305557,72.071136
0.081,7.0461111,72.094292
0.081100002,7.061676,72.117325
0.081200004,7.077251,72.140244
0.081299998,7.0928354,72.163048
0.0814,7.1084294,72.18573
0.081500001,7.124033,72.208298
0.081600003,7.1396461,72.230751
0.081699997,7.1552682,72.25309
0.081799999,7.1709003,72.275307
0.081900001,7.186542,72.297417
0.082000002,7.2021928,72.319405
0.082099997,7.2178531,72.341278
0.082199998,7.2335224,72.363037
0.0823,7.2492013,72.384689
0.082400002,7.2648897,72.406219
0.082500003,7.2805872,72.427635
0.082599998,7.2962942,72.448936
0.082699999,7.3120098,72.470123
0.082800001,7.3277354,72.491196
0.082900003,7.3434696,72.512161
0.082999997,7.3592129,72.533005
