"time","aimc.airGap.V_mrr.im","aimc.airGap.V_mrr.re","aimc.airGap.V_msr.im","aimc.airGap.V_msr.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.port_p.V_m.im","aimc.stator.port_p.V_m.re","aimc.is[1]","aimc.is[2]","loadInertia.phi","loadInertia.w"
0,2.8735525340001198e-15,-2.5046612431276214e-15,22.895466757866608,38.755885394103814,0.37441073816693243,0.22118727316686493,0.38755885394103595,0.22895466757866303,-22.895466757866608,-38.755885394103821,-40.585068279161497,-0.47135738505131503,0,157.07963267948966
5.0000000000000002e-05,1.7135222909865797e-07,2.6041198262740201e-09,22.895466580484751,38.755887654573698,0.37441076003080714,0.22118727316674605,0.38391480078226486,0.23501393214241251,-23.501393048683148,-38.391480078310856,-40.203463924820078,-1.2116739227499373,0.0078539816339743985,157.07963267948406
0.0001,1.070262139147566e-06,2.0590748895058909e-08,22.89546564988224,38.755891215485001,0.37441079461172261,0.22118727316553238,0.38017603554593038,0.2410152111558084,-24.101520081513183,-38.017603567187976,-39.811941357922272,-1.9516902215022858,0.015707963267947368,157.07963267942566
0.00015000000000000001,2.5247432624744305e-06,6.0085363105234465e-08,22.895464143951099,38.755892345917921,0.37441080592748571,0.22118727316192877,0.37634344349367715,0.24695702287565105,-24.695699848448118,-37.634344406282537,-39.410593303148424,-2.6912256906429115,0.023561944901914541,157.07963267924811
0.00020000000000000001,4.0713899313485842e-06,1.2931618408026362e-07,22.895462542275222,38.755892240264757,0.37441080559913903,0.22118727315501063,0.37241798229690076,0.25283790118854355,-25.283786185505168,-37.241798351978119,-38.999520036348947,-3.4300976361770963,0.031415926535869373,157.07963267892379
0.00025000000000000001,5.6260268373513965e-06,2.2413135374403238e-07,22.895460931984609,38.755892180014264,0.37441080596519766,0.22118727314477357,0.36840063326978301,0.2586563955686495,-25.865634121469853,-36.840063537556226,-38.578824322455922,-4.1681232012904772,0.039269908169804239,157.07963267844556
0.00030000000000000003,7.2177804871519295e-06,3.4248684553644289e-07,22.895459282933082,38.755892472928011,0.37441080997852416,0.22118727313124054,0.3642923906772193,0.2644110706908302,-26.441100095977763,-36.429239394531557,-38.148610285908035,-4.9051201289148496,0.047123889803711294,157.07963267781111
0.00035,9.0011172181041322e-06,4.8923162192750653e-07,22.895457435198999,38.755893428604644,0.37441082067851295,0.2211872731141232,0.36009427128619559,0.27010050709062872,-27.010042013962483,-36.009427613062016,-37.708984416389654,-5.6409063082374793,0.054977871437582398,157.07963267701084
0.00040000000000000002,1.1000693218249198e-05,6.6685622791739666e-07,22.895455363228116,38.755894613767992,0.37441083390432539,0.22118727309309497,0.35580730661509846,0.27572330075173734,-27.572319450741432,-35.580731354334617,-37.260054744043181,-6.3753003730871693,0.062831853071408858,157.07963267602895
0.00045000000000000004,1.3263844637748608e-05,8.7939256170091586e-07,22.895453017969388,38.755895797874331,0.37441084746903441,0.22118727306766578,0.35143255215519603,0.28127806410382261,-28.127793604651313,-35.143256179925515,-36.801931812692665,-7.1081211723675644,0.070685834705181042,157.07963267484379
