"Time","volume.medium.p","volume.medium.T"
0.026462,542887.88,293.1564
0.026664,545367.06,293.15646
0.026866,547835.25,293.15649
0.027068,550292.5,293.15652
0.02727,552738.88,293.15656
0.027472001,555174.31,293.15659
0.027674001,557599.06,293.15662
0.027876001,560013,293.15668
0.028077999,562416.25,293.15671
0.028279999,564808.81,293.15674
0.028481999,567190.81,293.15677
0.028684,569562.19,293.1568
0.028886,571923.12,293.15683
0.029088,574273.5,293.15686
0.02929,576613.5,293.15689
0.029492,578943.12,293.15695
0.029694,581262.44,293.15698
0.029896,583571.44,293.15701
0.030098001,585870.25,293.15704
0.030300001,588158.81,293.15707
0.030502001,590437.19,293.1571
0.030703999,592705.56,293.15714
0.030905999,594963.81,293.15717
0.031107999,597212.06,293.1572
0.03131,599450.31,293.15723
0.031512,601678.62,293.15726
0.031714,603897.12,293.15729
0.031916,606105.75,293.15732
0.032118,608304.56,293.15738
0.03232,610493.62,293.15741
0.032522,612673,293.15744
0.032724001,614842.69,293.15747
0.032926001,617002.75,293.1575
0.033128001,619153.25,293.15753
0.033330001,621294.19,293.15756
0.033532001,623425.69,293.15759
0.033734001,625547.69,293.15762
0.033936001,627660.25,293.15765
0.034138002,629763.5,293.15768
0.034340002,631857.38,293.15771
0.034542002,633942,293.15775
0.034743998,636017.31,293.15778
0.034945998,638083.5,293.15781
0.035147998,640140.5,293.15784
0.035349999,642188.31,293.15787
0.035551999,644227.12,293.1579
0.035753999,646256.81,293.15793
0.035955999,648277.56,293.15796
0.036157999,650289.31,293.15799
0.036359999,652292.19,293.15802
0.036561999,654286.12,293.15802
0.036764,656271.25,293.15805
0.036966,658247.5,293.15808
0.037168,660215.06,293.15811
0.03737,662173.88,293.15814
0.037572,664124,293.15817
0.037774,666065.44,293.1582
0.037976,667998.31,293.15823
0.038178001,669922.56,293.15826
0.038380001,671838.31,293.15829
0.038582001,673745.56,293.15833
0.038784001,675644.31,293.15836
0.038986001,677534.69,293.15839
0.039188001,679416.62,293.15839
0.039390001,681290.25,293.15842
0.039592002,683155.56,293.15845
0.039794002,685012.56,293.15848
0.039995998,686861.38,293.15851
0.040197998,688701.94,293.15854
0.040399998,690534.38,293.15857
0.040601999,692358.69,293.1586
0.040803999,694174.88,293.15863
0.041005999,695983,293.15863
0.041207999,697783.12,293.15866
0.041409999,699575.25,293.15869
0.041611999,701359.38,293.15872
0.041813999,703135.69,293.15875
0.042016,704904.06,293.15878
0.042218,706664.56,293.15878
0.04242,708417.25,293.15881
0.042622,710162.19,293.15884
0.042824,711899.44,293.15887
0.043026,713628.88,293.15891
0.043228,715350.69,293.15894
0.043430001,717064.88,293.15894
0.043632001,718771.44,293.15897
0.043834001,720470.44,293.159
0.044036001,722161.88,293.15903
0.044238001,723845.88,293.15906
0.044440001,725522.31,293.15906
0.044642001,727191.38,293.15909
0.044844002,728853,293.15912
0.045046002,730507.25,293.15915
0.045248002,732154.12,293.15918
0.045449998,733793.75,293.15918
0.045651998,735426.06,293.15921
0.045853999,737051.19,293.15924
0.046055999,738669.06,293.15927
0.046257999,740279.75,293.1593
0.046459999,741883.31,293.1593
0.046661999,743479.69,293.15933
0.046863999,745069.06,293.15936
0.047065999,746651.38,293.15939
0.047268,748226.62,293.15939
0.04747,749794.88,293.15942
0.047672,751356.19,293.15945
0.047874,752910.62,293.15948
0.048076,754458.06,293.15948
0.048278,755998.69,293.15952
0.04848,757532.5,293.15955
0.048682,759059.44,293.15955
0.048884001,760579.69,293.15958
0.049086001,762093.12,293.15961
0.049288001,763599.88,293.15964
0.049490001,765099.88,293.15964
0.049692001,766593.31,293.15967
0.049894001,768080.06,293.1597
0.050096001,769560.19,293.1597
0.050298002,771033.81,293.15973
0.050500002,772500.88,293.15976
0.050701998,773961.38,293.15979
0.050903998,775415.44,293.15979
0.051105998,776863.06,293.15982
0.051307999,778304.25,293.15985
0.051509999,779739,293.15985
0.051711999,781167.44,293.15988
0.051913999,782589.5,293.15991
0.052115999,784005.25,293.15991
0.052317999,785414.75,293.15994
0.052519999,786817.94,293.15997
0.052722,788214.94,293.15997
0.052924,789605.75,293.16
0.053126,790990.38,293.16003
0.053328,792368.81,293.16003
0.05353,793741.19,293.16006
0.053732,795107.44,293.1601
0.053934,796467.62,293.1601
0.054136001,797821.81,293.16013
0.054338001,799169.94,293.16016
0.054540001,800512.06,293.16016
0.054742001,801848.31,293.16019
0.054944001,803178.56,293.16022
0.055146001,804502.94,293.16022
0.055348001,805821.44,293.16025
0.055550002,807134.06,293.16025
0.055752002,808440.88,293.16028
0.055954002,809741.88,293.16031
0.056155998,811037.12,293.16031
0.056357998,812326.56,293.16034
0.056559999,813610.31,293.16037
0.056761999,814888.38,293.16037
0.056963999,816160.75,293.1604
0.057165999,817427.5,293.1604
0.057367999,818688.62,293.16043
0.057569999,819944.12,293.16046
0.057771999,821194.06,293.16046
0.057974,822438.44,293.16049
0.058176,823677.31,293.16049
0.058378,824910.69,293.16052
0.05858,826138.56,293.16055
0.058782,827361,293.16055
0.058984,828578,293.16058
0.059186,829789.62,293.16058
0.059388001,830995.88,293.16061
0.059590001,832196.75,293.16061
0.059792001,833392.25,293.16064
0.059994001,834582.5,293.16068
0.060196001,835767.44,293.16068
0.060398001,836947.12,293.16071
0.060600001,838121.56,293.16071
0.060802002,839290.81,293.16074
0.061004002,840454.88,293.16074
0.061206002,841613.75,293.16077
0.061407998,842767.44,293.16077
0.061609998,843916.06,293.1608
0.061811998,845059.56,293.16083
0.062013999,846198,293.16083
0.062215999,847331.38,293.16086
0.062417999,848459.69,293.16086
0.062619999,849583.06,293.16089
0.062821999,850701.38,293.16089
0.063023999,851814.75,293.16092
0.063225999,852923.19,293.16092
0.063428,854026.69,293.16095
0.06363,855125.31,293.16095
0.063832,856219.06,293.16098
0.064034,857307.94,293.16098
0.064236,858391.94,293.16101
0.064438,859471.19,293.16101
0.06464,860545.62,293.16104
0.064842001,861615.25,293.16104
0.065044001,862680.19,293.16107
0.065246001,863740.38,293.16107
0.065448001,864795.88,293.1611
0.065650001,865846.62,293.1611
0.065852001,866892.75,293.16113
0.066054001,867934.25,293.16113
0.066256002,868971.12,293.16116
0.066458002,870003.38,293.16116
0.066660002,871031,293.16119
0.066862002,872054.12,293.16119
0.067064002,873072.69,293.16122
0.067266002,874086.75,293.16122
0.067468002,875096.25,293.16125
0.067670003,876101.31,293.16125
0.067872003,877101.88,293.16129
0.068074003,878098.06,293.16129
0.068276003,879089.75,293.16132
0.068478003,880077.06,293.16132
0.068680003,881060,293.16135
0.068882003,882038.56,293.16135
0.069084004,883012.81,293.16138
0.069286004,883982.75,293.16138
0.069487996,884948.31,293.16141
0.069689997,885909.62,293.16141
0.069891997,886866.69,293.16141
0.070093997,887819.44,293.16144
0.070295997,888768,293.16144
0.070497997,889712.38,293.16147
0.070699997,890652.5,293.16147
0.070901997,891588.5,293.1615
0.071103998,892520.31,293.1615
0.071305998,893447.94,293.16153
0.071507998,894371.5,293.16153
0.071709998,895291,293.16156
0.071911998,896206.38,293.16156
0.072113998,897117.69,293.16156
0.072315998,898024.94,293.16159
0.072517999,898928.12,293.16159
0.072719999,899827.38,293.16162
0.072921999,900722.62,293.16162
0.073123999,901613.88,293.16165
0.073325999,902501.12,293.16165
0.073527999,903384.5,293.16165
0.073729999,904263.94,293.16168
0.073932,905139.44,293.16168
0.074134,906011.06,293.16171
0.074336,906878.88,293.16171
0.074538,907742.75,293.16171
0.07474,908602.81,293.16174
0.074942,909459.06,293.16174
0.075144,910311.56,293.16177
0.075346,911160.19,293.16177
0.075548001,912005.12,293.16177
0.075750001,912846.25,293.1618
0.075952001,913683.69,293.1618
0.076154001,914517.38,293.16183
0.076356001,915347.38,293.16183
0.076558001,916173.69,293.16183
0.076760001,916996.31,293.16187
0.076962002,917815.25,293.16187
0.077164002,918630.62,293.1619
0.077366002,919442.31,293.1619
0.077568002,920250.44,293.1619
0.077770002,921054.94,293.16193
0.077972002,921855.94,293.16193
0.078174002,922653.31,293.16196
0.078376003,923447.19,293.16196
0.078578003,924237.5,293.16196
0.078780003,925024.31,293.16199
0.078982003,925807.62,293.16199
0.079184003,926587.5,293.16199
0.079386003,927363.88,293.16202
0.079588003,928136.81,293.16202
0.079790004,928906.25,293.16205
0.079991996,929672.38,293.16205
0.080193996,930435.06,293.16205
0.080395997,931194.31,293.16208
0.080597997,931950.25,293.16208
0.080799997,932702.81,293.16208
0.081001997,933452.06,293.16211
0.081203997,934197.94,293.16211
0.081405997,934940.5,293.16211
0.081607997,935679.81,293.16214
0.081809998,936415.81,293.16214
0.082011998,937148.5,293.16217
0.082213998,937878,293.16217
0.082415998,938604.25,293.16217
0.082617998,939327.25,293.1622
0.082819998,940047.06,293.1622
0.083021998,940763.62,293.1622
0.083223999,941477.06,293.16223
0.083425999,942187.31,293.16223
0.083627999,942894.38,293.16223
0.083829999,943598.31,293.16226
0.084031999,944299.19,293.16226
0.084233999,944996.88,293.16226
0.084435999,945691.5,293.16229
0.084638,946383,293.16229
0.08484,947071.44,293.16229
0.085042,947756.88,293.16232
0.085244,948439.19,293.16232
0.085446,949118.56,293.16232
0.085648,949794.81,293.16235
0.08585,950468.12,293.16235
0.086052001,951138.44,293.16235
0.086254001,951805.75,293.16235
0.086456001,952470.12,293.16238
0.086658001,953131.56,293.16238
0.086860001,953790.06,293.16238
0.087062001,954445.62,293.16241
0.087264001,955098.25,293.16241
0.087466002,955748,293.16241
0.087668002,956394.81,293.16245
0.087870002,957038.81,293.16245
0.088072002,957679.94,293.16245
0.088274002,958318.25,293.16248
0.088476002,958953.69,293.16248
0.088678002,959586.31,293.16248
0.088880002,960216.12,293.16251
0.089082003,960843.12,293.16251
0.089284003,961467.31,293.16251
0.089486003,962088.81,293.16251
0.089688003,962707.5,293.16254
0.089890003,963323.44,293.16254
0.090092003,963936.62,293.16254
0.090294003,964547.06,293.16257
0.090496004,965154.88,293.16257
0.090697996,965759.94,293.16257
0.090899996,966362.31,293.16257
0.091101997,966962,293.1626
0.091303997,967559.06,293.1626
0.091505997,968153.44,293.1626
0.091707997,968745.19,293.16263
0.091909997,969334.31,293.16263
0.092111997,969920.81,293.16263
0.092313997,970504.69,293.16263
0.092515998,971086,293.16266
0.092717998,971664.75,293.16266
0.092919998,972240.88,293.16266
0.093121998,972814.5,293.16269
0.093323998,973385.5,293.16269
0.093525998,973954,293.16269
0.093727998,974520,293.16269
0.093929999,975083.5,293.16272
0.094131999,975644.44,293.16272
0.094333999,976202.94,293.16272
0.094535999,976758.88,293.16272
0.094737999,977312.44,293.16275
0.094939999,977863.5,293.16275
0.095141999,978412.12,293.16275
0.095344,978958.25,293.16275
0.095546,979502,293.16278
0.095748,980043.38,293.16278
0.09595,980582.31,293.16278
0.096152,981118.81,293.16278
0.096354,981652.94,293.16281
0.096556,982184.75,293.16281
0.096758001,982714.12,293.16281
0.096960001,983241.19,293.16281
0.097162001,983765.94,293.16284
0.097364001,984288.31,293.16284
0.097566001,984808.38,293.16284
0.097768001,985326.12,293.16284
0.097970001,985841.62,293.16287
0.098172002,986354.75,293.16287
0.098374002,986865.69,293.16287
0.098576002,987374.25,293.16287
0.098778002,987880.62,293.1629
0.098980002,988384.75,293.1629
0.099182002,988886.62,293.1629
0.099384002,989386.25,293.1629
0.099586003,989883.69,293.16293
0.099788003,990378.88,293.16293
0.099990003,990871.94,293.16293
0.100192,991362.75,293.16293
0.100394,991851.38,293.16296
0.100596,992337.88,293.16296
0.100798,992822.19,293.16296
0.101,993304.31,293.16296
0.101202,993784.31,293.16299
0.101404,994262.19,293.16299
0.101606,994737.94,293.16299
0.101808,995211.62,293.16299
0.10201,995683.12,293.16299
0.102212,996152.56,293.16302
0.102414,996619.94,293.16302
0.102616,997085.25,293.16302
0.102818,997548.44,293.16302
0.10302,998009.62,293.16306
0.103222,998468.69,293.16306
0.103424,998925.75,293.16306
0.103626,999380.81,293.16306
0.103828,999833.81,293.16306
0.10403,1000284.8,293.16309
0.104232,1000733.8,293.16309
0.104434,1001180.8,293.16309
0.104636,1001625.9,293.16309
0.104838,1002068.9,293.16309
0.10504,1002510,293.16312
0.105242,1002949.1,293.16312
0.105444,1003386.2,293.16312
0.105646,1003821.5,293.16312
0.105848,1004254.8,293.16315
0.10605,1004686.1,293.16315
0.106252,1005115.6,293.16315
0.106454,1005543.1,293.16315
0.106656,1005968.8,293.16315
0.106858,1006392.5,293.16318
0.10706,1006814.4,293.16318
0.107262,1007234.4,293.16318
0.107464,1007652.5,293.16318
0.107666,1008068.8,293.16318
0.107868,1008483.2,293.16321
0.10807,1008895.8,293.16321
0.108272,1009306.5,293.16321
0.108474,1009715.4,293.16321
0.108676,1010122.5,293.16321
0.108878,1010527.8,293.16324
0.10908,1010931.2,293.16324
0.109282,1011333,293.16324
0.109484,1011732.9,293.16324
0.109686,1012131,293.16324
0.109888,1012527.4,293.16324
0.11009,1012922,293.16327
0.110292,1013314.9,293.16327
0.110494,1013705.9,293.16327
0.110696,1014095.3,293.16327
0.110898,1014482.9,293.16327
0.1111,1014868.9,293.1633
0.111302,1015253.1,293.1633
0.111504,1015635.6,293.1633
0.111706,1016016.4,293.1633
0.111908,1016395.5,293.1633
0.11211,1016772.9,293.1633
0.112312,1017148.6,293.16333
0.112514,1017522.8,293.16333
0.112716,1017895.1,293.16333
0.112918,1018265.9,293.16333
0.11312,1018635,293.16333
0.113322,1019002.5,293.16336
0.113524,1019368.3,293.16336
0.113726,1019732.5,293.16336
0.113928,1020095.1,293.16336
0.11413,1020456.1,293.16336
0.114332,1020815.4,293.16336
0.114534,1021173.2,293.16339
0.114736,1021529.4,293.16339
0.114938,1021884.1,293.16339
0.11514,1022237.1,293.16339
0.115342,1022588.6,293.16339
0.115544,1022938.4,293.16339
0.115746,1023286.8,293.16342
0.115948,1023633.6,293.16342
0.11615,1023978.8,293.16342
0.116352,1024322.6,293.16342
0.116554,1024664.8,293.16342
0.116756,1025005.4,293.16342
0.116958,1025344.6,293.16345
0.11716,1025682.2,293.16345
0.117362,1026018.4,293.16345
0.117564,1026353.1,293.16345
0.117766,1026686.2,293.16345
0.117968,1027017.9,293.16345
0.11817,1027348.2,293.16348
0.118372,1027676.9,293.16348
0.118574,1028004.2,293.16348
0.118776,1028330.1,293.16348
0.118978,1028654.4,293.16348
0.11918,1028977.4,293.16348
0.119382,1029298.9,293.16348
0.119584,1029619,293.16351
0.119786,1029937.7,293.16351
0.119988,1030254.9,293.16351
0.12019,1030570.8,293.16351
0.120392,1030885.2,293.16351
0.120594,1031198.2,293.16351
0.120796,1031509.9,293.16354
0.120998,1031820.1,293.16354
0.1212,1032129,293.16354
0.121402,1032436.5,293.16354
0.121604,1032742.6,293.16354
0.121806,1033047.4,293.16354
0.122008,1033350.9,293.16354
0.12221,1033652.9,293.16357
0.122412,1033953.7,293.16357
0.122614,1034253.1,293.16357
0.122816,1034551.1,293.16357
0.123018,1034847.9,293.16357
0.12322,1035143.3,293.16357
0.123422,1035437.4,293.16357
0.123624,1035730.2,293.1636
0.123826,1036021.8,293.1636
0.124028,1036311.9,293.1636
0.12423,1036600.9,293.1636
0.124432,1036888.5,293.1636
0.124634,1037174.9,293.1636
0.124836,1037459.9,293.1636
0.125038,1037743.8,293.1636
0.12524,1038026.4,293.16364
0.125442,1038307.6,293.16364
0.125644,1038587.7,293.16364
0.125846,1038866.5,293.16364
0.126048,1039144.1,293.16364
0.12625,1039420.4,293.16364
0.126452,1039695.6,293.16364
0.126654,1039969.4,293.16367
0.126856,1040242.1,293.16367
0.127058,1040513.6,293.16367
0.12726,1040783.8,293.16367
0.127462,1041052.8,293.16367
0.127664,1041320.7,293.16367
0.127866,1041587.4,293.16367
0.128068,1041852.8,293.16367
0.12827,1042117.1,293.1637
0.128472,1042380.2,293.1637
0.128674,1042642.2,293.1637
0.128876,1042903,293.1637
0.129078,1043162.6,293.1637
0.12928,1043421.1,293.1637
0.129482,1043678.4,293.1637
0.129684,1043934.6,293.1637
0.129886,1044189.7,293.16373
0.130088,1044443.6,293.16373
0.13029,1044696.4,293.16373
0.130492,1044948.1,293.16373
0.130694,1045198.6,293.16373
0.130896,1045448.1,293.16373
0.131098,1045696.4,293.16373
0.1313,1045943.6,293.16373
0.131502,1046189.7,293.16373
0.131704,1046434.8,293.16376
0.131906,1046678.7,293.16376
0.132108,1046921.5,293.16376
0.13231,1047163.3,293.16376
0.132512,1047404,293.16376
0.132714,1047643.6,293.16376
0.132916,1047882.2,293.16376
0.133118,1048119.7,293.16376
0.13332,1048356.2,293.16379
0.133522,1048591.5,293.16379
0.133724,1048825.9,293.16379
0.133926,1049059.2,293.16379
0.134128,1049291.5,293.16379
0.13433,1049522.8,293.16379
0.134532,1049753,293.16379
0.134734,1049982.1,293.16379
0.134936,1050210.4,293.16379
0.13513801,1050437.5,293.16382
0.13534001,1050663.6,293.16382
0.13554201,1050888.8,293.16382
0.13574401,1051112.9,293.16382
0.13594601,1051336.1,293.16382
0.13614801,1051558.2,293.16382
0.13635001,1051779.4,293.16382
0.13655201,1051999.6,293.16382
0.13675401,1052218.8,293.16382
0.13695601,1052437,293.16382
0.13715801,1052654.2,293.16385
0.13736001,1052870.6,293.16385
0.13756201,1053086,293.16385
0.13776401,1053300.4,293.16385
0.13796601,1053513.8,293.16385
0.13816801,1053726.2,293.16385
0.13837001,1053937.8,293.16385
0.13857201,1054148.4,293.16385
0.13877399,1054358,293.16385
0.13897599,1054566.8,293.16385
0.13917799,1054774.5,293.16388
0.13937999,1054981.4,293.16388
0.13958199,1055187.4,293.16388
0.13978399,1055392.4,293.16388
0.13998599,1055596.6,293.16388
0.14018799,1055799.8,293.16388
0.14038999,1056002.1,293.16388
0.14059199,1056203.5,293.16388
0.14079399,1056404,293.16388
0.14099599,1056603.8,293.16388
0.14119799,1056802.5,293.16391
0.14139999,1057000.2,293.16391
0.14160199,1057197.2,293.16391
0.14180399,1057393.4,293.16391
0.14200599,1057588.6,293.16391
0.142208,1057783,293.16391
0.14241,1057976.5,293.16391
0.142612,1058169.1,293.16391
0.142814,1058361,293.16391
0.143016,1058551.9,293.16391
0.143218,1058742,293.16391
0.14342,1058931.2,293.16394
0.143622,1059119.6,293.16394
0.143824,1059307.2,293.16394
0.144026,1059494,293.16394
0.144228,1059679.9,293.16394
0.14443,1059864.9,293.16394
0.144632,1060049.2,293.16394
0.144834,1060232.6,293.16394
0.145036,1060415.2,293.16394
0.145238,1060597,293.16394
0.14544,1060778,293.16394
0.145642,1060958.2,293.16394
0.145844,1061137.6,293.16397
0.146046,1061316.2,293.16397
0.146248,1061494,293.16397
0.14645,1061671.1,293.16397
0.146652,1061847.2,293.16397
0.146854,1062022.8,293.16397
0.147056,1062197.4,293.16397
0.147258,1062371.2,293.16397
0.14746,1062544.4,293.16397
0.147662,1062716.8,293.16397
0.147864,1062888.4,293.16397
0.148066,1063059.1,293.16397
0.148268,1063229.2,293.164
0.14847,1063398.5,293.164
0.148672,1063567.1,293.164
0.148874,1063734.9,293.164
0.149076,1063902,293.164
0.149278,1064068.2,293.164
0.14948,1064233.9,293.164
0.149682,1064398.6,293.164
0.149884,1064562.8,293.164
0.150086,1064726.1,293.164
0.150288,1064888.9,293.164
0.15049,1065050.8,293.164
0.150692,1065212,293.16403
0.150894,1065372.5,293.16403
0.151096,1065532.2,293.16403
0.151298,1065691.2,293.16403
0.1515,1065849.6,293.16403
0.151702,1066007.4,293.16403
0.151904,1066164.2,293.16403
0.152106,1066320.5,293.16403
0.152308,1066476.1,293.16403
0.15251,1066631,293.16403
0.152712,1066785.1,293.16403
0.152914,1066938.6,293.16403
0.153116,1067091.5,293.16403
0.153318,1067243.6,293.16403
0.15352,1067395.1,293.16406
0.153722,1067545.9,293.16406
0.153924,1067696,293.16406
0.154126,1067845.5,293.16406
0.154328,1067994.2,293.16406
0.15453,1068142.4,293.16406
0.154732,1068289.9,293.16406
0.154934,1068436.6,293.16406
0.155136,1068582.8,293.16406
0.155338,1068728.4,293.16406
0.15554,1068873.1,293.16406
0.155742,1069017.4,293.16406
0.155944,1069161,293.16406
0.156146,1069303.9,293.16406
0.156348,1069446.2,293.16409
0.15655001,1069587.9,293.16409
0.15675201,1069729,293.16409
0.15695401,1069869.4,293.16409
0.15715601,1070009.1,293.16409
0.15735801,1070148.4,293.16409
0.15756001,1070286.9,293.16409
0.15776201,1070424.9,293.16409
0.15796401,1070562.1,293.16409
0.15816601,1070698.9,293.16409
0.15836801,1070835,293.16409
0.15857001,1070970.5,293.16409
0.15877201,1071105.4,293.16409
0.15897401,1071239.6,293.16409
0.15917601,1071373.4,293.16409
0.15937801,1071506.5,293.16409
0.15958001,1071639,293.16412
0.15978201,1071771,293.16412
0.15998399,1071902.2,293.16412
0.16018599,1072033,293.16412
0.16038799,1072163.2,293.16412
0.16058999,1072292.9,293.16412
0.16079199,1072421.9,293.16412
0.16099399,1072550.2,293.16412
0.16119599,1072678.1,293.16412
0.16139799,1072805.5,293.16412
0.16159999,1072932.2,293.16412
0.16180199,1073058.4,293.16412
0.16200399,1073184,293.16412
0.16220599,1073309.1,293.16412
0.16240799,1073433.6,293.16412
0.16260999,1073557.5,293.16412
0.16281199,1073681,293.16415
0.16301399,1073803.9,293.16415
0.16321599,1073926.1,293.16415
0.16341799,1074047.9,293.16415
0.16362,1074169.1,293.16415
0.163822,1074289.8,293.16415
0.164024,1074410,293.16415
0.164226,1074529.5,293.16415
0.164428,1074648.6,293.16415
0.16463,1074767.2,293.16415
0.164832,1074885.2,293.16415
0.165034,1075002.8,293.16415
0.165236,1075119.8,293.16415
0.165438,1075236.1,293.16415
0.16564,1075352.1,293.16415
0.165842,1075467.5,293.16415
0.166044,1075582.5,293.16415
0.166246,1075696.9,293.16415
0.166448,1075810.8,293.16418
0.16665,1075924.1,293.16418
0.166852,1076037,293.16418
0.167054,1076149.4,293.16418
0.167256,1076261.2,293.16418
0.167458,1076372.6,293.16418
0.16766,1076483.5,293.16418
0.167862,1076594,293.16418
0.168064,1076703.9,293.16418
0.168266,1076813.2,293.16418
0.168468,1076922.2,293.16418
0.16867,1077030.6,293.16418
0.168872,1077138.6,293.16418
0.169074,1077246.1,293.16418
0.169276,1077353.1,293.16418
0.169478,1077459.6,293.16418
0.16968,1077565.8,293.16418
0.169882,1077671.2,293.16418
0.170084,1077776.4,293.16418
0.170286,1077881.1,293.16418
0.170488,1077985.2,293.16422
0.17069,1078089,293.16422
0.170892,1078192.2,293.16422
0.171094,1078295,293.16422
0.171296,1078397.4,293.16422
0.171498,1078499.2,293.16422
0.1717,1078600.8,293.16422
0.171902,1078701.8,293.16422
0.172104,1078802.2,293.16422
0.172306,1078902.4,293.16422
0.172508,1079002,293.16422
0.17271,1079101.2,293.16422
0.172912,1079200,293.16422
0.173114,1079298.2,293.16422
0.173316,1079396.1,293.16422
0.173518,1079493.6,293.16422
0.17372,1079590.6,293.16422
0.173922,1079687.2,293.16422
0.174124,1079783.4,293.16422
0.174326,1079879.1,293.16422
0.174528,1079974.5,293.16422
0.17473,1080069.4,293.16425
0.174932,1080163.8,293.16425
0.175134,1080257.9,293.16425
0.175336,1080351.5,293.16425
0.175538,1080444.6,293.16425
0.17574,1080537.5,293.16425
0.175942,1080629.9,293.16425
0.176144,1080721.8,293.16425
0.176346,1080813.4,293.16425
0.176548,1080904.5,293.16425
0.17675,1080995.2,293.16425
0.176952,1081085.6,293.16425
0.177154,1081175.6,293.16425
0.177356,1081265.1,293.16425
0.177558,1081354.2,293.16425
0.17776,1081443,293.16425
0.17796201,1081531.4,293.16425
0.17816401,1081619.4,293.16425
0.17836601,1081706.9,293.16425
0.17856801,1081794.1,293.16425
