"time","integrator.c.v","integrator.opAmp.out.v","integrator.opAmp.out.i"
0,0,0,0.0050000000000000001
0.00050000000000000001,-0.31415860743039137,-0.31413766491939676,0.0049999790574890056
0.001,-0.62831589900831386,-0.62827401407404226,0.0049999581150657292
0.0015,-0.94247187474004013,-0.94240904747020882,0.004999937172730169
0.002,-1.256626534634993,-1.2565427651173184,0.0049999162304823251
0.0025000000000000001,-1.5707798786908915,-1.5706751670130907,0.0049998952883221993
0.0030000000000000001,-1.8849319069302224,-1.8848062531800105,0.004999874346249788
0.0035000000000000001,-2.1990826193590913,-2.1989360236241828,0.0049998534042650913
0.0040000000000000001,-2.5132320159693804,-2.5130644783374914,0.0049998324623681117
0.0045000000000000005,-2.8273800967610909,-2.8271916173199361,0.004999811520558845
0.0050000000000000001,-3.1415268617342207,-3.1413174405715161,0.0049997905788372954
0.0054999999999999997,-3.455672310925769,-3.4554419481292271,0.0049997696372034587
0.0060000000000000001,-3.7698164444046278,-3.7695651400619572,0.0049997486956573295
0.0065000000000000006,-4.0839592621058554,-4.0836870163047685,0.0049997277541989132
0.0070000000000000001,-4.3981007640294498,-4.3978075768576597,0.0049997068128282097
0.0074999999999999997,-4.7122409501754134,-4.711926821720632,0.0049996858715452182
0.0080000000000000002,-5.0263798205437462,-5.0260447508936865,0.0049996649303499403
0.0085000000000000006,-5.3405173751344481,-5.3401613643768231,0.0049996439892423753
0.0090000000000000011,-5.6546536139475174,-5.6542766621700391,0.0049996230482225214
0.0094999999999999998,-5.968788536982955,-5.9683906442733363,0.0049996021072903811
0.01,-6.2829221442407626,-6.2825033106867165,0.0049995811664459537
0.010500000000000001,-6.5970544357209384,-6.5966146614101779,0.0049995602256892391
0.010999999999999999,-6.9111854115370557,-6.9107246965572848,0.0049995392850202295
0.0115,-7.2253150716655679,-7.2248334161044943,0.0049995183444389267
0.012,-7.5394434160478729,-7.5389408199932069,0.0049994974039453341
0.012500000000000001,-7.8535704446839718,-7.8530469082234236,0.0049994764635394517
0.013000000000000001,-8.1676961575738627,-8.1671516807951434,0.0049994555232212804
0.0135,-8.4818205547175491,-8.4812551377083683,0.0049994345829908193
0.014,-8.7959436361150267,-8.7953572789630954,0.0049994136428480685
0.014500000000000001,-9.110065401766299,-9.1094581045593284,0.0049993927027930296
0.014999999999999999,-9.4241858516713624,-9.4235576144970619,0.0049993717628256992
0.0155,-9.7304510180314523,-9.7298023645404825,0.0047493513465090304
0.016,-10.021006988164396,-10.020338965566692,0.0044993319774022959
0.016500000000000001,-10.295853842443586,-10.295167497943723,0.004249313655500137
0.017000000000000001,-10.554991622883072,-10.554288003682826,0.003999296380799754
0.017500000000000002,-10.798420385185731,-10.797700538483165,0.003749280153297434
0.018000000000000002,-11.026140212920501,-11.025405185908106,0.0034992649729876034
