"Time","ramp.y","oLine1.p2.v","oLine2.p2.v","oLine3.p2.v","oLine4.p2.v","tLine1.p2.v","tLine2.p2.v","tLine3.p2.v","tLine4.p2.v"
0,0,0,0,0,0,0,0,0,0
4e-06,0,0,0,0,0,0,0,0,0
8e-06,0,0,0,0,0,0,0,0,0
1.2e-05,0,0,0,0,0,0,0,0,0
1.6e-05,0,0,0,0,0,0,0,0,0
1.9999999e-05,0,0,0,0,0,0,0,0,0
2.4000001e-05,0,0,0,0,0,0,0,0,0
2.8e-05,0,0,0,0,0,0,0,0,0
3.2e-05,0,0,0,0,0,0,0,0,0
3.6000001e-05,0,0,0,0,0,0,0,0,0
3.9999999e-05,0,0,0,0,0,0,0,0,0
4.4e-05,0,0,0,0,0,0,0,0,0
4.8000002e-05,0,0,0,0,0,0,0,0,0
5.1999999e-05,0,0,0,0,0,0,0,0,0
5.6000001e-05,0,0,0,0,0,0,0,0,0
5.9999998e-05,0,0,0,0,0,0,0,0,0
6.4e-05,0,0,0,0,0,0,0,0,0
6.8000001e-05,0,0,0,0,0,0,0,0,0
7.2000003e-05,0,0,0,0,0,0,0,0,0
7.5999997e-05,0,0,0,0,0,0,0,0,0
7.9999998e-05,0,0,0,0,0,0,0,0,0
8.3999999e-05,0,0,0,0,0,0,0,0,0
8.8000001e-05,0,0,0,0,0,0,0,0,0
9.2000002e-05,0,0,0,0,0,0,0,0,0
9.6000003e-05,0,0,0,0,0,0,0,0,0
9.9999997e-05,0,0,0,0,0,0,0,0,0
0.000104,0,0,0,0,0,0,0,0,0
0.000108,0,0,0,0,0,0,0,0,0
0.000112,0,0,0,0,0,0,0,0,0
0.000116,0,0,0,0,0,0,0,0,0
0.00012,0,0,0,0,0,0,0,0,0
0.000124,0,0,0,0,0,0,0,0,0
0.000128,0,0,0,0,0,0,0,0,0
0.000132,0,0,0,0,0,0,0,0,0
0.000136,0,0,0,0,0,0,0,0,0
0.00014,0,0,0,0,0,0,0,0,0
0.00014400001,0,0,0,0,0,0,0,0,0
0.00014800001,0,0,0,0,0,0,0,0,0
0.00015199999,0,0,0,0,0,0,0,0,0
0.00015599999,0,0,0,0,0,0,0,0,0
0.00016,0,0,0,0,0,0,0,0,0
0.000164,0,0,0,0,0,0,0,0,0
0.000168,0,0,0,0,0,0,0,0,0
0.000172,0,0,0,0,0,0,0,0,0
0.000176,0,0,0,0,0,0,0,0,0
0.00018,0,0,0,0,0,0,0,0,0
0.000184,0,0,0,0,0,0,0,0,0
0.00018800001,0,0,0,0,0,0,0,0,0
0.00019200001,0,0,0,0,0,0,0,0,0
0.00019599999,0,0,0,0,0,0,0,0,0
0.00019999999,0,0,0,0,0,0,0,0,0
0.000204,0,0,0,0,0,0,0,0,0
0.000208,0,0,0,0,0,0,0,0,0
0.000212,0,0,0,0,0,0,0,0,0
0.000216,0,0,0,0,0,0,0,0,0
0.00022,0,0,0,0,0,0,0,0,0
0.000224,0,0,0,0,0,0,0,0,0
0.000228,0,0,0,0,0,0,0,0,0
0.00023200001,0,0,0,0,0,0,0,0,0
0.00023600001,0,0,0,0,0,0,0,0,0
0.00023999999,0,0,0,0,0,0,0,0,0
0.000244,0,0,0,0,0,0,0,0,0
0.000248,0,0,0,0,0,0,0,0,0
0.000252,0,0,0,0,0,0,0,0,0
0.000256,0,0,0,0,0,0,0,0,0
0.00026,0,0,0,0,0,0,0,0,0
0.000264,0,0,0,0,0,0,0,0,0
0.000268,0,0,0,0,0,0,0,0,0
0.000272,0,0,0,0,0,0,0,0,0
0.00027600001,0,0,0,0,0,0,0,0,0
0.00028000001,0,0,0,0,0,0,0,0,0
0.00028400001,0,0,0,0,0,0,0,0,0
0.00028800001,0,0,0,0,0,0,0,0,0
0.00029200001,0,0,0,0,0,0,0,0,0
0.00029600001,0,0,0,0,0,0,0,0,0
0.00030000001,0,0,0,0,0,0,0,0,0
0.00030399999,0,0,0,0,0,0,0,0,0
0.00030799999,0,0,0,0,0,0,0,0,0
0.00031199999,0,0,0,0,0,0,0,0,0
0.00031599999,0,0,0,0,0,0,0,0,0
0.00031999999,0,0,0,0,0,0,0,0,0
0.00032399999,0,0,0,0,0,0,0,0,0
0.00032799999,0,0,0,0,0,0,0,0,0
0.000332,0,0,0,0,0,0,0,0,0
0.000336,0,0,0,0,0,0,0,0,0
0.00034,0,0,0,0,0,0,0,0,0
0.000344,0,0,0,0,0,0,0,0,0
0.000348,0,0,0,0,0,0,0,0,0
0.000352,0,0,0,0,0,0,0,0,0
0.000356,0,0,0,0,0,0,0,0,0
0.00036000001,0,0,0,0,0,0,0,0,0
0.00036400001,0,0,0,0,0,0,0,0,0
0.00036800001,0,0,0,0,0,0,0,0,0
0.00037200001,0,0,0,0,0,0,0,0,0
0.00037600001,0,0,0,0,0,0,0,0,0
0.00038000001,0,0,0,0,0,0,0,0,0
0.00038400001,0,0,0,0,0,0,0,0,0
0.00038799999,0,0,0,0,0,0,0,0,0
0.00039199999,0,0,0,0,0,0,0,0,0
0.00039599999,0,0,0,0,0,0,0,0,0
0.00039999999,0,0,0,0,0,0,0,0,0
0.00040399999,0.079999998,-4.2412342e-18,-1.5401991e-35,-0,0,0,0,0,0
0.00040799999,0.16,-3.5560614e-16,-9.141209e-33,0,0,0,0,0,0
0.00041199999,0.23999999,3.5529246e-13,-2.7236807e-28,3.3631163e-44,0,0,0,0,0
0.000416,0.31999999,2.9702633e-11,-7.6637751e-26,5.1385615e-41,0,0,0,0,0
0.00042,0.40000001,7.9900619e-10,-7.2306864e-24,8.3411002e-39,0,0,0,0,0
0.000424,0.47999999,1.1671951e-08,-1.5157697e-22,-9.3146035e-38,0,0,0,0,0
0.000428,0.56,1.0750175e-07,7.395506e-21,-6.8855839e-35,0,0,0,0,0
0.000432,0.63999999,7.1326411e-07,4.6864264e-19,-3.5647968e-33,-0,0,0,0,0
0.000436,0.72000003,3.695121e-06,1.2757868e-17,-2.2546519e-32,-0,0,0,0,0
0.00044,0.80000001,1.5727399e-05,2.3045202e-16,5.6600425e-30,-4.3440252e-44,0,0,0,0
0.000444,0.88,5.6926427e-05,3.0917977e-15,3.4016942e-28,-1.4349296e-42,0,0,0,0
0.00044800001,0.95999998,0.00017969919,3.2647448e-14,1.1236525e-26,1.1098284e-41,0,0,0,0
0.00044999999,1,0.00030518605,9.831239e-14,5.6362429e-26,3.2509564e-40,0,0,0,0
0.00044999999,1,0.00030518605,9.831239e-14,5.6362429e-26,3.2509564e-40,0,0,0,0
0.00045200001,1,0.00050444109,2.8128243e-13,2.516095e-25,2.8274798e-39,0,0,0,0
0.00045600001,1,0.0012775011,2.0528702e-12,4.4073627e-24,1.3914057e-37,0,0,0,0
0.00046000001,1,0.0029540933,1.3076621e-11,6.6412401e-23,5.1110586e-36,0,0,0,0
0.00046400001,1,0.0062967194,7.3128524e-11,8.3762947e-22,1.3907487e-34,0,0,0,0
0.00046800001,1,0.012468696,3.6508807e-10,9.167944e-21,3.1333676e-33,0,0,0,0
