"time","comparisonWithFEA.y[1]","comparisonWithFEA.y[2]","comparisonWithFEA.y[3]","advancedFeed_x.v","advancedSolenoid.g_mFeArm.Phi","advancedSolenoid.L_statTot","advancedSolenoid.c_par1.v","advancedSolenoid.c_par2.v","advancedSolenoid.x","advancedSolenoid.armature.flange_a.f","advancedSolenoid.coil1.i","advancedSolenoid.coil1.Phi","advancedSolenoid.coil2.i","advancedSolenoid.coil2.Phi","advancedSolenoid.g_mLeak1.port_p.Phi","advancedSolenoid.g_mLeak2.port_p.Phi","advancedSolenoid.g_mLeak3.port_p.Phi","advancedSolenoid.g_mLeakWork.port_p.Phi","simpleFeed_x.v","simpleSolenoid.armature.flange_a.f","simpleSolenoid.g_mFeArm.Phi","simpleSolenoid.x","simpleSolenoid.coil.i","simpleSolenoid.coil.Phi","simpleSolenoid.coil.L_stat","simpleSolenoid.g_mLeak1.port_p.Phi","simpleSolenoid.g_mLeak2.port_p.Phi","simpleSolenoid.g_mLeakWork.port_p.Phi"
0.024,-3.5941367199999998,5.9761223999999999e-05,0.039524729600000003,-0.00047499999998468581,5.7555833240480588e-05,0.036366460770046037,5.9979117472727159,6.0020882527272832,0.0049887029426108525,-2.488446750505426,1.1981769274219261,-3.3506767082579951e-05,1.1981769286366453,-5.7555833240480588e-05,-3.871127996484743e-06,-9.777755000689517e-06,-3.871127996484743e-06,1.5646928838404024e-05,-0.00047499999998468418,-2.9237135054571306,3.6319156844727631e-05,0.0049887029426108525,1.199467406743316,-3.6319156844727631e-05,0.028977388551786113,-2.6189229172692536e-06,-6.6149160332603195e-06,1.6960253468193774e-05
0.026000000000000002,-3.5947397800000003,5.9767076000000007e-05,0.039529540400000007,-0.00047499999999777023,5.7592493856045319e-05,0.036369754990111046,5.9988459793309872,6.0011540206690137,0.0049877529426108538,-2.4920526795492655,1.1988645882169442,-3.3530622875150247e-05,1.1988645889176279,-5.7592493856045319e-05,-3.8735937402207082e-06,-9.7839830143761363e-06,-3.8735937402207082e-06,1.5657459057078533e-05,-0.0004749999999977724,-2.9252963883283103,3.6328540402091526e-05,0.0049877529426108538,1.19961743112643,-3.6328540402091526e-05,0.028981250407603899,-2.6195995522894684e-06,-6.6166250884655613e-06,1.6963974575334296e-05
0.028000000000000001,-3.5953428399999998,5.9772928000000002e-05,0.039534351199999998,-0.00047499999999474709,5.7615180677508731e-05,0.036373050067321631,5.9993848864214243,6.0006151135785766,0.0049868029426108533,-2.4944517297758626,1.1992612790058774,-3.3546346081891112e-05,1.1992612794100792,-5.7615180677508731e-05,-3.875119625344312e-06,-9.7878371186349832e-06,-3.875119625344312e-06,1.5664190799954454e-05,-0.00047499999999475279,-2.9265150669914668,3.6335660000527921e-05,0.0049868029426108533,1.1996926218670971,-3.6335660000527921e-05,0.028985113342105247,-2.6201129364406079e-06,-6.617921802099323e-06,1.6966638026720578e-05
0.029999999999999999,-3.5959459000000003,5.9778780000000003e-05,0.039539162000000003,-0.00047499999998981549,5.7629806433855891e-05,0.036376346059558071,5.9996957742998136,6.0003042257001864,0.0049858529426108538,-2.4961540165189118,1.1994901187746225,-3.3557377810505663e-05,1.1994901190078109,-5.7629806433855891e-05,-3.87610333406118e-06,-9.7903217853353105e-06,-3.87610333406118e-06,1.5668731244997449e-05,-0.00047499999998980774,-2.9275512635941703,3.6341645073804536e-05,0.0049858529426108538,1.1997302933930174,-3.6341645073804536e-05,0.028988977378633023,-2.6205445115906779e-06,-6.6190118812921576e-06,1.6968771305017177e-05
0.032000000000000001,-3.5965489599999998,5.9784631999999998e-05,0.0395439728,-0.00047499999999411755,5.7639781974781275e-05,0.036379642999626635,5.9998751368388215,6.0001248631611794,0.0049849029426108551,-2.4974542095344789,1.19962212618169,-3.3565703266673711e-05,1.1996221263162323,-5.7639781974781275e-05,-3.8767742755380411e-06,-9.7920164597006395e-06,-3.8767742755380411e-06,1.56720075513449e-05,-0.00047499999999449979,-2.9284961261302946,3.634706191232702e-05,0.0049849029426108542,1.1997491524027843,-3.634706191232702e-05,0.028992842529151536,-2.6209351121381054e-06,-6.6199984661995418e-06,1.6970638876044588e-05
0.034000000000000002,-3.5971520200000002,5.9790484000000006e-05,0.039548783600000005,-0.00047499999999391551,5.7647074975958011e-05,0.036382940906382499,5.9999786291312702,6.0000213708687289,0.0049839529426108538,-2.4985224509466346,1.1996982684129716,-3.3572467776275271e-05,1.1996982684906083,-5.7647074975958011e-05,-3.8772647929963796e-06,-9.7932554162878539e-06,-3.8772647929963796e-06,1.5674554604568185e-05,-0.00047499999999771374,-2.9293953703165632,3.6352194466392615e-05,0.0049839529426108546,1.1997585775814785,-3.6352194466392615e-05,0.028996708799921146,-2.6213052133363237e-06,-6.6209332735334574e-06,1.6972373343434031e-05
0.036000000000000004,-3.5977550799999998,5.9796336000000001e-05,0.039553594400000003,-0.00047500000002352664,5.7652820162579259e-05,0.036386239790804374,6.0000383402011899,5.9999616597988092,0.0049830029426108568,-2.4994569188817466,1.1997421690665047,-3.3578331878850447e-05,1.1997421691113213,-5.7652820162579259e-05,-3.8776512065277688e-06,-9.7942314255653328e-06,-3.8776512065277688e-06,1.5676680875178762e-05,-0.0004750000000200308,-2.9302719094129843,3.6357185024888515e-05,0.0049830029426108568,1.1997632680004648,-3.6357185024888515e-05,0.029000576194340391,-2.6216650754352918e-06,-6.6218422187920329e-06,1.6974041152830428e-05
0.037999999999999999,-3.5983581400000002,5.9802188000000002e-05,0.039558405200000001,-0.00047499999996952058,5.7657672973802025e-05,0.036389539659399305,6.0000728016096048,5.9999271983903961,0.0049820529426108529,-2.5003143488185993,1.1997674727208056,-3.3583677143703218e-05,1.1997674727466903,-5.7657672973802025e-05,-3.8779776000890893e-06,-9.7950558354735791e-06,-3.8779776000890893e-06,1.5678564548134591e-05,-0.00047499999997413625,-2.9311372678616605,3.6362105139570825e-05,0.0049820529426108538,1.1997655863178072,-3.6362105139570825e-05,0.029004444714378946,-2.6220198579307164e-06,-6.6227383339093688e-06,1.6975675715835359e-05
0.040000000000000001,-3.5989611999999997,5.9808040000000003e-05,0.039563215999999998,-0.00047500000001467294,5.7662011838354174e-05,0.036392840516111469,6.0000927107230133,5.9999072892769849,0.0049811029426108542,-2.5011275099314654,1.1997820567973083,-3.3588723893015847e-05,1.1997820568122635,-5.7662011838354174e-05,-3.8782694262880188e-06,-9.7957929346029556e-06,-3.8782694262880188e-06,1.5680308505205468e-05,-0.00047500000000536908,-2.9319972318303673,3.6366990728318493e-05,0.0049811029426108525,1.1997667183808429,-3.6366990728318493e-05,0.029008314361286681,-2.6223721508099351e-06,-6.623628160715565e-06,1.6977293803786127e-05
0.042000000000000003,-3.5995642600000002,5.9813892000000005e-05,0.039568026800000003,-0.00047500000000194316,5.7666054354735448e-05,0.036396142363405354,6.0001042173843242,5.9998957826156758,0.0049801529426108547,-2.5019152504936213,1.1997904505698684,-3.3593598822681669e-05,1.1997904505785173,-5.7666054354735448e-05,-3.8785413205072264e-06,-9.7964796892294973e-06,-3.8785413205072272e-06,1.568197190602202e-05,-0.00047499999999985135,-2.932854676947378,3.637185963842067e-05,0.0049801529426108564,1.199767253340688,-3.637185963842067e-05,0.029012185135948595,-2.6227232410156691e-06,-6.6245149497904619e-06,1.6978903749793523e-05
0.043999999999999997,-3.6001673199999997,5.9819744e-05,0.039572837600000001,-0.00047499999999720335,5.7669926287248177e-05,0.036399445202903606,6.0001108752745562,5.9998891247254473,0.0049792029426108525,-2.5026884672826957,1.1997952716295681,-3.3598375164159341e-05,1.1997952716345763,-5.7669926287248177e-05,-3.8788017414846785e-06,-9.7971374645644587e-06,-3.8788017414846785e-06,1.5683588943995808e-05,-0.00047499999999182566,-2.933711055725178,3.6376720882803489e-05,0.0049792029426108542,1.1997674886689891,-3.6376720882803489e-05,0.029016057039071487,-2.6230737784572469e-06,-6.6254003426850988e-06,1.6980509761821784e-05
0.045999999999999999,-3.6007703800000002,5.9825596000000001e-05,0.039577648400000005,-0.00047500000000193384,5.7673700209196135e-05,0.036402749035742608,6.0001147346634669,5.999885265336534,0.0049782529426108547,-2.5034534500959116,1.1997980303787987,-3.3603095179569897e-05,1.1997980303817051,-5.7673700209196135e-05,-3.8790555704032565e-06,-9.7977785895751004e-06,-3.8790555704032565e-06,1.5685179351401054e-05,-0.00047500000000268058,-2.9345670962213233,3.6381578977927446e-05,0.0049782529426108547,1.199767573401014,-3.6381578977927446e-05,0.029019930071271537,-2.6234240888102326e-06,-6.6262851619958552e-06,1.6982113948327608e-05
0.048000000000000001,-3.6013734399999997,5.9831448000000002e-05,0.039582459200000003,-0.00047500000000076181,5.7677417975094189e-05,0.036406053862778738,6.0001169777455399,5.999883022254461,0.0049773029426108534,-2.5042138273764305,1.199799597838503,-3.3607783244315954e-05,1.1997995978401961,-5.7677417975094189e-05,-3.8793056223413836e-06,-9.7984101746300705e-06,-3.8793056223413836e-06,1.5686754508633681e-05,-0.00047499999999968059,-2.9354231634657024,3.6386436187414286e-05,0.0049773029426108542,1.1997675822116878,-3.6386436187414286e-05,0.029023804233119781,-2.6237743353011807e-06,-6.6271698200028884e-06,1.6983717365904194e-05
0.050000000000000003,-3.6019765000000001,5.9837300000000004e-05,0.039587270000000001,-0.00047499999999970038,5.768110379681374e-05,0.036409359684707814,6.0001182882501292,5.9998817117498717,0.0049763529426108538,-2.5049716986968589,1.1998004778375331,-3.3612453460226768e-05,1.1998004778385258,-5.768110379681374e-05,-3.8795535257569941e-06,-9.7990363329136188e-06,-3.8795535257569941e-06,1.5688320999210742e-05,-0.0004749999999986062,-2.9362794428867289,3.6391293660492398e-05,0.0049763529426108538,1.1997675529970999,-3.6391293660492398e-05,0.029027679525164992,-2.6241246007993211e-06,-6.6280545260185828e-06,1.6985320550846098e-05
0.052000000000000005,-3.6025795599999997,5.9843151999999999e-05,0.039592080799999999,-0.00047500000001329487,5.7684771528082306e-05,0.036412666502131721,6.0001190573187833,5.9998809426812176,0.0049754029426108569,-2.5057282657624476,1.1998009586386669,-3.3617113896915127e-05,1.1998009586392562,-5.7684771528082306e-05,-3.8798002124331828e-06,-9.7996594179379044e-06,-3.8798002124331828e-06,1.5689882590245935e-05,-0.00047499999999750146,-2.9371360256457066,3.6396151961597482e-05,0.0049754029426108543,1.1997675043564078,-3.6396151961597482e-05,0.029031555947944494,-2.6244749260053142e-06,-6.6289393828452941e-06,1.698692376642768e-05
0.053999999999999999,-3.6031826200000001,5.9849004e-05,0.039596891600000003,-0.00047500000000670752,5.7688429185221691e-05,0.036415974315599696,6.0001195112325467,5.9998804887674559,0.0049744529426108547,-2.5064842241724126,1.1998012070274398,-3.3621769224276888e-05,1.1998012070278012,-5.7688429185221691e-05,-3.8800462215369799e-06,-9.8002807915393587e-06,-3.8800462215369799e-06,1.5691441461599775e-05,-0.00047500000000848816,-2.9379929579002906,3.6401011376015763e-05,0.0049744529426108538,1.1997674456783711,-3.6401011376015763e-05,0.029035433501990286,-2.6248253314907433e-06,-6.6298244424430482e-06,1.6988527145601554e-05
0.056000000000000001,-3.6037856799999997,5.9854856000000001e-05,0.039601702400000001,-0.00047499999998919977,5.7692081700375709e-05,0.036419283125633146,6.0001197891729081,5.9998802108270874,0.0049735029426108517,-2.507240002119258,1.1998013256075992,-3.3626422315963619e-05,1.1998013256078275,-5.7692081700375709e-05,-3.8802918847977514e-06,-9.8009012916051485e-06,-3.8802918847977514e-06,1.5692998954508812e-05,-0.00047499999999540434,-2.9388502666641392,3.6405872070276724e-05,0.0049735029426108551,1.1997673824331563,-3.6405872070276724e-05,0.029039312187832313,-2.6251758292638137e-06,-6.6307097351423542e-06,1.6990130765877234e-05
0.058000000000000003,-3.6043887400000001,5.9860708000000003e-05,0.039606513200000006,-0.0004749999999972201,5.7695731880245918e-05,0.036422592932734588,6.0001199703161356,5.9998800296838652,0.0049725529426108538,-2.5079958434205136,1.1998013727582961,-3.3631074807559687e-05,1.1998013727584442,-5.7695731880245918e-05,-3.8805373909904727e-06,-9.8015213949460252e-06,-3.8805373909904727e-06,1.5694555832232995e-05,-0.00047500000000013384,-2.9397079653491813,3.641073412656964e-05,0.004972552942610853,1.1997673173089771,-3.641073412656964e-05,0.029043192005999162,-2.6255264252510776e-06,-6.6315952759125925e-06,1.6991734665393042e-05
0.059999999999999998,-3.6049918000000001,5.9866559999999998e-05,0.039611324000000003,-0.00047500000000243046,5.7699381198141647e-05,0.036425903737394801,6.0001200962075147,5.9998799037924861,0.0049716029426108543,-2.5087518761750269,1.1998013791177273,-3.3635727557841934e-05,1.1998013791178266,-5.7699381198141647e-05,-3.8807828392079494e-06,-9.8021413518521307e-06,-3.8807828392079494e-06,1.5696112495415473e-05,-0.00047499999999977069,-2.9405660588092664,3.6415597574040255e-05,0.0049716029426108534,1.1997672512450435,-3.6415597574040255e-05,0.029047072957018669,-2.6258771215541934e-06,-6.6324810700621593e-06,1.6993338857528413e-05
0.062,-3.6055948600000001,5.9872412000000006e-05,0.039616134800000001,-0.00047500000000036971,5.7703030295847658e-05,0.036429215540097384,6.0001201849436985,5.9998798150563015,0.0049706529426108538,-2.5095081562775339,1.1998013580269367,-3.3640380941072825e-05,1.199801358027007,-5.7703030295847658e-05,-3.8810282726157606e-06,-9.8027612713517552e-06,-3.8810282726157606e-06,1.5697669118546749e-05,-0.00047499999999962308,-2.9414245475541216,3.6420462414921086e-05,0.0049706529426108538,1.1997671842934925,-3.6420462414921086e-05,0.029050955041418473,-2.6262279183341445e-06,-6.6333671179976726e-06,1.699494334310195e-05
0.064000000000000001,-3.6061979200000001,5.9878264e-05,0.039620945599999999,-0.00047499999999962329,5.7706679622865241e-05,0.036432528341324488,6.0001202491917303,5.9998797508082689,0.0049697029426108543,-2.5102647229471597,1.199801318825805,-3.3645035219519095e-05,1.1998013188258598,-5.7706679622865241e-05,-3.881273721446761e-06,-9.8033812298075091e-06,-3.881273721446761e-06,1.5699225823831182e-05,-0.00047500000000067567,-2.9422834330428245,3.642532865731928e-05,0.0049697029426108534,1.1997671166999111,-3.642532865731928e-05,0.029054838259726688,-2.6265788161755262e-06,-6.6342534211957108e-06,1.6996548125673164e-05
0.066000000000000003,-3.60680098,5.9884116000000002e-05,0.039625756400000003,-0.00047499999999973741,5.7710329537890629e-05,0.036435842141557775,6.0001202990515914,5.9998797009484095,0.0049687529426108538,-2.5110216075383729,1.1998012689640269,-3.3649690602579744e-05,1.199801268964074,-5.7710329537890629e-05,-3.8815192098263752e-06,-9.8040012881557644e-06,-3.8815192098263752e-06,1.5700782708785997e-05,-0.0004750000000003457,-2.9431427170391609,3.6430196311222156e-05,0.0049687529426108538,1.1997670487716618,-3.6430196311222156e-05,0.029058722612471763,-2.6269298157985094e-06,-6.6351399814752934e-06,1.6998153209678111e-05
0.068000000000000005,-3.60740404,5.9889968000000003e-05,0.039630567200000001,-0.00047499999999971404,5.7713980250109146e-05,0.036439156941277834,6.0001203404034662,5.9998796595965347,0.0049678029426108534,-2.5117788284216909,1.199801212781304,-3.3654347212533369e-05,1.1998012127813484,-5.7713980250109146e-05,-3.8817647518241279e-06,-9.8046214819335442e-06,-3.8817647518241279e-06,1.5702339830264646e-05,-0.00047499999999980967,-2.9440024006664318,3.6435065382646955e-05,0.0049678029426108543,1.1997669806851996,-3.6435065382646955e-05,0.029062608100182463,-2.6272809176369895e-06,-6.6360267999323605e-06,1.6999758597699666e-05
0.070000000000000007,-3.6080071,5.9895820000000005e-05,0.039635378000000006,-0.00047499999999960459,5.7717631974390764e-05,0.036442472740965667,6.0001203792878597,5.9998796207121385,0.0049668529426108539,-2.5125364044800143,1.1998011547343994,-3.3659005175010462e-05,1.1998011547344429,-5.7717631974390764e-05,-3.8820103618918851e-06,-9.805241847643593e-06,-3.8820103618918851e-06,1.5703897246675363e-05,-0.000474999999999268,-2.9448624849732701,3.6439935877144615e-05,0.0049668529426108547,1.1997669126015194,-3.6439935877144615e-05,0.029066494723387855,-2.6276321220912364e-06,-6.6369138775779189e-06,1.7001364292102555e-05
0.072000000000000008,-3.60861016,5.9901672e-05,0.039640188800000004,-0.00047499999999967604,5.7721284714796829e-05,0.036445789541100684,6.0001204158025558,5.9998795841974433,0.0049659029426108534,-2.5132943362561737,1.1998010948971092,-3.3663664492733386e-05,1.1998010948971527,-5.7721284714796829e-05,-3.8822560403028065e-06,-9.8058623859758665e-06,-3.8822560403028065e-06,1.5705454959075469e-05,-0.00047499999999951135,-2.9457229698811975,3.6444807793289736e-05,0.0049659029426108543,1.1997668444518599,-3.6444807793289736e-05,0.029070382482617212,-2.6279834290584665e-06,-6.6378012141523573e-06,1.7002970291996246e-05
0.073999999999999996,-3.60921322,5.9907524000000001e-05,0.039644999600000001,-0.00047499999999977411,5.7724938640946481e-05,0.036449107342164055,6.0001204547105997,5.9998795452893985,0.0049649529426108547,-2.514052638714297,1.199801036784242,-3.3668325264987731e-05,1.1998010367842837,-5.7724938640946481e-05,-3.8825017984652494e-06,-9.8064831257457631e-06,-3.8825017984652494e-06,1.5707013013570853e-05,-0.0004750000000006046,-2.9465838562594984,3.6449681135519301e-05,0.0049649529426108547,1.1997667763604425,-3.6449681135519301e-05,0.029074271378400268,-2.6283348388586249e-06,-6.6386888104637949e-06,1.7004576599225108e-05
0.075999999999999998,-3.60981628,5.9913376000000002e-05,0.039649810399999999,-0.00047499999999989272,5.7728593654085573e-05,0.036452426144634932,6.0001204932131031,5.999879506786896,0.0049640029426108543,-2.5148113034506006,1.1998009783320507,-3.3672987434547145e-05,1.1998009783320915,-5.7728593654085573e-05,-3.8827476297371406e-06,-9.80710405017664e-06,-3.8827476297371406e-06,1.5708571383246618e-05,-0.00047500000000047472,-2.9474451439098308,3.6454555901664714e-05,0.0049640029426108543,1.1997667082340147,-3.6454555901664714e-05,0.029078161411266977,-2.6286863513353349e-06,-6.6395766661172588e-06,1.7006183212551534e-05
0.078,-3.61041934,5.9919228000000004e-05,0.039654621200000004,-0.00047500000000003301,5.7732249788079539e-05,0.036455745948993944,6.0001205322522644,5.9998794677477338,0.0049630529426108547,-2.5155703336105208,1.1998009202333904,-3.3677651021530775e-05,1.1998009202334299,-5.7732249788079539e-05,-3.8829935363962244e-06,-9.80772516502165e-06,-3.8829935363962244e-06,1.5710130077272474e-05,-0.00047499999999995479,-2.9483068332482647,3.6459432093357247e-05,0.0049630529426108547,1.1997666401043992,-3.6459432093357247e-05,0.029082052581747685,-2.6290379666062283e-06,-6.6404647814098609e-06,1.7007790132510545e-05
0.080000000000000002,-3.6110224,5.9925079999999999e-05,0.039659432000000001,-0.00047500000000004646,5.7735906959505133e-05,0.036459066755721005,6.0001205695557882,5.9998794304442109,0.0049621029426108543,-2.5163297221187428,1.1998008607436073,-3.3682315977639263e-05,1.1998008607436463,-5.7735906959505133e-05,-3.883239512831565e-06,-9.8083464561086122e-06,-3.883239512831565e-06,1.5711689072901541e-05,-0.00047499999999998753,-2.9491689238665764,3.6464309707130752e-05,0.0049621029426108543,1.1997665718356729,-3.6464309707130752e-05,0.029085944890373007,-2.6293896844213646e-06,-6.6413531557102982e-06,1.7009397357259116e-05
0.082000000000000003,-3.61162546,5.9930932e-05,0.039664242799999999,-0.00047500000000005996,5.7739565235827176e-05,0.036462388565297647,6.0001206068593111,5.9998793931406871,0.0049611529426108539,-2.51708947504873,1.1998008012538242,-3.3686982342591395e-05,1.1998008012538628,-5.7739565235827176e-05,-3.883485563580755e-06,-9.8089679348986464e-06,-3.883485563580755e-06,1.571324838844634e-05,-0.00047500000000002027,-2.9500314167085309,3.6469188747877665e-05,0.0049611529426108539,1.1997665035669465,-3.6469188747877665e-05,0.029089838337674059,-2.629741505133531e-06,-6.6422417899096452e-06,1.7011004888853208e-05
