"Time","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.42989999,-0.30005965,0.31523013
0.43000001,-0.29599762,0.31936717
0.43009999,-0.29187691,0.32345241
0.43020001,-0.28769818,0.32748505
0.4303,-0.28346214,0.33146423
0.43040001,-0.27916944,0.33538914
0.4305,-0.27482074,0.33925894
0.43059999,-0.2704168,0.3430728
0.4307,-0.26595825,0.34682995
0.43079999,-0.26144588,0.35052958
0.43090001,-0.25688037,0.35417089
0.43099999,-0.25226253,0.3577531
0.43110001,-0.24759305,0.36127546
0.4312,-0.24287273,0.36473721
0.43130001,-0.23810238,0.3681376
0.4314,-0.23328274,0.37147585
0.43149999,-0.22841465,0.3747513
0.4316,-0.22349891,0.37796316
0.43169999,-0.21853633,0.38111076
0.43180001,-0.21352777,0.38419339
0.43189999,-0.20847407,0.38721034
0.43200001,-0.20337608,0.39016098
0.4321,-0.19823468,0.39304462
0.43220001,-0.19305073,0.39586061
0.4323,-0.18782514,0.3986083
0.43239999,-0.18255879,0.40128705
0.4325,-0.17725259,0.40389624
0.43259999,-0.17190745,0.40643528
0.43270001,-0.16652431,0.40890357
0.43279999,-0.1611041,0.41130051
0.43290001,-0.15564775,0.41362554
0.433,-0.15015624,0.41587809
0.43309999,-0.14463055,0.41805762
0.4332,-0.13907161,0.4201636
0.43329999,-0.1334804,0.42219549
0.43340001,-0.12785792,0.42415279
0.43349999,-0.12220518,0.42603499
0.43360001,-0.11652317,0.42784166
0.4337,-0.1108129,0.42957228
0.43380001,-0.10507541,0.4312264
0.4339,-0.099311709,0.4328036
0.43399999,-0.093522847,0.43430346
0.4341,-0.087709844,0.43572554
0.43419999,-0.08187376,0.43706942
0.43430001,-0.076015644,0.43833476
0.43439999,-0.070136569,0.43952116
0.43450001,-0.064237602,0.44062829
0.4346,-0.058319822,0.44165576
0.43470001,-0.052384302,0.44260329
0.4348,-0.046432137,0.44347057
0.43489999,-0.040464412,0.44425726
0.435,-0.034482215,0.44496307
0.43509999,-0.028486658,0.44558778
0.43520001,-0.022478851,0.44613111
0.43529999,-0.016459905,0.44659281
0.43540001,-0.010430938,0.4469727
0.4355,-0.0043930723,0.44727051
0.43560001,0.0016525639,0.4474861
0.4357,0.0077048456,0.44761929
0.43579999,0.01376265,0.44766989
0.4359,0.019824831,0.44763774
0.43599999,0.02589025,0.44752276
0.43610001,0.03195776,0.44732481
0.43619999,0.038026217,0.44704381
0.43630001,0.044094477,0.44667965
0.4364,0.050161377,0.44623226
0.43650001,0.056225773,0.44570166
0.4366,0.062286519,0.4450877
0.43669999,0.068342455,0.44439045
0.4368,0.074392416,0.44360986
0.43689999,0.080435239,0.44274598
0.43700001,0.086469777,0.44179884
0.43709999,0.092494853,0.44076848
0.43720001,0.098509319,0.43965495
0.4373,0.10451201,0.43845832
0.43740001,0.11050175,0.43717873
0.4375,0.11647741,0.43581623
0.43759999,0.1224378,0.43437099
0.4377,0.12838177,0.43284318
0.43779999,0.13430814,0.4312329
0.43790001,0.1402158,0.4295404
0.43799999,0.14610353,0.42776579
0.43810001,0.15197022,0.42590937
0.4382,0.1578147,0.4239713
0.43830001,0.16363581,0.42195186
0.4384,0.16943242,0.41985127
0.43849999,0.17520335,0.41766986
0.4386,0.1809475,0.4154079
0.43869999,0.18666369,0.4130657
0.43880001,0.1923508,0.41064358
0.43889999,0.19800769,0.40814191
0.43900001,0.20363322,0.40556103
0.4391,0.20922628,0.40290129
0.43920001,0.21478574,0.40016311
0.4393,0.22031048,0.39734691
0.43939999,0.22579938,0.39445308
0.4395,0.23125133,0.39148208
0.43959999,0.23666523,0.38843441
0.43970001,0.24203999,0.38531047
0.43979999,0.24737452,0.38211077
0.43990001,0.25266773,0.37883583
0.44,0.25791851,0.37548617
0.44010001,0.26312578,0.3720623
0.4402,0.26828852,0.36856478
0.44029999,0.27340567,0.36499423
0.4404,0.27847612,0.36135116
0.44049999,0.28349888,0.35763624
0.44060001,0.28847286,0.35385001
0.44069999,0.29339707,0.34999314
0.44080001,0.29827043,0.34606627
0.4409,0.303092,0.34207004
0.44100001,0.3078607,0.33800516
0.4411,0.31257561,0.33387229
0.44119999,0.31723565,0.32967216
0.4413,0.3218399,0.32540548
0.44139999,0.32638738,0.321073
0.44150001,0.3308771,0.31667542
0.44159999,0.33530813,0.31221351
0.44170001,0.33967951,0.30768809
0.4418,0.34399033,0.30309993
0.44190001,0.34823966,0.29844981
0.442,0.35242659,0.2937386
0.44209999,0.35655019,0.2889671
0.44220001,0.36060962,0.28413618
0.44229999,0.36460397,0.27924666
0.44240001,0.36853236,0.27429944
0.4425,0.37239397,0.26929539
0.44260001,0.37618795,0.26423541
0.4427,0.37991342,0.25912043
0.44279999,0.38356963,0.25395137
0.4429,0.38715574,0.24872914
0.44299999,0.39067096,0.24345474
0.44310001,0.39411449,0.23812908
0.44319999,0.39748558,0.23275316
0.44330001,0.40078348,0.22732794
0.4434,0.40400741,0.22185445
0.44350001,0.40715668,0.21633369
0.4436,0.41023058,0.21076666
0.44369999,0.41322839,0.2051544
0.4438,0.41614944,0.19949798
0.44389999,0.41899303,0.19379842
0.44400001,0.4217585,0.18805678
0.44409999,0.42444524,0.18227415
0.44420001,0.42705262,0.17645158
0.4443,0.42957997,0.17059021
0.44440001,0.43202677,0.16469111
0.4445,0.43439239,0.15875542
0.44459999,0.43667626,0.15278423
0.4447,0.43887788,0.1467787
0.44479999,0.44099662,0.14073995
0.44490001,0.44303203,0.13466911
0.44499999,0.44498357,0.12856737
0.44510001,0.44685078,0.12243588
0.4452,0.44863316,0.1162758
0.44530001,0.45033029,0.11008835
0.4454,0.4519417,0.10387468
0.44549999,0.45346698,0.097636014
0.4456,0.45490569,0.091373518
0.44569999,0.45625749,0.085088417
0.44580001,0.45752198,0.078781925
0.44589999,0.45869881,0.072455272
0.44600001,0.45978764,0.06610968
0.4461,0.46078816,0.059746385
0.44620001,0.46170005,0.053366628
0.4463,0.46252307,0.046971656
0.44639999,0.46325687,0.0405627
0.4465,0.46390125,0.034141023
0.44659999,0.46445596,0.027707888
0.44670001,0.46492082,0.021264555
0.44679999,0.46529558,0.014812293
0.44690001,0.46558014,0.0083523756
0.447,0.46577424,0.0018860769
0.44710001,0.46587783,-0.0045853225
0.4472,0.46589071,-0.011060551
0.44729999,0.4658128,-0.017538326
0.4474,0.46564403,-0.024017356
0.44749999,0.4653843,-0.030496355
0.44760001,0.46503359,-0.036974028
0.44769999,0.46459186,-0.043449085
0.44780001,0.46405911,-0.049920227
0.4479,0.46343532,-0.056386165
0.44800001,0.46272051,-0.062845603
0.4481,0.46191472,-0.069297254
0.44819999,0.46101803,-0.075739808
0.4483,0.4600305,-0.082171977
0.44839999,0.45895225,-0.088592462
0.44850001,0.45778337,-0.094999962
0.44859999,0.45652404,-0.10139319
0.44870001,0.45517439,-0.10777084
0.4488,0.45373458,-0.11413162
0.44890001,0.45220479,-0.12047426
0.449,0.45058528,-0.12679745
0.44909999,0.44887623,-0.13309991
0.4492,0.4470779,-0.13938037
0.44929999,0.44519058,-0.14563751
0.44940001,0.44321454,-0.15187007
0.44949999,0.4411501,-0.15807678
0.44960001,0.43899757,-0.16425636
0.4497,0.43675727,-0.17040755
0.44980001,0.43442959,-0.17652908
0.4499,0.43201485,-0.18261968
0.44999999,0.42951354,-0.18867812
0.4501,0.42692602,-0.1947031
0.45019999,0.42425272,-0.20069343
0.45030001,0.42149413,-0.20664784
0.45039999,0.41865069,-0.21256509
0.45050001,0.41572288,-0.21844397
0.4506,0.4127112,-0.22428325
0.45070001,0.4096162,-0.23008171
0.4508,0.40643844,-0.23583813
0.45089999,0.40317842,-0.24155134
0.45100001,0.39983675,-0.24722011
0.45109999,0.39641407,-0.25284326
0.45120001,0.39291093,-0.25841963
0.4513,0.38932797,-0.26394805
0.45140001,0.38566583,-0.26942733
0.4515,0.38192523,-0.2748563
0.45159999,0.37810677,-0.28023386
0.4517,0.37421122,-0.28555888
0.45179999,0.37023926,-0.29083017
0.45190001,0.36619166,-0.29604667
0.45199999,0.36206913,-0.30120724
0.45210001,0.35787246,-0.30631083
0.4522,0.35360238,-0.31135628
0.45230001,0.34925973,-0.31634256
0.4524,0.34484532,-0.32126859
0.45249999,0.34036002,-0.32613334
0.4526,0.33580461,-0.33093572
0.45269999,0.33118001,-0.33567473
0.45280001,0.32648703,-0.34034938
0.45289999,0.32172665,-0.3449586
0.45300001,0.31689972,-0.3495014
0.4531,0.31200713,-0.35397685
0.45320001,0.30704987,-0.35838395
0.4533,0.30202889,-0.36272174
0.45339999,0.29694515,-0.36698925
0.4535,0.29179966,-0.37118563
0.45359999,0.28659338,-0.37530988
0.45370001,0.28132731,-0.37936115
0.45379999,0.27600247,-0.38333851
0.45390001,0.27061993,-0.38724113
0.454,0.26518071,-0.3910681
0.45410001,0.2596859,-0.3948186
0.4542,0.25413656,-0.39849183
0.45429999,0.24853377,-0.40208694
0.4544,0.24287865,-0.40560314
0.45449999,0.23717232,-0.40903965
0.45460001,0.23141587,-0.41239566
0.45469999,0.22561044,-0.41567048
0.45480001,0.2197572,-0.41886333
0.4549,0.21385731,-0.42197353
0.45500001,0.20791192,-0.42500034
0.4551,0.20192224,-0.42794308
0.45519999,0.19588944,-0.43080109
0.4553,0.18981475,-0.43357372
0.45539999,0.18369935,-0.43626034
0.45550001,0.17754447,-0.4388603
0.45559999,0.17135134,-0.44137302
0.45570001,0.16512123,-0.44379792
0.4558,0.15885535,-0.44613439
0.45590001,0.15255499,-0.44838196
0.456,0.14622143,-0.45054007
0.45609999,0.13985591,-0.45260817
0.4562,0.13345975,-0.45458582
0.45629999,0.1270342,-0.45647249
0.45640001,0.12058058,-0.45826775
0.45649999,0.11410022,-0.45997119
0.45660001,0.10759441,-0.46158233
0.4567,0.10106449,-0.46310085
0.45680001,0.094511777,-0.4645263
0.4569,0.087937608,-0.46585837
0.45699999,0.08134333,-0.46709669
0.4571,0.074730277,-0.46824089
0.45719999,0.068099797,-0.46929073
0.45730001,0.061453257,-0.47024593
0.45739999,0.05479202,-0.4711062
0.45750001,0.048117451,-0.47187132
0.4576,0.04143092,-0.472541
0.45770001,0.034733806,-0.47311515
0.4578,0.028027486,-0.47359347
0.45789999,0.021313325,-0.47397587
0.458,0.014592717,-0.47426215
0.45809999,0.0078670532,-0.4744522
0.45820001,0.0011377215,-0.47454596
0.45829999,-0.0055938843,-0.4745433
0.45840001,-0.01232637,-0.47444415
0.4585,-0.019058339,-0.47424853
0.45860001,-0.025788393,-0.47395638
0.4587,-0.032515146,-0.47356763
0.45879999,-0.039237194,-0.47308239
0.4589,-0.045953132,-0.47250065
0.45899999,-0.052661568,-0.4718225
0.45910001,-0.0593611,-0.47104797
0.45919999,-0.066050328,-0.47017723
0.45930001,-0.072727852,-0.46921036
0.4594,-0.079392277,-0.46814749
0.45950001,-0.08604221,-0.4669888
0.4596,-0.092676267,-0.46573445
0.45969999,-0.099293038,-0.46438468
0.4598,-0.10589115,-0.46293965
0.45989999,-0.11246921,-0.46139964
0.46000001,-0.11902583,-0.45976496
0.4601,-0.12555964,-0.45803583
0.46020001,-0.13206924,-0.45621255
0.4603,-0.13855329,-0.45429552
0.46039999,-0.14501041,-0.45228496
0.4605,-0.15143922,-0.45018134
0.46059999,-0.15783837,-0.44798499
0.46070001,-0.16420652,-0.44569632
0.46079999,-0.1705423,-0.4433158
0.46090001,-0.17684437,-0.44084385
0.461,-0.1831114,-0.43828091
0.46110001,-0.18934205,-0.43562752
0.4612,-0.195535,-0.4328841
0.46129999,-0.20168895,-0.43005124
0.4614,-0.20780255,-0.42712945
0.46149999,-0.21387452,-0.42411929
0.46160001,-0.21990356,-0.4210214
0.46169999,-0.22588839,-0.41783634
0.46180001,-0.23182772,-0.41456473
0.4619,-0.23772028,-0.4112072
0.46200001,-0.24356481,-0.40776441
0.4621,-0.24936005,-0.40423706
0.46219999,-0.25510478,-0.4006258
0.4623,-0.26079774,-0.39693141
0.46239999,-0.26643771,-0.39315459
0.46250001,-0.2720235,-0.38929608
0.46259999,-0.27755389,-0.38535666
0.46270001,-0.28302768,-0.38133717
0.4628,-0.28844368,-0.3772383
0.46290001,-0.29380074,-0.37306094
0.463,-0.29909769,-0.36880594
0.46309999,-0.30433342,-0.36447415
0.4632,-0.30950674,-0.36006644
0.46329999,-0.31461656,-0.3555837
0.46340001,-0.31966177,-0.35102683
0.46349999,-0.32464126,-0.3463968
0.46360001,-0.32955396,-0.3416945
0.4637,-0.33439881,-0.33692089
0.46380001,-0.33917472,-0.33207697
0.4639,-0.34388068,-0.3271637
0.46399999,-0.34851563,-0.32218212
0.4641,-0.3530786,-0.31713325
0.46419999,-0.35756856,-0.31201813
0.46430001,-0.36198455,-0.3068378
0.46439999,-0.36632556,-0.3015933
0.46450001,-0.37059069,-0.29628575
0.4646,-0.37477896,-0.2909162
0.46470001,-0.37888944,-0.2854858
0.4648,-0.38292125,-0.27999568
0.46489999,-0.38687351,-0.27444696
0.465,-0.39074534,-0.26884082
0.46509999,-0.39453587,-0.26317838
0.46520001,-0.39824426,-0.25746083
0.46529999,-0.40186968,-0.25168937
0.46540001,-0.40541136,-0.24586521
0.4655,-0.40886846,-0.23998955
0.46560001,-0.41224027,-0.23406363
0.4657,-0.41552597,-0.22808868
0.46579999,-0.41872489,-0.22206596
0.4659,-0.42183626,-0.21599673
0.46599999,-0.42485943,-0.20988226
0.46610001,-0.42779368,-0.20372382
0.46619999,-0.43063837,-0.19752271
0.46630001,-0.43339285,-0.19128026
0.4664,-0.43605649,-0.18499777
0.46650001,-0.4386287,-0.17867655
0.4666,-0.44110888,-0.17231795
0.46669999,-0.4434965,-0.16592331
0.4668,-0.44579098,-0.159494
0.46689999,-0.44799182,-0.15303135
0.46700001,-0.45009845,-0.14653672
0.46709999,-0.45211047,-0.1400115
0.46720001,-0.45402735,-0.13345709
0.4673,-0.45584869,-0.12687488
0.46740001,-0.45757404,-0.12026624
0.4675,-0.459203,-0.1136326
0.46759999,-0.46073523,-0.10697538
0.4677,-0.4621703,-0.10029597
0.46779999,-0.46350786,-0.093595803
0.46790001,-0.46474764,-0.086876303
0.46799999,-0.46588933,-0.080138914
0.46810001,-0.46693262,-0.073385075
0.4682,-0.4678773,-0.06661623
0.46830001,-0.46872312,-0.059833825
0.4684,-0.46946985,-0.053039316
0.46849999,-0.47011727,-0.046234153
0.4686,-0.47066525,-0.039419789
0.46869999,-0.47111359,-0.032597691
0.46880001,-0.47146225,-0.025769327
0.4689,-0.47171104,-0.018936163
0.46900001,-0.4718599,-0.012099669
0.4691,-0.47190878,-0.0052613188
0.46919999,-0.47185764,0.001577416
0.4693,-0.47170642,0.0084150638
0.46939999,-0.47145516,0.015250159
0.46950001,-0.47110385,0.022081221
0.46959999,-0.47065255,0.02890677
0.46970001,-0.47010136,0.035725337
0.4698,-0.46945032,0.042535443
0.46990001,-0.46869954,0.049335618
0.47,-0.46784922,0.056124389
0.47009999,-0.46689948,0.062900282
0.4702,-0.46585044,0.069661833
0.47029999,-0.46470234,0.076407582
0.47040001,-0.46345541,0.083136059
0.47049999,-0.46210986,0.089845791
0.47060001,-0.460666,0.09653534
0.4707,-0.45912409,0.10320324
0.47080001,-0.45748442,0.10984804
0.4709,-0.45574737,0.11646829
0.47099999,-0.45391324,0.12306256
0.4711,-0.45198241,0.1296294
0.47119999,-0.44995525,0.13616739
0.47130001,-0.44783226,0.14267509
0.47139999,-0.44561377,0.14915109
0.47150001,-0.44330031,0.15559396
0.4716,-0.44089237,0.16200231
0.47170001,-0.43839037,0.16837472
0.4718,-0.43579489,0.17470981
0.47189999,-0.43310645,0.18100618
0.472,-0.43032563,0.18726246
0.47209999,-0.42745295,0.19347727
0.47220001,-0.42448911,0.19964926
0.47229999,-0.42143467,0.20577705
0.47240001,-0.41829029,0.21185932
0.4725,-0.41505668,0.2178947
0.47260001,-0.41173443,0.2238819
0.4727,-0.4083243,0.22981957
0.47279999,-0.404827,0.23570642
0.4729,-0.40124327,0.24154115
0.47299999,-0.39757389,0.24732247
0.47310001,-0.39381966,0.25304911
0.47319999,-0.38998133,0.2587198
0.47330001,-0.38605979,0.26433328
0.4734,-0.38205582,0.26988834
0.47350001,-0.37797028,0.27538371
0.4736,-0.37380406,0.28081819
0.47369999,-0.36955807,0.28619057
0.4738,-0.36523321,0.29149967
0.47389999,-0.36083043,0.29674435
0.47400001,-0.35635063,0.30192336
0.47409999,-0.35179487,0.30703562
0.47420001,-0.34716403,0.31207997
0.4743,-0.34245917,0.31705528
0.47440001,-0.33768129,0.32196045
0.4745,-0.33283144,0.32679439
0.47459999,-0.32791063,0.33155602
0.4747,-0.32291999,0.33624429
0.47479999,-0.31786057,0.34085813
0.47490001,-0.3127335,0.34539655
0.47499999,-0.30753988,0.34985852
0.47510001,-0.30228081,0.35424301
0.4752,-0.29695746,0.35854906
0.47530001,-0.29157099,0.36277571
0.4754,-0.28612259,0.36692202
0.47549999,-0.28061345,0.37098706
0.4756,-0.27504474,0.3749699
0.47569999,-0.26941773,0.37886968
0.47580001,-0.26373363,0.38268551
0.47589999,-0.2579937,0.38641649
0.47600001,-0.25219914,0.39006183
0.4761,-0.24635127,0.3936207
0.47620001,-0.24045138,0.39709225
0.4763,-0.23450077,0.4004758
0.47639999,-0.22850072,0.40377048
0.4765,-0.2224526,0.40697563
0.47659999,-0.21635769,0.41009048
0.47670001,-0.21021737,0.41311431
0.47679999,-0.20403296,0.41604647
0.47690001,-0.19780584,0.41888624
0.477,-0.1915374,0.42163306
0.47710001,-0.18522902,0.42428625
0.4772,-0.17888208,0.42684519
0.47729999,-0.172498,0.42930937
0.4774,-0.16607821,0.43167818
0.47749999,-0.15962411,0.43395108
0.47760001,-0.15313712,0.43612751
0.4777,-0.14661869,0.43820706
0.47780001,-0.14007027,0.44018918
0.4779,-0.13349332,0.44207343
0.47799999,-0.1268893,0.4438594
0.4781,-0.12025967,0.44554669
0.47819999,-0.11360592,0.44713485
0.47830001,-0.10692953,0.4486236
0.47839999,-0.10023197,0.45001248
0.47850001,-0.09351474,0.45130125
0.4786,-0.086779341,0.45248958
0.47870001,-0.080027275,0.45357719
0.4788,-0.073260047,0.45456386
0.47889999,-0.066479184,0.45544931
0.479,-0.059686191,0.45623335
0.47909999,-0.052882597,0.4569158
0.47920001,-0.046069901,0.45749646
0.47929999,-0.03924964,0.45797521
0.47940001,-0.032423347,0.45835194
0.4795,-0.025592551,0.45862654
0.47960001,-0.018758783,0.45879892
0.4797,-0.011923578,0.45886907
0.47979999,-0.0050884723,0.45883694
0.4799,0.0017449978,0.45870256
0.47999999,0.0085753044,0.45846587
0.48010001,0.015400912,0.45812696
0.48019999,0.022220278,0.45768589
0.48030001,0.029031869,0.45714274
0.4804,0.035834152,0.45649761
0.48050001,0.042625587,0.45575067
0.4806,0.049404651,0.45490208
0.48069999,0.056169808,0.45395201
0.4808,0.062919535,0.45290065
0.48089999,0.069652312,0.45174819
0.48100001,0.076366611,0.45049495
0.48109999,0.083060913,0.44914114
0.48120001,0.089733712,0.44768712
0.4813,0.09638349,0.44613317
0.48140001,0.10300874,0.44447961
0.4815,0.10960797,0.44272688
0.48159999,0.11617967,0.44087529
0.4817,0.12272236,0.4389253
0.48179999,0.12923457,0.43687728
0.48190001,0.13571478,0.43473172
0.48199999,0.14216156,0.4324891
0.48210001,0.14857343,0.43014994
0.4822,0.15494893,0.42771474
0.48230001,0.16128661,0.42518404
0.4824,0.16758502,0.42255843
0.48249999,0.17384273,0.41983846
0.4826,0.18005833,0.41702476
0.48269999,0.18623038,0.41411793
0.48280001,0.19235748,0.41111866
0.48289999,0.19843824,0.40802765
0.48300001,0.20447126,0.40484554
0.4831,0.21045518,0.40157306
0.48320001,0.21638861,0.398211
0.4833,0.22227021,0.39476001
0.48339999,0.22809862,0.39122096
0.4835,0.23387252,0.38759461
0.48359999,0.23959057,0.38388181
0.48370001,0.24525148,0.38008335
0.48379999,0.25085393,0.37620017
0.48390001,0.25639665,0.37223309
0.484,0.26187837,0.36818305
0.48410001,0.26729783,0.36405089
0.4842,0.27265376,0.35983765
0.48429999,0.27794495,0.35554421
0.4844,0.28317019,0.35117155
0.48449999,0.28832829,0.34672076
0.48460001,0.29341802,0.34219274
0.48469999,0.29843822,0.33758858
0.48480001,0.30338776,0.33290935
0.4849,0.30826548,0.32815608
0.48500001,0.31307021,0.32332984
0.4851,0.31780091,0.31843176
0.48519999,0.32245648,0.31346294
0.4853,0.32703578,0.30842456
0.48539999,0.33153781,0.30331776
0.48550001,0.33596155,0.29814368
0.48559999,0.34030589,0.29290354
0.48570001,0.34456989,0.28759855
0.4858,0.34875256,0.28222984
0.48590001,0.35285288,0.27679875
0.486,0.35686994,0.27130646
0.48609999,0.36080277,0.26575428
0.4862,0.36465052,0.26014346
0.48629999,0.36841223,0.2544753
0.48640001,0.37208706,0.2487511
0.48649999,0.37567416,0.24297221
0.48660001,0.37917265,0.2371399
0.4867,0.38258174,0.23125555
0.48679999,0.38590065,0.22532052
0.4869,0.38912857,0.21933618
0.48699999,0.39226475,0.21330392
0.48710001,0.39530852,0.20722514
0.48719999,0.3982591,0.20110123
0.48730001,0.40111583,0.19493362
0.4874,0.403878,0.18872371
0.48750001,0.40654498,0.18247296
0.4876,0.40911618,0.17618282
0.48769999,0.41159093,0.16985475
0.4878,0.41396871,0.16349022
0.48789999,0.41624895,0.15709069
0.48800001,0.41843107,0.15065768
0.48809999,0.42051461,0.14419268
0.48820001,0.42249903,0.13769716
0.4883,0.42438385,0.13117266
0.48840001,0.42616865,0.12462068
0.4885,0.42785302,0.11804275
0.48859999,0.42943653,0.11144043
0.4887,0.43091884,0.10481524
0.48879999,0.43229958,0.098168723
0.48890001,0.43357843,0.09150245
0.48899999,0.43475503,0.084817953
0.48910001,0.43582913,0.078116797
0.4892,0.43680048,0.07140056
0.48930001,0.43766883,0.064670809
0.4894,0.438434,0.057929121
0.48949999,0.43909577,0.051177077
0.4896,0.43965399,0.04441626
0.48969999,0.44010851,0.037648257
0.48980001,0.44045925,0.030874649
0.48989999,0.44070604,0.02409702
0.49000001,0.44084892,0.017316969
0.4901,0.44088775,0.01053609
0.49020001,0.44082254,0.0037559767
0.4903,0.44065335,-0.0030217741
0.49039999,0.44038019,-0.009795567
0.4905,0.44000307,-0.016563807
0.49059999,0.43952215,-0.023324898
0.49070001,0.43893743,-0.030077256
0.49079999,0.43824911,-0.036819283
0.49090001,0.43745729,-0.043549389
0.491,0.43656224,-0.050265979
0.49110001,0.43556407,-0.056967471
0.4912,0.43446308,-0.063652277
0.49129999,0.43325949,-0.070318818
0.4914,0.43195358,-0.076965518
0.49149999,0.4305456,-0.083590806
0.49160001,0.42903593,-0.090193108
0.49169999,0.42742491,-0.09677086
0.49180001,0.42571288,-0.1033225
0.4919,0.42390031,-0.10984647
0.49200001,0.42198753,-0.11634123
0.4921,0.41997507,-0.12280524
0.49219999,0.41786337,-0.12923695
0.4923,0.4156529,-0.13563482
0.49239999,0.41334414,-0.14199737
0.49250001,0.4109377,-0.14832304
0.49259999,0.40843412,-0.15461035
0.49270001,0.40583396,-0.1608578
0.4928,0.40313789,-0.16706388
0.49290001,0.40034649,-0.17322713
0.493,0.39746046,-0.17934605
0.49309999,0.39448044,-0.18541922
0.4932,0.3914071,-0.19144516
0.49329999,0.38824123,-0.19742242
0.49340001,0.38498351,-0.20334958
0.49349999,0.3816348,-0.20922522
0.49360001,0.37819579,-0.21504796
0.4937,0.37466741,-0.22081634
0.49380001,0.37105039,-0.22652903
0.4939,0.36734563,-0.23218465
0.49399999,0.36355397,-0.23778181
0.4941,0.35967633,-0.24331918
0.49419999,0.35571367,-0.24879545
0.49430001,0.35166684,-0.25420928
0.49439999,0.34753689,-0.25955936
0.49450001,0.34332478,-0.26484442
0.4946,0.33903149,-0.27006316
0.49470001,0.33465809,-0.27521434
0.4948,0.3302055,-0.28029668
0.49489999,0.32567489,-0.28530902
0.495,0.3210673,-0.29025006
0.49509999,0.31638387,-0.29511869
0.49520001,0.31162566,-0.29991367
0.49529999,0.30679384,-0.30463386
0.49540001,0.30188957,-0.3092781
0.4955,0.29691404,-0.31384531
0.49559999,0.29186836,-0.31833431
0.4957,0.28675377,-0.32274404
0.49579999,0.28157157,-0.32707343
0.49590001,0.2763229,-0.33132139
0.49599999,0.27100909,-0.33548695
0.49610001,0.26563138,-0.33956903
0.4962,0.26019108,-0.34356669
0.49630001,0.25468951,-0.34747893
0.4964,0.24912795,-0.35130474
0.49649999,0.24350774,-0.35504323
0.4966,0.23783027,-0.35869351
0.49669999,0.23209688,-0.36225462
0.49680001,0.22630897,-0.36572573
0.49689999,0.22046793,-0.36910596
0.49700001,0.21457517,-0.3723945
0.4971,0.20863213,-0.37559056
0.49720001,0.20264021,-0.37869328
0.4973,0.19660085,-0.38170195
0.49739999,0.19051555,-0.38461578
0.4975,0.18438576,-0.38743407
0.49759999,0.17821297,-0.39015615
0.49770001,0.17199869,-0.39278129
0.49779999,0.16574442,-0.39530888
0.49790001,0.15945168,-0.39773831
0.498,0.15312199,-0.40006888
0.49810001,0.14675687,-0.40230009
0.4982,0.14035788,-0.40443131
0.49829999,0.13392659,-0.40646207
0.4984,0.12746453,-0.40839183
0.49849999,0.12097333,-0.41022012
0.49860001,0.11445454,-0.41194645
0.49869999,0.10790975,-0.41357037
0.49880001,0.10134056,-0.41509154
0.4989,0.094748564,-0.41650948
0.49900001,0.088135369,-0.41782385
0.4991,0.081502602,-0.41903433
0.49919999,0.074851878,-0.42014059
0.4993,0.068184838,-0.42114237
0.49939999,0.061503109,-0.42203939
0.49950001,0.05480833,-0.42283142
0.49959999,0.04810214,-0.42351821
0.49970001,0.041386168,-0.42409959
0.4998,0.034662079,-0.42457539
0.49990001,0.027931517,-0.4249455
0.5,0.021196142,-0.42520979
0.50010002,0.014457611,-0.42536816
0.50019997,0.0077175824,-0.42542061
0.50029999,0.00097771792,-0.42536706
0.50040001,-0.0057603205,-0.42520753
0.50050002,-0.012494885,-0.42494199
0.50059998,-0.01922431,-0.4245705
0.5007,-0.025946928,-0.42409313
0.50080001,-0.03266108,-0.42351002
0.50089997,-0.039365105,-0.42282125
0.50099999,-0.046057343,-0.42202699
0.5011,-0.052736141,-0.42112741
0.50120002,-0.059399836,-0.42012271
0.50129998,-0.066046789,-0.41901311
0.50139999,-0.072675347,-0.41779885
0.50150001,-0.079283863,-0.41648021
0.50160003,-0.085870698,-0.41505754
0.50169998,-0.092434213,-0.41353112
0.5018,-0.098972775,-0.41190132
0.50190002,-0.10548475,-0.41016853
0.50199997,-0.11196852,-0.40833318
0.50209999,-0.11842247,-0.40639567
0.50220001,-0.124845,-0.40435645
0.50230002,-0.13123448,-0.40221599
0.50239998,-0.13758935,-0.39997485
0.5025,-0.14390799,-0.39763352
0.50260001,-0.15018883,-0.39519259
0.50269997,-0.15643032,-0.39265263
0.50279999,-0.16263086,-0.39001429
0.5029,-0.1687889,-0.38727817
0.50300002,-0.1749029,-0.38444486
0.50309998,-0.18097134,-0.38151515
0.50319999,-0.18699268,-0.37848967
0.50330001,-0.1929654,-0.37536919
0.50340003,-0.198888,-0.3721545
0.50349998,-0.204759,-0.36884633
0.5036,-0.21057691,-0.36544549
0.50370002,-0.21634027,-0.36195284
0.50379997,-0.2220476,-0.35836917
0.50389999,-0.22769748,-0.35469538
0.50400001,-0.23328845,-0.35093236
0.50410002,-0.23881914,-0.34708107
0.50419998,-0.24428812,-0.34314242
0.5043,-0.24969399,-0.33911735
0.50440001,-0.2550354,-0.33500692
0.50449997,-0.26031101,-0.3308121
0.50459999,-0.26551941,-0.32653388
0.50470001,-0.27065936,-0.32217333
