"Time","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimsM.ir[1]","aims3.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aims3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertiaM.phi","aimsM.ir[2]","aimsM.ir[3]","aimsM.is[3]","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.ir[4]","aims3.ir[1]","aimsM.is[2]","aims3.ir[2]","aims3.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aims3.is[2]","aimsM.is[4]","aims3.is[1]","aims3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia3.w","loadInertiaM.w","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia3.phi","aimsM.is[1]"
1.0184,0.37333527,-158.27357,0.34602037,0.3733364,102.15234,-166.78119,55.197136,60.0144,0.3461557,-0.18536469,200.8949,-263.62302,-167.42151,-47.244183,-0.17299116,-41.173977,204.51245,-272.46948,-0.18536538,138.50371,138.50423,-0.17272145,102.15197,-163.48659
1.0185,0.37914366,-158.1873,0.34519166,0.37914479,102.1662,-167.17297,54.868732,54.20985,0.34532788,-0.17349418,201.08371,-263.47861,-171.06346,-47.951309,-0.17404564,-51.328888,204.567,-266.54684,-0.17349483,138.54593,138.54646,-0.17377648,102.16582,-159.93289
1.0186,0.38457432,-158.09439,0.34436005,0.38457549,102.18005,-167.55711,54.538403,48.34156,0.34449711,-0.16144662,201.2637,-263.32315,-174.55351,-48.655483,-0.17509951,-61.45853,204.43024,-260.36154,-0.16144724,138.5882,138.58873,-0.1748309,102.17968,-156.22157
1.0187,0.389622,-157.99484,0.34352556,0.38962319,102.19392,-167.93365,54.206131,42.415287,0.34366348,-0.14923401,201.43489,-263.15662,-177.88791,-49.356758,-0.17615272,-71.552742,204.10201,-253.91925,-0.14923461,138.63048,138.63101,-0.17588469,102.19353,-152.35606
1.0188,0.39428169,-157.88864,0.34268823,0.39428288,102.20778,-168.30263,53.871902,36.436852,0.34282699,-0.13686849,201.59729,-262.97903,-181.06305,-50.05518,-0.17720526,-81.601372,203.58228,-247.226,-0.13686907,138.67278,138.67331,-0.1769378,102.20741,-148.33998
1.0189,0.39854875,-157.7758,0.34184813,0.39854997,102.22165,-168.66408,53.535675,30.412128,0.34198773,-0.12436236,201.75095,-262.79037,-184.07552,-50.750828,-0.17825708,-91.594337,202.87125,-240.28806,-0.1243629,138.71509,138.71564,-0.17799018,102.22128,-144.17706
1.0190001,0.402419,-157.65633,0.34100524,0.40242025,102.23553,-169.01805,53.197426,24.347038,0.34114569,-0.11172802,201.89586,-262.59064,-186.92204,-51.443775,-0.1793081,-101.52158,201.96933,-233.11189,-0.11172854,138.75743,138.75797,-0.17904179,102.23515,-139.87122
1.0191,0.40588865,-157.5302,0.34015965,0.40588993,102.2494,-169.36458,52.857136,18.247576,0.34030095,-0.098978043,202.03209,-262.37988,-189.5995,-52.13406,-0.18035831,-111.37309,200.87712,-225.70433,-0.098978534,138.79977,138.80031,-0.18009256,102.24902,-135.42651
1.0192,0.40895423,-157.39745,0.33931136,0.40895554,102.26328,-169.70372,52.514778,12.119757,0.33945352,-0.086125098,202.15964,-262.15805,-192.105,-52.821762,-0.18140765,-121.13896,199.59541,-218.07236,-0.086125553,138.84213,138.84267,-0.18114248,102.26291,-130.84717
1.0193,0.41161278,-157.25806,0.33846042,0.41161409,102.27718,-170.03552,52.170319,5.969625,0.33860344,-0.073181927,202.27856,-261.92517,-194.43576,-53.506962,-0.18245608,-130.80934,198.1252,-210.22324,-0.073182352,138.88449,138.88504,-0.18219149,102.27679,-126.13754
1.0194,0.41386163,-157.11205,0.33760688,0.41386294,102.29106,-170.36005,51.82375,-0.1967198,0.33775073,-0.060161401,202.38889,-261.68127,-196.58922,-54.189705,-0.18350355,-140.37447,196.46764,-202.16447,-0.060161792,138.92686,138.9274,-0.18323956,102.29068,-121.3021
1.0195,0.41569859,-156.95943,0.33675078,0.41569993,102.30495,-170.67732,51.47504,-6.3731704,0.33689547,-0.047076441,202.49065,-261.42636,-198.56299,-54.87006,-0.18455003,-149.82466,194.62415,-193.90378,-0.047076799,138.96924,138.96977,-0.18428662,102.30458,-116.3455
1.0196,0.41712183,-156.80019,0.33589211,0.4171232,102.31886,-170.98741,51.124157,-12.553619,0.33603767,-0.033940036,202.58388,-261.16043,-200.35483,-55.548122,-0.18559548,-159.15041,192.59627,-185.44904,-0.033940364,139.0116,139.01216,-0.18533264,102.31847,-111.27248
1.0197001,0.41813001,-156.63437,0.33503097,0.41813138,102.33276,-171.29039,50.771088,-18.73192,0.33517739,-0.02076523,202.66864,-260.88351,-201.96275,-56.223934,-0.18663983,-168.34227,190.38579,-176.80843,-0.020765522,139.05397,139.05452,-0.18637758,102.33238,-106.08793
1.0197999,0.41872209,-156.46198,0.33416736,0.41872349,102.34666,-171.58629,50.415821,-24.901932,0.33431461,-0.0075651011,202.74498,-260.59567,-203.3849,-56.897564,-0.18768305,-177.39091,187.99466,-167.9903,-0.0075653568,139.09634,139.09689,-0.18742141,102.34629,-100.79685
1.0199,0.41889754,-156.283,0.33330131,0.41889894,102.36058,-171.87518,50.058308,-31.057545,0.33344942,0.0056472565,202.81291,-260.29688,-204.61963,-57.569111,-0.1887251,-186.28722,185.42502,-159.00311,0.0056470362,139.1387,139.13927,-0.18846405,102.3602,-95.404343
1.02,0.41865614,-156.0975,0.33243287,0.41865754,102.3745,-172.15712,49.698547,-37.192623,0.33258182,0.018858727,202.87251,-259.98718,-205.66548,-58.238625,-0.18976593,-195.02216,182.67918,-149.85561,0.018858543,139.18106,139.18161,-0.18950547,102.37411,-89.915642
1.0201,0.41799819,-155.90547,0.33156207,0.41799963,102.38841,-172.43217,49.336529,-43.301048,0.33171186,0.032056201,202.92383,-259.66663,-206.52121,-58.906158,-0.19080551,-203.58688,179.75969,-140.55667,0.032056052,139.2234,139.22395,-0.19054565,102.38804,-84.336075
1.0202,0.41692433,-155.70692,0.33068895,0.41692576,102.40234,-172.70041,48.972202,-49.37677,0.33083957,0.045226585,202.96689,-259.33521,-207.18571,-59.571827,-0.19184376,-211.97272,176.6692,-131.11531,0.045226473,139.26573,139.2663,-0.19158451,102.40196,-78.671051
1.0203,0.41543561,-155.50189,0.32981354,0.41543704,102.41627,-172.96188,48.605572,-55.413712,0.329965,0.05835681,203.00179,-258.99301,-207.65816,-60.235668,-0.19288069,-220.17116,173.4106,-121.54073,0.05835674,139.30804,139.30861,-0.19262204,102.41589,-72.926086
1.0204,0.41353354,-155.29041,0.32893586,0.413535,102.4302,-173.21667,48.236622,-61.405857,0.32908815,0.071433857,203.02855,-258.64005,-207.93784,-60.897747,-0.19391622,-228.17387,169.98692,-111.84227,0.07143382,139.35034,139.35091,-0.19365817,102.42982,-67.106796
1.0204999,0.41122001,-155.07248,0.32805595,0.41122147,102.44414,-173.46483,47.865318,-67.347244,0.3282091,0.084444739,203.04723,-258.27634,-208.02429,-61.558167,-0.19495031,-235.97275,166.4014,-102.02937,0.084444746,139.39261,139.39319,-0.19469287,102.44376,-61.218834
1.0206,0.4084973,-154.84814,0.32717386,0.40849876,102.45808,-173.70645,47.491657,-73.231941,0.32732785,0.097376563,203.05791,-257.90198,-207.91722,-62.216976,-0.19598293,-243.55988,162.65739,-92.111633,0.097376607,139.43486,139.43544,-0.1957261,102.4577,-55.267971
1.0207,0.40536815,-154.61743,0.32628959,0.40536961,102.47202,-173.94157,47.115627,-79.05407,0.32644442,0.11021649,203.06062,-257.517,-207.61656,-62.874233,-0.19701403,-250.92755,158.75847,-82.09877,0.11021657,139.4771,139.47768,-0.19675781,102.47165,-49.260029
1.0208,0.40183559,-154.38037,0.32540318,0.40183705,102.48598,-174.17029,46.737206,-84.807823,0.32555884,0.1229518,203.05547,-257.1214,-207.12244,-63.530029,-0.19804357,-258.06827,154.70831,-72.000572,0.12295192,139.5193,139.51988,-0.19778796,102.4856,-43.200878
1.0209,0.39790317,-154.13698,0.32451469,0.39790463,102.49993,-174.39267,46.35638,-90.487465,0.32467118,0.13556984,203.04248,-256.7153,-206.43513,-64.184425,-0.1990715,-264.97479,150.5108,-61.826923,0.13557,139.56148,139.56206,-0.19881651,102.49955,-37.096462
1.021,0.39357477,-153.88731,0.32362413,0.39357623,102.51389,-174.60878,45.973148,-96.087318,0.32378146,0.14805812,203.02174,-256.29874,-205.55519,-64.837486,-0.20009778,-271.64011,146.16995,-51.58783,0.14805831,139.60362,139.6042,-0.19984341,102.5135,-30.952772
1.0211,0.38885465,-153.63139,0.32273152,0.38885614,102.52785,-174.8187,45.58749,-101.60179,0.32288969,0.16040422,202.99332,-255.87177,-204.48329,-65.489281,-0.20112239,-278.0574,141.68993,-41.293327,0.16040446,139.64574,139.64633,-0.20086862,102.52747,-24.775833
1.0211999,0.38374755,-153.36925,0.32183692,0.38374901,102.54182,-175.02251,45.199394,-107.02538,0.32199591,0.17259592,202.95728,-255.43443,-203.22037,-66.139893,-0.20214526,-284.22021,137.07504,-30.95351,0.1725962,139.68782,139.68842,-0.20189212,102.54144,-18.571707
1.0213,0.37825847,-153.10095,0.32094032,0.37825993,102.55579,-175.22028,44.808857,-112.35268,0.32110015,0.18462113,202.91368,-254.98683,-201.7675,-66.78936,-0.20316637,-290.12222,132.32973,-20.578562,0.18462144,139.72987,139.73045,-0.20291385,102.5554,-12.346499
1.0214,0.37239283,-152.82651,0.32004178,0.37239429,102.56976,-175.41209,44.415874,-117.57835,0.32020241,0.19646789,202.86261,-254.52901,-200.12601,-67.437752,-0.20418565,-295.75745,127.4586,-10.178679,0.19646826,139.77188,139.77246,-0.20393376,102.56938,-6.1063294
1.0215,0.36615646,-152.54597,0.3191413,0.36615795,102.58374,-175.59802,44.020428,-122.69718,0.31930277,0.20812449,202.80414,-254.06104,-198.29735,-68.085167,-0.20520309,-301.12015,122.46632,0.23593029,0.20812489,139.81384,139.81444,-0.20495182,102.58336,0.14267732
1.0216,0.35955554,-152.25938,0.31823891,0.359557,102.59772,-175.77815,43.62252,-127.70407,0.31840122,0.21957935,202.73834,-253.58298,-196.28323,-68.731628,-0.20621863,-306.20486,117.35778,10.654998,0.2195798,139.85576,139.85635,-0.20596799,102.59734,6.3943596
1.0217,0.35259658,-151.96681,0.31733468,0.35259804,102.61172,-175.95255,43.222157,-132.59401,0.31749782,0.2308211,202.66531,-253.09494,-194.08553,-69.377213,-0.20723224,-311.00644,112.13792,21.068266,0.23082159,139.89764,139.89824,-0.20698224,102.61134,12.642564
1.0218,0.34528646,-151.66827,0.3164286,0.34528792,102.62571,-176.12132,42.819309,-137.36214,0.31659257,0.2418386,202.5851,-252.59695,-191.70625,-70.021988,-0.20824388,-315.51996,106.81178,31.465511,0.24183914,139.93948,139.94008,-0.20799451,102.62533,18.881153
1.0219001,0.33763242,-151.36382,0.3155207,0.33763385,102.6397,-176.28452,42.413994,-142.00368,0.31568548,0.25262094,202.4978,-252.08914,-189.14769,-70.666016,-0.2092535,-319.74084,101.3846,41.836475,0.2526215,139.98126,139.98186,-0.20900477,102.63932,25.103975
1.022,0.32964203,-151.05351,0.31461102,0.32964343,102.6537,-176.44225,42.006214,-146.51401,0.31477663,0.26315737,202.4035,-251.57158,-186.41226,-71.309326,-0.21026109,-323.66483,95.861626,52.170937,0.26315796,140.02299,140.02361,-0.21001299,102.65332,31.304895
1.0221,0.32132316,-150.7374,0.31369957,0.32132456,102.66771,-176.59457,41.595955,-150.88864,0.31386599,0.27343747,202.30228,-251.04433,-183.50256,-71.952019,-0.21126658,-327.28784,90.248253,62.458752,0.2734381,140.06468,140.06529,-0.21101911,102.66733,37.477825
1.0222,0.31268403,-150.41553,0.31278637,0.31268543,102.68172,-176.74158,41.183228,-155.12321,0.31295362,0.28345102,202.19421,-250.50749,-180.42137,-72.594131,-0.21226993,-330.60626,84.54995,72.689766,0.28345171,140.10632,140.10692,-0.21202311,102.68134,43.616676
1.0223,0.30373326,-150.08797,0.31187147,0.30373463,102.69573,-176.88336,40.768044,-159.21352,0.31203955,0.29318812,202.07939,-249.96118,-177.17168,-73.235695,-0.21327113,-333.61667,78.772308,82.853897,0.29318884,140.14789,140.1485,-0.21302494,102.69535,49.715397
1.0224,0.29447961,-149.75476,0.3109549,0.29448098,102.70975,-177.01999,40.350388,-163.15546,0.31112376,0.30263907,201.9579,-249.40546,-173.75656,-73.876816,-0.21427011,-336.31598,72.920944,92.94117,0.30263984,140.18941,140.19003,-0.21402456,102.70937,55.768002
1.0225,0.28493226,-149.41595,0.31003663,0.2849336,102.72377,-177.15155,39.930275,-166.94514,0.31020632,0.31179452,201.82982,-248.84042,-170.17935,-74.517502,-0.21526685,-338.70151,67.001587,102.94164,0.31179532,140.23088,140.23149,-0.21502195,102.72338,61.768517
1.0226001,0.27510065,-149.07164,0.30911672,0.27510199,102.73779,-177.27814,39.507729,-170.5788,0.30928722,0.32064533,201.69525,-248.26619,-166.44353,-75.157806,-0.21626131,-340.77075,61.020035,112.84544,0.3206462,140.27228,140.2729,-0.21601707,102.73741,67.711037
1.0227,0.2649945,-148.72185,0.3081952,0.26499581,102.75182,-177.39981,39.082729,-174.05281,0.30836651,0.32918277,201.55428,-247.68285,-162.55267,-75.797806,-0.21725346,-342.52161,54.982128,122.64287,0.32918364,140.31361,140.31424,-0.21700986,102.75144,73.589729
1.0228,0.2546238,-148.36664,0.30727208,0.25462508,102.76585,-177.51668,38.6553,-177.36374,0.30744421,0.33739832,201.40697,-247.09048,-158.5106,-76.437523,-0.21824326,-343.95233,48.89378,132.32426,0.33739924,140.3549,140.35551,-0.21800031,102.76547,79.398804
1.0229,0.24399878,-148.0061,0.3063474,0.24400005,102.77989,-177.62881,38.22546,-180.50832,0.30652031,0.34528384,201.25345,-246.48924,-154.32123,-77.077003,-0.21923067,-345.0614,42.760963,141.88011,0.34528479,140.39612,140.39674,-0.21898837,102.77951,85.132545
1.023,0.23312996,-147.64029,0.30542114,0.2331312,102.79394,-177.73631,37.793213,-183.48341,0.30559486,0.35283148,201.0938,-245.8792,-149.98865,-77.716309,-0.22021566,-345.84769,36.589668,151.30104,0.3528325,140.43726,140.43788,-0.21997401,102.79355,90.785324
1.0231,0.22202808,-147.26926,0.30449337,0.22202928,102.80798,-177.83923,37.358562,-186.2861,0.30466789,0.36003378,200.9281,-245.26047,-145.51707,-78.355469,-0.22119819,-346.31042,30.385937,160.57779,0.36003479,140.47833,140.47897,-0.22095719,102.80759,96.351601
1.0232,0.21070409,-146.89308,0.30356407,0.21070528,102.82203,-177.93768,36.921547,-188.91362,0.3037394,0.36688352,200.75645,-244.63318,-140.91089,-78.994514,-0.22217822,-346.44907,24.155861,169.70123,0.36688459,140.51935,140.51999,-0.22193788,102.82165,101.82589
1.0233001,0.19916922,-146.51184,0.30263326,0.19917038,102.83608,-178.03174,36.48217,-191.36337,0.30280942,0.37337393,200.57896,-243.99742,-136.17459,-79.633499,-0.22315572,-346.26349,17.905531,178.66246,0.37337503,140.56029,140.56093,-0.22291605,102.8357,107.20284
1.0233999,0.18743482,-146.12556,0.30170101,0.18743597,102.85014,-178.12148,36.040443,-193.63297,0.30187795,0.37949851,200.39571,-243.35332,-131.31282,-80.272461,-0.22413068,-345.75385,11.641062,187.45267,0.37949964,140.60117,140.60179,-0.22389165,102.84976,112.47718
1.0235,0.17551254,-145.73438,0.30076727,0.17551364,102.8642,-178.20699,35.596397,-195.72017,0.30094501,0.38525122,200.20677,-242.701,-126.33031,-80.911423,-0.22510304,-344.92065,5.3686004,196.06325,0.38525239,140.64195,140.64259,-0.22486466,102.86382,117.64374
1.0236,0.16341412,-145.33832,0.29983214,0.16341521,102.87827,-178.28836,35.150055,-197.62294,0.30001065,0.39062631,200.01228,-242.04057,-121.23198,-81.550407,-0.22607276,-343.76474,-0.90571588,204.48576,0.3906275,140.68268,140.68332,-0.22583506,102.87789,122.69746
1.0237,0.15115154,-144.93745,0.29889554,0.15115258,102.89234,-178.36566,34.70142,-199.33945,0.29907486,0.39561838,199.81232,-241.37216,-116.0228,-82.189476,-0.22703983,-342.28723,-7.1757579,212.71202,0.39561963,140.72333,140.72397,-0.2268028,102.89196,127.63342
1.0238,0.1387369,-144.53189,0.29795757,0.13873792,102.90642,-178.43898,34.250534,-200.86801,0.29813769,0.40022251,199.60696,-240.69589,-110.70789,-82.828636,-0.2280042,-340.48959,-13.435378,220.73398,0.40022379,140.76389,140.76454,-0.22776784,102.90604,132.44678
1.0239,0.12618248,-144.12167,0.29701823,0.12618348,102.92049,-178.50839,33.797421,-202.20718,0.29719913,0.40443408,199.39635,-240.01189,-105.29246,-83.467903,-0.22896586,-338.37369,-19.678453,228.54378,0.4044354,140.80438,140.80504,-0.22873016,102.92011,137.13286
1.024,0.1135007,-143.70688,0.29607749,0.11350165,102.93458,-178.57399,33.342091,-203.35564,0.29625919,0.4082489,199.18053,-239.32027,-99.781807,-84.107338,-0.22992477,-335.94156,-25.898895,236.13387,0.40825021,140.8448,140.84544,-0.22968973,102.9342,141.6871
1.0240999,0.10070407,-143.28761,0.29513544,0.10070498,102.94866,-178.63585,32.884583,-204.31233,0.29531789,0.41166312,198.95964,-238.62117,-94.181351,-84.746925,-0.2308809,-333.19571,-32.090611,243.49681,0.41166449,140.88513,140.88579,-0.23064654,102.94828,146.10506
1.0242,0.087805249,-142.86392,0.29419205,0.087806128,102.96275,-178.69405,32.424934,-205.07635,0.29437527,0.41467336,198.73376,-237.91473,-88.496605,-85.386696,-0.23183422,-330.13885,-38.247551,250.6255,0.41467473,140.92538,140.92604,-0.23160052,102.96237,150.38245
1.0243,0.074816972,-142.4359,0.29324731,0.074817821,102.97684,-178.74867,31.963152,-205.647,0.29343134,0.41727656,198.50298,-237.20107,-82.733109,-86.02668,-0.23278469,-326.77405,-44.363724,257.51303,0.41727796,140.96555,140.9662,-0.23255166,102.97646,154.51512
1.0244,0.061752092,-142.00363,0.2923013,0.0617529,102.99094,-178.79979,31.499283,-206.02377,0.2924861,0.41947013,198.26741,-236.48032,-76.896545,-86.666885,-0.23373228,-323.10471,-50.433151,264.15268,0.41947153,141.00563,141.00629,-0.23349994,102.99056,158.4991
1.0245,0.048623517,-141.56718,0.291354,0.048624288,103.00505,-178.84749,31.033367,-206.20636,0.29153958,0.42125183,198.02716,-235.75262,-70.992638,-87.307304,-0.23467699,-319.13446,-56.449909,270.53812,0.42125329,141.04562,141.0463,-0.23444532,103.00467,162.33051
1.0246,0.035444215,-141.12665,0.29040542,0.035444949,103.01916,-178.89183,30.565416,-206.19466,0.29059178,0.42261985,197.7823,-235.0181,-65.027153,-87.94799,-0.23561877,-314.86734,-62.408157,276.66312,0.42262134,141.08554,141.08621,-0.23538777,103.01878,166.00568
1.0247,0.02222722,-140.6821,0.28945559,0.022227915,103.03326,-178.93292,30.095476,-205.98874,0.28964272,0.42357281,197.53294,-234.2769,-59.005962,-88.588928,-0.23655759,-310.30756,-68.302086,282.52185,0.4235743,141.12537,141.12604,-0.23632728,103.03288,169.52106
1.0247999,0.0089855967,-140.23363,0.28850454,0.0089862514,103.04738,-178.97079,29.623596,-205.5889,0.28869241,0.42410973,197.27919,-233.52917,-52.934971,-89.23011,-0.23749344,-305.45975,-74.125954,288.10867,0.42411125,141.16512,141.16579,-0.23726381,103.047,172.87328
1.0249,-0.004267571,-139.78131,0.28755224,-0.0042669578,103.0615,-179.00557,29.14979,-204.99557,0.28774089,0.42422998,197.02113,-232.77502,-46.820114,-89.871574,-0.23842628,-300.32874,-79.874123,293.41824,0.4242315,141.20476,141.20544,-0.23819733,103.06112,176.05916
1.025,-0.017519182,-139.32524,0.28659871,-0.017518608,103.07562,-179.03729,28.674109,-204.20947,0.28678814,0.42393342,196.75887,-232.01462,-40.667385,-90.513306,-0.2393561,-294.91968,-85.541008,298.4455,0.42393497,141.24432,141.24501,-0.23912783,103.07524,179.07564
1.0251,-0.030756131,-138.86549,0.28564399,-0.0307556,103.08975,-179.06604,28.196598,-203.23143,0.28583419,0.42322031,196.49249,-231.24811,-34.482819,-91.155289,-0.24028286,-289.23795,-91.121109,303.18567,0.42322186,141.2838,141.28448,-0.24005528,103.08936,181.91988
1.0252,-0.043965336,-138.40216,0.28468809,-0.043964848,103.10388,-179.09189,27.717289,-202.0625,0.28487906,0.42209125,196.22211,-230.47562,-28.272459,-91.797546,-0.24120654,-283.28928,-96.609032,307.63431,0.42209283,141.32318,141.32387,-0.24097964,103.10349,184.58916
1.0253,-0.057133738,-137.93532,0.28373101,-0.057133295,103.11801,-179.1149,27.236221,-200.70393,0.28392273,0.42054734,195.94781,-229.69728,-22.042377,-92.440071,-0.24212712,-277.07959,-101.99948,311.7872,0.42054895,141.36247,141.36316,-0.24190091,103.11763,187.08101
1.0254,-0.070248321,-137.46507,0.28277278,-0.070247918,103.13215,-179.13516,26.753452,-199.15718,0.28296524,0.41859007,195.66971,-228.91327,-15.798676,-93.08284,-0.24304457,-270.61511,-107.28723,315.64047,0.41859168,141.40169,141.40236,-0.24281904,103.13177,189.39307
1.0255001,-0.083296105,-136.99149,0.28181338,-0.083295755,103.14629,-179.15273,26.269016,-197.42383,0.28200659,0.41622129,195.38788,-228.1237,-9.5474491,-93.725853,-0.24395888,-263.90231,-112.46719,319.19052,0.41622293,141.4408,141.44148,-0.24373405,103.14591,191.52318
1.0256,-0.096264206,-136.51466,0.28085282,-0.096263893,103.16044,-179.16766,25.782955,-195.50571,0.28104681,0.4134433,195.10242,-227.32872,-3.2947922,-94.36911,-0.24487001,-256.94781,-117.53439,322.43411,0.41344494,141.4798,141.4805,-0.24464586,103.16006,193.46942
1.0257,-0.10913979,-136.03468,0.27989116,-0.10913952,103.17459,-179.18005,25.295326,-193.40482,0.28008589,0.4102588,194.81343,-226.5285,2.9531825,-95.012581,-0.24577795,-249.75867,-122.48392,325.36826,0.41026044,141.51872,141.51942,-0.24555451,103.17421,195.22998
1.0258,-0.12191012,-135.55165,0.27892837,-0.1219099,103.18874,-179.18994,24.806173,-191.12331,0.27912384,0.40667084,194.521,-225.72319,9.1903858,-95.65625,-0.24668269,-242.342,-127.31108,327.9903,0.40667251,141.55756,141.55824,-0.24645993,103.18836,196.80327
1.0259,-0.13456257,-135.06563,0.27796447,-0.1345624,103.2029,-179.1974,24.315536,-188.66353,0.27816069,0.40268296,194.22523,-224.91289,15.410753,-96.300125,-0.24758418,-234.70517,-132.01123,330.29791,0.40268463,141.59628,141.59698,-0.24736212,103.20251,198.1879
1.026,-0.14708462,-134.57672,0.2769995,-0.1470845,103.21706,-179.2025,23.823475,-186.02803,0.27719644,0.39829904,193.92622,-224.09779,21.608221,-96.94416,-0.24848244,-226.85583,-136.57986,332.28906,0.39830071,141.63492,141.63562,-0.24826106,103.21668,199.38264
1.0261,-0.15946391,-134.08501,0.2760334,-0.15946382,103.23123,-179.20529,23.330044,-183.21951,0.27623111,0.39352334,193.62405,-223.27803,27.776758,-97.588341,-0.2493774,-218.8018,-141.01265,333.96207,0.393525,141.67346,141.67418,-0.24915674,103.23084,200.38651
1.0262001,-0.17168815,-133.59058,0.27506626,-0.17168812,103.2454,-179.20586,22.835276,-180.24084,0.27526468,0.3883605,193.31883,-222.45374,33.910393,-98.232651,-0.25026909,-210.55107,-145.30536,335.31555,0.3883622,141.71191,141.71262,-0.25004911,103.24501,201.19862
1.0263,-0.18374529,-133.09354,0.27409804,-0.18374529,103.25957,-179.20421,22.339237,-177.09506,0.27429718,0.3828156,193.01062,-221.62508,40.003155,-98.87706,-0.25115746,-202.11185,-149.45393,336.34845,0.3828173,141.75026,141.75098,-0.25093821,103.25919,201.81837
1.0264,-0.19562337,-132.59396,0.27312875,-0.19562343,103.27375,-179.20045,21.841988,-173.7854,0.27332863,0.37689409,192.69954,-220.79221,46.049141,-99.521523,-0.25204253,-193.49254,-153.45442,337.06,0.37689579,141.78851,141.78923,-0.25182396,103.27336,202.24533
1.0265,-0.20731063,-132.09193,0.27215841,-0.20731074,103.28793,-179.19463,21.343561,-170.31519,0.27235904,0.37060171,192.38567,-219.95525,52.042511,-100.16604,-0.25292426,-184.70166,-157.30309,337.4498,0.37060338,141.82668,141.82739,-0.25270638,103.28754,202.47923
1.0266,-0.21879554,-131.58754,0.27118704,-0.21879569,103.30212,-179.18677,20.844025,-166.68797,0.27138838,0.36394465,192.06909,-219.11436,57.977463,-100.81056,-0.2538026,-175.74796,-160.99629,337.51776,0.36394632,141.86473,141.86545,-0.25358546,103.30173,202.52
1.0267,-0.23006669,-131.0809,0.27021462,-0.23006688,103.3163,-179.17696,20.343445,-162.90742,0.27041671,0.35692942,191.74989,-218.26973,63.848251,-101.45504,-0.25467759,-166.64034,-164.53058,337.26413,0.35693112,141.90269,141.90341,-0.25446114,103.31592,202.36781
1.0268,-0.24111295,-130.57205,0.26924121,-0.24111319,103.3305,-179.16524,19.841852,-158.97739,0.26944399,0.34956291,191.42818,-217.42143,69.649239,-102.09948,-0.25554919,-157.38776,-167.90266,336.68942,0.34956458,141.94057,141.94128,-0.25533345,103.33011,202.02298
1.0269001,-0.25192335,-130.06113,0.26826677,-0.25192365,103.34469,-179.15166,19.339319,-154.90181,0.26847029,0.34185234,191.10402,-216.56966,75.374825,-102.7438,-0.25641739,-147.9994,-171.10941,335.79453,0.34185401,141.97833,141.97905,-0.25620237,103.34431,201.48602
1.027,-0.26248723,-129.54822,0.26729131,-0.26248759,103.35889,-179.13626,18.835911,-150.68484,0.26749554,0.33380526,190.7775,-215.71455,81.019501,-103.38799,-0.2572822,-138.4846,-174.14786,334.58066,0.3338069,142.01599,142.01672,-0.25706786,103.35851,200.75764
1.0271,-0.2727941,-129.03337,0.26631489,-0.27279449,103.37309,-179.11911,18.331669,-146.33072,0.26651981,0.32542956,190.44872,-214.85625,86.577858,-104.03199,-0.25814354,-128.85269,-177.01521,333.04926,0.3254312,142.05356,142.05429,-0.25792992,103.37271,199.83878
1.0272,-0.28283376,-128.51669,0.26533744,-0.2828342,103.3873,-179.10025,17.826656,-141.84381,0.2655431,0.31673348,190.11772,-213.9949,92.044571,-104.67577,-0.25900146,-119.1132,-179.70886,331.20218,0.31673512,142.09103,142.09177,-0.25878856,103.38692,198.73048
1.0273,-0.29259625,-127.99829,0.26435903,-0.29259673,103.40151,-179.07971,17.320948,-137.22865,0.26456541,0.30772555,189.78464,-213.13068,97.414398,-105.31927,-0.25985593,-109.27575,-182.22638,329.0416,0.30772719,142.1284,142.12914,-0.25964373,103.40113,197.43407
1.0274,-0.3020719,-127.47823,0.26337966,-0.30207244,103.41573,-179.05754,16.814587,-132.48988,0.26358673,0.29841462,189.44952,-212.26369,102.68222,-105.96245,-0.26070693,-99.350014,-184.56548,326.56989,0.29841623,142.16568,142.16641,-0.26049545,103.41534,195.95099
1.0275,-0.31125134,-126.9566,0.26239932,-0.31125191,103.42995,-179.0338,16.307634,-127.63223,0.2626071,0.28880984,189.11246,-211.39407,107.84303,-106.60527,-0.26155445,-89.345764,-186.72408,323.78986,0.28881142,142.20285,142.2036,-0.26134369,103.42956,194.28288
1.0276,-0.32012543,-126.43349,0.26141801,-0.32012603,103.44417,-179.0085,15.800164,-122.66059,0.26162648,0.27892062,188.77353,-210.52202,112.89189,-107.24766,-0.26239851,-79.272842,-188.7003,320.70456,0.2789222,142.23993,142.24068,-0.26218846,103.44378,192.43163
