"Time","loadInertia.w","loadInertia.phi","armature.T","dcpm.la.i","core.T"
7.9349999,157.07607,1202.8959,342.34689,-0.087100603,319.61322
7.9359999,157.0759,1203.053,342.32623,-0.082816407,319.61334
7.9369998,157.07571,1203.2101,342.3056,-0.0785947,319.61343
7.9380002,157.07556,1203.3671,342.28497,-0.074437231,319.61356
7.9390001,157.07541,1203.5242,342.26437,-0.07034561,319.61365
7.9400001,157.07526,1203.6813,342.2438,-0.066321388,319.61374
7.941,157.07512,1203.8384,342.22324,-0.062365972,319.61383
7.9419999,157.075,1203.9954,342.2027,-0.058480661,319.61389
7.9429998,157.07487,1204.1525,342.18216,-0.054666668,319.61395
7.9439998,157.07477,1204.3096,342.16165,-0.050925102,319.61401
7.9450002,157.07466,1204.4667,342.14117,-0.047256965,319.61407
7.9460001,157.07457,1204.6237,342.1207,-0.04366317,319.61414
7.947,157.07448,1204.7808,342.10025,-0.040144533,319.61417
7.948,157.07439,1204.9379,342.0798,-0.036701776,319.6142
7.9489999,157.07431,1205.095,342.05939,-0.033335537,319.61423
7.9499998,157.07425,1205.252,342.039,-0.030046359,319.61423
7.9510002,157.07419,1205.4091,342.01862,-0.026834708,319.61423
7.9520001,157.07414,1205.5662,341.99826,-0.02370096,319.61423
7.9530001,157.0741,1205.7233,341.97794,-0.020645417,319.61423
7.954,157.07405,1205.8802,341.95761,-0.017668299,319.61423
7.9549999,157.07402,1206.0374,341.93729,-0.014769749,319.6142
7.9559999,157.07399,1206.1945,341.91702,-0.011949838,319.61417
7.9569998,157.07396,1206.3516,341.89676,-0.0092085656,319.61414
7.9580002,157.07394,1206.5085,341.8765,-0.0065458617,319.61407
7.9590001,157.07393,1206.6656,341.85626,-0.0039615892,319.61404
7.96,157.07393,1206.8228,341.83606,-0.0014555467,319.61398
7.961,157.07393,1206.9799,341.81586,0.00097252987,319.61392
7.9619999,157.07393,1207.1368,341.79568,0.0033229648,319.61383
7.9629998,157.07394,1207.2939,341.77554,0.0055961395,319.61377
7.9640002,157.07396,1207.451,341.7554,0.0077924938,319.61368
7.9650002,157.07397,1207.6082,341.73529,0.0099125309,319.61359
7.9660001,157.07401,1207.7651,341.71518,0.01195679,319.61346
7.967,157.07402,1207.9222,341.6951,0.013925862,319.61337
7.9679999,157.07407,1208.0793,341.67502,0.01582039,319.61325
7.9689999,157.0741,1208.2365,341.655,0.017641056,319.61313
7.9699998,157.07413,1208.3934,341.63495,0.019388594,319.61301
7.9710002,157.07417,1208.5505,341.61493,0.021063767,319.61285
7.9720001,157.07422,1208.7076,341.59494,0.022667384,319.6127
7.973,157.07428,1208.8647,341.57498,0.024200322,319.61255
7.974,157.07433,1209.0217,341.55502,0.025663454,319.6124
7.9749999,157.07439,1209.1788,341.5351,0.027057685,319.61224
7.9759998,157.07445,1209.3359,341.51517,0.028383961,319.61206
7.9770002,157.07451,1209.493,341.49527,0.029643254,319.61188
7.9780002,157.07457,1209.65,341.47537,0.030836562,319.61169
7.9790001,157.07463,1209.8071,341.45551,0.031964902,319.61148
7.98,157.07471,1209.9642,341.43567,0.033029322,319.6113
7.9809999,157.07477,1210.1213,341.41583,0.034030952,319.61108
7.9819999,157.07484,1210.2784,341.396,0.034970958,319.61087
7.9829998,157.07492,1210.4354,341.37622,0.03585038,319.61066
7.9840002,157.075,1210.5925,341.35645,0.03667035,319.61041
7.9850001,157.07507,1210.7496,341.33667,0.037432015,319.61017
7.9860001,157.07515,1210.9067,341.31693,0.038136531,319.60992
7.987,157.07524,1211.0637,341.29721,0.038785063,319.60968
7.9879999,157.07532,1211.2208,341.2775,0.039378788,319.60941
7.9889998,157.07541,1211.3779,341.25781,0.039918903,319.60916
7.9899998,157.07549,1211.535,341.23813,0.040406842,319.60889
7.9910002,157.07558,1211.692,341.21848,0.040843662,319.60861
7.9920001,157.07567,1211.8491,341.19885,0.041230585,319.60831
7.993,157.07574,1212.0062,341.17923,0.041568827,319.60803
7.994,157.07584,1212.1633,341.15964,0.041859612,319.60773
7.9949999,157.07593,1212.3203,341.14005,0.042104155,319.60742
7.9959998,157.07602,1212.4774,341.12048,0.042303674,319.60709
7.9970002,157.07611,1212.6345,341.10092,0.042459488,319.60678
7.9980001,157.0762,1212.7916,341.08139,0.042572848,319.60645
7.9990001,157.07629,1212.9486,341.06189,0.042644925,319.60611
8,157.07639,1213.1057,341.04239,0.042676922,319.60577
8,157.07639,1213.1057,341.04239,0.042676922,319.60577
8.0010004,156.75822,1213.2627,341.02292,0.10949285,319.60544
8.0019999,156.44034,1213.4193,341.00345,0.30704647,319.60507
8.0030003,156.12302,1213.5756,340.98401,0.63103676,319.60471
8.0039997,155.8065,1213.7314,340.96457,1.0771904,319.60434
8.0050001,155.49106,1213.8872,340.94516,1.641261,319.60397
8.0059996,155.17694,1214.0425,340.92578,2.3190322,319.60358
8.007,154.86438,1214.1975,340.90643,3.1063201,319.60318
8.0080004,154.5536,1214.3522,340.88712,3.9989777,319.60278
8.0089998,154.24483,1214.5066,340.86783,4.9928946,319.60239
8.0100002,153.93826,1214.6608,340.84857,6.0840015,319.60199
8.0109997,153.63411,1214.8145,340.82938,7.2682719,319.60156
8.0120001,153.33258,1214.968,340.81021,8.5417242,319.60114
8.0129995,153.03383,1215.1212,340.79117,9.900423,319.60071
8.0139999,152.73805,1215.274,340.77219,11.340483,319.60028
8.0150003,152.44542,1215.4266,340.7533,12.858068,319.59982
8.0159998,152.15607,1215.579,340.7345,14.449397,319.5994
8.0170002,151.87019,1215.731,340.71585,16.110741,319.59894
8.0179996,151.58789,1215.8827,340.69736,17.838428,319.59848
8.0190001,151.30934,1216.0342,340.67905,19.628841,319.59799
8.0200005,151.03465,1216.1853,340.66089,21.478426,319.59753
8.0209999,150.76393,1216.3362,340.64297,23.383686,319.59705
8.0220003,150.49733,1216.4868,340.62527,25.341183,319.59656
8.0229998,150.23492,1216.6372,340.60782,27.347542,319.59607
8.0240002,149.97682,1216.7874,340.59067,29.399456,319.59555
8.0249996,149.72313,1216.9371,340.57379,31.493675,319.59506
8.026,149.47392,1217.0868,340.55728,33.627018,319.59454
8.0270004,149.22928,1217.2361,340.54114,35.796368,319.59402
8.0279999,148.98926,1217.3853,340.52536,37.998672,319.59351
8.0290003,148.75397,1217.5341,340.51001,40.230949,319.59299
8.0299997,148.52342,1217.6827,340.49512,42.49028,319.59244
8.0310001,148.29771,1217.8312,340.48068,44.773819,319.59192
8.0319996,148.07687,1217.9794,340.46677,47.078781,319.59137
8.033,147.86093,1218.1273,340.45337,49.402451,319.59082
8.0340004,147.64995,1218.275,340.44055,51.742191,319.59027
8.0349998,147.44395,1218.4226,340.42831,54.095417,319.58972
8.0360003,147.24295,1218.5699,340.41672,56.459625,319.58914
8.0369997,147.04698,1218.717,340.40576,58.832378,319.58859
8.0380001,146.85605,1218.864,340.39548,61.211304,319.58801
8.0389996,146.67017,1219.0107,340.38589,63.594097,319.58746
8.04,146.48935,1219.1573,340.37708,65.978523,319.58688
8.0410004,146.31358,1219.3037,340.36899,68.362427,319.5863
8.0419998,146.14288,1219.45,340.36172,70.743706,319.58572
8.0430002,145.97723,1219.5961,340.35526,73.120323,319.58514
8.0439997,145.81662,1219.7419,340.34961,75.490318,319.58456
8.0450001,145.66101,1219.8877,340.34482,77.851799,319.58398
8.0459995,145.51042,1220.0333,340.34094,80.202942,319.5834
8.0469999,145.36479,1220.1787,340.33795,82.541969,319.58279
8.0480003,145.22412,1220.324,340.33588,84.867188,319.58221
8.0489998,145.08838,1220.4691,340.33478,87.176964,319.58163
8.0500002,144.9575,1220.6141,340.33463,89.469727,319.58105
8.0509996,144.83148,1220.759,340.33545,91.743973,319.58047
8.052,144.71027,1220.9038,340.33725,93.99826,319.5799
8.0530005,144.59381,1221.0485,340.34009,96.231209,319.57928
8.0539999,144.48207,1221.193,340.34393,98.441505,319.5787
8.0550003,144.37498,1221.3375,340.34882,100.62788,319.57812
8.0559998,144.27252,1221.4818,340.35477,102.78915,319.57755
8.0570002,144.17462,1221.626,340.36172,104.92415,319.577
8.0579996,144.08122,1221.7701,340.36978,107.03182,319.57642
8.059,143.99226,1221.9142,340.37888,109.11115,319.57584
8.0600004,143.90768,1222.0581,340.38907,111.16114,319.57529
8.0609999,143.82742,1222.202,340.40033,113.18091,319.57471
8.0620003,143.7514,1222.3458,340.41266,115.16958,319.57416
8.0629997,143.6796,1222.4895,340.42609,117.12637,319.57361
8.0640001,143.61189,1222.6332,340.44058,119.05051,319.57306
8.0649996,143.54823,1222.7767,340.45615,120.94132,319.57254
8.066,143.48856,1222.9203,340.47281,122.79816,319.57199
8.0670004,143.43277,1223.0637,340.49051,124.62041,319.57147
8.0679998,143.38083,1223.2072,340.50931,126.40753,319.57095
8.0690002,143.33264,1223.3505,340.52914,128.15904,319.57043
8.0699997,143.28813,1223.4938,340.55002,129.87447,319.56995
8.0710001,143.24722,1223.6371,340.57196,131.55341,319.56943
8.0719995,143.20982,1223.7803,340.59491,133.19551,319.56894
8.073,143.17589,1223.9235,340.6189,134.80046,319.56848
8.0740004,143.14531,1224.0667,340.64389,136.36798,319.56799
8.0749998,143.11803,1224.2097,340.66986,137.89783,319.56754
8.0760002,143.09395,1224.3529,340.69684,139.38982,319.56711
8.0769997,143.07298,1224.496,340.72476,140.8438,319.56665
8.0780001,143.05507,1224.639,340.75363,142.25966,319.56622
8.0790005,143.04013,1224.7821,340.78342,143.63731,319.5658
8.0799999,143.02806,1224.925,340.81415,144.97675,319.5654
8.0810003,143.0188,1225.0681,340.84576,146.27792,319.565
8.0819998,143.01225,1225.2112,340.87827,147.54089,319.56464
8.0830002,143.00835,1225.3541,340.91162,148.76572,319.56424
8.0839996,143.007,1225.4972,340.9458,149.95248,319.5639
8.085,143.00815,1225.6401,340.9808,151.10133,319.56354
8.0860004,143.01167,1225.7832,341.0166,152.2124,319.5632
8.0869999,143.01752,1225.9261,341.05316,153.28589,319.5629
8.0880003,143.02562,1226.0692,341.09048,154.32202,319.56259
8.0889997,143.03586,1226.2123,341.12854,155.32101,319.56229
8.0900002,143.04819,1226.3552,341.1673,156.28314,319.56201
8.0909996,143.06252,1226.4983,341.20673,157.20871,319.56177
8.092,143.07878,1226.6414,341.24683,158.09802,319.56152
8.0930004,143.09688,1226.7844,341.28754,158.9514,319.56128
8.0939999,143.11676,1226.9276,341.32889,159.76924,319.56107
8.0950003,143.13834,1227.0707,341.37082,160.5519,319.56085
8.0959997,143.16153,1227.2139,341.4133,161.29977,319.56067
8.0970001,143.18629,1227.3571,341.4563,162.01331,319.56049
8.0979996,143.21251,1227.5002,341.49985,162.69292,319.56033
8.099,143.24016,1227.6434,341.54385,163.33907,319.56021
8.1000004,143.26912,1227.7867,341.58835,163.95221,319.56009
8.1009998,143.29936,1227.9301,341.63327,164.53285,319.55997
8.1020002,143.3308,1228.0734,341.67862,165.08148,319.55988
8.1029997,143.36337,1228.2167,341.72433,165.59863,319.55981
8.1040001,143.397,1228.3601,341.77045,166.08479,319.55975
8.1049995,143.43163,1228.5034,341.81689,166.54054,319.55969
8.1059999,143.46719,1228.6469,341.86368,166.9664,319.55969
8.1070004,143.50363,1228.7904,341.91074,167.36293,319.55966
8.1079998,143.54088,1228.934,341.95807,167.73071,319.55969
8.1090002,143.57889,1229.0775,342.00568,168.0703,319.55972
8.1099997,143.61758,1229.2211,342.0535,168.38229,319.55975
8.1110001,143.65691,1229.3647,342.10153,168.66728,319.55981
8.1120005,143.69681,1229.5084,342.14975,168.92586,319.55991
8.1129999,143.73723,1229.6521,342.19815,169.15862,319.56
8.1140003,143.77812,1229.7959,342.2467,169.36617,319.56012
8.1149998,143.81941,1229.9397,342.29535,169.54913,319.56024
8.1160002,143.86108,1230.0835,342.34415,169.7081,319.56039
8.1169996,143.90306,1230.2274,342.39301,169.8437,319.56055
8.118,143.94531,1230.3713,342.44193,169.95657,319.56073
8.1190004,143.98776,1230.5153,342.49091,170.04729,319.56094
8.1199999,144.0304,1230.6593,342.53992,170.1165,319.56116
8.1210003,144.07315,1230.8033,342.58893,170.16483,319.5614
8.1219997,144.11598,1230.9474,342.63797,170.19287,319.56165
8.1230001,144.15886,1231.0916,342.68698,170.20125,319.56192
8.1239996,144.20172,1231.2357,342.73596,170.1906,319.56223
8.125,144.24455,1231.38,342.78488,170.16153,319.56253
8.1260004,144.28729,1231.5243,342.83374,170.11462,319.56287
8.1269999,144.32993,1231.6686,342.88251,170.05054,319.5632
8.1280003,144.37241,1231.8129,342.93121,169.96982,319.56357
8.1289997,144.41469,1231.9573,342.9798,169.87312,319.56393
8.1300001,144.45676,1232.1017,343.02826,169.76102,319.56433
8.1309996,144.49857,1232.2462,343.0766,169.63411,319.56476
8.132,144.5401,1232.3907,343.12479,169.49297,319.56519
8.1330004,144.58131,1232.5353,343.17282,169.33817,319.56564
8.1339998,144.62218,1232.6799,343.2207,169.17032,319.5661
8.1350002,144.66267,1232.8246,343.2684,168.98996,319.56659
8.1359997,144.70279,1232.9692,343.31589,168.79765,319.56708
8.1370001,144.74246,1233.1139,343.36322,168.59396,319.5676
8.1379995,144.78171,1233.2587,343.41034,168.37946,319.56812
8.1389999,144.82048,1233.4034,343.45724,168.15463,319.56866
8.1400003,144.85878,1233.5483,343.50394,167.92006,319.56924
8.1409998,144.89656,1233.6932,343.55038,167.67624,319.56982
8.1420002,144.93381,1233.8381,343.59662,167.42369,319.57043
8.1429996,144.97052,1233.983,343.64261,167.16293,319.57104
8.1440001,145.00667,1234.1281,343.68835,166.89445,319.57169
8.1450005,145.04224,1234.2731,343.73386,166.61876,319.57233
8.1459999,145.07721,1234.4182,343.77908,166.3363,319.573
8.1470003,145.11159,1234.5632,343.82407,166.04759,319.57367
8.1479998,145.14534,1234.7084,343.86877,165.75305,319.57437
8.1490002,145.17845,1234.8535,343.91321,165.45317,319.57507
8.1499996,145.21094,1234.9988,343.95737,165.14838,319.57581
8.151,145.24277,1235.1439,344.00128,164.8391,319.57654
8.1520004,145.27393,1235.2892,344.04489,164.52576,319.5773
8.1529999,145.30443,1235.4346,344.08823,164.20879,319.57806
8.1540003,145.33424,1235.5798,344.13126,163.88858,319.57886
8.1549997,145.36339,1235.7252,344.17404,163.56554,319.57965
8.1560001,145.39185,1235.8706,344.21649,163.24002,319.58047
8.1569996,145.4196,1236.016,344.2587,162.91243,319.58133
8.158,145.44666,1236.1614,344.3006,162.58313,319.58215
8.1590004,145.47302,1236.3069,344.34219,162.25246,319.58304
8.1599998,145.49869,1236.4524,344.38351,161.92076,319.58389
8.1610003,145.52364,1236.5979,344.42456,161.58839,319.58481
8.1619997,145.54788,1236.7434,344.4653,161.25566,319.58569
8.1630001,145.57143,1236.8889,344.50577,160.92288,319.58661
8.1639996,145.59427,1237.0345,344.54593,160.59035,319.58755
8.165,145.61639,1237.1802,344.58582,160.25838,319.5885
8.1660004,145.63782,1237.3258,344.6254,159.92723,319.58948
8.1669998,145.65855,1237.4714,344.6647,159.5972,319.59045
8.1680002,145.67857,1237.6171,344.70374,159.26855,319.59143
8.1689997,145.69791,1237.7628,344.74249,158.94153,319.59244
8.1700001,145.71654,1237.9084,344.78094,158.61636,319.59344
8.1709995,145.7345,1238.0542,344.81915,158.29332,319.59448
8.1719999,145.75177,1238.2,344.85706,157.97261,319.59552
8.1730003,145.76836,1238.3457,344.89471,157.65446,319.59659
8.1739998,145.78427,1238.4915,344.9321,157.33907,319.59766
8.1750002,145.79953,1238.6373,344.96921,157.02661,319.59872
8.1759996,145.81412,1238.7831,345.00604,156.71733,319.59982
8.177,145.82805,1238.929,345.04263,156.41136,319.60092
8.1780005,145.84135,1239.0747,345.07895,156.10889,319.60205
8.1789999,145.854,1239.2206,345.11505,155.81007,319.60318
8.1800003,145.86603,1239.3665,345.15088,155.51509,319.60431
8.1809998,145.87743,1239.5123,345.18646,155.22404,319.60547
8.1820002,145.88823,1239.6582,345.2218,154.93712,319.60666
8.1829996,145.89841,1239.8041,345.2569,154.6544,319.60782
8.184,145.908,1239.95,345.29175,154.37605,319.60901
8.1850004,145.91701,1240.0959,345.32639,154.10214,319.61023
8.1859999,145.92543,1240.2418,345.36078,153.83282,319.61145
8.1870003,145.93329,1240.3878,345.39496,153.56815,319.61267
8.1879997,145.9406,1240.5337,345.42892,153.30824,319.61389
8.1890001,145.94736,1240.6797,345.46268,153.05318,319.61514
8.1899996,145.95358,1240.8256,345.49619,152.80302,319.61642
8.191,145.95927,1240.9716,345.52951,152.55785,319.61768
8.1920004,145.96446,1241.1176,345.56265,152.31773,319.61899
8.1929998,145.96915,1241.2634,345.59555,152.08272,319.62027
8.1940002,145.97333,1241.4094,345.6283,151.85286,319.62158
8.1949997,145.97702,1241.5554,345.66083,151.62819,319.62289
8.1960001,145.98026,1241.7014,345.69318,151.40877,319.62421
8.1969995,145.98303,1241.8474,345.72534,151.1946,319.62555
8.198,145.98535,1241.9934,345.75732,150.98572,319.62692
8.1990004,145.98724,1242.1394,345.78912,150.78217,319.62827
8.1999998,145.98869,1242.2854,345.82077,150.58392,319.62964
8.2010002,145.98975,1242.4313,345.85226,150.39102,319.63101
8.2019997,145.99039,1242.5773,345.88358,150.20345,319.63242
8.2030001,145.99063,1242.7233,345.91473,150.02122,319.63382
8.2040005,145.99049,1242.8693,345.94574,149.84433,319.63522
8.2049999,145.98999,1243.0153,345.97659,149.67274,319.63666
8.2060003,145.98914,1243.1613,346.00732,149.50647,319.63809
8.2069998,145.98793,1243.3073,346.03787,149.34549,319.63953
8.2080002,145.98637,1243.4532,346.06833,149.18976,319.64099
8.2089996,145.98451,1243.5992,346.09863,149.03928,319.64246
8.21,145.98233,1243.7452,346.12881,148.89398,319.64392
8.2110004,145.97984,1243.8912,346.15884,148.75386,319.64542
8.2119999,145.97707,1244.0372,346.18878,148.61887,319.64691
8.2130003,145.97401,1244.1831,346.2186,148.48895,319.64841
8.2139997,145.97069,1244.3291,346.24829,148.36409,319.6499
8.2150002,145.9671,1244.4751,346.27789,148.24422,319.65143
8.2159996,145.96326,1244.6211,346.30737,148.12927,319.65298
8.217,145.95918,1244.767,346.33676,148.01923,319.65451
8.2180004,145.95488,1244.913,346.36603,147.914,319.65607
8.2189999,145.95036,1245.059,346.39523,147.81355,319.65762
8.2200003,145.94563,1245.2048,346.42435,147.7178,319.65921
8.2209997,145.9407,1245.3508,346.45334,147.62669,319.6608
8.2220001,145.93559,1245.4968,346.48227,147.54016,319.66238
8.2229996,145.9303,1245.6427,346.51114,147.45815,319.66397
8.224,145.92484,1245.7886,346.53989,147.38055,319.66559
8.2250004,145.9192,1245.9346,346.5686,147.30733,319.66721
8.2259998,145.91344,1246.0804,346.59723,147.2384,319.66882
8.2270002,145.90752,1246.2263,346.62576,147.17369,319.67047
8.2279997,145.90146,1246.3723,346.65427,147.11313,319.67212
8.2290001,145.89529,1246.5182,346.68271,147.05659,319.67377
8.2299995,145.88901,1246.6641,346.71109,147.00406,319.67545
8.2309999,145.88261,1246.8099,346.73938,146.95543,319.67709
8.2320004,145.87611,1246.9558,346.76767,146.91061,319.6788
8.2329998,145.86952,1247.1017,346.79587,146.86954,319.68048
8.2340002,145.86285,1247.2476,346.82404,146.83212,319.68219
8.2349997,145.85611,1247.3934,346.85217,146.79828,319.6839
8.2360001,145.84929,1247.5393,346.88025,146.76793,319.68561
8.2370005,145.84242,1247.6852,346.90829,146.741,319.68735
8.2379999,145.83549,1247.8309,346.93628,146.71736,319.68909
8.2390003,145.82851,1247.9768,346.96426,146.69696,319.69083
8.2399998,145.8215,1248.1227,346.99219,146.67972,319.6926
8.2410002,145.81445,1248.2684,347.02008,146.66553,319.69434
8.2419996,145.80737,1248.4143,347.04797,146.65433,319.69611
8.243,145.80028,1248.5601,347.07581,146.64603,319.69791
8.2440004,145.79317,1248.7058,347.10364,146.64055,319.69971
8.2449999,145.78604,1248.8517,347.13144,146.6378,319.70151
8.2460003,145.77892,1248.9974,347.15924,146.63768,319.70331
8.2469997,145.77179,1249.1432,347.18698,146.64009,319.70511
8.2480001,145.76468,1249.2889,347.21475,146.64499,319.70694
8.2489996,145.75758,1249.4347,347.24249,146.65228,319.70877
8.25,145.75049,1249.5804,347.2702,146.66187,319.71063
8.2510004,145.74344,1249.7262,347.29791,146.67368,319.71249
8.2519999,145.7364,1249.8719,347.32562,146.68764,319.71436
8.2530003,145.7294,1250.0177,347.3533,146.70366,319.71622
8.2539997,145.72243,1250.1635,347.38101,146.72166,319.71811
8.2550001,145.7155,1250.3092,347.40869,146.74155,319.71997
8.2559996,145.70862,1250.4548,347.43637,146.76324,319.72189
8.257,145.7018,1250.6006,347.46405,146.7867,319.72379
8.2580004,145.69501,1250.7462,347.4917,146.81181,319.72571
8.2589998,145.68828,1250.892,347.51938,146.83852,319.72763
8.2600002,145.68161,1251.0376,347.54706,146.86674,319.72955
8.2609997,145.675,1251.1833,347.57474,146.89641,319.73151
8.2620001,145.66846,1251.329,347.60242,146.92743,319.73346
8.2629995,145.66199,1251.4746,347.6301,146.95975,319.73541
8.2639999,145.65558,1251.6204,347.65781,146.99329,319.73737
8.2650003,145.64925,1251.766,347.68549,147.02798,319.73935
8.2659998,145.64299,1251.9116,347.7132,147.06377,319.74133
8.2670002,145.63681,1252.0573,347.74091,147.10057,319.74335
8.2679996,145.63071,1252.2029,347.76865,147.13832,319.74533
8.2690001,145.62468,1252.3485,347.79636,147.17697,319.74734
8.2700005,145.61874,1252.4941,347.8241,147.21646,319.74936
8.2709999,145.6129,1252.6398,347.85184,147.25668,319.7514
8.2720003,145.60713,1252.7854,347.87961,147.29762,319.75345
8.2729998,145.60144,1252.931,347.90738,147.3392,319.75549
8.2740002,145.59586,1253.0765,347.93515,147.38138,319.75754
8.2749996,145.59036,1253.2222,347.96295,147.42407,319.75961
8.276,145.58495,1253.3678,347.99075,147.46724,319.76169
8.2770004,145.57962,1253.5133,348.01859,147.51083,319.76376
8.2779999,145.5744,1253.6589,348.04642,147.55481,319.76584
8.2790003,145.56927,1253.8044,348.07428,147.59909,319.76794
8.2799997,145.56424,1253.9501,348.10211,147.64363,319.77005
8.2810001,145.5593,1254.0956,348.13,147.68839,319.77216
8.2819996,145.55444,1254.2412,348.1579,147.73332,319.77429
8.283,145.5497,1254.3867,348.18579,147.77837,319.77643
8.2840004,145.54503,1254.5322,348.21371,147.82352,319.77856
8.2849998,145.54047,1254.6779,348.24164,147.8687,319.78073
8.2860003,145.53601,1254.8234,348.26959,147.91388,319.78287
8.2869997,145.53165,1254.9689,348.29755,147.959,319.78503
8.2880001,145.52737,1255.1144,348.32553,148.00404,319.78723
8.2889996,145.52319,1255.2599,348.35352,148.04897,319.7894
8.29,145.5191,1255.4054,348.3815,148.09373,319.7916
8.2910004,145.51512,1255.551,348.40952,148.13831,319.79382
8.2919998,145.51123,1255.6965,348.43756,148.18266,319.79602
8.2930002,145.50743,1255.842,348.46561,148.22675,319.79825
8.2939997,145.50372,1255.9875,348.49365,148.27055,319.80048
8.2950001,145.50011,1256.1331,348.52173,148.31404,319.8027
8.2959995,145.49658,1256.2784,348.5498,148.35716,319.80496
8.2969999,145.49315,1256.424,348.57791,148.39992,319.80722
8.2980003,145.48981,1256.5695,348.60602,148.44228,319.80948
8.2989998,145.48656,1256.715,348.63412,148.48421,319.81174
8.3000002,145.4834,1256.8605,348.66226,148.52568,319.81403
8.3009996,145.48032,1257.006,348.6904,148.56668,319.81631
8.302,145.47733,1257.1514,348.71857,148.60719,319.81863
8.3030005,145.47443,1257.2969,348.74673,148.64719,319.82092
8.3039999,145.4716,1257.4424,348.7749,148.68665,319.82324
8.3050003,145.46887,1257.5879,348.8031,148.72556,319.82556
8.3059998,145.46622,1257.7333,348.8313,148.7639,319.82791
8.3070002,145.46365,1257.8788,348.8595,148.80165,319.83023
8.3079996,145.46115,1258.0243,348.88773,148.83879,319.83261
8.309,145.45874,1258.1697,348.91592,148.87534,319.83496
8.3100004,145.45641,1258.3152,348.94415,148.91125,319.83731
8.3109999,145.45413,1258.4606,348.97241,148.94652,319.83969
8.3120003,145.45195,1258.6061,349.00064,148.98114,319.8421
8.3129997,145.44983,1258.7515,349.0289,149.01511,319.84448
8.3140001,145.44778,1258.897,349.05716,149.0484,319.84689
8.3149996,145.44582,1259.0424,349.08542,149.08102,319.8493
8.316,145.44391,1259.1879,349.11371,149.11295,319.85172
8.3170004,145.44206,1259.3333,349.14197,149.1442,319.85416
8.3179998,145.44029,1259.4788,349.17026,149.17474,319.8566
8.3190002,145.43858,1259.6241,349.19855,149.20459,319.85904
8.3199997,145.43694,1259.7697,349.22684,149.23373,319.86148
8.3210001,145.43535,1259.915,349.25513,149.26216,319.86395
8.3219995,145.43382,1260.0604,349.28342,149.28989,319.86642
8.323,145.43236,1260.2059,349.31171,149.31689,319.8689
8.3240004,145.43094,1260.3513,349.34,149.3432,319.8714
8.3249998,145.42958,1260.4968,349.36829,149.36877,319.8739
8.3260002,145.42828,1260.6422,349.39658,149.39365,319.8764
8.3269997,145.42703,1260.7876,349.42487,149.41782,319.87891
8.3280001,145.42583,1260.9331,349.45316,149.44125,319.88144
8.3290005,145.42468,1261.0785,349.48148,149.464,319.88397
8.3299999,145.42357,1261.2239,349.50977,149.48604,319.88651
8.3310003,145.42252,1261.3694,349.53806,149.50737,319.88907
8.3319998,145.42151,1261.5148,349.56631,149.528,319.89163
8.3330002,145.42053,1261.6602,349.5946,149.54793,319.8942
8.3339996,145.4196,1261.8055,349.62289,149.56718,319.89676
8.335,145.41872,1261.951,349.65115,149.58574,319.89935
8.3360004,145.41786,1262.0964,349.67944,149.60362,319.90195
8.3369999,145.41705,1262.2418,349.7077,149.62083,319.90454
8.3380003,145.41628,1262.3873,349.73596,149.63739,319.90714
8.3389997,145.41553,1262.5327,349.76419,149.65327,319.90976
8.3400002,145.41483,1262.6781,349.79245,149.6685,319.91238
8.3409996,145.41414,1262.8235,349.82068,149.68309,319.91504
8.342,145.4135,1262.9689,349.84891,149.69705,319.91766
8.3430004,145.41287,1263.1144,349.87714,149.71037,319.92032
8.3439999,145.41228,1263.2598,349.90533,149.72308,319.92297
8.3450003,145.41171,1263.4052,349.93356,149.73517,319.92566
8.3459997,145.41118,1263.5505,349.96176,149.74667,319.92834
8.3470001,145.41066,1263.696,349.98993,149.75757,319.93103
8.3479996,145.41017,1263.8414,350.0181,149.7679,319.93372
8.349,145.4097,1263.9868,350.04626,149.77765,319.9364
8.3500004,145.40924,1264.1322,350.07443,149.78683,319.93912
8.3509998,145.40881,1264.2776,350.10257,149.79546,319.94183
8.3520002,145.40839,1264.4231,350.13071,149.80356,319.94458
8.3529997,145.40799,1264.5685,350.15881,149.81111,319.9473
8.3540001,145.40761,1264.7139,350.18692,149.81816,319.95004
8.3549995,145.40724,1264.8593,350.215,149.82469,319.95282
8.3559999,145.40689,1265.0046,350.24307,149.83072,319.95557
8.3570004,145.40654,1265.15,350.27115,149.83626,319.95834
8.3579998,145.4062,1265.2955,350.29919,149.84134,319.96112
8.3590002,145.40588,1265.4409,350.32724,149.84593,319.9639
8.3599997,145.40558,1265.5863,350.35526,149.85008,319.96671
8.3610001,145.40527,1265.7317,350.38327,149.85379,319.96951
8.3620005,145.40497,1265.8771,350.41125,149.85706,319.97232
8.3629999,145.40468,1266.0225,350.43924,149.85992,319.97513
8.3640003,145.4044,1266.168,350.46719,149.86237,319.97797
8.3649998,145.40411,1266.3134,350.49512,149.86441,319.9808
8.3660002,145.40384,1266.4587,350.52307,149.86607,319.98364
8.3669996,145.40356,1266.6041,350.55096,149.86736,319.98651
8.368,145.40329,1266.7495,350.57886,149.86829,319.98935
8.3690004,145.40303,1266.8949,350.60675,149.86885,319.99222
8.3699999,145.40276,1267.0403,350.63458,149.86908,319.99512
8.3710003,145.4025,1267.1858,350.66245,149.86899,319.99799
