"time","capacitor1.v","capacitor2.v","cosineCurrent.phi","inductor1.i","inductor2.i","sineCurrent.phi"
0,0,0,0,0,0,0
5.0000000000000002e-05,1.6773175403973195e-07,0.31410659299254673,1.5707963276766165e-06,1.4080933966370645e-10,0.00049317262194097631,1.5707963276766165e-06
0.0001,1.3183551590175023e-06,0.62790469093768886,6.2831853080565842e-06,2.1244678058318441e-09,0.0019711842603570154,6.2831853080565842e-06
0.00015000000000000001,4.4412957387962429e-06,0.94108421560357502,1.4137166942028932e-05,1.0782772287521329e-08,0.004430966570642683,1.4137166942028932e-05
0.00020000000000000001,1.0519845266408952e-05,1.2533375068332511,2.5132741229585834e-05,3.4074086577334248e-08,0.0078684810583448152,2.5132741229585834e-05
0.00025000000000000001,2.053553102199471e-05,1.5643578463653471,3.926990817073861e-05,8.2424237710293226e-08,0.012278918762047182,3.926990817073861e-05
0.00030000000000000003,3.5464968230879856e-05,1.8738405860497704,5.6548667765482214e-05,1.696139263358123e-07,0.017656427106202355,5.6548667765482214e-05
0.00035,5.6280270703201049e-05,2.1814829767644435,7.6969020013816004e-05,3.1251091344960193e-07,0.023994193181653422,7.6969020013816004e-05
0.00040000000000000002,8.3948019945722987e-05,2.4869844577668738,0.00010053096491573951,5.3085036287546256e-07,0.031284514199711289,0.00010053096491573951
0.00045000000000000004,0.00011942728698855471,2.7900473208931911,0.00012723450247125264,8.4750704995063671e-07,0.039518715296023327,0.00012723450247125264
0.00050000000000000001,0.00016367071691006201,3.0903763025045161,0.00015707963268035534,1.288066591656202e-06,0.04868728219237186,0.00015707963268035534
0.00055000000000000003,0.00021762127374851131,3.3876797526678373,0.00019006635554304771,1.8817587202085167e-06,0.058779573845636361,0.00019006635554304771
0.00060000000000000006,0.00028221416761244154,3.6816688664278385,0.00022619467105932999,2.660417511910685e-06,0.06978414525799928,0.00022619467105932999
0.00065000000000000008,0.00035837143453593817,3.9720593668883724,0.00026546457922920207,3.6583563121989591e-06,0.081688795184607574,0.00026546457922920207
0.00069999999999999999,0.00044700745429722866,4.2585699018850214,0.0003078760800526641,4.9131958805338342e-06,0.094480297948829756,0.0003078760800526641
0.00075000000000000002,0.00054901991565420544,4.5409247511055586,0.00035342917352971604,6.4650296195049662e-06,0.10814467922624917,0.00035342917352971604
