"Time","aimc.idq_rr[2]","loadInertia.w","aimc.idq_sr[1]","loadInertia.phi","aimc.is[1]","inductor.inductor[3].i","aimc.idq_rr[1]","aimc.is[2]","aimc.idq_sr[2]","inductor.inductor[1].i"
0,0,0,-0,0,-0,0,0,0,0,0
9.9999997e-05,0.00078802928,1.0589828e-17,2.5641892e-05,7.3633135e-22,2.5641892e-05,0.00069389358,-2.4764233e-05,-0.00071953586,-0.00081604411,2.5643541e-05
0.00019999999,0.00078639231,8.4646987e-17,5.1252246e-05,1.1773508e-20,5.1252246e-05,0.00067991606,-4.9482522e-05,-0.00073116872,-0.00081469043,5.1253912e-05
0.00030000001,0.00078422012,2.2077766e-16,7.6826233e-05,3.5849778e-20,7.6826233e-05,0.00066547614,-7.4157062e-05,-0.00074230286,-0.00081278186,7.6827913e-05
0.00039999999,0.00078115903,4.8719249e-16,0.00010231848,9.0518911e-20,0.00010231848,0.00065027899,-9.8740813e-05,-0.00075259799,-0.00080995169,0.00010232017
0.00050000002,0.00077725644,9.3920453e-16,0.00012769422,2.0043203e-19,0.00012769422,0.00063438399,-0.00012320082,-0.00076207879,-0.00080624851,0.00012769592
0.00060000003,0.00077286194,1.5171536e-15,0.00015298644,3.5238463e-19,0.00015298644,0.00061808876,-0.00014757435,-0.00077107578,-0.00080203486,0.00015298816
0.00069999998,0.00076751853,2.3705454e-15,0.00017808886,6.0360822e-19,0.00017808886,0.0006010356,-0.0001717547,-0.00077912514,-0.00079683657,0.00017809057
0.00079999998,0.00076141302,3.4451848e-15,0.0002030388,9.3457068e-19,0.0002030388,0.00058337371,-0.00019577987,-0.00078641326,-0.00079084729,0.00020304053
0.00089999998,0.00075455848,4.840665e-15,0.00022778127,1.4101146e-18,0.00022778127,0.00056514173,-0.00021959536,-0.00079292379,-0.00078407995,0.00022778299
0.001,0.00074696343,6.620343e-15,0.00025228126,2.071491e-18,0.00025228126,0.00054636417,-0.00024316653,-0.00079864624,-0.00077654264,0.00025228297
0.0011,0.00073862035,8.7279164e-15,0.00027656986,2.8820424e-18,0.00027656986,0.00052701926,-0.00026652418,-0.00080359,-0.00076822814,0.00027657158
0.0012000001,0.00072955806,1.1310371e-14,0.00030055782,3.9844525e-18,0.00030055782,0.00050717633,-0.00028958183,-0.00080773508,-0.00075916498,0.00030055954
0.0013,0.0007197769,1.4369789e-14,0.00032424385,5.3807437e-18,0.00032424385,0.00048683636,-0.00031233832,-0.00081108121,-0.00074935361,0.00032424557
0.0014,0.0007092696,1.7868951e-14,0.00034765061,7.0347856e-18,0.00034765061,0.00046598181,-0.0003348155,-0.00081363344,-0.00073878682,0.00034765233
0.0015,0.00069808378,2.1991006e-14,0.00037066473,9.1866803e-18,0.00037066473,0.00044471072,-0.00035690432,-0.00081537652,-0.00072751235,0.00037066644
0.0016,0.00068620226,2.66697e-14,0.00039332724,1.1749569e-17,0.00039332724,0.00042298756,-0.00037864421,-0.00081631594,-0.00071551284,0.00039332896
0.0017,0.00067362585,3.1903753e-14,0.00041563812,1.4727355e-17,0.00041563812,0.00040081324,-0.00040003523,-0.00081645249,-0.00070278934,0.00041563981
0.0018,0.00066040311,3.781832e-14,0.00043750947,1.8356302e-17,0.00043750947,0.00037827416,-0.00042099308,-0.00081578479,-0.00068939093,0.00043751116
0.0019,0.00064652966,4.440226e-14,0.00045894916,2.2615381e-17,0.00045894916,0.0003553626,-0.00044152525,-0.00081431301,-0.00067531323,0.00045895082
0.0020000001,0.00063201768,5.1687082e-14,0.00047993506,2.7564085e-17,0.00047993506,0.0003321004,-0.00046161053,-0.00081203674,-0.00066056865,0.00047993669
0.0020999999,0.00061687944,5.970431e-14,0.00050044502,3.3261909e-17,0.00050044502,0.00030850933,-0.00048122773,-0.00080895564,-0.00064516946,0.00050044665
0.0022,0.00060112705,6.8485446e-14,0.00052045693,3.9768342e-17,0.00052045693,0.0002846111,-0.00050035561,-0.00080506934,-0.00062912807,0.0005204585
0.0023000001,0.00058478402,7.8071108e-14,0.0005399576,4.7210721e-17,0.0005399576,0.00026043301,-0.00051898172,-0.00080039201,-0.0006124684,0.00053995918
0.0024000001,0.00056787353,8.8501804e-14,0.00055893383,5.5715736e-17,0.00055893383,0.00023600231,-0.00053709361,-0.00079493754,-0.00059521419,0.0005589354
0.0024999999,0.00055040146,9.9803825e-14,0.00057735835,6.5303831e-17,0.00057735835,0.00021133755,-0.00055466499,-0.00078869733,-0.00057737128,0.00057735987
0.0026,0.00053238252,1.1201076e-13,0.00059521105,7.6050059e-17,0.00059521105,0.00018646181,-0.00057167665,-0.00078167435,-0.00055895449,0.00059521256
0.0027000001,0.0005138315,1.2515622e-13,0.00061247189,8.8029474e-17,0.00061247189,0.00016139811,-0.00058810937,-0.00077387149,-0.00053997902,0.00061247335
0.0027999999,0.00049476314,1.3927381e-13,0.0006291208,1.0131712e-16,0.0006291208,0.00013616947,-0.00060394395,-0.0007652918,-0.00052045978,0.00062912225
0.0029,0.00047522434,1.5434041e-13,0.00064516393,1.1615184e-16,0.00064516393,0.000110815,-0.00061918714,-0.00075598049,-0.00050044555,0.00064516539
0.003,0.00045522093,1.7040553e-13,0.00066057401,1.3256276e-16,0.00066057401,8.5353233e-05,-0.00063381245,-0.00074592879,-0.00047994181,0.0006605754
0.0031000001,0.00043476609,1.8750545e-13,0.00067532953,1.5061724e-16,0.00067532953,5.9806443e-05,-0.00064779946,-0.00073513755,-0.00045896205,0.00067533093
0.0031999999,0.00041387757,2.0566864e-13,0.00068941293,1.7040507e-16,0.00068941293,3.4199111e-05,-0.00066113129,-0.00072361366,-0.00043752434,0.00068941427
0.0033,0.00039257295,2.249236e-13,0.00070280646,1.9201604e-16,0.00070280646,8.555714e-06,-0.00067379104,-0.0007113638,-0.00041564667,0.0007028078
0.0034,0.00037087651,2.4528396e-13,0.00071550108,2.1557604e-16,0.00071550108,-1.709762e-05,-0.00068577041,-0.00069840514,-0.00039335401,0.00071550236
0.0035000001,0.00034883237,2.6671791e-13,0.0007275141,2.4132109e-16,0.0007275141,-4.272972e-05,-0.00069708662,-0.00068478606,-0.00037069235,0.00072751532
0.0035999999,0.00032644335,2.8928777e-13,0.00073880813,2.6925894e-16,0.00073880813,-6.8319867e-05,-0.00070770364,-0.00067048997,-0.00034766403,0.00073880935
0.0037,0.00030372976,3.1301605e-13,0.00074936904,2.9949399e-16,0.00074936904,-9.38429e-05,-0.00071760803,-0.00065552781,-0.00032428993,0.0007493702
0.0038000001,0.00028071192,3.3792519e-13,0.00075918261,3.3213067e-16,0.00075918261,-0.00011927369,-0.00072678638,-0.00063991058,-0.00030059085,0.00075918372
0.0038999999,0.00025741011,3.6403763e-13,0.00076823455,3.6727341e-16,0.00076823455,-0.00014458707,-0.00073522516,-0.00062364922,-0.00027658764,0.00076823565
0.0040000002,0.00023385954,3.9132849e-13,0.00077653903,4.0510687e-16,0.00077653903,-0.00016975836,-0.00074293849,-0.00060678239,-0.00025231691,0.00077654002
0.0041,0.00021008629,4.1980178e-13,0.00078409276,4.4576681e-16,0.00078409276,-0.00019476259,-0.00074992352,-0.0005893319,-0.00022780568,0.00078409375
0.0041999999,0.00018610484,4.4949867e-13,0.0007908704,4.8932596e-16,0.0007908704,-0.00021957442,-0.00075615605,-0.00057129771,-0.00020306853,0.00079087133
0.0043000001,0.00016193753,4.8043508e-13,0.00079686166,5.3589975e-16,0.00079686166,-0.00024416877,-0.00076162635,-0.0005526946,-0.00017812848,0.00079686253
0.0044,0.00013760674,5.1262689e-13,0.00080205628,5.8560375e-16,0.00080205628,-0.00026852055,-0.00076632481,-0.00053353742,-0.00015300856,0.0008020571
0.0044999998,0.00011313482,5.4609014e-13,0.00080644386,6.3855336e-16,0.00080644386,-0.0002926047,-0.00077024178,-0.00051384087,-0.00012773176,0.00080644462
0.0046000001,8.8558038e-05,5.8077897e-13,0.00081005716,6.9493114e-16,0.00081005716,-0.00031640471,-0.00077340927,-0.00049365417,-0.00010233602,0.00081005791
0.0046999999,6.3894382e-05,6.1672878e-13,0.00081287231,7.548314e-16,0.00081287231,-0.00033989278,-0.00077580451,-0.00047298125,-7.6839657e-05,0.00081287301
0.0048000002,3.9168197e-05,6.5394668e-13,0.00081488519,8.183792e-16,0.00081488519,-0.00036304508,-0.00077742379,-0.0004518418,-5.1267791e-05,0.00081488583
0.0049000001,1.4404472e-05,6.9243688e-13,0.00081609352,8.857027e-16,0.00081609352,-0.00038583815,-0.00077826536,-0.00043025709,-2.5646274e-05,0.00081609417
