"Time","mean.y","rectifiedMean.y","rootMeanSquare.y","harmonic.mean1.y","harmonic.mean2.y"
0,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.00050000002,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.001,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0015,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0020000001,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0024999999,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.003,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0035000001,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0040000002,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0044999998,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0049999999,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0055,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0060000001,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0065000001,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0070000002,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0074999998,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0080000004,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0085000005,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0089999996,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0094999997,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0099999998,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0099999998,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0105,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.011,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0115,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.012,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0125,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.013,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0135,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.014,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0145,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.015,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0155,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.016000001,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0165,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.017000001,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0175,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.017999999,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0185,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.018999999,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.0195,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.02,0.5,0.5,0.70710677,2.7564237e-17,0.45015815
0.02,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.020500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.021,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.021500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.022,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.022500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.023,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.023499999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.024,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.024499999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.025,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.0255,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.026000001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.0265,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.027000001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.0275,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.028000001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.0285,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.028999999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.0295,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.029999999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.029999999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.0305,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.030999999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.031500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.032000002,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.032499999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.033,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.033500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.034000002,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.034499999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.035,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.035500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.035999998,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.036499999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.037,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.037500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.037999999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.0385,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.039000001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.039500002,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.039999999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.039999999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.0405,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.041000001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.041499998,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.041999999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.0425,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.043000001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.043499999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.044,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.044500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.045000002,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.045499999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.046,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.046500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.046999998,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.047499999,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.048,0.5,0.5,0.70710677,-0.00015164312,0.45002651
0.048500001,0.5,0.5,0.70710677,-0.00015164312,0.45002651
