"Time","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.60900003,-0.051793337,-0.4383038
0.60909998,-0.060165808,-0.43720454
0.6092,-0.068516627,-0.43594521
0.60930002,-0.076842725,-0.43452618
0.60939997,-0.08514104,-0.43294793
0.60949999,-0.093408518,-0.43121102
0.60960001,-0.10164214,-0.42931587
0.60970002,-0.10983887,-0.42726314
0.60979998,-0.11799568,-0.4250536
0.6099,-0.12610956,-0.42268798
0.61000001,-0.13417752,-0.42016709
0.61009997,-0.14219657,-0.41749182
0.61019999,-0.15016374,-0.41466311
0.6103,-0.15807611,-0.41168192
0.61040002,-0.16593073,-0.40854925
0.61049998,-0.1737247,-0.40526614
0.61059999,-0.18145512,-0.40183377
0.61070001,-0.18911915,-0.39825341
0.61080003,-0.19671391,-0.39452627
0.61089998,-0.20423658,-0.39065373
0.611,-0.21168439,-0.38663715
0.61110002,-0.21905455,-0.38247794
0.61119998,-0.22634432,-0.37817761
0.61129999,-0.23355097,-0.37373748
0.61140001,-0.2406718,-0.36915931
0.61150002,-0.24770416,-0.36444473
0.61159998,-0.25464547,-0.35959539
0.6117,-0.26149306,-0.3546131
0.61180001,-0.26824439,-0.34949958
0.61189997,-0.27489698,-0.34425676
0.61199999,-0.28144827,-0.33888647
0.61210001,-0.28789583,-0.33339056
0.61220002,-0.2942372,-0.32777104
0.61229998,-0.30047002,-0.32203001
0.6124,-0.30659193,-0.31616947
0.61250001,-0.31260067,-0.31019163
0.61260003,-0.3184939,-0.30409864
0.61269999,-0.32426947,-0.29789272
0.6128,-0.32992518,-0.29157612
0.61290002,-0.33545882,-0.28515112
0.61299998,-0.34086832,-0.27861995
0.61309999,-0.34615162,-0.27198511
0.61320001,-0.35130674,-0.26524898
0.61330003,-0.35633171,-0.25841409
0.61339998,-0.36122462,-0.25148287
0.6135,-0.36598361,-0.24445792
0.61360002,-0.37060687,-0.23734181
0.61369997,-0.37509263,-0.23013712
0.61379999,-0.37943906,-0.2228464
0.61390001,-0.38364458,-0.2154724
0.61400002,-0.38770756,-0.20801784
0.61409998,-0.39162642,-0.20048547
0.6142,-0.39539969,-0.19287805
0.61430001,-0.39902589,-0.18519843
0.61440003,-0.40250364,-0.17744941
0.61449999,-0.40583161,-0.1696339
0.6146,-0.40900832,-0.16175462
0.61470002,-0.41203266,-0.15381458
0.61479998,-0.4149034,-0.14581673
0.61489999,-0.41761947,-0.13776402
0.61500001,-0.42017978,-0.12965944
0.61510003,-0.42258331,-0.12150603
0.61519998,-0.42482913,-0.11330678
0.6153,-0.4269163,-0.10506477
0.61540002,-0.428844,-0.096783012
0.61549997,-0.43061134,-0.088464543
0.61559999,-0.43221766,-0.080112509
0.61570001,-0.43366235,-0.071730033
0.61580002,-0.43494478,-0.063320242
0.61589998,-0.43606442,-0.054886263
0.616,-0.43702078,-0.046431266
0.61610001,-0.43781349,-0.037958406
0.61619997,-0.43844211,-0.029470846
0.61629999,-0.43890628,-0.020971688
0.6164,-0.43920583,-0.012464168
0.61650002,-0.43934059,-0.0039514764
0.61659998,-0.43931043,0.0045631933
0.61669999,-0.43911535,0.013076644
0.61680001,-0.43875533,0.021585677
0.61690003,-0.43823048,0.030087089
0.61699998,-0.43754095,0.03857768
0.6171,-0.43668672,0.047054313
0.61720002,-0.4356682,0.055513766
0.61729997,-0.4344857,0.063952841
0.61739999,-0.43313959,0.072368361
0.61750001,-0.43163034,0.080757149
0.61760002,-0.42995846,0.089116029
0.61769998,-0.42812452,0.097441852
0.6178,-0.42612916,0.10573145
0.61790001,-0.42397299,0.11398171
0.61799997,-0.42165676,0.12218952
0.61809999,-0.41918126,0.13035175
0.6182,-0.41654745,0.1384653
0.61830002,-0.41375622,0.14652711
0.61839998,-0.41080856,0.15453409
0.61849999,-0.40770561,0.16248322
0.61860001,-0.40444842,0.17037144
0.61870003,-0.40103814,0.17819579
0.61879998,-0.3974759,0.18595326
0.6189,-0.39376307,0.19364092
0.61900002,-0.38990098,0.2012558
0.61909997,-0.38589108,0.20879501
0.61919999,-0.38173485,0.21625568
0.61930001,-0.37743375,0.22363493
0.61940002,-0.37298939,0.23092996
0.61949998,-0.36840343,0.23813796
0.6196,-0.36367738,0.24525616
0.61970001,-0.35881305,0.25228181
0.61979997,-0.35381225,0.25921223
0.61989999,-0.34867683,0.26604477
0.62,-0.3434087,0.27277678
0.62010002,-0.3380098,0.27940568
0.62019998,-0.33248216,0.28592891
0.62029999,-0.32682785,0.29234394
0.62040001,-0.32104886,0.2986483
0.62050003,-0.31514728,0.30483952
0.62059999,-0.30912539,0.31091523
0.6207,-0.30298546,0.31687304
0.62080002,-0.29672974,0.32271069
0.62089998,-0.29036063,0.32842591
0.62099999,-0.28388047,0.33401644
0.62110001,-0.27729174,0.33948016
0.62120003,-0.27059683,0.3448149
0.62129998,-0.26379815,0.35001847
0.6214,-0.25689834,0.35508898
0.62150002,-0.24990001,0.36002436
0.62159997,-0.24280579,0.36482275
0.62169999,-0.23561835,0.36948219
0.62180001,-0.2283404,0.37400094
0.62190002,-0.2209747,0.37837714
0.62199998,-0.21352404,0.38260916
0.6221,-0.20599107,0.38669515
0.62220001,-0.19837873,0.39063355
0.62230003,-0.19068992,0.39442286
0.62239999,-0.18292753,0.39806151
0.6225,-0.17509452,0.40154812
0.62260002,-0.16719387,0.40488124
0.62269998,-0.15922858,0.4080596
0.62279999,-0.15120168,0.41108188
0.62290001,-0.14311613,0.41394684
0.62300003,-0.13497503,0.41665322
0.62309998,-0.12678148,0.41920003
0.6232,-0.11853863,0.42158625
0.62330002,-0.11024962,0.42381087
0.62339997,-0.10191762,0.42587295
0.62349999,-0.093545802,0.42777172
0.62360001,-0.085137382,0.42950633
0.62370002,-0.076695554,0.43107605
0.62379998,-0.068223462,0.4324801
0.6239,-0.059724417,0.43371794
0.62400001,-0.051201683,0.43478906
0.62410003,-0.042658519,0.435693
0.62419999,-0.034098215,0.43642929
0.6243,-0.025524061,0.43699765
0.62440002,-0.016939355,0.43739781
0.62449998,-0.008347407,0.43762949
0.62459999,0.00024857747,0.4376924
0.62470001,0.0088452213,0.43758658
0.62480003,0.017439213,0.43731195
0.62489998,0.026027234,0.43686861
0.625,0.034605969,0.43625665
0.62510002,0.043172106,0.43547624
0.62519997,0.051722325,0.43452764
0.62529999,0.060253318,0.43341115
0.62540001,0.068761826,0.432127
0.62550002,0.077244543,0.43067566
0.62559998,0.085698165,0.42905763
0.6257,0.094119422,0.42727351
0.62580001,0.10250503,0.4253239
0.62589997,0.11085174,0.42320952
0.62599999,0.11915631,0.42093113
0.6261,0.12741549,0.41848955
0.62620002,0.13562609,0.41588557
0.62629998,0.14378493,0.41312009
0.62639999,0.15188877,0.41019419
0.62650001,0.15993451,0.4071089
0.62660003,0.16791897,0.40386543
0.62669998,0.17583902,0.40046495
0.6268,0.18369159,0.3969087
0.62690002,0.1914736,0.39319804
0.62699997,0.19918199,0.38933435
0.62709999,0.20681374,0.38531882
0.62720001,0.21436585,0.38115317
0.62730002,0.22183536,0.37683886
0.62739998,0.22921933,0.3723776
0.6275,0.23651487,0.36777103
0.62760001,0.24371909,0.3630209
0.62769997,0.25082916,0.35812899
0.62779999,0.25784227,0.35309717
0.6279,0.26475564,0.34792721
0.62800002,0.27156651,0.34262109
0.62809998,0.27827224,0.33718088
0.62819999,0.28487015,0.33160862
0.62830001,0.29135761,0.32590646
0.62840003,0.29773208,0.32007656
0.62849998,0.30399102,0.31412113
0.6286,0.31013194,0.30804253
0.62870002,0.31615236,0.30184293
0.62879997,0.32204986,0.29552466
0.62889999,0.32782212,0.28909025
0.62900001,0.33346686,0.28254211
0.62910002,0.33898175,0.27588278
0.62919998,0.34436467,0.26911485
0.6293,0.34961343,0.26224089
0.62940001,0.3547259,0.2552636
0.62949997,0.35970005,0.24818563
0.62959999,0.36453381,0.24100956
0.62970001,0.36922523,0.23373826
0.62980002,0.37377247,0.22637454
0.62989998,0.37817365,0.21892126
0.63,0.38242701,0.21138132
0.63010001,0.38653082,0.20375761
0.63020003,0.39048344,0.19605313
0.63029999,0.39428324,0.18827088
0.6304,0.39792857,0.18041374
0.63050002,0.40141797,0.1724848
0.63059998,0.40474999,0.16448718
0.63069999,0.40792334,0.156424
0.63080001,0.41093662,0.1482984
0.63090003,0.41378868,0.14011356
0.63099998,0.41647825,0.13187267
0.6311,0.41900426,0.12357896
0.63120002,0.42136562,0.11523562
0.63129997,0.42356119,0.10684586
0.63139999,0.42559016,0.09841302
0.63150001,0.42745164,0.089940414
0.63160002,0.42914486,0.081431352
0.63169998,0.43066907,0.072889194
0.6318,0.43202358,0.064317279
0.63190001,0.43320787,0.055718996
0.63200003,0.43422133,0.04709772
0.63209999,0.43506333,0.038456731
0.6322,0.43573359,0.02979951
0.63230002,0.43623179,0.021129468
0.63239998,0.43655765,0.012450026
0.63249999,0.43671095,0.0037646131
0.63260001,0.43669164,-0.0049233395
0.63270003,0.4364996,-0.013610392
0.63279998,0.43613485,-0.022293102
0.6329,0.43559733,-0.030968102
0.63300002,0.4348872,-0.039631933
0.63309997,0.43400475,-0.048281144
0.63319999,0.43295023,-0.056912303
0.63330001,0.43172398,-0.065521985
0.63340002,0.43032643,-0.074106768
0.63349998,0.42875808,-0.082663231
0.6336,0.42701951,-0.091187976
0.63370001,0.42511123,-0.099677615
0.63380003,0.42303383,-0.10812879
0.63389999,0.4207882,-0.11653811
0.634,0.4183751,-0.12490223
0.63410002,0.41579548,-0.13321778
0.63419998,0.41305029,-0.14148146
0.63429999,0.41014054,-0.14968996
0.63440001,0.40706733,-0.15783998
0.63450003,0.40383184,-0.16592827
0.63459998,0.40043503,-0.1739516
0.6347,0.39687836,-0.18190672
0.63480002,0.39316317,-0.18979046
0.63489997,0.3892909,-0.19759963
0.63499999,0.385263,-0.2053311
0.63510001,0.38108101,-0.21298176
0.63520002,0.37674657,-0.22054853
0.63529998,0.37226135,-0.22802834
0.6354,0.36762688,-0.23541817
0.63550001,0.36284503,-0.24271505
0.63559997,0.35791767,-0.249916
0.63569999,0.35284668,-0.25701812
0.6358,0.34763411,-0.26401854
0.63590002,0.34228188,-0.27091444
0.63599998,0.33679217,-0.27770296
0.63609999,0.33116707,-0.28438142
0.63620001,0.32540873,-0.29094702
0.63630003,0.31951928,-0.29739711
0.63639998,0.31350112,-0.30372906
0.6365,0.3073566,-0.30994028
0.63660002,0.30108815,-0.31602824
0.63669997,0.29469824,-0.32199046
0.63679999,0.28818935,-0.3278245
0.63690001,0.28156406,-0.33352798
0.63700002,0.27482498,-0.33909851
0.63709998,0.26797456,-0.34453377
0.6372,0.26101565,-0.34983158
0.63730001,0.25395098,-0.35498971
0.63739997,0.24678335,-0.36000603
0.63749999,0.23951559,-0.36487854
0.6376,0.23215058,-0.36960515
0.63770002,0.22469127,-0.37418392
0.63779998,0.2171406,-0.378613
0.63789999,0.20950142,-0.3828904
0.63800001,0.20177682,-0.38701436
0.63810003,0.19396991,-0.39098322
0.63819999,0.18608378,-0.39479527
0.6383,0.17812158,-0.39844894
0.63840002,0.1700865,-0.4019427
0.63849998,0.16198175,-0.40527508
0.63859999,0.15381055,-0.40844464
0.63870001,0.1455761,-0.41145
0.63880002,0.13728166,-0.41428983
0.63889998,0.12893061,-0.41696295
0.639,0.12052628,-0.41946822
0.63910002,0.11207205,-0.42180458
0.63919997,0.10357131,-0.42397097
0.63929999,0.095027491,-0.4259665
0.63940001,0.08644402,-0.42779028
0.63950002,0.077824324,-0.42944151
0.63959998,0.069171779,-0.43091923
0.6397,0.060489938,-0.4322229
0.63980001,0.051782303,-0.43335196
0.63990003,0.043052383,-0.43430582
0.63999999,0.03430371,-0.43508407
0.6401,0.025539814,-0.43568632
0.64020002,0.016764248,-0.43611223
0.64029998,0.0079805674,-0.43636158
0.64039999,-0.00080777938,-0.436434
0.64050001,-0.0095971748,-0.43632948
0.64060003,-0.018384049,-0.436048
0.64069998,-0.027164835,-0.43558961
0.6408,-0.035935972,-0.4349544
0.64090002,-0.044693887,-0.43414256
0.64099997,-0.05343502,-0.43315437
0.64109999,-0.062155809,-0.43199018
0.64120001,-0.070852742,-0.43065023
0.64130002,-0.079522282,-0.42913496
0.64139998,-0.08816088,-0.42744499
0.6415,-0.096764997,-0.42558095
0.64160001,-0.10533112,-0.42354348
0.64170003,-0.11385576,-0.4213334
0.64179999,-0.12233541,-0.41895148
0.6419,-0.1307666,-0.41639867
0.64200002,-0.1391459,-0.41367587
0.64209998,-0.14746988,-0.41078398
0.64219999,-0.15573511,-0.40772417
0.64230001,-0.16393818,-0.40449768
0.64240003,-0.17207573,-0.4011057
0.64249998,-0.18014443,-0.39754957
0.6426,-0.18814094,-0.39383072
0.64270002,-0.19606197,-0.38995051
0.64279997,-0.20390424,-0.38591057
0.64289999,-0.21166453,-0.38171217
0.64300001,-0.21933961,-0.37735713
0.64310002,-0.22692633,-0.37284714
0.64319998,-0.23442152,-0.36818397
0.6433,-0.24182212,-0.36336952
0.64340001,-0.24912503,-0.35840565
0.64349997,-0.25632724,-0.35329434
0.64359999,-0.26342574,-0.34803766
0.6437,-0.27041754,-0.34263754
0.64380002,-0.27729976,-0.3370961
0.64389998,-0.28406954,-0.33141559
0.64399999,-0.29072404,-0.32559836
0.64410001,-0.29726049,-0.31964666
0.64420003,-0.30367619,-0.31356293
0.64429998,-0.30996838,-0.30734956
0.6444,-0.31613451,-0.30100912
0.64450002,-0.32217193,-0.29454404
0.64459997,-0.32807806,-0.2879568
0.64469999,-0.33385044,-0.28125018
0.64480001,-0.33948666,-0.27442688
0.64490002,-0.34498435,-0.26748961
0.64499998,-0.3503412,-0.26044124
0.6451,-0.35555491,-0.2532846
0.64520001,-0.3606233,-0.2460226
0.64529997,-0.36554423,-0.23865819
0.64539999,-0.37031549,-0.23119411
0.6455,-0.37493509,-0.22363354
0.64560002,-0.37940109,-0.21597958
0.64569998,-0.38371158,-0.20823531
0.64579999,-0.38786474,-0.20040388
0.64590001,-0.39185873,-0.19248852
0.64600003,-0.39569187,-0.18449245
0.64609998,-0.39936256,-0.17641893
0.6462,-0.40286905,-0.16827114
0.64630002,-0.40620983,-0.1600524
0.64639997,-0.40938351,-0.15176615
0.64649999,-0.41238868,-0.14341576
0.64660001,-0.41522408,-0.13500465
0.64670002,-0.41788837,-0.12653631
0.64679998,-0.42038047,-0.11801417
0.6469,-0.42269924,-0.10944176
0.64700001,-0.42484361,-0.10082258
0.64709997,-0.42681247,-0.092160046
0.64719999,-0.42860505,-0.083457828
0.6473,-0.43022054,-0.074719496
0.64740002,-0.43165815,-0.065948673
0.64749998,-0.43291724,-0.057148959
0.6476,-0.43399721,-0.048324008
0.64770001,-0.43489757,-0.039477468
0.64780003,-0.4356178,-0.030613
0.64789999,-0.43615738,-0.021734141
0.648,-0.43651608,-0.012844654
0.64810002,-0.4366937,-0.0039482247
0.64819998,-0.43669006,0.0049514561
0.64829999,-0.43650514,0.013850693
0.64840001,-0.4361389,0.022745786
0.64850003,-0.43559143,0.031633031
0.64859998,-0.43486291,0.040508728
0.6487,-0.43395334,0.049369242
0.64880002,-0.43286309,0.058210876
0.64889997,-0.43159252,0.067029916
0.64899999,-0.43014216,0.075822681
0.64910001,-0.42851251,0.084585503
0.64920002,-0.42670417,0.093314722
0.64929998,-0.42471778,0.10200667
0.6494,-0.42255417,0.11065771
0.64950001,-0.42021403,0.11926425
0.64960003,-0.41769814,0.12782268
0.64969999,-0.41500762,0.1363294
0.6498,-0.41214347,0.14478083
0.64990002,-0.40910682,0.15317343
0.64999998,-0.40589887,0.16150366
0.65009999,-0.4025209,0.16976801
0.65020001,-0.39897424,0.177963
0.65030003,-0.3952603,0.18608518
0.65039998,-0.39138031,0.19413112
0.6505,-0.38733596,0.20209742
0.65060002,-0.38312891,0.2099807
0.65069997,-0.37876078,0.21777764
0.65079999,-0.37423339,0.22548494
0.65090001,-0.36954856,0.23309933
0.65100002,-0.36470819,0.24061756
0.65109998,-0.35971424,0.24803646
0.6512,-0.35456851,0.25535285
0.65130001,-0.3492732,0.26256362
0.65140003,-0.34383047,0.26966569
0.65149999,-0.3382425,0.27665603
0.6516,-0.33251166,0.2835317
0.65170002,-0.32664025,0.29028973
0.65179998,-0.32063067,0.29692721
0.65189999,-0.3144854,0.30344135
0.65200001,-0.30820686,0.30982932
0.65210003,-0.30179754,0.31608829
0.65219998,-0.29526019,0.32221568
0.6523,-0.28859746,0.32820877
0.65240002,-0.28181216,0.33406508
0.65249997,-0.27490702,0.339782
0.65259999,-0.26788494,0.34535709
0.65270001,-0.26074883,0.35078797
0.65280002,-0.25350165,0.35607228
0.65289998,-0.24614617,0.36120757
0.653,-0.23868559,0.36619172
0.65310001,-0.23112303,0.37102255
0.65319997,-0.22346161,0.375698
0.65329999,-0.21570453,0.38021597
0.6534,-0.20785503,0.3845745
0.65350002,-0.19991639,0.38877171
0.65359998,-0.19189182,0.39280567
0.65369999,-0.1837846,0.39667457
0.65380001,-0.17559823,0.40037674
0.65390003,-0.16733609,0.40391055
0.65399998,-0.15900166,0.40727443
0.6541,-0.15059842,0.41046685
0.65420002,-0.14212991,0.41348642
0.65429997,-0.13359965,0.4163318
0.65439999,-0.12501113,0.41900152
0.65450001,-0.11636803,0.42149448
0.65460002,-0.10767397,0.42380956
0.65469998,-0.098932602,0.42594567
0.6548,-0.090147622,0.4279018
0.65490001,-0.081322722,0.4296771
0.65499997,-0.072461627,0.43127072
0.65509999,-0.063568041,0.43268177
0.6552,-0.05464571,0.43390962
0.65530002,-0.045698427,0.43495366
0.65539998,-0.036729973,0.4358134
0.65549999,-0.027744154,0.43648836
0.65560001,-0.01874478,0.43697816
0.65570003,-0.0097356718,0.43728253
0.65579998,-0.00072065089,0.43740126
0.6559,0.0082965288,0.43733406
0.65600002,0.017311983,0.43708098
0.65609998,0.026321873,0.43664199
0.65619999,0.035322364,0.43601725
0.65630001,0.044309616,0.43520692
0.65640002,0.053279791,0.43421125
0.65649998,0.06222906,0.43303064
0.6566,0.071153641,0.43166533
0.65670002,0.080049716,0.43011585
0.65679997,0.088913471,0.42838278
0.65689999,0.097741105,0.42646685
0.65700001,0.10652884,0.42436874
0.65710002,0.1152729,0.42208925
0.65719998,0.12396955,0.41962931
0.6573,0.13261503,0.41698986
0.65740001,0.14120567,0.41417179
0.65750003,0.14973775,0.41117632
0.65759999,0.1582076,0.40800467
0.6577,0.16661157,0.40465805
0.65780002,0.17494605,0.40113789
0.65789998,0.18320744,0.39744556
0.65799999,0.19139215,0.39358261
0.65810001,0.19949667,0.38955048
0.65820003,0.20751746,0.38535079
0.65829998,0.21545108,0.38098538
0.6584,0.22329406,0.37645596
0.65850002,0.23104303,0.37176442
0.65859997,0.23869459,0.36691272
0.65869999,0.24624546,0.36190286
0.65880001,0.25369233,0.3567369
0.65890002,0.26103193,0.35141683
0.65899998,0.26826105,0.34594497
0.6591,0.27537659,0.3403236
0.65920001,0.2823754,0.33455503
0.65930003,0.28925443,0.32864171
0.65939999,0.29601064,0.32258612
0.6595,0.30264115,0.31639075
0.65960002,0.30914295,0.31005818
0.65969998,0.31551319,0.30359098
0.65979999,0.32174912,0.29699197
0.65990001,0.32784796,0.29026389
0.66000003,0.33380699,0.2834096
0.66009998,0.33962366,0.27643198
0.6602,0.34529534,0.26933402
0.66030002,0.35081953,0.26211864
0.66039997,0.35619372,0.25478882
0.66049999,0.36141557,0.24734774
0.66060001,0.36648273,0.23979855
0.66070002,0.37139297,0.23214446
0.66079998,0.37614411,0.22438872
0.6609,0.380734,0.21653463
0.66100001,0.3851606,0.20858555
0.66109997,0.38942182,0.20054477
0.66119999,0.3935158,0.19241573
0.6613,0.3974407,0.18420194
0.66140002,0.40119472,0.17590688
0.66149998,0.40477619,0.16753414
0.66159999,0.40818346,0.15908727
0.66170001,0.41141498,0.15056992
0.66180003,0.41446927,0.14198571
0.66189998,0.41734484,0.13333824
0.662,0.42004037,0.1246313
0.66210002,0.42255467,0.11586861
0.66219997,0.42488652,0.10705395
0.66229999,0.42703485,0.098191127
0.66240001,0.42899865,0.089283951
0.66250002,0.43077698,0.080336273
0.66259998,0.43236887,0.071351886
0.6627,0.43377358,0.062334679
0.66280001,0.43499041,0.053288575
0.66289997,0.43601876,0.044217482
0.66299999,0.43685812,0.035125334
0.6631,0.43750802,0.026016075
0.66320002,0.43796808,0.016893655
0.66329998,0.43823799,0.0077620209
0.66339999,0.43831742,-0.0013749192
0.66350001,0.43820637,-0.010513151
0.66360003,0.43790478,-0.019648701
0.66369998,0.43741268,-0.02877759
0.6638,0.43673018,-0.03789584
0.66390002,0.43585753,-0.046999473
0.66399997,0.43479502,-0.056084514
0.66409999,0.43354288,-0.065147035
0.66420001,0.43210164,-0.074183069
0.66430002,0.43047181,-0.083188646
0.66439998,0.42865402,-0.092159837
0.6645,0.426649,-0.1010927
0.66460001,0.42445758,-0.10998333
0.66469997,0.42208058,-0.11882783
0.66479999,0.41951892,-0.12762229
0.6649,0.41677353,-0.1363629
0.66500002,0.4138456,-0.14504577
0.66509998,0.41073632,-0.15366709
0.6652,0.40744698,-0.16222309
0.66530001,0.40397891,-0.17070995
0.66540003,0.40033361,-0.17912395
0.66549999,0.39651254,-0.18746139
0.6656,0.39251718,-0.19571856
0.66570002,0.38834921,-0.2038918
0.66579998,0.38401043,-0.21197751
0.66589999,0.37950265,-0.2199721
0.66600001,0.37482777,-0.22787203
0.66610003,0.36998776,-0.23567379
0.66619998,0.36498469,-0.24337392
0.6663,0.3598206,-0.25096896
0.66640002,0.35449761,-0.25845554
0.66649997,0.34901804,-0.26583031
0.66659999,0.34338424,-0.27309
0.66670001,0.33759859,-0.28023139
0.66680002,0.33166358,-0.28725123
0.66689998,0.32558176,-0.29414645
0.667,0.31935573,-0.3009139
0.66710001,0.31298801,-0.30755052
0.66720003,0.30648142,-0.31405339
0.66729999,0.29983875,-0.32041952
0.6674,0.29306287,-0.32664609
0.66750002,0.28615665,-0.33273026
0.66759998,0.27912319,-0.33866933
0.66769999,0.27196541,-0.34446061
0.66780001,0.26468647,-0.35010144
0.66790003,0.25728935,-0.35558921
0.66799998,0.24977738,-0.3609215
0.6681,0.24215378,-0.36609584
0.66820002,0.23442188,-0.37110993
0.66829997,0.22658505,-0.37596142
0.66839999,0.21864669,-0.38064817
0.66850001,0.2106103,-0.38516796
0.66860002,0.20247921,-0.38951868
0.66869998,0.19425704,-0.39369836
0.6688,0.18594739,-0.39770505
0.66890001,0.17755391,-0.40153694
0.66900003,0.16908026,-0.40519223
0.66909999,0.16053015,-0.4086692
0.6692,0.15190734,-0.41196629
0.66930002,0.14321558,-0.41508192
0.66939998,0.13445862,-0.4180145
0.66949999,0.12564035,-0.42076272
0.66960001,0.11676463,-0.4233253
0.66970003,0.10783541,-0.42570102
0.66979998,0.098856606,-0.42788872
0.6699,0.089832172,-0.42988735
0.67000002,0.080766104,-0.43169597
0.67009997,0.071662307,-0.43331352
0.67019999,0.06252484,-0.43473926
0.67030001,0.053357761,-0.43597251
0.67040002,0.04416512,-0.43701261
0.67049998,0.03495099,-0.437859
0.6706,0.025719464,-0.43851122
0.67070001,0.016474634,-0.43896893
0.67079997,0.0072205812,-0.43923175
0.67089999,-0.0020386297,-0.4392994
0.671,-0.011298844,-0.43917185
0.67110002,-0.020555941,-0.43884903
0.67119998,-0.0298058,-0.43833101
0.67129999,-0.039044298,-0.43761793
0.67140001,-0.048267312,-0.43671003
0.67150003,-0.057470724,-0.43560764
0.67159998,-0.066650473,-0.43431097
0.6717,-0.075802438,-0.43282062
0.67180002,-0.084922515,-0.43113714
0.67189997,-0.09400662,-0.42926124
0.67199999,-0.10305069,-0.42719361
0.67210001,-0.11205067,-0.42493513
0.67220002,-0.12100252,-0.42248672
0.67229998,-0.12990221,-0.41984934
0.6724,-0.13874578,-0.41702396
0.67250001,-0.14752923,-0.41401184
0.67259997,-0.15624861,-0.41081426
0.67269999,-0.16489999,-0.40743253
0.6728,-0.17347947,-0.40386811
0.67290002,-0.18198317,-0.40012252
0.67299998,-0.19040726,-0.39619735
0.67309999,-0.19874793,-0.39209411
0.67320001,-0.2070014,-0.38781458
0.67330003,-0.21516395,-0.38336071
0.67339998,-0.22323187,-0.37873432
0.6735,-0.23120148,-0.37393746
0.67360002,-0.23906921,-0.36897221
0.67369998,-0.24683145,-0.3638407
0.67379999,-0.25448468,-0.35854512
0.67390001,-0.26202539,-0.35308763
0.67400002,-0.26945013,-0.34747073
0.67409998,-0.27675557,-0.34169686
0.6742,-0.28393832,-0.33576855
0.67430001,-0.29099515,-0.32968837
0.67439997,-0.29792279,-0.323459
0.67449999,-0.30471811,-0.31708321
0.67460001,-0.31137788,-0.31056356
0.67470002,-0.31789911,-0.30390307
0.67479998,-0.32427883,-0.29710463
0.6749,-0.33051404,-0.29017127
0.67500001,-0.33660191,-0.28310603
0.67510003,-0.34253964,-0.27591208
0.67519999,-0.34832448,-0.26859254
0.6753,-0.35395369,-0.26115063
0.67540002,-0.35942468,-0.25358957
0.67549998,-0.36473489,-0.24591279
0.67559999,-0.3698819,-0.23812367
0.67570001,-0.37486327,-0.2302257
0.67580003,-0.37967673,-0.22222239
0.67589998,-0.38431999,-0.2141173
0.676,-0.38879091,-0.20591408
0.67610002,-0.39308727,-0.1976162
0.67619997,-0.39720708,-0.18922746
0.67629999,-0.40114847,-0.18075162
0.67640001,-0.40490949,-0.17219247
0.67650002,-0.40848842,-0.16355383
0.67659998,-0.41188356,-0.15483961
0.6767,-0.4150933,-0.14605367
0.67680001,-0.418116,-0.13719995
0.67690003,-0.4209502,-0.12828235
0.67699999,-0.42359456,-0.11930495
0.6771,-0.4260478,-0.11027175
0.67720002,-0.42830873,-0.10118686
0.67729998,-0.43037623,-0.092054352
0.67739999,-0.43224931,-0.082878359
0.67750001,-0.43392703,-0.073663026
0.67760003,-0.43540832,-0.064412393
0.67769998,-0.43669257,-0.055130716
0.6778,-0.4377791,-0.045822188
0.67790002,-0.43866733,-0.036491033
0.67799997,-0.43935674,-0.02714147
0.67809999,-0.43984699,-0.017777745
0.67820001,-0.44013771,-0.0084041115
0.67830002,-0.44022867,0.00097521319
0.67839998,-0.44011959,0.010355997
0.6785,-0.43981057,0.019733941
0.67860001,-0.43930161,0.029104779
0.67869997,-0.43859291,0.038464241
0.67879999,-0.43768463,0.047808062
0.6789,-0.43657717,0.057131976
0.67900002,-0.43527094,0.066431724
0.67909998,-0.43376619,0.075703122
0.67919999,-0.4320637,0.084941894
0.67930001,-0.43016413,0.094143808
0.67940003,-0.42806825,0.10330466
0.67949998,-0.42577693,0.11242025
0.6796,-0.42329118,0.1214864
0.67970002,-0.42061201,0.13049893
0.67979997,-0.41774046,0.13945374
0.67989999,-0.41467771,0.14834671
0.68000001,-0.41142517,0.15717372
0.68010002,-0.4079842,0.16593075
0.68019998,-0.40435627,0.17461373
0.6803,-0.40054303,0.18321867
0.68040001,-0.39654613,0.19174162
0.68049997,-0.39236727,0.20017861
0.68059999,-0.38800812,0.20852575
0.6807,-0.38347071,0.21677917
0.68080002,-0.37875703,0.22493507
0.68089998,-0.37386915,0.23298965
0.68099999,-0.36880925,0.24093919
0.68110001,-0.3635796,0.24878
0.68120003,-0.35818252,0.25650844
0.68129998,-0.35262027,0.26412088
0.6814,-0.34689531,0.27161378
0.68150002,-0.34101027,0.27898365
0.68159997,-0.33496776,0.28622708
0.68169999,-0.32877052,0.29334065
0.68180001,-0.32242128,0.30032107
0.68190002,-0.31592292,0.30716506
0.68199998,-0.30927837,0.31386942
0.6821,-0.30249041,0.32043093
0.68220001,-0.29556224,0.32684657
0.68229997,-0.28849694,0.33311331
0.68239999,-0.28129774,0.33922821
