"Time","potentialSensor.phi[1]","potentialSensor.phi[2]","potentialSensor.phi[3]","harmonic.mean1.x","harmonic.mean2.x","harmonic.y_rms","harmonic.y_arg","integrator.y","filter[1].x[1]","filter[1].x[2]","filter[2].x[1]","filter[2].x[2]","toPolar.y[1]","toPolar.y[2]"
0,-1.2247449,-1.2247449,-1.2247449,0,0,0,0,0,1.6653345e-16,1.4142135,-1.110223e-16,0,1.4142135,0
0.00033493649,-1.2247449,-1.2247449,-1.2247449,-0.00058012514,-1.2208587e-06,0,0,0.0042089359,1.6653269e-16,1.4095875,-1.1102345e-16,-3.6317109e-19,1.4095875,-2.5764352e-19
0.00033493649,1.2247449,-1.2247449,-1.2247449,-0.00058012514,-1.2208587e-06,0,0,0.0042089359,1.6653269e-16,1.4095875,-1.1102345e-16,-3.6317109e-19,1.4095875,-2.5764352e-19
0.00050000002,1.2247449,-1.2247449,-1.2247449,-0.00029423079,2.7897502e-07,0,0,0.0062831854,0.0026346741,1.4073154,-1.3822114e-05,-1.0834115e-08,1.4073154,-7.6984277e-09
0.001,1.2247449,-1.2247449,-1.2247449,0.00057175098,8.4408985e-06,0,0,0.012566371,0.010589282,1.4004809,-8.8842018e-05,-2.6755228e-07,1.4004809,-1.9104314e-07
0.0015,1.2247449,-1.2247449,-1.2247449,0.0014376582,2.2043672e-05,0,0,0.018849555,0.018504426,1.3937184,-0.0002135106,-1.053479e-06,1.3937184,-7.558765e-07
0.0020000001,1.2247449,-1.2247449,-1.2247449,0.0023034574,4.1086674e-05,0,0,0.025132742,0.026379988,1.3870273,-0.00038758587,-2.6012892e-06,1.3870273,-1.875442e-06
0.0024999999,1.2247449,-1.2247449,-1.2247449,0.0031690949,6.5568624e-05,0,0,0.031415928,0.034215774,1.3804069,-0.00061067764,-5.2815685e-06,1.3804069,-3.8260955e-06
0.003,1.2247449,-1.2247449,-1.2247449,0.0040345672,9.5489318e-05,0,0,0.037699111,0.042011775,1.3738569,-0.00088276062,-9.1167985e-06,1.3738569,-6.6359157e-06
0.0035000001,1.2247449,-1.2247449,-1.2247449,0.0048998222,0.00013084686,0,0,0.043982297,0.049767811,1.3673767,-0.0012034525,-1.4461582e-05,1.3673767,-1.0576151e-05
0.0040000002,1.2247449,-1.2247449,-1.2247449,0.005764856,0.000171641,0,0,0.050265484,0.057483863,1.3609661,-0.0015727279,-2.1337328e-05,1.3609661,-1.5678075e-05
0.0044999998,1.2247449,-1.2247449,-1.2247449,0.0066296104,0.00021786922,0,0,0.056548666,0.065159731,1.3546242,-0.0019901555,-3.0139016e-05,1.3546242,-2.2248987e-05
0.0046650637,1.2247449,-1.2247449,-1.2247449,0.0069150329,0.00023432371,0,0,0.058622915,0.067684934,1.3525457,-0.0021385688,-3.3433644e-05,1.3525457,-2.4719047e-05
0.0046650637,1.2247449,1.2247449,1.2247449,0.0069150329,0.00023432371,0,0,0.058622915,0.067684934,1.3525457,-0.0021385688,-3.3433644e-05,1.3525457,-2.4719047e-05
0.0049999999,1.2247449,1.2247449,1.2247449,0.0074940897,0.00026953159,0,0,0.062831856,0.067463532,1.3483424,-0.0021315732,-4.0308394e-05,1.3483424,-2.9894774e-05
0.0053349365,1.2247449,1.2247449,1.2247449,0.0080729928,0.00030717635,0,0,0.067040786,0.067242846,1.3441521,-0.0021246006,-4.7137823e-05,1.3441521,-3.5068813e-05
0.0053349365,1.2247449,-1.2247449,-1.2247449,0.0080729928,0.00030717635,0,0,0.067040786,0.067242846,1.3441521,-0.0021246006,-4.7137823e-05,1.3441521,-3.5068813e-05
0.0055,1.2247449,-1.2247449,-1.2247449,0.008358229,0.00032662469,0,0,0.069115035,0.06976296,1.3420939,-0.0023004001,-5.0631166e-05,1.3420939,-3.7725498e-05
0.0060000001,1.2247449,-1.2247449,-1.2247449,0.0092219897,0.00038914595,0,0,0.075398222,0.077369593,1.3359045,-0.0028643976,-6.2988765e-05,1.3359045,-4.7150654e-05
0.0065000001,1.2247449,-1.2247449,-1.2247449,0.010085333,0.00045709262,0,0,0.081681408,0.084935322,1.329782,-0.0034755133,-7.819631e-05,1.329782,-5.8803853e-05
0.0070000002,1.2247449,-1.2247449,-1.2247449,0.010948231,0.0005304623,0,0,0.087964594,0.092460036,1.3237263,-0.0041335281,-9.6438234e-05,1.3237263,-7.2853611e-05
0.0074999998,1.2247449,-1.2247449,-1.2247449,0.011810619,0.00060924934,0,0,0.094247781,0.099943534,1.3177361,-0.0048379605,-0.00011811343,1.3177361,-8.9633599e-05
0.0080000004,1.2247449,-1.2247449,-1.2247449,0.012672497,0.00069345377,0,0,0.10053097,0.10738581,1.3118117,-0.0055888155,-0.00014321704,1.3118117,-0.00010917499
0.0085000005,1.2247449,-1.2247449,-1.2247449,0.013533819,0.00078307075,0,0,0.10681415,0.11478672,1.3059523,-0.0063857366,-0.00017203639,1.3059523,-0.00013173252
0.0089999996,1.2247449,-1.2247449,-1.2247449,0.014394578,0.00087809964,0,0,0.11309733,0.12214624,1.3001577,-0.0072286753,-0.00020461087,1.3001577,-0.00015737388
0.0094999997,1.2247449,-1.2247449,-1.2247449,0.015254736,0.00097853644,0,0,0.11938052,0.12946424,1.2944274,-0.0081173489,-0.00024116515,1.2944274,-0.0001863103
0.0096650636,1.2247449,-1.2247449,-1.2247449,0.015538564,0.0010128805,0,0,0.12145477,0.131871,1.2925497,-0.0084207505,-0.00025411788,1.2925497,-0.00019660201
0.0096650636,-1.2247449,-1.2247449,-1.2247449,0.015538564,0.0010128805,0,0,0.12145477,0.131871,1.2925497,-0.0084207505,-0.00025411788,1.2925497,-0.00019660201
0.0099999998,-1.2247449,-1.2247449,-1.2247449,0.014962859,0.00094138278,0,0,0.12566371,0.13143963,1.2887523,-0.0083932057,-0.000280787,1.2887523,-0.00021787507
0.0099999998,-1.2247449,-1.2247449,-1.2247449,0.014962859,0.00094138278,0,0,0.12566371,0.13143963,1.2887523,-0.0083932057,-0.000280787,1.2887523,-0.00021787507
0.010195342,-1.2247449,-1.2247449,-1.2247449,0.014627238,0.00089856528,0,0,0.12811844,0.13118869,1.2865427,-0.0083771814,-0.00029625912,1.2865427,-0.0002302754
0.010195342,1.2247449,-1.2247449,-1.2247449,0.014627238,0.00089856528,0,0,0.12811844,0.13118869,1.2865427,-0.0083771814,-0.00029625912,1.2865427,-0.0002302754
0.0105,1.2247449,-1.2247449,-1.2247449,0.015150465,0.00096698804,0,0,0.13194689,0.13561684,1.283111,-0.0089823781,-0.00032120515,1.2831111,-0.00025033308
0.011,1.2247449,-1.2247449,-1.2247449,0.016008593,0.0010836215,0,0,0.13823007,0.14285034,1.2775297,-0.010011612,-0.00036599746,1.2775297,-0.00028648842
0.0115,1.2247449,-1.2247449,-1.2247449,0.016865965,0.0012056435,0,0,0.14451326,0.15004162,1.2720106,-0.011085362,-0.00041573728,1.2720107,-0.00032683476
0.012,1.2247449,-1.2247449,-1.2247449,0.017722551,0.0013330501,0,0,0.15079644,0.15719062,1.2665535,-0.012203407,-0.00047058729,1.2665535,-0.00037154945
0.0125,1.2247449,-1.2247449,-1.2247449,0.018578315,0.0014658355,0,0,0.15707964,0.16429719,1.2611576,-0.013365455,-0.00053075684,1.2611578,-0.0004208489
0.013,1.2247449,-1.2247449,-1.2247449,0.01943323,0.0016039952,0,0,0.16336282,0.17136125,1.2558228,-0.014571288,-0.0005964032,1.2558229,-0.00047491028
0.0135,1.2247449,-1.2247449,-1.2247449,0.020287268,0.0017475249,0,0,0.16964601,0.17838274,1.2505484,-0.015820684,-0.00066768221,1.2505486,-0.00053391152
0.014,1.2247449,-1.2247449,-1.2247449,0.021140387,0.0018964183,0,0,0.17592919,0.18536152,1.2453339,-0.017113354,-0.00074479496,1.2453341,-0.00059806841
0.014177992,1.2247449,-1.2247449,-1.2247449,0.021443859,0.0019507156,0,0,0.1781659,0.18783553,1.243492,-0.017583929,-0.00077368028,1.2434922,-0.00062218349
0.014177992,1.2247449,1.2247449,-1.2247449,0.021443859,0.0019507156,0,0,0.1781659,0.18783553,1.243492,-0.017583929,-0.00077368028,1.2434922,-0.00062218349
0.0145,1.2247449,1.2247449,-1.2247449,0.021992564,0.0020506701,0,0,0.18221237,0.19056825,1.2401762,-0.013613048,-0.00082030019,1.2401766,-0.00066143827
0.014804658,1.2247449,1.2247449,-1.2247449,0.022511326,0.0021472822,0,0,0.18604082,0.19316038,1.2370566,-0.0098800315,-0.0008528264,1.2370569,-0.00068939955
0.014804658,1.2247449,1.2247449,1.2247449,0.022511326,0.0021472822,0,0,0.18604082,0.19316038,1.2370566,-0.0098800315,-0.0008528264,1.2370569,-0.00068939955
0.015,1.2247449,1.2247449,1.2247449,0.022843752,0.0022102734,0,0,0.18849556,0.19279161,1.2350633,-0.0098611694,-0.00087004225,1.2350637,-0.00070445141
0.015195342,1.2247449,1.2247449,1.2247449,0.023176024,0.0022740802,0,0,0.1909503,0.19242355,1.2330732,-0.0098423436,-0.00088718924,1.2330735,-0.0007194943
0.015195342,1.2247449,1.2247449,-1.2247449,0.023176024,0.0022740802,0,0,0.1909503,0.19242355,1.2330732,-0.0098423436,-0.00088718924,1.2330735,-0.0007194943
0.0155,1.2247449,1.2247449,-1.2247449,0.023693921,0.0023752216,0,0,0.19477874,0.19504231,1.2299802,-0.0061482955,-0.00090833713,1.2299806,-0.00073849718
0.015822008,1.2247449,1.2247449,-1.2247449,0.024240889,0.0024842774,0,0,0.19882523,0.19781695,1.2267296,-0.0022691276,-0.0009187283,1.22673,-0.00074892468
0.015822008,1.2247449,-1.2247449,-1.2247449,0.024240889,0.0024842774,0,0,0.19882523,0.19781695,1.2267296,-0.0022691276,-0.0009187283,1.22673,-0.00074892468
0.016000001,1.2247449,-1.2247449,-1.2247449,0.024543038,0.0025455083,0,0,0.20106193,0.20025711,1.2249417,-0.0028294208,-0.00092156458,1.2249421,-0.00075233326
0.0165,1.2247449,-1.2247449,-1.2247449,0.025391065,0.0027211262,0,0,0.20734511,0.20708226,1.2199587,-0.0044313869,-0.00093478238,1.219959,-0.00076624088
0.017000001,1.2247449,-1.2247449,-1.2247449,0.026237961,0.0029020668,0,0,0.21362831,0.21386378,1.2150329,-0.0060744383,-0.00095590693,1.2150333,-0.00078673317
0.0175,1.2247449,-1.2247449,-1.2247449,0.027083699,0.0030883239,0,0,0.21991149,0.22060159,1.2101642,-0.0077583604,-0.00098506699,1.2101645,-0.00081399432
0.017999999,1.2247449,-1.2247449,-1.2247449,0.027928252,0.0032798916,0,0,0.22619466,0.22729559,1.2053518,-0.0094829388,-0.0010223906,1.2053523,-0.00084820896
0.0185,1.2247449,-1.2247449,-1.2247449,0.028771585,0.0034767622,0,0,0.23247786,0.23394571,1.2005957,-0.011247896,-0.0010680407,1.2005962,-0.00088959216
0.018999999,1.2247449,-1.2247449,-1.2247449,0.029613661,0.0036789267,0,0,0.23876104,0.24055184,1.195895,-0.013052923,-0.0011221976,1.1958956,-0.00093837443
0.0195,1.2247449,-1.2247449,-1.2247449,0.030454459,0.0038863805,0,0,0.24504423,0.24711393,1.1912495,-0.014897863,-0.0011849481,1.1912501,-0.0009947099
0.019804658,1.2247449,-1.2247449,-1.2247449,0.030966129,0.0040153749,0,0,0.24887267,0.25109068,1.1884457,-0.016041463,-0.0012274657,1.1884464,-0.0010328324
0.019804658,-1.2247449,-1.2247449,-1.2247449,0.030966129,0.0040153749,0,0,0.24887267,0.25109068,1.1884457,-0.016041463,-0.0012274657,1.1884464,-0.0010328324
0.02,-1.2247449,-1.2247449,-1.2247449,0.030638313,0.0039316351,0,0,0.25132743,0.25061131,1.1866558,-0.016010839,-0.0012557178,1.1866565,-0.0010581985
0.02,-1.2247449,-1.2247449,-1.2247449,0.030638313,0.0039316351,0,0,0.25132743,0.25061131,1.1866558,-0.016010839,-0.0012557178,1.1866565,-0.0010581985
0.020092094,-1.2247449,-1.2247449,-1.2247449,0.030483836,0.0038918767,0,0,0.25248471,0.25038564,1.1858127,-0.015996421,-0.0012689983,1.1858134,-0.0010701503
0.020092094,1.2247449,-1.2247449,-1.2247449,0.030483836,0.0038918767,0,0,0.25248471,0.25038564,1.1858127,-0.015996421,-0.0012689983,1.1858134,-0.0010701503
