"Time","smee.is[1]","smee.idq_dr[1]","smee.idq_sr[2]","smee.lesigma.i","speed.phi","voltageController.I.y","smee.idq_sr[1]","smee.is[2]","speed.w","smee.idq_rr[2]"
0.0035999999,-4.0219881e-08,-0.063436389,-1.0629797e-08,-0.00053996436,0.00029581122,0.0013952132,-4.0226176e-08,1.0883658e-08,0.22684789,-0.031295352
0.0037,-4.1650672e-08,-0.064359389,-1.0551759e-08,-0.00043312437,0.00031903069,0.0015061182,-4.1657415e-08,1.1664228e-08,0.23756531,-0.03126999
0.0038000001,-4.310586e-08,-0.065347113,-1.0472965e-08,-0.00031910557,0.00034332988,0.0016222122,-4.3113065e-08,1.2457442e-08,0.248437,-0.03124465
0.0038999999,-4.4584858e-08,-0.066399403,-1.0393459e-08,-0.00019792063,0.0003687237,0.0017435664,-4.4592536e-08,1.3262953e-08,0.25945827,-0.03121933
0.0040000002,-4.6087081e-08,-0.067516059,-1.0313286e-08,-6.9583752e-05,0.00039522676,0.0018702504,-4.6095249e-08,1.4080422e-08,0.27062458,-0.031194029
0.0041,-4.7611948e-08,-0.068696931,-1.023249e-08,6.5892949e-05,0.00042285363,0.002002334,-4.762062e-08,1.4909503e-08,0.28193128,-0.03116875
0.0041999999,-4.915891e-08,-0.069941767,-1.0151116e-08,0.00020848824,0.00045161796,0.0021398822,-4.9168101e-08,1.5749874e-08,0.29337412,-0.03114349
0.0043000001,-5.0727422e-08,-0.071250312,-1.0069204e-08,0.00035817974,0.00048153315,0.0022829592,-5.0737142e-08,1.6601213e-08,0.3049489,-0.031118251
0.0044,-5.231696e-08,-0.072622292,-9.9867981e-09,0.00051494216,0.00051261223,0.0024316269,-5.2327227e-08,1.7463204e-08,0.31665152,-0.031093033
0.0044999998,-5.3927007e-08,-0.074057385,-9.903939e-09,0.00067874772,0.00054486771,0.0025859454,-5.3937832e-08,1.8335543e-08,0.32847804,-0.031067835
0.0046000001,-5.5557067e-08,-0.07555528,-9.8206687e-09,0.00084956625,0.0005783118,0.0027459729,-5.556846e-08,1.9217929e-08,0.3404246,-0.031042658
0.0046999999,-5.7206659e-08,-0.07711561,-9.7370272e-09,0.0010273637,0.00061295624,0.0029117656,-5.7218639e-08,2.0110075e-08,0.35248756,-0.031017501
0.0048000002,-5.8875315e-08,-0.078738019,-9.6530535e-09,0.0012121059,0.00064881257,0.0030833783,-5.8887892e-08,2.1011699e-08,0.36466327,-0.030992365
0.0049000001,-6.056257e-08,-0.080422111,-9.5687893e-09,0.001403756,0.00068589189,0.0032608639,-6.0575758e-08,2.1922515e-08,0.37694824,-0.030967249
0.0049999999,-6.2267979e-08,-0.082167484,-9.4842711e-09,0.0016022758,0.00072420499,0.0034442742,-6.2281785e-08,2.2842256e-08,0.38933912,-0.030942151
0.0051000002,-6.3991109e-08,-0.083973743,-9.3995398e-09,0.0018076254,0.00076376228,0.0036336591,-6.4005548e-08,2.3770653e-08,0.40183255,-0.030917076
0.0052,-6.5731534e-08,-0.085840441,-9.3146317e-09,0.0020197635,0.00080457405,0.0038290673,-6.5746612e-08,2.4707449e-08,0.4144254,-0.03089202
0.0052999998,-6.7488841e-08,-0.087767102,-9.229586e-09,0.002238641,0.00084664981,0.0040305438,-6.7504565e-08,2.5652383e-08,0.42711464,-0.030866986
0.0054000001,-6.9262619e-08,-0.089753225,-9.1444381e-09,0.0024642108,0.00088999892,0.0042381343,-6.9279004e-08,2.6605212e-08,0.4398973,-0.030841971
0.0055,-7.1052483e-08,-0.091798387,-9.0592254e-09,0.0026964294,0.00093463075,0.0044518835,-7.1069543e-08,2.7565688e-08,0.45277044,-0.030816976
0.0055999998,-7.285805e-08,-0.093902081,-8.9739851e-09,0.0029352484,0.00098055438,0.004671833,-7.2875793e-08,2.8533572e-08,0.46573129,-0.030792003
0.0057000001,-7.4678944e-08,-0.09606383,-8.888752e-09,0.0031806193,0.0010277784,0.0048980257,-7.4697375e-08,2.950863e-08,0.47877705,-0.03076705
0.0057999999,-7.6514802e-08,-0.098283134,-8.8035641e-09,0.0034324927,0.0010763112,0.0051305015,-7.6533937e-08,3.0490632e-08,0.49190512,-0.030742114
0.0059000002,-7.8365282e-08,-0.10055944,-8.7184544e-09,0.0036908144,0.001126161,0.0053692977,-7.8385114e-08,3.147936e-08,0.50511295,-0.030717202
0.0060000001,-8.0230038e-08,-0.10289221,-8.6334575e-09,0.0039555277,0.0011773352,0.0056144516,-8.0250594e-08,3.2474599e-08,0.51839817,-0.030692309
0.0060999999,-8.2108741e-08,-0.10528091,-8.5486098e-09,0.0042265831,0.0012298417,0.005866,-8.2130022e-08,3.3476134e-08,0.53175831,-0.030667435
0.0062000002,-8.4001059e-08,-0.10772505,-8.4639442e-09,0.0045039272,0.001283688,0.0061239786,-8.4023064e-08,3.4483747e-08,0.54519105,-0.030642582
0.0063,-8.590667e-08,-0.11022405,-8.3794953e-09,0.0047875056,0.0013388813,0.0063884221,-8.5929422e-08,3.5497237e-08,0.55869406,-0.030617749
0.0063999998,-8.7825271e-08,-0.1127774,-8.2952969e-09,0.0050772638,0.0013954286,0.0066593639,-8.7848768e-08,3.6516401e-08,0.57226521,-0.030592937
0.0065000001,-8.9756568e-08,-0.11538447,-8.2113809e-09,0.0053731389,0.0014533362,0.0069368337,-8.9780819e-08,3.7541049e-08,0.58590245,-0.030568143
0.0066,-9.1700265e-08,-0.1180447,-8.127782e-09,0.0056750756,0.0015126107,0.0072208629,-9.1725276e-08,3.8570988e-08,0.59960383,-0.030543372
0.0066999998,-9.3656084e-08,-0.12075755,-8.0445313e-09,0.0059830179,0.0015732584,0.0075114821,-9.3681862e-08,3.9606029e-08,0.61336714,-0.030518619
0.0068000001,-9.5623733e-08,-0.12352245,-7.9616624e-09,0.006296908,0.0016352857,0.0078087207,-9.5650286e-08,4.0645983e-08,0.62719065,-0.030493887
0.0068999999,-9.7602957e-08,-0.12633884,-7.8792066e-09,0.0066166888,0.0016986983,0.0081126066,-9.7630284e-08,4.1690672e-08,0.64107239,-0.030469175
0.0070000002,-9.9593478e-08,-0.12920612,-7.7971967e-09,0.0069423011,0.001763502,0.0084231673,-9.9621602e-08,4.273992e-08,0.65501058,-0.030444482
0.0071,-1.0159506e-07,-0.13212371,-7.7156628e-09,0.0072736838,0.0018297022,0.0087404288,-1.0162398e-07,4.3793552e-08,0.66900355,-0.03041981
0.0071999999,-1.0360743e-07,-0.13509104,-7.6346378e-09,0.0076107797,0.0018973043,0.0090644164,-1.0363716e-07,4.4851401e-08,0.68304956,-0.030395158
0.0073000002,-1.0563037e-07,-0.13810754,-7.554152e-09,0.0079535302,0.0019663137,0.0093951551,-1.056609e-07,4.5913296e-08,0.69714695,-0.030370526
0.0074,-1.0766363e-07,-0.14117262,-7.4742363e-09,0.0083018756,0.0020367352,0.0097326702,-1.0769497e-07,4.6979071e-08,0.71129417,-0.030345913
0.0074999998,-1.0970697e-07,-0.14428572,-7.3949225e-09,0.0086557586,0.0021085739,0.010076984,-1.0973914e-07,4.8048573e-08,0.72548962,-0.030321321
0.0076000001,-1.1176019e-07,-0.14744624,-7.3162396e-09,0.0090151187,0.0021818345,0.010428118,-1.1179318e-07,4.9121635e-08,0.73973185,-0.030296749
0.0077,-1.1382306e-07,-0.15065362,-7.2382185e-09,0.0093798963,0.0022565215,0.010786096,-1.1385688e-07,5.0198111e-08,0.7540195,-0.030272195
0.0077999998,-1.1589535e-07,-0.15390727,-7.1608892e-09,0.0097500328,0.0023326396,0.011150937,-1.1593002e-07,5.1277848e-08,0.76835102,-0.030247662
0.0078999996,-1.1797687e-07,-0.15720664,-7.0842816e-09,0.01012547,0.0024101927,0.011522664,-1.1801239e-07,5.236069e-08,0.78272516,-0.03022315
0.0080000004,-1.2006741e-07,-0.16055115,-7.0084258e-09,0.010506151,0.0024891857,0.011901296,-1.2010379e-07,5.3446495e-08,0.79714054,-0.030198658
0.0081000002,-1.2216678e-07,-0.16394024,-6.9333508e-09,0.010892018,0.0025696221,0.012286852,-1.2220403e-07,5.4535118e-08,0.81159586,-0.030174185
0.0082,-1.2427478e-07,-0.1673733,-6.8590857e-09,0.011283007,0.0026515059,0.012679351,-1.243129e-07,5.5626423e-08,0.82608992,-0.030149732
0.0082999999,-1.2639123e-07,-0.17084982,-6.78566e-09,0.011679064,0.0027348408,0.01307881,-1.2643024e-07,5.6720268e-08,0.84062159,-0.030125298
0.0083999997,-1.2851594e-07,-0.1743692,-6.713103e-09,0.012080132,0.0028196308,0.013485248,-1.2855584e-07,5.7816514e-08,0.85518962,-0.030100884
0.0085000005,-1.3064873e-07,-0.17793091,-6.641443e-09,0.012486153,0.0029058794,0.013898682,-1.3068954e-07,5.8915031e-08,0.86979288,-0.030076491
0.0086000003,-1.3278944e-07,-0.18153438,-6.5707089e-09,0.01289707,0.0029935902,0.014319128,-1.3283115e-07,6.0015687e-08,0.88443035,-0.030052116
0.0087000001,-1.3493788e-07,-0.18517908,-6.5009291e-09,0.013312828,0.0030827662,0.014746603,-1.3498052e-07,6.1118349e-08,0.89910084,-0.030027762
0.0088,-1.3709389e-07,-0.18886442,-6.4321322e-09,0.013733366,0.0031734111,0.01518112,-1.3713748e-07,6.2222895e-08,0.91380346,-0.030003427
0.0088999998,-1.3925732e-07,-0.19258988,-6.3643455e-09,0.01415863,0.0032655275,0.015622696,-1.3930186e-07,6.3329203e-08,0.92853719,-0.029979112
0.0089999996,-1.4142802e-07,-0.19635493,-6.297598e-09,0.014588564,0.0033591192,0.016071346,-1.4147352e-07,6.4437138e-08,0.94330102,-0.029954817
0.0091000004,-1.436058e-07,-0.20015901,-6.2319176e-09,0.015023114,0.0034541886,0.016527081,-1.4365229e-07,6.5546594e-08,0.95809406,-0.029930541
0.0092000002,-1.4579055e-07,-0.20400161,-6.167332e-09,0.015462225,0.0035507386,0.016989918,-1.4583803e-07,6.6657442e-08,0.97291541,-0.029906286
0.0093,-1.4798211e-07,-0.20788218,-6.1038681e-09,0.015905842,0.0036487724,0.017459869,-1.4803059e-07,6.776957e-08,0.98776412,-0.029882049
0.0093999999,-1.5018034e-07,-0.2118002,-6.0415544e-09,0.016353909,0.0037482921,0.017936947,-1.5022985e-07,6.8882862e-08,1.0026394,-0.029857833
0.0094999997,-1.523851e-07,-0.21575516,-5.9804175e-09,0.016806375,0.0038493008,0.018421164,-1.5243565e-07,6.9997199e-08,1.0175405,-0.029833637
0.0096000005,-1.5459625e-07,-0.21974654,-5.9204854e-09,0.017263185,0.003951801,0.018912531,-1.5464786e-07,7.1112481e-08,1.0324665,-0.029809458
0.0097000003,-1.5681366e-07,-0.22377384,-5.8617848e-09,0.017724287,0.0040557948,0.019411061,-1.5686636e-07,7.2228595e-08,1.0474167,-0.029785302
0.0098000001,-1.590372e-07,-0.22783653,-5.8043432e-09,0.01818963,0.0041612848,0.019916765,-1.5909102e-07,7.3345426e-08,1.0623903,-0.029761164
0.0098999999,-1.6126677e-07,-0.23193413,-5.7481873e-09,0.01865916,0.0042682737,0.020429656,-1.6132171e-07,7.4462875e-08,1.0773867,-0.029737044
0.0099999998,-1.6350221e-07,-0.23606613,-5.6933436e-09,0.019132826,0.004376763,0.02094974,-1.6355831e-07,7.5580829e-08,1.0924051,-0.029712945
0.0101,-1.6574343e-07,-0.24023205,-5.6398393e-09,0.019610578,0.004486755,0.021477029,-1.6580071e-07,7.6699202e-08,1.1074448,-0.029688867
0.0102,-1.6799029e-07,-0.24443141,-5.587701e-09,0.020092368,0.0045982525,0.022011535,-1.6804879e-07,7.7817873e-08,1.1225051,-0.029664807
0.0103,-1.702427e-07,-0.24866371,-5.5369553e-09,0.020578142,0.0047112568,0.022553265,-1.7030243e-07,7.893675e-08,1.1375854,-0.029640766
0.0104,-1.7250053e-07,-0.2529285,-5.4876286e-09,0.021067854,0.0048257699,0.023102229,-1.7256153e-07,8.0055734e-08,1.1526852,-0.029616745
0.0105,-1.7476368e-07,-0.25722528,-5.4397469e-09,0.021561453,0.0049417941,0.023658438,-1.7482598e-07,8.1174726e-08,1.1678038,-0.029592743
0.0106,-1.7703205e-07,-0.26155359,-5.3933373e-09,0.022058893,0.0050593312,0.024221899,-1.7709569e-07,8.2293631e-08,1.1829406,-0.029568762
0.0107,-1.7930553e-07,-0.26591298,-5.3484257e-09,0.022560125,0.0051783826,0.024792619,-1.7937055e-07,8.341236e-08,1.1980951,-0.029544799
0.0108,-1.8158401e-07,-0.27030301,-5.3050377e-09,0.023065103,0.0052989507,0.025370609,-1.8165045e-07,8.4530804e-08,1.2132667,-0.029520856
0.0109,-1.8386743e-07,-0.27472323,-5.2632001e-09,0.02357378,0.0054210364,0.025955876,-1.839353e-07,8.5648885e-08,1.2284549,-0.029496932
0.011,-1.8615565e-07,-0.2791732,-5.222939e-09,0.02408611,0.005544642,0.026548427,-1.8622501e-07,8.6766505e-08,1.2436593,-0.029473027
0.0111,-1.8844858e-07,-0.28365242,-5.1842792e-09,0.024602048,0.0056697689,0.027148271,-1.8851949e-07,8.7883578e-08,1.2588791,-0.029449143
0.0112,-1.9074616e-07,-0.28816053,-5.147248e-09,0.025121549,0.0057964181,0.027755411,-1.9081865e-07,8.9000011e-08,1.274114,-0.029425276
0.0113,-1.9304828e-07,-0.2926971,-5.11187e-09,0.025644569,0.0059245918,0.028369861,-1.931224e-07,9.0115719e-08,1.2893636,-0.029401431
0.0114,-1.9535484e-07,-0.29726166,-5.0781717e-09,0.026171064,0.006054291,0.028991621,-1.9543066e-07,9.1230618e-08,1.3046273,-0.029377604
0.0115,-1.9766578e-07,-0.30185384,-5.0461781e-09,0.02670099,0.0061855176,0.029620701,-1.9774335e-07,9.2344614e-08,1.3199048,-0.029353796
0.0116,-1.9998102e-07,-0.3064732,-5.0159152e-09,0.027234307,0.0063182726,0.030257108,-2.0006037e-07,9.3457629e-08,1.3351957,-0.029330008
0.0117,-2.0230046e-07,-0.31111932,-4.9874087e-09,0.02777097,0.0064525572,0.030900847,-2.0238166e-07,9.4569572e-08,1.3504993,-0.029306239
0.0118,-2.0462402e-07,-0.31579185,-4.9606839e-09,0.028310938,0.0065883729,0.031551924,-2.0470715e-07,9.568037e-08,1.3658155,-0.029282488
0.0119,-2.0695161e-07,-0.32049036,-4.935766e-09,0.028854173,0.0067257206,0.032210343,-2.0703673e-07,9.678994e-08,1.3811438,-0.029258758
0.012,-2.092832e-07,-0.32521448,-4.9126805e-09,0.02940063,0.0068646017,0.032876112,-2.0937037e-07,9.7898194e-08,1.3964839,-0.029235046
0.0121,-2.1161868e-07,-0.3299638,-4.891453e-09,0.029950272,0.0070050177,0.033549234,-2.1170798e-07,9.9005057e-08,1.4118353,-0.029211354
0.0122,-2.1395799e-07,-0.33473796,-4.8721085e-09,0.030503059,0.007146969,0.034229718,-2.1404949e-07,1.0011044e-07,1.4271978,-0.029187681
0.0123,-2.1630105e-07,-0.33953658,-4.8546718e-09,0.031058952,0.0072904574,0.034917567,-2.1639482e-07,1.0121428e-07,1.4425709,-0.029164027
0.0124,-2.1864778e-07,-0.34435928,-4.8391691e-09,0.031617913,0.0074354834,0.035612784,-2.1874393e-07,1.023165e-07,1.4579544,-0.029140392
0.0125,-2.2099816e-07,-0.3492057,-4.8256243e-09,0.032179903,0.0075820484,0.036315378,-2.2109674e-07,1.03417e-07,1.4733479,-0.029116776
0.0126,-2.2335207e-07,-0.35407549,-4.8140638e-09,0.032744884,0.0077301534,0.037025351,-2.234532e-07,1.0451573e-07,1.4887512,-0.02909318
0.0127,-2.2570947e-07,-0.35896832,-4.8045119e-09,0.033312827,0.0078797992,0.037742708,-2.2581322e-07,1.0561261e-07,1.5041639,-0.029069602
0.0128,-2.2807029e-07,-0.36388379,-4.7969935e-09,0.033883687,0.0080309864,0.038467452,-2.2817677e-07,1.0670755e-07,1.5195857,-0.029046046
0.0129,-2.3043448e-07,-0.36882159,-4.7915338e-09,0.03445743,0.0081837168,0.039199591,-2.3054378e-07,1.0780048e-07,1.5350164,-0.029022506
0.013,-2.3280197e-07,-0.37378138,-4.7881579e-09,0.035034023,0.0083379894,0.03993912,-2.3291419e-07,1.0889134e-07,1.5504556,-0.028998986
0.0131,-2.3517269e-07,-0.37876281,-4.7868904e-09,0.035613429,0.0084938081,0.040686056,-2.3528796e-07,1.0998006e-07,1.5659032,-0.028975485
0.0132,-2.375466e-07,-0.38376555,-4.7877564e-09,0.036195617,0.0086511709,0.041440394,-2.3766501e-07,1.1106655e-07,1.5813588,-0.028952003
0.0133,-2.3992362e-07,-0.38878933,-4.7907802e-09,0.036780551,0.0088100797,0.042202137,-2.400453e-07,1.1215074e-07,1.5968221,-0.028928541
0.0134,-2.4230374e-07,-0.39383376,-4.7959876e-09,0.037368201,0.0089705354,0.042971294,-2.424288e-07,1.1323257e-07,1.6122931,-0.028905096
0.0135,-2.4468685e-07,-0.39889854,-4.8034026e-09,0.037958533,0.0091325389,0.043747865,-2.4481542e-07,1.1431197e-07,1.6277715,-0.028881671
0.0136,-2.4707293e-07,-0.40398338,-4.81305e-09,0.038551509,0.0092960894,0.044531856,-2.4720515e-07,1.1538887e-07,1.6432569,-0.028858265
0.0137,-2.4946192e-07,-0.40908802,-4.8249551e-09,0.039147105,0.0094611896,0.045323264,-2.4959789e-07,1.1646319e-07,1.6587491,-0.028834879
0.0138,-2.5185375e-07,-0.41421205,-4.839142e-09,0.03974529,0.0096278396,0.0461221,-2.5199364e-07,1.1753487e-07,1.6742481,-0.028811511
0.0139,-2.5424842e-07,-0.41935527,-4.8556354e-09,0.040346026,0.0097960401,0.046928361,-2.5439235e-07,1.1860385e-07,1.6897535,-0.028788162
0.014,-2.5664582e-07,-0.42451733,-4.8744599e-09,0.040949292,0.0099657904,0.047742054,-2.5679398e-07,1.1967005e-07,1.7052652,-0.028764831
0.0141,-2.5904592e-07,-0.42969799,-4.8956408e-09,0.041555051,0.010137093,0.048563182,-2.5919843e-07,1.207334e-07,1.720783,-0.02874152
0.0142,-2.6144869e-07,-0.43489695,-4.9192019e-09,0.042163279,0.010309948,0.049391743,-2.6160575e-07,1.2179385e-07,1.7363065,-0.028718228
0.0143,-2.6385408e-07,-0.44011393,-4.9451683e-09,0.042773943,0.010484355,0.050227746,-2.640158e-07,1.2285132e-07,1.7518359,-0.028694954
0.0144,-2.6626205e-07,-0.44534865,-4.9735642e-09,0.043387014,0.010660315,0.051071189,-2.6642863e-07,1.2390575e-07,1.7673708,-0.028671701
0.0145,-2.6867252e-07,-0.45060083,-5.0044147e-09,0.04400247,0.010837829,0.051922075,-2.6884413e-07,1.2495707e-07,1.7829111,-0.028648464
0.0146,-2.7108547e-07,-0.45587024,-5.0377436e-09,0.044620279,0.011016897,0.052780405,-2.7126231e-07,1.2600522e-07,1.7984564,-0.028625248
0.0147,-2.7350086e-07,-0.46115661,-5.0735758e-09,0.045240417,0.01119752,0.053646188,-2.736831e-07,1.2705013e-07,1.8140069,-0.028602049
0.0148,-2.7591864e-07,-0.46645966,-5.1119353e-09,0.045862854,0.011379698,0.054519419,-2.7610648e-07,1.2809176e-07,1.8295623,-0.02857887
0.0149,-2.7833877e-07,-0.47177917,-5.1528475e-09,0.046487562,0.011563432,0.055400103,-2.7853241e-07,1.2913e-07,1.8451223,-0.02855571
0.015,-2.8076121e-07,-0.47711489,-5.1963363e-09,0.047114521,0.011748723,0.056288242,-2.8096088e-07,1.3016484e-07,1.860687,-0.028532568
0.0151,-2.8318593e-07,-0.48246652,-5.242426e-09,0.047743704,0.011935569,0.057183839,-2.8339181e-07,1.3119617e-07,1.8762561,-0.028509445
0.0152,-2.8561288e-07,-0.48783389,-5.2911413e-09,0.048375089,0.012123973,0.058086894,-2.8582519e-07,1.3222397e-07,1.8918295,-0.028486341
0.0153,-2.88042e-07,-0.49321675,-5.3425064e-09,0.049008641,0.012313935,0.058997411,-2.8826099e-07,1.3324815e-07,1.907407,-0.028463256
0.0154,-2.9047331e-07,-0.49861485,-5.3965459e-09,0.049644347,0.012505454,0.05991539,-2.9069918e-07,1.3426865e-07,1.9229887,-0.028440189
0.0155,-2.9290669e-07,-0.50402796,-5.4532845e-09,0.05028218,0.012698532,0.060840834,-2.9313972e-07,1.3528542e-07,1.9385743,-0.02841714
0.0156,-2.9534218e-07,-0.50945586,-5.5127463e-09,0.050922114,0.012893168,0.061773747,-2.9558257e-07,1.3629838e-07,1.9541636,-0.028394111
0.015699999,-2.9777968e-07,-0.51489836,-5.5749552e-09,0.051564131,0.013089363,0.062714122,-2.9802774e-07,1.373075e-07,1.9697566,-0.028371099
0.015799999,-3.002192e-07,-0.52035517,-5.6399365e-09,0.052208204,0.013287119,0.06366197,-3.0047516e-07,1.3831269e-07,1.9853532,-0.028348109
0.015900001,-3.0266071e-07,-0.52582616,-5.7077139e-09,0.052854311,0.013486434,0.064617291,-3.0292483e-07,1.393139e-07,2.0009532,-0.028325135
0.016000001,-3.0510412e-07,-0.53131109,-5.7783125e-09,0.053502437,0.013687308,0.065580085,-3.0537669e-07,1.4031107e-07,2.0165565,-0.02830218
0.016100001,-3.0754944e-07,-0.53680974,-5.851756e-09,0.054152552,0.013889744,0.066550352,-3.0783073e-07,1.4130414e-07,2.0321631,-0.028279243
0.0162,-3.0999661e-07,-0.54232192,-5.9280687e-09,0.054804638,0.01409374,0.067528099,-3.1028694e-07,1.4229305e-07,2.0477729,-0.028256325
