"Time","aimc.is[1]","aimc.is[2]","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","transformer.l2sigma.inductor[1].i","transformer.l2sigma.inductor[3].i","loadInertia.phi","loadInertia.w"
2.0413001,109.87488,-374.86365,0.21690188,0.32562363,-0.13303728,0.28147513,0.0068536988,0.010283096,137.37643,133.45898
2.0414,122.51418,-378.72717,0.20576707,0.33276948,-0.13433762,0.28073701,0.0073475703,0.0098429443,137.38977,133.49722
2.0415001,135.04605,-382.18805,0.19441654,0.33955967,-0.1356371,0.27998835,0.0078341905,0.0093930792,137.40314,133.5356
2.0416,147.45787,-385.24335,0.18286154,0.34598762,-0.13693582,0.27922928,0.0083130784,0.0089339446,137.41649,133.57413
2.0416999,159.73706,-387.89044,0.17111352,0.35204709,-0.13823378,0.27845997,0.0087837623,0.0084659941,137.42984,133.61278
2.0418,171.87125,-390.12723,0.15918413,0.35773224,-0.13953105,0.27768052,0.0092457766,0.0079896888,137.44321,133.6516
2.0418999,183.84822,-391.95193,0.14708515,0.36303759,-0.14082766,0.27689108,0.0096986666,0.0075054998,137.45657,133.69054
2.0420001,195.6559,-393.36325,0.13482855,0.36795795,-0.14212364,0.27609181,0.010141985,0.0070139035,137.46994,133.72963
2.0421,207.28241,-394.36032,0.12242651,0.37248868,-0.14341903,0.27528283,0.010575294,0.006515386,137.48332,133.76888
2.0422001,218.71613,-394.9426,0.10989127,0.3766253,-0.14471388,0.27446431,0.010998165,0.0060104392,137.4967,133.80826
2.0423,229.94556,-395.11008,0.09723524,0.38036394,-0.14600819,0.2736364,0.011410183,0.0054995613,137.51009,133.84778
2.0423999,240.95946,-394.8631,0.084470943,0.38370097,-0.14730202,0.27279925,0.011810941,0.0049832561,137.52347,133.88745
2.0425,251.74684,-394.20248,0.071611017,0.38663319,-0.14859536,0.27195299,0.012200041,0.004462034,137.53687,133.92726
2.0425999,262.29694,-393.12943,0.058668181,0.38915783,-0.14988825,0.27109778,0.012577102,0.0039364081,137.55025,133.96722
2.0427001,272.59921,-391.64554,0.045655251,0.39127249,-0.15118071,0.27023375,0.01294175,0.0034068986,137.56366,134.00731
2.0427999,282.64346,-389.75287,0.032585088,0.39297515,-0.15247275,0.26936111,0.013293625,0.0028740268,137.57706,134.04756
2.0429001,292.41971,-387.45386,0.019470632,0.39426431,-0.1537644,0.26847997,0.013632381,0.0023383191,137.59047,134.08794
2.043,301.91824,-384.7514,0.0063248593,0.39513871,-0.15505563,0.26759049,0.013957684,0.0018003044,137.60387,134.12845
2.0431001,311.1297,-381.64874,-0.0068392288,0.39559761,-0.15634649,0.26669285,0.014269211,0.0012605131,137.61729,134.16911
2.0432,320.04495,-378.14954,-0.020008605,0.39564061,-0.15763696,0.26578715,0.014566656,0.0007194783,137.63071,134.2099
2.0432999,328.65524,-374.2579,-0.033170242,0.39526781,-0.15892705,0.26487362,0.014849726,0.00017773389,137.64413,134.25082
2.0434,336.95215,-369.97827,-0.046311114,0.39447966,-0.16021676,0.26395237,0.015118141,-0.00036418569,137.65756,134.29189
2.0434999,344.92752,-365.31552,-0.059418228,0.39327696,-0.16150609,0.26302356,0.015371635,-0.00090574549,137.67099,134.33307
2.0436001,352.57358,-360.27484,-0.072478607,0.39166105,-0.16279502,0.26208735,0.015609959,-0.001446411,137.68442,134.37439
2.0437,359.88287,-354.86191,-0.085479334,0.38963354,-0.16408356,0.26114392,0.015832877,-0.0019856489,137.69786,134.41583
2.0438001,366.84833,-349.08264,-0.098407537,0.38719654,-0.16537169,0.26019338,0.016040171,-0.0025229268,137.7113,134.4574
2.0439,373.46317,-342.94348,-0.11125043,0.38435254,-0.16665938,0.25923595,0.016231634,-0.0030577148,137.72476,134.49907
2.0439999,379.7211,-336.45105,-0.12399531,0.38110441,-0.16794664,0.25827172,0.016407078,-0.0035894846,137.7382,134.54088
2.0441,385.61609,-329.61246,-0.13662955,0.37745541,-0.16923343,0.25730088,0.016566331,-0.0041177119,137.75166,134.58279
2.0441999,391.14255,-322.43509,-0.14914066,0.37340921,-0.17051972,0.25632361,0.016709233,-0.0046418752,137.76512,134.62482
2.0443001,396.2952,-314.9267,-0.16151625,0.36896989,-0.17180553,0.25534001,0.016835645,-0.0051614572,137.77859,134.66695
2.0444,401.06924,-307.09534,-0.17374405,0.36414188,-0.17309079,0.25435027,0.016945442,-0.0056759454,137.79205,134.70918
2.0445001,405.46024,-298.9494,-0.185812,0.35893005,-0.17437547,0.25335458,0.017038517,-0.0061848317,137.80553,134.75153
2.0446,409.46408,-290.49759,-0.19770811,0.35333952,-0.17565957,0.25235301,0.017114777,-0.0066876141,137.819,134.79398
2.0446999,413.07718,-281.74887,-0.20942062,0.34737593,-0.17694302,0.25134581,0.017174145,-0.0071837963,137.83249,134.8365
2.0448,416.29623,-272.71259,-0.22093792,0.34104523,-0.1782258,0.25033304,0.017216565,-0.0076728892,137.84598,134.87912
2.0448999,419.11841,-263.39822,-0.23224862,0.33435369,-0.17950788,0.24931492,0.017241992,-0.008154409,137.85947,134.92183
2.0450001,421.54129,-253.81564,-0.24334151,0.32730797,-0.18078919,0.24829157,0.017250406,-0.0086278813,137.87296,134.96463
2.0451,423.56287,-243.97496,-0.25420558,0.31991509,-0.1820697,0.24726315,0.017241795,-0.0090928394,137.88646,135.00749
2.0452001,425.18149,-233.88651,-0.26483008,0.3121824,-0.18334936,0.2462298,0.017216166,-0.0095488224,137.89996,135.05045
2.0453,426.39597,-223.56085,-0.27520448,0.30411756,-0.18462813,0.24519169,0.017173547,-0.0099953832,137.91347,135.09346
2.0453999,427.20554,-213.00883,-0.28531849,0.29572862,-0.18590593,0.24414894,0.017113982,-0.010432079,137.92699,135.13654
2.0455,427.6098,-202.24142,-0.29516208,0.28702384,-0.18718275,0.24310172,0.017037526,-0.010858479,137.94049,135.17969
2.0455999,427.60883,-191.2699,-0.30472547,0.27801192,-0.1884585,0.24205016,0.016944254,-0.011274163,137.95401,135.22289
2.0457001,427.20306,-180.10564,-0.31399921,0.26870176,-0.18973313,0.24099441,0.016834261,-0.011678721,137.96754,135.26614
2.0458,426.39337,-168.76025,-0.32297406,0.25910261,-0.19100659,0.23993459,0.016707655,-0.012071753,137.98106,135.30945
2.0459001,425.18106,-157.24551,-0.33164114,0.24922398,-0.1922788,0.23887089,0.016564559,-0.012452871,137.9946,135.35278
2.046,423.56781,-145.57335,-0.33999181,0.23907565,-0.19354971,0.2378034,0.016405117,-0.012821699,138.00813,135.39618
2.0460999,421.55569,-133.7558,-0.34801778,0.22866768,-0.19481923,0.23673227,0.016229484,-0.013177875,138.02168,135.43959
2.0462,419.14725,-121.80506,-0.35571107,0.21801038,-0.19608732,0.23565765,0.016037835,-0.013521045,138.03523,135.48305
2.0462999,416.34534,-109.73346,-0.36306408,0.20711432,-0.1973539,0.23457967,0.015830357,-0.013850871,138.04878,135.52652
2.0464001,413.15329,-97.553391,-0.37006941,0.19599026,-0.1986189,0.23349844,0.015607256,-0.014167028,138.06233,135.57001
2.0465,409.5748,-85.277367,-0.3767201,0.18464924,-0.19988224,0.23241413,0.015368754,-0.014469204,138.0759,135.61353
2.0466001,405.61395,-72.917976,-0.38300958,0.17310248,-0.20114385,0.23132683,0.015115083,-0.0147571,138.08946,135.65704
2.0467,401.27518,-60.487858,-0.38893151,0.16136141,-0.20240363,0.23023668,0.014846495,-0.015030432,138.10303,135.70056
2.0467999,396.56332,-47.999722,-0.39448005,0.14943765,-0.20366155,0.22914381,0.014563256,-0.015288932,138.11659,135.74409
2.0469,391.48367,-35.466312,-0.39964956,0.137343,-0.20491748,0.22804834,0.014265644,-0.015532343,138.13017,135.78761
2.0469999,386.04172,-22.900375,-0.40443495,0.12508944,-0.20617136,0.22695039,0.013953953,-0.015760425,138.14375,135.83113
2.0471001,380.24347,-10.314706,-0.40883139,0.11268907,-0.20742312,0.22585008,0.013628491,-0.015972953,138.15733,135.87462
2.0472,374.09518,2.277915,-0.41283444,0.10015419,-0.20867266,0.22474752,0.013289579,-0.016169718,138.17093,135.91811
2.0473001,367.60355,14.864743,-0.41644013,0.08749719,-0.2099199,0.22364283,0.012937551,-0.016350525,138.18452,135.96156
2.0474,360.77551,27.433023,-0.41964477,0.07473059,-0.21116473,0.22253612,0.012572755,-0.016515195,138.19812,136.00499
2.0474999,353.61844,39.970062,-0.42244515,0.061867025,-0.2124071,0.2214275,0.012195552,-0.016663568,138.21172,136.04839
2.0476,346.13989,52.463226,-0.42483842,0.048919223,-0.21364689,0.22031708,0.011806312,-0.016795496,138.22533,136.09174
2.0476999,338.3479,64.899925,-0.42682213,0.035899993,-0.21488403,0.21920495,0.01140542,-0.016910847,138.23894,136.13504
2.0478001,330.2507,77.267662,-0.42839423,0.022822218,-0.21611841,0.21809122,0.010993272,-0.01700951,138.25256,136.17831
2.0479,321.85687,89.554039,-0.42955309,0.0096988324,-0.21734996,0.216976,0.010570276,-0.017091386,138.26617,136.22153
2.0480001,313.1752,101.74674,-0.43029746,-0.0034571732,-0.21857856,0.21585938,0.010136846,-0.017156396,138.2798,136.26468
2.0481,304.2149,113.83358,-0.43062654,-0.016632784,-0.21980415,0.21474147,0.009693413,-0.017204473,138.29343,136.30777
2.0481999,294.98529,125.80251,-0.43053991,-0.029814966,-0.22102661,0.21362233,0.0092404131,-0.017235572,138.30707,136.35078
2.0483,285.49609,137.64162,-0.43003756,-0.04299067,-0.22224584,0.21250209,0.0087782927,-0.017249662,138.32069,136.39374
2.0483999,275.75717,149.33911,-0.42911988,-0.056146864,-0.22346178,0.21138081,0.0083075101,-0.017246727,138.33434,136.43661
2.0485001,265.77863,160.88342,-0.42778766,-0.069270521,-0.22467428,0.21025857,0.0078285281,-0.017226772,138.34799,136.47942
2.0486,255.57089,172.26312,-0.42604217,-0.082348667,-0.22588329,0.20913547,0.0073418198,-0.017189818,138.36163,136.52213
2.0487001,245.14453,183.46696,-0.42388499,-0.095368341,-0.2270887,0.2080116,0.0068478654,-0.017135898,138.37529,136.56476
2.0488,234.51031,194.48393,-0.42131817,-0.10831666,-0.22829041,0.20688701,0.0063471529,-0.017065065,138.38895,136.60728
2.0488999,223.67921,205.30319,-0.41834411,-0.12118081,-0.2294883,0.20576179,0.0058401758,-0.016977392,138.40262,136.64972
2.049,212.66241,215.91412,-0.41496569,-0.13394806,-0.23068231,0.20463601,0.0053274347,-0.016872965,138.41628,136.69206
2.0490999,201.47122,226.30638,-0.41118607,-0.14660576,-0.23187232,0.20350975,0.0048094359,-0.016751885,138.42995,136.73428
2.0492001,190.11713,236.46983,-0.40700895,-0.15914138,-0.23305823,0.20238306,0.0042866901,-0.016614275,138.44363,136.7764
2.0493,178.61177,246.39458,-0.40243825,-0.1715425,-0.23423995,0.20125601,0.0037597134,-0.016460266,138.45731,136.81841
2.0494001,166.96689,256.07101,-0.39747846,-0.18379684,-0.23541738,0.20012866,0.0032290258,-0.016290015,138.47099,136.86029
2.0495,155.1944,265.48981,-0.39213434,-0.19589226,-0.23659042,0.19900109,0.0026951509,-0.016103685,138.48468,136.90207
2.0495999,143.30626,274.64185,-0.38641101,-0.20781678,-0.23775896,0.19787332,0.002158616,-0.015901463,138.49837,136.94371
2.0497,131.31458,283.5184,-0.38031405,-0.21955857,-0.23892294,0.19674544,0.0016199501,-0.015683549,138.51207,136.98523
2.0497999,119.23152,292.11096,-0.37384936,-0.231106,-0.24008222,0.1956175,0.0010796849,-0.015450157,138.52577,137.02661
2.0499001,107.06934,300.41135,-0.3670232,-0.24244763,-0.24123672,0.19448951,0.00053835392,-0.015201516,138.53947,137.06786
2.05,94.840324,308.41168,-0.35984218,-0.2535722,-0.24238636,0.19336155,-3.5090345e-06,-0.014937874,138.55318,137.10898
