"time","energy.y","stack.cell[1, 1].cell.capacitor[1].v","stack.cell[1, 1].cell.capacitor[2].v","stack.cell[1, 1].cell.limIntegrator.y","stack.cell[1, 1].limIntegrator.y","stack.cell[1, 2].cell.capacitor[1].v","stack.cell[1, 2].cell.capacitor[2].v","stack.cell[1, 2].cell.limIntegrator.y","stack.cell[1, 2].limIntegrator.y","stack.cell[2, 1].cell.capacitor[1].v","stack.cell[2, 1].cell.capacitor[2].v","stack.cell[2, 1].cell.limIntegrator.y","stack.cell[2, 1].limIntegrator.y","stack.cell[2, 2].cell.capacitor[1].v","stack.cell[2, 2].cell.capacitor[2].v","stack.cell[2, 2].cell.limIntegrator.y","stack.cell[2, 2].limIntegrator.y","stack.cell[3, 1].cell.capacitor[1].v","stack.cell[3, 1].cell.capacitor[2].v","stack.cell[3, 1].cell.limIntegrator.y","stack.cell[3, 1].limIntegrator.y","stack.cell[3, 2].cell.capacitor[1].v","stack.cell[3, 2].cell.capacitor[2].v","stack.cell[3, 2].cell.limIntegrator.y","stack.cell[3, 2].limIntegrator.y"
0,0,0,0,0.10000000000000001,0.10000000000000001,0,0,0.10000000000000001,0.10000000000000001,0,0,0.10000000000000001,0.10000000000000001,0,0,0.10000000000000001,0.10000000000000001,0,0,0.10000000000000001,0.10000000000000001,0,0,0.10000000000000001,0.10000000000000001
0.050000000000000003,0.0099883887137219157,8.1006183629247492e-09,2.4261344628238896e-08,0.10000001717973975,0.10000001929362862,8.0985585898705036e-09,2.4255174749448743e-08,0.10000003646355689,0.1000000385774458,6.0744338856499563e-09,1.8192923531734731e-08,0.1000000268216483,0.10000002893553721,6.0744338856829219e-09,1.819292353183346e-08,0.1000000268216483,0.10000002893553721,6.0744338856640597e-09,1.819292353177698e-08,0.1000000268216483,0.10000002893553721,6.0744338856688168e-09,1.8192923531791204e-08,0.1000000268216483,0.10000002893553721
0.10000000000000001,0.039953721398871773,3.2397288444240645e-08,9.6881587724145557e-08,0.10000007295804436,0.10000007718582218,3.2381497983498406e-08,9.6834352701329859e-08,0.10000015006863038,0.10000015429640825,2.4290071102806272e-08,7.263757328169218e-08,0.10000011151333735,0.10000011574111521,2.4290071102812466e-08,7.2637573281710431e-08,0.10000011151333735,0.10000011574111521,2.4290071102787707e-08,7.2637573281636501e-08,0.10000011151333735,0.10000011574111521,2.4290071102831018e-08,7.2637573281766057e-08,0.10000011151333735,0.10000011574111521
0.15000000000000002,0.089896816021997311,7.2883485824851805e-08,2.1764185211295733e-07,0.10000016735129927,0.10000017369296606,7.28321199211015e-08,2.1748836191996794e-07,0.1000003407994719,0.10000034714113887,5.4636931417170843e-08,1.6315464398944365e-07,0.10000025407538557,0.10000026041705246,5.4636931416350829e-08,1.6315464398699552e-07,0.10000025407538556,0.10000026041705244,5.4636931414767122e-08,1.6315464398226272e-07,0.10000025407538556,0.10000026041705246,5.4636931418754669e-08,1.6315464399416663e-07,0.10000025407538558,0.10000026041705247
0.20000000000000001,0.15981827679192043,1.2955358946957465e-07,3.8635692519472402e-07,0.10000030037321592,0.10000030882877177,1.2943618610578683e-07,3.8600643519192256e-07,0.1000006086423748,0.10000061709793102,9.7106490422342063e-08,2.8959244890079707e-07,0.10000045450779535,0.1000004629633514,9.7106490418201289e-08,2.8959244888844796e-07,0.10000045450779534,0.10000046296335138,9.7106490409773854e-08,2.8959244886328145e-07,0.10000045450779531,0.10000046296335134,9.7106490430770305e-08,2.8959244892591112e-07,0.10000045450779541,0.10000046296335145
0.25,0.24971884314472731,2.0240074418695156e-07,6.0280183818042741e-07,0.10000047204048819,0.10000048260993322,2.0217635768279362e-07,6.021326073603863e-07,0.10000095358065876,0.10000096415010445,1.51688364892458e-07,4.5176676323823012e-07,0.10000071281057347,0.10000072338001885,1.5168836488374542e-07,4.517667632122855e-07,0.10000071281057342,0.10000072338001881,1.5168836486569808e-07,4.5176676315846799e-07,0.10000071281057334,0.10000072338001872,1.5168836491050713e-07,4.5176676329193545e-07,0.10000071281057357,0.10000072338001895
0.30000000000000004,0.35959923072409977,2.9141831194621803e-07,8.6676008818830672e-07,0.10000068236922809,0.10000069505256244,2.9103588482130368e-07,8.6562060692355668e-07,0.1000013755982143,0.10000138828154977,2.1837252040389707e-07,6.4950032552883052e-07,0.10000102898372121,0.10000104166705613,2.1837252039041286e-07,6.4950032548874828e-07,0.10000102898372114,0.10000104166705606,2.1837252036235458e-07,6.4950032540522459e-07,0.10000102898372101,0.10000104166705594,2.1837252043195813e-07,6.4950032561217993e-07,0.10000102898372136,0.10000104166705627
0.35000000000000003,0.48946010117457583,3.96600168891478e-07,1.1780333353436382e-06,0.10000093137424931,0.10000094617147318,3.9599935566617621e-07,1.1762448878806495e-06,0.1000018746802282,0.10000188947745377,2.9714972006490282e-07,8.8263077780289032e-07,0.10000140302723877,0.10000141782446348,2.9714972004687414e-07,8.8263077774940231e-07,0.1000014030272387,0.10000141782446341,2.9714972000913099e-07,8.8263077763726023e-07,0.10000140302723852,0.10000141782446324,2.9714972010264967e-07,8.8263077791479841e-07,0.10000140302723898,0.10000141782446367
0.40000000000000002,0.63930216553966035,5.1793974329417582e-07,1.5364095479170688e-06,0.10000121907141993,0.10000123598253344,5.1705025485126066e-07,1.5337643726143004e-06,0.10000245081083244,0.10000246772194848,3.8801006325990185e-07,1.1509845733183155e-06,0.10000183494112622,0.10000185185224099,3.8801006323827864e-07,1.1509845732543061e-06,0.10000183494112612,0.10000185185224089,3.8801006319240952e-07,1.1509845731183059e-06,0.1000018349411259,0.1000018518522407,3.8801006330577557e-07,1.1509845734540318e-06,0.10000183494112645,0.10000185185224122
0.45000000000000001,0.80912618631062649,6.554300052709777e-07,1.94166342703468e-06,0.10000154547766066,0.10000156450266409,6.5417095958932955e-07,1.9379229703061493e-06,0.10000310397310656,0.10000312299811356,4.9094298112335456e-07,1.4543773419441735e-06,0.10000232472538362,0.10000234375038887,4.9094298110129009e-07,1.454377341879096e-06,0.10000232472538355,0.10000234375038877,4.9094298105387488e-07,1.4543773417390005e-06,0.10000232472538333,0.10000234375038854,4.9094298117077432e-07,1.4543773420839765e-06,0.1000023247253839,0.10000234375038911
