"time","clutch.phi_rel","clutch.w_rel","engine.phi","engine.w","load.phi","load.w","brake.mode","brake.startBackward","brake.startForward","clutch.mode","clutch.startBackward","clutch.startForward"
0,0,0,0,0,0,0,0,0,0,2,0,0
0.0050000000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.01,0,0,0,0,0,0,0,0,0,2,0,0
0.014999999999999999,0,0,0,0,0,0,0,0,0,2,0,0
0.02,0,0,0,0,0,0,0,0,0,2,0,0
0.025000000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.029999999999999999,0,0,0,0,0,0,0,0,0,2,0,0
0.035000000000000003,0,0,0,0,0,0,0,0,0,2,0,0
0.040000000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.044999999999999998,0,0,0,0,0,0,0,0,0,2,0,0
0.050000000000000003,0,0,0,0,0,0,0,0,0,2,0,0
0.055,0,0,0,0,0,0,0,0,0,2,0,0
0.059999999999999998,0,0,0,0,0,0,0,0,0,2,0,0
0.065000000000000002,0,0,0,0,0,0,0,0,0,2,0,0
0.070000000000000007,0,0,0,0,0,0,0,0,0,2,0,0
0.074999999999999997,0,0,0,0,0,0,0,0,0,2,0,0
0.080000000000000002,0,0,0,0,0,0,0,0,0,2,0,0
0.085000000000000006,0,0,0,0,0,0,0,0,0,2,0,0
0.089999999999999997,0,0,0,0,0,0,0,0,0,2,0,0
0.095000000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.10000000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.105,0,0,0,0,0,0,0,0,0,2,0,0
0.11,0,0,0,0,0,0,0,0,0,2,0,0
0.115,0,0,0,0,0,0,0,0,0,2,0,0
0.12,0,0,0,0,0,0,0,0,0,2,0,0
0.125,0,0,0,0,0,0,0,0,0,2,0,0
0.13,0,0,0,0,0,0,0,0,0,2,0,0
0.13500000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.14000000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.14499999999999999,0,0,0,0,0,0,0,0,0,2,0,0
0.14999999999999999,0,0,0,0,0,0,0,0,0,2,0,0
0.155,0,0,0,0,0,0,0,0,0,2,0,0
0.16,0,0,0,0,0,0,0,0,0,2,0,0
0.16500000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.17000000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.17500000000000002,0,0,0,0,0,0,0,0,0,2,0,0
0.17999999999999999,0,0,0,0,0,0,0,0,0,2,0,0
0.185,0,0,0,0,0,0,0,0,0,2,0,0
0.19,0,0,0,0,0,0,0,0,0,2,0,0
0.19500000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.20000000000000001,0,0,0,0,0,0,0,0,0,2,0,0
0.20500000000000002,0,0,0,0,0,0,0,0,0,2,0,0
0.20999999999999999,0,0,0,0,0,0,0,0,0,2,0,0
0.215,0,0,0,0,0,0,0,0,0,2,0,0
0.22,0,0,0,0,0,0,0,0,0,2,0,0
0.22500000000000001,0,0,0,0,0,0,0,0,0,2,0,0
