"time","freeMotion.r_rel_a[1]","freeMotion.v_rel_a[1]","prismatic1.s","prismatic1.v","universal.phi_a","universal.phi_b","universal.w_a","universal.w_b","universal1.phi_a","universal1.phi_b","universal1.w_a","universal1.w_b"
0,-0.19999999999999996,0.10000000000000001,0.29999999999999999,0.10000000000000001,0,0,0.29999999999999999,0.29999999999999999,0,0,0.29999999999999999,0.29999999999999999
0.00040000000000000002,-0.19996000180571757,0.099990966787783811,0.30004000179430457,0.10000896671551122,0.00011990245947178105,0.00011999987962099376,0.29943169028385269,0.29999929860635716,0.00011990245947178105,0.00011999987962099376,0.29943169028385269,0.29999929860635716
0.00080000000000000004,-0.19992000724078587,0.099981867261793381,0.30008000715911365,0.10001786674518431,0.00023930202971463605,0.00023999913930906403,0.29772687304932932,0.29999719790773,0.00023930202971463605,0.00023999913930906403,0.29772687304932932,0.29999719790773
0.0012000000000000001,-0.19988001632898866,0.099972701566332908,0.30012001607046579,0.10002669993360576,0.00035779079545378094,0.00035999727860091082,0.29488578469569426,0.29999370586982432,0.00035779079545378094,0.00035999727860091082,0.29488578469569426,0.29999370586982432
0.0016000000000000001,-0.19984002909628232,0.099963469857873952,0.30016002850207818,0.10003546611271963,0.00047492259388081504,0.00047999375371514212,0.29090882317759664,0.2999888353758362,0.00047492259388081504,0.00047999375371514212,0.29090882317759664,0.2999888353758362
0.002,-0.19980004556665695,0.099954172278791373,0.30020004442954001,0.10004416512953938,0.00059028425733402903,0.00059998806652465685,0.28579651284750135,0.29998260300683827,0.00059028425733402903,0.00059998806652465685,0.28579651284750135,0.29998260300683827
0.0024000000000000002,-0.19976006576855082,0.09994480899486248,0.30024006382379886,0.10005279680576805,0.00070338529379811924,0.00071997963284131108,0.2795496182573402,0.29997503314054375,0.00070338529379811924,0.00071997963284131108,0.2795496182573402,0.29997503314054375
0.0028,-0.19972008972843219,0.099935380156050149,0.30028008665768119,0.10006136097985827,0.00081376841715053762,0.00083996791813140603,0.27216901729963727,0.29996615405685728,0.00081376841715053762,0.00083996791813140603,0.27216901729963727,0.29996615405685728
0.0032000000000000002,-0.1996801174729379,0.099925885907882012,0.30032011290370664,0.10006985749469452,0.00092097272882451457,0.0009599523960200152,0.26365576737494945,0.29995599998476846,0.00092097272882451457,0.00095995239602001542,0.26365576737494945,0.29995599998476846
0.0036000000000000003,-0.19964014902825045,0.09991632638683394,0.30036014253473459,0.10007828620248169,0.0010245446110654696,0.0010799325632844627,0.25401108245620962,0.2999446103668798,0.0010245446110654696,0.0010799325632844629,0.25401108245620962,0.2999446103668798
0.0040000000000000001,-0.19960018442045999,0.099906701721867386,0.3004001755236147,0.10008664696304287,0.0011240316827346272,0.0011999079337563189,0.24323632556490143,0.29993202958909082,0.0011240316827346272,0.0011999079337563191,0.24323632556490143,0.29993202958909088
0.0044000000000000003,-0.19956022367564655,0.099897012032776747,0.3004402118430986,0.10009493964544561,0.0012189814923539498,0.0013198780412912463,0.23133302905509442,0.29991830768013988,0.0012189814923539498,0.0013198780412912465,0.23133302905509442,0.29991830768013994
0.0048000000000000004,-0.19952026681978219,0.099887257430654061,0.30048025146595386,0.10010316412757229,0.001308943249948483,0.0014398424396230331,0.21830287155654884,0.29990349956430801,0.0013089432499484833,0.0014398424396230333,0.21830287155654882,0.29990349956430812
0.0052000000000000006,-0.19948031387867141,0.099877438014598988,0.30052029436500255,0.10011132029945653,0.0013934688802846318,0.0015598007101144862,0.20414771971390705,0.29988766648317033,0.0013934688802846318,0.0015598007101144864,0.20414771971390702,0.29988766648317045
