"Time","loadInertia.phi","loadInertia.w","dcpm.la.i","armatureInverter.vDCFilter.y","armatureInverter.iMotFilter.y","armatureInverter.idealDcDc.deadTime.y","armatureInverter.idealDcDc.powerController.y","armatureInverter.vMotFilter.y","armatureInverter.iDCFilter.y","currentController.integrator.y"
0.0029500001,0,0,0,120,0,0,0,0,0,0
0.003,0,0,0,120,0,0,0,0,0,0
0.0030499999,0,0,0,120,0,0,0,0,0,0
0.0031000001,0,0,0,120,0,0,0,0,0,0
0.00315,0,0,0,120,0,0,0,0,0,0
0.0031999999,0,0,0,120,0,0,0,0,0,0
0.0032500001,0,0,0,120,0,0,0,0,0,0
0.0033,0,0,0,120,0,0,0,0,0,0
0.0033499999,0,0,0,120,0,0,0,0,0,0
0.0034,0,0,0,120,0,0,0,0,0,0
0.00345,0,0,0,120,0,0,0,0,0,0
0.0035000001,0,0,0,120,0,0,0,0,0,0
0.00355,0,0,0,120,0,0,0,0,0,0
0.0035999999,0,0,0,120,0,0,0,0,0,0
0.0036500001,0,0,0,120,0,0,0,0,0,0
0.0037,0,0,0,120,0,0,0,0,0,0
0.0037499999,0,0,0,120,0,0,0,0,0,0
0.0038000001,0,0,0,120,0,0,0,0,0,0
0.00385,0,0,0,120,0,0,0,0,0,0
0.0038999999,0,0,0,120,0,0,0,0,0,0
0.0039499998,0,0,0,120,0,0,0,0,0,0
0.0040000002,0,0,0,120,0,0,0,0,0,0
0.0040500001,0,0,0,120,0,0,0,0,0,0
0.0041,0,0,0,120,0,0,0,0,0,0
0.0041499999,0,0,0,120,0,0,0,0,0,0
0.0041999999,0,0,0,120,0,0,0,0,0,0
0.0042500002,0,0,0,120,0,0,0,0,0,0
0.0043000001,0,0,0,120,0,0,0,0,0,0
0.0043500001,0,0,0,120,0,0,0,0,0,0
0.0044,0,0,0,120,0,0,0,0,0,0
0.0044499999,0,0,0,120,0,0,0,0,0,0
0.0044999998,0,0,0,120,0,0,0,0,0,0
0.0045500002,0,0,0,120,0,0,0,0,0,0
0.0046000001,0,0,0,120,0,0,0,0,0,0
0.00465,0,0,0,120,0,0,0,0,0,0
0.0046999999,0,0,0,120,0,0,0,0,0,0
0.0047499998,0,0,0,120,0,0,0,0,0,0
0.0048000002,0,0,0,120,0,0,0,0,0,0
0.0048500001,0,0,0,120,0,0,0,0,0,0
0.0049000001,0,0,0,120,0,0,0,0,0,0
0.00495,0,0,0,120,0,0,0,0,0,0
0.0049999999,0,0,0,120,0,0,0,0,0,0
0.0050499998,0,0,0,120,0,0,0,0,0,0
0.0051000002,0,0,0,120,0,0,0,0,0,0
0.0051500001,0,0,0,120,0,0,0,0,0,0
0.0052,0,0,0,120,0,0,0,0,0,0
0.0052499999,0,0,0,120,0,0,0,0,0,0
0.0052999998,0,0,0,120,0,0,0,0,0,0
0.0053500002,0,0,0,120,0,0,0,0,0,0
0.0054000001,0,0,0,120,0,0,0,0,0,0
0.0054500001,0,0,0,120,0,0,0,0,0,0
0.0055,0,0,0,120,0,0,0,0,0,0
0.0055499999,0,0,0,120,0,0,0,0,0,0
0.0055999998,0,0,0,120,0,0,0,0,0,0
0.0056500002,0,0,0,120,0,0,0,0,0,0
0.0057000001,0,0,0,120,0,0,0,0,0,0
0.00575,0,0,0,120,0,0,0,0,0,0
0.0057999999,0,0,0,120,0,0,0,0,0,0
0.0058499998,0,0,0,120,0,0,0,0,0,0
0.0059000002,0,0,0,120,0,0,0,0,0,0
0.0059500001,0,0,0,120,0,0,0,0,0,0
0.0060000001,0,0,0,120,0,0,0,0,0,0
0.00605,0,0,0,120,0,0,0,0,0,0
0.0060999999,0,0,0,120,0,0,0,0,0,0
0.0061499998,0,0,0,120,0,0,0,0,0,0
0.0062000002,0,0,0,120,0,0,0,0,0,0
0.0062500001,0,0,0,120,0,0,0,0,0,0
0.0063,0,0,0,120,0,0,0,0,0,0
0.0063499999,0,0,0,120,0,0,0,0,0,0
0.0063999998,0,0,0,120,0,0,0,0,0,0
0.0064500002,0,0,0,120,0,0,0,0,0,0
0.0065000001,0,0,0,120,0,0,0,0,0,0
0.00655,0,0,0,120,0,0,0,0,0,0
0.0066,0,0,0,120,0,0,0,0,0,0
0.0066499999,0,0,0,120,0,0,0,0,0,0
0.0066999998,0,0,0,120,0,0,0,0,0,0
0.0067500002,0,0,0,120,0,0,0,0,0,0
0.0068000001,0,0,0,120,0,0,0,0,0,0
0.00685,0,0,0,120,0,0,0,0,0,0
0.0068999999,0,0,0,120,0,0,0,0,0,0
0.0069499998,0,0,0,120,0,0,0,0,0,0
0.0070000002,0,0,0,120,0,0,0,0,0,0
0.0070500001,0,0,0,120,0,0,0,0,0,0
0.0071,0,0,0,120,0,0,0,0,0,0
0.00715,0,0,0,120,0,0,0,0,0,0
0.0071999999,0,0,0,120,0,0,0,0,0,0
0.0072499998,0,0,0,120,0,0,0,0,0,0
0.0073000002,0,0,0,120,0,0,0,0,0,0
0.0073500001,0,0,0,120,0,0,0,0,0,0
0.0074,0,0,0,120,0,0,0,0,0,0
0.0074499999,0,0,0,120,0,0,0,0,0,0
0.0074999998,0,0,0,120,0,0,0,0,0,0
0.0075500002,0,0,0,120,0,0,0,0,0,0
0.0076000001,0,0,0,120,0,0,0,0,0,0
0.00765,0,0,0,120,0,0,0,0,0,0
0.0077,0,0,0,120,0,0,0,0,0,0
0.0077499999,0,0,0,120,0,0,0,0,0,0
0.0077999998,0,0,0,120,0,0,0,0,0,0
0.0078499997,0,0,0,120,0,0,0,0,0,0
0.0078999996,0,0,0,120,0,0,0,0,0,0
0.0079500005,0,0,0,120,0,0,0,0,0,0
0.0080000004,0,0,0,120,0,0,0,0,0,0
0.0080500003,0,0,0,120,0,0,0,0,0,0
0.0081000002,0,0,0,120,0,0,0,0,0,0
0.0081500001,0,0,0,120,0,0,0,0,0,0
0.0082,0,0,0,120,0,0,0,0,0,0
0.00825,0,0,0,120,0,0,0,0,0,0
0.0082999999,0,0,0,120,0,0,0,0,0,0
0.0083499998,0,0,0,120,0,0,0,0,0,0
0.0083999997,0,0,0,120,0,0,0,0,0,0
0.0084499996,0,0,0,120,0,0,0,0,0,0
0.0085000005,0,0,0,120,0,0,0,0,0,0
0.0085500004,0,0,0,120,0,0,0,0,0,0
0.0086000003,0,0,0,120,0,0,0,0,0,0
0.0086500002,0,0,0,120,0,0,0,0,0,0
0.0087000001,0,0,0,120,0,0,0,0,0,0
0.00875,0,0,0,120,0,0,0,0,0,0
0.0088,0,0,0,120,0,0,0,0,0,0
0.0088499999,0,0,0,120,0,0,0,0,0,0
0.0088999998,0,0,0,120,0,0,0,0,0,0
0.0089499997,0,0,0,120,0,0,0,0,0,0
0.0089999996,0,0,0,120,0,0,0,0,0,0
0.0090500005,0,0,0,120,0,0,0,0,0,0
0.0091000004,0,0,0,120,0,0,0,0,0,0
0.0091500003,0,0,0,120,0,0,0,0,0,0
0.0092000002,0,0,0,120,0,0,0,0,0,0
0.0092500001,0,0,0,120,0,0,0,0,0,0
0.0093,0,0,0,120,0,0,0,0,0,0
0.0093499999,0,0,0,120,0,0,0,0,0,0
0.0093999999,0,0,0,120,0,0,0,0,0,0
0.0094499998,0,0,0,120,0,0,0,0,0,0
0.0094999997,0,0,0,120,0,0,0,0,0,0
0.0095499996,0,0,0,120,0,0,0,0,0,0
0.0096000005,0,0,0,120,0,0,0,0,0,0
0.0096500004,0,0,0,120,0,0,0,0,0,0
0.0097000003,0,0,0,120,0,0,0,0,0,0
0.0097500002,0,0,0,120,0,0,0,0,0,0
0.0098000001,0,0,0,120,0,0,0,0,0,0
0.00985,0,0,0,120,0,0,0,0,0,0
0.0098999999,0,0,0,120,0,0,0,0,0,0
0.0099499999,0,0,0,120,0,0,0,0,0,0
0.0099999998,0,0,0,120,0,0,0,0,0,0
0.01005,0,0,0,120,0,0,0,0,0,0
0.0101,0,0,0,120,0,0,0,0,0,0
0.01015,0,0,0,120,0,0,0,0,0,0
0.0102,0,0,0,120,0,0,0,0,0,0
0.01025,0,0,0,120,0,0,0,0,0,0
0.0103,0,0,0,120,0,0,0,0,0,0
0.01035,0,0,0,120,0,0,0,0,0,0
0.0104,0,0,0,120,0,0,0,0,0,0
0.01045,0,0,0,120,0,0,0,0,0,0
0.0105,0,0,0,120,0,0,0,0,0,0
0.01055,0,0,0,120,0,0,0,0,0,0
0.0106,0,0,0,120,0,0,0,0,0,0
0.01065,0,0,0,120,0,0,0,0,0,0
0.0107,0,0,0,120,0,0,0,0,0,0
0.01075,0,0,0,120,0,0,0,0,0,0
0.0108,0,0,0,120,0,0,0,0,0,0
0.01085,0,0,0,120,0,0,0,0,0,0
0.0109,0,0,0,120,0,0,0,0,0,0
0.01095,0,0,0,120,0,0,0,0,0,0
0.011,0,0,0,120,0,0,0,0,0,0
0.01105,0,0,0,120,0,0,0,0,0,0
0.0111,0,0,0,120,0,0,0,0,0,0
0.01115,0,0,0,120,0,0,0,0,0,0
0.0112,0,0,0,120,0,0,0,0,0,0
0.01125,0,0,0,120,0,0,0,0,0,0
0.0113,0,0,0,120,0,0,0,0,0,0
0.01135,0,0,0,120,0,0,0,0,0,0
0.0114,0,0,0,120,0,0,0,0,0,0
0.01145,0,0,0,120,0,0,0,0,0,0
0.0115,0,0,0,120,0,0,0,0,0,0
0.01155,0,0,0,120,0,0,0,0,0,0
0.0116,0,0,0,120,0,0,0,0,0,0
0.01165,0,0,0,120,0,0,0,0,0,0
0.0117,0,0,0,120,0,0,0,0,0,0
0.01175,0,0,0,120,0,0,0,0,0,0
0.0118,0,0,0,120,0,0,0,0,0,0
0.01185,0,0,0,120,0,0,0,0,0,0
0.0119,0,0,0,120,0,0,0,0,0,0
0.01195,0,0,0,120,0,0,0,0,0,0
0.012,0,0,0,120,0,0,0,0,0,0
0.01205,0,0,0,120,0,0,0,0,0,0
0.0121,0,0,0,120,0,0,0,0,0,0
0.01215,0,0,0,120,0,0,0,0,0,0
0.0122,0,0,0,120,0,0,0,0,0,0
0.01225,0,0,0,120,0,0,0,0,0,0
0.0123,0,0,0,120,0,0,0,0,0,0
0.01235,0,0,0,120,0,0,0,0,0,0
0.0124,0,0,0,120,0,0,0,0,0,0
0.01245,0,0,0,120,0,0,0,0,0,0
0.0125,0,0,0,120,0,0,0,0,0,0
0.01255,0,0,0,120,0,0,0,0,0,0
0.0126,0,0,0,120,0,0,0,0,0,0
0.01265,0,0,0,120,0,0,0,0,0,0
0.0127,0,0,0,120,0,0,0,0,0,0
0.01275,0,0,0,120,0,0,0,0,0,0
0.0128,0,0,0,120,0,0,0,0,0,0
0.01285,0,0,0,120,0,0,0,0,0,0
0.0129,0,0,0,120,0,0,0,0,0,0
0.01295,0,0,0,120,0,0,0,0,0,0
0.013,0,0,0,120,0,0,0,0,0,0
0.01305,0,0,0,120,0,0,0,0,0,0
0.0131,0,0,0,120,0,0,0,0,0,0
0.01315,0,0,0,120,0,0,0,0,0,0
0.0132,0,0,0,120,0,0,0,0,0,0
0.01325,0,0,0,120,0,0,0,0,0,0
0.0133,0,0,0,120,0,0,0,0,0,0
0.01335,0,0,0,120,0,0,0,0,0,0
0.0134,0,0,0,120,0,0,0,0,0,0
0.01345,0,0,0,120,0,0,0,0,0,0
0.0135,0,0,0,120,0,0,0,0,0,0
0.01355,0,0,0,120,0,0,0,0,0,0
0.0136,0,0,0,120,0,0,0,0,0,0
0.01365,0,0,0,120,0,0,0,0,0,0
0.0137,0,0,0,120,0,0,0,0,0,0
0.01375,0,0,0,120,0,0,0,0,0,0
0.0138,0,0,0,120,0,0,0,0,0,0
0.01385,0,0,0,120,0,0,0,0,0,0
0.0139,0,0,0,120,0,0,0,0,0,0
0.01395,0,0,0,120,0,0,0,0,0,0
0.014,0,0,0,120,0,0,0,0,0,0
0.01405,0,0,0,120,0,0,0,0,0,0
0.0141,0,0,0,120,0,0,0,0,0,0
0.01415,0,0,0,120,0,0,0,0,0,0
0.0142,0,0,0,120,0,0,0,0,0,0
0.01425,0,0,0,120,0,0,0,0,0,0
0.0143,0,0,0,120,0,0,0,0,0,0
0.01435,0,0,0,120,0,0,0,0,0,0
0.0144,0,0,0,120,0,0,0,0,0,0
0.01445,0,0,0,120,0,0,0,0,0,0
0.0145,0,0,0,120,0,0,0,0,0,0
0.01455,0,0,0,120,0,0,0,0,0,0
0.0146,0,0,0,120,0,0,0,0,0,0
0.01465,0,0,0,120,0,0,0,0,0,0
0.0147,0,0,0,120,0,0,0,0,0,0
0.01475,0,0,0,120,0,0,0,0,0,0
0.0148,0,0,0,120,0,0,0,0,0,0
0.01485,0,0,0,120,0,0,0,0,0,0
0.0149,0,0,0,120,0,0,0,0,0,0
0.01495,0,0,0,120,0,0,0,0,0,0
0.015,0,0,0,120,0,0,0,0,0,0
0.01505,0,0,0,120,0,0,0,0,0,0
0.0151,0,0,0,120,0,0,0,0,0,0
0.01515,0,0,0,120,0,0,0,0,0,0
0.0152,0,0,0,120,0,0,0,0,0,0
0.01525,0,0,0,120,0,0,0,0,0,0
0.0153,0,0,0,120,0,0,0,0,0,0
0.01535,0,0,0,120,0,0,0,0,0,0
0.0154,0,0,0,120,0,0,0,0,0,0
0.01545,0,0,0,120,0,0,0,0,0,0
0.0155,0,0,0,120,0,0,0,0,0,0
0.01555,0,0,0,120,0,0,0,0,0,0
0.0156,0,0,0,120,0,0,0,0,0,0
0.01565,0,0,0,120,0,0,0,0,0,0
0.015699999,0,0,0,120,0,0,0,0,0,0
0.01575,0,0,0,120,0,0,0,0,0,0
0.015799999,0,0,0,120,0,0,0,0,0,0
0.01585,0,0,0,120,0,0,0,0,0,0
0.015900001,0,0,0,120,0,0,0,0,0,0
0.01595,0,0,0,120,0,0,0,0,0,0
0.016000001,0,0,0,120,0,0,0,0,0,0
0.01605,0,0,0,120,0,0,0,0,0,0
0.016100001,0,0,0,120,0,0,0,0,0,0
0.01615,0,0,0,120,0,0,0,0,0,0
0.0162,0,0,0,120,0,0,0,0,0,0
0.016249999,0,0,0,120,0,0,0,0,0,0
0.0163,0,0,0,120,0,0,0,0,0,0
0.016349999,0,0,0,120,0,0,0,0,0,0
0.0164,0,0,0,120,0,0,0,0,0,0
0.016450001,0,0,0,120,0,0,0,0,0,0
0.0165,0,0,0,120,0,0,0,0,0,0
0.016550001,0,0,0,120,0,0,0,0,0,0
0.0166,0,0,0,120,0,0,0,0,0,0
0.016650001,0,0,0,120,0,0,0,0,0,0
0.0167,0,0,0,120,0,0,0,0,0,0
0.01675,0,0,0,120,0,0,0,0,0,0
0.016799999,0,0,0,120,0,0,0,0,0,0
0.01685,0,0,0,120,0,0,0,0,0,0
0.016899999,0,0,0,120,0,0,0,0,0,0
0.01695,0,0,0,120,0,0,0,0,0,0
0.017000001,0,0,0,120,0,0,0,0,0,0
0.01705,0,0,0,120,0,0,0,0,0,0
0.017100001,0,0,0,120,0,0,0,0,0,0
0.01715,0,0,0,120,0,0,0,0,0,0
0.017200001,0,0,0,120,0,0,0,0,0,0
0.01725,0,0,0,120,0,0,0,0,0,0
0.0173,0,0,0,120,0,0,0,0,0,0
0.017349999,0,0,0,120,0,0,0,0,0,0
0.0174,0,0,0,120,0,0,0,0,0,0
0.017449999,0,0,0,120,0,0,0,0,0,0
0.0175,0,0,0,120,0,0,0,0,0,0
0.017550001,0,0,0,120,0,0,0,0,0,0
0.0176,0,0,0,120,0,0,0,0,0,0
0.017650001,0,0,0,120,0,0,0,0,0,0
0.0177,0,0,0,120,0,0,0,0,0,0
0.017750001,0,0,0,120,0,0,0,0,0,0
0.0178,0,0,0,120,0,0,0,0,0,0
0.01785,0,0,0,120,0,0,0,0,0,0
0.017899999,0,0,0,120,0,0,0,0,0,0
0.01795,0,0,0,120,0,0,0,0,0,0
0.017999999,0,0,0,120,0,0,0,0,0,0
0.01805,0,0,0,120,0,0,0,0,0,0
0.018100001,0,0,0,120,0,0,0,0,0,0
0.01815,0,0,0,120,0,0,0,0,0,0
0.018200001,0,0,0,120,0,0,0,0,0,0
0.01825,0,0,0,120,0,0,0,0,0,0
0.018300001,0,0,0,120,0,0,0,0,0,0
0.01835,0,0,0,120,0,0,0,0,0,0
0.0184,0,0,0,120,0,0,0,0,0,0
0.018449999,0,0,0,120,0,0,0,0,0,0
0.0185,0,0,0,120,0,0,0,0,0,0
0.018549999,0,0,0,120,0,0,0,0,0,0
0.0186,0,0,0,120,0,0,0,0,0,0
0.018650001,0,0,0,120,0,0,0,0,0,0
0.0187,0,0,0,120,0,0,0,0,0,0
0.018750001,0,0,0,120,0,0,0,0,0,0
0.0188,0,0,0,120,0,0,0,0,0,0
0.018850001,0,0,0,120,0,0,0,0,0,0
0.0189,0,0,0,120,0,0,0,0,0,0
0.01895,0,0,0,120,0,0,0,0,0,0
0.018999999,0,0,0,120,0,0,0,0,0,0
0.01905,0,0,0,120,0,0,0,0,0,0
0.019099999,0,0,0,120,0,0,0,0,0,0
0.01915,0,0,0,120,0,0,0,0,0,0
0.019200001,0,0,0,120,0,0,0,0,0,0
0.01925,0,0,0,120,0,0,0,0,0,0
0.019300001,0,0,0,120,0,0,0,0,0,0
0.01935,0,0,0,120,0,0,0,0,0,0
0.019400001,0,0,0,120,0,0,0,0,0,0
0.01945,0,0,0,120,0,0,0,0,0,0
0.0195,0,0,0,120,0,0,0,0,0,0
0.019549999,0,0,0,120,0,0,0,0,0,0
0.0196,0,0,0,120,0,0,0,0,0,0
0.019649999,0,0,0,120,0,0,0,0,0,0
0.0197,0,0,0,120,0,0,0,0,0,0
0.019750001,0,0,0,120,0,0,0,0,0,0
0.0198,0,0,0,120,0,0,0,0,0,0
0.019850001,0,0,0,120,0,0,0,0,0,0
0.0199,0,0,0,120,0,0,0,0,0,0
0.019950001,0,0,0,120,0,0,0,0,0,0
0.02,0,0,0,120,0,0,0,0,0,0
0.02005,0,0,0,120,0,0,0,0,0,0
0.020099999,0,0,0,120,0,0,0,0,0,0
0.02015,0,0,0,120,0,0,0,0,0,0
0.020199999,0,0,0,120,0,0,0,0,0,0
0.02025,0,0,0,120,0,0,0,0,0,0
0.020300001,0,0,0,120,0,0,0,0,0,0
0.02035,0,0,0,120,0,0,0,0,0,0
0.020400001,0,0,0,120,0,0,0,0,0,0
0.02045,0,0,0,120,0,0,0,0,0,0
0.020500001,0,0,0,120,0,0,0,0,0,0
0.02055,0,0,0,120,0,0,0,0,0,0
0.0206,0,0,0,120,0,0,0,0,0,0
0.020649999,0,0,0,120,0,0,0,0,0,0
0.0207,0,0,0,120,0,0,0,0,0,0
0.020749999,0,0,0,120,0,0,0,0,0,0
0.0208,0,0,0,120,0,0,0,0,0,0
0.020850001,0,0,0,120,0,0,0,0,0,0
0.0209,0,0,0,120,0,0,0,0,0,0
0.020950001,0,0,0,120,0,0,0,0,0,0
0.021,0,0,0,120,0,0,0,0,0,0
0.021050001,0,0,0,120,0,0,0,0,0,0
0.0211,0,0,0,120,0,0,0,0,0,0
0.02115,0,0,0,120,0,0,0,0,0,0
0.021199999,0,0,0,120,0,0,0,0,0,0
0.02125,0,0,0,120,0,0,0,0,0,0
0.021299999,0,0,0,120,0,0,0,0,0,0
0.02135,0,0,0,120,0,0,0,0,0,0
0.021400001,0,0,0,120,0,0,0,0,0,0
0.02145,0,0,0,120,0,0,0,0,0,0
0.021500001,0,0,0,120,0,0,0,0,0,0
0.02155,0,0,0,120,0,0,0,0,0,0
0.021600001,0,0,0,120,0,0,0,0,0,0
0.02165,0,0,0,120,0,0,0,0,0,0
0.0217,0,0,0,120,0,0,0,0,0,0
0.021749999,0,0,0,120,0,0,0,0,0,0
0.0218,0,0,0,120,0,0,0,0,0,0
0.021849999,0,0,0,120,0,0,0,0,0,0
0.0219,0,0,0,120,0,0,0,0,0,0
0.021950001,0,0,0,120,0,0,0,0,0,0
0.022,0,0,0,120,0,0,0,0,0,0
0.022050001,0,0,0,120,0,0,0,0,0,0
0.0221,0,0,0,120,0,0,0,0,0,0
0.022150001,0,0,0,120,0,0,0,0,0,0
0.0222,0,0,0,120,0,0,0,0,0,0
0.02225,0,0,0,120,0,0,0,0,0,0
0.022299999,0,0,0,120,0,0,0,0,0,0
0.02235,0,0,0,120,0,0,0,0,0,0
0.022399999,0,0,0,120,0,0,0,0,0,0
0.02245,0,0,0,120,0,0,0,0,0,0
0.022500001,0,0,0,120,0,0,0,0,0,0
0.02255,0,0,0,120,0,0,0,0,0,0
0.022600001,0,0,0,120,0,0,0,0,0,0
0.02265,0,0,0,120,0,0,0,0,0,0
0.022700001,0,0,0,120,0,0,0,0,0,0
0.02275,0,0,0,120,0,0,0,0,0,0
0.0228,0,0,0,120,0,0,0,0,0,0
0.022849999,0,0,0,120,0,0,0,0,0,0
0.0229,0,0,0,120,0,0,0,0,0,0
0.022949999,0,0,0,120,0,0,0,0,0,0
0.023,0,0,0,120,0,0,0,0,0,0
0.023050001,0,0,0,120,0,0,0,0,0,0
0.0231,0,0,0,120,0,0,0,0,0,0
0.023150001,0,0,0,120,0,0,0,0,0,0
0.0232,0,0,0,120,0,0,0,0,0,0
0.023250001,0,0,0,120,0,0,0,0,0,0
0.0233,0,0,0,120,0,0,0,0,0,0
0.02335,0,0,0,120,0,0,0,0,0,0
0.023399999,0,0,0,120,0,0,0,0,0,0
0.02345,0,0,0,120,0,0,0,0,0,0
0.023499999,0,0,0,120,0,0,0,0,0,0
0.02355,0,0,0,120,0,0,0,0,0,0
0.023600001,0,0,0,120,0,0,0,0,0,0
0.02365,0,0,0,120,0,0,0,0,0,0
0.023700001,0,0,0,120,0,0,0,0,0,0
0.02375,0,0,0,120,0,0,0,0,0,0
0.023800001,0,0,0,120,0,0,0,0,0,0
0.02385,0,0,0,120,0,0,0,0,0,0
0.0239,0,0,0,120,0,0,0,0,0,0
0.023949999,0,0,0,120,0,0,0,0,0,0
0.024,0,0,0,120,0,0,0,0,0,0
0.024049999,0,0,0,120,0,0,0,0,0,0
0.0241,0,0,0,120,0,0,0,0,0,0
0.024150001,0,0,0,120,0,0,0,0,0,0
0.0242,0,0,0,120,0,0,0,0,0,0
0.024250001,0,0,0,120,0,0,0,0,0,0
0.0243,0,0,0,120,0,0,0,0,0,0
0.024350001,0,0,0,120,0,0,0,0,0,0
0.0244,0,0,0,120,0,0,0,0,0,0
0.02445,0,0,0,120,0,0,0,0,0,0
0.024499999,0,0,0,120,0,0,0,0,0,0
0.02455,0,0,0,120,0,0,0,0,0,0
0.024599999,0,0,0,120,0,0,0,0,0,0
0.02465,0,0,0,120,0,0,0,0,0,0
0.024700001,0,0,0,120,0,0,0,0,0,0
0.02475,0,0,0,120,0,0,0,0,0,0
0.024800001,0,0,0,120,0,0,0,0,0,0
0.02485,0,0,0,120,0,0,0,0,0,0
0.024900001,0,0,0,120,0,0,0,0,0,0
0.02495,0,0,0,120,0,0,0,0,0,0
0.025,0,0,0,120,0,0,0,0,0,0
0.025049999,0,0,0,120,0,0,0,0,0,0
0.0251,0,0,0,120,0,0,0,0,0,0
0.025149999,0,0,0,120,0,0,0,0,0,0
0.0252,0,0,0,120,0,0,0,0,0,0
0.025250001,0,0,0,120,0,0,0,0,0,0
0.0253,0,0,0,120,0,0,0,0,0,0
0.025350001,0,0,0,120,0,0,0,0,0,0
0.0254,0,0,0,120,0,0,0,0,0,0
0.025450001,0,0,0,120,0,0,0,0,0,0
0.0255,0,0,0,120,0,0,0,0,0,0
0.02555,0,0,0,120,0,0,0,0,0,0
0.025599999,0,0,0,120,0,0,0,0,0,0
0.02565,0,0,0,120,0,0,0,0,0,0
0.025699999,0,0,0,120,0,0,0,0,0,0
0.02575,0,0,0,120,0,0,0,0,0,0
0.025800001,0,0,0,120,0,0,0,0,0,0
0.02585,0,0,0,120,0,0,0,0,0,0
0.025900001,0,0,0,120,0,0,0,0,0,0
0.02595,0,0,0,120,0,0,0,0,0,0
0.026000001,0,0,0,120,0,0,0,0,0,0
0.02605,0,0,0,120,0,0,0,0,0,0
0.0261,0,0,0,120,0,0,0,0,0,0
0.026149999,0,0,0,120,0,0,0,0,0,0
0.0262,0,0,0,120,0,0,0,0,0,0
0.026249999,0,0,0,120,0,0,0,0,0,0
0.0263,0,0,0,120,0,0,0,0,0,0
0.026350001,0,0,0,120,0,0,0,0,0,0
0.0264,0,0,0,120,0,0,0,0,0,0
0.026450001,0,0,0,120,0,0,0,0,0,0
0.0265,0,0,0,120,0,0,0,0,0,0
0.026550001,0,0,0,120,0,0,0,0,0,0
0.0266,0,0,0,120,0,0,0,0,0,0
