"time","accelerate.s","accelerate.v"
0,0,0
0.00050000000000000001,1.2500222810001837e-07,0.00050000000000000001
0.001,5.0000255688196854e-07,0.001
0.0015,1.1250027734409387e-06,0.0015
0.002,2.0000028842830481e-06,0.002
0.0025000000000000001,3.1250030025435942e-06,0.0025000000000000001
0.0030000000000000001,4.5000031068653299e-06,0.0030000000000000001
0.0035000000000000001,6.1250031891104982e-06,0.0035000000000000001
0.0040000000000000001,8.0000032492790989e-06,0.0040000000000000001
0.0045000000000000005,1.0125003316636534e-05,0.0045000000000000005
0.0050000000000000001,1.2500003382168308e-05,0.0050000000000000001
0.0054999999999999997,1.5125003440373688e-05,0.0054999999999999997
0.0060000000000000001,1.800000349125267e-05,0.0060000000000000001
0.0065000000000000006,2.1125003534805253e-05,0.0065000000000000006
0.0070000000000000001,2.4500003571031433e-05,0.0070000000000000001
0.0074999999999999997,2.8125003599931215e-05,0.0074999999999999997
0.0080000000000000002,3.2000003621504598e-05,0.0080000000000000002
0.0085000000000000006,3.6125003651222456e-05,0.0085000000000000006
0.0090000000000000011,4.0500003687820132e-05,0.0090000000000000011
0.0094999999999999998,4.5125003722784294e-05,0.0094999999999999998
0.01,5.0000003756114983e-05,0.01
0.010500000000000001,5.5125003787812178e-05,0.010500000000000001
0.010999999999999999,6.0500003817875846e-05,0.010999999999999999
0.0115,6.6125003846306026e-05,0.0115
0.012,7.2000003873102741e-05,0.012
0.012500000000000001,7.8125003898265935e-05,0.012500000000000001
0.013000000000000001,8.4500003921795621e-05,0.013000000000000001
0.0135,9.1125003943691815e-05,0.0135
0.014,9.8000003963954514e-05,0.014
0.014500000000000001,0.00010512500398258372,0.014500000000000001
0.014999999999999999,0.00011250000399957939,0.014999999999999999
0.0155,0.0001201250040149416,0.0155
0.016,0.00012800000402867032,0.016
0.016500000000000001,0.00013612500404296409,0.016500000000000001
0.017000000000000001,0.00014450000406356222,0.017000000000000001
0.017500000000000002,0.00015312500408366249,0.017500000000000002
0.018000000000000002,0.00016200000410326502,0.018000000000000002
0.018499999999999999,0.00017112500412236968,0.018499999999999999
0.019,0.0001805000041409767,0.019
0.0195,0.00019012500415908589,0.0195
0.02,0.00020000000417669733,0.02
0.020500000000000001,0.00021012500419381096,0.020500000000000001
0.021000000000000001,0.00022050000421042692,0.021000000000000001
0.021500000000000002,0.00023112500422654497,0.021500000000000002
