"time","N_pump.y","Source.ports[1].m_flow","Source.ports[1].p","Source.ports[1].h_outflow","Sink.ports[1].m_flow","Sink.ports[1].p","Sink.ports[1].h_outflow","pump.port_b.m_flow","pump.port_b.p","pump.port_b.h_outflow","valveOpening.y","Valve.port_b.m_flow","Valve.port_b.p","Valve.port_b.h_outflow","Valve.minLimiter.y"
0,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
0.002,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
0.0040000000000000001,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
0.0060000000000000001,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
0.0080000000000000002,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
0.01,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
0.012,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
0.014,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
0.016,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
0.018000000000000002,0,-5.4374903435282439e-10,100000,84011.811167136795,5.4374903435282439e-10,100000,84011.811167136795,-5.4374903435282439e-10,100000.000000435,84011.811167137348,1,-5.4374903435282439e-10,100000,84011.811167137348,1
