"Time","T","rho","mu","cp","k"
0.18700001,324.81699,71.199677,1.3544677e-05,0,0.017525436
0.18719999,324.8287,71.224747,1.3545438e-05,0,0.017527465
0.1874,324.84039,71.249817,1.3546199e-05,0,0.017529491
0.1876,324.85208,71.274895,1.354696e-05,0,0.01753152
0.18780001,324.8638,71.299973,1.354772e-05,0,0.01753355
0.18799999,324.87549,71.325058,1.3548482e-05,0,0.017535578
0.1882,324.88718,71.350136,1.3549242e-05,0,0.017537607
0.1884,324.89886,71.375229,1.3550002e-05,0,0.017539637
0.1886,324.91052,71.400314,1.3550763e-05,0,0.017541666
0.18880001,324.92221,71.425407,1.3551524e-05,0,0.017543696
0.189,324.9339,71.450508,1.3552284e-05,0,0.017545726
0.1892,324.94559,71.475601,1.3553045e-05,0,0.017547756
0.1894,324.95724,71.50071,1.3553806e-05,0,0.017549787
0.18960001,324.96893,71.52581,1.3554566e-05,0,0.017551817
0.18979999,324.98059,71.550919,1.3555327e-05,0,0.017553849
0.19,324.99225,71.576027,1.3556088e-05,0,0.017555879
0.1902,325.00391,71.601143,1.3556848e-05,0,0.017557912
0.1904,325.01556,71.626259,1.3557608e-05,0,0.017559944
0.19059999,325.02725,71.651375,1.3558369e-05,0,0.017561976
0.1908,325.03888,71.676498,1.355913e-05,0,0.017564008
0.191,325.05054,71.701622,1.355989e-05,0,0.01756604
0.1912,325.06219,71.726753,1.3560651e-05,0,0.017568074
0.19140001,325.07385,71.751884,1.3561411e-05,0,0.017570106
0.19159999,325.08548,71.777016,1.3562171e-05,0,0.01757214
0.1918,325.09714,71.802155,1.3562932e-05,0,0.017574172
0.192,325.10876,71.827293,1.3563692e-05,0,0.017576206
0.19220001,325.12042,71.852432,1.3564452e-05,0,0.01757824
0.19239999,325.13205,71.877579,1.3565214e-05,0,0.017580276
0.1926,325.14368,71.902733,1.3565974e-05,0,0.01758231
0.1928,325.1553,71.927879,1.3566734e-05,0,0.017584344
0.193,325.16693,71.953033,1.3567495e-05,0,0.01758638
0.19320001,325.17856,71.978195,1.3568255e-05,0,0.017588414
0.1934,325.19019,72.003349,1.3569015e-05,0,0.01759045
0.1936,325.20181,72.028511,1.3569776e-05,0,0.017592486
0.1938,325.21344,72.05368,1.3570535e-05,0,0.017594522
0.19400001,325.22504,72.07885,1.3571295e-05,0,0.01759656
0.19419999,325.23666,72.104019,1.3572056e-05,0,0.017598595
0.1944,325.24826,72.129196,1.3572816e-05,0,0.017600631
0.1946,325.25989,72.154373,1.3573576e-05,0,0.017602669
0.1948,325.27148,72.17955,1.3574337e-05,0,0.017604707
0.19499999,325.28308,72.204735,1.3575097e-05,0,0.017606745
0.1952,325.29468,72.229919,1.3575857e-05,0,0.017608782
0.1954,325.30627,72.255112,1.3576617e-05,0,0.01761082
0.1956,325.31787,72.280304,1.3577377e-05,0,0.017612858
0.19580001,325.32947,72.305496,1.3578137e-05,0,0.017614897
0.19599999,325.34106,72.330696,1.3578898e-05,0,0.017616935
0.1962,325.35266,72.355896,1.3579658e-05,0,0.017618975
0.1964,325.36426,72.381096,1.3580418e-05,0,0.017621014
0.19660001,325.37582,72.406303,1.3581178e-05,0,0.017623054
0.19679999,325.38742,72.431511,1.3581938e-05,0,0.017625093
0.197,325.39899,72.456726,1.3582699e-05,0,0.017627133
0.1972,325.41055,72.481941,1.3583458e-05,0,0.017629173
0.1974,325.42212,72.507156,1.3584218e-05,0,0.017631214
0.19760001,325.43372,72.532379,1.3584979e-05,0,0.017633256
0.1978,325.44528,72.557602,1.3585738e-05,0,0.017635297
0.198,325.45685,72.582832,1.3586498e-05,0,0.017637337
0.1982,325.46841,72.608063,1.3587259e-05,0,0.01763938
0.19840001,325.47995,72.633293,1.3588018e-05,0,0.017641421
0.19859999,325.49152,72.658531,1.3588779e-05,0,0.017643463
0.1988,325.50308,72.683769,1.3589538e-05,0,0.017645506
0.199,325.51462,72.709007,1.3590298e-05,0,0.017647548
0.1992,325.52618,72.734253,1.3591059e-05,0,0.017649591
0.19939999,325.53772,72.759499,1.3591818e-05,0,0.017651634
0.1996,325.54929,72.784752,1.3592578e-05,0,0.017653678
0.1998,325.56082,72.810005,1.3593338e-05,0,0.017655721
0.2,325.57236,72.835258,1.3594098e-05,0,0.017657764
0.20020001,325.58389,72.860519,1.3594858e-05,0,0.017659809
0.20039999,325.59543,72.88578,1.3595618e-05,0,0.017661855
0.2006,325.60696,72.911041,1.3596377e-05,0,0.017663898
0.2008,325.6185,72.93631,1.3597138e-05,0,0.017665943
0.20100001,325.63004,72.961578,1.3597897e-05,0,0.017667988
0.20119999,325.64154,72.986855,1.3598657e-05,0,0.017670033
0.2014,325.65308,73.012131,1.3599417e-05,0,0.017672081
0.2016,325.66461,73.037407,1.3600176e-05,0,0.017674126
0.2018,325.67612,73.062691,1.3600937e-05,0,0.017676173
0.20200001,325.68762,73.087975,1.3601696e-05,0,0.017678218
0.2022,325.69916,73.113266,1.3602456e-05,0,0.017680265
0.2024,325.71066,73.138557,1.3603216e-05,0,0.017682312
0.2026,325.72217,73.163849,1.3603975e-05,0,0.017684359
0.20280001,325.73367,73.189148,1.3604736e-05,0,0.017686408
0.20299999,325.74518,73.214447,1.3605495e-05,0,0.017688455
0.2032,325.75668,73.239746,1.3606254e-05,0,0.017690504
0.2034,325.76819,73.265053,1.3607015e-05,0,0.017692551
0.2036,325.77966,73.290359,1.3607774e-05,0,0.0176946
0.20379999,325.79117,73.315674,1.3608534e-05,0,0.017696649
0.204,325.80267,73.340988,1.3609293e-05,0,0.017698698
0.2042,325.81415,73.366302,1.3610053e-05,0,0.017700749
0.2044,325.82562,73.391624,1.3610813e-05,0,0.017702797
0.20460001,325.83713,73.416946,1.3611572e-05,0,0.017704848
0.20479999,325.8486,73.442276,1.3612332e-05,0,0.017706897
0.205,325.86008,73.467606,1.3613092e-05,0,0.017708948
0.2052,325.87155,73.492935,1.3613851e-05,0,0.017710999
0.2054,325.88303,73.518272,1.3614611e-05,0,0.017713049
0.20559999,325.8945,73.54361,1.361537e-05,0,0.017715102
0.2058,325.90598,73.568947,1.361613e-05,0,0.017717153
0.206,325.91745,73.594292,1.361689e-05,0,0.017719205
0.2062,325.92889,73.619637,1.361765e-05,0,0.017721256
0.20640001,325.94037,73.644989,1.3618409e-05,0,0.017723309
0.2066,325.95181,73.670341,1.3619168e-05,0,0.017725362
0.2068,325.96329,73.695694,1.3619928e-05,0,0.017727414
0.207,325.97473,73.721054,1.3620687e-05,0,0.017729469
0.20720001,325.98621,73.746414,1.3621447e-05,0,0.017731521
0.20739999,325.99765,73.771774,1.3622207e-05,0,0.017733576
0.2076,326.00909,73.797142,1.3622966e-05,0,0.017735628
0.2078,326.02054,73.822517,1.3623726e-05,0,0.017737683
0.208,326.03198,73.847885,1.3624485e-05,0,0.017739737
0.20819999,326.04343,73.87326,1.3625245e-05,0,0.017741792
0.2084,326.05487,73.898643,1.3626004e-05,0,0.017743848
0.2086,326.06628,73.924019,1.3626764e-05,0,0.017745903
0.2088,326.07773,73.949409,1.3627523e-05,0,0.017747959
0.20900001,326.08914,73.974792,1.3628282e-05,0,0.017750015
0.20919999,326.10059,74.000183,1.3629042e-05,0,0.01775207
0.2094,326.112,74.025581,1.3629801e-05,0,0.017754126
0.2096,326.12344,74.050972,1.3630561e-05,0,0.017756185
0.2098,326.13486,74.07637,1.363132e-05,0,0.017758241
0.20999999,326.14627,74.101776,1.363208e-05,0,0.017760297
0.2102,326.15768,74.127182,1.3632839e-05,0,0.017762356
0.2104,326.1691,74.152588,1.3633598e-05,0,0.017764414
0.2106,326.18051,74.178001,1.3634358e-05,0,0.017766472
0.21080001,326.19193,74.203415,1.3635117e-05,0,0.01776853
0.211,326.20334,74.228828,1.3635877e-05,0,0.017770588
0.2112,326.21472,74.25425,1.3636636e-05,0,0.017772647
0.2114,326.22614,74.279671,1.3637396e-05,0,0.017774707
0.21160001,326.23755,74.305099,1.3638155e-05,0,0.017776765
0.21179999,326.24893,74.330528,1.3638914e-05,0,0.017778825
0.212,326.26031,74.355957,1.3639673e-05,0,0.017780885
0.2122,326.27173,74.381393,1.3640432e-05,0,0.017782945
0.2124,326.28311,74.40683,1.3641192e-05,0,0.017785005
0.21259999,326.29449,74.432266,1.3641951e-05,0,0.017787067
0.2128,326.30588,74.45771,1.3642711e-05,0,0.017789127
0.213,326.31726,74.483162,1.364347e-05,0,0.017791189
0.2132,326.32864,74.508606,1.364423e-05,0,0.017793251
0.21340001,326.34003,74.534058,1.3644989e-05,0,0.017795313
0.21359999,326.35138,74.559517,1.3645747e-05,0,0.017797375
0.2138,326.36276,74.584976,1.3646507e-05,0,0.017799437
0.214,326.37415,74.610435,1.3647266e-05,0,0.017801501
0.2142,326.3855,74.635895,1.3648026e-05,0,0.017803563
0.21439999,326.39688,74.661362,1.3648785e-05,0,0.017805627
0.2146,326.40823,74.686836,1.3649545e-05,0,0.01780769
0.2148,326.41959,74.712303,1.3650303e-05,0,0.017809754
0.215,326.43097,74.737778,1.3651063e-05,0,0.017811818
0.21520001,326.44232,74.76326,1.3651822e-05,0,0.017813882
0.2154,326.45367,74.788742,1.3652581e-05,0,0.017815948
0.2156,326.46503,74.814224,1.3653341e-05,0,0.017818013
0.2158,326.47638,74.839714,1.3654099e-05,0,0.017820077
0.21600001,326.4877,74.865204,1.3654859e-05,0,0.017822143
0.21619999,326.49905,74.890694,1.3655618e-05,0,0.017824208
0.2164,326.51041,74.916191,1.3656378e-05,0,0.017826276
0.2166,326.52173,74.941689,1.3657136e-05,0,0.017828342
0.2168,326.53308,74.967194,1.3657896e-05,0,0.017830409
0.21699999,326.5444,74.992699,1.3658655e-05,0,0.017832475
0.2172,326.55576,75.018204,1.3659414e-05,0,0.017834542
0.2174,326.56708,75.043716,1.3660173e-05,0,0.01783661
0.2176,326.5784,75.069229,1.3660932e-05,0,0.017838677
0.21780001,326.58972,75.094749,1.3661692e-05,0,0.017840745
0.21799999,326.60104,75.12027,1.366245e-05,0,0.017842814
0.2182,326.61237,75.14579,1.366321e-05,0,0.017844884
0.2184,326.62369,75.171318,1.3663969e-05,0,0.017846951
0.2186,326.63501,75.196846,1.3664729e-05,0,0.017849021
0.21879999,326.6463,75.222374,1.3665487e-05,0,0.01785109
0.219,326.65762,75.24791,1.3666247e-05,0,0.017853159
0.2192,326.66895,75.273445,1.3667006e-05,0,0.017855231
0.2194,326.68024,75.298988,1.3667765e-05,0,0.0178573
0.21960001,326.69156,75.324532,1.3668524e-05,0,0.017859371
0.2198,326.70285,75.350075,1.3669283e-05,0,0.017861443
0.22,326.71414,75.375626,1.3670042e-05,0,0.017863514
0.2202,326.72543,75.401176,1.3670801e-05,0,0.017865585
0.22040001,326.73672,75.426735,1.3671561e-05,0,0.017867656
0.22059999,326.74802,75.452293,1.3672319e-05,0,0.01786973
0.2208,326.75931,75.477852,1.3673079e-05,0,0.017871801
0.221,326.7706,75.503418,1.3673837e-05,0,0.017873874
0.2212,326.78189,75.528984,1.3674597e-05,0,0.017875947
0.22139999,326.79318,75.55455,1.3675356e-05,0,0.01787802
0.2216,326.80444,75.580124,1.3676115e-05,0,0.017880093
0.2218,326.81573,75.605698,1.3676874e-05,0,0.017882168
0.222,326.827,75.631279,1.3677633e-05,0,0.017884241
0.22220001,326.83829,75.65686,1.3678392e-05,0,0.017886316
0.22239999,326.84955,75.682449,1.3679151e-05,0,0.017888391
0.2226,326.86081,75.708031,1.367991e-05,0,0.017890466
0.2228,326.8721,75.733627,1.3680669e-05,0,0.017892541
0.223,326.88336,75.759216,1.3681429e-05,0,0.017894616
0.22319999,326.89462,75.784813,1.3682187e-05,0,0.017896693
0.2234,326.90588,75.81041,1.3682947e-05,0,0.017898768
0.2236,326.91711,75.836014,1.3683705e-05,0,0.017900845
0.2238,326.92838,75.861618,1.3684465e-05,0,0.017902922
0.22400001,326.93964,75.88723,1.3685224e-05,0,0.017904999
0.2242,326.9509,75.912842,1.3685983e-05,0,0.017907076
0.2244,326.96213,75.938454,1.3686742e-05,0,0.017909154
0.2246,326.97339,75.964073,1.3687501e-05,0,0.017911231
0.22480001,326.98462,75.989693,1.368826e-05,0,0.01791331
0.22499999,326.99585,76.015312,1.3689019e-05,0,0.017915389
0.2252,327.00711,76.040939,1.3689778e-05,0,0.017917467
0.2254,327.01834,76.066566,1.3690537e-05,0,0.017919546
0.2256,327.02957,76.092201,1.3691296e-05,0,0.017921625
0.22579999,327.0408,76.117836,1.3692055e-05,0,0.017923705
0.226,327.05203,76.143471,1.3692814e-05,0,0.017925786
0.2262,327.06326,76.169113,1.3693573e-05,0,0.017927865
0.2264,327.07449,76.194756,1.3694333e-05,0,0.017929945
0.22660001,327.08569,76.220406,1.3695091e-05,0,0.017932028
0.22679999,327.09692,76.246056,1.3695851e-05,0,0.017934108
0.227,327.10812,76.271706,1.3696609e-05,0,0.017936189
0.2272,327.11935,76.297363,1.3697369e-05,0,0.017938271
0.2274,327.13055,76.323021,1.3698127e-05,0,0.017940354
0.22759999,327.14178,76.348686,1.3698887e-05,0,0.017942436
0.2278,327.15298,76.374344,1.3699645e-05,0,0.017944518
0.228,327.16418,76.400017,1.3700404e-05,0,0.017946601
0.2282,327.17538,76.425682,1.3701163e-05,0,0.017948683
0.22840001,327.18658,76.451355,1.3701922e-05,0,0.017950768
0.2286,327.19778,76.477036,1.3702682e-05,0,0.017952852
0.2288,327.20898,76.502716,1.370344e-05,0,0.017954936
0.229,327.22018,76.528397,1.37042e-05,0,0.017957021
0.22920001,327.23138,76.554085,1.3704958e-05,0,0.017959105
0.22939999,327.24255,76.579773,1.3705718e-05,0,0.017961189
0.2296,327.25375,76.605461,1.3706476e-05,0,0.017963275
0.2298,327.26495,76.631157,1.3707236e-05,0,0.017965361
0.23,327.27612,76.656853,1.3707994e-05,0,0.017967446
0.23019999,327.28729,76.682549,1.3708754e-05,0,0.017969532
0.2304,327.29849,76.708252,1.3709512e-05,0,0.01797162
0.2306,327.30966,76.733963,1.3710272e-05,0,0.017973706
0.2308,327.32083,76.759666,1.371103e-05,0,0.017975792
0.23100001,327.332,76.785385,1.371179e-05,0,0.01797788
0.23119999,327.34317,76.811096,1.3712549e-05,0,0.017979968
0.2314,327.35434,76.836815,1.3713307e-05,0,0.017982056
0.2316,327.36551,76.862534,1.3714067e-05,0,0.017984144
0.2318,327.37665,76.88826,1.3714825e-05,0,0.017986232
0.23199999,327.38782,76.913986,1.3715585e-05,0,0.017988322
0.2322,327.39899,76.939713,1.3716343e-05,0,0.017990412
0.2324,327.41013,76.965446,1.3717103e-05,0,0.0179925
0.2326,327.4213,76.99118,1.3717861e-05,0,0.01799459
0.23280001,327.43243,77.016922,1.3718621e-05,0,0.017996682
0.233,327.44357,77.042664,1.3719379e-05,0,0.017998772
0.2332,327.45474,77.068405,1.3720139e-05,0,0.018000862
0.2334,327.46588,77.094154,1.3720897e-05,0,0.018002953
0.23360001,327.47702,77.119904,1.3721657e-05,0,0.018005045
0.23379999,327.48816,77.14566,1.3722416e-05,0,0.018007137
0.234,327.4993,77.171417,1.3723175e-05,0,0.018009229
0.2342,327.51044,77.197174,1.3723934e-05,0,0.01801132
0.2344,327.52155,77.222939,1.3724693e-05,0,0.018013414
0.23459999,327.53268,77.248703,1.3725452e-05,0,0.018015506
0.2348,327.54382,77.274475,1.372621e-05,0,0.018017599
0.235,327.55493,77.300247,1.372697e-05,0,0.018019693
0.2352,327.56607,77.326019,1.3727728e-05,0,0.018021787
0.23540001,327.57718,77.351799,1.3728488e-05,0,0.01802388
0.23559999,327.58832,77.377579,1.3729246e-05,0,0.018025976
0.2358,327.59943,77.403358,1.3730006e-05,0,0.018028069
0.236,327.61053,77.429146,1.3730765e-05,0,0.018030165
0.2362,327.62164,77.454933,1.3731524e-05,0,0.01803226
0.23639999,327.63275,77.480728,1.3732283e-05,0,0.018034356
0.2366,327.64386,77.506523,1.3733042e-05,0,0.018036451
0.2368,327.65497,77.532318,1.3733801e-05,0,0.018038549
0.237,327.66608,77.558121,1.373456e-05,0,0.018040644
0.23720001,327.67719,77.583923,1.3735319e-05,0,0.018042741
0.2374,327.68826,77.609734,1.3736078e-05,0,0.018044839
0.2376,327.69937,77.635544,1.3736837e-05,0,0.018046936
0.2378,327.71045,77.661354,1.3737596e-05,0,0.018049035
0.23800001,327.72156,77.687172,1.3738355e-05,0,0.018051133
0.23819999,327.73264,77.71299,1.3739114e-05,0,0.018053232
0.2384,327.74371,77.738815,1.3739873e-05,0,0.018055329
0.2386,327.75482,77.764641,1.3740632e-05,0,0.018057428
0.2388,327.7659,77.790466,1.3741392e-05,0,0.018059528
0.23899999,327.77698,77.816299,1.374215e-05,0,0.018061629
0.2392,327.78806,77.842133,1.374291e-05,0,0.018063728
0.2394,327.79913,77.867966,1.3743668e-05,0,0.018065829
0.2396,327.81021,77.893806,1.3744428e-05,0,0.01806793
0.23980001,327.82126,77.919655,1.3745187e-05,0,0.018070031
0.23999999,327.83234,77.945496,1.3745946e-05,0,0.018072132
0.2402,327.84341,77.971344,1.3746705e-05,0,0.018074233
0.2404,327.85446,77.9972,1.3747464e-05,0,0.018076334
0.2406,327.86554,78.023056,1.3748223e-05,0,0.018078437
0.24079999,327.87659,78.048912,1.3748982e-05,0,0.01808054
0.241,327.88766,78.074768,1.3749741e-05,0,0.018082643
0.2412,327.89871,78.100632,1.37505e-05,0,0.018084746
0.2414,327.90976,78.126503,1.375126e-05,0,0.018086849
0.24160001,327.92081,78.152374,1.3752018e-05,0,0.018088954
0.2418,327.93185,78.178246,1.3752778e-05,0,0.018091056
0.242,327.9429,78.204117,1.3753537e-05,0,0.018093161
0.2422,327.95395,78.229996,1.3754296e-05,0,0.018095266
0.24240001,327.965,78.255882,1.3755055e-05,0,0.018097371
0.24259999,327.97604,78.281769,1.3755814e-05,0,0.018099478
0.2428,327.98706,78.307655,1.3756573e-05,0,0.018101582
0.243,327.99811,78.333542,1.3757332e-05,0,0.018103689
0.2432,328.00912,78.359436,1.3758091e-05,0,0.018105796
0.24339999,328.02017,78.385338,1.375885e-05,0,0.018107902
0.2436,328.03119,78.411232,1.375961e-05,0,0.018110009
0.2438,328.04224,78.437134,1.3760369e-05,0,0.018112116
0.244,328.05325,78.463043,1.3761128e-05,0,0.018114224
0.24420001,328.06427,78.488953,1.3761887e-05,0,0.018116331
0.24439999,328.07529,78.514862,1.3762647e-05,0,0.018118439
0.2446,328.0863,78.540779,1.3763405e-05,0,0.018120548
0.2448,328.09732,78.566696,1.3764165e-05,0,0.018122658
0.245,328.10834,78.592613,1.3764924e-05,0,0.018124767
0.24519999,328.11935,78.618538,1.3765683e-05,0,0.018126877
0.2454,328.13034,78.644463,1.3766442e-05,0,0.018128986
0.2456,328.14136,78.670395,1.3767201e-05,0,0.018131096
0.2458,328.15237,78.696327,1.3767961e-05,0,0.018133206
0.24600001,328.16336,78.722267,1.3768719e-05,0,0.018135319
0.2462,328.17438,78.748199,1.3769479e-05,0,0.018137429
0.2464,328.18536,78.774147,1.3770238e-05,0,0.018139541
0.2466,328.19635,78.800087,1.3770998e-05,0,0.018141652
0.24680001,328.20734,78.826035,1.3771756e-05,0,0.018143764
0.24699999,328.21835,78.85199,1.3772516e-05,0,0.018145876
0.2472,328.22934,78.877937,1.3773275e-05,0,0.01814799
0.2474,328.24033,78.9039,1.3774034e-05,0,0.018150102
0.2476,328.25131,78.929855,1.3774794e-05,0,0.018152216
0.24779999,328.26227,78.955818,1.3775552e-05,0,0.018154331
0.248,328.27325,78.981789,1.3776312e-05,0,0.018156445
0.2482,328.28424,79.007751,1.3777071e-05,0,0.018158559
0.2484,328.29523,79.033722,1.3777831e-05,0,0.018160673
0.24860001,328.30618,79.0597,1.377859e-05,0,0.018162789
0.24879999,328.31717,79.085678,1.377935e-05,0,0.018164903
0.249,328.32812,79.111656,1.3780108e-05,0,0.018167019
0.2492,328.33908,79.137642,1.3780867e-05,0,0.018169135
0.2494,328.35007,79.163628,1.3781627e-05,0,0.018171251
0.24959999,328.36102,79.189621,1.3782386e-05,0,0.018173369
0.2498,328.37198,79.215607,1.3783146e-05,0,0.018175485
0.25,328.38293,79.241608,1.3783905e-05,0,0.018177602
0.2502,328.39389,79.267601,1.3784665e-05,0,0.01817972
0.25040001,328.40485,79.29361,1.3785423e-05,0,0.018181838
0.25060001,328.4158,79.319611,1.3786183e-05,0,0.018183956
0.25080001,328.42676,79.345619,1.3786942e-05,0,0.018186076
0.25099999,328.43768,79.371628,1.3787701e-05,0,0.018188195
0.25119999,328.44864,79.397644,1.3788461e-05,0,0.018190313
0.25139999,328.45959,79.42366,1.378922e-05,0,0.018192433
0.2516,328.47052,79.449677,1.378998e-05,0,0.018194554
0.2518,328.48145,79.4757,1.3790739e-05,0,0.018196674
0.252,328.4924,79.501724,1.3791499e-05,0,0.018198794
0.25220001,328.50333,79.527756,1.3792258e-05,0,0.018200915
0.25240001,328.51425,79.553787,1.3793017e-05,0,0.018203037
0.25260001,328.52518,79.579819,1.3793777e-05,0,0.018205158
0.25279999,328.5361,79.605858,1.3794536e-05,0,0.01820728
0.25299999,328.54703,79.631897,1.3795296e-05,0,0.018209403
0.25319999,328.55795,79.657944,1.3796055e-05,0,0.018211525
0.2534,328.56888,79.68399,1.3796815e-05,0,0.018213648
0.2536,328.5798,79.710037,1.3797574e-05,0,0.018215772
0.2538,328.59073,79.736092,1.3798333e-05,0,0.018217895
0.25400001,328.60162,79.762146,1.3799093e-05,0,0.018220019
0.25420001,328.61255,79.788208,1.3799852e-05,0,0.018222144
0.25440001,328.62344,79.81427,1.3800612e-05,0,0.018224269
0.25459999,328.63437,79.840332,1.3801371e-05,0,0.018226393
0.25479999,328.64526,79.866402,1.3802131e-05,0,0.018228518
0.255,328.65616,79.892471,1.380289e-05,0,0.018230645
0.2552,328.66708,79.918549,1.3803649e-05,0,0.01823277
0.2554,328.67798,79.944626,1.3804409e-05,0,0.018234897
0.25560001,328.68887,79.970703,1.3805168e-05,0,0.018237023
0.25580001,328.69977,79.996788,1.3805928e-05,0,0.01823915
0.25600001,328.71066,80.022873,1.3806688e-05,0,0.018241277
0.25619999,328.72153,80.048958,1.3807447e-05,0,0.018243406
0.25639999,328.73242,80.07505,1.3808207e-05,0,0.018245533
0.25659999,328.74332,80.101151,1.3808966e-05,0,0.018247662
0.2568,328.75421,80.127243,1.3809726e-05,0,0.018249791
0.257,328.76508,80.153351,1.3810485e-05,0,0.01825192
0.2572,328.77597,80.179451,1.3811245e-05,0,0.018254049
0.25740001,328.78683,80.205559,1.3812005e-05,0,0.018256178
0.25760001,328.7977,80.231667,1.3812764e-05,0,0.018258309
0.25780001,328.80859,80.257782,1.3813524e-05,0,0.018260438
0.25799999,328.81946,80.283897,1.3814283e-05,0,0.018262569
0.25819999,328.83032,80.310013,1.3815044e-05,0,0.0182647
0.25839999,328.84119,80.336136,1.3815803e-05,0,0.018266832
0.2586,328.85205,80.362267,1.3816562e-05,0,0.018268963
0.2588,328.86292,80.38839,1.3817322e-05,0,0.018271096
0.259,328.87378,80.41452,1.3818082e-05,0,0.018273229
0.25920001,328.88464,80.440659,1.3818842e-05,0,0.018275362
0.25940001,328.89548,80.466797,1.3819601e-05,0,0.018277494
0.25960001,328.90634,80.492935,1.382036e-05,0,0.018279627
0.25979999,328.91721,80.519073,1.3821121e-05,0,0.018281762
0.25999999,328.92804,80.545227,1.382188e-05,0,0.018283896
0.26019999,328.93887,80.571373,1.382264e-05,0,0.018286029
0.2604,328.94974,80.597527,1.38234e-05,0,0.018288165
0.2606,328.96057,80.62368,1.3824159e-05,0,0.0182903
0.2608,328.97141,80.649841,1.382492e-05,0,0.018292435
0.26100001,328.98224,80.676003,1.3825679e-05,0,0.018294571
0.26120001,328.9931,80.702164,1.3826439e-05,0,0.018296707
0.26140001,329.00394,80.728333,1.3827199e-05,0,0.018298844
0.26159999,329.01477,80.754501,1.3827958e-05,0,0.01830098
0.26179999,329.02557,80.780678,1.3828719e-05,0,0.018303119
0.26199999,329.03641,80.806854,1.3829478e-05,0,0.018305255
0.2622,329.04724,80.833031,1.3830238e-05,0,0.018307393
0.2624,329.05807,80.859215,1.3830998e-05,0,0.018309532
0.2626,329.06888,80.885399,1.3831757e-05,0,0.01831167
0.26280001,329.07971,80.911591,1.3832518e-05,0,0.018313808
0.26300001,329.09052,80.937782,1.3833277e-05,0,0.018315949
0.26320001,329.10135,80.963974,1.3834037e-05,0,0.018318089
0.26339999,329.11215,80.990173,1.3834797e-05,0,0.018320227
0.26359999,329.12296,81.016373,1.3835557e-05,0,0.018322369
0.2638,329.13376,81.04258,1.3836317e-05,0,0.018324509
0.264,329.14456,81.068779,1.3837077e-05,0,0.018326649
0.2642,329.15536,81.094994,1.3837837e-05,0,0.018328791
0.26440001,329.16617,81.121208,1.3838597e-05,0,0.018330934
0.26460001,329.17697,81.147423,1.3839357e-05,0,0.018333076
0.26480001,329.18777,81.173637,1.3840116e-05,0,0.018335218
0.26499999,329.19858,81.19986,1.3840877e-05,0,0.01833736
0.26519999,329.20935,81.226089,1.3841637e-05,0,0.018339504
0.26539999,329.22015,81.252312,1.3842397e-05,0,0.018341647
0.2656,329.23096,81.278549,1.3843157e-05,0,0.018343791
0.2658,329.24173,81.304779,1.3843917e-05,0,0.018345935
0.266,329.25253,81.331017,1.3844677e-05,0,0.018348079
0.26620001,329.26331,81.357254,1.3845437e-05,0,0.018350225
0.26640001,329.27408,81.383499,1.3846197e-05,0,0.018352369
0.26660001,329.28485,81.409744,1.3846957e-05,0,0.018354515
0.26679999,329.29562,81.435997,1.3847717e-05,0,0.01835666
0.26699999,329.3064,81.46225,1.3848477e-05,0,0.018358808
0.26719999,329.31717,81.488503,1.3849238e-05,0,0.018360954
0.2674,329.32794,81.514763,1.3849998e-05,0,0.018363101
0.2676,329.33871,81.541023,1.3850758e-05,0,0.018365247
0.2678,329.34949,81.567284,1.3851518e-05,0,0.018367395
0.26800001,329.36026,81.593552,1.3852278e-05,0,0.018369544
0.26820001,329.371,81.619827,1.3853039e-05,0,0.018371692
0.26840001,329.38177,81.646095,1.3853799e-05,0,0.018373841
0.26859999,329.39252,81.672371,1.3854559e-05,0,0.018375989
0.26879999,329.40329,81.698654,1.3855319e-05,0,0.018378139
0.26899999,329.41403,81.724937,1.3856079e-05,0,0.01838029
0.2692,329.4248,81.751221,1.3856839e-05,0,0.018382439
0.2694,329.43555,81.777512,1.38576e-05,0,0.018384591
0.2696,329.44629,81.803802,1.385836e-05,0,0.01838674
0.26980001,329.45703,81.830093,1.385912e-05,0,0.018388892
0.27000001,329.46777,81.856392,1.3859881e-05,0,0.018391043
0.27020001,329.47852,81.882698,1.3860641e-05,0,0.018393196
0.27039999,329.48926,81.908997,1.3861401e-05,0,0.018395348
0.27059999,329.5,81.935303,1.3862162e-05,0,0.018397501
0.27079999,329.51071,81.961617,1.3862922e-05,0,0.018399654
0.271,329.52145,81.98793,1.3863682e-05,0,0.018401807
0.2712,329.5322,82.014244,1.3864443e-05,0,0.01840396
0.2714,329.54291,82.040565,1.3865203e-05,0,0.018406114
0.27160001,329.55365,82.066887,1.3865963e-05,0,0.018408269
0.27180001,329.56436,82.093208,1.3866724e-05,0,0.018410424
0.27200001,329.57507,82.119537,1.3867484e-05,0,0.018412579
0.27219999,329.58582,82.145866,1.3868245e-05,0,0.018414734
0.27239999,329.59653,82.172203,1.3869006e-05,0,0.018416891
0.2726,329.60724,82.19854,1.3869766e-05,0,0.018419046
0.2728,329.61795,82.224884,1.3870526e-05,0,0.018421203
0.273,329.62866,82.251228,1.3871287e-05,0,0.01842336
0.27320001,329.63937,82.277573,1.3872048e-05,0,0.018425517
0.27340001,329.65009,82.303925,1.3872808e-05,0,0.018427676
0.27360001,329.6608,82.330276,1.3873569e-05,0,0.018429833
