"Time","B5.medium.h","B5.level","B5.InnerTankTop[1].m_flow_negative","B5.InnerTankSide[1].m_flow_negative","B5.InnerTankBottom[1].m_flow_negative","controller.Transition1.enableFire","controller.Transition2.enableFire","controller.Transition3.enableFire","controller.Transition4.enableFire","controller.Transition5.enableFire","controller.Transition6.enableFire","controller.Transition7.enableFire","controller.Transition8.enableFire","controller.Transition9.enableFire","controller.Transition10.enableFire","controller.Transition11.enableFire","controller.Transition12.enableFire","controller.Transition13.enableFire","controller.TransitionWithSignal1.enableFire","volume5.medium.p","volume5.medium.h","P1.medium.p","P1.medium.h","P2.medium.p","P2.medium.h","B1.level","B1.medium.h","P1_on.y","P2_on.y","B2.level","B2.medium.h","B3.level","B3.medium.h","B4.level","B4.medium.h","B7.level","B7.medium.h","pipeB1B2.mediums[1].p","pipeB1B2.mediums[1].h","pipeB1B2.mediums[2].p","pipeB1B2.mediums[2].h","pipePump1B1.mediums[1].p","pipePump1B1.mediums[1].h","pipePump1B1.mediums[2].p","pipePump1B1.mediums[2].h","pipePump2B2.mediums[1].p","pipePump2B2.mediums[1].h","pipePump2B2.mediums[2].p","pipePump2B2.mediums[2].h","B6.level","B6.medium.h","volume4.medium.p","volume4.medium.h"
2154.5,395636.69,0.0098055033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141751.5,104212.84,149563.61,98987.188,0.23975237,94301.219,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.042914398,104163.48,101325,84013.055,101325,84013.055,140680.42,104197.21,102406.79,104181.35,140064.94,98261.484,110719.31,97460.281,0.0098403543,101181.78,99095.094,104159.94
2155,395629.31,0.009805466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141749.84,104213.16,149563.61,98987.188,0.24082649,94344.969,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.041840248,104163.02,101325,84013.055,101325,84013.055,140678.86,104197.64,102406.69,104181.89,140064.94,98261.484,110719.31,97460.281,0.0098403543,101180.79,99085.188,104160.18
2155.5,395621.97,0.0098054288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141748.19,104213.45,149563.61,98987.188,0.24190052,94388.336,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.040766187,104162.56,101325,84013.055,101325,84013.055,140677.31,104198.02,102406.59,104182.38,140064.94,98261.484,110719.31,97460.281,0.0098403534,101179.8,99075.281,104160.38
2156,395614.62,0.0098053906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141746.53,104213.7,149563.61,98987.188,0.24297446,94431.312,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.039692227,104162.1,101325,84013.055,101325,84013.055,140675.75,104198.35,102406.5,104182.81,140064.94,98261.484,110719.31,97460.281,0.0098403525,101178.81,99065.383,104160.55
2156.5,395607.28,0.0098053534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141744.89,104213.9,149563.61,98987.188,0.2440483,94473.898,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.03861836,104161.62,101325,84013.055,101325,84013.055,140674.19,104198.65,102406.4,104183.2,140064.94,98261.484,110719.31,97460.281,0.0098403515,101177.82,99055.484,104160.68
2157,395599.94,0.0098053161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141743.23,104214.06,149563.61,98987.188,0.24512203,94516.102,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.037544589,104161.15,101325,84013.055,101325,84013.055,140672.62,104198.89,102406.3,104183.54,140064.94,98261.484,110719.31,97460.281,0.0098403515,101176.84,99045.578,104160.77
2157.5,395592.59,0.0098052789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141741.58,104214.22,149563.61,98987.188,0.24619569,94558.008,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.036470912,104160.66,101325,84013.055,101325,84013.055,140671.08,104199.12,102406.21,104183.86,140064.94,98261.484,110719.31,97460.281,0.0098403506,101175.84,99035.68,104160.85
2158,395585.25,0.0098052407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141739.92,104214.34,149563.61,98987.188,0.24726924,94599.547,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.035397332,104160.15,101325,84013.055,101325,84013.055,140669.52,104199.32,102406.11,104184.14,140064.94,98261.484,110719.31,97460.281,0.0098403497,101174.85,99025.781,104160.9
2158.5,395577.91,0.0098052034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141738.27,104214.41,149563.61,98987.188,0.24834269,94640.727,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.034323845,104159.64,101325,84013.055,101325,84013.055,140667.95,104199.48,102406.02,104184.38,140064.94,98261.484,110719.31,97460.281,0.0098403487,101173.87,99015.891,104160.91
2159,395570.56,0.0098051662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141736.62,104214.47,149563.61,98987.188,0.24941605,94681.531,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.033250455,104159.12,101325,84013.055,101325,84013.055,140666.41,104199.59,102405.92,104184.58,140064.94,98261.484,110719.31,97460.281,0.0098403487,101172.88,99005.992,104160.9
2159.5,395563.22,0.0098051289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141734.97,104214.48,149563.61,98987.188,0.25048932,94721.977,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.032177161,104158.59,101325,84013.055,101325,84013.055,140664.84,104199.68,102405.82,104184.73,140064.94,98261.484,110719.31,97460.281,0.0098403478,101171.88,98996.094,104160.86
2160,395555.88,0.0098050907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141733.31,104214.47,149563.61,98987.188,0.25156251,94762.055,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.031103961,104158.06,101325,84013.055,101325,84013.055,140663.3,104199.73,102405.73,104184.84,140064.94,98261.484,110719.31,97460.281,0.0098403469,101170.9,98986.203,104160.78
2160.5,395548.53,0.0098050535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141731.67,104214.41,149563.61,98987.188,0.25263557,94801.766,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.030030858,104157.52,101325,84013.055,101325,84013.055,140661.73,104199.73,102405.63,104184.91,140064.94,98261.484,110719.31,97460.281,0.0098403459,101169.91,98976.305,104160.67
2161,395541.19,0.0098050162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141730.02,104214.35,149563.61,98987.188,0.25370857,94841.195,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.028957849,104156.95,101325,84013.055,101325,84013.055,140660.19,104199.73,102405.53,104184.98,140064.94,98261.484,110719.31,97460.281,0.0098403459,101168.92,98966.414,104160.55
2161.5,395533.84,0.009804979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141728.38,104214.27,149563.61,98987.188,0.25478145,94880.32,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.027884938,104156.36,101325,84013.055,101325,84013.055,140658.62,104199.7,102405.44,104185.02,140064.94,98261.484,110719.31,97460.281,0.009840345,101167.93,98956.523,104160.41
2162,395526.5,0.0098049408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141726.72,104214.16,149563.61,98987.188,0.25585425,94919.117,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.026812121,104155.76,101325,84013.055,101325,84013.055,140657.08,104199.65,102405.34,104185.02,140064.94,98261.484,110719.31,97460.281,0.0098403441,101166.94,98946.625,104160.24
2162.5,395519.16,0.0098049035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141725.06,104214.02,149563.61,98987.188,0.25692692,94957.57,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0257394,104155.14,101325,84013.055,101325,84013.055,140655.52,104199.56,102405.24,104185,140064.94,98261.484,110719.31,97460.281,0.0098403431,101165.95,98936.734,104160.05
2163,395511.81,0.0098048663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141723.42,104213.85,149563.61,98987.188,0.25799954,94995.695,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.024666775,104154.52,101325,84013.055,101325,84013.055,140653.97,104199.45,102405.15,104184.95,140064.94,98261.484,110719.31,97460.281,0.0098403431,101164.96,98926.852,104159.83
2163.5,395504.47,0.009804829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141721.78,104213.66,149563.61,98987.188,0.25907204,95033.477,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.023594243,104153.88,101325,84013.055,101325,84013.055,140652.41,104199.31,102405.05,104184.86,140064.94,98261.484,110719.31,97460.281,0.0098403422,101163.98,98916.961,104159.59
2164,395497.12,0.0098047908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141720.12,104213.44,149563.61,98987.188,0.26014444,95070.93,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.022521809,104153.22,101325,84013.055,101325,84013.055,140650.86,104199.14,102404.96,104184.74,140064.94,98261.484,110719.31,97460.281,0.0098403413,101162.98,98907.07,104159.32
2164.5,395489.78,0.0098047536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141718.48,104213.2,149563.61,98987.188,0.26121676,95108.078,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.021449471,104152.53,101325,84013.055,101325,84013.055,140649.31,104198.95,102404.86,104184.59,140064.94,98261.484,110719.31,97460.281,0.0098403404,101161.99,98897.18,104159.02
2165,395482.44,0.0098047163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141716.83,104212.94,149563.61,98987.188,0.26228899,95144.984,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.020377226,104151.79,101325,84013.055,101325,84013.055,140647.75,104198.74,102404.77,104184.45,140064.94,98261.484,110719.31,97460.281,0.0098403404,101161.01,98887.297,104158.71
2165.5,395475.09,0.0098046791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141715.19,104212.66,149563.61,98987.188,0.2633611,95181.586,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.019305078,104151.02,101325,84013.055,101325,84013.055,140646.2,104198.51,102404.67,104184.26,140064.94,98261.484,110719.31,97460.281,0.0098403394,101160.02,98877.414,104158.38
2166,395467.75,0.0098046409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141713.53,104212.34,149563.61,98987.188,0.26443315,95217.875,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.018233027,104150.23,101325,84013.055,101325,84013.055,140644.66,104198.25,102404.57,104184.05,140064.94,98261.484,110719.31,97460.281,0.0098403385,101159.03,98867.523,104158.02
2166.5,395460.41,0.0098046036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141711.89,104212.02,149563.61,98987.188,0.26550508,95253.859,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.017161069,104149.41,101325,84013.055,101325,84013.055,140643.11,104197.97,102404.48,104183.82,140064.94,98261.484,110719.31,97460.281,0.0098403376,101158.04,98857.641,104157.63
2167,395453.06,0.0098045664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141710.25,104211.66,149563.61,98987.188,0.26657692,95289.539,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.016089208,104148.57,101325,84013.055,101325,84013.055,140641.55,104197.66,102404.38,104183.56,140064.94,98261.484,110719.31,97460.281,0.0098403376,101157.05,98847.758,104157.23
2167.5,395445.72,0.0098045291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141708.59,104211.28,149563.61,98987.188,0.26764864,95324.906,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.015017443,104147.7,101325,84013.055,101325,84013.055,140640,104197.33,102404.28,104183.28,140064.94,98261.484,110719.31,97460.281,0.0098403366,101156.06,98837.875,104156.79
2168,395438.38,0.0098044919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141706.95,104210.88,149563.61,98987.188,0.2687203,95359.969,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.013945773,104146.8,101325,84013.055,101325,84013.055,140638.45,104196.97,102404.19,104182.97,140064.94,98261.484,110719.31,97460.281,0.0098403357,101155.08,98827.992,104156.34
2168.5,395431.03,0.0098044537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141705.31,104210.44,149563.61,98987.188,0.26979184,95394.781,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.012874199,104145.77,101325,84013.055,101325,84013.055,140636.91,104196.59,102404.09,104182.63,140064.94,98261.484,110719.31,97460.281,0.0098403348,101154.09,98818.117,104155.84
2169,395423.69,0.0098044164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141703.67,104209.97,149563.61,98987.188,0.27086329,95429.312,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.01180272,104144.66,101325,84013.055,101325,84013.055,140635.36,104196.17,102403.99,104182.27,140064.94,98261.484,110719.31,97460.281,0.0098403338,101153.1,98808.234,104155.3
2169.5,395416.38,0.0098043792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141702.03,104209.47,149563.61,98987.188,0.27193466,95463.562,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.010731337,104143.48,101325,84013.055,101325,84013.055,140633.81,104195.73,102403.9,104181.89,140064.94,98261.484,110719.31,97460.281,0.0098403338,101152.11,98798.352,104154.74
2169.8413,395411.34,0.0098043531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141700.91,104209.11,149563.61,98987.188,0.27266598,95486.789,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0099999998,104142.63,101325,84013.055,101325,84013.055,140632.75,104195.41,102403.84,104181.61,140064.94,98261.484,110719.31,97460.281,0.0098403329,101151.44,98791.609,104154.34
2169.8413,395411.34,0.0098043531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,141700.91,104209.11,149563.61,98987.188,0.27266598,95486.789,200,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0099999998,104142.63,101325,84013.055,101325,84013.055,140632.75,104195.41,102403.84,104181.61,140064.94,98261.484,110719.31,97460.281,0.0098403329,101151.44,98791.609,104154.34
2169.9299,395410.06,0.0098043466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,139604.89,104206.88,149563.61,98987.188,0.27280605,95491.219,140.9585,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098599158,104142.42,101325,84013.055,101325,84013.055,135964.08,104190.7,105001.12,104183.98,140064.94,98261.484,110719.31,97460.281,0.0098403329,101151.26,101556.24,104157.02
2169.9299,395410.06,0.0098043466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,139604.89,104206.88,149563.61,98987.188,0.27280605,95491.219,140.9585,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098599158,104142.42,101325,84013.055,101325,84013.055,135964.08,104190.7,105001.12,104183.98,140064.94,98261.484,110719.31,97460.281,0.0098403329,101151.26,101556.24,104157.02
2169.9414,395409.88,0.0098043457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,133.3334,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538762,104142.4,101325,84013.055,101325,84013.055,138135,104192.88,108800.2,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403329,101151.24,102308.97,104157.77
2169.9414,395409.88,0.0098043457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,133.3334,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538762,104142.4,101325,84013.055,101325,84013.055,138135,104192.88,108800.2,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403329,101151.24,102308.97,104157.77
2169.9414,395409.88,0.0098043457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,133.33333,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538762,104142.4,101325,84013.055,101325,84013.055,138134.98,104192.88,108800.2,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403329,101151.24,102308.97,104157.77
2169.9414,395409.88,0.0098043457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,133.33333,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538762,104142.4,101325,84013.055,101325,84013.055,138134.98,104192.88,108800.2,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403329,101151.24,102308.97,104157.77
2170,395409.03,0.0098043419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,94.220482,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538762,104142.27,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403329,101151.12,102308.97,104157.77
2170.1414,395406.94,0.0098043308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538762,104141.94,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403329,101150.84,102308.97,104157.77
2170.1414,395406.94,0.0098043308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538762,104141.94,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403329,101150.84,102308.97,104157.77
2170.5,395401.69,0.0098043038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538753,104141.1,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.009840332,101150.13,102308.97,104157.77
2171,395394.34,0.0098042665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538743,104139.95,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.009840331,101149.15,102308.97,104157.77
2171.5,395387,0.0098042293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538734,104138.79,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.009840331,101148.16,102308.97,104157.77
2172,395379.66,0.009804192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538725,104137.62,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403301,101147.17,102308.97,104157.77
2172.5,395372.31,0.0098041547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538725,104136.47,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403292,101146.18,102308.97,104157.77
2173,395364.97,0.0098041166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538715,104135.31,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403292,101145.2,102308.97,104157.77
2173.5,395357.62,0.0098040793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538706,104134.16,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403282,101144.21,102308.97,104157.77
2174,395350.31,0.0098040421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538697,104132.99,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403273,101143.22,102308.97,104157.77
2174.5,395342.97,0.0098040048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538687,104131.84,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403264,101142.23,102308.97,104157.77
2175,395335.62,0.0098039676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538678,104130.68,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403264,101141.24,102308.97,104157.77
2175.5,395328.28,0.0098039294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538669,104129.52,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403255,101140.26,102308.97,104157.77
2176,395320.94,0.0098038921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.009853866,104128.37,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403245,101139.27,102308.97,104157.77
2176.5,395313.62,0.0098038549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.009853865,104127.2,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403236,101138.28,102308.97,104157.77
2177,395306.28,0.0098038176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538641,104126.05,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403236,101137.3,102308.97,104157.77
2177.5,395298.94,0.0098037804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538641,104124.89,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403227,101136.31,102308.97,104157.77
2178,395291.59,0.0098037422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538632,104123.73,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403217,101135.32,102308.97,104157.77
2178.5,395284.25,0.0098037049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538622,104122.58,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403208,101134.34,102308.97,104157.77
2179,395276.94,0.0098036677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538613,104121.42,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403208,101133.35,102308.97,104157.77
2179.5,395269.59,0.0098036304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.27281207,95491.406,0,0,0.12649058,85426.477,0.0099303806,84013.977,0.027481798,84014.008,0.0098538604,104120.27,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098403199,101132.37,102308.97,104157.77
