"Time","smpm.idq_sr[1]","smpm.idq_sr[2]","inertiaLoad.phi","inertiaLoad.w","dqCurrentController.PI_d.x","dqCurrentController.PI_q.x"
0.34099999,-75.621323,119.56042,-29.183249,-22.366146,0.28897971,-0.82920492
0.34200001,-75.620346,119.55728,-29.205454,-22.045483,0.28539157,-0.82009584
0.34299999,-75.619362,119.55412,-29.227339,-21.725029,0.28181872,-0.81101555
0.34400001,-75.618362,119.55095,-29.248903,-21.404778,0.27826077,-0.80196363
0.345,-75.617348,119.54774,-29.270149,-21.08473,0.27471748,-0.79293948
0.34599999,-75.616325,119.54453,-29.291073,-20.764881,0.27118853,-0.78394252
0.347,-75.615295,119.54129,-29.311678,-20.445229,0.26767364,-0.77497226
0.34799999,-75.61425,119.53804,-29.331964,-20.125769,0.26417252,-0.76602817
0.34900001,-75.613197,119.53477,-29.351931,-19.806501,0.26068491,-0.75710982
0.34999999,-75.612129,119.53147,-29.371576,-19.487423,0.25721049,-0.74821669
0.35100001,-75.611053,119.52816,-29.390905,-19.168531,0.25374907,-0.73934823
0.352,-75.60997,119.52483,-29.409914,-18.849823,0.25030032,-0.7305041
0.35299999,-75.608871,119.52149,-29.428604,-18.531294,0.24686404,-0.72168368
0.354,-75.607765,119.51813,-29.446976,-18.212944,0.24343994,-0.71288663
0.35499999,-75.606651,119.51476,-29.465031,-17.89477,0.2400278,-0.70411247
0.35600001,-75.60553,119.51136,-29.482765,-17.576771,0.23662739,-0.69536078
0.35699999,-75.604401,119.50795,-29.500183,-17.25894,0.23323846,-0.68663114
0.35800001,-75.603256,119.50453,-29.517284,-16.941278,0.22986078,-0.67792308
0.359,-75.602112,119.50109,-29.534067,-16.623781,0.22649413,-0.66923624
0.36000001,-75.600952,119.49763,-29.550531,-16.306446,0.2231383,-0.6605702
0.361,-75.599785,119.49417,-29.566679,-15.989274,0.21979307,-0.65192461
0.36199999,-75.59861,119.49068,-29.58251,-15.672257,0.21645823,-0.64329904
0.36300001,-75.597435,119.48719,-29.598024,-15.355397,0.21313359,-0.63469315
0.36399999,-75.596245,119.48368,-29.61322,-15.03869,0.20981891,-0.6261065
0.36500001,-75.595047,119.48016,-29.628101,-14.722133,0.20651403,-0.61753875
0.366,-75.593842,119.47662,-29.642666,-14.405723,0.20321876,-0.6089896
0.36700001,-75.592636,119.47308,-29.656914,-14.089458,0.19993287,-0.60045868
0.368,-75.591415,119.46951,-29.670845,-13.773336,0.19665623,-0.59194559
0.36899999,-75.590195,119.46594,-29.68446,-13.457355,0.19338861,-0.58345002
0.37,-75.588959,119.46236,-29.69776,-13.14151,0.19012988,-0.57497168
0.37099999,-75.587723,119.45876,-29.710743,-12.825802,0.18687981,-0.5665102
0.37200001,-75.586479,119.45515,-29.723412,-12.510225,0.18363827,-0.5580653
0.373,-75.585228,119.45154,-29.735764,-12.194779,0.1804051,-0.54963666
0.37400001,-75.583977,119.44791,-29.747801,-11.879461,0.1771801,-0.54122394
0.375,-75.58271,119.44426,-29.759521,-11.564269,0.17396314,-0.5328269
0.37599999,-75.581444,119.44061,-29.770929,-11.249199,0.17075406,-0.52444518
0.377,-75.58017,119.43694,-29.782021,-10.93425,0.16755269,-0.51607853
0.37799999,-75.578888,119.43327,-29.792797,-10.619419,0.1643589,-0.50772661
0.37900001,-75.577606,119.42959,-29.803259,-10.304703,0.16117252,-0.49938923
0.38,-75.576317,119.4259,-29.813406,-9.9901009,0.15799342,-0.4910661
0.38100001,-75.57502,119.4222,-29.82324,-9.6756096,0.15482147,-0.48275688
0.382,-75.573723,119.41848,-29.832758,-9.3612261,0.15165649,-0.47446138
0.38299999,-75.572411,119.41476,-29.841963,-9.0469494,0.1484984,-0.46617931
0.384,-75.571106,119.41103,-29.850853,-8.7327757,0.14534703,-0.45791042
0.38499999,-75.569786,119.40729,-29.859428,-8.418704,0.14220224,-0.44965443
0.38600001,-75.568466,119.40353,-29.867689,-8.1047316,0.13906394,-0.44141117
0.38699999,-75.567139,119.39978,-29.875637,-7.7908554,0.13593197,-0.43318033
0.38800001,-75.565811,119.39601,-29.883272,-7.4770737,0.13280623,-0.42496172
0.389,-75.564476,119.39223,-29.890591,-7.163384,0.12968658,-0.41675505
0.38999999,-75.563141,119.38845,-29.897598,-6.8497839,0.12657291,-0.40856016
0.391,-75.561798,119.38466,-29.904291,-6.536272,0.1234651,-0.40037677
0.39199999,-75.560448,119.38086,-29.910671,-6.2228451,0.12036305,-0.3922047
0.39300001,-75.559097,119.37704,-29.916737,-5.9095016,0.11726663,-0.38404369
0.39399999,-75.557739,119.37323,-29.922489,-5.5962386,0.11417574,-0.37589359
0.39500001,-75.556381,119.36941,-29.927929,-5.2830548,0.11109027,-0.36775413
0.396,-75.555016,119.36557,-29.933056,-4.9699478,0.10801012,-0.35962516
0.39700001,-75.55365,119.36173,-29.93787,-4.6569152,0.10493518,-0.35150641
0.398,-75.552277,119.35789,-29.942369,-4.3439555,0.10186535,-0.34339774
0.39899999,-75.550903,119.35403,-29.946558,-4.0310669,0.098800533,-0.33529893
0.40000001,-75.549522,119.35017,-29.950432,-3.7182472,0.095740624,-0.3272098
0.40099999,-75.548141,119.34631,-29.953993,-3.4054942,0.092685536,-0.31913015
0.40200001,-75.546761,119.34243,-29.957243,-3.0928066,0.089635171,-0.3110598
0.403,-75.545372,119.33855,-29.96018,-2.7801826,0.086589433,-0.30299857
0.40400001,-75.543976,119.33466,-29.962803,-2.4676204,0.08354824,-0.29494631
0.405,-75.54258,119.33076,-29.965115,-2.1551206,0.080511503,-0.28690279
0.40599999,-75.541183,119.32686,-29.967113,-1.8426808,0.077479124,-0.27886787
0.40700001,-75.53978,119.32295,-29.9688,-1.5303001,0.074451029,-0.27084139
0.40799999,-75.538376,119.31904,-29.970175,-1.2179776,0.071427137,-0.26282313
0.40900001,-75.536964,119.31512,-29.971235,-0.9057138,0.068407357,-0.25481302
0.41,-75.535553,119.3112,-29.971985,-0.59351295,0.065391615,-0.24681084
0.41100001,-75.534142,119.30726,-29.972424,-0.2813848,0.062379841,-0.23881647
0.41190177,-75.53286,119.30371,-29.972549,5.6474732e-15,0.059667245,-0.23161393
0.41190177,-75.53286,119.30371,-29.972549,5.6474732e-15,0.059667245,-0.23161393
0.412,-75.532722,119.30333,-29.972548,0.030639069,0.059371971,-0.23082978
0.41299999,-75.531303,119.29939,-29.972359,0.34248957,0.056367952,-0.2228507
0.414,-75.529884,119.29545,-29.971861,0.65425622,0.053367686,-0.21487901
0.41499999,-75.528465,119.2915,-29.97105,0.96595472,0.050371129,-0.20691466
0.41600001,-75.527039,119.28756,-29.969929,1.2775904,0.047378223,-0.1989575
0.417,-75.525612,119.2836,-29.968494,1.5891656,0.044388894,-0.19100742
0.41800001,-75.524185,119.27964,-29.966751,1.9006814,0.041403078,-0.18306427
0.419,-75.522751,119.27568,-29.964693,2.2121377,0.038420707,-0.17512792
0.41999999,-75.521324,119.27171,-29.962326,2.5235338,0.035441723,-0.16719826
0.421,-75.519882,119.26774,-29.959646,2.8348691,0.032466058,-0.15927514
0.42199999,-75.518448,119.26376,-29.956656,3.146142,0.029493656,-0.15135847
0.42300001,-75.517006,119.25978,-29.953354,3.4573512,0.026524456,-0.14344811
0.42399999,-75.515564,119.2558,-29.949741,3.7684948,0.023558404,-0.13554396
0.42500001,-75.514122,119.25181,-29.945818,4.0795712,0.020595444,-0.12764591
0.426,-75.512672,119.24782,-29.941582,4.3905787,0.017635522,-0.11975385
0.42699999,-75.51123,119.24382,-29.937037,4.7015152,0.014678589,-0.11186769
0.428,-75.509781,119.23982,-29.932178,5.0123792,0.011724592,-0.10398732
0.42899999,-75.508331,119.23582,-29.927011,5.3231678,0.0087734852,-0.096112654
0.43000001,-75.506882,119.23182,-29.921534,5.6338797,0.0058252206,-0.088243596
0.43099999,-75.505424,119.22781,-29.915745,5.9445124,0.0028797535,-0.08038006
0.43200001,-75.503967,119.2238,-29.909645,6.255064,-6.2960236e-05,-0.072521962
0.433,-75.502518,119.21979,-29.903234,6.5655327,-0.0030029623,-0.064669222
0.43399999,-75.50106,119.21577,-29.896513,6.8759155,-0.0059402934,-0.056821764
0.435,-75.499603,119.21176,-29.889482,7.1862111,-0.0088749938,-0.048979506
0.43599999,-75.498138,119.20774,-29.882141,7.4964166,-0.011807101,-0.041142378
0.43700001,-75.496681,119.20372,-29.874489,7.8065305,-0.014736651,-0.033310317
0.43799999,-75.495224,119.1997,-29.866528,8.1165495,-0.017663682,-0.025483245
0.43900001,-75.493759,119.19568,-29.858255,8.4264727,-0.020588225,-0.017661106
0.44,-75.492294,119.19166,-29.849674,8.7362976,-0.023510316,-0.0098438375
0.44100001,-75.490837,119.18763,-29.840784,9.0460215,-0.026429985,-0.0020313815
0.442,-75.489372,119.18361,-29.831583,9.3556423,-0.029347261,0.0057763178
0.44299999,-75.487907,119.17958,-29.822073,9.6651573,-0.032262176,0.013579315
0.44400001,-75.486443,119.17555,-29.812252,9.9745646,-0.035174754,0.021377658
0.44499999,-75.484978,119.17152,-29.802124,10.283863,-0.038085029,0.029171394
0.44600001,-75.483513,119.1675,-29.791685,10.593048,-0.040993016,0.036960568
0.447,-75.482048,119.16348,-29.780937,10.90212,-0.043898746,0.044745222
0.44800001,-75.480576,119.15945,-29.76988,11.211073,-0.046802241,0.052525394
0.449,-75.479111,119.15542,-29.758514,11.519909,-0.049703527,0.060301133
0.44999999,-75.477646,119.15139,-29.746841,11.828623,-0.052602626,0.068072475
0.45100001,-75.476181,119.14736,-29.734858,12.137213,-0.055499554,0.075839445
0.45199999,-75.474709,119.14333,-29.722567,12.445678,-0.058394331,0.083602071
0.45300001,-75.473244,119.13931,-29.709967,12.754014,-0.061286978,0.091360398
0.454,-75.471779,119.13528,-29.697058,13.06222,-0.064177506,0.099114433
0.45500001,-75.470314,119.13126,-29.683842,13.370293,-0.067065947,0.10686423
0.456,-75.468842,119.12723,-29.670319,13.67823,-0.069952309,0.11460979
0.45699999,-75.467377,119.12321,-29.656487,13.986032,-0.0728366,0.12235115
0.458,-75.465912,119.11919,-29.642345,14.293693,-0.075718842,0.13008833
0.45899999,-75.464447,119.11517,-29.627899,14.601212,-0.078599051,0.13782133
0.46000001,-75.462982,119.11115,-29.613144,14.908587,-0.081477225,0.14555018
0.461,-75.461517,119.10712,-29.598082,15.215816,-0.084353395,0.15327489
0.46200001,-75.460052,119.1031,-29.582712,15.522896,-0.087227568,0.16099548
0.463,-75.458588,119.09909,-29.567036,15.829824,-0.090099744,0.16871198
0.46399999,-75.457123,119.09508,-29.551052,16.1366,-0.092969939,0.17642435
0.465,-75.455658,119.09106,-29.534763,16.44322,-0.095838167,0.18413265
0.46599999,-75.454193,119.08705,-29.518166,16.749683,-0.098704427,0.19183686
0.46700001,-75.452728,119.08305,-29.501263,17.055986,-0.10156874,0.19953699
0.46799999,-75.451271,119.07904,-29.484055,17.362125,-0.1044311,0.20723306
0.46900001,-75.449806,119.07504,-29.466539,17.668102,-0.10729152,0.21492505
0.47,-75.448349,119.07103,-29.448717,17.973911,-0.11015,0.22261296
0.47099999,-75.446892,119.06703,-29.430592,18.279551,-0.11300655,0.23029682
0.472,-75.445427,119.06303,-29.412159,18.58502,-0.11586117,0.2379766
0.47299999,-75.44397,119.05904,-29.393421,18.890314,-0.11871388,0.2456523
0.47400001,-75.442513,119.05505,-29.374378,19.195435,-0.12156466,0.25332394
0.47499999,-75.441055,119.05106,-29.35503,19.500376,-0.12441353,0.26099148
0.47600001,-75.439606,119.04707,-29.335377,19.805138,-0.12726049,0.26865497
0.477,-75.438148,119.04308,-29.31542,20.109716,-0.13010553,0.27631435
0.47799999,-75.436691,119.0391,-29.295158,20.41411,-0.13294867,0.28396961
0.479,-75.435242,119.03513,-29.274591,20.718317,-0.13578989,0.29162076
0.47999999,-75.433792,119.03114,-29.253721,21.022335,-0.13862921,0.2992678
0.48100001,-75.432343,119.02718,-29.232548,21.326162,-0.14146662,0.30691072
0.48199999,-75.430893,119.0232,-29.211069,21.629797,-0.14430211,0.31454948
0.48300001,-75.429443,119.01923,-29.189287,21.933233,-0.14713569,0.32218409
0.484,-75.427994,119.01527,-29.167204,22.236473,-0.14996737,0.32981449
0.48500001,-75.426552,119.01131,-29.144815,22.539515,-0.15279713,0.33744073
0.486,-75.42511,119.00735,-29.122124,22.842352,-0.15562499,0.34506279
0.48699999,-75.42366,119.0034,-29.099131,23.144985,-0.15845092,0.35268059
0.48800001,-75.422218,118.99946,-29.075834,23.447412,-0.16127492,0.36029419
0.48899999,-75.420776,118.99551,-29.052235,23.74963,-0.16409701,0.3679035
0.49000001,-75.419342,118.99157,-29.028336,24.051638,-0.16691718,0.37550855
0.491,-75.4179,118.98763,-29.004133,24.353432,-0.1697354,0.38310933
0.49200001,-75.416466,118.9837,-28.979628,24.65501,-0.17255169,0.39070576
0.493,-75.415031,118.97977,-28.954823,24.956373,-0.17536606,0.39829788
0.49399999,-75.413597,118.97584,-28.929716,25.257515,-0.17817847,0.40588564
0.495,-75.412163,118.97192,-28.904308,25.558435,-0.18098894,0.41346905
0.49599999,-75.410736,118.96799,-28.878599,25.859133,-0.18379745,0.42104802
0.49700001,-75.409302,118.96408,-28.852589,26.159605,-0.18660398,0.42862254
0.498,-75.407875,118.96017,-28.826279,26.459848,-0.18940856,0.4361926
0.49900001,-75.406448,118.95626,-28.799669,26.759863,-0.19221115,0.44375819
0.5,-75.405022,118.95236,-28.77276,27.059643,-0.19501176,0.45131928
0.50099999,-75.403603,118.94846,-28.74555,27.35919,-0.1978104,0.45887583
0.50199997,-75.402184,118.94457,-28.718042,27.658503,-0.20060703,0.46642783
0.50300002,-75.400757,118.94068,-28.690233,27.957575,-0.20340165,0.47397524
0.50400001,-75.399345,118.9368,-28.662127,28.256407,-0.20619427,0.481518
0.505,-75.397926,118.93291,-28.63372,28.554996,-0.20898487,0.48905614
0.50599998,-75.396507,118.92904,-28.605017,28.853342,-0.21177343,0.4965896
0.50700003,-75.395096,118.92517,-28.576014,29.151442,-0.21455997,0.50411838
0.50800002,-75.393684,118.9213,-28.546713,29.449291,-0.21734445,0.5116424
0.509,-75.392273,118.91744,-28.517117,29.746891,-0.22012688,0.51916164
0.50999999,-75.390869,118.91359,-28.487221,30.044237,-0.22290725,0.52667606
0.51099998,-75.389458,118.90974,-28.457027,30.34133,-0.22568554,0.53418565
0.51200002,-75.388054,118.90589,-28.426537,30.638165,-0.22846174,0.54169041
0.51300001,-75.386658,118.90205,-28.39575,30.934742,-0.23123586,0.54919028
0.514,-75.385254,118.89821,-28.364668,31.231056,-0.23400788,0.55668521
0.51499999,-75.383858,118.89438,-28.333288,31.527111,-0.23677778,0.56417513
0.51599997,-75.382454,118.89055,-28.301615,31.822899,-0.23954557,0.5716601
0.51700002,-75.381065,118.88673,-28.269644,32.11842,-0.24231122,0.57914007
0.51800001,-75.379669,118.88291,-28.237377,32.413673,-0.24507473,0.58661491
0.51899999,-75.378281,118.8791,-28.204817,32.708656,-0.24783608,0.59408468
0.51999998,-75.376884,118.87529,-28.171961,33.003368,-0.25059527,0.60154933
0.52100003,-75.375504,118.87149,-28.138809,33.297802,-0.25335228,0.60900879
0.52200001,-75.374115,118.86769,-28.105364,33.591961,-0.25610709,0.61646301
0.523,-75.372734,118.86391,-28.071625,33.885841,-0.25885972,0.62391204
0.52399999,-75.371353,118.86012,-28.037592,34.179443,-0.26161012,0.63135576
0.52499998,-75.369972,118.85634,-28.003267,34.472763,-0.26435831,0.63879412
0.52600002,-75.368591,118.85256,-27.968647,34.765797,-0.26710427,0.64622718
0.52700001,-75.367218,118.84879,-27.933735,35.058544,-0.26984796,0.65365487
0.528,-75.365845,118.84503,-27.898531,35.351006,-0.27258942,0.66107708
0.52899998,-75.364471,118.84127,-27.863033,35.643177,-0.27532861,0.66849387
0.52999997,-75.363106,118.83752,-27.827244,35.935055,-0.2780655,0.67590517
0.53100002,-75.361732,118.83377,-27.791162,36.226643,-0.2808001,0.68331087
0.53200001,-75.360367,118.83003,-27.754791,36.517933,-0.28353241,0.69071102
0.53299999,-75.359009,118.82629,-27.718128,36.808926,-0.28626236,0.69810557
0.53399998,-75.357643,118.82256,-27.681173,37.099617,-0.28899002,0.7054944
0.53500003,-75.356285,118.81884,-27.643929,37.390011,-0.29171532,0.71287757
0.53600001,-75.354927,118.81512,-27.606394,37.680103,-0.29443827,0.72025502
0.537,-75.353577,118.81141,-27.568567,37.969887,-0.29715884,0.72762674
0.53799999,-75.352226,118.8077,-27.530453,38.259369,-0.29987705,0.73499256
0.53899997,-75.350876,118.804,-27.49205,38.548538,-0.30259284,0.7423526
0.54000002,-75.349525,118.80031,-27.453356,38.837399,-0.30530623,0.74970669
0.54100001,-75.348183,118.79662,-27.414375,39.12595,-0.30801719,0.75705492
0.542,-75.34684,118.79293,-27.375105,39.414185,-0.31072572,0.76439714
0.54299998,-75.345497,118.78925,-27.335546,39.702106,-0.31343183,0.77173334
0.54400003,-75.344154,118.78558,-27.2957,39.989712,-0.31613544,0.77906352
0.54500002,-75.342819,118.78192,-27.255568,40.276997,-0.3188366,0.78638756
0.546,-75.341484,118.77826,-27.215147,40.563961,-0.32153526,0.79370552
0.54699999,-75.340149,118.7746,-27.17444,40.850605,-0.32423142,0.80101728
0.54799998,-75.338821,118.77096,-27.133446,41.136921,-0.32692507,0.80832291
0.54900002,-75.337494,118.76732,-27.092165,41.422916,-0.32961619,0.81562221
0.55000001,-75.336166,118.76368,-27.0506,41.70858,-0.33230478,0.82291526
0.551,-75.334846,118.76006,-27.008749,41.993919,-0.33499083,0.83020192
0.55199999,-75.333527,118.75643,-26.966612,42.278923,-0.33767429,0.83748227
0.55299997,-75.332207,118.75282,-26.924191,42.563599,-0.34035516,0.84475625
0.55400002,-75.330887,118.74921,-26.881485,42.847939,-0.34303346,0.85202372
0.55500001,-75.329575,118.7456,-26.838495,43.131943,-0.34570915,0.8592847
0.55599999,-75.328262,118.742,-26.795221,43.415607,-0.3483822,0.86653918
0.55699998,-75.326958,118.73841,-26.751663,43.698936,-0.35105264,0.87378705
0.55800003,-75.325645,118.73483,-26.707823,43.981922,-0.35372043,0.88102835
0.55900002,-75.324341,118.73125,-26.6637,44.264565,-0.35638553,0.88826299
0.56,-75.323044,118.72768,-26.619295,44.546867,-0.35904798,0.89549094
0.56099999,-75.321739,118.72411,-26.574606,44.828823,-0.36170772,0.90271211
0.56199998,-75.320442,118.72055,-26.529636,45.110432,-0.36436477,0.90992659
0.56300002,-75.319153,118.717,-26.484386,45.391689,-0.36701912,0.91713423
0.56400001,-75.317856,118.71345,-26.438854,45.6726,-0.36967072,0.924335
0.565,-75.316566,118.70991,-26.393042,45.953156,-0.37231958,0.93152887
0.56599998,-75.315285,118.70638,-26.346947,46.23336,-0.3749657,0.93871582
0.56699997,-75.313995,118.70285,-26.300573,46.51321,-0.37760904,0.94589579
0.56800002,-75.312714,118.69933,-26.253922,46.792702,-0.38024959,0.95306879
0.56900001,-75.311432,118.69582,-26.206989,47.071838,-0.38288733,0.9602347
0.56999999,-75.310158,118.69231,-26.159779,47.350613,-0.38552228,0.96739352
0.57099998,-75.308876,118.6888,-26.112288,47.629028,-0.38815442,0.97454518
0.57200003,-75.30761,118.68531,-26.06452,47.907082,-0.3907837,0.98168975
0.57300001,-75.306335,118.68182,-26.016474,48.184769,-0.39341012,0.98882705
0.574,-75.305069,118.67834,-25.968151,48.46209,-0.3960337,0.99595708
0.57499999,-75.303802,118.67487,-25.91955,48.739048,-0.39865437,1.0030799
0.57599998,-75.302544,118.6714,-25.870672,49.015636,-0.40127218,1.0101953
0.57700002,-75.301277,118.66794,-25.821518,49.291851,-0.40388706,1.0173033
0.57800001,-75.300018,118.66448,-25.772089,49.567699,-0.40649906,1.024404
0.579,-75.298767,118.66104,-25.722383,49.843174,-0.4091081,1.0314972
0.57999998,-75.297516,118.6576,-25.672403,50.118271,-0.4117142,1.0385829
0.58099997,-75.296265,118.65417,-25.622147,50.392998,-0.41431734,1.0456611
0.58200002,-75.295013,118.65073,-25.571617,50.667343,-0.4169175,1.0527318
0.583,-75.29377,118.64732,-25.520813,50.941315,-0.41951469,1.0597948
0.58399999,-75.292526,118.64391,-25.469734,51.214901,-0.42210886,1.0668502
0.58499998,-75.29129,118.6405,-25.418383,51.48811,-0.42470005,1.0738978
0.58600003,-75.290047,118.63709,-25.366758,51.760937,-0.4272882,1.0809379
0.58700001,-75.288811,118.63371,-25.314861,52.033379,-0.42987332,1.08797
0.588,-75.287582,118.63032,-25.262691,52.305435,-0.43245536,1.0949944
0.58899999,-75.286354,118.62694,-25.210251,52.577106,-0.43503436,1.1020111
0.58999997,-75.285126,118.62357,-25.157537,52.848389,-0.4376103,1.1090198
0.59100002,-75.283897,118.6202,-25.104553,53.119282,-0.44018313,1.1160206
0.59200001,-75.282677,118.61684,-25.051298,53.389786,-0.44275287,1.1230134
0.59299999,-75.281456,118.61349,-24.997774,53.659897,-0.44531947,1.1299982
0.59399998,-75.280243,118.61015,-24.943979,53.929615,-0.44788295,1.136975
0.59500003,-75.279022,118.6068,-24.889915,54.19894,-0.4504433,1.1439439
0.59600002,-75.277817,118.60348,-24.835581,54.467869,-0.45300052,1.1509045
0.597,-75.276604,118.60015,-24.780979,54.736401,-0.45555454,1.1578571
0.59799999,-75.275398,118.59683,-24.726109,55.004536,-0.45810539,1.1648015
0.59899998,-75.274193,118.59352,-24.670971,55.27227,-0.46065304,1.1717376
0.60000002,-75.272995,118.59023,-24.615564,55.539608,-0.4631975,1.1786655
0.60100001,-75.27179,118.58693,-24.559891,55.806538,-0.46573874,1.1855851
0.602,-75.270599,118.58363,-24.503952,56.073071,-0.46827674,1.1924964
0.60299999,-75.269402,118.58035,-24.447746,56.339195,-0.47081152,1.1993994
0.60399997,-75.268211,118.57708,-24.391273,56.604916,-0.47334304,1.2062938
0.60500002,-75.267021,118.57381,-24.334536,56.870232,-0.47587129,1.2131799
0.60600001,-75.265839,118.57055,-24.277533,57.135136,-0.47839627,1.2200576
0.60699999,-75.264656,118.5673,-24.220266,57.399635,-0.48091796,1.2269268
0.60799998,-75.263474,118.56405,-24.162733,57.663723,-0.48343635,1.2337874
0.60900003,-75.262291,118.56081,-24.104939,57.927402,-0.48595139,1.2406394
0.61000001,-75.261116,118.55758,-24.046879,58.190666,-0.48846313,1.2474829
0.611,-75.259949,118.55435,-23.988558,58.453518,-0.49097157,1.2543176
0.61199999,-75.258774,118.55114,-23.929972,58.715958,-0.4934766,1.2611438
0.61299998,-75.257607,118.54793,-23.871124,58.977978,-0.4959783,1.2679611
0.61400002,-75.256447,118.54472,-23.812016,59.239582,-0.49847662,1.2747698
0.61500001,-75.25528,118.54153,-23.752645,59.500771,-0.50097156,1.2815697
0.616,-75.25412,118.53834,-23.693014,59.761539,-0.50346309,1.2883608
0.61699998,-75.252968,118.53516,-23.633123,60.021889,-0.50595123,1.295143
0.61799997,-75.251808,118.53197,-23.572971,60.281818,-0.50843596,1.3019164
0.61900002,-75.250656,118.52881,-23.51256,60.541328,-0.51091725,1.3086808
0.62,-75.249512,118.52565,-23.451889,60.800411,-0.51339507,1.3154362
0.62099999,-75.248367,118.52249,-23.390959,61.059071,-0.5158695,1.3221827
0.62199998,-75.247223,118.51935,-23.329771,61.317307,-0.51834041,1.3289201
0.62300003,-75.246078,118.5162,-23.268324,61.575115,-0.52080786,1.3356487
0.62400001,-75.244942,118.51308,-23.206621,61.8325,-0.5232718,1.342368
0.625,-75.243805,118.50995,-23.144659,62.089455,-0.52573228,1.3490782
0.62599999,-75.242676,118.50684,-23.082441,62.345982,-0.52818924,1.3557793
0.62699997,-75.241539,118.50372,-23.019968,62.602077,-0.53064269,1.3624712
0.62800002,-75.240417,118.50062,-22.957237,62.857742,-0.53309256,1.3691539
0.62900001,-75.239288,118.49752,-22.894253,63.11298,-0.53553897,1.3758273
0.63,-75.238167,118.49443,-22.831013,63.367779,-0.53798175,1.3824915
0.63099998,-75.237045,118.49135,-22.767517,63.62215,-0.54042101,1.3891464
0.63200003,-75.235931,118.48827,-22.703768,63.876083,-0.54285669,1.3957919
0.63300002,-75.234818,118.48521,-22.639765,64.129585,-0.5452888,1.4024282
0.634,-75.233704,118.48215,-22.575508,64.382645,-0.54771727,1.4090549
0.63499999,-75.232597,118.4791,-22.511,64.635269,-0.55014217,1.4156723
0.63599998,-75.231491,118.47605,-22.446239,64.887459,-0.55256349,1.4222802
0.63700002,-75.230385,118.47301,-22.381226,65.139206,-0.55498117,1.4288785
0.63800001,-75.229286,118.46998,-22.31596,65.390518,-0.55739516,1.4354675
0.639,-75.228188,118.46696,-22.250444,65.641388,-0.55980557,1.4420469
0.63999999,-75.227089,118.46394,-22.184677,65.891815,-0.56221229,1.4486166
0.64099997,-75.225998,118.46093,-22.11866,66.1418,-0.56461537,1.4551768
0.64200002,-75.224907,118.45793,-22.052395,66.391342,-0.56701475,1.4617274
0.64300001,-75.223824,118.45493,-21.985878,66.640442,-0.56941044,1.4682682
0.64399999,-75.22274,118.45195,-21.919113,66.889099,-0.5718025,1.4747994
0.64499998,-75.221657,118.44897,-21.8521,67.137314,-0.5741908,1.4813209
0.64600003,-75.220573,118.44599,-21.78484,67.385078,-0.5765754,1.4878325
0.64700001,-75.219498,118.44302,-21.717331,67.632393,-0.57895631,1.4943346
0.648,-75.218422,118.44007,-21.649574,67.879265,-0.58133346,1.5008267
0.64899999,-75.217354,118.43712,-21.581572,68.125687,-0.58370686,1.5073091
0.64999998,-75.216286,118.43417,-21.513323,68.371658,-0.58607656,1.5137815
0.65100002,-75.215218,118.43124,-21.444828,68.61718,-0.5884425,1.5202441
0.65200001,-75.214157,118.42831,-21.376089,68.862259,-0.59080464,1.5266968
0.653,-75.213097,118.42538,-21.307104,69.10688,-0.59316301,1.5331396
0.65399998,-75.212036,118.42247,-21.237875,69.351051,-0.59551764,1.5395724
0.65499997,-75.210983,118.41956,-21.168402,69.594765,-0.59786844,1.5459952
0.65600002,-75.20993,118.41666,-21.098686,69.838036,-0.60021544,1.552408
0.65700001,-75.208878,118.41376,-21.028727,70.080849,-0.60255861,1.5588107
0.65799999,-75.207832,118.41088,-20.958525,70.323204,-0.60489804,1.5652034
0.65899998,-75.206787,118.408,-20.888081,70.565109,-0.60723358,1.571586
0.66000003,-75.205742,118.40514,-20.817394,70.806549,-0.60956526,1.5779585
0.66100001,-75.204704,118.40227,-20.746468,71.047546,-0.61189312,1.5843208
0.662,-75.203667,118.39941,-20.675299,71.288078,-0.61421716,1.590673
0.66299999,-75.202637,118.39656,-20.603891,71.528152,-0.61653733,1.5970149
0.66399997,-75.201607,118.39372,-20.532244,71.767769,-0.61885363,1.6033467
0.66500002,-75.200577,118.39088,-20.460356,72.006927,-0.62116599,1.6096683
0.66600001,-75.199554,118.38805,-20.388229,72.245628,-0.62347454,1.6159794
0.667,-75.198524,118.38524,-20.315865,72.483871,-0.62577921,1.6222805
0.66799998,-75.19751,118.38242,-20.243261,72.721649,-0.62807995,1.6285712
0.66900003,-75.196487,118.37962,-20.170422,72.958969,-0.63037676,1.6348515
0.67000002,-75.195473,118.37682,-20.097343,73.195831,-0.63266969,1.6411214
0.671,-75.194466,118.37403,-20.024031,73.432228,-0.63495868,1.6473811
0.67199999,-75.193451,118.37125,-19.95048,73.668159,-0.63724375,1.6536303
0.67299998,-75.192444,118.36847,-19.876694,73.903633,-0.63952488,1.659869
0.67400002,-75.191444,118.3657,-19.802673,74.138634,-0.64180207,1.6660973
0.67500001,-75.190437,118.36294,-19.728416,74.373184,-0.64407533,1.6723152
0.676,-75.189438,118.36018,-19.653927,74.607262,-0.6463446,1.6785226
0.67699999,-75.188446,118.35743,-19.579203,74.840874,-0.64860994,1.6847194
