"Time","mass1.v","mass2.v","mass3.v","mass4.v"
0.55870003,44.130001,57.195213,64.156044,0.0028061045
0.55879998,44.119999,57.189495,64.151924,0.0027782039
0.5589,44.110001,57.183777,64.147812,0.00275058
0.55900002,44.099998,57.178059,64.1437,0.0027232296
0.55909997,44.09,57.17234,64.13958,0.00269615
0.55919999,44.080002,57.166622,64.135468,0.0026693381
0.55930001,44.07,57.160908,64.131355,0.0026427915
0.55940002,44.060001,57.15519,64.127243,0.0026165114
0.55949998,44.049999,57.149475,64.123131,0.0025905019
0.5596,44.040001,57.143761,64.119019,0.0025647511
0.55970001,44.029999,57.138046,64.114906,0.0025392564
0.55980003,44.02,57.132332,64.110802,0.0025140154
0.55989999,44.009998,57.126621,64.106689,0.0024890255
0.56,44,57.120907,64.102577,0.0024642842
0.56010002,43.990002,57.115196,64.098473,0.002439789
0.56019998,43.98,57.109486,64.09436,0.0024155374
0.56029999,43.970001,57.103775,64.090256,0.0023915269
0.56040001,43.959999,57.098064,64.086143,0.0023677549
0.56050003,43.950001,57.092354,64.082039,0.0023442195
0.56059998,43.939999,57.086647,64.077934,0.0023209176
0.5607,43.93,57.080936,64.07383,0.0022978473
0.56080002,43.919998,57.07523,64.069725,0.0022750061
0.56089997,43.91,57.069523,64.06562,0.0022523915
0.56099999,43.900002,57.063816,64.061516,0.0022300014
0.56110001,43.889999,57.058109,64.057411,0.0022078336
0.56120002,43.880001,57.052402,64.053307,0.0021858853
0.56129998,43.869999,57.0467,64.049202,0.0021641545
0.5614,43.860001,57.040997,64.045105,0.0021426391
0.56150001,43.849998,57.03529,64.041,0.0021213368
0.56160003,43.84,57.029587,64.036903,0.0021002453
0.56169999,43.830002,57.023884,64.032799,0.0020793623
0.5618,43.82,57.018185,64.028702,0.0020586855
0.56190002,43.810001,57.012482,64.024597,0.0020382132
0.56199998,43.799999,57.006783,64.0205,0.0020179427
0.56209999,43.790001,57.00108,64.016403,0.001997872
0.56220001,43.779999,56.99538,64.012306,0.0019779992
0.56230003,43.77,56.989681,64.008209,0.001958322
0.56239998,43.759998,56.983982,64.004112,0.0019388441
0.5625,43.75,56.978283,64.000015,0.0019195693
0.56260002,43.740002,56.972588,63.995918,0.0019004863
0.56269997,43.73,56.966888,63.991825,0.001881593
0.56279999,43.720001,56.961193,63.987728,0.0018628876
0.56290001,43.709999,56.955498,63.983635,0.0018443683
0.56300002,43.700001,56.949802,63.979542,0.001826033
0.56309998,43.689999,56.944107,63.975449,0.00180788
0.5632,43.68,56.938412,63.971355,0.0017899075
0.56330001,43.669998,56.93272,63.967262,0.0017721135
0.56339997,43.66,56.927029,63.963173,0.0017544964
0.56349999,43.650002,56.921333,63.95908,0.0017370543
0.5636,43.639999,56.915642,63.95499,0.0017197854
0.56370002,43.630001,56.90995,63.950901,0.0017026882
0.56379998,43.619999,56.904263,63.946812,0.0016857606
0.56389999,43.610001,56.898571,63.942722,0.001669001
0.56400001,43.599998,56.892879,63.938633,0.0016524078
0.56410003,43.59,56.887192,63.934547,0.0016359792
0.56419998,43.580002,56.881504,63.930458,0.0016197135
0.5643,43.57,56.875816,63.926373,0.001603609
0.56440002,43.560001,56.870129,63.922287,0.0015876641
0.56449997,43.549999,56.864441,63.918198,0.0015718772
0.56459999,43.540001,56.858757,63.914116,0.0015562464
0.56470001,43.529999,56.853069,63.91003,0.0015407704
0.56480002,43.52,56.847385,63.905945,0.0015254474
0.56489998,43.509998,56.841702,63.901863,0.0015102758
0.565,43.5,56.836018,63.897778,0.001495254
0.56510001,43.490002,56.830334,63.893696,0.0014803805
0.56519997,43.48,56.82465,63.889614,0.0014656537
0.56529999,43.470001,56.81897,63.885532,0.0014510718
0.5654,43.459999,56.813286,63.881451,0.0014366382
0.56550002,43.450001,56.807606,63.877369,0.0014223543
0.56559998,43.439999,56.801926,63.873291,0.0014082125
0.56569999,43.43,56.796246,63.869209,0.0013942114
0.56580001,43.419998,56.790565,63.865131,0.0013803497
0.56590003,43.41,56.784885,63.861053,0.0013666259
0.56599998,43.400002,56.779209,63.856976,0.0013530386
0.5661,43.389999,56.773533,63.852898,0.0013395865
0.56620002,43.380001,56.767853,63.84882,0.0013262681
0.56629997,43.369999,56.762177,63.844746,0.0013130822
0.56639999,43.360001,56.7565,63.840668,0.0013000274
0.56650001,43.349998,56.750828,63.836594,0.0012871024
0.56660002,43.34,56.745152,63.83252,0.0012743059
0.56669998,43.330002,56.739479,63.828445,0.0012616365
0.5668,43.32,56.733803,63.824371,0.001249093
0.56690001,43.310001,56.72813,63.820297,0.001236674
0.56699997,43.299999,56.722458,63.816223,0.0012243785
0.56709999,43.290001,56.716785,63.812153,0.0012122049
0.56720001,43.279999,56.711113,63.808079,0.0012001522
0.56730002,43.27,56.705444,63.804008,0.0011882189
0.56739998,43.259998,56.699772,63.799938,0.0011764041
0.5675,43.25,56.694103,63.795868,0.0011647063
0.56760001,43.240002,56.688435,63.791798,0.0011531243
0.56770003,43.23,56.682766,63.787727,0.0011416569
0.56779999,43.220001,56.677097,63.783661,0.001130303
0.5679,43.209999,56.671432,63.779591,0.0011190614
0.56800002,43.200001,56.665764,63.775524,0.0011079307
0.56809998,43.189999,56.660099,63.771458,0.0010969099
0.56819999,43.18,56.65443,63.767391,0.0010859978
0.56830001,43.169998,56.648766,63.763325,0.0010751932
0.56840003,43.16,56.643101,63.759258,0.0010644989
0.56849998,43.150002,56.63744,63.755196,0.0010539159
0.5686,43.139999,56.631775,63.751129,0.0010434383
0.56870002,43.130001,56.62611,63.747066,0.001033065
0.56879997,43.119999,56.620449,63.743004,0.001022795
0.56889999,43.110001,56.614788,63.738941,0.0010126272
0.56900001,43.099998,56.609127,63.734879,0.0010025606
0.56910002,43.09,56.603466,63.730816,0.00099259429
0.56919998,43.080002,56.597805,63.726753,0.00098272716
0.5693,43.07,56.592148,63.722694,0.00097295811
0.56940001,43.060001,56.586487,63.718632,0.00096328626
0.56950003,43.049999,56.58083,63.714573,0.00095371064
0.56959999,43.040001,56.575172,63.710514,0.00094423024
0.5697,43.029999,56.569515,63.706455,0.00093484402
0.56980002,43.02,56.563858,63.702396,0.00092555111
0.56989998,43.009998,56.558201,63.698338,0.00091635046
0.56999999,43,56.552547,63.694283,0.00090724119
0.57010001,42.990002,56.54689,63.690224,0.00089822226
0.57020003,42.98,56.541237,63.686169,0.00088929286
0.57029998,42.970001,56.535583,63.682114,0.00088045193
0.5704,42.959999,56.52993,63.678059,0.0008716986
0.57050002,42.950001,56.524277,63.674004,0.00086303195
0.57059997,42.939999,56.518623,63.669949,0.00085445103
0.57069999,42.93,56.512974,63.665897,0.00084595499
0.57080001,42.919998,56.50732,63.661842,0.00083754287
0.57090002,42.91,56.501671,63.657791,0.00082921371
0.57099998,42.900002,56.496021,63.65374,0.00082096673
0.5711,42.889999,56.490372,63.649685,0.00081280095
0.57120001,42.880001,56.484722,63.645638,0.00080471556
0.57130003,42.869999,56.479076,63.641586,0.00079670962
0.57139999,42.860001,56.473427,63.637535,0.00078878622
0.5715,42.849998,56.467781,63.633484,0.0007809457
0.57160002,42.84,56.462135,63.629436,0.00077318324
0.57169998,42.830002,56.45649,63.625389,0.00076549809
0.57179999,42.82,56.450844,63.621342,0.00075788941
0.57190001,42.810001,56.445198,63.617294,0.00075035647
0.57200003,42.799999,56.439552,63.613247,0.0007428985
0.57209998,42.790001,56.43391,63.6092,0.00073551468
0.5722,42.779999,56.428268,63.605152,0.00072820438
0.57230002,42.77,56.422623,63.601109,0.00072096672
0.57239997,42.759998,56.416981,63.597065,0.00071380107
0.57249999,42.75,56.411343,63.593018,0.00070670666
0.57260001,42.740002,56.405701,63.588974,0.00069968269
0.57270002,42.73,56.400059,63.58493,0.00069272856
0.57279998,42.720001,56.394421,63.580891,0.00068584341
0.5729,42.709999,56.388783,63.576847,0.00067902665
0.57300001,42.700001,56.383141,63.572803,0.00067227747
0.57309997,42.689999,56.377502,63.568764,0.00066559523
0.57319999,42.68,56.371868,63.564724,0.00065897923
0.5733,42.669998,56.36623,63.560684,0.00065242872
0.57340002,42.66,56.360592,63.556644,0.0006459431
0.57349998,42.650002,56.354958,63.552605,0.00063952158
0.57359999,42.639999,56.349323,63.548565,0.00063316355
0.57370001,42.630001,56.343689,63.544529,0.00062686834
0.57380003,42.619999,56.338055,63.540489,0.00062063517
0.57389998,42.610001,56.33242,63.536453,0.00061446353
0.574,42.599998,56.326786,63.532417,0.0006083526
0.57410002,42.59,56.321156,63.528381,0.00060230179
0.57419997,42.580002,56.315525,63.524345,0.00059631048
0.57429999,42.57,56.309891,63.520309,0.00059037795
0.57440001,42.560001,56.30426,63.516273,0.0005845069
0.57450002,42.549999,56.29863,63.512241,0.00057869701
0.57459998,42.540001,56.293003,63.508205,0.00057294493
0.5747,42.529999,56.287373,63.504173,0.00056725007
0.57480001,42.52,56.281742,63.500141,0.00056161184
0.57489997,42.509998,56.276115,63.496109,0.00055602967
0.57499999,42.5,56.270489,63.492077,0.00055050297
0.5751,42.490002,56.264862,63.488049,0.00054503127
0.57520002,42.48,56.259235,63.484016,0.00053961395
0.57529998,42.470001,56.253609,63.479988,0.0005342504
0.57539999,42.459999,56.247986,63.475956,0.00052894023
0.57550001,42.450001,56.242359,63.471928,0.00052368274
0.57560003,42.439999,56.236736,63.467899,0.00051847752
0.57569999,42.43,56.231113,63.463871,0.00051332393
0.5758,42.419998,56.225491,63.459843,0.00050822151
0.57590002,42.41,56.219868,63.455818,0.00050316972
0.57599998,42.400002,56.214245,63.45179,0.000498168
0.57609999,42.389999,56.208626,63.447765,0.00049321586
0.57620001,42.380001,56.203003,63.443741,0.00048831286
0.57630002,42.369999,56.197384,63.439716,0.00048345834
0.57639998,42.360001,56.191765,63.435692,0.0004786519
0.5765,42.349998,56.186146,63.431667,0.00047389304
0.57660002,42.34,56.180527,63.427643,0.00046918122
0.57669997,42.330002,56.174911,63.423622,0.00046451594
0.57679999,42.32,56.169292,63.419598,0.00045989675
0.57690001,42.310001,56.163677,63.415577,0.00045532311
0.57700002,42.299999,56.158062,63.411556,0.00045079456
0.57709998,42.290001,56.152443,63.407536,0.00044631065
0.5772,42.279999,56.146832,63.403515,0.00044187083
0.57730001,42.27,56.141216,63.399494,0.00043747466
0.57740003,42.259998,56.135601,63.395473,0.00043312393
0.57749999,42.25,56.12999,63.391457,0.00042881802
0.5776,42.240002,56.124374,63.38744,0.00042455492
0.57770002,42.23,56.118763,63.383419,0.0004203342
0.57779998,42.220001,56.113152,63.379402,0.00041615547
0.57789999,42.209999,56.10754,63.375385,0.00041201827
0.57800001,42.200001,56.101929,63.371372,0.0004079222
0.57810003,42.189999,56.096321,63.367355,0.00040386684
0.57819998,42.18,56.09071,63.363338,0.00039985182
0.5783,42.169998,56.085102,63.359325,0.00039587668
0.57840002,42.16,56.079494,63.355312,0.00039194102
0.57849997,42.150002,56.073887,63.351295,0.00038804449
0.57859999,42.139999,56.068279,63.347282,0.00038418666
0.57870001,42.130001,56.062672,63.343273,0.00038036713
0.57880002,42.119999,56.057068,63.33926,0.00037658555
0.57889998,42.110001,56.05146,63.335247,0.00037284149
0.579,42.099998,56.045856,63.331238,0.00036913456
0.57910001,42.09,56.040253,63.327225,0.00036546445
0.57920003,42.080002,56.034649,63.323215,0.00036183072
0.57929999,42.07,56.029045,63.319206,0.000358233
0.5794,42.060001,56.023441,63.315197,0.00035467095
0.57950002,42.049999,56.017841,63.311188,0.00035114415
0.57959998,42.040001,56.012238,63.307182,0.0003476523
0.57969999,42.029999,56.006638,63.303173,0.00034419497
0.57980001,42.02,56.001038,63.299168,0.00034077186
0.57990003,42.009998,55.995438,63.295158,0.00033738255
0.57999998,42,55.989838,63.291153,0.00033402673
0.5801,41.990002,55.984241,63.287148,0.00033070403
0.58020002,41.98,55.978642,63.283142,0.00032741408
0.58029997,41.970001,55.973045,63.27914,0.00032415657
0.58039999,41.959999,55.967445,63.275135,0.00032093265
0.58050001,41.950001,55.961849,63.27113,0.00031774174
0.58060002,41.939999,55.956253,63.267128,0.00031458255
0.58069998,41.93,55.950661,63.263126,0.00031145482
0.5808,41.919998,55.945065,63.259125,0.0003083582
0.58090001,41.91,55.939472,63.255123,0.0003052924
0.58099997,41.900002,55.933876,63.251122,0.00030225707
0.58109999,41.889999,55.928284,63.24712,0.00029925199
0.5812,41.880001,55.922691,63.243122,0.00029627676
0.58130002,41.869999,55.917099,63.23912,0.00029333113
0.58139998,41.860001,55.911507,63.235123,0.00029041478
0.58149999,41.849998,55.905918,63.231125,0.00028752745
0.58160001,41.84,55.900326,63.227127,0.00028466881
0.58170003,41.830002,55.894737,63.223129,0.00028183858
0.58179998,41.82,55.889149,63.219131,0.0002790365
0.5819,41.810001,55.88356,63.215134,0.0002762622
0.58200002,41.799999,55.877972,63.21114,0.0002735155
0.58209997,41.790001,55.872383,63.207146,0.00027079604
0.58219999,41.779999,55.866795,63.203148,0.00026810355
0.58230001,41.77,55.86121,63.199154,0.00026543776
0.58240002,41.759998,55.855625,63.19516,0.00026279842
0.58249998,41.75,55.85004,63.191166,0.00026018522
0.5826,41.740002,55.844456,63.187176,0.00025759789
0.58270001,41.73,55.838871,63.183182,0.0002550362
0.58279997,41.720001,55.833286,63.179192,0.0002524998
0.58289999,41.709999,55.827702,63.175198,0.00024998849
0.583,41.700001,55.822121,63.171207,0.00024750197
0.58310002,41.689999,55.81654,63.167217,0.00024503999
0.58319998,41.68,55.810959,63.163227,0.00024260227
0.58329999,41.669998,55.805378,63.159237,0.00024018857
0.58340001,41.66,55.799797,63.155251,0.00023779999
0.58350003,41.650002,55.794216,63.15126,0.00023543587
0.58359998,41.639999,55.788639,63.147274,0.00023309531
0.5837,41.630001,55.783058,63.143288,0.00023077805
0.58380002,41.619999,55.777481,63.139301,0.00022848386
0.58389997,41.610001,55.771904,63.135315,0.00022621251
0.58399999,41.599998,55.766327,63.131329,0.00022396377
0.58410001,41.59,55.76075,63.127342,0.00022173741
0.58420002,41.580002,55.755173,63.123356,0.00021953321
0.58429998,41.57,55.749599,63.119373,0.00021735094
0.5844,41.560001,55.744026,63.115391,0.00021519038
0.58450001,41.549999,55.738449,63.111404,0.00021305129
0.58459997,41.540001,55.732876,63.107422,0.00021093347
0.58469999,41.529999,55.727303,63.103439,0.00020883672
0.5848,41.52,55.721733,63.099461,0.00020676079
0.58490002,41.509998,55.71616,63.095478,0.00020470546
0.58499998,41.5,55.710587,63.091496,0.00020267055
0.5851,41.490002,55.705017,63.087517,0.00020065582
0.58520001,41.48,55.699448,63.083538,0.00019866107
0.58530003,41.470001,55.693878,63.079559,0.0001966861
0.58539999,41.459999,55.688309,63.075581,0.00019473069
0.5855,41.450001,55.682739,63.071602,0.00019279464
0.58560002,41.439999,55.67717,63.067623,0.00019087773
0.58569998,41.43,55.671604,63.063644,0.00018897977
0.58579999,41.419998,55.666039,63.059669,0.00018710055
0.58590001,41.41,55.660473,63.055691,0.00018523987
0.58600003,41.400002,55.654903,63.051716,0.00018339754
0.58609998,41.389999,55.649342,63.047741,0.00018157334
0.5862,41.380001,55.643776,63.043766,0.00017976708
0.58630002,41.369999,55.63821,63.039791,0.00017797857
0.58639997,41.360001,55.632648,63.03582,0.00017620891
0.58649999,41.349998,55.627087,63.031845,0.00017445741
0.58660001,41.34,55.621521,63.027874,0.00017272335
0.58670002,41.330002,55.615959,63.023899,0.00017100654
0.58679998,41.32,55.610397,63.019928,0.00016930682
0.5869,41.310001,55.604839,63.015957,0.00016762402
0.58700001,41.299999,55.599277,63.011986,0.00016595796
0.58710003,41.290001,55.593719,63.008015,0.00016430847
0.58719999,41.279999,55.588158,63.004047,0.00016267538
0.5873,41.27,55.5826,63.000076,0.00016105855
0.58740002,41.259998,55.577042,62.996109,0.00015945778
0.58749998,41.25,55.571484,62.992142,0.00015787291
0.58759999,41.240002,55.565929,62.988171,0.00015630379
0.58770001,41.23,55.560371,62.984203,0.00015475028
0.58780003,41.220001,55.554817,62.98024,0.00015321217
0.58789998,41.209999,55.549263,62.976273,0.00015168932
0.588,41.200001,55.543705,62.972305,0.00015018159
0.58810002,41.189999,55.538151,62.968342,0.00014868879
0.58819997,41.18,55.5326,62.964375,0.00014721078
0.58829999,41.169998,55.527046,62.960411,0.00014574743
0.58840001,41.16,55.521492,62.956448,0.00014429855
0.58850002,41.150002,55.515942,62.952484,0.000142864
0.58859998,41.139999,55.510391,62.948521,0.00014144363
0.5887,41.130001,55.504841,62.944561,0.00014003727
0.58880001,41.119999,55.49929,62.940598,0.0001386448
0.58890003,41.110001,55.49374,62.936638,0.00013726606
0.58899999,41.099998,55.48819,62.932674,0.00013590089
0.5891,41.09,55.482643,62.928715,0.00013454915
0.58920002,41.080002,55.477093,62.924755,0.00013321069
0.58929998,41.07,55.471546,62.920795,0.00013188538
0.58939999,41.060001,55.466,62.91684,0.00013057407
0.58950001,41.049999,55.460453,62.91288,0.00012927614
0.58960003,41.040001,55.454906,62.90892,0.00012799114
0.58969998,41.029999,55.449364,62.904964,0.00012671889
0.5898,41.02,55.443817,62.901009,0.00012545932
0.58990002,41.009998,55.438274,62.897053,0.00012421227
0.58999997,41,55.432732,62.893097,0.0001229776
0.59009999,40.990002,55.427189,62.889141,0.00012175521
0.59020001,40.98,55.421646,62.885185,0.00012054498
0.59030002,40.970001,55.416103,62.881233,0.00011934677
0.59039998,40.959999,55.410561,62.877277,0.00011816046
0.5905,40.950001,55.405022,62.873325,0.00011698594
0.59060001,40.939999,55.399479,62.869373,0.00011582308
0.59069997,40.93,55.39394,62.865417,0.00011467176
0.59079999,40.919998,55.388401,62.861469,0.00011353187
0.5909,40.91,55.382862,62.857517,0.00011240329
0.59100002,40.900002,55.377327,62.853565,0.00011128591
0.59109998,40.889999,55.371788,62.849613,0.0001101796
0.59119999,40.880001,55.366249,62.845665,0.00010908426
0.59130001,40.869999,55.360714,62.841717,0.00010799976
0.59140003,40.860001,55.355179,62.837769,0.000106926
0.59149998,40.849998,55.349644,62.83382,0.00010586286
0.5916,40.84,55.344109,62.829872,0.00010481024
0.59170002,40.830002,55.338573,62.825924,0.00010376802
0.59179997,40.82,55.333042,62.821976,0.0001027361
0.59189999,40.810001,55.327507,62.818031,0.00010171435
0.59200001,40.799999,55.321976,62.814083,0.00010070269
0.59210002,40.790001,55.316444,62.810139,9.9700985e-05
0.59219998,40.779999,55.310913,62.806194,9.8709148e-05
0.5923,40.77,55.305382,62.80225,9.7727068e-05
0.59240001,40.759998,55.29985,62.798306,9.6755291e-05
0.59249997,40.75,55.294323,62.794361,9.5793366e-05
0.59259999,40.740002,55.288792,62.790421,9.4841002e-05
0.5927,40.73,55.283264,62.786476,9.389811e-05
0.59280002,40.720001,55.277737,62.782536,9.296459e-05
0.59289998,40.709999,55.272209,62.778595,9.2040355e-05
0.59299999,40.700001,55.266682,62.774654,9.1125308e-05
0.59310001,40.689999,55.261154,62.770714,9.0219364e-05
0.59320003,40.68,55.25563,62.766773,8.9322421e-05
0.59329998,40.669998,55.250103,62.762833,8.843439e-05
0.5934,40.66,55.244579,62.758896,8.7555185e-05
0.59350002,40.650002,55.239056,62.754955,8.6684719e-05
0.59359998,40.639999,55.233532,62.751019,8.5822896e-05
0.59369999,40.630001,55.228008,62.747082,8.4969637e-05
0.59380001,40.619999,55.222485,62.743145,8.4124847e-05
0.59390002,40.610001,55.216965,62.739208,8.3288447e-05
0.59399998,40.599998,55.211441,62.735271,8.2460348e-05
0.5941,40.59,55.205921,62.731335,8.1640464e-05
0.59420002,40.580002,55.200401,62.727402,8.0828708e-05
0.59429997,40.57,55.194881,62.723465,8.0025005e-05
0.59439999,40.560001,55.189362,62.719532,7.9229263e-05
0.59450001,40.549999,55.183842,62.715599,7.8441408e-05
0.59460002,40.540001,55.178326,62.711666,7.7661345e-05
0.59469998,40.529999,55.17281,62.707733,7.688901e-05
0.5948,40.52,55.16729,62.7038,7.6124306e-05
0.59490001,40.509998,55.161774,62.699871,7.5367163e-05
0.59500003,40.5,55.156258,62.695938,7.4617499e-05
0.59509999,40.490002,55.150742,62.692009,7.3875228e-05
0.5952,40.48,55.145229,62.68808,7.3140283e-05
0.59530002,40.470001,55.139713,62.684147,7.2412578e-05
0.59539998,40.459999,55.134201,62.680222,7.1692724e-05
0.59549999,40.450001,55.128689,62.676292,7.0980219e-05
0.59560001,40.439999,55.123173,62.672363,7.0274851e-05
0.59570003,40.43,55.117664,62.668434,6.9576548e-05
0.59579998,40.419998,55.112152,62.664509,6.8885245e-05
0.5959,40.41,55.10664,62.660583,6.8200876e-05
0.59600002,40.400002,55.101131,62.656654,6.7523368e-05
0.59609997,40.389999,55.095619,62.652729,6.6852663e-05
0.59619999,40.380001,55.090111,62.648804,6.6188695e-05
0.59630001,40.369999,55.084602,62.644882,6.55314e-05
0.59640002,40.360001,55.079094,62.640957,6.4880718e-05
0.59649998,40.349998,55.073586,62.637032,6.4236578e-05
0.5966,40.34,55.068077,62.63311,6.359892e-05
0.59670001,40.330002,55.062572,62.629189,6.2967687e-05
0.59680003,40.32,55.057068,62.625263,6.2342813e-05
0.59689999,40.310001,55.051559,62.621342,6.1724248e-05
0.597,40.299999,55.046055,62.61742,6.1111918e-05
0.59710002,40.290001,55.04055,62.613503,6.0505768e-05
0.59719998,40.279999,55.035049,62.609581,5.9905746e-05
0.59729999,40.27,55.029545,62.605659,5.9311791e-05
0.59740001,40.259998,55.02404,62.601742,5.8723843e-05
0.59750003,40.25,55.018539,62.597824,5.8141843e-05
0.59759998,40.240002,55.013039,62.593906,5.756574e-05
0.5977,40.23,55.007538,62.589989,5.6995475e-05
0.59780002,40.220001,55.002037,62.586071,5.6430996e-05
0.59789997,40.209999,54.996536,62.582153,5.5872246e-05
0.59799999,40.200001,54.991039,62.578236,5.5319168e-05
0.59810001,40.189999,54.985538,62.574322,5.4771706e-05
0.59820002,40.18,54.980042,62.570404,5.4229815e-05
0.59829998,40.169998,54.974545,62.56649,5.3693439e-05
0.5984,40.16,54.969044,62.562576,5.3162519e-05
0.59850001,40.150002,54.963551,62.558662,5.2637013e-05
0.59859997,40.139999,54.958054,62.554749,5.2116859e-05
0.59869999,40.130001,54.952557,62.550838,5.1602012e-05
0.5988,40.119999,54.947063,62.546925,5.1092418e-05
0.59890002,40.110001,54.941566,62.543011,5.0588031e-05
0.59899998,40.099998,54.936073,62.539101,5.0088795e-05
0.59909999,40.09,54.93058,62.535191,4.9594666e-05
0.59920001,40.080002,54.925087,62.531281,4.9105587e-05
0.59930003,40.07,54.919594,62.52737,4.8621518e-05
0.59939998,40.060001,54.914104,62.52346,4.8142403e-05
0.5995,40.049999,54.908611,62.51955,4.7668196e-05
0.59960002,40.040001,54.903122,62.515644,4.7198846e-05
0.59969997,40.029999,54.897633,62.511734,4.6734312e-05
0.59979999,40.02,54.892143,62.507828,4.6274541e-05
0.59990001,40.009998,54.886654,62.503922,4.5819488e-05
0.60000002,40,54.881165,62.500015,4.5369106e-05
0.60009998,39.990002,54.875679,62.496109,4.4923348e-05
0.6002,39.98,54.87019,62.492203,4.4482164e-05
0.60030001,39.970001,54.864704,62.488297,4.4045515e-05
0.60039997,39.959999,54.859219,62.484394,4.3613349e-05
0.60049999,39.950001,54.853733,62.480488,4.3185621e-05
0.6006,39.939999,54.848248,62.476585,4.2762291e-05
0.60070002,39.93,54.842762,62.472683,4.2343305e-05
0.60079998,39.919998,54.837276,62.468781,4.1928626e-05
0.60089999,39.91,54.831795,62.464878,4.1518204e-05
0.60100001,39.900002,54.826313,62.460976,4.1111998e-05
0.60110003,39.889999,54.820827,62.457073,4.0709961e-05
0.60119998,39.880001,54.815346,62.453175,4.0312047e-05
0.6013,39.869999,54.809868,62.449272,3.9918217e-05
0.60140002,39.860001,54.804386,62.445374,3.9528833e-05
0.60149997,39.849998,54.798904,62.441475,3.9143528e-05
0.60159999,39.84,54.793427,62.437576,3.8762209e-05
0.60170001,39.830002,54.787949,62.433678,3.8384842e-05
0.60180002,39.82,54.782467,62.429779,3.8011378e-05
0.60189998,39.810001,54.776989,62.425884,3.7641781e-05
0.602,39.799999,54.771511,62.421986,3.7276004e-05
0.60210001,39.790001,54.766037,62.418091,3.6914011e-05
0.60219997,39.779999,54.760559,62.414196,3.6555761e-05
0.60229999,39.77,54.755085,62.410297,3.6201207e-05
0.6024,39.759998,54.749607,62.406403,3.5850313e-05
0.60250002,39.75,54.744133,62.402512,3.5503035e-05
0.60259998,39.740002,54.738659,62.398617,3.5159333e-05
0.6027,39.73,54.733185,62.394722,3.4819168e-05
0.60280001,39.720001,54.727715,62.390831,3.4482498e-05
0.60290003,39.709999,54.72224,62.386936,3.4149278e-05
0.60299999,39.700001,54.71677,62.383045,3.3819473e-05
0.6031,39.689999,54.711296,62.379154,3.3493041e-05
0.60320002,39.68,54.705826,62.375263,3.3169941e-05
0.60329998,39.669998,54.700356,62.371372,3.285013e-05
0.60339999,39.66,54.694885,62.367481,3.2533571e-05
0.60350001,39.650002,54.689419,62.363594,3.2220218e-05
0.60360003,39.639999,54.683949,62.359703,3.1910036e-05
0.60369998,39.630001,54.678482,62.355816,3.160298e-05
0.6038,39.619999,54.673012,62.351929,3.1299012e-05
0.60390002,39.610001,54.667545,62.348042,3.0998086e-05
0.60399997,39.599998,54.662079,62.344154,3.0700168e-05
0.60409999,39.59,54.656612,62.340267,3.0405214e-05
0.60420001,39.580002,54.65115,62.33638,3.011318e-05
0.60430002,39.57,54.645683,62.332497,2.9824027e-05
0.60439998,39.560001,54.640221,62.328609,2.9537714e-05
0.6045,39.549999,54.634754,62.324726,2.9254199e-05
0.60460001,39.540001,54.629292,62.320843,2.897344e-05
0.60470003,39.529999,54.623829,62.316959,2.8695396e-05
0.60479999,39.52,54.618366,62.313076,2.8420025e-05
0.6049,39.509998,54.612904,62.309193,2.8147286e-05
0.60500002,39.5,54.607445,62.305309,2.7877133e-05
0.60509998,39.490002,54.601982,62.30143,2.7609527e-05
0.60519999,39.48,54.596523,62.297546,2.7344424e-05
0.60530001,39.470001,54.591064,62.293667,2.7081782e-05
0.60540003,39.459999,54.585606,62.289787,2.6821557e-05
0.60549998,39.450001,54.580147,62.285908,2.6563706e-05
0.6056,39.439999,54.574688,62.282028,2.6308187e-05
0.60570002,39.43,54.569233,62.278149,2.6054955e-05
0.60579997,39.419998,54.563774,62.274269,2.5803967e-05
0.60589999,39.41,54.558319,62.270393,2.5555179e-05
0.60600001,39.400002,54.552864,62.266514,2.5308544e-05
0.60610002,39.389999,54.547409,62.262638,2.5064021e-05
0.60619998,39.380001,54.541954,62.258762,2.4821562e-05
0.6063,39.369999,54.536499,62.254887,2.4581122e-05
0.60640001,39.360001,54.531048,62.251011,2.4342658e-05
0.60650003,39.349998,54.525597,62.247135,2.4106123e-05
0.60659999,39.34,54.520142,62.243259,2.3871471e-05
0.6067,39.330002,54.51469,62.239388,2.3638653e-05
0.60680002,39.32,54.509239,62.235512,2.3407625e-05
0.60689998,39.310001,54.503788,62.23164,2.317834e-05
0.60699999,39.299999,54.498341,62.227768,2.2950748e-05
0.60710001,39.290001,54.492889,62.223896,2.2724804e-05
0.60720003,39.279999,54.487442,62.220024,2.2500457e-05
0.60729998,39.27,54.481991,62.216152,2.227766e-05
0.6074,39.259998,54.476543,62.21228,2.2065477e-05
0.60750002,39.25,54.471096,62.208412,2.1855572e-05
0.60759997,39.240002,54.465649,62.204544,2.1647786e-05
0.60769999,39.23,54.460205,62.200672,2.1442096e-05
0.60780001,39.220001,54.454758,62.196804,2.1238478e-05
0.60790002,39.209999,54.449314,62.192936,2.1036913e-05
0.60799998,39.200001,54.443867,62.189068,2.0837373e-05
0.6081,39.189999,54.438423,62.1852,2.0639838e-05
0.60820001,39.18,54.43298,62.181335,2.0444288e-05
0.60829997,39.169998,54.427536,62.177467,2.0250696e-05
