"Time","meanPower.y","vRMS.y","iH01.y_arg","iH01.y_rms","multiSensor.v","voltageSensor.v","vH01.y_arg","multiSensor.power","iRMS.y","vH01.y_rms","multiSensor.i"
2.905,750.1463,105.41811,2.1939352,8.3978891,155.56349,155.56349,1.678579,1597.7113,8.4409208,101.61674,10.270477
2.9052,750.1463,105.41811,2.1939352,8.3978891,155.25652,155.25652,1.678579,1667.8303,8.4409208,101.61674,10.742417
2.9054,750.1463,105.41811,2.1939352,8.3978891,154.33682,154.33682,1.678579,1722.1919,8.4409208,101.61674,11.158658
2.9056001,750.1463,105.41811,2.1939352,8.3978891,152.80803,152.80803,1.678579,1760.1885,8.4409208,101.61674,11.518952
2.9058001,750.1463,105.41811,2.1939352,8.3978891,150.67618,150.67618,1.678579,1781.4639,8.4409208,101.61674,11.823129
2.9059999,750.1463,105.41811,2.1939352,8.3978891,147.94968,147.94968,1.678579,1785.9159,8.4409208,101.61674,12.071104
2.9061999,750.1463,105.41811,2.1939352,8.3978891,144.63928,144.63928,1.678579,1773.6973,8.4409208,101.61674,12.262902
2.9064,750.1463,105.41811,2.1939352,8.3978891,140.75806,140.75806,1.678579,1745.2114,8.4409208,101.61674,12.398661
2.9066,750.1463,105.41811,2.1939352,8.3978891,136.32132,136.32132,1.678579,1701.1058,8.4409208,101.61674,12.478648
2.9068,750.1463,105.41811,2.1939352,8.3978891,131.3466,131.3466,1.678579,1642.2612,8.4409208,101.61674,12.503264
2.9070001,750.1463,105.41811,2.1939352,8.3978891,125.85351,125.85351,1.678579,1569.7778,8.4409208,101.61674,12.473056
2.9072001,750.1463,105.41811,2.1939352,8.3978891,119.86373,119.86373,1.678579,1484.9579,8.4409208,101.61674,12.388717
2.9073999,750.1463,105.41811,2.1939352,8.3978891,113.4009,113.4009,1.678579,1389.2853,8.4409208,101.61674,12.251095
2.9075999,750.1463,105.41811,2.1939352,8.3978891,106.49054,106.49054,1.678579,1284.4031,8.4409208,101.61674,12.061194
2.9078,750.1463,105.41811,2.1939352,8.3978891,99.159904,99.159904,1.678579,1172.0875,8.4409208,101.61674,11.820176
2.908,750.1463,105.41811,2.1939352,8.3978891,91.437927,91.437927,1.678579,1054.2208,8.4409208,101.61674,11.529361
2.9082,750.1463,105.41811,2.1939352,8.3978891,83.355087,83.355087,1.678579,932.76239,8.4409208,101.61674,11.190228
2.9084001,750.1463,105.41811,2.1939352,8.3978891,74.943283,74.943283,1.678579,809.7179,8.4409208,101.61674,10.804409
2.9086001,750.1463,105.41811,2.1939352,8.3978891,66.23571,66.23571,1.678579,687.10895,8.4409208,101.61674,10.373693
2.9087999,750.1463,105.41811,2.1939352,8.3978891,57.266743,57.266743,1.678579,566.94165,8.4409208,101.61674,9.9000158
2.9089999,750.1463,105.41811,2.1939352,8.3978891,48.071762,48.071762,1.678579,451.1756,8.4409208,101.61674,9.3854599
2.9092,750.1463,105.41811,2.1939352,8.3978891,38.687069,38.687069,1.678579,341.69366,8.4409208,101.61674,8.8322449
2.9094,750.1463,105.41811,2.1939352,8.3978891,29.149693,29.149693,1.678579,240.27289,8.4409208,101.61674,8.2427244
2.9096,750.1463,105.41811,2.1939352,8.3978891,19.497276,19.497276,1.678579,148.5571,8.4409208,101.61674,7.6193776
2.9098001,750.1463,105.41811,2.1939352,8.3978891,9.7679129,9.7679129,1.678579,68.031548,8.4409208,101.61674,6.9647994
2.9100001,750.1463,105.41811,2.1939352,8.3978891,4.399812e-05,4.4004399e-05,1.678579,0.0002763829,8.4409208,101.61674,6.2816982
2.9100001,750.1463,105.41811,2.1939352,8.3978891,4.399812e-05,4.4004399e-05,1.678579,0.0002763829,8.4409208,101.61674,6.2816982
2.9100001,750.1463,105.41811,2.1939352,8.3978891,-6.2888628e-09,-7.1676181e-12,1.678579,-3.9504719e-08,8.4409208,101.61674,6.2816954
2.9102001,750.1463,105.41811,2.1939352,8.3978891,-9.7679129,-9.7679129,1.678579,-54.435455,8.4409208,101.61674,5.572885
2.9103999,750.1463,105.41811,2.1939352,8.3978891,-19.497276,-19.497276,1.678579,-94.390862,8.4409208,101.61674,4.8412333
2.9105999,750.1463,105.41811,2.1939352,8.3978891,-29.149693,-29.149693,1.678579,-119.21442,8.4409208,101.61674,4.0897317
2.9108,750.1463,105.41811,2.1939352,8.3978891,-38.687069,-38.687069,1.678579,-128.49608,8.4409208,101.61674,3.3214221
2.911,750.1463,105.41811,2.1939352,8.3978891,-48.071762,-48.071762,1.678579,-122.07377,8.4409208,101.61674,2.539407
2.9112,750.1463,105.41811,2.1939352,8.3978891,-57.266743,-57.266743,1.678579,-100.03561,8.4409208,101.61674,1.7468361
2.9114001,750.1463,105.41811,2.1939352,8.3978891,-66.23571,-66.23571,1.678579,-62.718174,8.4409208,101.61674,0.94689363
2.9116001,750.1463,105.41811,2.1939352,8.3978891,-74.943283,-74.943283,1.678579,-10.700885,8.4409208,101.61674,0.14278644
2.9116354,750.1463,105.41811,2.1939352,8.3978891,-76.45752,-76.45752,1.678579,4.4094546e-07,8.4409208,101.61674,-5.7671952e-09
2.9116354,750.1463,105.41811,2.1939352,8.3978891,-73.573921,-76.45752,1.678579,4.2431517e-07,8.4409208,101.61674,-5.7671952e-09
2.9117999,750.1463,105.41811,2.1939352,8.3978891,-3.3391841e-06,-83.355087,1.678579,5.5667596e-13,8.4409208,101.61674,-1.6671017e-07
2.9119999,750.1463,105.41811,2.1939352,8.3978891,-8.9509126e-07,-91.437927,1.678579,1.6369057e-13,8.4409208,101.61674,-1.8287585e-07
2.9122,750.1463,105.41811,2.1939352,8.3978891,-1.1447723e-07,-99.159904,1.678579,2.2703102e-14,8.4409208,101.61674,-1.983198e-07
2.9124,750.1463,105.41811,2.1939352,8.3978891,-1.0245152e-06,-106.49054,1.678579,2.1820236e-13,8.4409208,101.61674,-2.1298108e-07
2.9124432,750.1463,105.41811,2.1939352,8.3978891,1.474498e-06,-108.02147,1.678579,-3.1855492e-13,8.4409208,101.61674,-2.1604295e-07
2.9124432,750.1463,105.41811,2.1939352,8.3978891,-108.02147,-108.02147,1.678579,2.3337278e-05,8.4409208,101.61674,-2.1604295e-07
2.9126,750.1463,105.41811,2.1939352,8.3978891,-113.4009,-113.4009,1.678579,99.311096,8.4409208,101.61674,-0.87575227
2.9128001,750.1463,105.41811,2.1939352,8.3978891,-119.86373,-119.86373,1.678579,233.43768,8.4409208,101.61674,-1.9475255
2.9130001,750.1463,105.41811,2.1939352,8.3978891,-125.85351,-125.85351,1.678579,373.6427,8.4409208,101.61674,-2.9688699
2.9131999,750.1463,105.41811,2.1939352,8.3978891,-131.3466,-131.3466,1.678579,517.53741,8.4409208,101.61674,-3.9402421
2.9133999,750.1463,105.41811,2.1939352,8.3978891,-136.32132,-136.32132,1.678579,662.77032,8.4409208,101.61674,-4.861824
2.9136,750.1463,105.41811,2.1939352,8.3978891,-140.75806,-140.75806,1.678579,807.04602,8.4409208,101.61674,-5.7335691
2.9138,750.1463,105.41811,2.1939352,8.3978891,-144.63928,-144.63928,1.678579,948.14703,8.4409208,101.61674,-6.555253
2.914,750.1463,105.41811,2.1939352,8.3978891,-147.94968,-147.94968,1.678579,1083.9551,8.4409208,101.61674,-7.3265119
2.9142001,750.1463,105.41811,2.1939352,8.3978891,-150.67618,-150.67618,1.678579,1212.473,8.4409208,101.61674,-8.0468798
2.9144001,750.1463,105.41811,2.1939352,8.3978891,-152.80803,-152.80803,1.678579,1331.8472,8.4409208,101.61674,-8.7158194
2.9145999,750.1463,105.41811,2.1939352,8.3978891,-154.33682,-154.33682,1.678579,1440.3876,8.4409208,101.61674,-9.3327532
2.9147999,750.1463,105.41811,2.1939352,8.3978891,-155.25652,-155.25652,1.678579,1536.5889,8.4409208,101.61674,-9.8970966
2.915,750.1463,105.41811,2.1939352,8.3978891,-155.56349,-155.56349,1.678579,1619.1478,8.4409208,101.61674,-10.408277
2.9152,750.1463,105.41811,2.1939352,8.3978891,-155.25652,-155.25652,1.678579,1686.9792,8.4409208,101.61674,-10.865754
2.9154,750.1463,105.41811,2.1939352,8.3978891,-154.33682,-154.33682,1.678579,1739.2296,8.4409208,101.61674,-11.269051
2.9156001,750.1463,105.41811,2.1939352,8.3978891,-152.80803,-152.80803,1.678579,1775.287,8.4409208,101.61674,-11.61776
2.9158001,750.1463,105.41811,2.1939352,8.3978891,-150.67618,-150.67618,1.678579,1794.7892,8.4409208,101.61674,-11.911566
2.9159999,750.1463,105.41811,2.1939352,8.3978891,-147.94968,-147.94968,1.678579,1797.627,8.4409208,101.61674,-12.15026
2.9161999,750.1463,105.41811,2.1939352,8.3978891,-144.63928,-144.63928,1.678579,1783.9447,8.4409208,101.61674,-12.33375
2.9164,750.1463,105.41811,2.1939352,8.3978891,-140.75806,-140.75806,1.678579,1754.1372,8.4409208,101.61674,-12.462073
2.9166,750.1463,105.41811,2.1939352,8.3978891,-136.32132,-136.32132,1.678579,1708.843,8.4409208,101.61674,-12.535405
2.9168,750.1463,105.41811,2.1939352,8.3978891,-131.3466,-131.3466,1.678579,1648.9337,8.4409208,101.61674,-12.554065
2.9170001,750.1463,105.41811,2.1939352,8.3978891,-125.85351,-125.85351,1.678579,1575.5002,8.4409208,101.61674,-12.518525
2.9172001,750.1463,105.41811,2.1939352,8.3978891,-119.86373,-119.86373,1.678579,1489.8359,8.4409208,101.61674,-12.429414
2.9173999,750.1463,105.41811,2.1939352,8.3978891,-113.4009,-113.4009,1.678579,1393.4159,8.4409208,101.61674,-12.28752
2.9175999,750.1463,105.41811,2.1939352,8.3978891,-106.49054,-106.49054,1.678579,1287.8749,8.4409208,101.61674,-12.093797
2.9177999,750.1463,105.41811,2.1939352,8.3978891,-99.159904,-99.159904,1.678579,1174.9811,8.4409208,101.61674,-11.849357
2.918,750.1463,105.41811,2.1939352,8.3978891,-91.437927,-91.437927,1.678579,1056.609,8.4409208,101.61674,-11.555479
2.9182,750.1463,105.41811,2.1939352,8.3978891,-83.355087,-83.355087,1.678579,934.71094,8.4409208,101.61674,-11.213604
2.9184,750.1463,105.41811,2.1939352,8.3978891,-74.943283,-74.943283,1.678579,811.28589,8.4409208,101.61674,-10.825332
2.9186001,750.1463,105.41811,2.1939352,8.3978891,-66.23571,-66.23571,1.678579,688.3493,8.4409208,101.61674,-10.39242
2.9188001,750.1463,105.41811,2.1939352,8.3978891,-57.266743,-57.266743,1.678579,567.90149,8.4409208,101.61674,-9.9167767
2.9189999,750.1463,105.41811,2.1939352,8.3978891,-48.071762,-48.071762,1.678579,451.89676,8.4409208,101.61674,-9.4004622
2.9191999,750.1463,105.41811,2.1939352,8.3978891,-38.687069,-38.687069,1.678579,342.21313,8.4409208,101.61674,-8.8456726
2.9194,750.1463,105.41811,2.1939352,8.3978891,-29.149693,-29.149693,1.678579,240.6232,8.4409208,101.61674,-8.2547426
2.9196,750.1463,105.41811,2.1939352,8.3978891,-19.497276,-19.497276,1.678579,148.76682,8.4409208,101.61674,-7.6301336
2.9198,750.1463,105.41811,2.1939352,8.3978891,-9.7679129,-9.7679129,1.678579,68.125587,8.4409208,101.61674,-6.9744267
2.9200001,750.1463,105.41811,2.1939352,8.3978891,-5.1927625e-05,-5.1933916e-05,1.678579,0.00032664117,8.4409208,101.61674,-6.2903161
2.9200001,750.1463,105.41811,2.1939352,8.3978891,-5.1927625e-05,-5.1933916e-05,1.678579,0.00032664117,8.4409208,101.61674,-6.2903161
2.9200001,750.1463,105.41811,2.1939352,8.3978891,6.2958025e-09,5.490549e-12,1.678579,-3.9602565e-08,8.4409208,101.61674,-6.2903123
2.9200001,775.36139,106.49244,2.1728227,8.5523262,6.2958025e-09,5.490549e-12,1.657449,-3.9602565e-08,8.5816612,103.48499,-6.2903123
2.9202001,775.36139,106.49244,2.1728227,8.5523262,9.7679129,9.7679129,1.657449,-54.510651,8.5816612,103.48499,-5.5805836
2.9203999,775.36139,106.49244,2.1728227,8.5523262,19.497276,19.497276,1.657449,-94.5252,8.5816612,103.48499,-4.8481236
2.9205999,775.36139,106.49244,2.1728227,8.5523262,29.149693,29.149693,1.657449,-119.39415,8.5816612,103.48499,-4.0958977
2.9208,775.36139,106.49244,2.1728227,8.5523262,38.687069,38.687069,1.657449,-128.70956,8.5816612,103.48499,-3.3269403
2.921,775.36139,106.49244,2.1728227,8.5523262,48.071762,48.071762,1.657449,-122.31122,8.5816612,103.48499,-2.5443466
2.9212,775.36139,106.49244,2.1728227,8.5523262,57.266743,57.266743,1.657449,-100.28881,8.5816612,103.48499,-1.7512575
2.9214001,775.36139,106.49244,2.1728227,8.5523262,66.23571,66.23571,1.657449,-62.980305,8.5816612,103.48499,-0.95085114
2.9216001,775.36139,106.49244,2.1728227,8.5523262,74.943283,74.943283,1.657449,-10.966351,8.5816612,103.48499,-0.14632867
2.9216363,775.36139,106.49244,2.1728227,8.5523262,76.494217,76.494217,1.657449,4.4795041e-07,8.5816612,103.48499,5.8560037e-09
2.9216363,775.36139,106.49244,2.1728227,8.5523262,73.566216,76.494217,1.657449,4.3080402e-07,8.5816612,103.48499,5.8560037e-09
2.9217999,775.36139,106.49244,2.1728227,8.5523262,3.336284e-06,83.355087,1.657449,5.5619246e-13,8.5816612,103.48499,1.6671017e-07
2.9219999,775.36139,106.49244,2.1728227,8.5523262,9.0771789e-07,91.437927,1.657449,1.6599969e-13,8.5816612,103.48499,1.8287585e-07
2.9222,775.36139,106.49244,2.1728227,8.5523262,-5.5607785e-07,99.159904,1.657449,-1.1028125e-13,8.5816612,103.48499,1.9831981e-07
2.9223402,775.36139,106.49244,2.1728227,8.5523262,-3.1633194e-06,104.34189,1.657449,-6.6013346e-13,8.5816612,103.48499,2.0868379e-07
2.9223402,775.36139,106.49244,2.1728227,8.5523262,104.34189,104.34189,1.657449,2.177446e-05,8.5816612,103.48499,2.0868379e-07
2.9224,775.36139,106.49244,2.1728227,8.5523262,106.49054,106.49054,1.657449,34.766666,8.5816612,103.48499,0.32647657
2.9226,775.36139,106.49244,2.1728227,8.5523262,113.4009,113.4009,1.657449,157.54292,8.5816612,103.48499,1.3892564
2.9228001,775.36139,106.49244,2.1728227,8.5523262,119.86373,119.86373,1.657449,288.52924,8.5816612,103.48499,2.4071438
2.9230001,775.36139,106.49244,2.1728227,8.5523262,125.85351,125.85351,1.657449,425.4173,8.5816612,103.48499,3.3802578
2.9231999,775.36139,106.49244,2.1728227,8.5523262,131.3466,131.3466,1.657449,565.90161,8.5816612,103.48499,4.3084602
2.9233999,775.36139,106.49244,2.1728227,8.5523262,136.32132,136.32132,1.657449,707.69873,8.5816612,103.48499,5.191401
2.9236,775.36139,106.49244,2.1728227,8.5523262,140.75806,140.75806,1.657449,848.56836,8.5816612,103.48499,6.0285597
2.9238,775.36139,106.49244,2.1728227,8.5523262,144.63928,144.63928,1.657449,986.33679,8.5816612,103.48499,6.8192873
2.924,775.36139,106.49244,2.1728227,8.5523262,147.94968,147.94968,1.657449,1118.9193,8.5816612,103.48499,7.5628376
2.9242001,775.36139,106.49244,2.1728227,8.5523262,150.67618,150.67618,1.657449,1244.3447,8.5816612,103.48499,8.2584038
2.9244001,775.36139,106.49244,2.1728227,8.5523262,152.80803,152.80803,1.657449,1360.7777,8.5816612,103.48499,8.9051447
2.9245999,775.36139,106.49244,2.1728227,8.5523262,154.33682,154.33682,1.657449,1466.5413,8.5816612,103.48499,9.5022125
2.9247999,775.36139,106.49244,2.1728227,8.5523262,155.25652,155.25652,1.657449,1560.1376,8.5816612,103.48499,10.048773
2.925,775.36139,106.49244,2.1728227,8.5523262,155.56349,155.56349,1.657449,1640.2671,8.5816612,103.48499,10.544036
2.9252,775.36139,106.49244,2.1728227,8.5523262,155.25652,155.25652,1.657449,1705.8451,8.5816612,103.48499,10.987268
2.9254,775.36139,106.49244,2.1728227,8.5523262,154.33682,154.33682,1.657449,1756.0156,8.5816612,103.48499,11.377813
2.9256001,775.36139,106.49244,2.1728227,8.5523262,152.80803,152.80803,1.657449,1790.1627,8.5816612,103.48499,11.715109
2.9258001,775.36139,106.49244,2.1728227,8.5523262,150.67618,150.67618,1.657449,1807.918,8.5816612,103.48499,11.998698
2.9260001,775.36139,106.49244,2.1728227,8.5523262,147.94968,147.94968,1.657449,1809.1653,8.5816612,103.48499,12.228249
2.9261999,775.36139,106.49244,2.1728227,8.5523262,144.63928,144.63928,1.657449,1794.0411,8.5816612,103.48499,12.403554
2.9263999,775.36139,106.49244,2.1728227,8.5523262,140.75806,140.75806,1.657449,1762.9316,8.5816612,103.48499,12.524552
2.9266,775.36139,106.49244,2.1728227,8.5523262,136.32132,136.32132,1.657449,1716.4664,8.5816612,103.48499,12.591327
2.9268,775.36139,106.49244,2.1728227,8.5523262,131.3466,131.3466,1.657449,1655.5081,8.5816612,103.48499,12.604117
2.927,775.36139,106.49244,2.1728227,8.5523262,125.85351,125.85351,1.657449,1581.1385,8.5816612,103.48499,12.563325
2.9272001,775.36139,106.49244,2.1728227,8.5523262,119.86373,119.86373,1.657449,1494.6422,8.5816612,103.48499,12.469512
2.9274001,775.36139,106.49244,2.1728227,8.5523262,113.4009,113.4009,1.657449,1397.486,8.5816612,103.48499,12.323411
2.9275999,775.36139,106.49244,2.1728227,8.5523262,106.49054,106.49054,1.657449,1291.2958,8.5816612,103.48499,12.12592
2.9277999,775.36139,106.49244,2.1728227,8.5523262,99.159904,99.159904,1.657449,1177.8322,8.5816612,103.48499,11.878109
2.928,775.36139,106.49244,2.1728227,8.5523262,91.437927,91.437927,1.657449,1058.9622,8.5816612,103.48499,11.581214
2.9282,775.36139,106.49244,2.1728227,8.5523262,83.355087,83.355087,1.657449,936.63092,8.5816612,103.48499,11.236638
2.9284,775.36139,106.49244,2.1728227,8.5523262,74.943283,74.943283,1.657449,812.83099,8.5816612,103.48499,10.845948
2.9286001,775.36139,106.49244,2.1728227,8.5523262,66.23571,66.23571,1.657449,689.57159,8.5816612,103.48499,10.410872
2.9288001,775.36139,106.49244,2.1728227,8.5523262,57.266743,57.266743,1.657449,568.84735,8.5816612,103.48499,9.9332933
2.9289999,775.36139,106.49244,2.1728227,8.5523262,48.071762,48.071762,1.657449,452.60742,8.5816612,103.48499,9.4152451
2.9291999,775.36139,106.49244,2.1728227,8.5523262,38.687069,38.687069,1.657449,342.72504,8.5816612,103.48499,8.8589039
2.9294,775.36139,106.49244,2.1728227,8.5523262,29.149693,29.149693,1.657449,240.96843,8.5816612,103.48499,8.2665863
2.9296,775.36139,106.49244,2.1728227,8.5523262,19.497276,19.497276,1.657449,148.9735,8.5816612,103.48499,7.6407342
2.9298,775.36139,106.49244,2.1728227,8.5523262,9.7679129,9.7679129,1.657449,68.218262,8.5816612,103.48499,6.9839144
2.9300001,775.36139,106.49244,2.1728227,8.5523262,4.8386235e-05,4.8392536e-05,1.657449,0.00030477557,8.5816612,103.48499,6.2988076
2.9300001,775.36139,106.49244,2.1728227,8.5523262,4.8386235e-05,4.8392536e-05,1.657449,0.00030477557,8.5816612,103.48499,6.2988076
2.9300001,775.36139,106.49244,2.1728227,8.5523262,-6.3026175e-09,-3.8134803e-12,1.657449,-3.9698953e-08,8.5816612,103.48499,6.2988038
2.9302001,775.36139,106.49244,2.1728227,8.5523262,-9.7679129,-9.7679129,1.657449,-54.585072,8.5816612,103.48499,5.588202
2.9303999,775.36139,106.49244,2.1728227,8.5523262,-19.497276,-19.497276,1.657449,-94.65818,8.5816612,103.48499,4.8549442
2.9305999,775.36139,106.49244,2.1728227,8.5523262,-29.149693,-29.149693,1.657449,-119.57212,8.5816612,103.48499,4.1020031
2.9308,775.36139,106.49244,2.1728227,8.5523262,-38.687069,-38.687069,1.657449,-128.92105,8.5816612,103.48499,3.3324068
2.931,775.36139,106.49244,2.1728227,8.5523262,-48.071762,-48.071762,1.657449,-122.54641,8.5816612,103.48499,2.5492389
2.9312,775.36139,106.49244,2.1728227,8.5523262,-57.266743,-57.266743,1.657449,-100.53956,8.5816612,103.48499,1.7556361
2.9314001,775.36139,106.49244,2.1728227,8.5523262,-66.23571,-66.23571,1.657449,-63.239872,8.5816612,103.48499,0.95477003
2.9316001,775.36139,106.49244,2.1728227,8.5523262,-74.943283,-74.943283,1.657449,-11.229218,8.5816612,103.48499,0.14983621
2.9316373,775.36139,106.49244,2.1728227,8.5523262,-76.530518,-76.530518,1.657449,5.3124012e-09,8.5816612,103.48499,-6.9415466e-11
2.9316373,775.36139,106.49244,2.1728227,8.5523262,-76.495811,-76.530518,1.657449,5.309992e-09,8.5816612,103.48499,-6.9415466e-11
2.9317999,775.36139,106.49244,2.1728227,8.5523262,-3.3394269e-06,-83.355087,1.657449,5.5671646e-13,8.5816612,103.48499,-1.6671017e-07
2.9319999,775.36139,106.49244,2.1728227,8.5523262,-9.3710651e-07,-91.437927,1.657449,1.7137415e-13,8.5816612,103.48499,-1.8287585e-07
2.9322,775.36139,106.49244,2.1728227,8.5523262,8.8743917e-08,-99.159904,1.657449,-1.7599676e-14,8.5816612,103.48499,-1.9831981e-07
2.9322345,775.36139,106.49244,2.1728227,8.5523262,3.3301935e-06,-100.45113,1.657449,-6.6904343e-13,8.5816612,103.48499,-2.0090226e-07
2.9322345,775.36139,106.49244,2.1728227,8.5523262,-100.45113,-100.45113,1.657449,2.018086e-05,8.5816612,103.48499,-2.0090226e-07
2.9324,775.36139,106.49244,2.1728227,8.5523262,-106.49054,-106.49054,1.657449,91.845901,8.5816612,103.48499,-0.86247945
2.9326,775.36139,106.49244,2.1728227,8.5523262,-113.4009,-113.4009,1.657449,211.94708,8.5816612,103.48499,-1.869007
2.9328001,775.36139,106.49244,2.1728227,8.5523262,-119.86373,-119.86373,1.657449,339.99875,8.5816612,103.48499,-2.836544
2.9330001,775.36139,106.49244,2.1728227,8.5523262,-125.85351,-125.85351,1.657449,473.78735,8.5816612,103.48499,-3.7645938
2.9331999,775.36139,106.49244,2.1728227,8.5523262,-131.3466,-131.3466,1.657449,611.08533,8.5816612,103.48499,-4.6524639
2.9333999,775.36139,106.49244,2.1728227,8.5523262,-136.32132,-136.32132,1.657449,749.67261,8.5816612,103.48499,-5.4993052
2.9335999,775.36139,106.49244,2.1728227,8.5523262,-140.75806,-140.75806,1.657449,887.36023,8.5816612,103.48499,-6.3041525
2.9338,775.36139,106.49244,2.1728227,8.5523262,-144.63928,-144.63928,1.657449,1022.0152,8.5816612,103.48499,-7.065959
2.934,775.36139,106.49244,2.1728227,8.5523262,-147.94968,-147.94968,1.657449,1151.5846,8.5816612,103.48499,-7.7836237
2.9342,775.36139,106.49244,2.1728227,8.5523262,-150.67618,-150.67618,1.657449,1274.1207,8.5816612,103.48499,-8.4560204
2.9344001,775.36139,106.49244,2.1728227,8.5523262,-152.80803,-152.80803,1.657449,1387.806,8.5816612,103.48499,-9.0820227
2.9346001,775.36139,106.49244,2.1728227,8.5523262,-154.33682,-154.33682,1.657449,1490.9751,8.5816612,103.48499,-9.6605272
2.9347999,775.36139,106.49244,2.1728227,8.5523262,-155.25652,-155.25652,1.657449,1582.1376,8.5816612,103.48499,-10.190475
2.9349999,775.36139,106.49244,2.1728227,8.5523262,-155.56349,-155.56349,1.657449,1659.9973,8.5816612,103.48499,-10.670867
2.9352,775.36139,106.49244,2.1728227,8.5523262,-155.25652,-155.25652,1.657449,1723.4698,8.5816612,103.48499,-11.100789
2.9354,775.36139,106.49244,2.1728227,8.5523262,-154.33682,-154.33682,1.657449,1771.6974,8.5816612,103.48499,-11.479421
2.9356,775.36139,106.49244,2.1728227,8.5523262,-152.80803,-152.80803,1.657449,1804.0598,8.5816612,103.48499,-11.806053
2.9358001,775.36139,106.49244,2.1728227,8.5523262,-150.67618,-150.67618,1.657449,1820.1833,8.5816612,103.48499,-12.0801
